B06011_001E,B06011_001M,B06011_002E,B06011_002M,B06011_003E,B06011_003M,B06011_004E,B06011_004M,B06011_005E,B06011_005M,B06011_001M,B06011_001EA,B06011_001MA,B06011_002M,B06011_002EA,B06011_002MA,B06011_003M,B06011_003EA,B06011_003MA,B06011_004M,B06011_004EA,B06011_004MA,B06011_005M,B06011_005EA,B06011_005MA,state
25805,152,23442,385,29950,308,21654,548,22344,187,152,null,null,385,null,null,308,null,null,548,null,null,187,null,null,12
26994,210,23086,397,32934,769,30235,2538,25775,518,210,null,null,397,null,null,769,null,null,2538,null,null,518,null,null,13
32099,339,32105,521,39850,1607,31637,2574,26577,1023,339,null,null,521,null,null,1607,null,null,2574,null,null,1023,null,null,15
25187,417,24535,855,25758,653,24314,7197,24417,1890,417,null,null,855,null,null,653,null,null,7197,null,null,1890,null,null,16
30712,150,30384,186,35669,561,26017,1581,27486,544,150,null,null,186,null,null,561,null,null,1581,null,null,544,null,null,17
27279,159,27023,234,28776,635,27096,3502,25916,724,159,null,null,234,null,null,635,null,null,3502,null,null,724,null,null,18
30097,258,30543,284,28939,765,32332,2610,26928,990,258,null,null,284,null,null,765,null,null,2610,null,null,990,null,null,19
28879,550,27454,577,31161,429,26376,2220,25474,1037,550,null,null,577,null,null,429,null,null,2220,null,null,1037,null,null,20
24826,357,23478,496,27038,427,30342,2346,23963,1583,357,null,null,496,null,null,427,null,null,2346,null,null,1583,null,null,21
24407,392,23090,406,29038,1035,35018,2439,24108,1649,392,null,null,406,null,null,1035,null,null,2439,null,null,1649,null,null,22
26620,397,25478,441,30268,820,34492,6930,22008,1719,397,null,null,441,null,null,820,null,null,6930,null,null,1719,null,null,23
37023,297,30932,362,46841,589,47067,4265,32884,1329,297,null,null,362,null,null,589,null,null,4265,null,null,1329,null,null,24
35227,270,33923,616,45554,883,18916,1427,31134,443,270,null,null,616,null,null,883,null,null,1427,null,null,443,null,null,25
26916,149,26705,173,27566,545,25374,2688,27685,1229,149,null,null,173,null,null,545,null,null,2688,null,null,1229,null,null,26
32487,294,32320,200,36113,573,35580,2494,27546,1129,294,null,null,200,null,null,573,null,null,2494,null,null,1129,null,null,27
22171,266,21025,301,26180,717,28217,6111,24077,3291,266,null,null,301,null,null,717,null,null,6111,null,null,3291,null,null,28
27122,225,26445,289,28947,567,29038,3567,26862,1158,225,null,null,289,null,null,567,null,null,3567,null,null,1158,null,null,29
25985,539,25617,820,26567,877,23419,4996,23074,4486,539,null,null,820,null,null,877,null,null,4996,null,null,4486,null,null,30
30391,257,30400,311,31574,487,30894,5233,26020,819,257,null,null,311,null,null,487,null,null,5233,null,null,819,null,null,31
28335,589,24012,1274,30958,391,29805,4120,26181,504,589,null,null,1274,null,null,391,null,null,4120,null,null,504,null,null,32
32578,839,29733,1079,36217,704,43165,9082,30430,1749,839,null,null,1079,null,null,704,null,null,9082,null,null,1749,null,null,33
35337,260,34277,700,42531,927,22691,1965,31237,416,260,null,null,700,null,null,927,null,null,1965,null,null,416,null,null,34
24085,503,21442,601,28882,985,29082,3933,20302,931,503,null,null,601,null,null,985,null,null,3933,null,null,931,null,null,35
31091,132,31880,163,40255,428,18816,992,26569,277,132,null,null,163,null,null,428,null,null,992,null,null,277,null,null,36
