B06011_001E,B06011_001M,B06011_002E,B06011_002M,B06011_003E,B06011_003M,B06011_004E,B06011_004M,B06011_005E,B06011_005M,B06011_001M,B06011_001EA,B06011_001MA,B06011_002M,B06011_002EA,B06011_002MA,B06011_003M,B06011_003EA,B06011_003MA,B06011_004M,B06011_004EA,B06011_004MA,B06011_005M,B06011_005EA,B06011_005MA,state
26500,176,23332,315,31514,280,28698,3159,25334,384,176,null,null,315,null,null,280,null,null,3159,null,null,384,null,null,37
32224,575,33023,1396,31911,864,28750,10395,27188,2720,575,null,null,1396,null,null,864,null,null,10395,null,null,2720,null,null,38
27535,252,27424,202,28911,566,25679,1566,25554,875,252,null,null,202,null,null,566,null,null,1566,null,null,875,null,null,39
26083,197,25387,316,27753,613,29634,2287,23899,1008,197,null,null,316,null,null,613,null,null,2287,null,null,1008,null,null,40
27935,487,26115,476,30408,368,30803,1932,25536,911,487,null,null,476,null,null,368,null,null,1932,null,null,911,null,null,41
28789,261,28429,302,31592,287,17476,1316,26525,531,261,null,null,302,null,null,287,null,null,1316,null,null,531,null,null,42
30415,536,30502,714,32435,1691,20411,3989,26308,1244,536,null,null,714,null,null,1691,null,null,3989,null,null,1244,null,null,44
25751,244,22549,394,30163,365,30540,2085,24618,1164,244,null,null,394,null,null,365,null,null,2085,null,null,1164,null,null,45
29401,729,29690,897,29758,1290,21639,8658,25633,1829,729,null,null,897,null,null,1290,null,null,8658,null,null,1829,null,null,46
25563,207,23362,332,29141,653,29924,3755,25026,782,207,null,null,332,null,null,653,null,null,3755,null,null,782,null,null,47
27781,237,26482,164,36520,374,28596,1981,24028,322,237,null,null,164,null,null,374,null,null,1981,null,null,322,null,null,48
27660,579,26963,390,30810,487,27749,7072,24801,909,579,null,null,390,null,null,487,null,null,7072,null,null,909,null,null,49
29787,884,26595,829,32195,992,31367,3330,31045,2869,884,null,null,829,null,null,992,null,null,3330,null,null,2869,null,null,50
32202,218,25894,314,41807,412,40355,1474,31789,429,218,null,null,314,null,null,412,null,null,1474,null,null,429,null,null,51
32253,221,30490,327,36459,318,35226,2519,30006,776,221,null,null,327,null,null,318,null,null,2519,null,null,776,null,null,53
23348,429,22490,410,25688,675,24057,4721,23589,5135,429,null,null,410,null,null,675,null,null,4721,null,null,5135,null,null,54
30043,178,30110,194,30358,344,27726,3274,26803,842,178,null,null,194,null,null,344,null,null,3274,null,null,842,null,null,55
29223,1248,26578,1321,30787,980,30882,3354,27021,4954,1248,null,null,1321,null,null,980,null,null,3354,null,null,4954,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
24257,305,22607,358,27395,624,26788,3183,25269,1251,305,null,null,358,null,null,624,null,null,3183,null,null,1251,null,null,01
31981,672,20978,880,41417,1227,31727,3320,26164,2325,672,null,null,880,null,null,1227,null,null,3320,null,null,2325,null,null,02
27153,195,22315,343,31097,269,31668,2322,23828,631,195,null,null,343,null,null,269,null,null,2322,null,null,631,null,null,04
23891,395,23077,464,25077,550,24207,4223,24571,1579,395,null,null,464,null,null,550,null,null,4223,null,null,1579,null,null,05
29926,185,28997,351,40393,241,32912,1946,25504,159,185,null,null,351,null,null,241,null,null,1946,null,null,159,null,null,06
32163,155,28086,716,36965,319,35960,2161,27119,723,155,null,null,716,null,null,319,null,null,2161,null,null,723,null,null,08
35317,339,34098,976,42403,1044,20520,1309,31889,752,339,null,null,976,null,null,1044,null,null,1309,null,null,752,null,null,09
31366,462,30331,954,32600,1379,29747,5447,30588,1247,462,null,null,954,null,null,1379,null,null,5447,null,null,1247,null,null,10
42082,919,25843,1443,57544,3366,64098,22980,35787,3808,919,null,null,1443,null,null,3366,null,null,22980,null,null,3808,null,null,11
