C17001E_001E,C17001E_001M,C17001E_002E,C17001E_002M,C17001E_003E,C17001E_003M,C17001E_004E,C17001E_004M,C17001E_005E,C17001E_005M,C17001E_006E,C17001E_006M,C17001E_007E,C17001E_007M,C17001E_008E,C17001E_008M,C17001E_009E,C17001E_009M,C17001E_010E,C17001E_010M,C17001E_011E,C17001E_011M,C17001E_012E,C17001E_012M,C17001E_013E,C17001E_013M,C17001E_014E,C17001E_014M,C17001E_015E,C17001E_015M,C17001E_016E,C17001E_016M,C17001E_017E,C17001E_017M,C17001E_018E,C17001E_018M,C17001E_019E,C17001E_019M,C17001E_001M,C17001E_001EA,C17001E_001MA,C17001E_002M,C17001E_002EA,C17001E_002MA,C17001E_003M,C17001E_003EA,C17001E_003MA,C17001E_004M,C17001E_004EA,C17001E_004MA,C17001E_005M,C17001E_005EA,C17001E_005MA,C17001E_006M,C17001E_006EA,C17001E_006MA,C17001E_007M,C17001E_007EA,C17001E_007MA,C17001E_008M,C17001E_008EA,C17001E_008MA,C17001E_009M,C17001E_009EA,C17001E_009MA,C17001E_010M,C17001E_010EA,C17001E_010MA,C17001E_011M,C17001E_011EA,C17001E_011MA,C17001E_012M,C17001E_012EA,C17001E_012MA,C17001E_013M,C17001E_013EA,C17001E_013MA,C17001E_014M,C17001E_014EA,C17001E_014MA,C17001E_015M,C17001E_015EA,C17001E_015MA,C17001E_016M,C17001E_016EA,C17001E_016MA,C17001E_017M,C17001E_017EA,C17001E_017MA,C17001E_018M,C17001E_018EA,C17001E_018MA,C17001E_019M,C17001E_019EA,C17001E_019MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
20025,1793,4288,1886,1718,777,738,529,912,441,68,115,2570,1274,725,492,1790,869,55,88,15737,2293,8292,1263,2509,967,5109,738,674,175,7445,1298,2335,811,4498,840,612,206,1793,null,null,1886,null,null,777,null,null,529,null,null,441,null,null,115,null,null,1274,null,null,492,null,null,869,null,null,88,null,null,2293,null,null,1263,null,null,967,null,null,738,null,null,175,null,null,1298,null,null,811,null,null,840,null,null,206,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
8496,2107,2176,1086,964,636,307,279,575,348,82,133,1212,627,232,179,735,374,245,346,6320,1690,2639,883,605,321,1949,749,85,100,3681,1100,646,376,2730,914,305,301,2107,null,null,1086,null,null,636,null,null,279,null,null,348,null,null,133,null,null,627,null,null,179,null,null,374,null,null,346,null,null,1690,null,null,883,null,null,321,null,null,749,null,null,100,null,null,1100,null,null,376,null,null,914,null,null,301,null,null,36
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
6074,1261,1425,661,569,434,312,306,257,232,0,159,856,383,276,266,570,345,10,17,4649,1034,2076,622,493,333,1577,475,6,10,2573,658,446,349,1938,642,189,165,1261,null,null,661,null,null,434,null,null,306,null,null,232,null,null,159,null,null,383,null,null,266,null,null,345,null,null,17,null,null,1034,null,null,622,null,null,333,null,null,475,null,null,10,null,null,658,null,null,349,null,null,642,null,null,165,null,null,40
14279,2639,3083,1566,1869,1187,559,416,1291,895,19,45,1214,541,270,188,912,430,32,40,11196,2216,5434,1263,1516,675,3462,1070,456,421,5762,1473,1155,513,3980,1171,627,370,2639,null,null,1566,null,null,1187,null,null,416,null,null,895,null,null,45,null,null,541,null,null,188,null,null,430,null,null,40,null,null,2216,null,null,1263,null,null,675,null,null,1070,null,null,421,null,null,1473,null,null,513,null,null,1171,null,null,370,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
4481,2315,841,286,356,254,156,73,200,252,0,204,485,166,289,65,196,133,0,204,3640,2257,1924,1367,604,536,1231,1043,89,144,1716,1113,644,556,723,574,349,261,2315,null,null,286,null,null,254,null,null,73,null,null,252,null,null,204,null,null,166,null,null,65,null,null,133,null,null,204,null,null,2257,null,null,1367,null,null,536,null,null,1043,null,null,144,null,null,1113,null,null,556,null,null,574,null,null,261,null,null,47
24301,3356,3650,1796,1758,1078,743,488,1015,686,0,220,1892,841,267,221,1471,716,154,231,20651,3295,7891,1795,2714,985,4802,1215,375,321,12760,2169,2338,789,9881,1826,541,363,3356,null,null,1796,null,null,1078,null,null,488,null,null,686,null,null,220,null,null,841,null,null,221,null,null,716,null,null,231,null,null,3295,null,null,1795,null,null,985,null,null,1215,null,null,321,null,null,2169,null,null,789,null,null,1826,null,null,363,null,null,48
29065,2258,3713,1616,1910,838,591,385,1319,636,0,190,1803,1014,577,485,634,544,592,600,25352,2633,13825,1562,4576,865,9065,1376,184,232,11527,1710,4067,1059,6916,884,544,313,2258,null,null,1616,null,null,838,null,null,385,null,null,636,null,null,190,null,null,1014,null,null,485,null,null,544,null,null,600,null,null,2633,null,null,1562,null,null,865,null,null,1376,null,null,232,null,null,1710,null,null,1059,null,null,884,null,null,313,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
46933,3132,9414,3072,4163,1617,1706,840,2440,1024,17,31,5251,1962,2459,1192,2780,928,12,23,37519,3709,17664,2169,5103,1441,11458,1352,1103,566,19855,2304,3979,1199,14638,1640,1238,628,3132,null,null,3072,null,null,1617,null,null,840,null,null,1024,null,null,31,null,null,1962,null,null,1192,null,null,928,null,null,23,null,null,3709,null,null,2169,null,null,1441,null,null,1352,null,null,566,null,null,2304,null,null,1199,null,null,1640,null,null,628,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
9541,853,1300,948,834,687,453,439,381,309,0,155,466,349,130,153,329,273,7,17,8241,1235,4470,751,1689,385,2675,575,106,131,3771,719,1189,318,2354,496,228,138,853,null,null,948,null,null,687,null,null,439,null,null,309,null,null,155,null,null,349,null,null,153,null,null,273,null,null,17,null,null,1235,null,null,751,null,null,385,null,null,575,null,null,131,null,null,719,null,null,318,null,null,496,null,null,138,null,null,02
12661,1291,2206,994,1043,454,194,175,849,345,0,204,1163,709,629,497,479,334,55,93,10455,1422,5081,905,1510,555,2968,650,603,319,5374,880,1121,474,3666,697,587,420,1291,null,null,994,null,null,454,null,null,175,null,null,345,null,null,204,null,null,709,null,null,497,null,null,334,null,null,93,null,null,1422,null,null,905,null,null,555,null,null,650,null,null,319,null,null,880,null,null,474,null,null,697,null,null,420,null,null,04
8746,1280,1893,1170,1057,736,329,268,728,520,0,197,836,555,477,323,359,421,0,197,6853,853,3560,553,1934,489,1626,368,0,197,3293,666,941,455,2352,693,0,197,1280,null,null,1170,null,null,736,null,null,268,null,null,520,null,null,197,null,null,555,null,null,323,null,null,421,null,null,197,null,null,853,null,null,553,null,null,489,null,null,368,null,null,197,null,null,666,null,null,455,null,null,693,null,null,197,null,null,05
146189,5801,21731,4912,10647,2476,3773,1597,5989,1374,885,615,11084,3003,3508,1517,6414,1731,1162,556,124458,5657,60528,3199,13835,1631,41188,2403,5505,1068,63930,4102,11827,1890,46235,2964,5868,864,5801,null,null,4912,null,null,2476,null,null,1597,null,null,1374,null,null,615,null,null,3003,null,null,1517,null,null,1731,null,null,556,null,null,5657,null,null,3199,null,null,1631,null,null,2403,null,null,1068,null,null,4102,null,null,1890,null,null,2964,null,null,864,null,null,06
7965,1565,1696,837,871,525,281,272,590,405,0,195,825,530,206,221,619,373,0,195,6269,1452,3438,989,924,604,2235,722,279,204,2831,822,712,374,2076,542,43,74,1565,null,null,837,null,null,525,null,null,272,null,null,405,null,null,195,null,null,530,null,null,221,null,null,373,null,null,195,null,null,1452,null,null,989,null,null,604,null,null,722,null,null,204,null,null,822,null,null,374,null,null,542,null,null,74,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
