B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,B16008_042E,B16008_042M,B16008_043E,B16008_043M,B16008_044E,B16008_044M,B16008_045E,B16008_045M,B16008_046E,B16008_046M,B16008_047E,B16008_047M,B16008_048E,B16008_048M,B16008_049E,B16008_049M,B16008_050E,B16008_050M,B16008_051E,B16008_051M,B16008_052E,B16008_052M,B16008_053E,B16008_053M,B16008_001M,B16008_001EA,B16008_001MA,B16008_002M,B16008_002EA,B16008_002MA,B16008_003M,B16008_003EA,B16008_003MA,B16008_004M,B16008_004EA,B16008_004MA,B16008_005M,B16008_005EA,B16008_005MA,B16008_006M,B16008_006EA,B16008_006MA,B16008_007M,B16008_007EA,B16008_007MA,B16008_008M,B16008_008EA,B16008_008MA,B16008_009M,B16008_009EA,B16008_009MA,B16008_010M,B16008_010EA,B16008_010MA,B16008_011M,B16008_011EA,B16008_011MA,B16008_012M,B16008_012EA,B16008_012MA,B16008_013M,B16008_013EA,B16008_013MA,B16008_014M,B16008_014EA,B16008_014MA,B16008_015M,B16008_015EA,B16008_015MA,B16008_016M,B16008_016EA,B16008_016MA,B16008_017M,B16008_017EA,B16008_017MA,B16008_018M,B16008_018EA,B16008_018MA,B16008_019M,B16008_019EA,B16008_019MA,B16008_020M,B16008_020EA,B16008_020MA,B16008_021M,B16008_021EA,B16008_021MA,B16008_022M,B16008_022EA,B16008_022MA,B16008_023M,B16008_023EA,B16008_023MA,B16008_024M,B16008_024EA,B16008_024MA,B16008_025M,B16008_025EA,B16008_025MA,B16008_026M,B16008_026EA,B16008_026MA,B16008_027M,B16008_027EA,B16008_027MA,B16008_028M,B16008_028EA,B16008_028MA,B16008_029M,B16008_029EA,B16008_029MA,B16008_030M,B16008_030EA,B16008_030MA,B16008_031M,B16008_031EA,B16008_031MA,B16008_032M,B16008_032EA,B16008_032MA,B16008_033M,B16008_033EA,B16008_033MA,B16008_034M,B16008_034EA,B16008_034MA,B16008_035M,B16008_035EA,B16008_035MA,B16008_036M,B16008_036EA,B16008_036MA,B16008_037M,B16008_037EA,B16008_037MA,B16008_038M,B16008_038EA,B16008_038MA,B16008_039M,B16008_039EA,B16008_039MA,B16008_040M,B16008_040EA,B16008_040MA,B16008_041M,B16008_041EA,B16008_041MA,B16008_042M,B16008_042EA,B16008_042MA,B16008_043M,B16008_043EA,B16008_043MA,B16008_044M,B16008_044EA,B16008_044MA,B16008_045M,B16008_045EA,B16008_045MA,B16008_046M,B16008_046EA,B16008_046MA,B16008_047M,B16008_047EA,B16008_047MA,B16008_048M,B16008_048EA,B16008_048MA,B16008_049M,B16008_049EA,B16008_049MA,B16008_050M,B16008_050EA,B16008_050MA,B16008_051M,B16008_051EA,B16008_051MA,B16008_052M,B16008_052EA,B16008_052MA,B16008_053M,B16008_053EA,B16008_053MA,state
1267538,938,1217379,4047,187311,1688,181063,1840,1789,672,1592,663,197,192,4459,1299,3980,1221,479,288,1030068,3738,987090,4660,6837,1237,5902,1132,935,439,36141,2983,31625,2826,4516,842,50159,3841,27999,2637,1176,480,662,327,50,83,50,83,0,172,464,404,433,398,31,60,26823,2535,13083,1750,771,551,546,442,225,216,12969,1856,5832,1075,7137,1314,22160,3236,2523,1055,288,239,111,115,18,52,93,105,2124,1036,1192,876,932,667,19637,2641,6951,1557,1266,675,346,314,920,572,11420,1887,5641,1277,5779,1277,938,null,null,4047,null,null,1688,null,null,1840,null,null,672,null,null,663,null,null,192,null,null,1299,null,null,1221,null,null,288,null,null,3738,null,null,4660,null,null,1237,null,null,1132,null,null,439,null,null,2983,null,null,2826,null,null,842,null,null,3841,null,null,2637,null,null,480,null,null,327,null,null,83,null,null,83,null,null,172,null,null,404,null,null,398,null,null,60,null,null,2535,null,null,1750,null,null,551,null,null,442,null,null,216,null,null,1856,null,null,1075,null,null,1314,null,null,3236,null,null,1055,null,null,239,null,null,115,null,null,52,null,null,105,null,null,1036,null,null,876,null,null,667,null,null,2641,null,null,1557,null,null,675,null,null,314,null,null,572,null,null,1887,null,null,1277,null,null,1277,null,null,23
5653552,1594,4740179,16941,929127,4903,782728,8032,85276,4781,71126,4970,14150,2489,61123,4838,53362,4626,7761,1655,3811052,14832,3623788,15993,104983,5628,88493,5229,16490,2098,82281,4777,73366,4565,8915,1614,913373,16873,466472,12459,17431,2619,8242,1551,2592,1073,2026,978,566,351,6597,1575,5487,1452,1110,545,449041,11389,108933,5605,75378,5115,42655,4005,32723,3143,264730,8506,180567,7157,84163,4571,446901,13860,36699,4274,6207,1622,14965,2414,8134,1592,6831,1743,15527,2853,8680,2076,6847,2047,410202,12157,54586,5740,184549,7628,43078,4298,141471,8533,171067,7618,93687,5994,77380,4895,1594,null,null,16941,null,null,4903,null,null,8032,null,null,4781,null,null,4970,null,null,2489,null,null,4838,null,null,4626,null,null,1655,null,null,14832,null,null,15993,null,null,5628,null,null,5229,null,null,2098,null,null,4777,null,null,4565,null,null,1614,null,null,16873,null,null,12459,null,null,2619,null,null,1551,null,null,1073,null,null,978,null,null,351,null,null,1575,null,null,1452,null,null,545,null,null,11389,null,null,5605,null,null,5115,null,null,4005,null,null,3143,null,null,8506,null,null,7157,null,null,4571,null,null,13860,null,null,4274,null,null,1622,null,null,2414,null,null,1592,null,null,1743,null,null,2853,null,null,2076,null,null,2047,null,null,12157,null,null,5740,null,null,7628,null,null,4298,null,null,8533,null,null,7618,null,null,5994,null,null,4895,null,null,24
6452005,1483,5337645,17774,959392,5820,769709,7687,95446,5062,82191,4655,13255,2118,94237,5958,83846,5534,10391,1849,4378253,16289,3953509,17106,241690,8253,173620,6990,68070,4427,183054,7905,162571,7514,20483,2592,1114360,17210,590701,14001,20913,3088,7464,1949,4204,1411,3522,1180,682,469,9245,2047,7075,1919,2170,1019,569788,14236,123275,6687,91361,4928,42659,4216,48702,3803,355152,11590,193670,8123,161482,7127,523659,14504,38868,4910,4874,1038,12897,2571,6676,2198,6221,1506,21097,3831,13846,3152,7251,2193,484791,12782,65945,4901,132974,8073,31647,3730,101327,8398,285872,9781,134270,6714,151602,7894,1483,null,null,17774,null,null,5820,null,null,7687,null,null,5062,null,null,4655,null,null,2118,null,null,5958,null,null,5534,null,null,1849,null,null,16289,null,null,17106,null,null,8253,null,null,6990,null,null,4427,null,null,7905,null,null,7514,null,null,2592,null,null,17210,null,null,14001,null,null,3088,null,null,1949,null,null,1411,null,null,1180,null,null,469,null,null,2047,null,null,1919,null,null,1019,null,null,14236,null,null,6687,null,null,4928,null,null,4216,null,null,3803,null,null,11590,null,null,8123,null,null,7127,null,null,14504,null,null,4910,null,null,1038,null,null,2571,null,null,2198,null,null,1506,null,null,3831,null,null,3152,null,null,2193,null,null,12782,null,null,4901,null,null,8073,null,null,3730,null,null,8398,null,null,9781,null,null,6714,null,null,7894,null,null,25
9356637,2272,8700093,12382,1573220,4724,1436486,7535,61737,3882,52438,3966,9299,1569,74997,5016,63332,4618,11665,2342,7126873,11601,6901516,12679,105326,4749,85469,4383,19857,2472,120031,5600,101961,5083,18070,2143,656544,12315,342006,8499,14926,1795,7939,1412,1189,515,1126,507,63,75,5798,1111,5169,1147,629,336,327080,8530,71871,3948,33384,3442,16102,2378,17282,2455,221825,7787,126792,5726,95033,5765,314538,10973,31374,3642,3721,831,6328,1834,3329,1218,2999,1501,21325,3065,13455,2567,7870,1695,283164,9248,43271,3286,68903,4867,17167,2053,51736,4409,170990,7557,74390,4796,96600,6603,2272,null,null,12382,null,null,4724,null,null,7535,null,null,3882,null,null,3966,null,null,1569,null,null,5016,null,null,4618,null,null,2342,null,null,11601,null,null,12679,null,null,4749,null,null,4383,null,null,2472,null,null,5600,null,null,5083,null,null,2143,null,null,12315,null,null,8499,null,null,1795,null,null,1412,null,null,515,null,null,507,null,null,75,null,null,1111,null,null,1147,null,null,336,null,null,8530,null,null,3948,null,null,3442,null,null,2378,null,null,2455,null,null,7787,null,null,5726,null,null,5765,null,null,10973,null,null,3642,null,null,831,null,null,1834,null,null,1218,null,null,1501,null,null,3065,null,null,2567,null,null,1695,null,null,9248,null,null,3286,null,null,4867,null,null,2053,null,null,4409,null,null,7557,null,null,4796,null,null,6603,null,null,26
5168872,1829,4722214,10573,899051,4082,794165,6718,49555,3622,41665,3441,7890,1518,55331,5113,45099,5004,10232,1721,3823163,9954,3691677,9851,56571,4186,48448,4003,8123,1238,74915,3891,63744,3583,11171,1717,446658,9929,228685,7493,14882,2330,8630,1682,1299,791,1250,785,49,79,4953,1521,3334,1049,1619,779,213803,7101,45892,3827,19870,2438,9874,1702,9996,1555,148041,6298,75489,4441,72552,4774,217973,7447,23610,2905,4051,1264,4605,1377,2534,839,2071,1013,14954,2550,5729,1470,9225,1936,194363,6252,26730,3272,71263,3529,15765,1608,55498,3403,96370,5391,45219,3796,51151,4556,1829,null,null,10573,null,null,4082,null,null,6718,null,null,3622,null,null,3441,null,null,1518,null,null,5113,null,null,5004,null,null,1721,null,null,9954,null,null,9851,null,null,4186,null,null,4003,null,null,1238,null,null,3891,null,null,3583,null,null,1717,null,null,9929,null,null,7493,null,null,2330,null,null,1682,null,null,791,null,null,785,null,null,79,null,null,1521,null,null,1049,null,null,779,null,null,7101,null,null,3827,null,null,2438,null,null,1702,null,null,1555,null,null,6298,null,null,4441,null,null,4774,null,null,7447,null,null,2905,null,null,1264,null,null,1377,null,null,839,null,null,1013,null,null,2550,null,null,1470,null,null,1936,null,null,6252,null,null,3272,null,null,3529,null,null,1608,null,null,3403,null,null,5391,null,null,3796,null,null,4556,null,null,27
2801896,2989,2743761,5552,532487,3607,510929,3747,16756,2569,13148,2144,3608,1149,4802,1114,3876,984,926,507,2211274,4418,2171783,4479,25490,2703,18701,2295,6789,1626,14001,2208,11675,2066,2326,889,58135,4428,23407,2689,1557,673,806,469,503,355,112,111,391,360,248,243,132,146,116,128,21850,2604,6152,1404,6088,1268,3408,977,2680,902,9610,1769,6588,1468,3022,1063,34728,3938,2279,987,214,288,1017,473,652,390,365,241,1048,853,561,431,487,520,32449,3752,4336,1267,17480,2851,5261,1503,12219,2367,10633,2370,5207,1629,5426,1627,2989,null,null,5552,null,null,3607,null,null,3747,null,null,2569,null,null,2144,null,null,1149,null,null,1114,null,null,984,null,null,507,null,null,4418,null,null,4479,null,null,2703,null,null,2295,null,null,1626,null,null,2208,null,null,2066,null,null,889,null,null,4428,null,null,2689,null,null,673,null,null,469,null,null,355,null,null,111,null,null,360,null,null,243,null,null,146,null,null,128,null,null,2604,null,null,1404,null,null,1268,null,null,977,null,null,902,null,null,1769,null,null,1468,null,null,1063,null,null,3938,null,null,987,null,null,288,null,null,473,null,null,390,null,null,241,null,null,853,null,null,431,null,null,520,null,null,3752,null,null,1267,null,null,2851,null,null,1503,null,null,2367,null,null,2370,null,null,1629,null,null,1627,null,null,28
5721468,2913,5474187,10543,1000390,3828,938593,5432,31607,2666,26758,2799,4849,1142,30190,3606,22667,3424,7523,1598,4473797,9396,4373684,11806,52552,3463,43465,3427,9087,1689,47561,4463,41113,4119,6448,1340,247281,9847,118588,6266,7398,1739,5777,1458,377,445,339,442,38,60,1244,633,922,509,322,294,111190,5698,28328,2704,17230,2310,10524,1983,6706,1330,65632,4254,35406,2769,30226,3366,128693,7358,10744,2165,956,457,3408,885,2241,685,1167,528,6380,1801,4179,1512,2201,752,117949,6731,15960,2223,42102,3142,14704,2112,27398,3022,59887,4556,30225,3111,29662,3619,2913,null,null,10543,null,null,3828,null,null,5432,null,null,2666,null,null,2799,null,null,1142,null,null,3606,null,null,3424,null,null,1598,null,null,9396,null,null,11806,null,null,3463,null,null,3427,null,null,1689,null,null,4463,null,null,4119,null,null,1340,null,null,9847,null,null,6266,null,null,1739,null,null,1458,null,null,445,null,null,442,null,null,60,null,null,633,null,null,509,null,null,294,null,null,5698,null,null,2704,null,null,2310,null,null,1983,null,null,1330,null,null,4254,null,null,2769,null,null,3366,null,null,7358,null,null,2165,null,null,457,null,null,885,null,null,685,null,null,528,null,null,1801,null,null,1512,null,null,752,null,null,6731,null,null,2223,null,null,3142,null,null,2112,null,null,3022,null,null,4556,null,null,3111,null,null,3619,null,null,29
981377,1458,959587,2733,165801,2080,161152,2475,2271,896,2178,887,93,131,2378,736,2190,696,188,143,793786,2728,771603,3609,7930,1308,6991,1281,939,490,14253,2046,11954,1801,2299,860,21790,2327,11585,1865,1136,617,972,594,0,168,0,168,0,168,164,194,156,197,8,16,10449,1839,6483,1384,598,420,442,387,156,131,3368,1142,2728,1074,640,391,10205,1637,594,383,150,182,24,50,24,50,0,168,420,312,206,269,214,193,9611,1581,4633,993,868,523,504,348,364,348,4110,1083,2117,871,1993,792,1458,null,null,2733,null,null,2080,null,null,2475,null,null,896,null,null,887,null,null,131,null,null,736,null,null,696,null,null,143,null,null,2728,null,null,3609,null,null,1308,null,null,1281,null,null,490,null,null,2046,null,null,1801,null,null,860,null,null,2327,null,null,1865,null,null,617,null,null,594,null,null,168,null,null,168,null,null,168,null,null,194,null,null,197,null,null,16,null,null,1839,null,null,1384,null,null,420,null,null,387,null,null,131,null,null,1142,null,null,1074,null,null,391,null,null,1637,null,null,383,null,null,182,null,null,50,null,null,50,null,null,168,null,null,312,null,null,269,null,null,193,null,null,1581,null,null,993,null,null,523,null,null,348,null,null,348,null,null,1083,null,null,871,null,null,792,null,null,30
1774959,1865,1642545,5568,329906,2650,291949,2547,32230,2556,23217,2865,9013,1769,5727,1624,4196,1242,1531,903,1312639,4866,1265763,4655,35033,2791,30373,2570,4660,1437,11843,1501,10068,1440,1775,508,132414,5097,44936,4113,3118,860,1629,535,737,440,450,292,287,290,752,507,424,419,328,250,41818,3698,6761,1094,18330,2751,7204,1321,11126,2292,16727,2306,9541,1638,7186,1412,87478,5361,8904,1745,193,159,3823,1106,2083,701,1740,722,4888,1150,1930,1028,2958,842,78574,4593,4836,1286,46772,3700,7337,1281,39435,3421,26966,2300,11377,1901,15589,1850,1865,null,null,5568,null,null,2650,null,null,2547,null,null,2556,null,null,2865,null,null,1769,null,null,1624,null,null,1242,null,null,903,null,null,4866,null,null,4655,null,null,2791,null,null,2570,null,null,1437,null,null,1501,null,null,1440,null,null,508,null,null,5097,null,null,4113,null,null,860,null,null,535,null,null,440,null,null,292,null,null,290,null,null,507,null,null,419,null,null,250,null,null,3698,null,null,1094,null,null,2751,null,null,1321,null,null,2292,null,null,2306,null,null,1638,null,null,1412,null,null,5361,null,null,1745,null,null,159,null,null,1106,null,null,701,null,null,722,null,null,1150,null,null,1028,null,null,842,null,null,4593,null,null,1286,null,null,3700,null,null,1281,null,null,3421,null,null,2300,null,null,1901,null,null,1850,null,null,31
2756697,1011,2172638,12135,469352,2949,322646,6165,133328,5226,118867,5240,14461,2209,13378,2050,11828,1977,1550,581,1703286,11340,1505830,11486,155756,6637,137973,6428,17783,2250,41700,3735,35514,3115,6186,1579,584059,12121,278635,10202,5498,1381,1530,703,1180,508,861,403,319,254,2788,1004,1915,948,873,520,273137,9939,50669,4286,102586,6063,48888,4398,53698,4148,119882,5922,77401,5845,42481,3592,305424,10357,19291,2588,1763,1117,11635,1870,8369,1449,3266,1205,5893,1853,4133,1521,1760,956,286133,9866,28138,3002,195345,7814,45043,4060,150302,7266,62650,5168,31348,3634,31302,3733,1011,null,null,12135,null,null,2949,null,null,6165,null,null,5226,null,null,5240,null,null,2209,null,null,2050,null,null,1977,null,null,581,null,null,11340,null,null,11486,null,null,6637,null,null,6428,null,null,2250,null,null,3735,null,null,3115,null,null,1579,null,null,12121,null,null,10202,null,null,1381,null,null,703,null,null,508,null,null,403,null,null,254,null,null,1004,null,null,948,null,null,520,null,null,9939,null,null,4286,null,null,6063,null,null,4398,null,null,4148,null,null,5922,null,null,5845,null,null,3592,null,null,10357,null,null,2588,null,null,1117,null,null,1870,null,null,1449,null,null,1205,null,null,1853,null,null,1521,null,null,956,null,null,9866,null,null,3002,null,null,7814,null,null,4060,null,null,7266,null,null,5168,null,null,3634,null,null,3733,null,null,32
1270317,1242,1194942,4970,188860,1610,178528,2189,4434,1067,4191,1032,243,185,5898,1508,5409,1417,489,260,1006082,4353,968705,5022,13012,2072,10982,2025,2030,752,24365,2768,21419,2633,2946,763,75375,4535,40268,3412,2470,766,1821,492,0,187,0,187,0,187,649,523,531,470,118,156,37798,3270,14631,1977,3561,1230,1376,643,2185,1122,19606,2585,11657,1994,7949,1653,35107,3906,4033,1223,260,244,685,500,302,236,383,350,3088,1105,1702,738,1386,678,31074,3174,8213,1665,5732,1471,1756,715,3976,1212,17129,2563,6711,1386,10418,2103,1242,null,null,4970,null,null,1610,null,null,2189,null,null,1067,null,null,1032,null,null,185,null,null,1508,null,null,1417,null,null,260,null,null,4353,null,null,5022,null,null,2072,null,null,2025,null,null,752,null,null,2768,null,null,2633,null,null,763,null,null,4535,null,null,3412,null,null,766,null,null,492,null,null,187,null,null,187,null,null,187,null,null,523,null,null,470,null,null,156,null,null,3270,null,null,1977,null,null,1230,null,null,643,null,null,1122,null,null,2585,null,null,1994,null,null,1653,null,null,3906,null,null,1223,null,null,244,null,null,500,null,null,236,null,null,350,null,null,1105,null,null,738,null,null,678,null,null,3174,null,null,1665,null,null,1471,null,null,715,null,null,1212,null,null,2563,null,null,1386,null,null,2103,null,null,33
8424299,1246,6421144,22195,1368536,5347,1001763,10049,234405,8352,204417,8268,29988,3515,132368,6703,117530,6474,14838,2068,5052608,20563,4433520,20171,433567,12670,342063,11442,91504,5381,185521,8500,167880,7624,17641,2198,2003155,22125,1100940,14323,26003,2706,8636,1527,6380,1385,4392,1044,1988,880,10987,2003,9069,1747,1918,918,1074937,13970,208248,7528,302973,10512,137255,7432,165718,6898,563716,10243,335898,10457,227818,8019,902215,21918,69730,5109,7943,1711,31976,3823,17022,2514,14954,2766,29811,3565,20656,3049,9155,1978,832485,19514,91770,6104,384827,14170,76003,5750,308824,12090,355888,11795,181789,9347,174099,8653,1246,null,null,22195,null,null,5347,null,null,10049,null,null,8352,null,null,8268,null,null,3515,null,null,6703,null,null,6474,null,null,2068,null,null,20563,null,null,20171,null,null,12670,null,null,11442,null,null,5381,null,null,8500,null,null,7624,null,null,2198,null,null,22125,null,null,14323,null,null,2706,null,null,1527,null,null,1385,null,null,1044,null,null,880,null,null,2003,null,null,1747,null,null,918,null,null,13970,null,null,7528,null,null,10512,null,null,7432,null,null,6898,null,null,10243,null,null,10457,null,null,8019,null,null,21918,null,null,5109,null,null,1711,null,null,3823,null,null,2514,null,null,2766,null,null,3565,null,null,3049,null,null,1978,null,null,19514,null,null,6104,null,null,14170,null,null,5750,null,null,12090,null,null,11795,null,null,9347,null,null,8653,null,null,34
1955889,1342,1758342,8757,352739,2485,255507,6577,77156,5713,68027,5609,9129,1929,20076,2648,19037,2567,1039,490,1405603,8400,1003607,11874,308119,8387,268391,9182,39728,3193,93877,5838,82866,5714,11011,1277,197547,8657,78660,4096,2405,1051,605,340,1188,729,1029,686,159,193,612,641,612,641,0,195,76255,4143,13484,2179,46382,3418,24356,2795,22026,2643,16389,2400,10676,1823,5713,1367,118887,7619,9244,2041,454,341,6878,2021,3149,1066,3729,1880,1912,802,1632,744,280,239,109643,7170,7944,1837,84576,6178,20992,3068,63584,5357,17123,2525,11154,2035,5969,1558,1342,null,null,8757,null,null,2485,null,null,6577,null,null,5713,null,null,5609,null,null,1929,null,null,2648,null,null,2567,null,null,490,null,null,8400,null,null,11874,null,null,8387,null,null,9182,null,null,3193,null,null,5838,null,null,5714,null,null,1277,null,null,8657,null,null,4096,null,null,1051,null,null,340,null,null,729,null,null,686,null,null,193,null,null,641,null,null,641,null,null,195,null,null,4143,null,null,2179,null,null,3418,null,null,2795,null,null,2643,null,null,2400,null,null,1823,null,null,1367,null,null,7619,null,null,2041,null,null,341,null,null,2021,null,null,1066,null,null,1880,null,null,802,null,null,744,null,null,239,null,null,7170,null,null,1837,null,null,6178,null,null,3068,null,null,5357,null,null,2525,null,null,2035,null,null,1558,null,null,35
18586270,2442,14074049,36075,2813185,11146,2032097,15069,433105,7845,367044,8447,66061,5234,347983,10233,261090,9817,86893,6101,11260864,31809,9724588,27053,989101,20275,778515,18219,210586,8113,547175,13685,467076,12520,80099,4838,4512221,35624,2507723,26617,66127,6010,23069,2525,14948,2987,11180,2544,3768,1200,28110,3671,20550,3027,7560,2081,2441596,24509,686814,15871,579326,14855,231246,10225,348080,12259,1175456,16968,578290,12936,597166,12899,2004498,30827,141055,8373,18452,2623,58788,5104,26968,3499,31820,4387,63815,5372,34186,4883,29629,3488,1863443,29575,331495,11868,742762,20408,134582,8880,608180,19456,789186,16666,304020,10562,485166,13544,2442,null,null,36075,null,null,11146,null,null,15069,null,null,7845,null,null,8447,null,null,5234,null,null,10233,null,null,9817,null,null,6101,null,null,31809,null,null,27053,null,null,20275,null,null,18219,null,null,8113,null,null,13685,null,null,12520,null,null,4838,null,null,35624,null,null,26617,null,null,6010,null,null,2525,null,null,2987,null,null,2544,null,null,1200,null,null,3671,null,null,3027,null,null,2081,null,null,24509,null,null,15871,null,null,14855,null,null,10225,null,null,12259,null,null,16968,null,null,12936,null,null,12899,null,null,30827,null,null,8373,null,null,2623,null,null,5104,null,null,3499,null,null,4387,null,null,5372,null,null,4883,null,null,3488,null,null,29575,null,null,11868,null,null,20408,null,null,8880,null,null,19456,null,null,16666,null,null,10562,null,null,13544,null,null,36
9552195,4096,8769789,14568,1650356,6394,1427343,7644,174474,6322,146797,6807,27677,3070,48539,4798,41789,4524,6750,1407,7119433,12979,6882465,12532,167581,6910,138639,6317,28942,3069,69387,4143,62429,4003,6958,1364,782406,14041,312637,10192,13943,2508,7768,1615,2594,1275,2051,1117,543,475,3581,1122,2964,887,617,526,298694,9235,78255,5368,77153,5555,40405,4572,36748,3655,143286,6457,89578,5356,53708,4440,469769,11011,38002,3667,4061,1262,22151,2787,14587,2158,7564,1896,11790,2543,5621,1300,6169,2059,431767,10129,49697,3817,266230,8019,65290,5000,200940,7836,115840,6579,60076,4203,55764,5633,4096,null,null,14568,null,null,6394,null,null,7644,null,null,6322,null,null,6807,null,null,3070,null,null,4798,null,null,4524,null,null,1407,null,null,12979,null,null,12532,null,null,6910,null,null,6317,null,null,3069,null,null,4143,null,null,4003,null,null,1364,null,null,14041,null,null,10192,null,null,2508,null,null,1615,null,null,1275,null,null,1117,null,null,475,null,null,1122,null,null,887,null,null,526,null,null,9235,null,null,5368,null,null,5555,null,null,4572,null,null,3655,null,null,6457,null,null,5356,null,null,4440,null,null,11011,null,null,3667,null,null,1262,null,null,2787,null,null,2158,null,null,1896,null,null,2543,null,null,1300,null,null,2059,null,null,10129,null,null,3817,null,null,8019,null,null,5000,null,null,7836,null,null,6579,null,null,4203,null,null,5633,null,null,37
703055,1333,678696,2808,117512,1841,113392,1954,3083,1315,2326,1115,757,438,1037,515,955,487,82,94,561184,2337,544661,2745,6710,1570,4775,1176,1935,768,9813,1765,7234,1321,2579,1049,24359,2460,10079,1699,566,360,335,266,140,221,140,221,0,155,91,142,91,142,0,155,9513,1637,3885,1018,806,430,647,395,159,172,4822,1338,2568,738,2254,1194,14280,2604,1619,909,732,526,56,73,47,68,9,22,831,557,409,359,422,336,12661,2182,3161,1120,2191,1068,1003,609,1188,846,7309,1551,3953,1111,3356,1078,1333,null,null,2808,null,null,1841,null,null,1954,null,null,1315,null,null,1115,null,null,438,null,null,515,null,null,487,null,null,94,null,null,2337,null,null,2745,null,null,1570,null,null,1176,null,null,768,null,null,1765,null,null,1321,null,null,1049,null,null,2460,null,null,1699,null,null,360,null,null,266,null,null,221,null,null,221,null,null,155,null,null,142,null,null,142,null,null,155,null,null,1637,null,null,1018,null,null,430,null,null,395,null,null,172,null,null,1338,null,null,738,null,null,1194,null,null,2604,null,null,909,null,null,526,null,null,73,null,null,68,null,null,22,null,null,557,null,null,359,null,null,336,null,null,2182,null,null,1120,null,null,1068,null,null,609,null,null,846,null,null,1551,null,null,1111,null,null,1078,null,null,38
10921628,2813,10413470,13610,1883058,5049,1768209,7654,47289,3924,37977,3751,9312,1555,67560,5210,52614,4723,14946,2496,8530412,12719,8275705,12463,115942,5141,84768,4722,31174,2747,138765,6385,113881,6077,24884,2861,508158,13439,269600,9246,14027,2338,8745,1692,755,432,636,404,119,155,4527,1649,3686,1472,841,449,255573,8901,69743,4553,23351,2762,14643,2184,8708,1507,162479,7599,98638,5883,63841,4687,238558,10967,19141,2852,2702,953,3865,1171,1750,725,2115,893,12574,2481,7064,1706,5510,1758,219417,9674,35273,3411,46559,4322,10329,1614,36230,3940,137585,6872,66161,4723,71424,6680,2813,null,null,13610,null,null,5049,null,null,7654,null,null,3924,null,null,3751,null,null,1555,null,null,5210,null,null,4723,null,null,2496,null,null,12719,null,null,12463,null,null,5141,null,null,4722,null,null,2747,null,null,6385,null,null,6077,null,null,2861,null,null,13439,null,null,9246,null,null,2338,null,null,1692,null,null,432,null,null,404,null,null,155,null,null,1649,null,null,1472,null,null,449,null,null,8901,null,null,4553,null,null,2762,null,null,2184,null,null,1507,null,null,7599,null,null,5883,null,null,4687,null,null,10967,null,null,2852,null,null,953,null,null,1171,null,null,725,null,null,893,null,null,2481,null,null,1706,null,null,1758,null,null,9674,null,null,3411,null,null,4322,null,null,1614,null,null,3940,null,null,6872,null,null,4723,null,null,6680,null,null,39
3659465,1583,3432716,6036,685404,2316,608750,4541,62883,4228,53206,3627,9677,2219,13771,2359,11692,2354,2079,742,2747312,5576,2642336,5848,71786,4103,60397,3885,11389,1500,33190,2340,27375,2324,5815,1260,226749,5780,77757,4516,3231,876,1939,707,895,453,554,310,341,301,397,236,397,236,0,159,74526,4370,15946,1931,24041,2687,11586,1687,12455,1937,34539,2978,19308,2650,15231,1840,148992,6003,9225,1405,516,320,5536,1191,3527,958,2009,678,3173,837,2199,721,974,419,139767,5554,14568,1984,90260,4610,22454,2575,67806,3921,34939,3668,17161,2496,17778,2432,1583,null,null,6036,null,null,2316,null,null,4541,null,null,4228,null,null,3627,null,null,2219,null,null,2359,null,null,2354,null,null,742,null,null,5576,null,null,5848,null,null,4103,null,null,3885,null,null,1500,null,null,2340,null,null,2324,null,null,1260,null,null,5780,null,null,4516,null,null,876,null,null,707,null,null,453,null,null,310,null,null,301,null,null,236,null,null,236,null,null,159,null,null,4370,null,null,1931,null,null,2687,null,null,1687,null,null,1937,null,null,2978,null,null,2650,null,null,1840,null,null,6003,null,null,1405,null,null,320,null,null,1191,null,null,958,null,null,678,null,null,837,null,null,721,null,null,419,null,null,5554,null,null,1984,null,null,4610,null,null,2575,null,null,3921,null,null,3668,null,null,2496,null,null,2432,null,null,40
