B17009_001E,B17009_001M,B17009_002E,B17009_002M,B17009_003E,B17009_003M,B17009_004E,B17009_004M,B17009_005E,B17009_005M,B17009_006E,B17009_006M,B17009_007E,B17009_007M,B17009_008E,B17009_008M,B17009_009E,B17009_009M,B17009_010E,B17009_010M,B17009_011E,B17009_011M,B17009_012E,B17009_012M,B17009_013E,B17009_013M,B17009_014E,B17009_014M,B17009_015E,B17009_015M,B17009_016E,B17009_016M,B17009_017E,B17009_017M,B17009_018E,B17009_018M,B17009_019E,B17009_019M,B17009_020E,B17009_020M,B17009_021E,B17009_021M,B17009_001M,B17009_001EA,B17009_001MA,B17009_002M,B17009_002EA,B17009_002MA,B17009_003M,B17009_003EA,B17009_003MA,B17009_004M,B17009_004EA,B17009_004MA,B17009_005M,B17009_005EA,B17009_005MA,B17009_006M,B17009_006EA,B17009_006MA,B17009_007M,B17009_007EA,B17009_007MA,B17009_008M,B17009_008EA,B17009_008MA,B17009_009M,B17009_009EA,B17009_009MA,B17009_010M,B17009_010EA,B17009_010MA,B17009_011M,B17009_011EA,B17009_011MA,B17009_012M,B17009_012EA,B17009_012MA,B17009_013M,B17009_013EA,B17009_013MA,B17009_014M,B17009_014EA,B17009_014MA,B17009_015M,B17009_015EA,B17009_015MA,B17009_016M,B17009_016EA,B17009_016MA,B17009_017M,B17009_017EA,B17009_017MA,B17009_018M,B17009_018EA,B17009_018MA,B17009_019M,B17009_019EA,B17009_019MA,B17009_020M,B17009_020EA,B17009_020MA,B17009_021M,B17009_021EA,B17009_021MA,state
4129874,39839,1074220,23333,70588,4452,30295,2960,40293,4082,310323,10333,127505,5844,182818,7848,693309,18984,386047,10959,307262,14809,3055654,30776,1621547,23680,1020329,14040,601218,17918,511129,13923,330187,9659,180942,8950,922978,13165,814632,12525,108346,6430,39839,null,null,23333,null,null,4452,null,null,2960,null,null,4082,null,null,10333,null,null,5844,null,null,7848,null,null,18984,null,null,10959,null,null,14809,null,null,30776,null,null,23680,null,null,14040,null,null,17918,null,null,13923,null,null,9659,null,null,8950,null,null,13165,null,null,12525,null,null,6430,null,null,12
1753987,23749,467946,11781,30852,3046,14813,2184,16039,2311,156334,7059,74509,4270,81825,4848,280760,9755,165225,7369,115535,6107,1286041,20740,768498,17444,532979,13592,235519,10221,210209,9036,140487,6685,69722,4668,307334,8347,279119,7465,28215,3424,23749,null,null,11781,null,null,3046,null,null,2184,null,null,2311,null,null,7059,null,null,4270,null,null,4848,null,null,9755,null,null,7369,null,null,6107,null,null,20740,null,null,17444,null,null,13592,null,null,10221,null,null,9036,null,null,6685,null,null,4668,null,null,8347,null,null,7465,null,null,3424,null,null,13
245149,9086,61246,4436,2169,685,964,418,1205,556,18660,2781,6161,1451,12499,2046,40417,3530,20346,2254,20071,2395,183903,7031,104836,5325,56552,3154,48284,4315,36423,2979,21833,2252,14590,1879,42644,2956,34507,2318,8137,1727,9086,null,null,4436,null,null,685,null,null,418,null,null,556,null,null,2781,null,null,1451,null,null,2046,null,null,3530,null,null,2254,null,null,2395,null,null,7031,null,null,5325,null,null,3154,null,null,4315,null,null,2979,null,null,2252,null,null,1879,null,null,2956,null,null,2318,null,null,1727,null,null,15
297010,10260,89690,5473,6061,1624,3241,1125,2820,1039,32106,3501,12165,1710,19941,2798,51523,4304,31460,3016,20063,2916,207320,8265,110526,6670,75012,5298,35514,3574,40043,3633,26135,2686,13908,2189,56751,3856,51242,3486,5509,1616,10260,null,null,5473,null,null,1624,null,null,1125,null,null,1039,null,null,3501,null,null,1710,null,null,2798,null,null,4304,null,null,3016,null,null,2916,null,null,8265,null,null,6670,null,null,5298,null,null,3574,null,null,3633,null,null,2686,null,null,2189,null,null,3856,null,null,3486,null,null,1616,null,null,16
2399679,24345,576786,13899,33795,3042,16552,1852,17243,2714,190126,8007,90257,5397,99869,6133,352865,10928,220952,7175,131913,5977,1822893,19949,1024414,17167,721934,12752,302480,8308,318835,9597,226849,7555,91986,5137,479644,8813,444889,7946,34755,3967,24345,null,null,13899,null,null,3042,null,null,1852,null,null,2714,null,null,8007,null,null,5397,null,null,6133,null,null,10928,null,null,7175,null,null,5977,null,null,19949,null,null,17167,null,null,12752,null,null,8308,null,null,9597,null,null,7555,null,null,5137,null,null,8813,null,null,7946,null,null,3967,null,null,17
1259718,16610,338575,9695,19826,2141,10796,1631,9030,1655,127030,5697,55182,3391,71848,4899,191719,7338,114110,4888,77609,5890,921143,12901,507071,10381,361439,8768,145632,5831,160676,6581,110418,5461,50258,4065,253396,6894,235567,6391,17829,1861,16610,null,null,9695,null,null,2141,null,null,1631,null,null,1655,null,null,5697,null,null,3391,null,null,4899,null,null,7338,null,null,4888,null,null,5890,null,null,12901,null,null,10381,null,null,8768,null,null,5831,null,null,6581,null,null,5461,null,null,4065,null,null,6894,null,null,6391,null,null,1861,null,null,18
640282,10542,159894,5812,11171,2025,6723,1516,4448,1074,71896,4341,30407,2625,41489,3172,76827,4300,47147,3024,29680,2706,480388,9568,262862,7533,186110,5331,76752,4519,90134,4805,62155,3231,27979,2600,127392,4239,120347,3955,7045,1242,10542,null,null,5812,null,null,2025,null,null,1516,null,null,1074,null,null,4341,null,null,2625,null,null,3172,null,null,4300,null,null,3024,null,null,2706,null,null,9568,null,null,7533,null,null,5331,null,null,4519,null,null,4805,null,null,3231,null,null,2600,null,null,4239,null,null,3955,null,null,1242,null,null,19
556799,12367,146546,6630,13428,1815,6830,1196,6598,1489,58458,4314,24988,2234,33470,3303,74660,4072,45589,3004,29071,3054,410253,9923,231659,9278,165542,6505,66117,5167,72139,4531,52458,3319,19681,2607,106455,3756,98995,3682,7460,1338,12367,null,null,6630,null,null,1815,null,null,1196,null,null,1489,null,null,4314,null,null,2234,null,null,3303,null,null,4072,null,null,3004,null,null,3054,null,null,9923,null,null,9278,null,null,6505,null,null,5167,null,null,4531,null,null,3319,null,null,2607,null,null,3756,null,null,3682,null,null,1338,null,null,20
841953,16423,267948,9209,13245,2057,6503,1491,6742,1334,86125,5586,37848,2791,48277,4449,168578,7127,107984,5169,60594,4910,574005,11858,304680,10062,215892,7144,88788,5522,94920,4879,64648,4094,30272,3019,174405,4740,163427,4326,10978,1508,16423,null,null,9209,null,null,2057,null,null,1491,null,null,1334,null,null,5586,null,null,2791,null,null,4449,null,null,7127,null,null,5169,null,null,4910,null,null,11858,null,null,10062,null,null,7144,null,null,5522,null,null,4879,null,null,4094,null,null,3019,null,null,4740,null,null,4326,null,null,1508,null,null,21
885318,15680,293277,10317,20764,2773,11110,1871,9654,1859,85427,6138,39311,3587,46116,5085,187086,7853,116260,5621,70826,4923,592041,12655,330279,9242,235767,7271,94512,6097,100669,6493,72983,4420,27686,3674,161093,6203,147658,5239,13435,2069,15680,null,null,10317,null,null,2773,null,null,1871,null,null,1859,null,null,6138,null,null,3587,null,null,5085,null,null,7853,null,null,5621,null,null,4923,null,null,12655,null,null,9242,null,null,7271,null,null,6097,null,null,6493,null,null,4420,null,null,3674,null,null,6203,null,null,5239,null,null,2069,null,null,22
301530,7799,76689,4379,4927,1383,2880,1008,2047,797,25152,2282,10585,1194,14567,1750,46610,3371,28584,2379,18026,2303,224841,7209,109731,5797,69716,3927,40015,3372,49428,3642,32827,2814,16601,2225,65682,3592,57514,3159,8168,1392,7799,null,null,4379,null,null,1383,null,null,1008,null,null,797,null,null,2282,null,null,1194,null,null,1750,null,null,3371,null,null,2379,null,null,2303,null,null,7209,null,null,5797,null,null,3927,null,null,3372,null,null,3642,null,null,2814,null,null,2225,null,null,3592,null,null,3159,null,null,1392,null,null,23
1102778,17917,232589,8648,13735,2328,6287,1350,7448,1591,71500,5079,27084,2566,44416,4096,147354,6029,82050,4359,65304,4415,870189,14972,529090,11806,345514,7722,183576,7834,143868,6692,94058,4744,49810,4493,197231,5709,180711,4945,16520,2036,17917,null,null,8648,null,null,2328,null,null,1350,null,null,1591,null,null,5079,null,null,2566,null,null,4096,null,null,6029,null,null,4359,null,null,4415,null,null,14972,null,null,11806,null,null,7722,null,null,7834,null,null,6692,null,null,4744,null,null,4493,null,null,5709,null,null,4945,null,null,2036,null,null,24
1410496,17588,301081,9182,12156,2100,6059,1245,6097,1450,85379,5170,36884,2795,48495,4073,203546,7699,121712,4519,81834,5153,1109415,18157,618243,15253,393086,10353,225157,8892,227510,7440,148497,5571,79013,4981,263662,6515,239499,5998,24163,2513,17588,null,null,9182,null,null,2100,null,null,1245,null,null,1450,null,null,5170,null,null,2795,null,null,4073,null,null,7699,null,null,4519,null,null,5153,null,null,18157,null,null,15253,null,null,10353,null,null,8892,null,null,7440,null,null,5571,null,null,4981,null,null,6515,null,null,5998,null,null,2513,null,null,25
2006304,19857,557670,12858,27356,2478,14840,2109,12516,1566,202746,7556,80353,4306,122393,6159,327568,9927,195989,5978,131579,6191,1448634,15979,725935,13837,510805,9177,215130,7702,267412,7261,187465,6268,79947,4404,455287,8006,418106,7788,37181,2632,19857,null,null,12858,null,null,2478,null,null,2109,null,null,1566,null,null,7556,null,null,4306,null,null,6159,null,null,9927,null,null,5978,null,null,6191,null,null,15979,null,null,13837,null,null,9177,null,null,7702,null,null,7261,null,null,6268,null,null,4404,null,null,8006,null,null,7788,null,null,2632,null,null,26
1141776,15431,239179,7103,16348,1953,7777,992,8571,1667,99553,4910,40426,2777,59127,3886,123278,4598,77147,3494,46131,3007,902597,13884,500158,10545,335172,6768,164986,6668,187018,6298,122738,3897,64280,3977,215421,5898,198361,5542,17060,1697,15431,null,null,7103,null,null,1953,null,null,992,null,null,1667,null,null,4910,null,null,2777,null,null,3886,null,null,4598,null,null,3494,null,null,3007,null,null,13884,null,null,10545,null,null,6768,null,null,6668,null,null,6298,null,null,3897,null,null,3977,null,null,5898,null,null,5542,null,null,1697,null,null,27
