C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,C17025_001M,C17025_001EA,C17025_001MA,C17025_002M,C17025_002EA,C17025_002MA,C17025_003M,C17025_003EA,C17025_003MA,C17025_004M,C17025_004EA,C17025_004MA,C17025_005M,C17025_005EA,C17025_005MA,C17025_006M,C17025_006EA,C17025_006MA,C17025_007M,C17025_007EA,C17025_007MA,C17025_008M,C17025_008EA,C17025_008MA,C17025_009M,C17025_009EA,C17025_009MA,C17025_010M,C17025_010EA,C17025_010MA,C17025_011M,C17025_011EA,C17025_011MA,state
1295971,1363,161749,10063,152575,9384,9174,2292,3908,1309,5266,2049,1134222,10123,1094317,9809,39905,3583,23763,2393,16142,2727,1363,null,null,10063,null,null,9384,null,null,2292,null,null,1309,null,null,2049,null,null,10123,null,null,9809,null,null,3583,null,null,2393,null,null,2727,null,null,23
5875026,3123,567715,17097,481489,15241,86226,6702,30347,3203,55879,5375,5307311,17951,4481636,23119,825675,17093,434368,12530,391307,13378,3123,null,null,17097,null,null,15241,null,null,6702,null,null,3203,null,null,5375,null,null,17951,null,null,23119,null,null,17093,null,null,12530,null,null,13378,null,null,24
6574249,2698,686597,20435,529622,15684,156975,11912,56284,5102,100691,9553,5887652,20072,4948055,21554,939597,16198,527032,13322,412565,14751,2698,null,null,20435,null,null,15684,null,null,11912,null,null,5102,null,null,9553,null,null,20072,null,null,21554,null,null,16198,null,null,13322,null,null,14751,null,null,25
9702321,3906,1451936,23392,1327021,21869,124915,8339,47706,4169,77209,6901,8250385,24111,7725120,25597,525265,12333,293022,8141,232243,9704,3906,null,null,23392,null,null,21869,null,null,8339,null,null,4169,null,null,6901,null,null,24111,null,null,25597,null,null,12333,null,null,8141,null,null,9704,null,null,26
5396363,2285,533276,15913,454471,13680,78805,6103,29670,3399,49135,5137,4863087,15643,4496572,15696,366515,10810,197609,7986,168906,7269,2285,null,null,15913,null,null,13680,null,null,6103,null,null,3399,null,null,5137,null,null,15643,null,null,15696,null,null,10810,null,null,7986,null,null,7269,null,null,27
2892894,2014,602768,21320,592053,21078,10715,2249,2669,993,8046,2008,2290126,21685,2245931,20877,44195,4042,20504,2556,23691,3365,2014,null,null,21320,null,null,21078,null,null,2249,null,null,993,null,null,2008,null,null,21685,null,null,20877,null,null,4042,null,null,2556,null,null,3365,null,null,28
5911040,3431,826954,22623,780654,21519,46300,5386,14678,2498,31622,4211,5084086,23216,4887662,25003,196424,8487,101456,5879,94968,6490,3431,null,null,22623,null,null,21519,null,null,5386,null,null,2498,null,null,4211,null,null,23216,null,null,25003,null,null,8487,null,null,5879,null,null,6490,null,null,29
1018105,1144,135638,7800,131940,7813,3698,1119,842,494,2856,954,882467,7756,864981,7488,17486,2226,10524,1779,6962,1481,1144,null,null,7800,null,null,7813,null,null,1119,null,null,494,null,null,954,null,null,7756,null,null,7488,null,null,2226,null,null,1779,null,null,1481,null,null,30
1851069,1911,211453,10293,182727,8046,28726,4762,3922,908,24804,4652,1639616,10559,1536873,9754,102743,5932,40156,3944,62587,5244,1911,null,null,10293,null,null,8046,null,null,4762,null,null,908,null,null,4652,null,null,10559,null,null,9754,null,null,5932,null,null,3944,null,null,5244,null,null,31
2896888,3250,399420,18626,315827,15689,83593,7300,22917,3364,60676,6560,2497468,18389,1997146,16341,500322,12288,254767,9470,245555,10053,3250,null,null,18626,null,null,15689,null,null,7300,null,null,3364,null,null,6560,null,null,18389,null,null,16341,null,null,12288,null,null,9470,null,null,10053,null,null,32
1292255,1106,94289,7685,87188,7025,7101,2089,2781,1199,4320,1496,1197966,7678,1130888,8366,67078,4102,36958,3030,30120,3871,1106,null,null,7685,null,null,7025,null,null,2089,null,null,1199,null,null,1496,null,null,7678,null,null,8366,null,null,4102,null,null,3030,null,null,3871,null,null,33
8769487,3021,915913,28791,668524,22261,247389,11885,93018,5981,154371,9502,7853574,29337,6101060,29045,1752514,21791,1002895,14903,749619,20588,3021,null,null,28791,null,null,22261,null,null,11885,null,null,5981,null,null,9502,null,null,29337,null,null,29045,null,null,21791,null,null,14903,null,null,20588,null,null,34
2039449,1699,404463,15353,361997,14041,42466,4609,12015,1931,30451,4203,1634986,15489,1482568,17233,152418,8520,66191,3720,86227,7011,1699,null,null,15353,null,null,14041,null,null,4609,null,null,1931,null,null,4203,null,null,15489,null,null,17233,null,null,8520,null,null,3720,null,null,7011,null,null,35
19230198,5205,2832824,38578,2069227,29818,763597,21130,319974,10300,443623,16681,16397374,39162,12682087,42842,3715287,34946,2173114,24175,1542173,28735,5205,null,null,38578,null,null,29818,null,null,21130,null,null,10300,null,null,16681,null,null,39162,null,null,42842,null,null,34946,null,null,24175,null,null,28735,null,null,36
9886033,3818,1521880,32197,1372777,28876,149103,9265,36060,3680,113043,8481,8364153,32628,7732762,29868,631391,15197,274433,9864,356958,10952,3818,null,null,32197,null,null,28876,null,null,9265,null,null,3680,null,null,8481,null,null,32628,null,null,29868,null,null,15197,null,null,9864,null,null,10952,null,null,37
731759,1407,78464,6184,73045,5672,5419,2016,1988,1297,3431,1536,653295,6249,634578,6029,18717,2348,8064,1510,10653,2181,1407,null,null,6184,null,null,5672,null,null,2016,null,null,1297,null,null,1536,null,null,6249,null,null,6029,null,null,2348,null,null,1510,null,null,2181,null,null,38
11287401,5000,1645382,32693,1551165,30263,94217,8721,33907,5014,60310,6726,9642019,32337,9233479,34319,408540,12719,232695,8325,175845,9094,5000,null,null,32693,null,null,30263,null,null,8721,null,null,5014,null,null,6726,null,null,32337,null,null,34319,null,null,12719,null,null,8325,null,null,9094,null,null,39
3809431,1956,620377,15205,573838,14359,46539,4188,7769,1600,38770,3840,3189054,15386,3013373,16146,175681,5884,69108,4109,106573,5220,1956,null,null,15205,null,null,14359,null,null,4188,null,null,1600,null,null,3840,null,null,15386,null,null,16146,null,null,5884,null,null,4109,null,null,5220,null,null,40
4016520,2426,536146,18071,467748,14333,68398,7050,16100,2458,52298,6765,3480374,18038,3158039,17904,322335,10900,157842,8202,164493,8026,2426,null,null,18071,null,null,14333,null,null,7050,null,null,2458,null,null,6765,null,null,18038,null,null,17904,null,null,10900,null,null,8202,null,null,8026,null,null,41
12368256,3787,1592045,30765,1445551,29459,146494,9269,54578,4582,91916,8385,10776211,31313,10072137,35850,704074,17405,393824,11009,310250,12100,3787,null,null,30765,null,null,29459,null,null,9269,null,null,4582,null,null,8385,null,null,31313,null,null,35850,null,null,17405,null,null,11009,null,null,12100,null,null,42
1015892,798,129932,9143,106361,8287,23571,3871,9918,1987,13653,3022,885960,9192,764117,10702,121843,6517,70224,4704,51619,5424,798,null,null,9143,null,null,8287,null,null,3871,null,null,1987,null,null,3022,null,null,9192,null,null,10702,null,null,6517,null,null,4704,null,null,5424,null,null,44
4820419,2587,735960,23271,694422,23076,41538,5095,7052,1564,34486,4985,4084459,23449,3894446,24876,190013,8454,85636,5117,104377,7550,2587,null,null,23271,null,null,23076,null,null,5095,null,null,1564,null,null,4985,null,null,23449,null,null,24876,null,null,8454,null,null,5117,null,null,7550,null,null,45
837292,989,110962,6706,104856,6915,6106,1995,1743,651,4363,1811,726330,6712,702743,6620,23587,2349,8748,1863,14839,2191,989,null,null,6706,null,null,6915,null,null,1995,null,null,651,null,null,1811,null,null,6712,null,null,6620,null,null,2349,null,null,1863,null,null,2191,null,null,46
6489032,3408,1023177,25829,959524,25148,63653,5782,14884,2159,48769,5679,5465855,25953,5214152,26043,251703,10364,102246,7002,149457,7782,3408,null,null,25829,null,null,25148,null,null,5782,null,null,2159,null,null,5679,null,null,25953,null,null,26043,null,null,10364,null,null,7002,null,null,7782,null,null,47
27236443,6495,4261337,60018,3343485,44177,917852,27601,199483,10044,718369,24684,22975106,60204,19221757,68073,3753349,38980,1537265,20534,2216084,36383,6495,null,null,60018,null,null,44177,null,null,27601,null,null,10044,null,null,24684,null,null,60204,null,null,68073,null,null,38980,null,null,20534,null,null,36383,null,null,48
3004148,2144,306902,15189,263277,13345,43625,6009,10708,2252,32917,5209,2697246,15464,2492222,16413,205024,8297,82427,5283,122597,7576,2144,null,null,15189,null,null,13345,null,null,6009,null,null,2252,null,null,5209,null,null,15464,null,null,16413,null,null,8297,null,null,5283,null,null,7576,null,null,49
600077,990,71329,5685,68147,5509,3182,1446,2328,1426,854,375,528748,5861,505567,5725,23181,2079,13788,1666,9393,1800,990,null,null,5685,null,null,5509,null,null,1446,null,null,1426,null,null,375,null,null,5861,null,null,5725,null,null,2079,null,null,1666,null,null,1800,null,null,50
8158241,3830,896440,28235,779765,25390,116675,10318,34479,4726,82196,7934,7261801,28216,6361537,30729,900264,14482,490243,12995,410021,12636,3830,null,null,28235,null,null,25390,null,null,10318,null,null,4726,null,null,7934,null,null,28216,null,null,30729,null,null,14482,null,null,12995,null,null,12636,null,null,51
7156306,2413,805691,22400,662833,19409,142858,10504,46154,4417,96704,8873,6350615,22601,5482872,26565,867743,19426,432029,11865,435714,14981,2413,null,null,22400,null,null,19409,null,null,10504,null,null,4417,null,null,8873,null,null,22601,null,null,26565,null,null,19426,null,null,11865,null,null,14981,null,null,53
1779919,1541,319063,13661,313915,13295,5148,1629,1433,896,3715,1417,1460856,13635,1436473,13359,24383,2755,13023,1936,11360,2028,1541,null,null,13661,null,null,13295,null,null,1629,null,null,896,null,null,1417,null,null,13635,null,null,13359,null,null,2755,null,null,1936,null,null,2028,null,null,54
5628565,2951,661565,19715,611065,17541,50500,5376,14544,2579,35956,4322,4967000,20138,4733926,20213,233074,8049,114862,5082,118212,6603,2951,null,null,19715,null,null,17541,null,null,5376,null,null,2579,null,null,4322,null,null,20138,null,null,20213,null,null,8049,null,null,5082,null,null,6603,null,null,55
571169,936,64663,5547,62358,5499,2305,1163,344,342,1961,1122,506506,5836,490291,5939,16215,2453,7019,1527,9196,2063,936,null,null,5547,null,null,5499,null,null,1163,null,null,342,null,null,1122,null,null,5836,null,null,5939,null,null,2453,null,null,1527,null,null,2063,null,null,56
3379483,1634,1469382,26573,1431279,26049,38103,3840,15548,2186,22555,2979,1910101,26450,1857425,26259,52676,4188,30851,2823,21825,3101,1634,null,null,26573,null,null,26049,null,null,3840,null,null,2186,null,null,2979,null,null,26450,null,null,26259,null,null,4188,null,null,2823,null,null,3101,null,null,72
4741329,2442,810231,23417,775329,22482,34902,4642,6957,1359,27945,4513,3931098,23274,3805542,23319,125556,6927,52218,4510,73338,5675,2442,null,null,23417,null,null,22482,null,null,4642,null,null,1359,null,null,4513,null,null,23274,null,null,23319,null,null,6927,null,null,4510,null,null,5675,null,null,01
723968,1193,71566,6534,69123,6388,2443,857,1247,630,1196,568,652402,6366,598717,7370,53685,4320,30597,3345,23088,3634,1193,null,null,6534,null,null,6388,null,null,857,null,null,630,null,null,568,null,null,6366,null,null,7370,null,null,4320,null,null,3345,null,null,3634,null,null,02
6771098,3965,1107464,27786,914360,22849,193104,12052,47598,4270,145506,10259,5663634,27940,4936901,28886,726733,18184,348517,11141,378216,13976,3965,null,null,27786,null,null,22849,null,null,12052,null,null,4270,null,null,10259,null,null,27940,null,null,28886,null,null,18184,null,null,11141,null,null,13976,null,null,04
2898630,2550,499225,17721,473086,17168,26139,3736,4054,1307,22085,3518,2399405,17652,2289686,17509,109719,6013,39903,3915,69816,5160,2550,null,null,17721,null,null,17168,null,null,3736,null,null,1307,null,null,3518,null,null,17652,null,null,17509,null,null,6013,null,null,3915,null,null,5160,null,null,05
38513258,8112,5525524,66544,3839995,50524,1685529,29698,559320,15721,1126209,25533,32987734,67429,24101106,66492,8886628,51539,4773895,36167,4112733,39862,8112,null,null,66544,null,null,50524,null,null,29698,null,null,15721,null,null,25533,null,null,67429,null,null,66492,null,null,51539,null,null,36167,null,null,39862,null,null,06
5420327,2295,598736,17942,517376,16067,81360,6701,19179,2526,62181,6057,4821591,18216,4366115,21825,455476,11914,194864,8155,260612,11512,2295,null,null,17942,null,null,16067,null,null,6701,null,null,2526,null,null,6057,null,null,18216,null,null,21825,null,null,11914,null,null,8155,null,null,11512,null,null,08
3469514,1932,339128,14645,280816,12496,58312,5918,20009,2823,38303,5191,3130386,14656,2685419,19431,444967,12388,245396,9167,199571,8385,1932,null,null,14645,null,null,12496,null,null,5918,null,null,2823,null,null,5191,null,null,14656,null,null,19431,null,null,12388,null,null,9167,null,null,8385,null,null,09
926864,1051,108211,8223,96841,7940,11370,2269,3089,1486,8281,1802,818653,8285,741634,9652,77019,5564,40562,4163,36457,3665,1051,null,null,8223,null,null,7940,null,null,2269,null,null,1486,null,null,1802,null,null,8285,null,null,9652,null,null,5564,null,null,4163,null,null,3665,null,null,10
647654,966,120308,9084,106918,8672,13390,2610,3581,959,9809,2281,527346,9021,452978,9903,74368,5027,35898,3355,38470,4222,966,null,null,9084,null,null,8672,null,null,2610,null,null,959,null,null,2281,null,null,9021,null,null,9903,null,null,5027,null,null,3355,null,null,4222,null,null,11
