B25102_001E,B25102_001M,B25102_002E,B25102_002M,B25102_003E,B25102_003M,B25102_004E,B25102_004M,B25102_005E,B25102_005M,B25102_006E,B25102_006M,B25102_007E,B25102_007M,B25102_008E,B25102_008M,B25102_009E,B25102_009M,B25102_010E,B25102_010M,B25102_011E,B25102_011M,B25102_012E,B25102_012M,B25102_013E,B25102_013M,B25102_014E,B25102_014M,B25102_015E,B25102_015M,B25102_001M,B25102_001EA,B25102_001MA,B25102_002M,B25102_002EA,B25102_002MA,B25102_003M,B25102_003EA,B25102_003MA,B25102_004M,B25102_004EA,B25102_004MA,B25102_005M,B25102_005EA,B25102_005MA,B25102_006M,B25102_006EA,B25102_006MA,B25102_007M,B25102_007EA,B25102_007MA,B25102_008M,B25102_008EA,B25102_008MA,B25102_009M,B25102_009EA,B25102_009MA,B25102_010M,B25102_010EA,B25102_010MA,B25102_011M,B25102_011EA,B25102_011MA,B25102_012M,B25102_012EA,B25102_012MA,B25102_013M,B25102_013EA,B25102_013MA,B25102_014M,B25102_014EA,B25102_014MA,B25102_015M,B25102_015EA,B25102_015MA,state
4857125,26450,2773911,24056,402571,9614,637580,12780,353973,8280,505355,11550,809085,11351,65347,4019,2083214,20877,503478,13049,443277,9494,196940,7472,296289,8854,470781,10549,172449,6168,26450,null,null,24056,null,null,9614,null,null,12780,null,null,8280,null,null,11550,null,null,11351,null,null,4019,null,null,20877,null,null,13049,null,null,9494,null,null,7472,null,null,8854,null,null,10549,null,null,6168,null,null,12
2268606,20528,1475331,16819,255192,7325,373852,10644,211682,6434,269758,8242,338140,8274,26707,2457,793275,12274,297837,6889,177159,6100,80378,4181,87413,4303,105334,4628,45154,3336,20528,null,null,16819,null,null,7325,null,null,10644,null,null,6434,null,null,8242,null,null,8274,null,null,2457,null,null,12274,null,null,6889,null,null,6100,null,null,4181,null,null,4303,null,null,4628,null,null,3336,null,null,13
260626,4898,171834,4886,34792,2929,39538,3062,22933,2123,34811,2487,30749,2598,9011,1264,88792,3432,23471,2006,18521,1803,10453,1378,18538,1862,14679,1494,3130,606,4898,null,null,4886,null,null,2929,null,null,3062,null,null,2123,null,null,2487,null,null,2598,null,null,1264,null,null,3432,null,null,2006,null,null,1803,null,null,1378,null,null,1862,null,null,1494,null,null,606,null,null,15
418217,6970,269728,6096,39354,2588,104311,4639,46969,3066,37642,3186,37692,3340,3760,888,148489,4829,35093,2394,46402,3302,18866,2140,21610,2727,17623,2205,8895,1674,6970,null,null,6096,null,null,2588,null,null,4639,null,null,3066,null,null,3186,null,null,3340,null,null,888,null,null,4829,null,null,2394,null,null,3302,null,null,2140,null,null,2727,null,null,2205,null,null,1674,null,null,16
3146858,18286,2013765,17881,74701,2990,147403,5013,122534,5900,246246,7498,1402861,13863,20020,2217,1133093,13337,131856,4449,113256,4052,80361,4116,148083,5218,613595,11001,45942,2420,18286,null,null,17881,null,null,2990,null,null,5013,null,null,5900,null,null,7498,null,null,13863,null,null,2217,null,null,13337,null,null,4449,null,null,4052,null,null,4116,null,null,5218,null,null,11001,null,null,2420,null,null,17
1731421,12509,1134794,12254,341230,7001,348774,9085,155185,5861,142637,6264,123268,4244,23700,2415,596627,8299,241929,6347,155324,4774,65243,3449,58353,3513,51840,2843,23938,2341,12509,null,null,12254,null,null,7001,null,null,9085,null,null,5861,null,null,6264,null,null,4244,null,null,2415,null,null,8299,null,null,6347,null,null,4774,null,null,3449,null,null,3513,null,null,2843,null,null,2341,null,null,18
881435,7975,534153,6991,41169,2381,108211,3721,68555,3530,119701,4376,189742,5016,6775,993,347282,6064,59613,3288,69743,3118,45252,2324,72797,2669,90728,3637,9149,1532,7975,null,null,6991,null,null,2381,null,null,3721,null,null,3530,null,null,4376,null,null,5016,null,null,993,null,null,6064,null,null,3288,null,null,3118,null,null,2324,null,null,2669,null,null,3637,null,null,1532,null,null,19
729392,8711,436010,8186,32784,2302,98341,4522,63222,3425,106532,3991,129646,4321,5485,986,293382,6586,55060,2844,65454,3211,43717,2304,64047,2983,58111,2703,6993,1177,8711,null,null,8186,null,null,2302,null,null,4522,null,null,3425,null,null,3991,null,null,4321,null,null,986,null,null,6586,null,null,2844,null,null,3211,null,null,2304,null,null,2983,null,null,2703,null,null,1177,null,null,20
1148175,11051,674045,9323,162326,5390,221968,6401,101028,4315,95227,4305,75844,3328,17652,2015,474130,8104,203127,6143,114312,5306,38836,2534,39094,2938,28620,2260,50141,3488,11051,null,null,9323,null,null,5390,null,null,6401,null,null,4315,null,null,4305,null,null,3328,null,null,2015,null,null,8104,null,null,6143,null,null,5306,null,null,2534,null,null,2938,null,null,2260,null,null,3488,null,null,21
1105710,12317,579291,10107,182942,6963,122185,5477,51030,3604,56253,4047,62366,3382,104515,4803,526419,9930,209009,6909,63190,4336,22494,2365,26063,2261,26411,2225,179252,5656,12317,null,null,10107,null,null,6963,null,null,5477,null,null,3604,null,null,4047,null,null,3382,null,null,4803,null,null,9930,null,null,6909,null,null,4336,null,null,2365,null,null,2261,null,null,2225,null,null,5656,null,null,22
