B10054_001E,B10054_001M,B10054_002E,B10054_002M,B10054_003E,B10054_003M,B10054_004E,B10054_004M,B10054_005E,B10054_005M,B10054_006E,B10054_006M,B10054_007E,B10054_007M,B10054_008E,B10054_008M,B10054_009E,B10054_009M,B10054_010E,B10054_010M,B10054_011E,B10054_011M,B10054_012E,B10054_012M,B10054_013E,B10054_013M,B10054_014E,B10054_014M,B10054_015E,B10054_015M,B10054_016E,B10054_016M,B10054_017E,B10054_017M,B10054_001M,B10054_001EA,B10054_001MA,B10054_002M,B10054_002EA,B10054_002MA,B10054_003M,B10054_003EA,B10054_003MA,B10054_004M,B10054_004EA,B10054_004MA,B10054_005M,B10054_005EA,B10054_005MA,B10054_006M,B10054_006EA,B10054_006MA,B10054_007M,B10054_007EA,B10054_007MA,B10054_008M,B10054_008EA,B10054_008MA,B10054_009M,B10054_009EA,B10054_009MA,B10054_010M,B10054_010EA,B10054_010MA,B10054_011M,B10054_011EA,B10054_011MA,B10054_012M,B10054_012EA,B10054_012MA,B10054_013M,B10054_013EA,B10054_013MA,B10054_014M,B10054_014EA,B10054_014MA,B10054_015M,B10054_015EA,B10054_015MA,B10054_016M,B10054_016EA,B10054_016MA,B10054_017M,B10054_017EA,B10054_017MA,state
18529,2342,17329,2289,6658,1503,3480,1030,3178,926,10671,2026,1200,571,600,325,39,44,24,36,15,26,561,323,600,327,98,128,74,121,24,40,502,324,2342,null,null,2289,null,null,1503,null,null,1030,null,null,926,null,null,2026,null,null,571,null,null,325,null,null,44,null,null,36,null,null,26,null,null,323,null,null,327,null,null,128,null,null,121,null,null,40,null,null,324,null,null,23
141930,7371,107684,6191,37949,3882,22385,3193,15564,1822,69735,4499,34246,3750,10550,2377,3394,1455,2511,1192,883,642,7156,1620,23696,2807,4693,1378,2526,948,2167,870,19003,2586,7371,null,null,6191,null,null,3882,null,null,3193,null,null,1822,null,null,4499,null,null,3750,null,null,2377,null,null,1455,null,null,1192,null,null,642,null,null,1620,null,null,2807,null,null,1378,null,null,948,null,null,870,null,null,2586,null,null,24
124446,7121,73397,5172,21000,2815,11400,1974,9600,1812,52397,4111,51049,4570,13231,1921,3378,988,2403,787,975,514,9853,1705,37818,3858,7595,1800,3708,1108,3887,1261,30223,3563,7121,null,null,5172,null,null,2815,null,null,1974,null,null,1812,null,null,4111,null,null,4570,null,null,1921,null,null,988,null,null,787,null,null,514,null,null,1705,null,null,3858,null,null,1800,null,null,1108,null,null,1261,null,null,3563,null,null,25
173370,8189,146229,7396,57782,3817,34066,2899,23716,2425,88447,5380,27141,2978,7511,1372,2540,732,1460,538,1080,415,4971,1115,19630,2756,3331,988,1691,677,1640,662,16299,2403,8189,null,null,7396,null,null,3817,null,null,2899,null,null,2425,null,null,5380,null,null,2978,null,null,1372,null,null,732,null,null,538,null,null,415,null,null,1115,null,null,2756,null,null,988,null,null,677,null,null,662,null,null,2403,null,null,26
65256,3825,47446,3100,16083,1898,8961,1535,7122,1231,31363,2434,17810,2583,3787,959,1139,450,791,395,348,237,2648,858,14023,2331,2416,840,1540,548,876,547,11607,2176,3825,null,null,3100,null,null,1898,null,null,1535,null,null,1231,null,null,2434,null,null,2583,null,null,959,null,null,450,null,null,395,null,null,237,null,null,858,null,null,2331,null,null,840,null,null,548,null,null,547,null,null,2176,null,null,27
87727,4671,84652,4556,45464,3498,28677,2831,16787,2077,39188,3437,3075,950,2048,801,963,508,899,491,64,109,1085,650,1027,479,156,140,156,140,0,213,871,417,4671,null,null,4556,null,null,3498,null,null,2831,null,null,2077,null,null,3437,null,null,950,null,null,801,null,null,508,null,null,491,null,null,109,null,null,650,null,null,479,null,null,140,null,null,140,null,null,213,null,null,417,null,null,28
116684,6123,107357,5781,55541,4705,33364,3583,22177,3315,51816,3531,9327,1949,3753,1163,1415,620,1166,570,249,219,2338,1009,5574,1433,949,479,596,355,353,287,4625,1360,6123,null,null,5781,null,null,4705,null,null,3583,null,null,3315,null,null,3531,null,null,1949,null,null,1163,null,null,620,null,null,570,null,null,219,null,null,1009,null,null,1433,null,null,479,null,null,355,null,null,287,null,null,1360,null,null,29
14189,1897,12907,1849,6553,1354,3288,943,3265,793,6354,1296,1282,399,1146,375,605,255,383,204,222,119,541,263,136,102,35,43,11,20,24,40,101,94,1897,null,null,1849,null,null,1354,null,null,943,null,null,793,null,null,1296,null,null,399,null,null,375,null,null,255,null,null,204,null,null,119,null,null,263,null,null,102,null,null,43,null,null,20,null,null,40,null,null,94,null,null,30
26799,2725,19952,2150,7770,1450,4564,1273,3206,756,12182,1552,6847,1499,1610,870,426,505,61,81,365,499,1184,693,5237,1284,736,369,558,341,178,121,4501,1393,2725,null,null,2150,null,null,1450,null,null,1273,null,null,756,null,null,1552,null,null,1499,null,null,870,null,null,505,null,null,81,null,null,499,null,null,693,null,null,1284,null,null,369,null,null,341,null,null,121,null,null,1393,null,null,31
67783,5396,37398,3939,16156,2670,8029,1740,8127,1874,21242,2616,30385,3672,9717,2681,2316,897,1902,852,414,265,7401,2475,20668,2619,5419,1358,3177,998,2242,1012,15249,2316,5396,null,null,3939,null,null,2670,null,null,1740,null,null,1874,null,null,2616,null,null,3672,null,null,2681,null,null,897,null,null,852,null,null,265,null,null,2475,null,null,2619,null,null,1358,null,null,998,null,null,1012,null,null,2316,null,null,32
22686,2933,19887,2767,7268,1613,4739,1346,2529,986,12619,2129,2799,989,1046,653,271,355,0,187,271,355,775,534,1753,791,444,439,285,346,159,248,1309,682,2933,null,null,2767,null,null,1613,null,null,1346,null,null,986,null,null,2129,null,null,989,null,null,653,null,null,355,null,null,187,null,null,355,null,null,534,null,null,791,null,null,439,null,null,346,null,null,248,null,null,682,null,null,33
190847,8276,96509,6043,29244,3506,15543,2595,13701,2400,67265,4527,94338,5509,25347,3112,4437,1175,2766,940,1671,710,20910,2768,68991,4971,12053,2050,5657,1383,6396,1402,56938,4286,8276,null,null,6043,null,null,3506,null,null,2595,null,null,2400,null,null,4527,null,null,5509,null,null,3112,null,null,1175,null,null,940,null,null,710,null,null,2768,null,null,4971,null,null,2050,null,null,1383,null,null,1402,null,null,4286,null,null,34
55849,4742,23341,2605,8961,1733,5286,1448,3675,1075,14380,1996,32508,3525,20430,2652,9562,1985,5585,1648,3977,1109,10868,1769,12078,2173,4958,1486,3224,1266,1734,760,7120,1604,4742,null,null,2605,null,null,1733,null,null,1448,null,null,1075,null,null,1996,null,null,3525,null,null,2652,null,null,1985,null,null,1648,null,null,1109,null,null,1769,null,null,2173,null,null,1486,null,null,1266,null,null,760,null,null,1604,null,null,35
454703,13176,228105,8943,74494,5193,40233,3793,34261,2937,153611,6308,226598,9365,55289,4398,14786,2235,7736,1652,7050,1533,40503,3720,171309,9163,34963,3787,17539,2644,17424,2493,136346,8553,13176,null,null,8943,null,null,5193,null,null,3793,null,null,2937,null,null,6308,null,null,9365,null,null,4398,null,null,2235,null,null,1652,null,null,1533,null,null,3720,null,null,9163,null,null,3787,null,null,2644,null,null,2493,null,null,8553,null,null,36
213951,9814,183734,8337,82742,6293,50153,5021,32589,3133,100992,6112,30217,4168,6575,1855,3053,1141,2047,872,1006,549,3522,1113,23642,3633,5793,1597,4899,1641,894,415,17849,3281,9814,null,null,8337,null,null,6293,null,null,5021,null,null,3133,null,null,6112,null,null,4168,null,null,1855,null,null,1141,null,null,872,null,null,549,null,null,1113,null,null,3633,null,null,1597,null,null,1641,null,null,415,null,null,3281,null,null,37
6265,1345,5738,1285,3106,1007,2089,778,1017,461,2632,748,527,252,297,188,149,104,64,68,85,64,148,142,230,157,37,49,24,42,13,23,193,146,1345,null,null,1285,null,null,1007,null,null,778,null,null,461,null,null,748,null,null,252,null,null,188,null,null,104,null,null,68,null,null,64,null,null,142,null,null,157,null,null,49,null,null,42,null,null,23,null,null,146,null,null,38
212993,7523,191504,7039,87758,5412,52808,3943,34950,3367,103746,4774,21489,2883,6685,1663,1553,605,1027,487,526,280,5132,1526,14804,2402,2133,845,1259,581,874,571,12671,2490,7523,null,null,7039,null,null,5412,null,null,3943,null,null,3367,null,null,4774,null,null,2883,null,null,1663,null,null,605,null,null,487,null,null,280,null,null,1526,null,null,2402,null,null,845,null,null,581,null,null,571,null,null,2490,null,null,39
88443,4496,77514,4233,42128,2892,24461,2129,17667,1835,35386,2682,10929,1892,3361,958,1959,788,1122,523,837,438,1402,451,7568,1529,2280,961,1975,929,305,212,5288,1088,4496,null,null,4233,null,null,2892,null,null,2129,null,null,1835,null,null,2682,null,null,1892,null,null,958,null,null,788,null,null,523,null,null,438,null,null,451,null,null,1529,null,null,961,null,null,929,null,null,212,null,null,1088,null,null,40
71533,5377,55082,4948,18080,2599,8555,1520,9525,2152,37002,3720,16451,2318,4012,1167,1548,707,1095,620,453,307,2464,851,12439,2182,1373,644,790,562,583,397,11066,2149,5377,null,null,4948,null,null,2599,null,null,1520,null,null,2152,null,null,3720,null,null,2318,null,null,1167,null,null,707,null,null,620,null,null,307,null,null,851,null,null,2182,null,null,644,null,null,562,null,null,397,null,null,2149,null,null,41
239124,9134,193343,8375,70724,4497,42479,3864,28245,2287,122619,6573,45781,3783,14195,2320,4763,1430,3585,1313,1178,591,9432,1854,31586,3422,6397,1588,3927,1193,2470,891,25189,3069,9134,null,null,8375,null,null,4497,null,null,3864,null,null,2287,null,null,6573,null,null,3783,null,null,2320,null,null,1430,null,null,1313,null,null,591,null,null,1854,null,null,3422,null,null,1588,null,null,1193,null,null,891,null,null,3069,null,null,42
20917,2474,13724,2119,5065,1514,2632,1027,2433,1046,8659,1399,7193,1430,2216,719,813,473,515,364,298,236,1403,564,4977,1224,1187,738,833,644,354,359,3790,1057,2474,null,null,2119,null,null,1514,null,null,1027,null,null,1046,null,null,1399,null,null,1430,null,null,719,null,null,473,null,null,364,null,null,236,null,null,564,null,null,1224,null,null,738,null,null,644,null,null,359,null,null,1057,null,null,44
119799,7240,111153,6906,49059,4223,26907,3185,22152,2184,62094,5569,8646,2012,3252,887,1106,489,480,424,626,338,2146,798,5394,1627,964,694,66,85,898,692,4430,1582,7240,null,null,6906,null,null,4223,null,null,3185,null,null,2184,null,null,5569,null,null,2012,null,null,887,null,null,489,null,null,424,null,null,338,null,null,798,null,null,1627,null,null,694,null,null,85,null,null,692,null,null,1582,null,null,45
10955,1345,8302,1230,4047,809,2402,654,1645,509,4255,974,2653,730,1845,566,999,366,530,251,469,236,846,458,808,419,219,211,108,173,111,113,589,361,1345,null,null,1230,null,null,809,null,null,654,null,null,509,null,null,974,null,null,730,null,null,566,null,null,366,null,null,251,null,null,236,null,null,458,null,null,419,null,null,211,null,null,173,null,null,113,null,null,361,null,null,46
153183,7542,141762,7304,68104,5152,38637,3605,29467,3356,73658,4865,11421,2362,4437,1378,1776,897,1541,872,235,181,2661,1176,6984,1725,1643,918,1443,833,200,176,5341,1320,7542,null,null,7304,null,null,5152,null,null,3605,null,null,3356,null,null,4865,null,null,2362,null,null,1378,null,null,897,null,null,872,null,null,181,null,null,1176,null,null,1725,null,null,918,null,null,833,null,null,176,null,null,1320,null,null,47
769671,18881,352600,14085,158423,8147,95719,6539,62704,4773,194177,11168,417071,14046,149303,8467,57125,5328,37851,4388,19274,2482,92178,6211,267768,11791,71955,5822,48751,4911,23204,3292,195813,10445,18881,null,null,14085,null,null,8147,null,null,6539,null,null,4773,null,null,11168,null,null,14046,null,null,8467,null,null,5328,null,null,4388,null,null,2482,null,null,6211,null,null,11791,null,null,5822,null,null,4911,null,null,3292,null,null,10445,null,null,48
63379,4578,49749,4200,16362,2596,8540,1952,7822,1732,33387,3184,13630,2195,3995,966,1804,668,1236,608,568,343,2191,721,9635,2077,1087,613,679,478,408,337,8548,2010,4578,null,null,4200,null,null,2596,null,null,1952,null,null,1732,null,null,3184,null,null,2195,null,null,966,null,null,668,null,null,608,null,null,343,null,null,721,null,null,2077,null,null,613,null,null,478,null,null,337,null,null,2010,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
199195,9109,148496,7111,64977,5379,36074,3693,28903,3248,83519,5041,50699,4837,12547,2061,2280,704,1003,542,1277,602,10267,1970,38152,4309,5207,1447,2737,1026,2470,919,32945,3911,9109,null,null,7111,null,null,5379,null,null,3693,null,null,3248,null,null,5041,null,null,4837,null,null,2061,null,null,704,null,null,542,null,null,602,null,null,1970,null,null,4309,null,null,1447,null,null,1026,null,null,919,null,null,3911,null,null,51
130582,6534,86197,5492,34414,3376,18708,2512,15706,2219,51783,4008,44385,4329,10986,2105,2527,937,1579,626,948,590,8459,1890,33399,3803,6305,1586,3983,1338,2322,826,27094,3336,6534,null,null,5492,null,null,3376,null,null,2512,null,null,2219,null,null,4008,null,null,4329,null,null,2105,null,null,937,null,null,626,null,null,590,null,null,1890,null,null,3803,null,null,1586,null,null,1338,null,null,826,null,null,3336,null,null,53
46480,4542,44775,4439,24003,3163,14035,2307,9968,2021,20772,3252,1705,653,790,460,406,341,243,256,163,214,384,251,915,543,76,132,0,193,76,132,839,538,4542,null,null,4439,null,null,3163,null,null,2307,null,null,2021,null,null,3252,null,null,653,null,null,460,null,null,341,null,null,256,null,null,214,null,null,251,null,null,543,null,null,132,null,null,193,null,null,132,null,null,538,null,null,54
71144,4645,59027,4047,21460,2467,14218,2091,7242,1338,37567,3094,12117,2275,3150,974,1172,497,1028,471,144,152,1978,925,8967,1996,1483,603,1011,483,472,397,7484,1849,4645,null,null,4047,null,null,2467,null,null,2091,null,null,1338,null,null,3094,null,null,2275,null,null,974,null,null,497,null,null,471,null,null,152,null,null,925,null,null,1996,null,null,603,null,null,483,null,null,397,null,null,1849,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
96568,5605,6323,1289,2788,845,885,374,1903,660,3535,915,90245,5356,11500,1987,4126,1001,2751,860,1375,551,7374,1790,78745,5011,32179,3171,15854,2316,16325,2411,46566,4192,5605,null,null,1289,null,null,845,null,null,374,null,null,660,null,null,915,null,null,5356,null,null,1987,null,null,1001,null,null,860,null,null,551,null,null,1790,null,null,5011,null,null,3171,null,null,2316,null,null,2411,null,null,4192,null,null,72
118640,6024,111585,5731,58378,4261,37304,3975,21074,1959,53207,3885,7055,1514,2592,883,823,406,646,340,177,174,1769,811,4463,1243,689,412,536,343,153,146,3774,1264,6024,null,null,5731,null,null,4261,null,null,3975,null,null,1959,null,null,3885,null,null,1514,null,null,883,null,null,406,null,null,340,null,null,174,null,null,811,null,null,1243,null,null,412,null,null,343,null,null,146,null,null,1264,null,null,01
16460,2221,10958,2014,4305,1383,2519,1123,1786,688,6653,1661,5502,917,3203,552,1820,306,1041,224,779,186,1383,424,2299,783,749,298,326,220,423,199,1550,668,2221,null,null,2014,null,null,1383,null,null,1123,null,null,688,null,null,1661,null,null,917,null,null,552,null,null,306,null,null,224,null,null,186,null,null,424,null,null,783,null,null,298,null,null,220,null,null,199,null,null,668,null,null,02
183388,9606,91553,6456,39420,4301,22738,2670,16682,2664,52133,4046,91835,6490,38024,4026,17736,2890,10486,2074,7250,1761,20288,2421,53811,5335,16714,3055,11215,2566,5499,1350,37097,4315,9606,null,null,6456,null,null,4301,null,null,2670,null,null,2664,null,null,4046,null,null,6490,null,null,4026,null,null,2890,null,null,2074,null,null,1761,null,null,2421,null,null,5335,null,null,3055,null,null,2566,null,null,1350,null,null,4315,null,null,04
77179,4993,70545,4458,40223,3254,25356,2865,14867,1784,30322,2983,6634,1973,1702,924,814,527,696,519,118,96,888,680,4932,1773,1489,904,1117,779,372,359,3443,1389,4993,null,null,4458,null,null,3254,null,null,2865,null,null,1784,null,null,2983,null,null,1973,null,null,924,null,null,527,null,null,519,null,null,96,null,null,680,null,null,1773,null,null,904,null,null,779,null,null,359,null,null,1389,null,null,05
1151350,20984,371806,10997,115864,6726,60456,5326,55408,3768,255942,8306,779544,17508,189073,6944,41193,4188,23856,3431,17337,2530,147880,6304,590471,15325,92169,6290,53513,4317,38656,4447,498302,13762,20984,null,null,10997,null,null,6726,null,null,5326,null,null,3768,null,null,8306,null,null,17508,null,null,6944,null,null,4188,null,null,3431,null,null,2530,null,null,6304,null,null,15325,null,null,6290,null,null,4317,null,null,4447,null,null,13762,null,null,06
102873,6500,71142,4974,26602,2970,15045,2326,11557,1707,44540,4097,31731,3664,10929,1734,4672,1095,2806,833,1866,643,6257,1367,20802,3327,4635,1118,3428,991,1207,615,16167,2931,6500,null,null,4974,null,null,2970,null,null,2326,null,null,1707,null,null,4097,null,null,3664,null,null,1734,null,null,1095,null,null,833,null,null,643,null,null,1367,null,null,3327,null,null,1118,null,null,991,null,null,615,null,null,2931,null,null,08
58683,4331,37330,3682,11981,2385,7187,1850,4794,1323,25349,2711,21353,2672,8024,1659,2283,877,1794,829,489,283,5741,1413,13329,1886,1780,768,1193,633,587,425,11549,1723,4331,null,null,3682,null,null,2385,null,null,1850,null,null,1323,null,null,2711,null,null,2672,null,null,1659,null,null,877,null,null,829,null,null,283,null,null,1413,null,null,1886,null,null,768,null,null,633,null,null,425,null,null,1723,null,null,09
21940,3196,16915,2498,6708,1795,3719,1240,2989,1288,10207,1843,5025,1818,1666,1185,406,381,195,206,211,298,1260,1065,3359,1273,69,111,69,111,0,193,3290,1275,3196,null,null,2498,null,null,1795,null,null,1240,null,null,1288,null,null,1843,null,null,1818,null,null,1185,null,null,381,null,null,206,null,null,298,null,null,1065,null,null,1273,null,null,111,null,null,111,null,null,193,null,null,1275,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
