B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,B09010_001M,B09010_001EA,B09010_001MA,B09010_002M,B09010_002EA,B09010_002MA,B09010_003M,B09010_003EA,B09010_003MA,B09010_004M,B09010_004EA,B09010_004MA,B09010_005M,B09010_005EA,B09010_005MA,B09010_006M,B09010_006EA,B09010_006MA,B09010_007M,B09010_007EA,B09010_007MA,B09010_008M,B09010_008EA,B09010_008MA,B09010_009M,B09010_009EA,B09010_009MA,B09010_010M,B09010_010EA,B09010_010MA,B09010_011M,B09010_011EA,B09010_011MA,B09010_012M,B09010_012EA,B09010_012MA,B09010_013M,B09010_013EA,B09010_013MA,state
675977,836,186529,10596,185089,10571,80544,7673,24087,5023,80458,8067,1440,704,489448,10596,486632,10553,343146,10556,50899,5880,92587,7665,2816,881,836,null,null,10596,null,null,10571,null,null,7673,null,null,5023,null,null,8067,null,null,704,null,null,10596,null,null,10553,null,null,10556,null,null,5880,null,null,7665,null,null,881,null,null,32
259127,1197,43829,4002,42868,3901,18990,3307,5317,1593,18561,2764,961,755,215298,4106,214056,4215,167167,4893,16953,2761,29936,3647,1242,793,1197,null,null,4002,null,null,3901,null,null,3307,null,null,1593,null,null,2764,null,null,755,null,null,4106,null,null,4215,null,null,4893,null,null,2761,null,null,3647,null,null,793,null,null,33
1979553,1064,403039,14585,400324,14493,165504,10133,36573,5275,198247,11816,2715,1394,1576514,14626,1569779,15149,1212011,16435,97251,6950,260517,11256,6735,1581,1064,null,null,14585,null,null,14493,null,null,10133,null,null,5275,null,null,11816,null,null,1394,null,null,14626,null,null,15149,null,null,16435,null,null,6950,null,null,11256,null,null,1581,null,null,34
487713,1435,187361,9979,185379,10019,81142,8281,16234,3301,88003,9200,1982,885,300352,9645,298063,9718,212220,8348,25204,4333,60639,5898,2289,1014,1435,null,null,9979,null,null,10019,null,null,8281,null,null,3301,null,null,9200,null,null,885,null,null,9645,null,null,9718,null,null,8348,null,null,4333,null,null,5898,null,null,1014,null,null,35
4153616,3269,1124203,20967,1116115,20954,462544,16572,95625,8778,557946,17056,8088,2043,3029413,20845,3011147,21624,2265377,22945,204277,10086,541493,15647,18266,2747,3269,null,null,20967,null,null,20954,null,null,16572,null,null,8778,null,null,17056,null,null,2043,null,null,20845,null,null,21624,null,null,22945,null,null,10086,null,null,15647,null,null,2747,null,null,36
2290861,3774,654440,15959,649748,16041,238306,12984,54206,5837,357236,15107,4692,1250,1636421,15937,1623850,16322,1229425,16933,114275,8473,280150,10543,12571,2765,3774,null,null,15959,null,null,16041,null,null,12984,null,null,5837,null,null,15107,null,null,1250,null,null,15937,null,null,16322,null,null,16933,null,null,8473,null,null,10543,null,null,2765,null,null,37
173849,1274,26120,2625,25773,2737,10098,1956,3996,1537,11679,2117,347,359,147729,2701,145542,2936,117062,3896,12022,2421,16458,2517,2187,1148,1274,null,null,2625,null,null,2737,null,null,1956,null,null,1537,null,null,2117,null,null,359,null,null,2701,null,null,2936,null,null,3896,null,null,2421,null,null,2517,null,null,1148,null,null,38
2604031,2724,724013,16441,713546,16765,232907,12646,79568,7250,401071,14800,10467,2204,1880018,16088,1863568,16231,1406199,19350,148734,9093,308635,11548,16450,2677,2724,null,null,16441,null,null,16765,null,null,12646,null,null,7250,null,null,14800,null,null,2204,null,null,16088,null,null,16231,null,null,19350,null,null,9093,null,null,11548,null,null,2677,null,null,39
959366,1326,275653,11352,273258,11593,107598,7325,31440,3972,134220,7947,2395,983,683713,11328,678053,11449,515362,10449,58975,4591,103716,5719,5660,1510,1326,null,null,11352,null,null,11593,null,null,7325,null,null,3972,null,null,7947,null,null,983,null,null,11328,null,null,11449,null,null,10449,null,null,4591,null,null,5719,null,null,1510,null,null,40
865279,1875,263374,11667,260902,11804,131145,9301,26557,3832,103200,8024,2472,1296,601905,11923,596468,11646,470514,12168,43465,5651,82489,7079,5437,1772,1875,null,null,11667,null,null,11804,null,null,9301,null,null,3832,null,null,8024,null,null,1296,null,null,11923,null,null,11646,null,null,12168,null,null,5651,null,null,7079,null,null,1772,null,null,41
2663922,2228,739110,15530,732955,15539,256126,12384,77742,6466,399087,14065,6155,1462,1924812,15413,1912479,15368,1480261,18179,140718,8534,291500,13547,12333,2199,2228,null,null,15530,null,null,15539,null,null,12384,null,null,6466,null,null,14065,null,null,1462,null,null,15413,null,null,15368,null,null,18179,null,null,8534,null,null,13547,null,null,2199,null,null,42
207806,697,57115,4893,56426,4992,20098,3464,5950,2029,30378,4485,689,596,150691,4871,149624,4990,110163,5122,11308,2489,28153,4088,1067,813,697,null,null,4893,null,null,4992,null,null,3464,null,null,2029,null,null,4485,null,null,596,null,null,4871,null,null,4990,null,null,5122,null,null,2489,null,null,4088,null,null,813,null,null,44
1096675,1612,340903,11465,338413,11409,113993,10482,27206,4355,197214,9825,2490,1217,755772,11358,750989,11259,550545,12696,48086,5351,152358,10332,4783,1551,1612,null,null,11465,null,null,11409,null,null,10482,null,null,4355,null,null,9825,null,null,1217,null,null,11358,null,null,11259,null,null,12696,null,null,5351,null,null,10332,null,null,1551,null,null,45
212742,1362,50258,4247,49928,4263,19668,3045,6042,1753,24218,2954,330,283,162484,4178,161652,4150,126536,4639,13574,2336,21542,2445,832,528,1362,null,null,4247,null,null,4263,null,null,3045,null,null,1753,null,null,2954,null,null,283,null,null,4178,null,null,4150,null,null,4639,null,null,2336,null,null,2445,null,null,528,null,null,46
1500270,3157,459554,14357,454058,14466,177751,11407,42558,5612,233749,11255,5496,1343,1040716,14528,1034767,14838,779069,15593,78394,6290,177304,9927,5949,1601,3157,null,null,14357,null,null,14466,null,null,11407,null,null,5612,null,null,11255,null,null,1343,null,null,14528,null,null,14838,null,null,15593,null,null,6290,null,null,9927,null,null,1601,null,null,47
7275916,3615,2070144,35384,2060099,35044,899216,25071,156288,11092,1004595,25970,10045,2653,5205772,35419,5177885,36079,3889808,43200,357266,17336,930811,27707,27887,6083,3615,null,null,35384,null,null,35044,null,null,25071,null,null,11092,null,null,25970,null,null,2653,null,null,35419,null,null,36079,null,null,43200,null,null,17336,null,null,27707,null,null,6083,null,null,48
918765,1145,128079,7930,126409,8066,70575,6791,14171,4162,41663,4893,1670,1021,790686,8139,787030,8114,678174,11545,37204,5539,71652,6972,3656,1448,1145,null,null,7930,null,null,8066,null,null,6791,null,null,4162,null,null,4893,null,null,1021,null,null,8139,null,null,8114,null,null,11545,null,null,5539,null,null,6972,null,null,1448,null,null,49
118249,1020,27966,3416,27604,3351,8813,1698,4859,1746,13932,2634,362,319,90283,3384,89741,3420,68693,3876,7800,2108,13248,1958,542,340,1020,null,null,3416,null,null,3351,null,null,1698,null,null,1746,null,null,2634,null,null,319,null,null,3384,null,null,3420,null,null,3876,null,null,2108,null,null,1958,null,null,340,null,null,50
1863541,3021,358514,14247,354565,14075,130507,9700,28552,3883,195506,11099,3949,1741,1505027,13955,1491734,14336,1155292,15474,97225,7933,239217,10586,13293,2994,3021,null,null,14247,null,null,14075,null,null,9700,null,null,3883,null,null,11099,null,null,1741,null,null,13955,null,null,14336,null,null,15474,null,null,7933,null,null,10586,null,null,2994,null,null,51
1626757,1903,378352,14452,374698,14605,179366,12612,40101,5407,155231,10678,3654,1191,1248405,14836,1240381,14654,1003896,16829,90808,8404,145677,9436,8024,1581,1903,null,null,14452,null,null,14605,null,null,12612,null,null,5407,null,null,10678,null,null,1191,null,null,14836,null,null,14654,null,null,16829,null,null,8404,null,null,9436,null,null,1581,null,null,53
375537,1808,133198,8293,131741,8274,57454,5411,15053,2736,59234,6093,1457,677,242339,8167,239902,7946,182498,7925,15964,2808,41440,4543,2437,1065,1808,null,null,8293,null,null,8274,null,null,5411,null,null,2736,null,null,6093,null,null,677,null,null,8167,null,null,7946,null,null,7925,null,null,2808,null,null,4543,null,null,1065,null,null,54
1283467,2043,315858,9817,312177,9495,112974,8322,37761,3959,161442,8220,3681,1213,967609,9390,958350,9593,760327,11288,78545,5566,119478,6419,9259,1723,2043,null,null,9817,null,null,9495,null,null,8322,null,null,3959,null,null,8220,null,null,1213,null,null,9390,null,null,9593,null,null,11288,null,null,5566,null,null,6419,null,null,1723,null,null,55
140269,1665,22929,3241,22513,3176,9757,2660,2334,1035,10422,2485,416,472,117340,3212,116648,3390,89942,3511,12653,2349,14053,2487,692,681,1665,null,null,3241,null,null,3176,null,null,2660,null,null,1035,null,null,2485,null,null,472,null,null,3212,null,null,3390,null,null,3511,null,null,2349,null,null,2487,null,null,681,null,null,56
694108,542,359489,10936,357980,10952,96149,7929,42237,5039,219594,11162,1509,1207,334619,10858,333827,10882,203598,9673,32905,3933,97324,7134,792,381,542,null,null,10936,null,null,10952,null,null,7929,null,null,5039,null,null,11162,null,null,1207,null,null,10858,null,null,10882,null,null,9673,null,null,3933,null,null,7134,null,null,381,null,null,72
1097221,3446,339267,13121,336046,13163,109948,8299,29881,4896,196217,10651,3221,1545,757954,13238,753959,13241,569824,10606,46749,5058,137386,8403,3995,1351,3446,null,null,13121,null,null,13163,null,null,8299,null,null,4896,null,null,10651,null,null,1545,null,null,13238,null,null,13241,null,null,10606,null,null,5058,null,null,8403,null,null,1351,null,null,01
186806,595,41582,3901,41447,3895,18988,2554,6945,2109,15514,2590,135,110,145224,3860,144161,3939,109138,4755,11598,2337,23425,3774,1063,622,595,null,null,3901,null,null,3895,null,null,2554,null,null,2109,null,null,2590,null,null,110,null,null,3860,null,null,3939,null,null,4755,null,null,2337,null,null,3774,null,null,622,null,null,02
1628590,1277,488828,16089,484021,16128,202774,12350,50993,6832,230254,11410,4807,1730,1139762,15979,1130646,16126,833991,14654,98130,8622,198525,10789,9116,2140,1277,null,null,16089,null,null,16128,null,null,12350,null,null,6832,null,null,11410,null,null,1730,null,null,15979,null,null,16126,null,null,14654,null,null,8622,null,null,10789,null,null,2140,null,null,04
704647,2280,195068,8923,192408,8928,71350,7853,18646,3533,102412,7668,2660,1229,509579,9225,506185,9084,379528,9997,32760,4165,93897,6059,3394,1261,2280,null,null,8923,null,null,8928,null,null,7853,null,null,3533,null,null,7668,null,null,1229,null,null,9225,null,null,9084,null,null,9997,null,null,4165,null,null,6059,null,null,1261,null,null,05
9073284,2819,2440470,36301,2427177,36333,1165166,30236,257009,14102,1005002,26937,13293,2810,6632814,36483,6595003,36320,5016094,40052,531044,19052,1047865,23615,37811,4449,2819,null,null,36301,null,null,36333,null,null,30236,null,null,14102,null,null,26937,null,null,2810,null,null,36483,null,null,36320,null,null,40052,null,null,19052,null,null,23615,null,null,4449,null,null,06
1257916,1503,231198,9921,227981,9953,110513,7899,23993,3888,93475,7756,3217,1058,1026718,9939,1020763,9799,804194,11979,68583,5429,147986,8570,5955,1333,1503,null,null,9921,null,null,9953,null,null,7899,null,null,3888,null,null,7756,null,null,1058,null,null,9939,null,null,9799,null,null,11979,null,null,5429,null,null,8570,null,null,1333,null,null,08
750763,693,155687,8615,154523,8564,46960,5917,12603,3112,94960,7307,1164,768,595076,8697,592646,8577,456962,9255,36111,3980,99573,6528,2430,781,693,null,null,8615,null,null,8564,null,null,5917,null,null,3112,null,null,7307,null,null,768,null,null,8697,null,null,8577,null,null,9255,null,null,3980,null,null,6528,null,null,781,null,null,09
203603,298,55878,5034,55234,5069,19351,3469,4521,1865,31362,4561,644,628,147725,4988,146501,5099,108019,4922,9894,2341,28588,3419,1224,833,298,null,null,5034,null,null,5069,null,null,3469,null,null,1865,null,null,4561,null,null,628,null,null,4988,null,null,5099,null,null,4922,null,null,2341,null,null,3419,null,null,833,null,null,10
120168,612,48109,4442,48004,4456,6562,2477,2894,1737,38548,4511,105,131,72059,4318,71700,4335,47180,3667,5136,1518,19384,3370,359,264,612,null,null,4442,null,null,4456,null,null,2477,null,null,1737,null,null,4511,null,null,131,null,null,4318,null,null,4335,null,null,3667,null,null,1518,null,null,3370,null,null,264,null,null,11
