B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,B09010_001M,B09010_001EA,B09010_001MA,B09010_002M,B09010_002EA,B09010_002MA,B09010_003M,B09010_003EA,B09010_003MA,B09010_004M,B09010_004EA,B09010_004MA,B09010_005M,B09010_005EA,B09010_005MA,B09010_006M,B09010_006EA,B09010_006MA,B09010_007M,B09010_007EA,B09010_007MA,B09010_008M,B09010_008EA,B09010_008MA,B09010_009M,B09010_009EA,B09010_009MA,B09010_010M,B09010_010EA,B09010_010MA,B09010_011M,B09010_011EA,B09010_011MA,B09010_012M,B09010_012EA,B09010_012MA,B09010_013M,B09010_013EA,B09010_013MA,state
4133530,4293,1316746,27015,1305017,27129,512307,22131,129029,10724,663681,19929,11729,3134,2816784,27187,2796466,26878,2019962,25184,220058,11300,556446,17155,20318,3966,4293,null,null,27015,null,null,27129,null,null,22131,null,null,10724,null,null,19929,null,null,3134,null,null,27187,null,null,26878,null,null,25184,null,null,11300,null,null,17155,null,null,3966,null,null,12
2505372,3168,762144,21336,753433,20805,268023,14430,68268,8580,417142,18151,8711,2804,1743228,20874,1733215,20472,1282015,19691,114990,8665,336210,14498,10013,2135,3168,null,null,21336,null,null,20805,null,null,14430,null,null,8580,null,null,18151,null,null,2804,null,null,20874,null,null,20472,null,null,19691,null,null,8665,null,null,14498,null,null,2135,null,null,13
306859,839,81679,6210,81585,6236,41294,4998,12677,3149,27614,3716,94,121,225180,6180,223328,5954,175361,6716,16709,3128,31258,3962,1852,1061,839,null,null,6210,null,null,6236,null,null,4998,null,null,3149,null,null,3716,null,null,121,null,null,6180,null,null,5954,null,null,6716,null,null,3128,null,null,3962,null,null,1061,null,null,15
435239,1362,107282,8811,105991,8651,52746,5308,11645,2414,41600,6448,1291,958,327957,9008,326668,9102,270328,9250,21985,4319,34355,4436,1289,779,1362,null,null,8811,null,null,8651,null,null,5308,null,null,2414,null,null,6448,null,null,958,null,null,9008,null,null,9102,null,null,9250,null,null,4319,null,null,4436,null,null,779,null,null,16
2918089,2744,763694,18727,758348,18562,290068,14155,73536,7016,394744,14614,5346,1363,2154395,18942,2140799,19351,1659036,22315,147761,9949,334002,13688,13596,2540,2744,null,null,18727,null,null,18562,null,null,14155,null,null,7016,null,null,14614,null,null,1363,null,null,18942,null,null,19351,null,null,22315,null,null,9949,null,null,13688,null,null,2540,null,null,17
1571675,3373,392103,14051,386770,13839,146170,10207,36728,5988,203872,11006,5333,1537,1179572,14422,1170031,14372,887191,12902,92099,6049,190741,11364,9541,2004,3373,null,null,14051,null,null,13839,null,null,10207,null,null,5988,null,null,11006,null,null,1537,null,null,14422,null,null,14372,null,null,12902,null,null,6049,null,null,11364,null,null,2004,null,null,18
724575,1944,169791,8265,167148,8301,66010,6074,16960,2516,84178,5892,2643,1208,554784,8144,550837,8079,442272,7891,39550,4199,69015,5104,3947,1295,1944,null,null,8265,null,null,8301,null,null,6074,null,null,2516,null,null,5892,null,null,1208,null,null,8144,null,null,8079,null,null,7891,null,null,4199,null,null,5104,null,null,1295,null,null,19
712627,2422,121077,7906,120255,7942,44446,4565,13502,2854,62307,6095,822,631,591550,8642,588843,8870,454006,11050,45580,5358,89257,6626,2707,1043,2422,null,null,7906,null,null,7942,null,null,4565,null,null,2854,null,null,6095,null,null,631,null,null,8642,null,null,8870,null,null,11050,null,null,5358,null,null,6626,null,null,1043,null,null,20
1009088,3138,294147,11748,290432,11878,108931,8034,29228,4857,152273,8996,3715,1435,714941,11195,708619,10702,534679,12407,53818,5461,120122,6882,6322,1677,3138,null,null,11748,null,null,11878,null,null,8034,null,null,4857,null,null,8996,null,null,1435,null,null,11195,null,null,10702,null,null,12407,null,null,5461,null,null,6882,null,null,1677,null,null,21
1115188,2300,395220,14418,391743,14477,114044,11041,32863,5395,244836,13666,3477,1464,719968,14317,711598,14606,510909,14905,57855,5701,142834,10012,8370,2755,2300,null,null,14418,null,null,14477,null,null,11041,null,null,5395,null,null,13666,null,null,1464,null,null,14317,null,null,14606,null,null,14905,null,null,5701,null,null,10012,null,null,2755,null,null,22
254167,1078,65483,5222,64070,5216,27752,3667,9600,2670,26718,3267,1413,681,188684,5361,187099,5289,143716,5959,16069,2522,27314,3352,1585,861,1078,null,null,5222,null,null,5216,null,null,3667,null,null,2670,null,null,3267,null,null,681,null,null,5361,null,null,5289,null,null,5959,null,null,2522,null,null,3352,null,null,861,null,null,23
1343370,1265,303528,12822,300611,12812,109835,8926,34564,6225,156212,10270,2917,1706,1039842,12907,1031504,13159,772532,11442,74371,5963,184601,8821,8338,2115,1265,null,null,12822,null,null,12812,null,null,8926,null,null,6225,null,null,10270,null,null,1706,null,null,12907,null,null,13159,null,null,11442,null,null,5963,null,null,8821,null,null,2115,null,null,24
1372524,1602,293527,11140,290829,11050,92570,7891,20643,3605,177616,8303,2698,1255,1078997,11075,1072479,10976,832782,11649,69689,7299,170008,9075,6518,1507,1602,null,null,11140,null,null,11050,null,null,7891,null,null,3605,null,null,8303,null,null,1255,null,null,11075,null,null,10976,null,null,11649,null,null,7299,null,null,9075,null,null,1507,null,null,25
2185062,2225,618971,14345,611078,14357,231313,11717,63531,5835,316234,11921,7893,1718,1566091,14616,1555287,14704,1193040,15289,114962,8435,247285,11724,10804,1867,2225,null,null,14345,null,null,14357,null,null,11717,null,null,5835,null,null,11921,null,null,1718,null,null,14616,null,null,14704,null,null,15289,null,null,8435,null,null,11724,null,null,1867,null,null,26
1283276,2487,234605,10134,232957,10157,96485,8501,20287,3663,116185,7669,1648,591,1048671,9523,1040802,9568,815602,11402,85844,6771,139356,7925,7869,1585,2487,null,null,10134,null,null,10157,null,null,8501,null,null,3663,null,null,7669,null,null,591,null,null,9523,null,null,9568,null,null,11402,null,null,6771,null,null,7925,null,null,1585,null,null,27
720552,2434,252254,10670,250816,10719,73485,7994,17125,3870,160206,10041,1438,910,468298,10809,464193,10898,330422,9773,28877,3610,104894,8840,4105,1474,2434,null,null,10670,null,null,10719,null,null,7994,null,null,3870,null,null,10041,null,null,910,null,null,10809,null,null,10898,null,null,9773,null,null,3610,null,null,8840,null,null,1474,null,null,28
1384804,3228,336873,14461,331025,14299,117691,9351,34032,4617,179302,10976,5848,2030,1047931,14094,1039055,14006,794327,13205,76398,6392,168330,9704,8876,1804,3228,null,null,14461,null,null,14299,null,null,9351,null,null,4617,null,null,10976,null,null,2030,null,null,14094,null,null,14006,null,null,13205,null,null,6392,null,null,9704,null,null,1804,null,null,29
227405,1697,50168,4540,50015,4512,23924,3467,5557,1331,20534,2964,153,153,177237,4889,176121,4910,146622,4686,11364,2250,18135,2769,1116,806,1697,null,null,4540,null,null,4512,null,null,3467,null,null,1331,null,null,2964,null,null,153,null,null,4889,null,null,4910,null,null,4686,null,null,2250,null,null,2769,null,null,806,null,null,30
472493,1256,91516,6561,88875,6639,36401,5235,8661,2583,43813,4002,2641,1128,380977,6576,379106,6674,297698,7714,25092,3600,56316,5285,1871,776,1256,null,null,6561,null,null,6639,null,null,5235,null,null,2583,null,null,4002,null,null,1128,null,null,6576,null,null,6674,null,null,7714,null,null,3600,null,null,5285,null,null,776,null,null,31
