B19313D_001E,B19313D_001M,B19313D_001M,B19313D_001EA,B19313D_001MA,state
16728862200,616522994,616522994,null,null,12
13346749400,783847470,783847470,null,null,13
18653614500,450920922,450920922,null,null,15
549959800,94961041,94961041,null,null,16
26394041900,930404873,930404873,null,null,17
3983233700,472978634,472978634,null,null,18
2030378900,256747196,256747196,null,null,19
2292663500,261326660,261326660,null,null,20
1811777500,228881950,228881950,null,null,21
2189911600,246352499,246352499,null,null,22
444895900,79041023,79041023,null,null,23
16000328200,560103958,560103958,null,null,24
16826975800,658379621,658379621,null,null,25
10397121100,509490228,509490228,null,null,26
7306889900,392391940,392391940,null,null,27
590590700,115845675,115845675,null,null,28
3949111400,494409209,494409209,null,null,29
155671000,40238020,40238020,null,null,30
859552800,107407100,107407100,null,null,31
6976551800,401805057,401805057,null,null,32
1063541700,163191993,163191993,null,null,33
38455996100,1085454761,1085454761,null,null,34
996401500,200223856,200223856,null,null,35
57147578000,1654531334,1654531334,null,null,36
8969208600,553798848,553798848,null,null,37
278366800,82847997,82847997,null,null,38
7805204600,450127289,450127289,null,null,39
2323226700,256274479,256274479,null,null,40
5925374100,322562796,322562796,null,null,41
13269674500,465717681,465717681,null,null,42
1116676600,178301458,178301458,null,null,44
1996802800,177390994,177390994,null,null,45
305030700,130020750,130020750,null,null,46
3456814900,289388345,289388345,null,null,47
46667235700,1300698538,1300698538,null,null,48
1839624900,150427648,150427648,null,null,49
306612700,87912442,87912442,null,null,50
21746413300,735756126,735756126,null,null,51
24151760900,827094784,827094784,null,null,53
535593100,131363793,131363793,null,null,54
4836147500,466735963,466735963,null,null,55
174228500,74729660,74729660,null,null,56
61852600,23739407,23739407,null,null,72
2031253900,286266326,286266326,null,null,01
1209453900,107075080,107075080,null,null,02
7383967200,432842736,432842736,null,null,04
1309257100,275809068,275809068,null,null,05
215842020000,2583280176,2583280176,null,null,06
5740347900,385661955,385661955,null,null,08
6787882300,487829757,487829757,null,null,09
1395954000,182569255,182569255,null,null,10
1635595800,263283207,263283207,null,null,11
