C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,C08513_001M,C08513_001EA,C08513_001MA,C08513_002M,C08513_002EA,C08513_002MA,C08513_003M,C08513_003EA,C08513_003MA,C08513_004M,C08513_004EA,C08513_004MA,C08513_005M,C08513_005EA,C08513_005MA,C08513_006M,C08513_006EA,C08513_006MA,C08513_007M,C08513_007EA,C08513_007MA,C08513_008M,C08513_008EA,C08513_008MA,C08513_009M,C08513_009EA,C08513_009MA,C08513_010M,C08513_010EA,C08513_010MA,C08513_011M,C08513_011EA,C08513_011MA,C08513_012M,C08513_012EA,C08513_012MA,C08513_013M,C08513_013EA,C08513_013MA,C08513_014M,C08513_014EA,C08513_014MA,C08513_015M,C08513_015EA,C08513_015MA,C08513_016M,C08513_016EA,C08513_016MA,C08513_017M,C08513_017EA,C08513_017MA,C08513_018M,C08513_018EA,C08513_018MA,C08513_019M,C08513_019EA,C08513_019MA,C08513_020M,C08513_020EA,C08513_020MA,C08513_021M,C08513_021EA,C08513_021MA,C08513_022M,C08513_022EA,C08513_022MA,C08513_023M,C08513_023EA,C08513_023MA,C08513_024M,C08513_024EA,C08513_024MA,C08513_025M,C08513_025EA,C08513_025MA,C08513_026M,C08513_026EA,C08513_026MA,C08513_027M,C08513_027EA,C08513_027MA,C08513_028M,C08513_028EA,C08513_028MA,C08513_029M,C08513_029EA,C08513_029MA,C08513_030M,C08513_030EA,C08513_030MA,state
627392,8270,594296,8802,33096,3010,24525,2612,8571,1629,497920,7743,474736,7971,23184,2347,17977,2282,5207,1077,55255,4456,50764,4332,4491,1111,2126,676,2365,1079,3656,1126,2863,997,793,564,271,288,522,502,33310,3296,30845,3119,2465,644,2214,633,251,168,37251,2868,35088,2666,2163,861,1937,780,226,269,8270,null,null,8802,null,null,3010,null,null,2612,null,null,1629,null,null,7743,null,null,7971,null,null,2347,null,null,2282,null,null,1077,null,null,4456,null,null,4332,null,null,1111,null,null,676,null,null,1079,null,null,1126,null,null,997,null,null,564,null,null,288,null,null,502,null,null,3296,null,null,3119,null,null,644,null,null,633,null,null,168,null,null,2868,null,null,2666,null,null,861,null,null,780,null,null,269,null,null,23
2775881,17190,2237574,18097,538307,12305,329564,10486,208743,9003,2113335,18579,1742028,19601,371307,10739,241484,9117,129823,6489,251828,10371,170609,6810,81219,6732,38038,3442,43181,5387,147592,7341,112209,6382,35383,3632,17591,2476,17792,2734,118717,6562,91419,5353,27298,3540,14908,2167,12390,2919,144409,5484,121309,4809,23100,2291,17543,2095,5557,1091,17190,null,null,18097,null,null,12305,null,null,10486,null,null,9003,null,null,18579,null,null,19601,null,null,10739,null,null,9117,null,null,6489,null,null,10371,null,null,6810,null,null,6732,null,null,3442,null,null,5387,null,null,7341,null,null,6382,null,null,3632,null,null,2476,null,null,2734,null,null,6562,null,null,5353,null,null,3540,null,null,2167,null,null,2919,null,null,5484,null,null,4809,null,null,2291,null,null,2095,null,null,1091,null,null,24
3573698,22044,2747054,22891,826644,15743,517760,12695,308884,12026,2508024,18688,2018207,19597,489817,13100,329513,11185,160304,7482,277720,10103,175592,8186,102128,5913,51833,4147,50295,4766,359790,11270,234459,8542,125331,6976,68725,4923,56606,5259,248075,6687,171209,5981,76866,4855,46537,3861,30329,3378,180089,7217,147587,6095,32502,3801,21152,2903,11350,2066,22044,null,null,22891,null,null,15743,null,null,12695,null,null,12026,null,null,18688,null,null,19597,null,null,13100,null,null,11185,null,null,7482,null,null,10103,null,null,8186,null,null,5913,null,null,4147,null,null,4766,null,null,11270,null,null,8542,null,null,6976,null,null,4923,null,null,5259,null,null,6687,null,null,5981,null,null,4855,null,null,3861,null,null,3378,null,null,7217,null,null,6095,null,null,3801,null,null,2903,null,null,2066,null,null,25
4455462,21020,4037431,22329,418031,9106,269415,8745,148616,7938,3670384,19827,3351292,20131,319092,8399,213634,7540,105458,6841,392217,9779,333244,8955,58973,4998,29687,3038,29286,3664,63347,4529,57079,4153,6268,1373,3415,934,2853,1002,148953,6203,130290,5881,18663,2155,12010,1756,6653,1255,180561,7063,165526,6826,15035,1844,10669,1598,4366,1058,21020,null,null,22329,null,null,9106,null,null,8745,null,null,7938,null,null,19827,null,null,20131,null,null,8399,null,null,7540,null,null,6841,null,null,9779,null,null,8955,null,null,4998,null,null,3038,null,null,3664,null,null,4529,null,null,4153,null,null,1373,null,null,934,null,null,1002,null,null,6203,null,null,5881,null,null,2155,null,null,1756,null,null,1255,null,null,7063,null,null,6826,null,null,1844,null,null,1598,null,null,1058,null,null,26
2880020,11512,2558534,12542,321486,8323,194555,7485,126931,6063,2243621,13279,2021598,12080,222023,6849,139131,6302,82892,4794,246973,8087,196752,7121,50221,4359,24434,2521,25787,3350,103242,4837,85237,4373,18005,1994,10343,1388,7662,1282,118753,5513,100612,4622,18141,2262,10870,1501,7271,1527,167431,5157,154335,5126,13096,1612,9777,1389,3319,829,11512,null,null,12542,null,null,8323,null,null,7485,null,null,6063,null,null,13279,null,null,12080,null,null,6849,null,null,6302,null,null,4794,null,null,8087,null,null,7121,null,null,4359,null,null,2521,null,null,3350,null,null,4837,null,null,4373,null,null,1994,null,null,1388,null,null,1282,null,null,5513,null,null,4622,null,null,2262,null,null,1501,null,null,1527,null,null,5157,null,null,5126,null,null,1612,null,null,1389,null,null,829,null,null,27
1167106,14352,1115371,14282,51735,3360,31053,3228,20682,2838,986543,14855,948155,14340,38388,3142,24175,2756,14213,2427,115125,7112,104603,6904,10522,2120,5545,1542,4977,1425,3493,870,3433,869,60,78,41,73,19,27,34655,3562,32644,3522,2011,836,634,386,1377,756,27290,2754,26536,2700,754,372,658,369,96,96,14352,null,null,14282,null,null,3360,null,null,3228,null,null,2838,null,null,14855,null,null,14340,null,null,3142,null,null,2756,null,null,2427,null,null,7112,null,null,6904,null,null,2120,null,null,1542,null,null,1425,null,null,870,null,null,869,null,null,78,null,null,73,null,null,27,null,null,3562,null,null,3522,null,null,836,null,null,386,null,null,756,null,null,2754,null,null,2700,null,null,372,null,null,369,null,null,96,null,null,28
2899766,19257,2705416,21280,194350,7506,125217,6698,69133,4982,2371118,18132,2227958,18259,143160,6285,94613,5196,48547,4322,250487,9875,221331,9226,29156,3380,15192,2777,13964,2243,43437,3794,39581,3540,3856,1328,2348,948,1508,803,86627,4880,78429,4567,8198,1721,5376,1295,2822,1007,148097,6489,138117,6364,9980,1849,7688,1709,2292,977,19257,null,null,21280,null,null,7506,null,null,6698,null,null,4982,null,null,18132,null,null,18259,null,null,6285,null,null,5196,null,null,4322,null,null,9875,null,null,9226,null,null,3380,null,null,2777,null,null,2243,null,null,3794,null,null,3540,null,null,1328,null,null,948,null,null,803,null,null,4880,null,null,4567,null,null,1721,null,null,1295,null,null,1007,null,null,6489,null,null,6364,null,null,1849,null,null,1709,null,null,977,null,null,29
495062,5726,476127,5822,18935,2286,15828,2044,3107,878,375751,7079,364515,6979,11236,1567,9134,1479,2102,744,45541,3802,43407,3659,2134,644,1841,649,293,254,3369,980,3274,1009,95,123,95,123,0,193,38820,3089,35475,2899,3345,999,2696,997,649,360,31581,2917,29456,2849,2125,1006,2062,1009,63,82,5726,null,null,5822,null,null,2286,null,null,2044,null,null,878,null,null,7079,null,null,6979,null,null,1567,null,null,1479,null,null,744,null,null,3802,null,null,3659,null,null,644,null,null,649,null,null,254,null,null,980,null,null,1009,null,null,123,null,null,123,null,null,193,null,null,3089,null,null,2899,null,null,999,null,null,997,null,null,360,null,null,2917,null,null,2849,null,null,1006,null,null,1009,null,null,82,null,null,30
992335,8372,888144,7694,104191,4316,56462,3570,47729,3483,817316,8985,742283,8117,75033,4047,43992,3587,31041,2629,87584,4899,66584,4305,21000,2805,8912,1692,12088,1980,5816,1140,4725,1020,1091,737,442,283,649,721,38594,2835,34668,2528,3926,1193,1562,614,2364,935,43025,3288,39884,3167,3141,983,1554,532,1587,792,8372,null,null,7694,null,null,4316,null,null,3570,null,null,3483,null,null,8985,null,null,8117,null,null,4047,null,null,3587,null,null,2629,null,null,4899,null,null,4305,null,null,2805,null,null,1692,null,null,1980,null,null,1140,null,null,1020,null,null,737,null,null,283,null,null,721,null,null,2835,null,null,2528,null,null,1193,null,null,614,null,null,935,null,null,3288,null,null,3167,null,null,983,null,null,532,null,null,792,null,null,31
1360595,12028,915569,11338,445026,9365,260198,9738,184828,7867,1073409,11836,726331,10158,347078,8610,209258,8348,137820,6069,137194,7175,82052,5027,55142,4845,29447,3161,25695,3552,46208,3910,27683,3103,18525,2652,9080,2115,9445,1781,46574,3533,30813,2903,15761,2121,6436,1464,9325,1838,57210,4456,48690,3592,8520,1951,5977,1682,2543,919,12028,null,null,11338,null,null,9365,null,null,9738,null,null,7867,null,null,11836,null,null,10158,null,null,8610,null,null,8348,null,null,6069,null,null,7175,null,null,5027,null,null,4845,null,null,3161,null,null,3552,null,null,3910,null,null,3103,null,null,2652,null,null,2115,null,null,1781,null,null,3533,null,null,2903,null,null,2121,null,null,1464,null,null,1838,null,null,4456,null,null,3592,null,null,1951,null,null,1682,null,null,919,null,null,32
670836,9773,618337,8699,52499,4092,31851,3134,20648,2757,533271,9341,498181,9230,35090,3104,21905,2435,13185,2347,57821,4591,48113,3803,9708,2015,4568,1221,5140,1319,4305,1422,3502,1239,803,500,654,454,149,172,31341,3021,27893,2819,3448,1094,2208,754,1240,814,44098,3189,40648,2992,3450,998,2516,891,934,477,9773,null,null,8699,null,null,4092,null,null,3134,null,null,2757,null,null,9341,null,null,9230,null,null,3104,null,null,2435,null,null,2347,null,null,4591,null,null,3803,null,null,2015,null,null,1221,null,null,1319,null,null,1422,null,null,1239,null,null,500,null,null,454,null,null,172,null,null,3021,null,null,2819,null,null,1094,null,null,754,null,null,814,null,null,3189,null,null,2992,null,null,998,null,null,891,null,null,477,null,null,33
3985802,24858,2695295,20316,1290507,18415,752874,14781,537633,14684,3024220,25520,2176582,20312,847638,15517,553413,11939,294225,10572,360563,9424,177791,8571,182772,8201,79544,5093,103228,6386,214424,8620,106268,5606,108156,6057,48942,3567,59214,4711,195991,9123,92675,5944,103316,6704,39751,4011,63565,5803,190604,6641,141979,5180,48625,3773,31224,2756,17401,2577,24858,null,null,20316,null,null,18415,null,null,14781,null,null,14684,null,null,25520,null,null,20312,null,null,15517,null,null,11939,null,null,10572,null,null,9424,null,null,8571,null,null,8201,null,null,5093,null,null,6386,null,null,8620,null,null,5606,null,null,6057,null,null,3567,null,null,4711,null,null,9123,null,null,5944,null,null,6704,null,null,4011,null,null,5803,null,null,6641,null,null,5180,null,null,3773,null,null,2756,null,null,2577,null,null,34
873369,8584,583212,10770,290157,9614,222342,9004,67815,5732,697851,8889,464699,10352,233152,8500,180034,7728,53118,4711,83044,5348,52287,4018,30757,4050,21755,3273,9002,2285,12542,2104,8893,1798,3649,987,2674,806,975,527,35241,3741,24756,3202,10485,1602,7991,1353,2494,968,44691,4259,32577,3890,12114,2157,9888,1923,2226,812,8584,null,null,10770,null,null,9614,null,null,9004,null,null,5732,null,null,8889,null,null,10352,null,null,8500,null,null,7728,null,null,4711,null,null,5348,null,null,4018,null,null,4050,null,null,3273,null,null,2285,null,null,2104,null,null,1798,null,null,987,null,null,806,null,null,527,null,null,3741,null,null,3202,null,null,1602,null,null,1353,null,null,968,null,null,4259,null,null,3890,null,null,2157,null,null,1923,null,null,812,null,null,35
9700456,30446,6702180,28095,2998276,26671,1724154,19141,1274122,22321,4965308,26312,3947203,24367,1018105,14785,638156,12294,379949,9622,612263,14933,385674,11729,226589,8465,109571,5727,117018,7332,2955723,25646,1631836,19561,1323887,19811,745440,15982,578447,15401,766949,16782,448418,10961,318531,11141,164997,6687,153534,8664,400213,12682,289049,9341,111164,7067,65990,4399,45174,4922,30446,null,null,28095,null,null,26671,null,null,19141,null,null,22321,null,null,26312,null,null,24367,null,null,14785,null,null,12294,null,null,9622,null,null,14933,null,null,11729,null,null,8465,null,null,5727,null,null,7332,null,null,25646,null,null,19561,null,null,19811,null,null,15982,null,null,15401,null,null,16782,null,null,10961,null,null,11141,null,null,6687,null,null,8664,null,null,12682,null,null,9341,null,null,7067,null,null,4399,null,null,4922,null,null,36
4623335,22889,4063956,22192,559379,13153,315505,10049,243874,10464,3764302,20629,3365187,22141,399115,11757,242604,9043,156511,8312,424602,12099,319361,11065,105241,6428,39558,4268,65683,5813,46189,4103,37100,4012,9089,1869,4261,1288,4828,1294,138278,7261,114797,6457,23481,2399,12795,1822,10686,1551,249964,9336,227511,9123,22453,3325,16287,2473,6166,1967,22889,null,null,22192,null,null,13153,null,null,10049,null,null,10464,null,null,20629,null,null,22141,null,null,11757,null,null,9043,null,null,8312,null,null,12099,null,null,11065,null,null,6428,null,null,4268,null,null,5813,null,null,4103,null,null,4012,null,null,1869,null,null,1288,null,null,1294,null,null,7261,null,null,6457,null,null,2399,null,null,1822,null,null,1551,null,null,9336,null,null,9123,null,null,3325,null,null,2473,null,null,1967,null,null,37
434247,5974,412046,6127,22201,2326,15181,1900,7020,1577,349143,6074,334792,6268,14351,1784,9725,1414,4626,1299,43154,3471,38309,3124,4845,1408,2817,1010,2028,915,2775,1030,2578,993,197,185,197,185,0,193,18380,2269,16687,2083,1693,683,1578,667,115,115,20795,1868,19680,1912,1115,549,864,524,251,196,5974,null,null,6127,null,null,2326,null,null,1900,null,null,1577,null,null,6074,null,null,6268,null,null,1784,null,null,1414,null,null,1299,null,null,3471,null,null,3124,null,null,1408,null,null,1010,null,null,915,null,null,1030,null,null,993,null,null,185,null,null,185,null,null,193,null,null,2269,null,null,2083,null,null,683,null,null,667,null,null,115,null,null,1868,null,null,1912,null,null,549,null,null,524,null,null,196,null,null,38
5466326,24105,5088182,25237,378144,8457,249497,7888,128647,6477,4541437,27809,4269647,28707,271790,8210,185180,7103,86610,5665,410759,12023,356440,11460,54319,4533,27956,2993,26363,3087,88027,4468,78868,4572,9159,1955,5784,1504,3375,1053,191763,7179,166409,6969,25354,2860,16723,2199,8631,1337,234340,7750,216818,7474,17522,2774,13854,2458,3668,953,24105,null,null,25237,null,null,8457,null,null,7888,null,null,6477,null,null,27809,null,null,28707,null,null,8210,null,null,7103,null,null,5665,null,null,12023,null,null,11460,null,null,4533,null,null,2993,null,null,3087,null,null,4468,null,null,4572,null,null,1955,null,null,1504,null,null,1053,null,null,7179,null,null,6969,null,null,2860,null,null,2199,null,null,1337,null,null,7750,null,null,7474,null,null,2774,null,null,2458,null,null,953,null,null,39
1725714,11424,1538243,11380,187471,6264,105119,4739,82352,4395,1423135,12551,1282074,12222,141061,5379,82780,4374,58281,3215,165647,5623,133776,5339,31871,2621,13470,1677,18401,2057,8572,1415,7257,1368,1315,725,600,423,715,488,54299,3429,45322,3272,8977,1298,4930,966,4047,1078,74061,3321,69814,3138,4247,921,3339,878,908,380,11424,null,null,11380,null,null,6264,null,null,4739,null,null,4395,null,null,12551,null,null,12222,null,null,5379,null,null,4374,null,null,3215,null,null,5623,null,null,5339,null,null,2621,null,null,1677,null,null,2057,null,null,1415,null,null,1368,null,null,725,null,null,423,null,null,488,null,null,3429,null,null,3272,null,null,1298,null,null,966,null,null,1078,null,null,3321,null,null,3138,null,null,921,null,null,878,null,null,380,null,null,40
1949378,14694,1637726,15887,311652,9406,185916,8285,125736,5919,1418905,14346,1211052,14820,207853,7674,129386,6316,78467,4818,188140,7854,136036,6520,52104,4585,24993,3280,27111,3387,84741,4782,66776,4023,17965,2383,9852,1721,8113,1970,131946,6113,112500,5750,19446,2161,12986,1660,6460,1678,125646,6755,111362,6428,14284,2258,8699,1634,5585,1227,14694,null,null,15887,null,null,9406,null,null,8285,null,null,5919,null,null,14346,null,null,14820,null,null,7674,null,null,6316,null,null,4818,null,null,7854,null,null,6520,null,null,4585,null,null,3280,null,null,3387,null,null,4782,null,null,4023,null,null,2383,null,null,1721,null,null,1970,null,null,6113,null,null,5750,null,null,2161,null,null,1660,null,null,1678,null,null,6755,null,null,6428,null,null,2258,null,null,1634,null,null,1227,null,null,41
5911896,24603,5263750,28208,648146,14868,406878,12507,241268,9372,4485146,23363,4080017,25088,405129,10695,265380,10360,139749,6312,492303,12233,392191,11439,100112,5573,47973,4080,52139,4491,337977,9686,284485,8816,53492,4609,34697,3738,18795,2509,306730,7946,252530,7655,54200,4338,35266,3496,18934,2504,289740,9943,254527,8529,35213,3768,23562,2882,11651,1974,24603,null,null,28208,null,null,14868,null,null,12507,null,null,9372,null,null,23363,null,null,25088,null,null,10695,null,null,10360,null,null,6312,null,null,12233,null,null,11439,null,null,5573,null,null,4080,null,null,4491,null,null,9686,null,null,8816,null,null,4609,null,null,3738,null,null,2509,null,null,7946,null,null,7655,null,null,4338,null,null,3496,null,null,2504,null,null,9943,null,null,8529,null,null,3768,null,null,2882,null,null,1974,null,null,42
