C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,C06001_001M,C06001_001EA,C06001_001MA,C06001_002M,C06001_002EA,C06001_002MA,C06001_003M,C06001_003EA,C06001_003MA,C06001_004M,C06001_004EA,C06001_004MA,C06001_005M,C06001_005EA,C06001_005MA,C06001_006M,C06001_006EA,C06001_006MA,C06001_007M,C06001_007EA,C06001_007MA,C06001_008M,C06001_008EA,C06001_008MA,C06001_009M,C06001_009EA,C06001_009MA,C06001_010M,C06001_010EA,C06001_010MA,C06001_011M,C06001_011EA,C06001_011MA,C06001_012M,C06001_012EA,C06001_012MA,C06001_013M,C06001_013EA,C06001_013MA,C06001_014M,C06001_014EA,C06001_014MA,C06001_015M,C06001_015EA,C06001_015MA,C06001_016M,C06001_016EA,C06001_016MA,C06001_017M,C06001_017EA,C06001_017MA,C06001_018M,C06001_018EA,C06001_018MA,C06001_019M,C06001_019EA,C06001_019MA,C06001_020M,C06001_020EA,C06001_020MA,C06001_021M,C06001_021EA,C06001_021MA,C06001_022M,C06001_022EA,C06001_022MA,C06001_023M,C06001_023EA,C06001_023MA,C06001_024M,C06001_024EA,C06001_024MA,C06001_025M,C06001_025EA,C06001_025MA,C06001_026M,C06001_026EA,C06001_026MA,C06001_027M,C06001_027EA,C06001_027MA,C06001_028M,C06001_028EA,C06001_028MA,C06001_029M,C06001_029EA,C06001_029MA,C06001_030M,C06001_030EA,C06001_030MA,C06001_031M,C06001_031EA,C06001_031MA,C06001_032M,C06001_032EA,C06001_032MA,C06001_033M,C06001_033EA,C06001_033MA,C06001_034M,C06001_034EA,C06001_034MA,C06001_035M,C06001_035EA,C06001_035MA,C06001_036M,C06001_036EA,C06001_036MA,C06001_037M,C06001_037EA,C06001_037MA,C06001_038M,C06001_038EA,C06001_038MA,C06001_039M,C06001_039EA,C06001_039MA,C06001_040M,C06001_040EA,C06001_040MA,C06001_041M,C06001_041EA,C06001_041MA,C06001_042M,C06001_042EA,C06001_042MA,C06001_043M,C06001_043EA,C06001_043MA,C06001_044M,C06001_044EA,C06001_044MA,C06001_045M,C06001_045EA,C06001_045MA,state
5519952,-555555555,351080,1829,937543,1975,506046,3502,1425201,4292,727552,2864,742195,2331,471206,1711,359129,1391,3751342,16437,313546,3473,769289,6298,350646,5567,836204,6909,446452,6238,482352,4988,309835,3778,243018,3697,1276652,14250,30477,2670,122842,5878,109947,4728,367771,7326,205276,5627,207860,5270,134792,3824,97687,3294,39522,3113,1279,528,6920,1345,4720,1080,12231,1651,6325,960,5532,906,1088,315,1427,647,452436,10122,5778,1236,38492,3492,40733,3479,208995,5738,69499,3114,46451,2998,25491,2068,16997,1508,-555555555,null,*****,1829,null,null,1975,null,null,3502,null,null,4292,null,null,2864,null,null,2331,null,null,1711,null,null,1391,null,null,16437,null,null,3473,null,null,6298,null,null,5567,null,null,6909,null,null,6238,null,null,4988,null,null,3778,null,null,3697,null,null,14250,null,null,2670,null,null,5878,null,null,4728,null,null,7326,null,null,5627,null,null,5270,null,null,3824,null,null,3294,null,null,3113,null,null,528,null,null,1345,null,null,1080,null,null,1651,null,null,960,null,null,906,null,null,315,null,null,647,null,null,10122,null,null,1236,null,null,3492,null,null,3479,null,null,5738,null,null,3114,null,null,2998,null,null,2068,null,null,1508,null,null,27
2988726,-555555555,186830,2989,536323,3318,308551,4973,753212,6975,375436,4786,378740,2340,270109,2446,179525,2630,2138159,16725,164781,3564,428875,7773,224487,5158,511451,9274,242159,5460,251284,4854,184432,3590,130690,3454,772288,16567,21201,2483,100674,7210,77326,5182,209450,7781,119935,4841,116809,4276,80549,3385,46344,3101,19513,2684,217,267,2938,1265,2154,1095,5526,1315,3683,1296,3504,1162,1182,611,309,278,58766,4477,631,347,3836,1160,4584,1180,26785,2941,9659,1832,7143,1396,3946,1000,2182,795,-555555555,null,*****,2989,null,null,3318,null,null,4973,null,null,6975,null,null,4786,null,null,2340,null,null,2446,null,null,2630,null,null,16725,null,null,3564,null,null,7773,null,null,5158,null,null,9274,null,null,5460,null,null,4854,null,null,3590,null,null,3454,null,null,16567,null,null,2483,null,null,7210,null,null,5182,null,null,7781,null,null,4841,null,null,4276,null,null,3385,null,null,3101,null,null,2684,null,null,267,null,null,1265,null,null,1095,null,null,1315,null,null,1296,null,null,1162,null,null,611,null,null,278,null,null,4477,null,null,347,null,null,1160,null,null,1180,null,null,2941,null,null,1832,null,null,1396,null,null,1000,null,null,795,null,null,28
6093000,-555555555,371532,2913,1018532,2888,581922,5154,1536832,6485,792112,3995,815091,2502,560897,2344,416082,1907,4037437,23946,325950,4266,828335,9086,404533,7195,929292,10506,477266,7674,492756,6556,324846,5114,254459,5133,1763250,21964,42448,4035,165897,8362,145900,6868,485782,8423,265300,7348,290070,7162,217651,5145,150202,4616,43111,4458,1213,619,6158,1486,4766,1041,16472,2399,6575,1162,5785,1161,1535,580,607,305,249202,9951,1921,947,18142,2830,26723,2881,105286,5093,42971,3651,26480,2538,16865,2317,10814,1422,-555555555,null,*****,2913,null,null,2888,null,null,5154,null,null,6485,null,null,3995,null,null,2502,null,null,2344,null,null,1907,null,null,23946,null,null,4266,null,null,9086,null,null,7195,null,null,10506,null,null,7674,null,null,6556,null,null,5114,null,null,5133,null,null,21964,null,null,4035,null,null,8362,null,null,6868,null,null,8423,null,null,7348,null,null,7162,null,null,5145,null,null,4616,null,null,4458,null,null,619,null,null,1486,null,null,1041,null,null,2399,null,null,1162,null,null,1161,null,null,580,null,null,305,null,null,9951,null,null,947,null,null,2830,null,null,2881,null,null,5093,null,null,3651,null,null,2538,null,null,2317,null,null,1422,null,null,29
1042520,-555555555,61143,1458,167531,2117,101230,2323,247104,2809,127833,1790,153798,1477,109577,907,74304,557,570457,9849,52648,2017,123611,4025,57027,3276,124759,4128,56232,2956,72558,3164,47892,2233,35730,2035,441361,9901,8100,1483,40377,3870,40102,3338,113661,3866,66415,3143,77308,3137,59043,2182,36355,2039,8809,1457,292,208,1813,713,991,616,2456,721,1544,589,1178,434,356,257,179,161,21893,2335,103,124,1730,694,3110,1087,6228,1328,3642,1007,2754,811,2286,601,2040,678,-555555555,null,*****,1458,null,null,2117,null,null,2323,null,null,2809,null,null,1790,null,null,1477,null,null,907,null,null,557,null,null,9849,null,null,2017,null,null,4025,null,null,3276,null,null,4128,null,null,2956,null,null,3164,null,null,2233,null,null,2035,null,null,9901,null,null,1483,null,null,3870,null,null,3338,null,null,3866,null,null,3143,null,null,3137,null,null,2182,null,null,2039,null,null,1457,null,null,208,null,null,713,null,null,616,null,null,721,null,null,589,null,null,434,null,null,257,null,null,161,null,null,2335,null,null,124,null,null,694,null,null,1087,null,null,1328,null,null,1007,null,null,811,null,null,601,null,null,678,null,null,30
1907116,-555555555,132157,1865,341928,1878,189211,2414,488665,3242,228611,2442,241254,1571,158782,1216,126508,1190,1233106,9486,115260,2259,260581,4758,120577,3368,275855,4854,131306,2809,147442,3233,98633,2275,83452,2163,524893,9959,14359,1650,66635,4297,52033,3228,144661,5345,73267,3055,79830,2888,54324,2458,39784,2241,14980,1855,815,414,2690,1000,1721,524,5205,1057,1733,555,2436,751,315,210,65,66,134137,5301,1723,832,12022,1839,14880,2086,62944,3239,22305,2376,11546,1652,5510,972,3207,743,-555555555,null,*****,1865,null,null,1878,null,null,2414,null,null,3242,null,null,2442,null,null,1571,null,null,1216,null,null,1190,null,null,9486,null,null,2259,null,null,4758,null,null,3368,null,null,4854,null,null,2809,null,null,3233,null,null,2275,null,null,2163,null,null,9959,null,null,1650,null,null,4297,null,null,3228,null,null,5345,null,null,3055,null,null,2888,null,null,2458,null,null,2241,null,null,1855,null,null,414,null,null,1000,null,null,524,null,null,1057,null,null,555,null,null,751,null,null,210,null,null,66,null,null,5301,null,null,832,null,null,1839,null,null,2086,null,null,3239,null,null,2376,null,null,1652,null,null,972,null,null,743,null,null,31
2940058,-555555555,183361,1011,494141,1134,251946,2136,814678,2866,391041,2069,363130,1337,275928,1240,165833,1201,777124,13987,148203,3188,319442,7898,98543,5351,131813,5684,38534,3182,24064,2468,9909,1442,6616,1228,1525510,15486,30657,2933,143273,7367,116200,5491,433326,8239,223794,4344,247362,3609,207079,2550,123819,1952,50625,4212,1761,739,6637,1714,3612,883,17278,2177,7354,1479,8515,1623,3317,816,2151,832,586799,12084,2740,966,24789,2815,33591,2972,232261,7234,121359,4011,83189,2857,55623,2473,33247,2119,-555555555,null,*****,1011,null,null,1134,null,null,2136,null,null,2866,null,null,2069,null,null,1337,null,null,1240,null,null,1201,null,null,13987,null,null,3188,null,null,7898,null,null,5351,null,null,5684,null,null,3182,null,null,2468,null,null,1442,null,null,1228,null,null,15486,null,null,2933,null,null,7367,null,null,5491,null,null,8239,null,null,4344,null,null,3609,null,null,2550,null,null,1952,null,null,4212,null,null,739,null,null,1714,null,null,883,null,null,2177,null,null,1479,null,null,1623,null,null,816,null,null,832,null,null,12084,null,null,966,null,null,2815,null,null,2972,null,null,7234,null,null,4011,null,null,2857,null,null,2473,null,null,2119,null,null,32
1334795,-555555555,64478,1242,195363,1040,127368,1752,313082,2647,202258,1612,205314,1325,135174,1171,91758,889,556747,10104,50654,2012,129419,4555,62044,3157,124830,4624,62500,3619,58286,3143,38773,2479,30241,2183,684400,9745,12622,1646,56600,3736,58790,3361,158068,4226,120939,3620,133429,3875,88597,2715,55355,2336,17339,2484,268,246,2841,1486,1320,760,5577,1500,3351,945,2285,734,574,287,1123,517,76309,4678,934,562,6503,1365,5214,1177,24607,2393,15468,2217,11314,1665,7230,1267,5039,1064,-555555555,null,*****,1242,null,null,1040,null,null,1752,null,null,2647,null,null,1612,null,null,1325,null,null,1171,null,null,889,null,null,10104,null,null,2012,null,null,4555,null,null,3157,null,null,4624,null,null,3619,null,null,3143,null,null,2479,null,null,2183,null,null,9745,null,null,1646,null,null,3736,null,null,3361,null,null,4226,null,null,3620,null,null,3875,null,null,2715,null,null,2336,null,null,2484,null,null,246,null,null,1486,null,null,760,null,null,1500,null,null,945,null,null,734,null,null,287,null,null,517,null,null,4678,null,null,562,null,null,1365,null,null,1177,null,null,2393,null,null,2217,null,null,1665,null,null,1267,null,null,1064,null,null,33
8944469,-555555555,520170,1246,1464269,1472,788858,2175,2308450,2732,1294506,2167,1196061,1529,781146,2201,591009,2044,4667133,22881,446655,4898,1116350,10902,520811,7258,1024417,12418,529775,9133,497880,7170,302489,6346,228756,4773,2047250,25835,54811,4287,227184,9627,128596,5286,460696,10957,335235,8656,359277,6861,263752,6105,217699,4941,214001,9595,5774,1419,25002,3377,16351,2528,52062,4399,34477,3412,36391,3213,27762,2652,16182,2068,2016085,22331,12930,2168,95733,5545,123100,6240,771275,12700,395019,6661,302513,5753,187143,5148,128372,4234,-555555555,null,*****,1246,null,null,1472,null,null,2175,null,null,2732,null,null,2167,null,null,1529,null,null,2201,null,null,2044,null,null,22881,null,null,4898,null,null,10902,null,null,7258,null,null,12418,null,null,9133,null,null,7170,null,null,6346,null,null,4773,null,null,25835,null,null,4287,null,null,9627,null,null,5286,null,null,10957,null,null,8656,null,null,6861,null,null,6105,null,null,4941,null,null,9595,null,null,1419,null,null,3377,null,null,2528,null,null,4399,null,null,3412,null,null,3213,null,null,2652,null,null,2068,null,null,22331,null,null,2168,null,null,5545,null,null,6240,null,null,12700,null,null,6661,null,null,5753,null,null,5148,null,null,4234,null,null,34
2081015,-555555555,125126,1342,364388,1766,200120,3504,526332,4787,249585,3250,273403,1475,202780,1661,139281,1558,1101045,13799,104869,2765,268546,5319,124540,3896,263057,7526,106060,4589,113445,3928,70020,2852,50508,2610,757534,13623,18447,2589,81160,5249,58739,3379,181218,7570,102068,4154,127592,3735,113586,3024,74724,2532,24030,2855,951,606,3033,881,2338,832,8252,2013,3583,949,3785,1083,1439,552,649,367,198406,8708,859,450,11649,2119,14503,2040,73805,4943,37874,3311,28581,2677,17735,1948,13400,2021,-555555555,null,*****,1342,null,null,1766,null,null,3504,null,null,4787,null,null,3250,null,null,1475,null,null,1661,null,null,1558,null,null,13799,null,null,2765,null,null,5319,null,null,3896,null,null,7526,null,null,4589,null,null,3928,null,null,2852,null,null,2610,null,null,13623,null,null,2589,null,null,5249,null,null,3379,null,null,7570,null,null,4154,null,null,3735,null,null,3024,null,null,2532,null,null,2855,null,null,606,null,null,881,null,null,832,null,null,2013,null,null,949,null,null,1083,null,null,552,null,null,367,null,null,8708,null,null,450,null,null,2119,null,null,2040,null,null,4943,null,null,3311,null,null,2677,null,null,1948,null,null,2021,null,null,35
19745289,-555555555,1159019,2442,3020367,2571,1912311,4235,5347072,4855,2708708,3641,2567031,2947,1715037,2766,1315744,2079,12385765,37609,1067965,6506,2560714,14198,1342038,11384,2809985,21815,1490805,11724,1465590,10397,932544,8122,716124,7666,2332917,24467,52196,4379,198836,8621,247034,7870,785900,14281,307675,8494,303895,7688,244759,5850,192622,6125,490492,13322,14964,2256,53635,4423,36879,4296,122057,6150,68284,5095,68737,4198,68618,3811,57318,4386,4536115,36101,23894,2704,207182,10679,286360,8884,1629130,19367,841944,11876,728809,10419,469116,9188,349680,6013,-555555555,null,*****,2442,null,null,2571,null,null,4235,null,null,4855,null,null,3641,null,null,2947,null,null,2766,null,null,2079,null,null,37609,null,null,6506,null,null,14198,null,null,11384,null,null,21815,null,null,11724,null,null,10397,null,null,8122,null,null,7666,null,null,24467,null,null,4379,null,null,8621,null,null,7870,null,null,14281,null,null,8494,null,null,7688,null,null,5850,null,null,6125,null,null,13322,null,null,2256,null,null,4423,null,null,4296,null,null,6150,null,null,5095,null,null,4198,null,null,3811,null,null,4386,null,null,36101,null,null,2704,null,null,10679,null,null,8884,null,null,19367,null,null,11876,null,null,10419,null,null,9188,null,null,6013,null,null,36
10146788,-555555555,594593,4096,1702301,4760,972709,6929,2625556,10189,1385796,6911,1297242,3681,944866,3549,623725,3574,5768146,34142,511402,6108,1276348,12879,576471,8414,1222774,16405,634050,10711,664553,9641,514706,6310,367842,6798,3474472,31786,72209,5165,359501,11412,316715,8556,999348,17583,583634,9973,536846,10227,380556,6705,225663,6328,114532,6192,3750,1075,14507,2455,11481,1932,41270,3794,18885,2217,14398,2011,6203,1361,4038,1315,789638,14228,7232,1502,51945,4299,68042,4545,362164,10131,149227,5952,81445,4325,43401,2817,26182,2507,-555555555,null,*****,4096,null,null,4760,null,null,6929,null,null,10189,null,null,6911,null,null,3681,null,null,3549,null,null,3574,null,null,34142,null,null,6108,null,null,12879,null,null,8414,null,null,16405,null,null,10711,null,null,9641,null,null,6310,null,null,6798,null,null,31786,null,null,5165,null,null,11412,null,null,8556,null,null,17583,null,null,9973,null,null,10227,null,null,6705,null,null,6328,null,null,6192,null,null,1075,null,null,2455,null,null,1932,null,null,3794,null,null,2217,null,null,2011,null,null,1361,null,null,1315,null,null,14228,null,null,1502,null,null,4299,null,null,4545,null,null,10131,null,null,5952,null,null,4325,null,null,2817,null,null,2507,null,null,37
757953,-555555555,54898,1333,119697,1738,88343,1900,202354,2758,87234,1615,95576,1109,58910,855,50941,508,473704,7358,46478,1441,83626,3168,43201,2598,109383,3559,49572,2218,63299,2065,39232,1575,38913,1140,252930,7604,8058,1691,33215,2863,40577,2809,77653,3875,33511,2234,30019,2203,18407,1523,11490,1294,6731,1824,133,106,671,362,1103,558,3784,1648,658,398,277,155,105,89,0,155,24588,2501,229,254,2185,964,3462,1163,11534,1723,3493,1002,1981,578,1166,431,538,333,-555555555,null,*****,1333,null,null,1738,null,null,1900,null,null,2758,null,null,1615,null,null,1109,null,null,855,null,null,508,null,null,7358,null,null,1441,null,null,3168,null,null,2598,null,null,3559,null,null,2218,null,null,2065,null,null,1575,null,null,1140,null,null,7604,null,null,1691,null,null,2863,null,null,2809,null,null,3875,null,null,2234,null,null,2203,null,null,1523,null,null,1294,null,null,1824,null,null,106,null,null,362,null,null,558,null,null,1648,null,null,398,null,null,155,null,null,89,null,null,155,null,null,2501,null,null,254,null,null,964,null,null,1163,null,null,1723,null,null,1002,null,null,578,null,null,431,null,null,333,null,null,38
11614373,-555555555,692745,2813,1916226,3621,1083341,4331,2881488,6459,1546555,4253,1609104,3451,1080660,2800,804254,2251,8711318,30341,629093,4613,1652867,10768,835145,7567,2095056,12651,1119691,10219,1159352,8338,719913,6682,500201,6674,2294940,26672,54983,4381,217439,9954,188188,6844,550466,11984,332555,8708,378831,7627,310457,6734,262021,6431,94523,6725,3235,1023,12752,2400,8996,1795,31771,3562,14327,1791,12044,1603,6801,1253,4597,823,513592,13781,5434,1453,33168,4046,51012,4424,204195,8175,79982,4725,58877,4200,43489,3529,37435,2790,-555555555,null,*****,2813,null,null,3621,null,null,4331,null,null,6459,null,null,4253,null,null,3451,null,null,2800,null,null,2251,null,null,30341,null,null,4613,null,null,10768,null,null,7567,null,null,12651,null,null,10219,null,null,8338,null,null,6682,null,null,6674,null,null,26672,null,null,4381,null,null,9954,null,null,6844,null,null,11984,null,null,8708,null,null,7627,null,null,6734,null,null,6431,null,null,6725,null,null,1023,null,null,2400,null,null,1795,null,null,3562,null,null,1791,null,null,1603,null,null,1253,null,null,823,null,null,13781,null,null,1453,null,null,4046,null,null,4424,null,null,8175,null,null,4725,null,null,4200,null,null,3529,null,null,2790,null,null,39
3923561,-555555555,264096,1583,697860,1876,389969,3370,1014360,3972,480811,3131,488173,2216,343384,2041,244908,1575,2407486,17822,233306,2813,542398,7144,247824,5676,559918,7705,238672,4727,244439,4808,186332,3632,154597,3235,1253025,17493,27734,2019,137943,6967,113408,4620,341316,7302,195214,5052,211542,4592,143618,4152,82250,3050,34636,2928,1391,684,5063,1101,3402,1089,11316,1676,5925,1112,6205,1181,984,369,350,256,228414,5999,1665,768,12456,1559,25335,2700,101810,3375,41000,2575,25987,1976,12450,1367,7711,974,-555555555,null,*****,1583,null,null,1876,null,null,3370,null,null,3972,null,null,3131,null,null,2216,null,null,2041,null,null,1575,null,null,17822,null,null,2813,null,null,7144,null,null,5676,null,null,7705,null,null,4727,null,null,4808,null,null,3632,null,null,3235,null,null,17493,null,null,2019,null,null,6967,null,null,4620,null,null,7302,null,null,5052,null,null,4592,null,null,4152,null,null,3050,null,null,2928,null,null,684,null,null,1101,null,null,1089,null,null,1676,null,null,1112,null,null,1181,null,null,369,null,null,256,null,null,5999,null,null,768,null,null,1559,null,null,2700,null,null,3375,null,null,2575,null,null,1976,null,null,1367,null,null,974,null,null,40
4093465,-555555555,234582,2004,633664,2572,367267,3128,1106805,4995,514900,3832,547359,2106,416647,2469,272241,1538,1895097,19907,205209,3481,476730,7892,204573,6508,453025,9330,174818,5760,186531,4560,128080,4470,66131,3337,1759334,18675,25326,2906,133869,7115,127140,6749,476528,8936,257837,5888,299573,5075,256529,5099,182532,4203,44817,3666,1129,456,5942,1474,5900,1469,15173,1974,5770,1136,6718,1315,2389,737,1796,610,394217,10778,2918,1062,17123,2788,29654,3611,162079,6527,76475,4099,54537,3554,29649,2291,21782,2384,-555555555,null,*****,2004,null,null,2572,null,null,3128,null,null,4995,null,null,3832,null,null,2106,null,null,2469,null,null,1538,null,null,19907,null,null,3481,null,null,7892,null,null,6508,null,null,9330,null,null,5760,null,null,4560,null,null,4470,null,null,3337,null,null,18675,null,null,2906,null,null,7115,null,null,6749,null,null,8936,null,null,5888,null,null,5075,null,null,5099,null,null,4203,null,null,3666,null,null,456,null,null,1474,null,null,1469,null,null,1974,null,null,1136,null,null,1315,null,null,737,null,null,610,null,null,10778,null,null,1062,null,null,2788,null,null,3611,null,null,6527,null,null,4099,null,null,3554,null,null,2291,null,null,2384,null,null,41
12784227,-555555555,709743,2168,1965102,2680,1187407,4188,3155408,5362,1737627,4536,1807179,2553,1239574,3019,982187,2704,9251423,31851,633494,4794,1590033,11802,824837,9069,2082470,14744,1184480,9213,1300625,9204,891840,6836,743644,5385,2430969,30617,61442,4291,280715,11352,262153,8061,664341,12642,372889,9384,360952,9144,255351,7392,173126,5237,230922,9456,5676,1182,32707,4150,26947,2882,72553,4734,32885,3208,32343,2669,16465,1684,11346,1362,870913,19386,9131,1863,61647,5927,73470,5277,336044,11135,147373,4843,113259,4513,75918,3608,54071,3522,-555555555,null,*****,2168,null,null,2680,null,null,4188,null,null,5362,null,null,4536,null,null,2553,null,null,3019,null,null,2704,null,null,31851,null,null,4794,null,null,11802,null,null,9069,null,null,14744,null,null,9213,null,null,9204,null,null,6836,null,null,5385,null,null,30617,null,null,4291,null,null,11352,null,null,8061,null,null,12642,null,null,9384,null,null,9144,null,null,7392,null,null,5237,null,null,9456,null,null,1182,null,null,4150,null,null,2882,null,null,4734,null,null,3208,null,null,2669,null,null,1684,null,null,1362,null,null,19386,null,null,1863,null,null,5927,null,null,5277,null,null,11135,null,null,4843,null,null,4513,null,null,3608,null,null,3522,null,null,42
1056426,-555555555,54144,807,154496,973,113741,1299,265825,1896,146633,1143,147532,1132,97047,901,77008,982,595357,8322,45884,2049,120198,3746,56203,2711,126792,4173,73311,2472,75985,2879,52429,2299,44555,2098,289410,7311,5681,1632,22921,2955,43980,2933,81815,4006,40927,2682,44119,2699,29949,2308,20018,1702,23179,3413,768,490,3623,1408,2370,957,7023,1601,3499,991,3153,796,1763,585,980,383,148480,7235,1811,894,7754,1867,11188,2035,50195,3750,28896,2722,24275,1657,12906,1676,11455,1979,-555555555,null,*****,807,null,null,973,null,null,1299,null,null,1896,null,null,1143,null,null,1132,null,null,901,null,null,982,null,null,8322,null,null,2049,null,null,3746,null,null,2711,null,null,4173,null,null,2472,null,null,2879,null,null,2299,null,null,2098,null,null,7311,null,null,1632,null,null,2955,null,null,2933,null,null,4006,null,null,2682,null,null,2699,null,null,2308,null,null,1702,null,null,3413,null,null,490,null,null,1408,null,null,957,null,null,1601,null,null,991,null,null,796,null,null,585,null,null,383,null,null,7235,null,null,894,null,null,1867,null,null,2035,null,null,3750,null,null,2722,null,null,1657,null,null,1676,null,null,1979,null,null,44
4961119,-555555555,290012,2461,809952,2784,472679,4867,1258526,7661,643464,5665,656339,2047,514813,2268,315334,2197,2826337,22917,239173,4205,586223,9054,276112,7224,652435,10257,318218,7895,335476,6634,256285,5214,162415,4457,1845711,24571,46905,4080,201610,9443,170542,5871,485154,11360,281400,6804,287427,6825,234428,4793,138245,4374,51107,3810,1768,771,6920,1910,5496,1218,17347,2153,7211,1161,8115,1551,3107,764,1143,572,237964,9054,2166,929,15199,3108,20529,2481,103590,5939,36635,3256,25321,2598,20993,2316,13531,2097,-555555555,null,*****,2461,null,null,2784,null,null,4867,null,null,7661,null,null,5665,null,null,2047,null,null,2268,null,null,2197,null,null,22917,null,null,4205,null,null,9054,null,null,7224,null,null,10257,null,null,7895,null,null,6634,null,null,5214,null,null,4457,null,null,24571,null,null,4080,null,null,9443,null,null,5871,null,null,11360,null,null,6804,null,null,6825,null,null,4793,null,null,4374,null,null,3810,null,null,771,null,null,1910,null,null,1218,null,null,2153,null,null,1161,null,null,1551,null,null,764,null,null,572,null,null,9054,null,null,929,null,null,3108,null,null,2481,null,null,5939,null,null,3256,null,null,2598,null,null,2316,null,null,2097,null,null,45
865454,-555555555,60892,1176,153009,1390,85659,1974,210198,2661,101899,1547,116228,1531,77216,916,60353,501,558293,7390,53020,1871,119106,2798,48696,2290,118943,3240,59449,2417,72173,2068,46112,1752,40794,1480,269633,7392,6993,1395,28549,2522,32647,2575,74156,3270,38252,2342,40997,2228,29951,1725,18088,1381,6602,1586,115,128,1090,665,848,529,2554,927,690,354,650,315,501,606,154,192,30926,2591,764,505,4264,1385,3468,869,14545,1765,3508,888,2408,627,652,346,1317,518,-555555555,null,*****,1176,null,null,1390,null,null,1974,null,null,2661,null,null,1547,null,null,1531,null,null,916,null,null,501,null,null,7390,null,null,1871,null,null,2798,null,null,2290,null,null,3240,null,null,2417,null,null,2068,null,null,1752,null,null,1480,null,null,7392,null,null,1395,null,null,2522,null,null,2575,null,null,3270,null,null,2342,null,null,2228,null,null,1725,null,null,1381,null,null,1586,null,null,128,null,null,665,null,null,529,null,null,927,null,null,354,null,null,315,null,null,606,null,null,192,null,null,2591,null,null,505,null,null,1385,null,null,869,null,null,1765,null,null,888,null,null,627,null,null,346,null,null,518,null,null,46
6651194,-555555555,404168,3349,1099084,3718,620744,4564,1723926,6477,893927,4427,864090,3064,628370,3083,416885,2097,4071346,23192,360367,4079,862288,8398,406850,7220,932903,11729,453370,7351,459004,8548,350128,6287,246436,5198,2208092,22982,38681,3959,203126,7722,178899,6157,626759,11026,376630,6817,367055,8658,257969,6408,158973,5255,51735,4229,1615,714,6707,1526,6682,1626,17566,2774,8264,1412,7057,1390,2585,740,1259,719,320021,10897,3505,1095,26963,3763,28313,2902,146698,6573,55663,4243,30974,2420,17688,2231,10217,1665,-555555555,null,*****,3349,null,null,3718,null,null,4564,null,null,6477,null,null,4427,null,null,3064,null,null,3083,null,null,2097,null,null,23192,null,null,4079,null,null,8398,null,null,7220,null,null,11729,null,null,7351,null,null,8548,null,null,6287,null,null,5198,null,null,22982,null,null,3959,null,null,7722,null,null,6157,null,null,11026,null,null,6817,null,null,8658,null,null,6408,null,null,5255,null,null,4229,null,null,714,null,null,1526,null,null,1626,null,null,2774,null,null,1412,null,null,1390,null,null,740,null,null,719,null,null,10897,null,null,1095,null,null,3763,null,null,2902,null,null,6573,null,null,4243,null,null,2420,null,null,2231,null,null,1665,null,null,47
27862596,-555555555,2006911,5763,5284783,5539,2795622,10029,7810428,12583,3500664,8733,3111345,5342,2011707,5454,1341136,4579,16621571,47397,1825425,10017,4232162,23146,1896759,18771,3954300,26190,1534985,18890,1488513,14211,1000820,11592,688607,8946,6093970,41259,122147,6709,712202,19069,492718,14556,1736055,23198,969818,13654,956216,11948,664242,9640,440572,8535,417135,15157,20758,2879,73794,7699,45332,4185,138008,7712,62163,4968,49384,4106,16728,2140,10968,1490,4729920,40770,38581,4154,266625,11165,360813,11401,1982065,25694,933698,15475,617232,11337,329917,7633,200989,5859,-555555555,null,*****,5763,null,null,5539,null,null,10029,null,null,12583,null,null,8733,null,null,5342,null,null,5454,null,null,4579,null,null,47397,null,null,10017,null,null,23146,null,null,18771,null,null,26190,null,null,18890,null,null,14211,null,null,11592,null,null,8946,null,null,41259,null,null,6709,null,null,19069,null,null,14556,null,null,23198,null,null,13654,null,null,11948,null,null,9640,null,null,8535,null,null,15157,null,null,2879,null,null,7699,null,null,4185,null,null,7712,null,null,4968,null,null,4106,null,null,2140,null,null,1490,null,null,40770,null,null,4154,null,null,11165,null,null,11401,null,null,25694,null,null,15475,null,null,11337,null,null,7633,null,null,5859,null,null,48
