C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,C25074_001M,C25074_001EA,C25074_001MA,C25074_002M,C25074_002EA,C25074_002MA,C25074_003M,C25074_003EA,C25074_003MA,C25074_004M,C25074_004EA,C25074_004MA,C25074_005M,C25074_005EA,C25074_005MA,C25074_006M,C25074_006EA,C25074_006MA,C25074_007M,C25074_007EA,C25074_007MA,C25074_008M,C25074_008EA,C25074_008MA,C25074_009M,C25074_009EA,C25074_009MA,C25074_010M,C25074_010EA,C25074_010MA,C25074_011M,C25074_011EA,C25074_011MA,C25074_012M,C25074_012EA,C25074_012MA,C25074_013M,C25074_013EA,C25074_013MA,C25074_014M,C25074_014EA,C25074_014MA,C25074_015M,C25074_015EA,C25074_015MA,C25074_016M,C25074_016EA,C25074_016MA,C25074_017M,C25074_017EA,C25074_017MA,C25074_018M,C25074_018EA,C25074_018MA,C25074_019M,C25074_019EA,C25074_019MA,C25074_020M,C25074_020EA,C25074_020MA,C25074_021M,C25074_021EA,C25074_021MA,C25074_022M,C25074_022EA,C25074_022MA,C25074_023M,C25074_023EA,C25074_023MA,C25074_024M,C25074_024EA,C25074_024MA,C25074_025M,C25074_025EA,C25074_025MA,state
1038756,12363,98523,4984,6879,1428,69341,4640,22303,2164,126570,6031,14169,1765,106664,6023,5737,1294,173668,6798,33749,3430,132861,5745,7058,1787,169092,6478,70708,4359,92287,4985,6097,1417,190763,7156,134435,5476,50556,3810,5772,1055,280140,9115,258527,8635,14944,2340,6669,1290,12363,null,null,4984,null,null,1428,null,null,4640,null,null,2164,null,null,6031,null,null,1765,null,null,6023,null,null,1294,null,null,6798,null,null,3430,null,null,5745,null,null,1787,null,null,6478,null,null,4359,null,null,4985,null,null,1417,null,null,7156,null,null,5476,null,null,3810,null,null,1055,null,null,9115,null,null,8635,null,null,2340,null,null,1290,null,null,53
199047,6237,38932,2924,2275,707,25520,2467,11137,1788,41305,3229,6417,1145,28887,2795,6001,1313,44929,2916,19121,2128,19963,1989,5845,1130,27035,2917,18951,2581,3413,1069,4671,1162,25308,2627,19838,2320,1860,760,3610,1102,21538,2518,18203,2205,0,193,3335,975,6237,null,null,2924,null,null,707,null,null,2467,null,null,1788,null,null,3229,null,null,1145,null,null,2795,null,null,1313,null,null,2916,null,null,2128,null,null,1989,null,null,1130,null,null,2917,null,null,2581,null,null,1069,null,null,1162,null,null,2627,null,null,2320,null,null,760,null,null,1102,null,null,2518,null,null,2205,null,null,193,null,null,975,null,null,54
775766,10523,85747,4434,3778,853,63723,3992,18246,2230,137228,6142,17882,2270,113739,5399,5607,826,174065,5634,56775,3482,110158,4516,7132,993,129339,5464,96031,4589,27639,2674,5669,807,130768,5390,118265,5215,7182,1229,5321,826,118619,5120,112811,5003,1476,634,4332,798,10523,null,null,4434,null,null,853,null,null,3992,null,null,2230,null,null,6142,null,null,2270,null,null,5399,null,null,826,null,null,5634,null,null,3482,null,null,4516,null,null,993,null,null,5464,null,null,4589,null,null,2674,null,null,807,null,null,5390,null,null,5215,null,null,1229,null,null,826,null,null,5120,null,null,5003,null,null,634,null,null,798,null,null,55
69725,4085,6105,1226,349,294,4653,1102,1103,544,11543,1890,1566,666,8441,1659,1536,651,14183,2126,5246,1317,7770,1662,1167,507,11521,2277,6959,1773,3637,1313,925,426,12035,2105,10187,2003,1293,664,555,282,14338,2317,12758,2211,335,377,1245,647,4085,null,null,1226,null,null,294,null,null,1102,null,null,544,null,null,1890,null,null,666,null,null,1659,null,null,651,null,null,2126,null,null,1317,null,null,1662,null,null,507,null,null,2277,null,null,1773,null,null,1313,null,null,426,null,null,2105,null,null,2003,null,null,664,null,null,282,null,null,2317,null,null,2211,null,null,377,null,null,647,null,null,56
386766,8157,179778,6426,15042,2183,59799,4207,104937,4869,86077,4672,17426,2274,34185,3051,34466,2988,64566,4263,29590,3144,13375,1765,21601,2654,28809,2581,18496,2040,2150,704,8163,1357,18030,2219,13396,2012,680,464,3954,944,9506,1656,7660,1477,238,274,1608,533,8157,null,null,6426,null,null,2183,null,null,4207,null,null,4869,null,null,4672,null,null,2274,null,null,3051,null,null,2988,null,null,4263,null,null,3144,null,null,1765,null,null,2654,null,null,2581,null,null,2040,null,null,704,null,null,1357,null,null,2219,null,null,2012,null,null,464,null,null,944,null,null,1656,null,null,1477,null,null,274,null,null,533,null,null,72
584380,11458,106582,5280,4855,1120,66742,3863,34985,3330,118987,6035,13677,1630,89649,5328,15661,2179,125216,5456,44021,3339,66483,4768,14712,2353,81480,5127,58301,4060,16020,2550,7159,1484,83609,5400,70832,4886,4787,1401,7990,1431,68506,4761,62184,4769,834,500,5488,1196,11458,null,null,5280,null,null,1120,null,null,3863,null,null,3330,null,null,6035,null,null,1630,null,null,5328,null,null,2179,null,null,5456,null,null,3339,null,null,4768,null,null,2353,null,null,5127,null,null,4060,null,null,2550,null,null,1484,null,null,5400,null,null,4886,null,null,1401,null,null,1431,null,null,4761,null,null,4769,null,null,500,null,null,1196,null,null,01
88253,3611,4475,874,189,170,2804,645,1482,461,9257,1339,671,243,7411,1269,1175,413,13225,1735,2118,664,9746,1646,1361,377,13041,1527,5446,1282,6746,1170,849,275,19254,2052,12085,1452,5911,1298,1258,443,29001,2523,26171,2500,1105,474,1725,558,3611,null,null,874,null,null,170,null,null,645,null,null,461,null,null,1339,null,null,243,null,null,1269,null,null,413,null,null,1735,null,null,664,null,null,1646,null,null,377,null,null,1527,null,null,1282,null,null,1170,null,null,275,null,null,2052,null,null,1452,null,null,1298,null,null,443,null,null,2523,null,null,2500,null,null,474,null,null,558,null,null,02
926038,13205,110404,5630,5178,1002,72951,4496,32275,2887,128267,6328,9697,1541,110078,5965,8492,1472,183556,6220,37220,3276,136592,5577,9744,1559,149288,6296,80967,4628,62168,4997,6153,991,168113,5391,138663,5372,23607,2786,5843,1202,186410,8041,176361,7905,5059,1238,4990,1138,13205,null,null,5630,null,null,1002,null,null,4496,null,null,2887,null,null,6328,null,null,1541,null,null,5965,null,null,1472,null,null,6220,null,null,3276,null,null,5577,null,null,1559,null,null,6296,null,null,4628,null,null,4997,null,null,991,null,null,5391,null,null,5372,null,null,2786,null,null,1202,null,null,8041,null,null,7905,null,null,1238,null,null,1138,null,null,04
405086,8913,66092,4838,4341,1092,45504,3956,16247,2071,77088,4320,9491,1428,57797,3779,9800,1845,95134,5400,37920,3644,47795,4344,9419,1447,64951,4684,54339,4247,5889,1310,4723,1005,60448,4266,53379,3765,1776,881,5293,1062,41373,3548,38611,3360,88,145,2674,638,8913,null,null,4838,null,null,1092,null,null,3956,null,null,2071,null,null,4320,null,null,1428,null,null,3779,null,null,1845,null,null,5400,null,null,3644,null,null,4344,null,null,1447,null,null,4684,null,null,4247,null,null,1310,null,null,1005,null,null,4266,null,null,3765,null,null,881,null,null,1062,null,null,3548,null,null,3360,null,null,145,null,null,638,null,null,05
6000750,23585,491711,9906,10522,1794,334494,7710,146695,6454,787307,12812,72189,4439,684963,12529,30155,3021,1009577,17663,105647,5229,872571,16420,31359,2599,835449,15432,227812,7611,583358,13021,24279,2494,1038013,15489,544582,12138,466618,9780,26813,3178,1838693,19994,1583637,19790,212860,7718,42196,3020,23585,null,null,9906,null,null,1794,null,null,7710,null,null,6454,null,null,12812,null,null,4439,null,null,12529,null,null,3021,null,null,17663,null,null,5229,null,null,16420,null,null,2599,null,null,15432,null,null,7611,null,null,13021,null,null,2494,null,null,15489,null,null,12138,null,null,9780,null,null,3178,null,null,19994,null,null,19790,null,null,7718,null,null,3020,null,null,06
743160,11239,70587,3941,5610,1248,50354,3377,14623,1906,98114,5305,8827,1397,84311,5103,4976,982,136094,6063,17434,2161,112537,5557,6123,1137,120092,6239,45862,4161,69405,4351,4825,1226,148241,7293,99789,5939,45604,3503,2848,706,170032,6600,159119,6371,7151,1422,3762,990,11239,null,null,3941,null,null,1248,null,null,3377,null,null,1906,null,null,5305,null,null,1397,null,null,5103,null,null,982,null,null,6063,null,null,2161,null,null,5557,null,null,1137,null,null,6239,null,null,4161,null,null,4351,null,null,1226,null,null,7293,null,null,5939,null,null,3503,null,null,706,null,null,6600,null,null,6371,null,null,1422,null,null,990,null,null,08
478196,9202,53327,3436,3969,1112,37172,2797,12186,1850,70274,4526,13683,1956,53429,4359,3162,1003,88397,5280,14712,1896,69930,5175,3755,938,75356,3987,29370,3184,43772,3566,2214,776,80718,4637,57279,4156,20003,2381,3436,840,110124,5652,99107,5130,5805,1151,5212,1153,9202,null,null,3436,null,null,1112,null,null,2797,null,null,1850,null,null,4526,null,null,1956,null,null,4359,null,null,1003,null,null,5280,null,null,1896,null,null,5175,null,null,938,null,null,3987,null,null,3184,null,null,3566,null,null,776,null,null,4637,null,null,4156,null,null,2381,null,null,840,null,null,5652,null,null,5130,null,null,1151,null,null,1153,null,null,09
106080,4864,11367,1622,500,284,5854,1085,5013,1129,13553,1994,1692,658,10632,1834,1229,590,23554,2540,3630,980,19076,2426,848,412,16331,2341,7340,1582,8222,1612,769,495,19430,2447,14534,2195,4211,1264,685,318,21845,2512,20723,2492,326,236,796,389,4864,null,null,1622,null,null,284,null,null,1085,null,null,1129,null,null,1994,null,null,658,null,null,1834,null,null,590,null,null,2540,null,null,980,null,null,2426,null,null,412,null,null,2341,null,null,1582,null,null,1612,null,null,495,null,null,2447,null,null,2195,null,null,1264,null,null,318,null,null,2512,null,null,2492,null,null,236,null,null,389,null,null,10
170865,4218,26053,2772,2970,1076,16759,2041,6324,1360,20425,2202,4135,929,15741,2110,549,415,21977,2729,3956,988,17186,2294,835,552,15540,2126,5045,1093,10129,1763,366,223,24998,2562,14475,1952,9936,1628,587,475,61872,3443,52333,3450,8075,1409,1464,561,4218,null,null,2772,null,null,1076,null,null,2041,null,null,1360,null,null,2202,null,null,929,null,null,2110,null,null,415,null,null,2729,null,null,988,null,null,2294,null,null,552,null,null,2126,null,null,1093,null,null,1763,null,null,223,null,null,2562,null,null,1952,null,null,1628,null,null,475,null,null,3443,null,null,3450,null,null,1409,null,null,561,null,null,11
