B17001G_001E,B17001G_001M,B17001G_002E,B17001G_002M,B17001G_003E,B17001G_003M,B17001G_004E,B17001G_004M,B17001G_005E,B17001G_005M,B17001G_006E,B17001G_006M,B17001G_007E,B17001G_007M,B17001G_008E,B17001G_008M,B17001G_009E,B17001G_009M,B17001G_010E,B17001G_010M,B17001G_011E,B17001G_011M,B17001G_012E,B17001G_012M,B17001G_013E,B17001G_013M,B17001G_014E,B17001G_014M,B17001G_015E,B17001G_015M,B17001G_016E,B17001G_016M,B17001G_017E,B17001G_017M,B17001G_018E,B17001G_018M,B17001G_019E,B17001G_019M,B17001G_020E,B17001G_020M,B17001G_021E,B17001G_021M,B17001G_022E,B17001G_022M,B17001G_023E,B17001G_023M,B17001G_024E,B17001G_024M,B17001G_025E,B17001G_025M,B17001G_026E,B17001G_026M,B17001G_027E,B17001G_027M,B17001G_028E,B17001G_028M,B17001G_029E,B17001G_029M,B17001G_030E,B17001G_030M,B17001G_031E,B17001G_031M,B17001G_032E,B17001G_032M,B17001G_033E,B17001G_033M,B17001G_034E,B17001G_034M,B17001G_035E,B17001G_035M,B17001G_036E,B17001G_036M,B17001G_037E,B17001G_037M,B17001G_038E,B17001G_038M,B17001G_039E,B17001G_039M,B17001G_040E,B17001G_040M,B17001G_041E,B17001G_041M,B17001G_042E,B17001G_042M,B17001G_043E,B17001G_043M,B17001G_044E,B17001G_044M,B17001G_045E,B17001G_045M,B17001G_046E,B17001G_046M,B17001G_047E,B17001G_047M,B17001G_048E,B17001G_048M,B17001G_049E,B17001G_049M,B17001G_050E,B17001G_050M,B17001G_051E,B17001G_051M,B17001G_052E,B17001G_052M,B17001G_053E,B17001G_053M,B17001G_054E,B17001G_054M,B17001G_055E,B17001G_055M,B17001G_056E,B17001G_056M,B17001G_057E,B17001G_057M,B17001G_058E,B17001G_058M,B17001G_059E,B17001G_059M,B17001G_001M,B17001G_001EA,B17001G_001MA,B17001G_002M,B17001G_002EA,B17001G_002MA,B17001G_003M,B17001G_003EA,B17001G_003MA,B17001G_004M,B17001G_004EA,B17001G_004MA,B17001G_005M,B17001G_005EA,B17001G_005MA,B17001G_006M,B17001G_006EA,B17001G_006MA,B17001G_007M,B17001G_007EA,B17001G_007MA,B17001G_008M,B17001G_008EA,B17001G_008MA,B17001G_009M,B17001G_009EA,B17001G_009MA,B17001G_010M,B17001G_010EA,B17001G_010MA,B17001G_011M,B17001G_011EA,B17001G_011MA,B17001G_012M,B17001G_012EA,B17001G_012MA,B17001G_013M,B17001G_013EA,B17001G_013MA,B17001G_014M,B17001G_014EA,B17001G_014MA,B17001G_015M,B17001G_015EA,B17001G_015MA,B17001G_016M,B17001G_016EA,B17001G_016MA,B17001G_017M,B17001G_017EA,B17001G_017MA,B17001G_018M,B17001G_018EA,B17001G_018MA,B17001G_019M,B17001G_019EA,B17001G_019MA,B17001G_020M,B17001G_020EA,B17001G_020MA,B17001G_021M,B17001G_021EA,B17001G_021MA,B17001G_022M,B17001G_022EA,B17001G_022MA,B17001G_023M,B17001G_023EA,B17001G_023MA,B17001G_024M,B17001G_024EA,B17001G_024MA,B17001G_025M,B17001G_025EA,B17001G_025MA,B17001G_026M,B17001G_026EA,B17001G_026MA,B17001G_027M,B17001G_027EA,B17001G_027MA,B17001G_028M,B17001G_028EA,B17001G_028MA,B17001G_029M,B17001G_029EA,B17001G_029MA,B17001G_030M,B17001G_030EA,B17001G_030MA,B17001G_031M,B17001G_031EA,B17001G_031MA,B17001G_032M,B17001G_032EA,B17001G_032MA,B17001G_033M,B17001G_033EA,B17001G_033MA,B17001G_034M,B17001G_034EA,B17001G_034MA,B17001G_035M,B17001G_035EA,B17001G_035MA,B17001G_036M,B17001G_036EA,B17001G_036MA,B17001G_037M,B17001G_037EA,B17001G_037MA,B17001G_038M,B17001G_038EA,B17001G_038MA,B17001G_039M,B17001G_039EA,B17001G_039MA,B17001G_040M,B17001G_040EA,B17001G_040MA,B17001G_041M,B17001G_041EA,B17001G_041MA,B17001G_042M,B17001G_042EA,B17001G_042MA,B17001G_043M,B17001G_043EA,B17001G_043MA,B17001G_044M,B17001G_044EA,B17001G_044MA,B17001G_045M,B17001G_045EA,B17001G_045MA,B17001G_046M,B17001G_046EA,B17001G_046MA,B17001G_047M,B17001G_047EA,B17001G_047MA,B17001G_048M,B17001G_048EA,B17001G_048MA,B17001G_049M,B17001G_049EA,B17001G_049MA,B17001G_050M,B17001G_050EA,B17001G_050MA,B17001G_051M,B17001G_051EA,B17001G_051MA,B17001G_052M,B17001G_052EA,B17001G_052MA,B17001G_053M,B17001G_053EA,B17001G_053MA,B17001G_054M,B17001G_054EA,B17001G_054MA,B17001G_055M,B17001G_055EA,B17001G_055MA,B17001G_056M,B17001G_056EA,B17001G_056MA,B17001G_057M,B17001G_057EA,B17001G_057MA,B17001G_058M,B17001G_058EA,B17001G_058MA,B17001G_059M,B17001G_059EA,B17001G_059MA,state
294734,7968,65194,5530,31095,3066,4721,942,1764,819,7332,1469,2598,620,1085,423,828,307,3697,1341,3102,644,2446,686,1486,390,1064,314,749,308,223,141,34099,3111,5712,1364,1055,407,5438,1042,2412,517,518,259,900,359,4362,882,5258,1005,2549,489,1969,518,2119,637,1021,386,786,350,229540,7354,116508,4647,15838,1790,2640,662,14940,1585,8443,1233,2338,558,4400,776,13224,1892,14483,1451,12212,1191,11068,1137,9207,999,5350,755,2365,416,113032,4127,10758,1234,2475,729,15840,1712,6962,1007,2648,545,3924,760,12481,1597,15730,1263,12206,1214,11106,1129,8424,1024,5834,819,4644,699,7968,null,null,5530,null,null,3066,null,null,942,null,null,819,null,null,1469,null,null,620,null,null,423,null,null,307,null,null,1341,null,null,644,null,null,686,null,null,390,null,null,314,null,null,308,null,null,141,null,null,3111,null,null,1364,null,null,407,null,null,1042,null,null,517,null,null,259,null,null,359,null,null,882,null,null,1005,null,null,489,null,null,518,null,null,637,null,null,386,null,null,350,null,null,7354,null,null,4647,null,null,1790,null,null,662,null,null,1585,null,null,1233,null,null,558,null,null,776,null,null,1892,null,null,1451,null,null,1191,null,null,1137,null,null,999,null,null,755,null,null,416,null,null,4127,null,null,1234,null,null,729,null,null,1712,null,null,1007,null,null,545,null,null,760,null,null,1597,null,null,1263,null,null,1214,null,null,1129,null,null,1024,null,null,819,null,null,699,null,null,40
200398,10671,39315,5759,18763,2988,2997,1227,596,453,3437,1041,914,511,530,464,645,339,2659,966,2751,1021,1422,697,1288,550,1073,515,431,352,20,37,20552,3540,3202,1083,513,356,3037,1360,765,317,231,233,858,514,2807,1181,3075,984,2715,1082,1217,647,1525,505,434,285,173,181,161083,9052,81478,6115,11017,1730,2667,965,11966,2115,5032,1156,1185,475,3553,1188,10356,1992,10389,1694,10676,1707,6266,1305,4724,788,2222,608,1425,515,79605,4942,9353,1706,1846,718,11251,1969,5664,1401,1170,548,2822,869,7649,1619,11879,1780,9144,1610,7769,1297,5241,1131,3433,870,2384,694,10671,null,null,5759,null,null,2988,null,null,1227,null,null,453,null,null,1041,null,null,511,null,null,464,null,null,339,null,null,966,null,null,1021,null,null,697,null,null,550,null,null,515,null,null,352,null,null,37,null,null,3540,null,null,1083,null,null,356,null,null,1360,null,null,317,null,null,233,null,null,514,null,null,1181,null,null,984,null,null,1082,null,null,647,null,null,505,null,null,285,null,null,181,null,null,9052,null,null,6115,null,null,1730,null,null,965,null,null,2115,null,null,1156,null,null,475,null,null,1188,null,null,1992,null,null,1694,null,null,1707,null,null,1305,null,null,788,null,null,608,null,null,515,null,null,4942,null,null,1706,null,null,718,null,null,1969,null,null,1401,null,null,548,null,null,869,null,null,1619,null,null,1780,null,null,1610,null,null,1297,null,null,1131,null,null,870,null,null,694,null,null,41
310076,13778,77912,7228,35360,3830,7667,1500,1338,624,6964,1506,3294,1262,584,308,1325,560,3974,1043,3460,1092,2810,946,1963,765,1252,404,623,340,106,137,42552,4677,6405,1597,1128,615,8800,1963,3722,1101,918,546,2313,924,4678,1184,4986,1118,3673,1078,2438,879,2052,690,934,452,505,331,232164,12753,117909,6938,18808,2340,2640,910,20387,2465,9524,1829,2730,873,5501,1041,12284,2082,15157,2223,11313,1902,8884,1442,6395,1300,2407,669,1879,693,114255,7797,14825,2405,4298,1140,18133,2295,10133,1778,3042,979,4738,1213,10792,1833,14064,1998,11579,1880,9138,1641,8071,1337,3492,877,1950,702,13778,null,null,7228,null,null,3830,null,null,1500,null,null,624,null,null,1506,null,null,1262,null,null,308,null,null,560,null,null,1043,null,null,1092,null,null,946,null,null,765,null,null,404,null,null,340,null,null,137,null,null,4677,null,null,1597,null,null,615,null,null,1963,null,null,1101,null,null,546,null,null,924,null,null,1184,null,null,1118,null,null,1078,null,null,879,null,null,690,null,null,452,null,null,331,null,null,12753,null,null,6938,null,null,2340,null,null,910,null,null,2465,null,null,1829,null,null,873,null,null,1041,null,null,2082,null,null,2223,null,null,1902,null,null,1442,null,null,1300,null,null,669,null,null,693,null,null,7797,null,null,2405,null,null,1140,null,null,2295,null,null,1778,null,null,979,null,null,1213,null,null,1833,null,null,1998,null,null,1880,null,null,1641,null,null,1337,null,null,877,null,null,702,null,null,42
31262,4405,7232,2237,2762,1213,548,584,42,72,333,324,476,374,302,303,58,86,185,231,185,221,0,208,525,598,108,132,0,208,0,208,4470,1512,570,455,176,212,899,583,330,344,0,208,153,169,756,525,714,477,417,384,338,295,89,111,28,50,0,208,24030,3744,11523,2363,1018,480,308,266,2057,935,995,546,46,78,1093,569,830,404,1550,770,1608,701,1076,546,435,333,412,292,95,115,12507,2178,2573,1176,133,169,1385,539,714,405,270,215,389,336,1183,599,2228,795,992,619,641,417,1500,533,354,226,145,143,4405,null,null,2237,null,null,1213,null,null,584,null,null,72,null,null,324,null,null,374,null,null,303,null,null,86,null,null,231,null,null,221,null,null,208,null,null,598,null,null,132,null,null,208,null,null,208,null,null,1512,null,null,455,null,null,212,null,null,583,null,null,344,null,null,208,null,null,169,null,null,525,null,null,477,null,null,384,null,null,295,null,null,111,null,null,50,null,null,208,null,null,3744,null,null,2363,null,null,480,null,null,266,null,null,935,null,null,546,null,null,78,null,null,569,null,null,404,null,null,770,null,null,701,null,null,546,null,null,333,null,null,292,null,null,115,null,null,2178,null,null,1176,null,null,169,null,null,539,null,null,405,null,null,215,null,null,336,null,null,599,null,null,795,null,null,619,null,null,417,null,null,533,null,null,226,null,null,143,null,null,44
102948,8997,29193,5217,14589,3129,4328,1529,834,508,3224,1183,1310,632,264,190,525,379,1463,779,833,520,773,651,291,248,744,431,0,207,0,207,14604,2712,2993,1095,229,236,3166,978,817,493,337,280,558,432,1912,886,1264,634,1231,709,672,343,683,372,353,319,389,372,73755,7292,37753,4603,8728,2251,1105,589,5843,1618,3101,1129,698,396,806,465,3353,1077,4509,1202,3862,1154,2481,812,1825,653,1144,476,298,191,36002,4394,5906,1401,764,474,5715,1424,2854,935,1161,558,1661,672,3542,1099,4380,1374,2547,878,3019,837,1567,566,1941,719,945,419,8997,null,null,5217,null,null,3129,null,null,1529,null,null,508,null,null,1183,null,null,632,null,null,190,null,null,379,null,null,779,null,null,520,null,null,651,null,null,248,null,null,431,null,null,207,null,null,207,null,null,2712,null,null,1095,null,null,236,null,null,978,null,null,493,null,null,280,null,null,432,null,null,886,null,null,634,null,null,709,null,null,343,null,null,372,null,null,319,null,null,372,null,null,7292,null,null,4603,null,null,2251,null,null,589,null,null,1618,null,null,1129,null,null,396,null,null,465,null,null,1077,null,null,1202,null,null,1154,null,null,812,null,null,653,null,null,476,null,null,191,null,null,4394,null,null,1401,null,null,474,null,null,1424,null,null,935,null,null,558,null,null,672,null,null,1099,null,null,1374,null,null,878,null,null,837,null,null,566,null,null,719,null,null,419,null,null,45
20525,2941,5757,1693,2967,1113,525,366,367,415,602,399,194,138,0,157,249,316,480,473,550,433,0,157,0,157,0,157,0,157,0,157,2790,973,525,307,0,157,211,181,422,369,131,171,50,105,189,196,821,413,161,196,148,237,0,157,85,138,47,84,14768,2495,7461,1550,674,437,668,627,1366,515,749,455,151,134,260,180,960,502,831,565,477,317,398,256,759,508,74,74,94,95,7307,1536,1590,736,273,193,1096,475,638,306,78,91,458,331,1160,635,545,316,549,320,363,251,445,453,101,122,11,16,2941,null,null,1693,null,null,1113,null,null,366,null,null,415,null,null,399,null,null,138,null,null,157,null,null,316,null,null,473,null,null,433,null,null,157,null,null,157,null,null,157,null,null,157,null,null,157,null,null,973,null,null,307,null,null,157,null,null,181,null,null,369,null,null,171,null,null,105,null,null,196,null,null,413,null,null,196,null,null,237,null,null,157,null,null,138,null,null,84,null,null,2495,null,null,1550,null,null,437,null,null,627,null,null,515,null,null,455,null,null,134,null,null,180,null,null,502,null,null,565,null,null,317,null,null,256,null,null,508,null,null,74,null,null,95,null,null,1536,null,null,736,null,null,193,null,null,475,null,null,306,null,null,91,null,null,331,null,null,635,null,null,316,null,null,320,null,null,251,null,null,453,null,null,122,null,null,16,null,null,46
135163,9722,32509,4183,14817,2556,3199,1155,435,299,3650,1061,1385,569,614,359,707,526,1411,712,1490,775,334,281,306,243,949,561,202,212,135,187,17692,2830,3692,1225,519,466,3595,1109,518,297,254,292,536,362,1478,541,2628,908,1831,741,1206,472,1061,660,193,190,181,212,102654,8422,52094,4637,8215,1636,835,440,8788,1969,3278,1242,1403,735,2880,960,5867,1350,6029,1451,4812,1184,3772,1121,3526,860,1709,608,980,470,50560,5087,6885,1460,2143,845,8168,2121,3450,1138,848,509,1616,647,5437,1574,5727,1299,4075,919,4627,1312,3743,825,2830,851,1011,366,9722,null,null,4183,null,null,2556,null,null,1155,null,null,299,null,null,1061,null,null,569,null,null,359,null,null,526,null,null,712,null,null,775,null,null,281,null,null,243,null,null,561,null,null,212,null,null,187,null,null,2830,null,null,1225,null,null,466,null,null,1109,null,null,297,null,null,292,null,null,362,null,null,541,null,null,908,null,null,741,null,null,472,null,null,660,null,null,190,null,null,212,null,null,8422,null,null,4637,null,null,1636,null,null,440,null,null,1969,null,null,1242,null,null,735,null,null,960,null,null,1350,null,null,1451,null,null,1184,null,null,1121,null,null,860,null,null,608,null,null,470,null,null,5087,null,null,1460,null,null,845,null,null,2121,null,null,1138,null,null,509,null,null,647,null,null,1574,null,null,1299,null,null,919,null,null,1312,null,null,825,null,null,851,null,null,366,null,null,47
696627,21344,107002,8922,51025,5355,10415,2395,1695,849,10867,2607,4092,1503,1234,786,1916,993,6604,1639,5463,1576,2990,925,2499,743,1493,744,1068,530,689,379,55977,5767,9378,2037,1690,762,8939,1834,3095,1099,798,575,2839,957,6398,1514,8460,1809,4002,1074,3514,1015,4059,982,1959,746,846,325,589625,19753,296696,12186,42755,3489,8508,1503,46925,4100,19806,2745,6501,1241,15034,2422,30336,3518,41847,4150,29530,2912,24037,2737,17671,2048,8942,1452,4804,1145,292929,10847,38529,3472,6885,1489,45496,4525,19985,2688,6307,1519,11802,1612,29875,3071,40887,3910,33809,2715,22618,2491,19339,2075,12441,1477,4956,1051,21344,null,null,8922,null,null,5355,null,null,2395,null,null,849,null,null,2607,null,null,1503,null,null,786,null,null,993,null,null,1639,null,null,1576,null,null,925,null,null,743,null,null,744,null,null,530,null,null,379,null,null,5767,null,null,2037,null,null,762,null,null,1834,null,null,1099,null,null,575,null,null,957,null,null,1514,null,null,1809,null,null,1074,null,null,1015,null,null,982,null,null,746,null,null,325,null,null,19753,null,null,12186,null,null,3489,null,null,1503,null,null,4100,null,null,2745,null,null,1241,null,null,2422,null,null,3518,null,null,4150,null,null,2912,null,null,2737,null,null,2048,null,null,1452,null,null,1145,null,null,10847,null,null,3472,null,null,1489,null,null,4525,null,null,2688,null,null,1519,null,null,1612,null,null,3071,null,null,3910,null,null,2715,null,null,2491,null,null,2075,null,null,1477,null,null,1051,null,null,48
86557,6546,9797,2214,4745,1420,1580,758,78,133,1019,575,469,346,0,190,87,96,857,581,204,170,226,227,133,127,31,51,0,190,61,106,5052,1394,705,460,167,223,352,249,319,246,123,214,260,219,1952,716,874,548,200,208,44,73,0,190,56,97,0,190,76760,6361,38684,3759,5481,1294,876,389,6400,1321,3208,911,807,428,2017,597,6196,1436,4166,996,4275,1268,2964,973,1275,448,705,416,314,226,38076,3839,6529,1251,1314,540,6235,1336,2717,844,933,455,1579,597,6164,1327,5052,1187,2794,675,2169,685,1283,548,625,292,682,523,6546,null,null,2214,null,null,1420,null,null,758,null,null,133,null,null,575,null,null,346,null,null,190,null,null,96,null,null,581,null,null,170,null,null,227,null,null,127,null,null,51,null,null,190,null,null,106,null,null,1394,null,null,460,null,null,223,null,null,249,null,null,246,null,null,214,null,null,219,null,null,716,null,null,548,null,null,208,null,null,73,null,null,190,null,null,97,null,null,190,null,null,6361,null,null,3759,null,null,1294,null,null,389,null,null,1321,null,null,911,null,null,428,null,null,597,null,null,1436,null,null,996,null,null,1268,null,null,973,null,null,448,null,null,416,null,null,226,null,null,3839,null,null,1251,null,null,540,null,null,1336,null,null,844,null,null,455,null,null,597,null,null,1327,null,null,1187,null,null,675,null,null,685,null,null,548,null,null,292,null,null,523,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
300626,12848,42291,5196,19256,2741,4858,1529,936,635,3563,1129,1270,655,155,178,489,357,3697,1182,2035,981,639,300,541,306,908,468,100,89,65,103,23035,3464,3875,1516,675,392,3708,1012,1054,546,546,442,448,323,4512,1502,3150,914,1183,473,1442,713,988,575,750,403,704,455,258335,11549,132420,7572,21390,2384,3451,961,20843,2790,10730,1916,3655,975,6067,1138,15722,2163,16018,2259,11467,1879,9524,1614,7934,1346,3859,983,1760,635,125915,7087,19269,2472,4486,1182,18358,2451,8075,1800,2940,706,5638,1135,13425,2049,19203,2515,11625,2030,10508,1534,7392,1500,3011,852,1985,629,12848,null,null,5196,null,null,2741,null,null,1529,null,null,635,null,null,1129,null,null,655,null,null,178,null,null,357,null,null,1182,null,null,981,null,null,300,null,null,306,null,null,468,null,null,89,null,null,103,null,null,3464,null,null,1516,null,null,392,null,null,1012,null,null,546,null,null,442,null,null,323,null,null,1502,null,null,914,null,null,473,null,null,713,null,null,575,null,null,403,null,null,455,null,null,11549,null,null,7572,null,null,2384,null,null,961,null,null,2790,null,null,1916,null,null,975,null,null,1138,null,null,2163,null,null,2259,null,null,1879,null,null,1614,null,null,1346,null,null,983,null,null,635,null,null,7087,null,null,2472,null,null,1182,null,null,2451,null,null,1800,null,null,706,null,null,1135,null,null,2049,null,null,2515,null,null,2030,null,null,1534,null,null,1500,null,null,852,null,null,629,null,null,51
403155,15422,55581,5801,23099,2869,2926,882,259,212,3863,921,1566,679,489,273,808,508,3795,996,2694,874,2709,1090,2555,1082,941,437,347,251,147,150,32482,3981,3891,1540,228,174,5531,1409,1986,681,522,316,1889,661,4974,1299,5193,1108,2723,1014,2429,915,2281,863,697,340,138,135,347574,15089,178686,9226,22487,2904,5832,1377,30680,3487,11798,1850,4227,1029,8533,1456,19578,2948,27418,2696,17970,2078,12864,1677,10419,1471,4528,1094,2352,808,168888,7873,24148,2297,4083,1221,25678,2675,11734,2045,2688,722,6779,1377,19453,2379,24083,2641,17197,2055,14163,1964,11145,1488,5268,979,2469,713,15422,null,null,5801,null,null,2869,null,null,882,null,null,212,null,null,921,null,null,679,null,null,273,null,null,508,null,null,996,null,null,874,null,null,1090,null,null,1082,null,null,437,null,null,251,null,null,150,null,null,3981,null,null,1540,null,null,174,null,null,1409,null,null,681,null,null,316,null,null,661,null,null,1299,null,null,1108,null,null,1014,null,null,915,null,null,863,null,null,340,null,null,135,null,null,15089,null,null,9226,null,null,2904,null,null,1377,null,null,3487,null,null,1850,null,null,1029,null,null,1456,null,null,2948,null,null,2696,null,null,2078,null,null,1677,null,null,1471,null,null,1094,null,null,808,null,null,7873,null,null,2297,null,null,1221,null,null,2675,null,null,2045,null,null,722,null,null,1377,null,null,2379,null,null,2641,null,null,2055,null,null,1964,null,null,1488,null,null,979,null,null,713,null,null,53
29673,3375,7348,1805,3543,1073,861,525,35,66,822,403,114,118,41,97,343,315,537,515,202,219,31,55,275,424,79,106,203,239,0,193,3805,1133,482,400,170,281,1316,760,205,234,57,100,67,106,221,204,661,499,0,193,222,268,404,337,0,193,0,193,22325,2977,10909,1915,1568,622,415,246,2062,657,1628,787,157,161,568,374,760,442,902,559,403,323,889,423,1006,548,393,354,158,201,11416,2023,1793,802,378,295,1712,610,862,490,251,272,774,425,769,504,772,441,1131,522,879,410,861,396,903,519,331,307,3375,null,null,1805,null,null,1073,null,null,525,null,null,66,null,null,403,null,null,118,null,null,97,null,null,315,null,null,515,null,null,219,null,null,55,null,null,424,null,null,106,null,null,239,null,null,193,null,null,1133,null,null,400,null,null,281,null,null,760,null,null,234,null,null,100,null,null,106,null,null,204,null,null,499,null,null,193,null,null,268,null,null,337,null,null,193,null,null,193,null,null,2977,null,null,1915,null,null,622,null,null,246,null,null,657,null,null,787,null,null,161,null,null,374,null,null,442,null,null,559,null,null,323,null,null,423,null,null,548,null,null,354,null,null,201,null,null,2023,null,null,802,null,null,295,null,null,610,null,null,490,null,null,272,null,null,425,null,null,504,null,null,441,null,null,522,null,null,410,null,null,396,null,null,519,null,null,307,null,null,54
133369,7653,30993,3880,14445,2099,3077,914,1496,731,3495,990,713,341,206,217,1005,527,1799,687,677,365,660,355,622,372,502,259,108,159,85,106,16548,2545,2512,1111,1253,583,3353,931,1426,710,175,192,558,414,2220,775,1954,654,1379,776,932,512,301,204,189,118,296,278,102376,7068,52154,4352,8321,1371,1917,660,10517,1742,3949,929,1159,598,2685,1049,6951,1258,6602,1428,4613,920,2376,651,1553,476,1075,344,436,200,50222,4031,8832,1646,1599,610,9736,1615,3553,767,922,496,2485,614,5240,1134,6180,1274,3728,949,3727,773,2331,604,1081,412,808,403,7653,null,null,3880,null,null,2099,null,null,914,null,null,731,null,null,990,null,null,341,null,null,217,null,null,527,null,null,687,null,null,365,null,null,355,null,null,372,null,null,259,null,null,159,null,null,106,null,null,2545,null,null,1111,null,null,583,null,null,931,null,null,710,null,null,192,null,null,414,null,null,775,null,null,654,null,null,776,null,null,512,null,null,204,null,null,118,null,null,278,null,null,7068,null,null,4352,null,null,1371,null,null,660,null,null,1742,null,null,929,null,null,598,null,null,1049,null,null,1258,null,null,1428,null,null,920,null,null,651,null,null,476,null,null,344,null,null,200,null,null,4031,null,null,1646,null,null,610,null,null,1615,null,null,767,null,null,496,null,null,614,null,null,1134,null,null,1274,null,null,949,null,null,773,null,null,604,null,null,412,null,null,403,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
144155,10092,64613,7334,29938,3994,2329,810,491,385,2775,765,1203,606,288,195,1410,587,2876,955,4863,1598,4282,1436,3090,995,3237,846,1881,660,1213,518,34675,4406,2248,993,123,195,4793,1353,2022,902,254,283,1389,628,3560,1111,4270,1146,3495,997,4519,1176,3400,1014,2422,772,2180,744,79542,7454,39029,3844,354,241,565,484,2318,875,1206,637,259,227,1420,690,3405,1351,5935,1486,5871,1381,5670,1094,4971,1023,4432,1078,2623,769,40513,4361,2446,1148,479,342,2326,1018,1855,846,595,474,737,372,3140,972,4673,1097,6130,1603,5555,1182,5176,1055,4379,1080,3022,829,10092,null,null,7334,null,null,3994,null,null,810,null,null,385,null,null,765,null,null,606,null,null,195,null,null,587,null,null,955,null,null,1598,null,null,1436,null,null,995,null,null,846,null,null,660,null,null,518,null,null,4406,null,null,993,null,null,195,null,null,1353,null,null,902,null,null,283,null,null,628,null,null,1111,null,null,1146,null,null,997,null,null,1176,null,null,1014,null,null,772,null,null,744,null,null,7454,null,null,3844,null,null,241,null,null,484,null,null,875,null,null,637,null,null,227,null,null,690,null,null,1351,null,null,1486,null,null,1381,null,null,1094,null,null,1023,null,null,1078,null,null,769,null,null,4361,null,null,1148,null,null,342,null,null,1018,null,null,846,null,null,474,null,null,372,null,null,972,null,null,1097,null,null,1603,null,null,1182,null,null,1055,null,null,1080,null,null,829,null,null,72
81133,6924,18934,4228,9095,2063,1882,810,334,307,1956,755,706,502,104,112,481,263,1325,568,509,483,362,310,1003,581,173,119,151,183,109,149,9839,2599,1515,858,359,247,2166,978,745,383,313,207,145,167,1659,773,964,644,356,308,718,463,289,165,473,278,137,182,62199,5287,32530,3372,4935,1466,547,346,5309,1280,2021,661,1322,725,595,375,3704,990,4376,1001,1275,569,3535,1049,2398,567,1791,645,722,319,29669,3140,3422,1229,1125,701,3630,1206,2030,757,697,390,1187,582,3078,1066,3803,1110,2266,857,2998,734,2730,680,1926,571,777,318,6924,null,null,4228,null,null,2063,null,null,810,null,null,307,null,null,755,null,null,502,null,null,112,null,null,263,null,null,568,null,null,483,null,null,310,null,null,581,null,null,119,null,null,183,null,null,149,null,null,2599,null,null,858,null,null,247,null,null,978,null,null,383,null,null,207,null,null,167,null,null,773,null,null,644,null,null,308,null,null,463,null,null,165,null,null,278,null,null,182,null,null,5287,null,null,3372,null,null,1466,null,null,346,null,null,1280,null,null,661,null,null,725,null,null,375,null,null,990,null,null,1001,null,null,569,null,null,1049,null,null,567,null,null,645,null,null,319,null,null,3140,null,null,1229,null,null,701,null,null,1206,null,null,757,null,null,390,null,null,582,null,null,1066,null,null,1110,null,null,857,null,null,734,null,null,680,null,null,571,null,null,318,null,null,01
