C27006_001E,C27006_001M,C27006_002E,C27006_002M,C27006_003E,C27006_003M,C27006_004E,C27006_004M,C27006_005E,C27006_005M,C27006_006E,C27006_006M,C27006_007E,C27006_007M,C27006_008E,C27006_008M,C27006_009E,C27006_009M,C27006_010E,C27006_010M,C27006_011E,C27006_011M,C27006_012E,C27006_012M,C27006_013E,C27006_013M,C27006_014E,C27006_014M,C27006_015E,C27006_015M,C27006_016E,C27006_016M,C27006_017E,C27006_017M,C27006_018E,C27006_018M,C27006_019E,C27006_019M,C27006_020E,C27006_020M,C27006_021E,C27006_021M,C27006_001M,C27006_001EA,C27006_001MA,C27006_002M,C27006_002EA,C27006_002MA,C27006_003M,C27006_003EA,C27006_003MA,C27006_004M,C27006_004EA,C27006_004MA,C27006_005M,C27006_005EA,C27006_005MA,C27006_006M,C27006_006EA,C27006_006MA,C27006_007M,C27006_007EA,C27006_007MA,C27006_008M,C27006_008EA,C27006_008MA,C27006_009M,C27006_009EA,C27006_009MA,C27006_010M,C27006_010EA,C27006_010MA,C27006_011M,C27006_011EA,C27006_011MA,C27006_012M,C27006_012EA,C27006_012MA,C27006_013M,C27006_013EA,C27006_013MA,C27006_014M,C27006_014EA,C27006_014MA,C27006_015M,C27006_015EA,C27006_015MA,C27006_016M,C27006_016EA,C27006_016MA,C27006_017M,C27006_017EA,C27006_017MA,C27006_018M,C27006_018EA,C27006_018MA,C27006_019M,C27006_019EA,C27006_019MA,C27006_020M,C27006_020EA,C27006_020MA,C27006_021M,C27006_021EA,C27006_021MA,state
20294479,4316,9829594,8614,2112080,5936,12300,2213,2099780,6599,5904200,6573,243120,10161,5661080,11653,1813314,2918,1728491,6391,84823,5622,10464885,7394,2024265,6201,13451,2503,2010814,6982,6233188,6388,264474,9165,5968714,11326,2207432,3525,2118476,6844,88956,6006,4316,null,null,8614,null,null,5936,null,null,2213,null,null,6599,null,null,6573,null,null,10161,null,null,11653,null,null,2918,null,null,6391,null,null,5622,null,null,7394,null,null,6201,null,null,2503,null,null,6982,null,null,6388,null,null,9165,null,null,11326,null,null,3525,null,null,6844,null,null,6006,null,null,12
10120788,3683,4866326,9202,1278525,6524,13554,2974,1264971,7249,3007980,5944,120442,6580,2887538,8763,579821,2820,552516,3760,27305,2858,5254462,8566,1227801,6266,14040,2660,1213761,6446,3276179,5335,136948,7344,3139231,8388,750482,3112,719873,4133,30609,2913,3683,null,null,9202,null,null,6524,null,null,2974,null,null,7249,null,null,5944,null,null,6580,null,null,8763,null,null,2820,null,null,3760,null,null,2858,null,null,8566,null,null,6266,null,null,2660,null,null,6446,null,null,5335,null,null,7344,null,null,8388,null,null,3112,null,null,4133,null,null,2913,null,null,13
1378730,2525,677111,2948,158446,1679,378,272,158068,1675,410306,2522,11681,1623,398625,3137,108359,748,101785,1639,6574,1473,701619,2294,149115,1601,380,260,148735,1646,422129,1392,9419,1819,412710,2117,130375,608,123319,1364,7056,1287,2525,null,null,2948,null,null,1679,null,null,272,null,null,1675,null,null,2522,null,null,1623,null,null,3137,null,null,748,null,null,1639,null,null,1473,null,null,2294,null,null,1601,null,null,260,null,null,1646,null,null,1392,null,null,1819,null,null,2117,null,null,608,null,null,1364,null,null,1287,null,null,15
1662867,795,826763,2862,224061,2267,946,462,223115,2231,483518,2283,18172,2346,465346,3343,119184,1381,114454,1243,4730,1092,836104,2843,211569,2313,1174,643,210395,2478,491285,2261,19145,2137,472140,2840,133250,1310,129412,1638,3838,1163,795,null,null,2862,null,null,2267,null,null,462,null,null,2231,null,null,2283,null,null,2346,null,null,3343,null,null,1381,null,null,1243,null,null,1092,null,null,2843,null,null,2313,null,null,643,null,null,2478,null,null,2261,null,null,2137,null,null,2840,null,null,1310,null,null,1638,null,null,1163,null,null,16
12620388,1326,6168002,5264,1490060,3503,6075,1261,1483985,3580,3887432,3538,122227,6728,3765205,6945,790510,2369,752319,3635,38191,3143,6452386,5163,1429803,3510,8159,2491,1421644,4256,4005183,3752,128675,5741,3876508,6356,1017400,3138,976457,3877,40943,2913,1326,null,null,5264,null,null,3503,null,null,1261,null,null,3580,null,null,3538,null,null,6728,null,null,6945,null,null,2369,null,null,3635,null,null,3143,null,null,5163,null,null,3510,null,null,2491,null,null,4256,null,null,3752,null,null,5741,null,null,6356,null,null,3138,null,null,3877,null,null,2913,null,null,17
6534914,919,3204187,6049,806805,4437,6404,1845,800401,4789,1973871,3957,91619,4924,1882252,5963,423511,2113,408596,2620,14915,2018,3330727,6017,767120,4715,3369,945,763751,4713,2029840,3460,94464,4075,1935376,5429,533767,2085,518448,2750,15319,1852,919,null,null,6049,null,null,4437,null,null,1845,null,null,4789,null,null,3957,null,null,4924,null,null,5963,null,null,2113,null,null,2620,null,null,2018,null,null,6017,null,null,4715,null,null,945,null,null,4713,null,null,3460,null,null,4075,null,null,5429,null,null,2085,null,null,2750,null,null,1852,null,null,18
3091437,506,1532095,3125,372234,2393,1397,560,370837,2411,939004,2421,30324,2651,908680,3619,220857,1607,214162,1918,6695,1202,1559342,3175,352763,2382,1496,504,351267,2488,936201,2356,32798,2982,903403,3804,270378,1619,265154,1858,5224,905,506,null,null,3125,null,null,2393,null,null,560,null,null,2411,null,null,2421,null,null,2651,null,null,3619,null,null,1607,null,null,1918,null,null,1202,null,null,3175,null,null,2382,null,null,504,null,null,2488,null,null,2356,null,null,2982,null,null,3804,null,null,1619,null,null,1858,null,null,905,null,null,19
2850862,1447,1408996,4885,366317,3766,1303,575,365014,3776,853471,3148,31372,2384,822099,3723,189208,1418,183182,1586,6026,1030,1441866,4484,346785,3953,1379,726,345406,4069,864922,2852,34084,2476,830838,3644,230159,1527,224568,1801,5591,1101,1447,null,null,4885,null,null,3766,null,null,575,null,null,3776,null,null,3148,null,null,2384,null,null,3723,null,null,1418,null,null,1586,null,null,1030,null,null,4484,null,null,3953,null,null,726,null,null,4069,null,null,2852,null,null,2476,null,null,3644,null,null,1527,null,null,1801,null,null,1101,null,null,20
4354380,1440,2121338,5132,516709,3262,5119,1150,511590,3437,1309148,4210,86597,4709,1222551,6670,295481,1543,286524,1895,8957,1364,2233042,5104,493277,3423,5016,1455,488261,3700,1369879,3380,89128,4911,1280751,6231,369886,1850,361807,2281,8079,1184,1440,null,null,5132,null,null,3262,null,null,1150,null,null,3437,null,null,4210,null,null,4709,null,null,6670,null,null,1543,null,null,1895,null,null,1364,null,null,5104,null,null,3423,null,null,1455,null,null,3700,null,null,3380,null,null,4911,null,null,6231,null,null,1850,null,null,2281,null,null,1184,null,null,21
4577182,1950,2208827,5319,571299,5483,4663,1434,566636,5822,1350764,3619,82676,4746,1268088,5502,286764,1890,273699,2446,13065,1810,2368355,5285,544158,4971,3853,1314,540305,4901,1456935,2875,74784,4886,1382151,5399,367262,1871,353259,2591,14003,1710,1950,null,null,5319,null,null,5483,null,null,1434,null,null,5822,null,null,3619,null,null,4746,null,null,5502,null,null,1890,null,null,2446,null,null,1810,null,null,5285,null,null,4971,null,null,1314,null,null,4901,null,null,2875,null,null,4886,null,null,5399,null,null,1871,null,null,2591,null,null,1710,null,null,22
