B20004_001E,B20004_001M,B20004_002E,B20004_002M,B20004_003E,B20004_003M,B20004_004E,B20004_004M,B20004_005E,B20004_005M,B20004_006E,B20004_006M,B20004_007E,B20004_007M,B20004_008E,B20004_008M,B20004_009E,B20004_009M,B20004_010E,B20004_010M,B20004_011E,B20004_011M,B20004_012E,B20004_012M,B20004_013E,B20004_013M,B20004_014E,B20004_014M,B20004_015E,B20004_015M,B20004_016E,B20004_016M,B20004_017E,B20004_017M,B20004_018E,B20004_018M,B20004_001M,B20004_001EA,B20004_001MA,B20004_002M,B20004_002EA,B20004_002MA,B20004_003M,B20004_003EA,B20004_003MA,B20004_004M,B20004_004EA,B20004_004MA,B20004_005M,B20004_005EA,B20004_005MA,B20004_006M,B20004_006EA,B20004_006MA,B20004_007M,B20004_007EA,B20004_007MA,B20004_008M,B20004_008EA,B20004_008MA,B20004_009M,B20004_009EA,B20004_009MA,B20004_010M,B20004_010EA,B20004_010MA,B20004_011M,B20004_011EA,B20004_011MA,B20004_012M,B20004_012EA,B20004_012MA,B20004_013M,B20004_013EA,B20004_013MA,B20004_014M,B20004_014EA,B20004_014MA,B20004_015M,B20004_015EA,B20004_015MA,B20004_016M,B20004_016EA,B20004_016MA,B20004_017M,B20004_017EA,B20004_017MA,B20004_018M,B20004_018EA,B20004_018MA,state
31731,317,20057,1117,26693,820,30838,469,42130,1212,51943,1155,39182,1609,24193,2312,32516,1578,40816,994,53613,3166,65952,6182,26472,551,15806,730,19940,935,24944,925,36599,912,47708,2621,317,null,null,1117,null,null,820,null,null,469,null,null,1212,null,null,1155,null,null,1609,null,null,2312,null,null,1578,null,null,994,null,null,3166,null,null,6182,null,null,551,null,null,730,null,null,935,null,null,925,null,null,912,null,null,2621,null,null,28
35908,236,21505,532,29902,562,32334,334,45701,675,57229,1425,41635,278,26537,1105,36005,495,40677,471,56180,1347,71403,2780,30460,246,17046,892,22545,534,27536,555,39940,917,50835,678,236,null,null,532,null,null,562,null,null,334,null,null,675,null,null,1425,null,null,278,null,null,1105,null,null,495,null,null,471,null,null,1347,null,null,2780,null,null,246,null,null,892,null,null,534,null,null,555,null,null,917,null,null,678,null,null,29
32091,428,18782,3084,26475,914,30816,571,39650,1841,52319,3333,39836,1319,24744,3144,33002,2905,38081,2941,46715,2151,65256,4378,26943,774,13396,3053,21583,744,25060,1333,34555,2163,47597,2902,428,null,null,3084,null,null,914,null,null,571,null,null,1841,null,null,3333,null,null,1319,null,null,3144,null,null,2905,null,null,2941,null,null,2151,null,null,4378,null,null,774,null,null,3053,null,null,744,null,null,1333,null,null,2163,null,null,2902,null,null,30
37002,341,25292,1103,30482,459,35209,646,46260,781,61459,1210,43890,1481,27452,2458,36600,1099,42893,1569,56765,1954,73844,3565,31112,327,19804,2952,23311,905,28883,1057,40542,798,52636,1829,341,null,null,1103,null,null,459,null,null,646,null,null,781,null,null,1210,null,null,1481,null,null,2458,null,null,1099,null,null,1569,null,null,1954,null,null,3565,null,null,327,null,null,2952,null,null,905,null,null,1057,null,null,798,null,null,1829,null,null,31
35156,428,25444,724,30968,514,35351,558,46908,1454,62224,2608,39816,1271,26662,848,34630,1621,41328,865,56903,3968,78828,5588,31007,343,22867,1484,26362,862,30739,601,40253,1585,52477,3022,428,null,null,724,null,null,514,null,null,558,null,null,1454,null,null,2608,null,null,1271,null,null,848,null,null,1621,null,null,865,null,null,3968,null,null,5588,null,null,343,null,null,1484,null,null,862,null,null,601,null,null,1585,null,null,3022,null,null,32
41776,532,27896,2467,32290,656,39245,1927,51823,1082,67970,2547,50165,852,30666,2246,37344,1792,47736,2494,62169,3778,89943,5234,35839,680,22438,1964,27047,1724,31825,701,42198,2011,57497,3643,532,null,null,2467,null,null,656,null,null,1927,null,null,1082,null,null,2547,null,null,852,null,null,2246,null,null,1792,null,null,2494,null,null,3778,null,null,5234,null,null,680,null,null,1964,null,null,1724,null,null,701,null,null,2011,null,null,3643,null,null,33
47461,574,22319,563,31941,357,41074,371,62300,484,87104,1178,55553,621,26780,936,40156,747,50272,629,77001,1219,103899,2760,39899,819,17787,969,25274,716,33827,1603,52628,980,70463,920,574,null,null,563,null,null,357,null,null,371,null,null,484,null,null,1178,null,null,621,null,null,936,null,null,747,null,null,629,null,null,1219,null,null,2760,null,null,819,null,null,969,null,null,716,null,null,1603,null,null,980,null,null,920,null,null,34
31524,381,18979,962,25622,738,30487,473,42021,860,56325,1774,37085,780,22558,1603,29622,1808,38138,1967,48598,3057,73053,4765,26749,651,14999,1327,21264,936,24724,1143,39179,3574,51275,1218,381,null,null,962,null,null,738,null,null,473,null,null,860,null,null,1774,null,null,780,null,null,1603,null,null,1808,null,null,1967,null,null,3057,null,null,4765,null,null,651,null,null,1327,null,null,936,null,null,1143,null,null,3574,null,null,1218,null,null,35
41610,170,21133,246,30742,227,37005,233,56868,609,73504,1366,47486,554,24733,705,36058,462,44272,1395,65877,721,90246,1316,36745,270,16565,356,24019,598,31607,249,50554,393,65280,613,170,null,null,246,null,null,227,null,null,233,null,null,609,null,null,1366,null,null,554,null,null,705,null,null,462,null,null,1395,null,null,721,null,null,1316,null,null,270,null,null,356,null,null,598,null,null,249,null,null,393,null,null,613,null,null,36
35160,243,20664,482,26922,283,31666,280,47143,603,60374,770,40443,286,24249,783,31155,284,39690,945,59337,2615,76763,1776,30401,215,15428,531,21847,410,26945,339,40461,385,50992,594,243,null,null,482,null,null,283,null,null,280,null,null,603,null,null,770,null,null,286,null,null,783,null,null,284,null,null,945,null,null,2615,null,null,1776,null,null,215,null,null,531,null,null,410,null,null,339,null,null,385,null,null,594,null,null,37
40683,454,29430,2644,32689,1676,39346,1647,46865,1662,61079,2762,49294,1741,33650,6290,41153,1255,49621,2269,59962,4654,72003,4315,31993,586,22972,3709,24461,1798,30530,823,40891,730,53704,3625,454,null,null,2644,null,null,1676,null,null,1647,null,null,1662,null,null,2762,null,null,1741,null,null,6290,null,null,1255,null,null,2269,null,null,4654,null,null,4315,null,null,586,null,null,3709,null,null,1798,null,null,823,null,null,730,null,null,3625,null,null,38
36819,194,20969,470,30230,225,33825,762,50830,349,65773,734,42943,629,24752,1388,36246,358,41656,320,61516,672,79994,2463,30797,196,15949,719,22423,297,28026,539,41988,407,56663,1068,194,null,null,470,null,null,225,null,null,762,null,null,349,null,null,734,null,null,629,null,null,1388,null,null,358,null,null,320,null,null,672,null,null,2463,null,null,196,null,null,719,null,null,297,null,null,539,null,null,407,null,null,1068,null,null,39
34558,521,21968,407,28144,718,33012,947,44977,1160,57433,3291,41257,276,27239,1020,34601,1691,41752,487,59070,2320,72704,2799,28677,621,15272,849,22127,504,27225,610,37155,612,46260,1569,521,null,null,407,null,null,718,null,null,947,null,null,1160,null,null,3291,null,null,276,null,null,1020,null,null,1691,null,null,487,null,null,2320,null,null,2799,null,null,621,null,null,849,null,null,504,null,null,610,null,null,612,null,null,1569,null,null,40
35945,336,22194,732,29816,1143,32004,382,46942,1383,63868,2310,41746,379,26312,1081,33887,2365,40278,879,57328,3406,76876,3963,30609,319,18731,1270,22304,1013,27317,857,38823,1958,54926,2306,336,null,null,732,null,null,1143,null,null,382,null,null,1383,null,null,2310,null,null,379,null,null,1081,null,null,2365,null,null,879,null,null,3406,null,null,3963,null,null,319,null,null,1270,null,null,1013,null,null,857,null,null,1958,null,null,2306,null,null,41
39615,364,22805,766,30508,241,35886,365,51199,326,69691,1113,46410,291,27422,1034,37115,400,42728,1106,61491,480,86290,1430,31973,193,16859,843,23682,500,30649,306,42127,398,59533,1507,364,null,null,766,null,null,241,null,null,365,null,null,326,null,null,1113,null,null,291,null,null,1034,null,null,400,null,null,1106,null,null,480,null,null,1430,null,null,193,null,null,843,null,null,500,null,null,306,null,null,398,null,null,1507,null,null,42
41590,507,25603,1660,32759,2046,37040,974,52045,1454,71414,1815,49657,2148,31028,1179,40702,1124,45908,3545,64084,5087,81386,3655,35786,743,19015,2286,27367,2051,31674,721,44461,3033,67238,3404,507,null,null,1660,null,null,2046,null,null,974,null,null,1454,null,null,1815,null,null,2148,null,null,1179,null,null,1124,null,null,3545,null,null,5087,null,null,3655,null,null,743,null,null,2286,null,null,2051,null,null,721,null,null,3033,null,null,3404,null,null,44
33255,746,20566,614,27031,468,31621,407,46083,896,55218,1466,40515,456,23963,1335,32166,575,40843,542,60309,1781,71340,2278,28871,708,15042,1242,21711,429,26667,679,37329,1137,49669,1223,746,null,null,614,null,null,468,null,null,407,null,null,896,null,null,1466,null,null,456,null,null,1335,null,null,575,null,null,542,null,null,1781,null,null,2278,null,null,708,null,null,1242,null,null,429,null,null,679,null,null,1137,null,null,1223,null,null,45
36068,496,22805,3102,30297,616,35083,1312,42054,749,51902,1723,41435,524,26403,1667,37084,1677,41357,719,50989,1531,54162,4541,30410,414,16941,2370,23299,1585,28103,1880,36930,976,51201,1743,496,null,null,3102,null,null,616,null,null,1312,null,null,749,null,null,1723,null,null,524,null,null,1667,null,null,1677,null,null,719,null,null,1531,null,null,4541,null,null,414,null,null,2370,null,null,1585,null,null,1880,null,null,976,null,null,1743,null,null,46
34346,660,21156,490,27292,358,32327,387,46065,680,56454,1294,40337,340,24202,843,31906,336,40671,598,56720,1290,74182,3107,29741,546,15246,1114,21800,350,27531,654,39584,1535,48814,1732,660,null,null,490,null,null,358,null,null,387,null,null,680,null,null,1294,null,null,340,null,null,843,null,null,336,null,null,598,null,null,1290,null,null,3107,null,null,546,null,null,1114,null,null,350,null,null,654,null,null,1535,null,null,1732,null,null,47
36691,152,21720,230,27774,460,35933,223,52967,594,69803,1305,42309,168,26296,287,33121,932,42697,882,65665,824,89008,3200,30612,162,15492,249,21777,232,30243,238,46826,451,56954,669,152,null,null,230,null,null,460,null,null,223,null,null,594,null,null,1305,null,null,168,null,null,287,null,null,932,null,null,882,null,null,824,null,null,3200,null,null,162,null,null,249,null,null,232,null,null,238,null,null,451,null,null,669,null,null,48
37171,470,25501,932,30923,474,34015,1756,47164,1388,70026,2939,48178,1391,30348,1032,38246,2093,42410,2042,62381,2715,83953,3972,27026,499,18692,865,22305,941,25959,791,32511,1708,55474,3442,470,null,null,932,null,null,474,null,null,1756,null,null,1388,null,null,2939,null,null,1391,null,null,1032,null,null,2093,null,null,2042,null,null,2715,null,null,3972,null,null,499,null,null,865,null,null,941,null,null,791,null,null,1708,null,null,3442,null,null,49
37965,1193,26125,1989,31471,783,35937,1288,42338,2023,57297,2547,41926,644,28246,3531,36921,1572,41631,1510,50236,2575,67558,5400,33323,1637,19350,6440,25880,1108,30752,1520,38922,2540,51527,1354,1193,null,null,1989,null,null,783,null,null,1288,null,null,2023,null,null,2547,null,null,644,null,null,3531,null,null,1572,null,null,1510,null,null,2575,null,null,5400,null,null,1637,null,null,6440,null,null,1108,null,null,1520,null,null,2540,null,null,1354,null,null,50
42006,204,23061,1216,30524,353,36778,378,56324,747,80559,968,50632,294,27796,1394,35687,645,43396,1628,72263,1427,101474,602,36044,299,17450,946,24588,857,31121,427,45901,778,61735,696,204,null,null,1216,null,null,353,null,null,378,null,null,747,null,null,968,null,null,294,null,null,1394,null,null,645,null,null,1628,null,null,1427,null,null,602,null,null,299,null,null,946,null,null,857,null,null,427,null,null,778,null,null,696,null,null,51
41887,227,25151,646,32077,357,37295,322,58262,1857,72335,1217,51059,286,29357,1556,40056,923,46501,664,73094,2195,91609,1869,34216,954,19044,783,25866,550,30751,409,45481,965,60713,929,227,null,null,646,null,null,357,null,null,322,null,null,1857,null,null,1217,null,null,286,null,null,1556,null,null,923,null,null,664,null,null,2195,null,null,1869,null,null,954,null,null,783,null,null,550,null,null,409,null,null,965,null,null,929,null,null,53
31970,417,20512,1368,26122,618,31038,622,42318,2151,54743,2917,40354,634,26041,1825,32837,2445,41313,1459,51796,1585,70911,3503,26243,512,14564,1982,21189,477,24732,926,37040,1580,48278,2727,417,null,null,1368,null,null,618,null,null,622,null,null,2151,null,null,2917,null,null,634,null,null,1825,null,null,2445,null,null,1459,null,null,1585,null,null,3503,null,null,512,null,null,1982,null,null,477,null,null,926,null,null,1580,null,null,2727,null,null,54
38599,440,24238,987,31233,238,36035,308,50323,340,62487,1117,45581,411,28105,1897,37247,384,44683,1254,61259,771,75101,2519,31607,201,19477,1459,24607,620,30075,332,41599,378,55505,1144,440,null,null,987,null,null,238,null,null,308,null,null,340,null,null,1117,null,null,411,null,null,1897,null,null,384,null,null,1254,null,null,771,null,null,2519,null,null,201,null,null,1459,null,null,620,null,null,332,null,null,378,null,null,1144,null,null,55
37164,1474,23969,3307,31491,1417,34750,3188,47322,2800,59833,7198,46517,1734,30068,8504,41567,3111,46331,2845,51077,3328,68447,9501,29021,1546,18200,3455,21948,1691,24913,1509,45418,3163,53148,3953,1474,null,null,3307,null,null,1417,null,null,3188,null,null,2800,null,null,7198,null,null,1734,null,null,8504,null,null,3111,null,null,2845,null,null,3328,null,null,9501,null,null,1546,null,null,3455,null,null,1691,null,null,1509,null,null,3163,null,null,3953,null,null,56
18115,331,10485,746,14745,490,16531,275,24860,626,36168,1013,18102,403,11041,863,15537,388,17909,772,27968,2115,45383,5980,18129,472,9376,651,12509,635,15266,431,23580,645,32110,1173,331,null,null,746,null,null,490,null,null,275,null,null,626,null,null,1013,null,null,403,null,null,863,null,null,388,null,null,772,null,null,2115,null,null,5980,null,null,472,null,null,651,null,null,635,null,null,431,null,null,645,null,null,1173,null,null,72
33888,933,20524,831,27144,461,31547,422,48304,1367,57307,2047,41300,431,24248,1379,32314,730,41354,684,62244,2551,78381,4419,27485,543,15561,1186,21249,493,25835,483,40235,712,50932,566,933,null,null,831,null,null,461,null,null,422,null,null,1367,null,null,2047,null,null,431,null,null,1379,null,null,730,null,null,684,null,null,2551,null,null,4419,null,null,543,null,null,1186,null,null,493,null,null,483,null,null,712,null,null,566,null,null,01
43493,1757,27147,6451,32063,1360,41663,1404,51665,2080,75950,5467,51041,860,40247,9716,37298,2674,51608,2017,62614,5468,87728,6606,35727,843,19508,3616,26350,1770,32088,1292,45672,2298,67823,3337,1757,null,null,6451,null,null,1360,null,null,1404,null,null,2080,null,null,5467,null,null,860,null,null,9716,null,null,2674,null,null,2017,null,null,5468,null,null,6606,null,null,843,null,null,3616,null,null,1770,null,null,1292,null,null,2298,null,null,3337,null,null,02
35919,273,21300,436,27708,1038,34251,869,50479,470,62034,1128,40935,293,23800,1003,31501,506,40626,459,60656,863,78600,3561,31166,336,16957,565,24000,920,29896,852,41479,581,50815,869,273,null,null,436,null,null,1038,null,null,869,null,null,470,null,null,1128,null,null,293,null,null,1003,null,null,506,null,null,459,null,null,863,null,null,3561,null,null,336,null,null,565,null,null,920,null,null,852,null,null,581,null,null,869,null,null,04
31687,266,22442,1009,26629,485,30419,583,45963,1007,56296,1528,36955,555,25970,669,31222,550,37055,1333,57465,3887,70813,4584,26908,437,17073,1431,21770,509,24837,885,40284,1007,50713,967,266,null,null,1009,null,null,485,null,null,583,null,null,1007,null,null,1528,null,null,555,null,null,669,null,null,550,null,null,1333,null,null,3887,null,null,4584,null,null,437,null,null,1431,null,null,509,null,null,885,null,null,1007,null,null,967,null,null,05
40005,205,21558,133,30231,163,36985,202,60121,376,82271,392,44942,522,25541,233,33677,960,42923,1055,71138,422,100984,320,32866,496,16542,177,23934,394,31451,216,50241,280,70763,469,205,null,null,133,null,null,163,null,null,202,null,null,376,null,null,392,null,null,522,null,null,233,null,null,960,null,null,1055,null,null,422,null,null,320,null,null,496,null,null,177,null,null,394,null,null,216,null,null,280,null,null,469,null,null,06
40893,229,25649,719,31515,332,36440,366,51136,472,65657,1085,46979,516,30551,921,36370,656,41856,493,61754,970,83031,2523,34561,841,18493,1405,25539,834,30658,511,41535,535,52422,1833,229,null,null,719,null,null,332,null,null,366,null,null,472,null,null,1085,null,null,516,null,null,921,null,null,656,null,null,493,null,null,970,null,null,2523,null,null,841,null,null,1405,null,null,834,null,null,511,null,null,535,null,null,1833,null,null,08
47481,717,23388,1740,35458,586,41504,629,61257,741,80306,1225,56059,943,26684,1365,41255,715,51478,794,75424,1768,100290,2058,39708,993,18862,1561,28827,1571,33633,1979,50499,772,66176,1509,717,null,null,1740,null,null,586,null,null,629,null,null,741,null,null,1225,null,null,943,null,null,1365,null,null,715,null,null,794,null,null,1768,null,null,2058,null,null,993,null,null,1561,null,null,1571,null,null,1979,null,null,772,null,null,1509,null,null,09
40032,1022,26171,1687,31751,730,36993,1052,54225,4473,71356,2536,44735,3057,30328,1651,38196,1909,42882,3310,63177,5655,77815,7436,35110,1367,21073,1839,25730,1717,32057,1770,47586,5289,67053,4413,1022,null,null,1687,null,null,730,null,null,1052,null,null,4473,null,null,2536,null,null,3057,null,null,1651,null,null,1909,null,null,3310,null,null,5655,null,null,7436,null,null,1367,null,null,1839,null,null,1717,null,null,1770,null,null,5289,null,null,4413,null,null,10
60200,2488,22167,3308,30311,1933,35313,2842,65886,2321,89436,3272,65574,2363,28220,7697,31629,3562,37627,6261,77132,5772,96341,5252,52047,2003,21203,1485,27248,2476,34067,3567,56371,5392,78086,5514,2488,null,null,3308,null,null,1933,null,null,2842,null,null,2321,null,null,3272,null,null,2363,null,null,7697,null,null,3562,null,null,6261,null,null,5772,null,null,5252,null,null,2003,null,null,1485,null,null,2476,null,null,3567,null,null,5392,null,null,5514,null,null,11
