B17020B_001E,B17020B_001M,B17020B_002E,B17020B_002M,B17020B_003E,B17020B_003M,B17020B_004E,B17020B_004M,B17020B_005E,B17020B_005M,B17020B_006E,B17020B_006M,B17020B_007E,B17020B_007M,B17020B_008E,B17020B_008M,B17020B_009E,B17020B_009M,B17020B_010E,B17020B_010M,B17020B_011E,B17020B_011M,B17020B_012E,B17020B_012M,B17020B_013E,B17020B_013M,B17020B_014E,B17020B_014M,B17020B_015E,B17020B_015M,B17020B_016E,B17020B_016M,B17020B_017E,B17020B_017M,B17020B_001M,B17020B_001EA,B17020B_001MA,B17020B_002M,B17020B_002EA,B17020B_002MA,B17020B_003M,B17020B_003EA,B17020B_003MA,B17020B_004M,B17020B_004EA,B17020B_004MA,B17020B_005M,B17020B_005EA,B17020B_005MA,B17020B_006M,B17020B_006EA,B17020B_006MA,B17020B_007M,B17020B_007EA,B17020B_007MA,B17020B_008M,B17020B_008EA,B17020B_008MA,B17020B_009M,B17020B_009EA,B17020B_009MA,B17020B_010M,B17020B_010EA,B17020B_010MA,B17020B_011M,B17020B_011EA,B17020B_011MA,B17020B_012M,B17020B_012EA,B17020B_012MA,B17020B_013M,B17020B_013EA,B17020B_013MA,B17020B_014M,B17020B_014EA,B17020B_014MA,B17020B_015M,B17020B_015EA,B17020B_015MA,B17020B_016M,B17020B_016EA,B17020B_016MA,B17020B_017M,B17020B_017EA,B17020B_017MA,state
317333,5872,94561,8557,15563,2603,15408,3005,11178,2049,45821,4743,5561,1031,616,330,414,327,222772,9080,22425,2756,22785,2909,23160,2588,133569,5199,17166,1567,2254,673,1413,616,5872,null,null,8557,null,null,2603,null,null,3005,null,null,2049,null,null,4743,null,null,1031,null,null,330,null,null,327,null,null,9080,null,null,2756,null,null,2909,null,null,2588,null,null,5199,null,null,1567,null,null,673,null,null,616,null,null,27
1089418,7000,351387,17224,45102,4600,50371,4227,46816,4281,167755,9593,31252,2283,7453,1075,2638,805,738031,17959,51801,4516,57163,4599,56015,4153,438446,11161,105477,3935,21075,2012,8054,1263,7000,null,null,17224,null,null,4600,null,null,4227,null,null,4281,null,null,9593,null,null,2283,null,null,1075,null,null,805,null,null,17959,null,null,4516,null,null,4599,null,null,4153,null,null,11161,null,null,3935,null,null,2012,null,null,1263,null,null,28
671986,7697,166964,11466,24375,3190,24601,3422,17233,2286,82974,6478,13970,1754,2485,698,1326,533,505022,11404,35116,2814,35517,3168,43385,3282,299236,7838,68219,2756,17100,1297,6449,925,7697,null,null,11466,null,null,3190,null,null,3422,null,null,2286,null,null,6478,null,null,1754,null,null,698,null,null,533,null,null,11404,null,null,2814,null,null,3168,null,null,3282,null,null,7838,null,null,2756,null,null,1297,null,null,925,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
84615,3000,22526,3857,2399,1035,3906,1272,3157,1070,11476,1994,1279,433,309,199,0,159,62089,4264,7011,1387,5718,1218,4527,1295,36464,2474,6640,1012,1354,379,375,232,3000,null,null,3857,null,null,1035,null,null,1272,null,null,1070,null,null,1994,null,null,433,null,null,199,null,null,159,null,null,4264,null,null,1387,null,null,1218,null,null,1295,null,null,2474,null,null,1012,null,null,379,null,null,232,null,null,31
251320,5330,56148,7466,6060,1904,7595,2126,6557,1941,30536,3807,3807,967,1357,471,236,212,195172,8807,16074,2406,15496,2595,14159,2389,116177,5005,25204,1630,6263,819,1799,636,5330,null,null,7466,null,null,1904,null,null,2126,null,null,1941,null,null,3807,null,null,967,null,null,471,null,null,212,null,null,8807,null,null,2406,null,null,2595,null,null,2389,null,null,5005,null,null,1630,null,null,819,null,null,636,null,null,32
14483,1665,1968,986,232,250,157,232,67,95,1512,604,0,187,0,187,0,187,12515,1921,1535,692,1148,395,718,433,7563,1106,1260,568,263,160,28,37,1665,null,null,986,null,null,250,null,null,232,null,null,95,null,null,604,null,null,187,null,null,187,null,null,187,null,null,1921,null,null,692,null,null,395,null,null,433,null,null,1106,null,null,568,null,null,160,null,null,37,null,null,33
1147700,11065,199927,13484,20296,2837,20084,2658,22314,3409,107781,7714,21777,2315,4871,1086,2804,759,947773,14157,65665,3584,66159,4027,76963,4441,575301,9075,118336,3657,34435,2054,10914,1487,11065,null,null,13484,null,null,2837,null,null,2658,null,null,3409,null,null,7714,null,null,2315,null,null,1086,null,null,759,null,null,14157,null,null,3584,null,null,4027,null,null,4441,null,null,9075,null,null,3657,null,null,2054,null,null,1487,null,null,34
37322,2784,6318,1935,807,605,798,439,589,496,3490,1214,563,350,30,57,41,83,31004,2945,1530,643,2112,702,3584,1327,18349,2168,4364,1163,875,400,190,208,2784,null,null,1935,null,null,605,null,null,439,null,null,496,null,null,1214,null,null,350,null,null,57,null,null,83,null,null,2945,null,null,643,null,null,702,null,null,1327,null,null,2168,null,null,1163,null,null,400,null,null,208,null,null,35
2958214,19132,623674,22384,71206,4616,65748,4613,63285,5364,330819,12291,68880,4353,15718,2272,8018,1576,2334540,24886,151207,5306,155257,6402,177031,6011,1411180,14552,318538,6150,87496,3189,33831,2626,19132,null,null,22384,null,null,4616,null,null,4613,null,null,5364,null,null,12291,null,null,4353,null,null,2272,null,null,1576,null,null,24886,null,null,5306,null,null,6402,null,null,6011,null,null,14552,null,null,6150,null,null,3189,null,null,2626,null,null,36
2104380,13225,493979,17308,60915,4604,64688,4807,50981,4094,250015,9469,49613,2988,12095,1682,5672,1175,1610401,19142,96555,5634,120319,5740,129167,5136,955268,11653,240515,5199,52664,3029,15913,2029,13225,null,null,17308,null,null,4604,null,null,4807,null,null,4094,null,null,9469,null,null,2988,null,null,1682,null,null,1175,null,null,19142,null,null,5634,null,null,5740,null,null,5136,null,null,11653,null,null,5199,null,null,3029,null,null,2029,null,null,37
18544,2383,7202,2824,2023,861,696,472,524,440,3686,1697,273,467,0,155,0,155,11342,2513,1098,594,201,201,1147,644,8467,1853,429,384,0,155,0,155,2383,null,null,2824,null,null,861,null,null,472,null,null,440,null,null,1697,null,null,467,null,null,155,null,null,155,null,null,2513,null,null,594,null,null,201,null,null,644,null,null,1853,null,null,384,null,null,155,null,null,155,null,null,38
1380553,11195,427746,15373,64433,5021,55580,4868,47134,3727,215411,8115,35519,2943,7372,1236,2297,660,952807,15465,55593,4059,69641,5618,82046,5406,553639,9322,139006,4271,38847,2281,14035,1529,11195,null,null,15373,null,null,5021,null,null,4868,null,null,3727,null,null,8115,null,null,2943,null,null,1236,null,null,660,null,null,15465,null,null,4059,null,null,5618,null,null,5406,null,null,9322,null,null,4271,null,null,2281,null,null,1529,null,null,39
272831,4783,79250,7663,13029,2045,12030,2340,7054,1608,40437,4198,5373,920,979,375,348,151,193581,7206,10922,1679,13845,2002,17849,1837,119122,4924,24138,1563,6210,644,1495,462,4783,null,null,7663,null,null,2045,null,null,2340,null,null,1608,null,null,4198,null,null,920,null,null,375,null,null,151,null,null,7206,null,null,1679,null,null,2002,null,null,1837,null,null,4924,null,null,1563,null,null,644,null,null,462,null,null,40
75947,4199,20479,3539,2764,1376,1614,571,2024,895,11630,2071,1851,701,548,323,48,89,55468,4402,5038,1459,3969,1170,4467,1199,34847,2585,5814,1077,913,514,420,288,4199,null,null,3539,null,null,1376,null,null,571,null,null,895,null,null,2071,null,null,701,null,null,323,null,null,89,null,null,4402,null,null,1459,null,null,1170,null,null,1199,null,null,2585,null,null,1077,null,null,514,null,null,288,null,null,41
1325237,12060,350149,14923,42579,3571,40528,4607,37208,3865,188114,8981,31869,3063,7593,1284,2258,703,975088,17895,72190,5025,74085,4744,77021,5064,572639,10074,131749,4584,33736,2505,13668,1620,12060,null,null,14923,null,null,3571,null,null,4607,null,null,3865,null,null,8981,null,null,3063,null,null,1284,null,null,703,null,null,17895,null,null,5025,null,null,4744,null,null,5064,null,null,10074,null,null,4584,null,null,2505,null,null,1620,null,null,42
63996,4155,14323,3280,1436,707,1319,817,1298,629,8357,2172,1281,601,444,406,188,213,49673,4533,2786,951,5180,1447,4460,1001,30659,2835,5018,879,1257,557,313,257,4155,null,null,3280,null,null,707,null,null,817,null,null,629,null,null,2172,null,null,601,null,null,406,null,null,213,null,null,4533,null,null,951,null,null,1447,null,null,1001,null,null,2835,null,null,879,null,null,557,null,null,257,null,null,44
1288372,8995,319828,16362,38709,3887,41017,4742,38659,4713,154502,9017,33748,2996,9824,1417,3369,702,968544,17366,57367,4241,77708,5498,69812,5192,567033,9608,153677,3585,32486,2019,10461,1405,8995,null,null,16362,null,null,3887,null,null,4742,null,null,4713,null,null,9017,null,null,2996,null,null,1417,null,null,702,null,null,17366,null,null,4241,null,null,5498,null,null,5192,null,null,9608,null,null,3585,null,null,2019,null,null,1405,null,null,45
13064,1345,2643,1125,514,292,594,409,317,267,1182,581,36,83,0,157,0,157,10421,1524,1046,558,1221,507,1023,541,6634,769,480,322,17,17,0,157,1345,null,null,1125,null,null,292,null,null,409,null,null,267,null,null,581,null,null,83,null,null,157,null,null,157,null,null,1524,null,null,558,null,null,507,null,null,541,null,null,769,null,null,322,null,null,17,null,null,157,null,null,46
1069474,9440,281853,15599,44492,4034,38574,4321,33128,4405,137265,7977,20882,2153,5833,1260,1679,566,787621,14838,45450,3840,56849,4465,62871,4705,483058,9193,109244,3465,21843,1728,8306,1282,9440,null,null,15599,null,null,4034,null,null,4321,null,null,4405,null,null,7977,null,null,2153,null,null,1260,null,null,566,null,null,14838,null,null,3840,null,null,4465,null,null,4705,null,null,9193,null,null,3465,null,null,1728,null,null,1282,null,null,47
3218346,18114,656134,22283,88930,6065,88729,6862,71540,5734,328256,11453,59811,4415,13361,2225,5507,1127,2562212,28756,195553,8553,209032,7893,213665,9370,1568740,15447,291299,7037,63872,2915,20051,2119,18114,null,null,22283,null,null,6065,null,null,6862,null,null,5734,null,null,11453,null,null,4415,null,null,2225,null,null,1127,null,null,28756,null,null,8553,null,null,7893,null,null,9370,null,null,15447,null,null,7037,null,null,2915,null,null,2119,null,null,48
31878,2987,12467,3022,2162,921,2255,778,1602,910,6141,1593,195,218,0,190,112,196,19411,2864,2124,928,2314,901,1893,620,11734,1623,1216,528,48,82,82,138,2987,null,null,3022,null,null,921,null,null,778,null,null,910,null,null,1593,null,null,218,null,null,190,null,null,196,null,null,2864,null,null,928,null,null,901,null,null,620,null,null,1623,null,null,528,null,null,82,null,null,138,null,null,49
6838,1098,1977,995,171,99,87,170,121,125,1389,880,179,190,0,151,30,41,4861,1233,668,403,913,766,276,179,2661,611,248,206,95,117,0,151,1098,null,null,995,null,null,99,null,null,170,null,null,125,null,null,880,null,null,190,null,null,151,null,null,41,null,null,1233,null,null,403,null,null,766,null,null,179,null,null,611,null,null,206,null,null,117,null,null,151,null,null,50
1532156,11998,279869,15842,32363,4833,34844,3743,33365,3473,140456,7872,29306,2399,6992,1329,2543,670,1252287,16375,78894,5417,87361,5378,99300,5869,750913,10430,176734,5014,44094,2222,14991,1683,11998,null,null,15842,null,null,4833,null,null,3743,null,null,3473,null,null,7872,null,null,2399,null,null,1329,null,null,670,null,null,16375,null,null,5417,null,null,5378,null,null,5869,null,null,10430,null,null,5014,null,null,2222,null,null,1683,null,null,51
257265,8831,59081,7506,8660,2171,9070,2562,6304,2144,31384,3960,3329,824,161,140,173,209,198184,8791,14464,2433,12827,2035,15404,2403,126452,5539,22310,1710,4827,913,1900,592,8831,null,null,7506,null,null,2171,null,null,2562,null,null,2144,null,null,3960,null,null,824,null,null,140,null,null,209,null,null,8791,null,null,2433,null,null,2035,null,null,2403,null,null,5539,null,null,1710,null,null,913,null,null,592,null,null,53
61311,3305,16633,2931,2909,1309,1665,692,1594,658,8583,1712,1504,571,223,199,155,197,44678,3525,2123,718,2540,932,3492,1098,25046,2202,8876,1498,2329,912,272,220,3305,null,null,2931,null,null,1309,null,null,692,null,null,658,null,null,1712,null,null,571,null,null,199,null,null,197,null,null,3525,null,null,718,null,null,932,null,null,1098,null,null,2202,null,null,1498,null,null,912,null,null,220,null,null,54
343054,4812,112870,8361,15389,2388,17673,2646,12262,1982,56933,3975,8959,1191,1087,439,567,409,230184,8569,15872,2218,20925,2757,24057,2452,136951,4757,24739,1429,5694,919,1946,585,4812,null,null,8361,null,null,2388,null,null,2646,null,null,1982,null,null,3975,null,null,1191,null,null,439,null,null,409,null,null,8569,null,null,2218,null,null,2757,null,null,2452,null,null,4757,null,null,1429,null,null,919,null,null,585,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
391105,12342,180217,10298,14055,2411,12903,2358,15106,2467,99562,6591,25113,2528,9723,1434,3755,1080,210888,11364,4837,1261,10566,2080,13686,1796,122990,7548,42268,3455,12061,1639,4480,1048,12342,null,null,10298,null,null,2411,null,null,2358,null,null,2467,null,null,6591,null,null,2528,null,null,1434,null,null,1080,null,null,11364,null,null,1261,null,null,2080,null,null,1796,null,null,7548,null,null,3455,null,null,1639,null,null,1048,null,null,72
1253426,7596,343485,14440,46484,4727,47499,4427,37958,3626,169125,8026,32245,2487,8192,1079,1982,602,909941,14469,55611,3941,62737,4106,72046,5129,547330,10357,129975,4415,31106,2218,11136,1371,7596,null,null,14440,null,null,4727,null,null,4427,null,null,3626,null,null,8026,null,null,2487,null,null,1079,null,null,602,null,null,14469,null,null,3941,null,null,4106,null,null,5129,null,null,10357,null,null,4415,null,null,2218,null,null,1371,null,null,01
22464,1955,2083,999,80,162,115,150,122,131,1202,738,250,249,0,155,314,275,20381,2089,755,566,2058,747,1984,454,13481,1573,1752,708,351,371,0,155,1955,null,null,999,null,null,162,null,null,150,null,null,131,null,null,738,null,null,249,null,null,155,null,null,275,null,null,2089,null,null,566,null,null,747,null,null,454,null,null,1573,null,null,708,null,null,371,null,null,155,null,null,02
284728,6627,62904,7274,9354,2392,8252,2026,6353,1661,33700,4144,4121,965,852,473,272,233,221824,8898,16219,2113,19071,2893,19009,2117,134287,5755,25810,1649,5782,924,1646,568,6627,null,null,7274,null,null,2392,null,null,2026,null,null,1661,null,null,4144,null,null,965,null,null,473,null,null,233,null,null,8898,null,null,2113,null,null,2893,null,null,2117,null,null,5755,null,null,1649,null,null,924,null,null,568,null,null,04
440768,5026,127234,9123,16061,2484,16628,2937,15819,2825,62540,4459,13089,1690,2718,893,379,245,313534,9650,22417,2729,27771,3200,24038,3067,183279,5387,43289,2484,9497,1039,3243,730,5026,null,null,9123,null,null,2484,null,null,2937,null,null,2825,null,null,4459,null,null,1690,null,null,893,null,null,245,null,null,9650,null,null,2729,null,null,3200,null,null,3067,null,null,5387,null,null,2484,null,null,1039,null,null,730,null,null,05
2169444,16142,473150,17391,50974,5081,48457,5239,43157,3991,264468,9573,50814,3520,11427,1661,3853,891,1696294,19178,105388,5893,111321,5698,121996,5897,1016939,13104,249387,6081,67495,3315,23768,2290,16142,null,null,17391,null,null,5081,null,null,5239,null,null,3991,null,null,9573,null,null,3520,null,null,1661,null,null,891,null,null,19178,null,null,5893,null,null,5698,null,null,5897,null,null,13104,null,null,6081,null,null,3315,null,null,2290,null,null,06
221622,5790,43244,5029,5754,1611,5053,1614,3685,1159,23659,3136,4715,897,287,234,91,112,178378,6826,13681,2114,16419,2443,13993,1995,108829,4272,19166,1819,4583,764,1707,551,5790,null,null,5029,null,null,1611,null,null,1614,null,null,1159,null,null,3136,null,null,897,null,null,234,null,null,112,null,null,6826,null,null,2114,null,null,2443,null,null,1995,null,null,4272,null,null,1819,null,null,764,null,null,551,null,null,08
361881,7654,64525,6465,7969,1877,7470,1530,5314,1383,34626,3685,7108,1496,1685,667,353,243,297356,8591,18001,1991,23727,2523,26372,2205,180239,5238,36665,2008,9169,1094,3183,905,7654,null,null,6465,null,null,1877,null,null,1530,null,null,1383,null,null,3685,null,null,1496,null,null,667,null,null,243,null,null,8591,null,null,1991,null,null,2523,null,null,2205,null,null,5238,null,null,2008,null,null,1094,null,null,905,null,null,09
200782,4309,36736,6201,6044,2102,6270,1915,3282,1091,17460,2693,2398,837,879,460,403,297,164046,5772,9767,2007,14076,2043,14213,1520,96622,3038,22563,1514,5952,837,853,483,4309,null,null,6201,null,null,2102,null,null,1915,null,null,1091,null,null,2693,null,null,837,null,null,460,null,null,297,null,null,5772,null,null,2007,null,null,2043,null,null,1520,null,null,3038,null,null,1514,null,null,837,null,null,483,null,null,10
307253,2997,85574,8149,7768,1952,8526,1851,9291,1882,46029,4845,10267,1514,2564,776,1129,515,221679,7461,16324,2013,12687,2112,11312,2028,130597,4600,35110,1812,10748,1087,4901,859,2997,null,null,8149,null,null,1952,null,null,1851,null,null,1882,null,null,4845,null,null,1514,null,null,776,null,null,515,null,null,7461,null,null,2013,null,null,2112,null,null,2028,null,null,4600,null,null,1812,null,null,1087,null,null,859,null,null,11
