B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,B19101H_001M,B19101H_001EA,B19101H_001MA,B19101H_002M,B19101H_002EA,B19101H_002MA,B19101H_003M,B19101H_003EA,B19101H_003MA,B19101H_004M,B19101H_004EA,B19101H_004MA,B19101H_005M,B19101H_005EA,B19101H_005MA,B19101H_006M,B19101H_006EA,B19101H_006MA,B19101H_007M,B19101H_007EA,B19101H_007MA,B19101H_008M,B19101H_008EA,B19101H_008MA,B19101H_009M,B19101H_009EA,B19101H_009MA,B19101H_010M,B19101H_010EA,B19101H_010MA,B19101H_011M,B19101H_011EA,B19101H_011MA,B19101H_012M,B19101H_012EA,B19101H_012MA,B19101H_013M,B19101H_013EA,B19101H_013MA,B19101H_014M,B19101H_014EA,B19101H_014MA,B19101H_015M,B19101H_015EA,B19101H_015MA,B19101H_016M,B19101H_016EA,B19101H_016MA,B19101H_017M,B19101H_017EA,B19101H_017MA,state
313956,6045,8334,1410,7229,1250,10197,1611,11995,1575,14050,1904,13686,1751,13129,1817,13137,1664,13225,1539,27697,2215,38682,3096,53159,3179,33459,2821,20724,2148,19315,1873,15938,1568,6045,null,null,1410,null,null,1250,null,null,1611,null,null,1575,null,null,1904,null,null,1751,null,null,1817,null,null,1664,null,null,1539,null,null,2215,null,null,3096,null,null,3179,null,null,2821,null,null,2148,null,null,1873,null,null,1568,null,null,23
822463,7404,14144,1878,9539,1433,10719,1561,13539,1763,16738,1753,18450,1822,18893,2014,19760,2129,21221,2155,42195,2939,68734,3568,115271,4755,107770,4638,87130,4021,114176,4294,144184,4431,7404,null,null,1878,null,null,1433,null,null,1561,null,null,1763,null,null,1753,null,null,1822,null,null,2014,null,null,2129,null,null,2155,null,null,2939,null,null,3568,null,null,4755,null,null,4638,null,null,4021,null,null,4294,null,null,4431,null,null,24
1240664,9894,24414,2388,13858,1832,18370,2074,22298,2434,24555,2617,32680,2423,32389,2608,34722,2750,32742,2874,69017,3724,99088,4863,177145,5934,162546,5524,128717,5755,162704,5389,205419,5924,9894,null,null,2388,null,null,1832,null,null,2074,null,null,2434,null,null,2617,null,null,2423,null,null,2608,null,null,2750,null,null,2874,null,null,3724,null,null,4863,null,null,5934,null,null,5524,null,null,5755,null,null,5389,null,null,5924,null,null,25
1966914,12382,58992,3258,41162,3118,53226,3538,63265,3974,68148,3738,83422,3603,78527,3740,85891,4042,83889,4224,170424,5593,231769,6190,306273,7347,226625,5898,143135,5216,137101,4659,135065,4272,12382,null,null,3258,null,null,3118,null,null,3538,null,null,3974,null,null,3738,null,null,3603,null,null,3740,null,null,4042,null,null,4224,null,null,5593,null,null,6190,null,null,7347,null,null,5898,null,null,5216,null,null,4659,null,null,4272,null,null,26
1171629,8021,19315,1627,15276,1621,19335,1699,22506,1824,30171,2462,35993,2582,38822,2481,38535,2280,41824,2141,85242,3729,131328,4408,195833,5512,160374,5181,106037,3989,117497,4453,113541,3904,8021,null,null,1627,null,null,1621,null,null,1699,null,null,1824,null,null,2462,null,null,2582,null,null,2481,null,null,2280,null,null,2141,null,null,3729,null,null,4408,null,null,5512,null,null,5181,null,null,3989,null,null,4453,null,null,3904,null,null,27
447482,6689,17813,2282,12486,2081,13267,1872,17735,2314,19446,2568,20677,2350,18541,2148,22456,2756,19843,2545,40806,3145,49312,3617,71469,4293,47882,3510,25945,2226,27263,2633,22541,2002,6689,null,null,2282,null,null,2081,null,null,1872,null,null,2314,null,null,2568,null,null,2350,null,null,2148,null,null,2756,null,null,2545,null,null,3145,null,null,3617,null,null,4293,null,null,3510,null,null,2226,null,null,2633,null,null,2002,null,null,28
1269296,9351,38210,3036,33609,2796,34403,2808,46120,3390,48418,3231,58480,3577,55888,3181,56784,3939,57483,3010,109694,4715,152079,5200,200773,5793,141096,5262,79802,4286,80665,4027,75792,4104,9351,null,null,3036,null,null,2796,null,null,2808,null,null,3390,null,null,3231,null,null,3577,null,null,3181,null,null,3939,null,null,3010,null,null,4715,null,null,5200,null,null,5793,null,null,5262,null,null,4286,null,null,4027,null,null,4104,null,null,29
234336,4809,5433,1141,6121,1216,6697,1208,8990,1431,8531,1231,10713,1472,10328,1355,12113,1604,11165,1249,19698,2032,29462,2252,39639,2483,24593,2470,14635,1672,13171,1497,13047,1404,4809,null,null,1141,null,null,1216,null,null,1208,null,null,1431,null,null,1231,null,null,1472,null,null,1355,null,null,1604,null,null,1249,null,null,2032,null,null,2252,null,null,2483,null,null,2470,null,null,1672,null,null,1497,null,null,1404,null,null,30
402198,4878,8395,1226,6094,1078,7743,1364,10565,1514,12666,1601,15827,1590,14472,1555,15246,1541,16317,1552,32029,1958,50938,2741,70416,3294,53722,3221,30413,2208,31284,2261,26071,1789,4878,null,null,1226,null,null,1078,null,null,1364,null,null,1514,null,null,1601,null,null,1590,null,null,1555,null,null,1541,null,null,1552,null,null,1958,null,null,2741,null,null,3294,null,null,3221,null,null,2208,null,null,2261,null,null,1789,null,null,31
373856,5916,11184,1686,6872,1329,9307,1487,11175,1727,10815,1466,12820,1692,13508,1631,15555,1763,13716,1664,32377,2559,43154,2775,59306,3448,45353,3377,31847,2493,28057,2197,28810,2562,5916,null,null,1686,null,null,1329,null,null,1487,null,null,1727,null,null,1466,null,null,1692,null,null,1631,null,null,1763,null,null,1664,null,null,2559,null,null,2775,null,null,3448,null,null,3377,null,null,2493,null,null,2197,null,null,2562,null,null,32
319677,5600,4495,1120,4042,894,5451,1188,6734,1347,8031,1349,9970,1343,9756,1301,9718,1537,9939,1569,23277,2511,36874,2602,54842,3514,44820,2646,25748,2081,33693,2571,32287,2486,5600,null,null,1120,null,null,894,null,null,1188,null,null,1347,null,null,1349,null,null,1343,null,null,1301,null,null,1537,null,null,1569,null,null,2511,null,null,2602,null,null,3514,null,null,2646,null,null,2081,null,null,2571,null,null,2486,null,null,33
1308697,10761,20800,2010,16243,1969,18882,2735,22690,2351,27821,2643,29163,2412,29873,2494,32842,3066,31641,2671,70532,4066,107821,4070,171824,5886,168835,5665,126715,4581,183039,5671,249976,6315,10761,null,null,2010,null,null,1969,null,null,2735,null,null,2351,null,null,2643,null,null,2412,null,null,2494,null,null,3066,null,null,2671,null,null,4066,null,null,4070,null,null,5886,null,null,5665,null,null,4581,null,null,5671,null,null,6315,null,null,34
211212,4358,7169,1598,5214,1176,5884,1204,7228,1271,6723,1356,7747,1291,8157,1082,7937,1307,8276,1136,16758,2186,24112,2022,35329,2324,24114,2413,15503,1900,14566,1561,16495,1795,4358,null,null,1598,null,null,1176,null,null,1204,null,null,1271,null,null,1356,null,null,1291,null,null,1082,null,null,1307,null,null,1136,null,null,2186,null,null,2022,null,null,2324,null,null,2413,null,null,1900,null,null,1561,null,null,1795,null,null,35
2713884,15962,66430,4234,50040,3195,53019,3404,69957,3627,73437,4473,83627,3677,82176,3566,86499,4354,82845,3933,175276,6079,250856,7110,385841,7754,319581,7318,235965,7293,296399,7776,401936,7843,15962,null,null,4234,null,null,3195,null,null,3404,null,null,3627,null,null,4473,null,null,3677,null,null,3566,null,null,4354,null,null,3933,null,null,6079,null,null,7110,null,null,7754,null,null,7318,null,null,7293,null,null,7776,null,null,7843,null,null,36
1744657,14118,56901,3604,39185,3047,44733,3569,62544,4085,65628,3807,72360,3908,72468,3855,77895,4271,76594,3880,146717,6014,205798,7024,275769,7917,186485,5782,110436,5232,122820,4399,128324,4819,14118,null,null,3604,null,null,3047,null,null,3569,null,null,4085,null,null,3807,null,null,3908,null,null,3855,null,null,4271,null,null,3880,null,null,6014,null,null,7024,null,null,7917,null,null,5782,null,null,5232,null,null,4399,null,null,4819,null,null,37
164003,4032,2996,920,1877,781,2612,702,3589,768,4222,1199,6671,1224,5549,1102,5514,895,6703,1240,10971,1441,20110,1794,30198,2248,24383,2100,14720,1304,12270,1427,11618,1346,4032,null,null,920,null,null,781,null,null,702,null,null,768,null,null,1199,null,null,1224,null,null,1102,null,null,895,null,null,1240,null,null,1441,null,null,1794,null,null,2248,null,null,2100,null,null,1304,null,null,1427,null,null,1346,null,null,38
2432890,13794,77152,4501,59543,4110,65029,3533,75970,3947,80605,4240,102687,5260,95392,4399,110743,5082,104494,5095,215789,6522,294126,6880,393024,9098,273688,7593,174446,5668,160402,5271,149800,4863,13794,null,null,4501,null,null,4110,null,null,3533,null,null,3947,null,null,4240,null,null,5260,null,null,4399,null,null,5082,null,null,5095,null,null,6522,null,null,6880,null,null,9098,null,null,7593,null,null,5668,null,null,5271,null,null,4863,null,null,39
692297,6305,25134,2080,15795,1526,21878,2203,24835,1935,29274,2317,30480,1832,31144,2307,31428,2345,29988,1917,58624,3153,85303,3441,108352,4242,75014,3219,44078,2688,41090,2249,39880,2447,6305,null,null,2080,null,null,1526,null,null,2203,null,null,1935,null,null,2317,null,null,1832,null,null,2307,null,null,2345,null,null,1917,null,null,3153,null,null,3441,null,null,4242,null,null,3219,null,null,2688,null,null,2249,null,null,2447,null,null,40
809708,9820,23326,2715,15314,1930,20974,2431,27184,2422,31305,3084,33212,2442,30801,2729,32763,3274,34873,2586,63899,3614,92795,5037,127641,5515,96935,4744,56741,3306,61658,3380,60287,3060,9820,null,null,2715,null,null,1930,null,null,2431,null,null,2422,null,null,3084,null,null,2442,null,null,2729,null,null,3274,null,null,2586,null,null,3614,null,null,5037,null,null,5515,null,null,4744,null,null,3306,null,null,3380,null,null,3060,null,null,41
2567143,12338,61515,3419,45323,2898,52799,3188,76443,4126,84859,4031,98941,3529,99116,4196,103689,4281,96014,3983,210704,5486,301655,6707,406454,8401,308735,7057,206477,5609,209302,5658,205117,5297,12338,null,null,3419,null,null,2898,null,null,3188,null,null,4126,null,null,4031,null,null,3529,null,null,4196,null,null,4281,null,null,3983,null,null,5486,null,null,6707,null,null,8401,null,null,7057,null,null,5609,null,null,5658,null,null,5297,null,null,42
189832,4859,4606,1161,4283,1368,3945,986,5559,1295,5803,1491,5852,1172,6079,1089,7107,1332,6375,1322,11568,1840,18361,2127,29331,2813,26103,2396,18206,2156,19238,1952,17416,1742,4859,null,null,1161,null,null,1368,null,null,986,null,null,1295,null,null,1491,null,null,1172,null,null,1089,null,null,1332,null,null,1322,null,null,1840,null,null,2127,null,null,2813,null,null,2396,null,null,2156,null,null,1952,null,null,1742,null,null,44
845540,9409,27799,2766,16156,2078,21235,2489,25853,2312,31391,2641,38168,2972,34823,3112,36604,2902,39042,2857,72067,4104,100499,4940,134612,5201,98338,5127,55150,3100,58100,3271,55703,3468,9409,null,null,2766,null,null,2078,null,null,2489,null,null,2312,null,null,2641,null,null,2972,null,null,3112,null,null,2902,null,null,2857,null,null,4104,null,null,4940,null,null,5201,null,null,5127,null,null,3100,null,null,3271,null,null,3468,null,null,45
184391,3385,4294,772,2099,499,2795,669,4176,761,6628,1230,7537,1212,6831,1080,9139,1303,6747,1023,16919,1596,25098,1679,36554,2412,22333,1601,11259,1265,11579,1595,10403,1383,3385,null,null,772,null,null,499,null,null,669,null,null,761,null,null,1230,null,null,1212,null,null,1080,null,null,1303,null,null,1023,null,null,1596,null,null,1679,null,null,2412,null,null,1601,null,null,1265,null,null,1595,null,null,1383,null,null,46
1307843,11521,51312,3957,31169,2453,43150,3264,53470,4135,59148,3566,61558,3967,61265,3692,62651,3980,57861,3623,116469,4785,152200,6075,201234,5905,126218,5291,74692,3918,79180,4130,76266,3418,11521,null,null,3957,null,null,2453,null,null,3264,null,null,4135,null,null,3566,null,null,3967,null,null,3692,null,null,3980,null,null,3623,null,null,4785,null,null,6075,null,null,5905,null,null,5291,null,null,3918,null,null,4130,null,null,3418,null,null,47
3150953,15607,73430,4784,50529,3561,53821,3892,80003,4899,93815,5046,103416,5457,100305,4763,114078,5741,99091,5082,220971,7527,325035,8997,459512,9408,398731,10562,274491,8397,313828,9186,389897,8408,15607,null,null,4784,null,null,3561,null,null,3892,null,null,4899,null,null,5046,null,null,5457,null,null,4763,null,null,5741,null,null,5082,null,null,7527,null,null,8997,null,null,9408,null,null,10562,null,null,8397,null,null,9186,null,null,8408,null,null,48
588852,6194,13009,1605,8002,1356,11052,1370,12124,1744,13503,1454,21909,2210,18894,1850,24040,2143,22441,2165,51273,3325,80494,4091,103876,4361,76735,3951,44827,3047,45929,2607,40744,2934,6194,null,null,1605,null,null,1356,null,null,1370,null,null,1744,null,null,1454,null,null,2210,null,null,1850,null,null,2143,null,null,2165,null,null,3325,null,null,4091,null,null,4361,null,null,3951,null,null,3047,null,null,2607,null,null,2934,null,null,49
147240,3692,4424,894,4137,959,3366,911,4228,920,6061,1210,5061,834,5466,970,4988,879,5639,963,11957,1392,17492,1500,25914,1893,17629,1619,11125,1307,10113,1220,9640,1128,3692,null,null,894,null,null,959,null,null,911,null,null,920,null,null,1210,null,null,834,null,null,970,null,null,879,null,null,963,null,null,1392,null,null,1500,null,null,1893,null,null,1619,null,null,1307,null,null,1220,null,null,1128,null,null,50
1376789,12547,31365,3255,20356,2065,24963,2396,29495,2802,33586,2802,44400,3552,43339,3009,44338,3168,44699,3423,95357,4471,138683,4745,194303,5602,165583,4556,126025,4942,144316,4742,195981,5249,12547,null,null,3255,null,null,2065,null,null,2396,null,null,2802,null,null,2802,null,null,3552,null,null,3009,null,null,3168,null,null,3423,null,null,4471,null,null,4745,null,null,5602,null,null,4556,null,null,4942,null,null,4742,null,null,5249,null,null,51
1335720,11100,30633,2652,18370,2154,26097,2384,30559,2651,32442,2759,39358,3433,46632,3294,46334,3270,47443,3173,96237,4189,144595,5563,216178,6374,171960,6092,117013,4601,129432,4841,142437,4626,11100,null,null,2652,null,null,2154,null,null,2384,null,null,2651,null,null,2759,null,null,3433,null,null,3294,null,null,3270,null,null,3173,null,null,4189,null,null,5563,null,null,6374,null,null,6092,null,null,4601,null,null,4841,null,null,4626,null,null,53
441940,6429,25482,2616,15206,1920,18530,2082,22966,2070,23711,2047,21322,2042,22573,2299,23592,2333,18077,2148,41693,3001,51146,3510,62461,3382,40244,3265,21733,2073,18897,2214,14307,1549,6429,null,null,2616,null,null,1920,null,null,2082,null,null,2070,null,null,2047,null,null,2042,null,null,2299,null,null,2333,null,null,2148,null,null,3001,null,null,3510,null,null,3382,null,null,3265,null,null,2073,null,null,2214,null,null,1549,null,null,54
1258658,8929,26068,1955,20550,1993,26512,2240,37491,2685,37476,2897,49079,2436,47242,2651,52103,2772,50806,2843,107739,3550,151922,4498,229735,5528,160737,5097,98439,4164,87171,3955,75588,2912,8929,null,null,1955,null,null,1993,null,null,2240,null,null,2685,null,null,2897,null,null,2436,null,null,2651,null,null,2772,null,null,2843,null,null,3550,null,null,4498,null,null,5528,null,null,5097,null,null,4164,null,null,3955,null,null,2912,null,null,55
128510,3414,2526,621,2289,760,3112,1092,3588,872,4541,1147,5153,1011,5979,1293,6094,1037,4241,1078,9967,1285,16131,1971,21337,2186,18363,2134,9717,1327,8299,1167,7173,1254,3414,null,null,621,null,null,760,null,null,1092,null,null,872,null,null,1147,null,null,1011,null,null,1293,null,null,1037,null,null,1078,null,null,1285,null,null,1971,null,null,2186,null,null,2134,null,null,1327,null,null,1167,null,null,1254,null,null,56
8211,1620,849,493,703,420,845,427,586,391,834,551,333,279,164,174,478,365,218,194,731,496,404,278,897,527,742,452,195,254,68,85,164,195,1620,null,null,493,null,null,420,null,null,427,null,null,391,null,null,551,null,null,279,null,null,174,null,null,365,null,null,194,null,null,496,null,null,278,null,null,527,null,null,452,null,null,254,null,null,85,null,null,195,null,null,72
841875,9573,32789,2789,19287,2263,25460,2991,33241,2859,34396,2531,38418,3074,36843,3052,37203,3189,32836,2448,74535,4382,95413,4624,135088,5325,89053,4424,53904,3250,55970,3195,47439,3218,9573,null,null,2789,null,null,2263,null,null,2991,null,null,2859,null,null,2531,null,null,3074,null,null,3052,null,null,3189,null,null,2448,null,null,4382,null,null,4624,null,null,5325,null,null,4424,null,null,3250,null,null,3195,null,null,3218,null,null,01
113227,3413,1292,416,1213,555,1036,415,2337,707,2534,812,2455,783,2938,766,3408,785,3018,893,8157,1431,10109,1399,17970,1985,17921,2291,12611,1755,14304,1706,11924,1730,3413,null,null,416,null,null,555,null,null,415,null,null,707,null,null,812,null,null,783,null,null,766,null,null,785,null,null,893,null,null,1431,null,null,1399,null,null,1985,null,null,2291,null,null,1755,null,null,1706,null,null,1730,null,null,02
1020053,8536,33009,3136,20233,2137,22027,2435,30146,3193,33854,2661,36859,2783,41649,3706,42858,2781,39924,2932,90058,4598,115251,5155,161766,6389,112616,5436,75111,4508,81487,3807,83205,4642,8536,null,null,3136,null,null,2137,null,null,2435,null,null,3193,null,null,2661,null,null,2783,null,null,3706,null,null,2781,null,null,2932,null,null,4598,null,null,5155,null,null,6389,null,null,5436,null,null,4508,null,null,3807,null,null,4642,null,null,04
575781,7401,24371,2592,15431,1973,18654,2274,25324,2374,30134,2800,31447,2482,27902,2543,26029,2176,29034,2353,52374,3313,67516,4312,83608,4270,56903,3843,31580,2723,28528,2444,26946,2236,7401,null,null,2592,null,null,1973,null,null,2274,null,null,2374,null,null,2800,null,null,2482,null,null,2543,null,null,2176,null,null,2353,null,null,3313,null,null,4312,null,null,4270,null,null,3843,null,null,2723,null,null,2444,null,null,2236,null,null,05
3829803,20767,94521,4925,62167,4146,79275,4211,89534,5155,87290,4384,108679,5328,101197,4749,112375,6139,106683,5714,220135,6939,339118,7994,502724,10278,442494,8952,334295,8578,459995,10120,689321,10714,20767,null,null,4925,null,null,4146,null,null,4211,null,null,5155,null,null,4384,null,null,5328,null,null,4749,null,null,6139,null,null,5714,null,null,6939,null,null,7994,null,null,10278,null,null,8952,null,null,8578,null,null,10120,null,null,10714,null,null,06
998912,8799,18925,2115,13827,1937,17358,1991,22041,2342,23687,2031,29028,2537,33757,2865,33912,3075,31553,2422,68328,3840,106412,5135,159386,5423,128671,5235,88196,4321,109568,4874,114263,4149,8799,null,null,2115,null,null,1937,null,null,1991,null,null,2342,null,null,2031,null,null,2537,null,null,2865,null,null,3075,null,null,2422,null,null,3840,null,null,5135,null,null,5423,null,null,5235,null,null,4321,null,null,4874,null,null,4149,null,null,08
628517,8156,10535,1943,5552,1079,8014,1641,10369,1629,11770,1517,15807,1839,13346,1949,15796,1817,14576,1632,32018,2497,54029,3166,88974,3869,80705,4047,69842,3783,79419,3708,117765,4466,8156,null,null,1943,null,null,1079,null,null,1641,null,null,1629,null,null,1517,null,null,1839,null,null,1949,null,null,1817,null,null,1632,null,null,2497,null,null,3166,null,null,3869,null,null,4047,null,null,3783,null,null,3708,null,null,4466,null,null,09
155647,3816,3578,892,1950,664,2417,748,3486,922,3941,947,5246,1258,4638,856,5757,1117,7182,1456,12521,1666,17168,1697,26328,2196,19593,2192,14369,1505,13928,1579,13545,1488,3816,null,null,892,null,null,664,null,null,748,null,null,922,null,null,947,null,null,1258,null,null,856,null,null,1117,null,null,1456,null,null,1666,null,null,1697,null,null,2196,null,null,2192,null,null,1505,null,null,1579,null,null,1488,null,null,10
42983,2182,145,189,41,70,34,56,39,65,113,130,157,111,126,143,220,191,268,246,594,296,1094,404,3134,1030,4245,908,4352,844,7707,1530,20714,1584,2182,null,null,189,null,null,70,null,null,56,null,null,65,null,null,130,null,null,111,null,null,143,null,null,191,null,null,246,null,null,296,null,null,404,null,null,1030,null,null,908,null,null,844,null,null,1530,null,null,1584,null,null,11
