C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,C17012_001M,C17012_001EA,C17012_001MA,C17012_002M,C17012_002EA,C17012_002MA,C17012_003M,C17012_003EA,C17012_003MA,C17012_004M,C17012_004EA,C17012_004MA,C17012_005M,C17012_005EA,C17012_005MA,C17012_006M,C17012_006EA,C17012_006MA,C17012_007M,C17012_007EA,C17012_007MA,C17012_008M,C17012_008EA,C17012_008MA,C17012_009M,C17012_009EA,C17012_009MA,C17012_010M,C17012_010EA,C17012_010MA,C17012_011M,C17012_011EA,C17012_011MA,state
4864461,24241,509616,11766,166623,5704,237860,9016,92168,4958,12965,2052,4354845,24292,2686894,19449,1418515,16970,237814,7714,11622,1868,24241,null,null,11766,null,null,5704,null,null,9016,null,null,4958,null,null,2052,null,null,24292,null,null,19449,null,null,16970,null,null,7714,null,null,1868,null,null,12
2479003,18252,296261,9486,72298,5015,143695,7064,69223,5485,11045,2143,2182742,17899,1167732,15520,847734,12283,155143,7344,12133,2289,18252,null,null,9486,null,null,5015,null,null,7064,null,null,5485,null,null,2143,null,null,17899,null,null,15520,null,null,12283,null,null,7344,null,null,2289,null,null,13
315505,5105,18826,2161,6148,1144,8878,1587,3183,997,617,439,296679,5251,165698,4994,103234,4705,23952,2720,3795,839,5105,null,null,2161,null,null,1144,null,null,1587,null,null,997,null,null,439,null,null,5251,null,null,4994,null,null,4705,null,null,2720,null,null,839,null,null,15
411617,7286,41274,3641,10829,1582,19053,2273,9013,1546,2379,926,370343,7745,211106,6831,114069,5801,39838,2961,5330,1250,7286,null,null,3641,null,null,1582,null,null,2273,null,null,1546,null,null,926,null,null,7745,null,null,6831,null,null,5801,null,null,2961,null,null,1250,null,null,16
3100613,17145,293044,9264,77163,4854,141877,6106,63908,3851,10096,1683,2807569,16895,1554957,13005,1014790,12759,225730,6970,12092,1723,17145,null,null,9264,null,null,4854,null,null,6106,null,null,3851,null,null,1683,null,null,16895,null,null,13005,null,null,12759,null,null,6970,null,null,1723,null,null,17
1645758,11176,157720,5867,32520,2561,81524,4490,36742,3243,6934,1160,1488038,11737,844146,9219,513317,9419,120054,5352,10521,1445,11176,null,null,5867,null,null,2561,null,null,4490,null,null,3243,null,null,1160,null,null,11737,null,null,9219,null,null,9419,null,null,5352,null,null,1445,null,null,18
795043,8419,60129,3265,13014,1499,30906,2473,13343,1748,2866,803,734914,8832,411886,6962,248874,6413,69964,3553,4190,872,8419,null,null,3265,null,null,1499,null,null,2473,null,null,1748,null,null,803,null,null,8832,null,null,6962,null,null,6413,null,null,3553,null,null,872,null,null,19
716005,8245,56464,3559,15403,2042,28041,2388,11495,1560,1525,648,659541,7653,362997,6371,234624,6291,58039,3022,3881,896,8245,null,null,3559,null,null,2042,null,null,2388,null,null,1560,null,null,648,null,null,7653,null,null,6371,null,null,6291,null,null,3022,null,null,896,null,null,20
1121404,10897,156782,6330,44747,3565,75368,4344,30893,2925,5774,1524,964622,12227,554806,8988,340368,7676,65181,3624,4267,880,10897,null,null,6330,null,null,3565,null,null,4344,null,null,2925,null,null,1524,null,null,12227,null,null,8988,null,null,7676,null,null,3624,null,null,880,null,null,21
1097712,12285,168708,7561,43383,3234,84202,5215,35294,4210,5829,1620,929004,11536,522063,9281,335275,8665,67953,3891,3713,874,12285,null,null,7561,null,null,3234,null,null,5215,null,null,4210,null,null,1620,null,null,11536,null,null,9281,null,null,8665,null,null,3891,null,null,874,null,null,22
