B27008_001E,B27008_001M,B27008_002E,B27008_002M,B27008_003E,B27008_003M,B27008_004E,B27008_004M,B27008_005E,B27008_005M,B27008_006E,B27008_006M,B27008_007E,B27008_007M,B27008_008E,B27008_008M,B27008_009E,B27008_009M,B27008_010E,B27008_010M,B27008_011E,B27008_011M,B27008_012E,B27008_012M,B27008_013E,B27008_013M,B27008_014E,B27008_014M,B27008_015E,B27008_015M,B27008_016E,B27008_016M,B27008_017E,B27008_017M,B27008_018E,B27008_018M,B27008_019E,B27008_019M,B27008_020E,B27008_020M,B27008_021E,B27008_021M,B27008_022E,B27008_022M,B27008_023E,B27008_023M,B27008_024E,B27008_024M,B27008_025E,B27008_025M,B27008_026E,B27008_026M,B27008_027E,B27008_027M,B27008_028E,B27008_028M,B27008_029E,B27008_029M,B27008_030E,B27008_030M,B27008_031E,B27008_031M,B27008_032E,B27008_032M,B27008_033E,B27008_033M,B27008_034E,B27008_034M,B27008_035E,B27008_035M,B27008_036E,B27008_036M,B27008_037E,B27008_037M,B27008_038E,B27008_038M,B27008_039E,B27008_039M,B27008_040E,B27008_040M,B27008_041E,B27008_041M,B27008_042E,B27008_042M,B27008_043E,B27008_043M,B27008_044E,B27008_044M,B27008_045E,B27008_045M,B27008_046E,B27008_046M,B27008_047E,B27008_047M,B27008_048E,B27008_048M,B27008_049E,B27008_049M,B27008_050E,B27008_050M,B27008_051E,B27008_051M,B27008_052E,B27008_052M,B27008_053E,B27008_053M,B27008_054E,B27008_054M,B27008_055E,B27008_055M,B27008_056E,B27008_056M,B27008_057E,B27008_057M,B27008_001M,B27008_001EA,B27008_001MA,B27008_002M,B27008_002EA,B27008_002MA,B27008_003M,B27008_003EA,B27008_003MA,B27008_004M,B27008_004EA,B27008_004MA,B27008_005M,B27008_005EA,B27008_005MA,B27008_006M,B27008_006EA,B27008_006MA,B27008_007M,B27008_007EA,B27008_007MA,B27008_008M,B27008_008EA,B27008_008MA,B27008_009M,B27008_009EA,B27008_009MA,B27008_010M,B27008_010EA,B27008_010MA,B27008_011M,B27008_011EA,B27008_011MA,B27008_012M,B27008_012EA,B27008_012MA,B27008_013M,B27008_013EA,B27008_013MA,B27008_014M,B27008_014EA,B27008_014MA,B27008_015M,B27008_015EA,B27008_015MA,B27008_016M,B27008_016EA,B27008_016MA,B27008_017M,B27008_017EA,B27008_017MA,B27008_018M,B27008_018EA,B27008_018MA,B27008_019M,B27008_019EA,B27008_019MA,B27008_020M,B27008_020EA,B27008_020MA,B27008_021M,B27008_021EA,B27008_021MA,B27008_022M,B27008_022EA,B27008_022MA,B27008_023M,B27008_023EA,B27008_023MA,B27008_024M,B27008_024EA,B27008_024MA,B27008_025M,B27008_025EA,B27008_025MA,B27008_026M,B27008_026EA,B27008_026MA,B27008_027M,B27008_027EA,B27008_027MA,B27008_028M,B27008_028EA,B27008_028MA,B27008_029M,B27008_029EA,B27008_029MA,B27008_030M,B27008_030EA,B27008_030MA,B27008_031M,B27008_031EA,B27008_031MA,B27008_032M,B27008_032EA,B27008_032MA,B27008_033M,B27008_033EA,B27008_033MA,B27008_034M,B27008_034EA,B27008_034MA,B27008_035M,B27008_035EA,B27008_035MA,B27008_036M,B27008_036EA,B27008_036MA,B27008_037M,B27008_037EA,B27008_037MA,B27008_038M,B27008_038EA,B27008_038MA,B27008_039M,B27008_039EA,B27008_039MA,B27008_040M,B27008_040EA,B27008_040MA,B27008_041M,B27008_041EA,B27008_041MA,B27008_042M,B27008_042EA,B27008_042MA,B27008_043M,B27008_043EA,B27008_043MA,B27008_044M,B27008_044EA,B27008_044MA,B27008_045M,B27008_045EA,B27008_045MA,B27008_046M,B27008_046EA,B27008_046MA,B27008_047M,B27008_047EA,B27008_047MA,B27008_048M,B27008_048EA,B27008_048MA,B27008_049M,B27008_049EA,B27008_049MA,B27008_050M,B27008_050EA,B27008_050MA,B27008_051M,B27008_051EA,B27008_051MA,B27008_052M,B27008_052EA,B27008_052MA,B27008_053M,B27008_053EA,B27008_053MA,B27008_054M,B27008_054EA,B27008_054MA,B27008_055M,B27008_055EA,B27008_055MA,B27008_056M,B27008_056EA,B27008_056MA,B27008_057M,B27008_057EA,B27008_057MA,state
20294479,4316,9829594,8614,687725,7446,21260,2897,666465,7896,1424355,8685,45799,4460,1378556,9375,866762,5968,18024,2255,848738,5775,1275897,7486,19617,2410,1256280,8057,1171032,6449,18740,2608,1152292,6730,1318556,5068,42141,3345,1276415,6037,1271953,3701,54160,3096,1217793,4907,1046794,2943,74397,3862,972397,4587,766520,2762,70887,3618,695633,4237,10464885,7394,651897,6362,19145,2635,632752,6892,1372368,7507,39021,4414,1333347,7833,850747,5827,19564,2991,831183,6263,1309989,5743,26749,2803,1283240,5762,1240360,5081,24951,3039,1215409,5808,1398345,3860,36796,3250,1361549,4563,1433747,3572,51553,3176,1382194,5051,1213343,3258,68786,3291,1144557,4230,994089,3398,64638,3534,929451,4665,4316,null,null,8614,null,null,7446,null,null,2897,null,null,7896,null,null,8685,null,null,4460,null,null,9375,null,null,5968,null,null,2255,null,null,5775,null,null,7486,null,null,2410,null,null,8057,null,null,6449,null,null,2608,null,null,6730,null,null,5068,null,null,3345,null,null,6037,null,null,3701,null,null,3096,null,null,4907,null,null,2943,null,null,3862,null,null,4587,null,null,2762,null,null,3618,null,null,4237,null,null,7394,null,null,6362,null,null,2635,null,null,6892,null,null,7507,null,null,4414,null,null,7833,null,null,5827,null,null,2991,null,null,6263,null,null,5743,null,null,2803,null,null,5762,null,null,5081,null,null,3039,null,null,5808,null,null,3860,null,null,3250,null,null,4563,null,null,3572,null,null,3176,null,null,5051,null,null,3258,null,null,3291,null,null,4230,null,null,3398,null,null,3534,null,null,4665,null,null,12
10120788,3683,4866326,9202,396338,6756,15895,2119,380443,7157,882187,6582,33818,4310,848369,7872,487274,5924,15107,2606,472167,6342,642028,6123,13874,2297,628154,6220,636271,6126,15382,2251,620889,6163,668284,5107,19885,2321,648399,5385,574123,2776,28750,3038,545373,4189,382965,3225,31361,3122,351604,4241,196856,2573,21709,2264,175147,3303,5254462,8566,383040,5777,18740,2719,364300,5472,844761,6422,29498,3445,815263,7244,487917,4397,17193,2133,470724,5196,710228,5272,25160,3188,685068,5479,715853,5655,19960,2987,695893,6305,715651,4673,23254,2658,692397,4780,646530,2998,28348,2762,618182,3998,457409,3444,27845,2467,429564,4161,293073,2997,23992,2145,269081,3299,3683,null,null,9202,null,null,6756,null,null,2119,null,null,7157,null,null,6582,null,null,4310,null,null,7872,null,null,5924,null,null,2606,null,null,6342,null,null,6123,null,null,2297,null,null,6220,null,null,6126,null,null,2251,null,null,6163,null,null,5107,null,null,2321,null,null,5385,null,null,2776,null,null,3038,null,null,4189,null,null,3225,null,null,3122,null,null,4241,null,null,2573,null,null,2264,null,null,3303,null,null,8566,null,null,5777,null,null,2719,null,null,5472,null,null,6422,null,null,3445,null,null,7244,null,null,4397,null,null,2133,null,null,5196,null,null,5272,null,null,3188,null,null,5479,null,null,5655,null,null,2987,null,null,6305,null,null,4673,null,null,2658,null,null,4780,null,null,2998,null,null,2762,null,null,3998,null,null,3444,null,null,2467,null,null,4161,null,null,2997,null,null,2145,null,null,3299,null,null,13
1378730,2525,677111,2948,56112,1773,10344,1584,45768,2301,102334,2076,13050,1984,89284,2897,57735,1584,4342,1141,53393,1654,93649,2119,8074,1579,85575,2511,83388,1574,4760,1277,78628,2047,86333,1282,4802,1102,81531,1459,89201,943,5254,1177,83947,1551,67152,693,5333,1003,61819,1152,41207,549,5198,816,36009,1006,701619,2294,53047,1485,8362,1313,44685,1664,96068,1646,12284,1777,83784,2311,57332,1137,6447,1193,50885,1427,95283,1318,10652,1553,84631,1936,87265,1132,7136,1399,80129,1702,88309,1075,5122,1130,83187,1406,93940,582,4315,823,89625,932,70961,498,4749,869,66212,994,59414,557,5243,856,54171,929,2525,null,null,2948,null,null,1773,null,null,1584,null,null,2301,null,null,2076,null,null,1984,null,null,2897,null,null,1584,null,null,1141,null,null,1654,null,null,2119,null,null,1579,null,null,2511,null,null,1574,null,null,1277,null,null,2047,null,null,1282,null,null,1102,null,null,1459,null,null,943,null,null,1177,null,null,1551,null,null,693,null,null,1003,null,null,1152,null,null,549,null,null,816,null,null,1006,null,null,2294,null,null,1485,null,null,1313,null,null,1664,null,null,1646,null,null,1777,null,null,2311,null,null,1137,null,null,1193,null,null,1427,null,null,1318,null,null,1553,null,null,1936,null,null,1132,null,null,1399,null,null,1702,null,null,1075,null,null,1130,null,null,1406,null,null,582,null,null,823,null,null,932,null,null,498,null,null,869,null,null,994,null,null,557,null,null,856,null,null,929,null,null,15
1662867,795,826763,2862,70017,2629,2279,883,67738,2894,154044,3279,3789,971,150255,3506,79510,1783,1558,674,77952,1812,107178,2384,1878,788,105300,2570,99915,2284,1355,565,98560,2225,97593,1942,1703,706,95890,2002,99322,1432,3870,871,95452,1827,74869,1212,6553,1006,68316,1468,44315,869,4896,979,39419,1185,836104,2843,66510,1887,1578,611,64932,1968,145059,2346,3756,1318,141303,2523,76622,2160,1410,543,75212,2165,107986,2271,2696,938,105290,2374,102560,2287,1758,518,100802,2268,98445,1646,2202,683,96243,1652,105672,1549,2919,923,102753,1851,79249,1178,5228,907,74021,1442,54001,859,3449,870,50552,1135,795,null,null,2862,null,null,2629,null,null,883,null,null,2894,null,null,3279,null,null,971,null,null,3506,null,null,1783,null,null,674,null,null,1812,null,null,2384,null,null,788,null,null,2570,null,null,2284,null,null,565,null,null,2225,null,null,1942,null,null,706,null,null,2002,null,null,1432,null,null,871,null,null,1827,null,null,1212,null,null,1006,null,null,1468,null,null,869,null,null,979,null,null,1185,null,null,2843,null,null,1887,null,null,611,null,null,1968,null,null,2346,null,null,1318,null,null,2523,null,null,2160,null,null,543,null,null,2165,null,null,2271,null,null,938,null,null,2374,null,null,2287,null,null,518,null,null,2268,null,null,1646,null,null,683,null,null,1652,null,null,1549,null,null,923,null,null,1851,null,null,1178,null,null,907,null,null,1442,null,null,859,null,null,870,null,null,1135,null,null,16
12620388,1326,6168002,5264,473643,4959,4412,1137,469231,5010,1016417,4855,9874,2076,1006543,5137,596188,3172,5773,1176,590415,3386,863731,3351,5472,1110,858259,3533,805629,3195,5174,1438,800455,3537,830880,3196,6756,1194,824124,3258,791004,1985,9825,1202,781179,2634,491228,1546,14805,1680,476423,2250,299282,2128,11518,1555,287764,2578,6452386,5163,448523,4970,4642,1066,443881,5172,981280,5120,8741,1850,972539,5634,593688,3146,4431,1286,589257,3587,871676,3611,6357,1143,865319,3752,827673,2666,4323,946,823350,2935,863867,2797,5592,943,858275,2718,848279,1918,9249,1236,839030,2354,568449,2072,11738,1435,556711,2540,448951,2560,9953,1384,438998,2812,1326,null,null,5264,null,null,4959,null,null,1137,null,null,5010,null,null,4855,null,null,2076,null,null,5137,null,null,3172,null,null,1176,null,null,3386,null,null,3351,null,null,1110,null,null,3533,null,null,3195,null,null,1438,null,null,3537,null,null,3196,null,null,1194,null,null,3258,null,null,1985,null,null,1202,null,null,2634,null,null,1546,null,null,1680,null,null,2250,null,null,2128,null,null,1555,null,null,2578,null,null,5163,null,null,4970,null,null,1066,null,null,5172,null,null,5120,null,null,1850,null,null,5634,null,null,3146,null,null,1286,null,null,3587,null,null,3611,null,null,1143,null,null,3752,null,null,2666,null,null,946,null,null,2935,null,null,2797,null,null,943,null,null,2718,null,null,1918,null,null,1236,null,null,2354,null,null,2072,null,null,1435,null,null,2540,null,null,2560,null,null,1384,null,null,2812,null,null,17
6534914,919,3204187,6049,258452,4166,2252,635,256200,4243,548353,5209,6151,1492,542202,5352,333148,3263,5049,1355,328099,3174,413968,4006,4471,1156,409497,4286,389487,2916,3039,945,386448,2974,421970,2828,4283,1139,417687,3205,415298,1997,7655,1531,407643,2673,267078,1757,12749,1620,254329,2004,156433,1459,8139,1253,148294,1759,3330727,6017,246570,4278,2687,984,243883,4196,520550,5105,5217,1242,515333,5072,321387,3524,4487,1190,316900,3619,425258,3669,2364,678,422894,3745,408420,3229,2728,898,405692,3431,433689,2850,4198,1058,429491,3140,441086,2251,7657,1390,433429,2644,304566,2037,8371,990,296195,2162,229201,1854,6028,1077,223173,2148,919,null,null,6049,null,null,4166,null,null,635,null,null,4243,null,null,5209,null,null,1492,null,null,5352,null,null,3263,null,null,1355,null,null,3174,null,null,4006,null,null,1156,null,null,4286,null,null,2916,null,null,945,null,null,2974,null,null,2828,null,null,1139,null,null,3205,null,null,1997,null,null,1531,null,null,2673,null,null,1757,null,null,1620,null,null,2004,null,null,1459,null,null,1253,null,null,1759,null,null,6017,null,null,4278,null,null,984,null,null,4196,null,null,5105,null,null,1242,null,null,5072,null,null,3524,null,null,1190,null,null,3619,null,null,3669,null,null,678,null,null,3745,null,null,3229,null,null,898,null,null,3431,null,null,2850,null,null,1058,null,null,3140,null,null,2251,null,null,1390,null,null,2644,null,null,2037,null,null,990,null,null,2162,null,null,1854,null,null,1077,null,null,2148,null,null,18
3091437,506,1532095,3125,122882,2524,2014,673,120868,2599,249352,2770,3877,1337,245475,3250,159854,2171,2258,748,157596,2363,196783,2494,2244,766,194539,2637,183779,2391,1666,744,182113,2425,194980,2045,2331,709,192649,2085,203608,1288,4107,941,199501,1594,133100,1180,5755,810,127345,1421,87757,969,4569,805,83188,1285,1559342,3175,114584,2721,926,356,113658,2678,238179,2658,2570,719,235609,2785,157244,2488,1846,666,155398,2576,192963,2636,1623,520,191340,2704,182944,2210,2214,1202,180730,2331,193135,1983,2203,625,190932,2004,209915,1316,4441,1038,205474,1657,143825,1161,3507,638,140318,1209,126553,1262,3797,753,122756,1394,506,null,null,3125,null,null,2524,null,null,673,null,null,2599,null,null,2770,null,null,1337,null,null,3250,null,null,2171,null,null,748,null,null,2363,null,null,2494,null,null,766,null,null,2637,null,null,2391,null,null,744,null,null,2425,null,null,2045,null,null,709,null,null,2085,null,null,1288,null,null,941,null,null,1594,null,null,1180,null,null,810,null,null,1421,null,null,969,null,null,805,null,null,1285,null,null,3175,null,null,2721,null,null,356,null,null,2678,null,null,2658,null,null,719,null,null,2785,null,null,2488,null,null,666,null,null,2576,null,null,2636,null,null,520,null,null,2704,null,null,2210,null,null,1202,null,null,2331,null,null,1983,null,null,625,null,null,2004,null,null,1316,null,null,1038,null,null,1657,null,null,1161,null,null,638,null,null,1209,null,null,1262,null,null,753,null,null,1394,null,null,19
2850862,1447,1408996,4885,121800,2731,8246,1636,113554,2847,244517,3524,8637,1413,235880,3820,151890,2800,6167,1395,145723,3161,178490,3117,4659,1191,173831,2888,173068,2621,3704,914,169364,2792,170403,2116,4427,1115,165976,2165,179620,1462,5587,951,174033,1633,116363,1273,9174,1058,107189,1613,72845,1233,7289,1088,65556,1578,1441866,4484,113851,3528,5370,1045,108481,3512,232934,3644,9108,1787,223826,3940,140415,2194,7057,1336,133358,2581,185928,2428,7519,1011,178409,2403,172249,2099,5353,1005,166896,2257,176728,2064,5031,1059,171697,2268,189602,1353,6371,916,183231,1417,127311,1090,6499,904,120812,1389,102848,1425,6094,978,96754,1722,1447,null,null,4885,null,null,2731,null,null,1636,null,null,2847,null,null,3524,null,null,1413,null,null,3820,null,null,2800,null,null,1395,null,null,3161,null,null,3117,null,null,1191,null,null,2888,null,null,2621,null,null,914,null,null,2792,null,null,2116,null,null,1115,null,null,2165,null,null,1462,null,null,951,null,null,1633,null,null,1273,null,null,1058,null,null,1613,null,null,1233,null,null,1088,null,null,1578,null,null,4484,null,null,3528,null,null,1045,null,null,3512,null,null,3644,null,null,1787,null,null,3940,null,null,2194,null,null,1336,null,null,2581,null,null,2428,null,null,1011,null,null,2403,null,null,2099,null,null,1005,null,null,2257,null,null,2064,null,null,1059,null,null,2268,null,null,1353,null,null,916,null,null,1417,null,null,1090,null,null,904,null,null,1389,null,null,1425,null,null,978,null,null,1722,null,null,20
4354380,1440,2121338,5132,164706,3659,3671,798,161035,3781,352003,4687,9348,1860,342655,4416,211800,3112,5202,1070,206598,3079,266518,2975,3618,1052,262900,2988,264511,2813,3846,1140,260665,3081,286830,2536,6048,1125,280782,2829,279489,1525,9967,1470,269522,1868,189568,1155,13763,1927,175805,2280,105913,1266,9257,1094,96656,1690,2233042,5104,156819,3384,5451,1273,151368,3574,336458,3402,8550,1750,327908,3728,207065,1898,7126,1562,199939,2346,278671,3016,6403,1495,272268,3227,276304,2493,5474,1317,270830,2580,302827,2044,6003,1279,296824,2463,305012,1854,8203,1359,296809,2356,215237,1572,11263,1373,203974,2275,154649,1309,9022,1260,145627,1904,1440,null,null,5132,null,null,3659,null,null,798,null,null,3781,null,null,4687,null,null,1860,null,null,4416,null,null,3112,null,null,1070,null,null,3079,null,null,2975,null,null,1052,null,null,2988,null,null,2813,null,null,1140,null,null,3081,null,null,2536,null,null,1125,null,null,2829,null,null,1525,null,null,1470,null,null,1868,null,null,1155,null,null,1927,null,null,2280,null,null,1266,null,null,1094,null,null,1690,null,null,5104,null,null,3384,null,null,1273,null,null,3574,null,null,3402,null,null,1750,null,null,3728,null,null,1898,null,null,1562,null,null,2346,null,null,3016,null,null,1495,null,null,3227,null,null,2493,null,null,1317,null,null,2580,null,null,2044,null,null,1279,null,null,2463,null,null,1854,null,null,1359,null,null,2356,null,null,1572,null,null,1373,null,null,2275,null,null,1309,null,null,1260,null,null,1904,null,null,21
4577182,1950,2208827,5319,185324,5090,4667,1128,180657,5192,385975,5254,8345,1611,377630,5630,213743,3778,3562,1336,210181,3914,311103,5632,5745,1516,305358,5512,269595,4540,3188,872,266407,4785,276927,4095,5939,1291,270988,4332,279396,2335,7144,1100,272252,2485,183138,1906,10904,1518,172234,2418,103626,1473,8515,1259,95111,1784,2368355,5285,180584,4831,6927,1710,173657,4957,363574,5256,6812,1444,356762,5224,220534,3520,5274,1454,215260,3687,334398,3685,7310,1389,327088,4003,295354,3599,3601,701,291753,3667,296580,3733,5811,1230,290769,4059,310069,1560,6079,1003,303990,1771,214897,1735,8636,1454,206261,2174,152365,1821,8969,1623,143396,2235,1950,null,null,5319,null,null,5090,null,null,1128,null,null,5192,null,null,5254,null,null,1611,null,null,5630,null,null,3778,null,null,1336,null,null,3914,null,null,5632,null,null,1516,null,null,5512,null,null,4540,null,null,872,null,null,4785,null,null,4095,null,null,1291,null,null,4332,null,null,2335,null,null,1100,null,null,2485,null,null,1906,null,null,1518,null,null,2418,null,null,1473,null,null,1259,null,null,1784,null,null,5285,null,null,4831,null,null,1710,null,null,4957,null,null,5256,null,null,1444,null,null,5224,null,null,3520,null,null,1454,null,null,3687,null,null,3685,null,null,1389,null,null,4003,null,null,3599,null,null,701,null,null,3667,null,null,3733,null,null,1230,null,null,4059,null,null,1560,null,null,1003,null,null,1771,null,null,1735,null,null,1454,null,null,2174,null,null,1821,null,null,1623,null,null,2235,null,null,22
