B27023_001E,B27023_001M,B27023_002E,B27023_002M,B27023_003E,B27023_003M,B27023_004E,B27023_004M,B27023_005E,B27023_005M,B27023_006E,B27023_006M,B27023_007E,B27023_007M,B27023_008E,B27023_008M,B27023_009E,B27023_009M,B27023_010E,B27023_010M,B27023_011E,B27023_011M,B27023_012E,B27023_012M,B27023_013E,B27023_013M,B27023_014E,B27023_014M,B27023_015E,B27023_015M,B27023_001M,B27023_001EA,B27023_001MA,B27023_002M,B27023_002EA,B27023_002MA,B27023_003M,B27023_003EA,B27023_003MA,B27023_004M,B27023_004EA,B27023_004MA,B27023_005M,B27023_005EA,B27023_005MA,B27023_006M,B27023_006EA,B27023_006MA,B27023_007M,B27023_007EA,B27023_007MA,B27023_008M,B27023_008EA,B27023_008MA,B27023_009M,B27023_009EA,B27023_009MA,B27023_010M,B27023_010EA,B27023_010MA,B27023_011M,B27023_011EA,B27023_011MA,B27023_012M,B27023_012EA,B27023_012MA,B27023_013M,B27023_013EA,B27023_013MA,B27023_014M,B27023_014EA,B27023_014MA,B27023_015M,B27023_015EA,B27023_015MA,state
1757724,15182,886809,11681,357417,9754,274435,9418,82982,5827,529392,13145,315015,10979,214377,9295,870915,9975,408574,9320,311777,9189,96797,6696,462341,9928,270636,9627,191705,7323,15182,null,null,11681,null,null,9754,null,null,9418,null,null,5827,null,null,13145,null,null,10979,null,null,9295,null,null,9975,null,null,9320,null,null,9189,null,null,6696,null,null,9928,null,null,9627,null,null,7323,null,null,12
967491,10380,481785,7636,184180,7003,150476,6092,33704,3956,297605,8493,186896,6977,110709,7472,485706,7391,208851,7430,165811,7131,43040,4448,276855,8425,165809,7045,111046,6456,10380,null,null,7636,null,null,7003,null,null,6092,null,null,3956,null,null,8493,null,null,6977,null,null,7472,null,null,7391,null,null,7430,null,null,7131,null,null,4448,null,null,8425,null,null,7045,null,null,6456,null,null,13
119385,3304,60343,2478,20642,2265,17590,2140,3052,848,39701,2945,30257,2429,9444,1803,59042,2290,24033,1821,20340,1704,3693,967,35009,2403,26951,2281,8058,1409,3304,null,null,2478,null,null,2265,null,null,2140,null,null,848,null,null,2945,null,null,2429,null,null,1803,null,null,2290,null,null,1821,null,null,1704,null,null,967,null,null,2403,null,null,2281,null,null,1409,null,null,15
152368,4811,78281,3123,28852,2818,23790,2237,5062,1895,49429,3800,35101,3288,14328,2421,74087,2990,33320,2454,27957,2406,5363,1074,40767,3281,28540,2875,12227,2341,4811,null,null,3123,null,null,2818,null,null,2237,null,null,1895,null,null,3800,null,null,3288,null,null,2421,null,null,2990,null,null,2454,null,null,2406,null,null,1074,null,null,3281,null,null,2875,null,null,2341,null,null,16
1189739,9267,591891,6299,243339,7359,198350,6758,44989,3370,348552,8502,244415,8358,104137,5832,597848,6282,277887,6621,221428,6901,56459,4250,319961,8078,207613,6657,112348,5377,9267,null,null,6299,null,null,7359,null,null,6758,null,null,3370,null,null,8502,null,null,8358,null,null,5832,null,null,6282,null,null,6621,null,null,6901,null,null,4250,null,null,8078,null,null,6657,null,null,5377,null,null,17
651548,7326,329354,5348,130776,6269,112014,5441,18762,2676,198578,7161,139829,5913,58749,4352,322194,5492,137373,5653,117620,5653,19753,2615,184821,6081,119653,4814,65168,4767,7326,null,null,5348,null,null,6269,null,null,5441,null,null,2676,null,null,7161,null,null,5913,null,null,4352,null,null,5492,null,null,5653,null,null,5653,null,null,2615,null,null,6081,null,null,4814,null,null,4767,null,null,18
305978,4774,155221,3449,63785,3564,56926,3339,6859,1253,91436,3786,70049,3910,21387,2718,150757,3312,72206,3468,63296,3553,8910,1412,78551,3177,54522,2555,24029,2198,4774,null,null,3449,null,null,3564,null,null,3339,null,null,1253,null,null,3786,null,null,3910,null,null,2718,null,null,3312,null,null,3468,null,null,3553,null,null,1412,null,null,3177,null,null,2555,null,null,2198,null,null,19
286744,4757,148541,3420,62949,4048,54835,3602,8114,1662,85592,3690,61454,3401,24138,2794,138203,3376,59756,3296,52601,3165,7155,1502,78447,3884,55320,3449,23127,2219,4757,null,null,3420,null,null,4048,null,null,3602,null,null,1662,null,null,3690,null,null,3401,null,null,2794,null,null,3376,null,null,3296,null,null,3165,null,null,1502,null,null,3884,null,null,3449,null,null,2219,null,null,20
407088,5563,208332,4342,69915,4096,58144,3801,11771,1904,138417,4491,88824,4787,49593,3761,198756,4001,85514,3994,66779,3660,18735,2310,113242,4876,66578,3765,46664,3838,5563,null,null,4342,null,null,4096,null,null,3801,null,null,1904,null,null,4491,null,null,4787,null,null,3761,null,null,4001,null,null,3994,null,null,3660,null,null,2310,null,null,4876,null,null,3765,null,null,3838,null,null,21
436130,7915,211103,4910,67106,3983,52446,3429,14660,2618,143997,5463,86401,5697,57596,4775,225027,5646,98271,5232,74418,4291,23853,3087,126756,5552,70492,4660,56264,4628,7915,null,null,4910,null,null,3983,null,null,3429,null,null,2618,null,null,5463,null,null,5697,null,null,4775,null,null,5646,null,null,5232,null,null,4291,null,null,3087,null,null,5552,null,null,4660,null,null,4628,null,null,22
105771,3378,53196,2292,21153,2116,17459,1959,3694,923,32043,2254,22557,2022,9486,1500,52575,2255,24264,2046,21505,1985,2759,717,28311,2391,19201,2115,9110,1887,3378,null,null,2292,null,null,2116,null,null,1959,null,null,923,null,null,2254,null,null,2022,null,null,1500,null,null,2255,null,null,2046,null,null,1985,null,null,717,null,null,2391,null,null,2115,null,null,1887,null,null,23
533391,6716,266844,4729,116169,4543,97656,4322,18513,2571,150675,5280,103559,4146,47116,3671,266547,4589,122465,4931,104255,4910,18210,2487,144082,4858,95709,4045,48373,4272,6716,null,null,4729,null,null,4543,null,null,4322,null,null,2571,null,null,5280,null,null,4146,null,null,3671,null,null,4589,null,null,4931,null,null,4910,null,null,2487,null,null,4858,null,null,4045,null,null,4272,null,null,24
698188,7796,346065,4944,166792,5309,141469,4726,25323,2665,179273,6468,128710,5394,50563,4094,352123,5384,192922,5961,162552,5425,30370,2723,159201,5950,105418,4990,53783,4931,7796,null,null,4944,null,null,5309,null,null,4726,null,null,2665,null,null,6468,null,null,5394,null,null,4094,null,null,5384,null,null,5961,null,null,5425,null,null,2723,null,null,5950,null,null,4990,null,null,4931,null,null,25
963289,7359,490938,4610,207881,6786,171568,6331,36313,3029,283057,7011,188600,6370,94457,5010,472351,5318,219301,5799,176153,5858,43148,3341,253050,5955,154160,5803,98890,4475,7359,null,null,4610,null,null,6786,null,null,6331,null,null,3029,null,null,7011,null,null,6370,null,null,5010,null,null,5318,null,null,5799,null,null,5858,null,null,3341,null,null,5955,null,null,5803,null,null,4475,null,null,26
499225,5025,252432,4141,97654,4426,83650,4456,14004,1946,154778,5358,117798,5067,36980,2832,246793,3265,112871,4162,94425,3848,18446,2145,133922,4313,95129,3766,38793,2738,5025,null,null,4141,null,null,4426,null,null,4456,null,null,1946,null,null,5358,null,null,5067,null,null,2832,null,null,3265,null,null,4162,null,null,3848,null,null,2145,null,null,4313,null,null,3766,null,null,2738,null,null,27
293869,7378,146967,5698,50930,3810,40098,3564,10832,1845,96037,6096,57715,4738,38322,3918,146902,4115,67140,3833,49645,3410,17495,2225,79762,4629,42329,3715,37433,3373,7378,null,null,5698,null,null,3810,null,null,3564,null,null,1845,null,null,6096,null,null,4738,null,null,3918,null,null,4115,null,null,3833,null,null,3410,null,null,2225,null,null,4629,null,null,3715,null,null,3373,null,null,28
560579,7395,278523,5795,101235,5100,86411,4906,14824,2067,177288,5982,124135,5631,53153,3936,282056,4925,125077,6099,108923,5607,16154,2080,156979,6286,102457,5559,54522,3588,7395,null,null,5795,null,null,5100,null,null,4906,null,null,2067,null,null,5982,null,null,5631,null,null,3936,null,null,4925,null,null,6099,null,null,5607,null,null,2080,null,null,6286,null,null,5559,null,null,3588,null,null,29
97730,3015,50303,1779,17018,2202,15754,2227,1264,554,33285,2422,20883,2043,12402,2046,47427,2181,19917,2340,17150,2272,2767,1034,27510,2564,17844,2295,9666,1591,3015,null,null,1779,null,null,2202,null,null,2227,null,null,554,null,null,2422,null,null,2043,null,null,2046,null,null,2181,null,null,2340,null,null,2272,null,null,1034,null,null,2564,null,null,2295,null,null,1591,null,null,30
189093,3907,96227,2712,39831,2464,34988,2558,4843,1082,56396,3190,41252,3090,15144,1926,92866,2429,44286,2732,38037,2554,6249,1200,48580,2844,35517,2676,13063,1795,3907,null,null,2712,null,null,2464,null,null,2558,null,null,1082,null,null,3190,null,null,3090,null,null,1926,null,null,2429,null,null,2732,null,null,2554,null,null,1200,null,null,2844,null,null,2676,null,null,1795,null,null,31
256961,4616,129088,3364,35512,3066,28729,2552,6783,1388,93576,4133,59629,3518,33947,2848,127873,3453,48239,3775,38259,3534,9980,2003,79634,4110,47258,3674,32376,2483,4616,null,null,3364,null,null,3066,null,null,2552,null,null,1388,null,null,4133,null,null,3518,null,null,2848,null,null,3453,null,null,3775,null,null,3534,null,null,2003,null,null,4110,null,null,3674,null,null,2483,null,null,32
123452,2948,62471,2188,25736,2280,22759,2245,2977,873,36735,2665,26007,2242,10728,1945,60981,1731,28242,2290,24989,2181,3253,821,32739,2364,23124,2405,9615,1697,2948,null,null,2188,null,null,2280,null,null,2245,null,null,873,null,null,2665,null,null,2242,null,null,1945,null,null,1731,null,null,2290,null,null,2181,null,null,821,null,null,2364,null,null,2405,null,null,1697,null,null,33
787666,6310,398556,5329,170571,5781,141187,6198,29384,2795,227985,6678,153938,5781,74047,4878,389110,4755,187851,4837,150609,5126,37242,3355,201259,5494,136795,5197,64464,3856,6310,null,null,5329,null,null,5781,null,null,6198,null,null,2795,null,null,6678,null,null,5781,null,null,4878,null,null,4755,null,null,4837,null,null,5126,null,null,3355,null,null,5494,null,null,5197,null,null,3856,null,null,34
190076,4746,97366,3203,36231,3469,23485,2872,12746,2247,61135,3507,30236,3065,30899,2780,92710,3293,35904,3177,20748,2645,15156,2397,56806,3625,27796,2778,29010,2949,4746,null,null,3203,null,null,3469,null,null,2872,null,null,2247,null,null,3507,null,null,3065,null,null,2780,null,null,3293,null,null,3177,null,null,2645,null,null,2397,null,null,3625,null,null,2778,null,null,2949,null,null,35
1931114,11778,960960,8298,418151,9549,316313,8480,101838,5092,542809,10443,350503,8973,192306,7005,970154,8267,474687,10220,352748,8309,121939,5605,495467,9543,311191,8050,184276,6604,11778,null,null,8298,null,null,9549,null,null,8480,null,null,5092,null,null,10443,null,null,8973,null,null,7005,null,null,8267,null,null,10220,null,null,8309,null,null,5605,null,null,9543,null,null,8050,null,null,6604,null,null,36
921315,10152,452166,7075,168821,6134,140613,5140,28208,3152,283345,7706,187053,7574,96292,5703,469149,6828,201063,6903,162501,6853,38562,3663,268086,6874,165229,6189,102857,5394,10152,null,null,7075,null,null,6134,null,null,5140,null,null,3152,null,null,7706,null,null,7574,null,null,5703,null,null,6828,null,null,6903,null,null,6853,null,null,3663,null,null,6874,null,null,6189,null,null,5394,null,null,37
84652,3047,43175,2349,15541,1860,14384,1682,1157,617,27634,2869,22844,2944,4790,1134,41477,1793,17028,2108,14888,1933,2140,975,24449,2122,18846,1938,5603,1461,3047,null,null,2349,null,null,1860,null,null,1682,null,null,617,null,null,2869,null,null,2944,null,null,1134,null,null,1793,null,null,2108,null,null,1933,null,null,975,null,null,2122,null,null,1938,null,null,1461,null,null,38
