B25096_001E,B25096_001M,B25096_002E,B25096_002M,B25096_003E,B25096_003M,B25096_004E,B25096_004M,B25096_005E,B25096_005M,B25096_006E,B25096_006M,B25096_007E,B25096_007M,B25096_008E,B25096_008M,B25096_009E,B25096_009M,B25096_010E,B25096_010M,B25096_011E,B25096_011M,B25096_012E,B25096_012M,B25096_013E,B25096_013M,B25096_014E,B25096_014M,B25096_015E,B25096_015M,B25096_016E,B25096_016M,B25096_017E,B25096_017M,B25096_018E,B25096_018M,B25096_019E,B25096_019M,B25096_020E,B25096_020M,B25096_021E,B25096_021M,B25096_001M,B25096_001EA,B25096_001MA,B25096_002M,B25096_002EA,B25096_002MA,B25096_003M,B25096_003EA,B25096_003MA,B25096_004M,B25096_004EA,B25096_004MA,B25096_005M,B25096_005EA,B25096_005MA,B25096_006M,B25096_006EA,B25096_006MA,B25096_007M,B25096_007EA,B25096_007MA,B25096_008M,B25096_008EA,B25096_008MA,B25096_009M,B25096_009EA,B25096_009MA,B25096_010M,B25096_010EA,B25096_010MA,B25096_011M,B25096_011EA,B25096_011MA,B25096_012M,B25096_012EA,B25096_012MA,B25096_013M,B25096_013EA,B25096_013MA,B25096_014M,B25096_014EA,B25096_014MA,B25096_015M,B25096_015EA,B25096_015MA,B25096_016M,B25096_016EA,B25096_016MA,B25096_017M,B25096_017EA,B25096_017MA,B25096_018M,B25096_018EA,B25096_018MA,B25096_019M,B25096_019EA,B25096_019MA,B25096_020M,B25096_020EA,B25096_020MA,B25096_021M,B25096_021EA,B25096_021MA,state
4857125,26450,2773911,24056,94367,5293,294306,7720,397231,9538,495496,12501,695328,13318,537982,10888,153570,4804,50271,3184,55360,3910,2083214,20877,277251,8712,341602,9531,272475,7526,287294,8050,381442,9962,311395,9093,107534,5232,43595,2838,60626,3438,26450,null,null,24056,null,null,5293,null,null,7720,null,null,9538,null,null,12501,null,null,13318,null,null,10888,null,null,4804,null,null,3184,null,null,3910,null,null,20877,null,null,8712,null,null,9531,null,null,7526,null,null,8050,null,null,9962,null,null,9093,null,null,5232,null,null,2838,null,null,3438,null,null,12
2268606,20528,1475331,16819,73131,4316,201892,7081,275895,9126,276993,9536,302255,9022,229418,6408,75233,4188,23227,2406,17287,1647,793275,12274,135190,5063,166101,5935,122014,5891,115991,5225,112270,5104,91002,4762,29072,2512,11221,1444,10414,1457,20528,null,null,16819,null,null,4316,null,null,7081,null,null,9126,null,null,9536,null,null,9022,null,null,6408,null,null,4188,null,null,2406,null,null,1647,null,null,12274,null,null,5063,null,null,5935,null,null,5891,null,null,5225,null,null,5104,null,null,4762,null,null,2512,null,null,1444,null,null,1457,null,null,13
260626,4898,171834,4886,1531,540,906,471,1975,677,4069,1033,15446,1849,42470,2882,52625,3002,30877,2142,21935,1785,88792,3432,1622,521,1985,553,2686,785,3097,826,7685,1226,18345,1688,24811,2058,15258,1350,13303,1273,4898,null,null,4886,null,null,540,null,null,471,null,null,677,null,null,1033,null,null,1849,null,null,2882,null,null,3002,null,null,2142,null,null,1785,null,null,3432,null,null,521,null,null,553,null,null,785,null,null,826,null,null,1226,null,null,1688,null,null,2058,null,null,1350,null,null,1273,null,null,15
418217,6970,269728,6096,5519,1184,19122,1715,53521,3263,60133,3600,68124,3553,47877,3228,9898,1715,3083,1127,2451,843,148489,4829,19372,1924,17527,2152,22478,2079,27181,2614,32296,2804,20534,2001,6375,1301,1622,569,1104,407,6970,null,null,6096,null,null,1184,null,null,1715,null,null,3263,null,null,3600,null,null,3553,null,null,3228,null,null,1715,null,null,1127,null,null,843,null,null,4829,null,null,1924,null,null,2152,null,null,2079,null,null,2614,null,null,2804,null,null,2001,null,null,1301,null,null,569,null,null,407,null,null,16
3146858,18286,2013765,17881,72457,3501,273994,6388,323842,8381,336608,7758,446501,10980,368442,7688,115504,4266,42968,2873,33449,2023,1133093,13337,130455,4542,199830,5001,175230,5482,173325,5623,213645,6207,160194,5594,46346,3200,16186,1578,17882,1911,18286,null,null,17881,null,null,3501,null,null,6388,null,null,8381,null,null,7758,null,null,10980,null,null,7688,null,null,4266,null,null,2873,null,null,2023,null,null,13337,null,null,4542,null,null,5001,null,null,5482,null,null,5623,null,null,6207,null,null,5594,null,null,3200,null,null,1578,null,null,1911,null,null,17
1731421,12509,1134794,12254,57228,3130,260889,6291,287751,7627,209879,5175,184701,6320,99749,4339,24185,2061,5765,1115,4647,1146,596627,8299,98961,4397,154979,5457,120855,5089,91319,3750,75191,3648,38538,3201,10055,1306,3478,866,3251,854,12509,null,null,12254,null,null,3130,null,null,6291,null,null,7627,null,null,5175,null,null,6320,null,null,4339,null,null,2061,null,null,1115,null,null,1146,null,null,8299,null,null,4397,null,null,5457,null,null,5089,null,null,3750,null,null,3648,null,null,3201,null,null,1306,null,null,866,null,null,854,null,null,18
881435,7975,534153,6991,26411,1768,113930,3997,121713,4250,96254,4016,102189,4644,57647,3590,10640,1661,3544,842,1825,566,347282,6064,52257,2976,80072,3214,74154,2626,54079,2959,51038,2573,25444,2011,6217,1092,890,338,3131,698,7975,null,null,6991,null,null,1768,null,null,3997,null,null,4250,null,null,4016,null,null,4644,null,null,3590,null,null,1661,null,null,842,null,null,566,null,null,6064,null,null,2976,null,null,3214,null,null,2626,null,null,2959,null,null,2573,null,null,2011,null,null,1092,null,null,338,null,null,698,null,null,19
729392,8711,436010,8186,28566,2030,87556,4094,85173,3880,82480,3934,83062,3776,48943,2595,13631,1762,4343,1022,2256,593,293382,6586,57909,2842,66487,3549,52537,2886,43787,3131,41122,2232,22230,1833,5438,944,1547,442,2325,619,8711,null,null,8186,null,null,2030,null,null,4094,null,null,3880,null,null,3934,null,null,3776,null,null,2595,null,null,1762,null,null,1022,null,null,593,null,null,6586,null,null,2842,null,null,3549,null,null,2886,null,null,3131,null,null,2232,null,null,1833,null,null,944,null,null,442,null,null,619,null,null,20
1148175,11051,674045,9323,40134,3108,134452,4918,165264,5673,127365,5231,117738,4784,65046,3185,15544,1970,4480,1068,4022,732,474130,8104,104664,4061,111093,3788,87878,4745,64532,3188,57144,3279,33064,2557,8757,1296,2741,789,4257,992,11051,null,null,9323,null,null,3108,null,null,4918,null,null,5673,null,null,5231,null,null,4784,null,null,3185,null,null,1970,null,null,1068,null,null,732,null,null,8104,null,null,4061,null,null,3788,null,null,4745,null,null,3188,null,null,3279,null,null,2557,null,null,1296,null,null,789,null,null,992,null,null,21
1105710,12317,579291,10107,32386,2865,76343,4315,108988,5690,125733,4778,130424,6589,75564,4970,18953,2156,5337,990,5563,1039,526419,9930,101489,4439,106855,4446,84894,4620,82972,4335,85431,4250,42271,2605,13832,1581,3490,754,5185,1223,12317,null,null,10107,null,null,2865,null,null,4315,null,null,5690,null,null,4778,null,null,6589,null,null,4970,null,null,2156,null,null,990,null,null,1039,null,null,9930,null,null,4439,null,null,4446,null,null,4620,null,null,4335,null,null,4250,null,null,2605,null,null,1581,null,null,754,null,null,1223,null,null,22
