B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,B05008_001M,B05008_001EA,B05008_001MA,B05008_002M,B05008_002EA,B05008_002MA,B05008_003M,B05008_003EA,B05008_003MA,B05008_004M,B05008_004EA,B05008_004MA,B05008_005M,B05008_005EA,B05008_005MA,B05008_006M,B05008_006EA,B05008_006MA,B05008_007M,B05008_007EA,B05008_007MA,B05008_008M,B05008_008EA,B05008_008MA,B05008_009M,B05008_009EA,B05008_009MA,B05008_010M,B05008_010EA,B05008_010MA,B05008_011M,B05008_011EA,B05008_011MA,B05008_012M,B05008_012EA,B05008_012MA,B05008_013M,B05008_013EA,B05008_013MA,B05008_014M,B05008_014EA,B05008_014MA,B05008_015M,B05008_015EA,B05008_015MA,B05008_016M,B05008_016EA,B05008_016MA,B05008_017M,B05008_017EA,B05008_017MA,B05008_018M,B05008_018EA,B05008_018MA,B05008_019M,B05008_019EA,B05008_019MA,B05008_020M,B05008_020EA,B05008_020MA,B05008_021M,B05008_021EA,B05008_021MA,B05008_022M,B05008_022EA,B05008_022MA,B05008_023M,B05008_023EA,B05008_023MA,B05008_024M,B05008_024EA,B05008_024MA,B05008_025M,B05008_025EA,B05008_025MA,B05008_026M,B05008_026EA,B05008_026MA,B05008_027M,B05008_027EA,B05008_027MA,B05008_028M,B05008_028EA,B05008_028MA,B05008_029M,B05008_029EA,B05008_029MA,B05008_030M,B05008_030EA,B05008_030MA,B05008_031M,B05008_031EA,B05008_031MA,B05008_032M,B05008_032EA,B05008_032MA,B05008_033M,B05008_033EA,B05008_033MA,B05008_034M,B05008_034EA,B05008_034MA,B05008_035M,B05008_035EA,B05008_035MA,B05008_036M,B05008_036EA,B05008_036MA,B05008_037M,B05008_037EA,B05008_037MA,B05008_038M,B05008_038EA,B05008_038MA,B05008_039M,B05008_039EA,B05008_039MA,B05008_040M,B05008_040EA,B05008_040MA,B05008_041M,B05008_041EA,B05008_041MA,B05008_042M,B05008_042EA,B05008_042MA,B05008_043M,B05008_043EA,B05008_043MA,B05008_044M,B05008_044EA,B05008_044MA,B05008_045M,B05008_045EA,B05008_045MA,B05008_046M,B05008_046EA,B05008_046MA,B05008_047M,B05008_047EA,B05008_047MA,B05008_048M,B05008_048EA,B05008_048MA,B05008_049M,B05008_049EA,B05008_049MA,B05008_050M,B05008_050EA,B05008_050MA,B05008_051M,B05008_051EA,B05008_051MA,B05008_052M,B05008_052EA,B05008_052MA,B05008_053M,B05008_053EA,B05008_053MA,B05008_054M,B05008_054EA,B05008_054MA,B05008_055M,B05008_055EA,B05008_055MA,B05008_056M,B05008_056EA,B05008_056MA,B05008_057M,B05008_057EA,B05008_057MA,B05008_058M,B05008_058EA,B05008_058MA,B05008_059M,B05008_059EA,B05008_059MA,B05008_060M,B05008_060EA,B05008_060MA,B05008_061M,B05008_061EA,B05008_061MA,B05008_062M,B05008_062EA,B05008_062MA,B05008_063M,B05008_063EA,B05008_063MA,B05008_064M,B05008_064EA,B05008_064MA,B05008_065M,B05008_065EA,B05008_065MA,B05008_066M,B05008_066EA,B05008_066MA,B05008_067M,B05008_067EA,B05008_067MA,B05008_068M,B05008_068EA,B05008_068MA,B05008_069M,B05008_069EA,B05008_069MA,state
4536115,36101,2137278,21050,330776,7881,44435,3697,58959,4087,227382,6502,624756,9372,156619,6692,149628,8010,318509,7383,1043085,15477,156226,9922,292450,10428,594409,11221,482645,14123,81436,7747,107440,7396,293769,9204,285389,13493,141714,9996,18363,3519,57826,5677,65525,5902,143675,9326,23363,3514,47802,5087,72510,5594,275051,8770,33064,3669,79382,6867,162605,7613,138661,8598,33435,3897,42799,4840,62427,4607,2398837,21429,380898,8988,47861,3800,65720,4629,267317,7476,693200,9472,171541,6931,186660,7442,334999,7492,1187471,15714,166782,7986,302130,10337,718559,11368,646050,14592,95774,7071,137779,7613,412497,10187,235931,10797,99996,7691,11156,2244,39623,4027,49217,4929,135935,7356,21382,3315,38916,3970,75637,5023,305490,9250,38470,3910,85812,5718,181208,6055,137268,7189,36089,3751,44103,4429,57076,4092,36101,null,null,21050,null,null,7881,null,null,3697,null,null,4087,null,null,6502,null,null,9372,null,null,6692,null,null,8010,null,null,7383,null,null,15477,null,null,9922,null,null,10428,null,null,11221,null,null,14123,null,null,7747,null,null,7396,null,null,9204,null,null,13493,null,null,9996,null,null,3519,null,null,5677,null,null,5902,null,null,9326,null,null,3514,null,null,5087,null,null,5594,null,null,8770,null,null,3669,null,null,6867,null,null,7613,null,null,8598,null,null,3897,null,null,4840,null,null,4607,null,null,21429,null,null,8988,null,null,3800,null,null,4629,null,null,7476,null,null,9472,null,null,6931,null,null,7442,null,null,7492,null,null,15714,null,null,7986,null,null,10337,null,null,11368,null,null,14592,null,null,7071,null,null,7613,null,null,10187,null,null,10797,null,null,7691,null,null,2244,null,null,4027,null,null,4929,null,null,7356,null,null,3315,null,null,3970,null,null,5023,null,null,9250,null,null,3910,null,null,5718,null,null,6055,null,null,7189,null,null,3751,null,null,4429,null,null,4092,null,null,36
789638,14228,399898,9823,38959,2976,7509,1619,7972,1621,23478,2038,103288,3694,30600,3098,27355,3223,45333,2713,220995,6494,35096,3928,76794,5005,109105,5345,18339,3189,3151,1065,4257,1782,10931,1964,180077,5208,129337,5621,17282,2817,49433,4368,62622,4188,50740,5208,11907,2968,15599,2374,23234,3154,22579,2858,2756,948,7505,1581,12318,2045,36656,3935,8775,2434,13167,2344,14714,2007,389740,8425,41016,3311,6153,1497,8064,1339,26799,2425,116685,4359,33755,3089,30541,3100,52389,2985,193444,6227,30168,4275,74754,5203,88522,4642,19066,2611,3549,1530,3471,956,12046,1708,146932,5186,101992,5199,9549,2649,44185,4311,48258,3713,44940,4383,12405,2944,15822,2291,16713,2280,27446,2937,4665,1270,11276,2314,11505,1752,38595,4416,11077,2460,12248,2563,15270,2095,14228,null,null,9823,null,null,2976,null,null,1619,null,null,1621,null,null,2038,null,null,3694,null,null,3098,null,null,3223,null,null,2713,null,null,6494,null,null,3928,null,null,5005,null,null,5345,null,null,3189,null,null,1065,null,null,1782,null,null,1964,null,null,5208,null,null,5621,null,null,2817,null,null,4368,null,null,4188,null,null,5208,null,null,2968,null,null,2374,null,null,3154,null,null,2858,null,null,948,null,null,1581,null,null,2045,null,null,3935,null,null,2434,null,null,2344,null,null,2007,null,null,8425,null,null,3311,null,null,1497,null,null,1339,null,null,2425,null,null,4359,null,null,3089,null,null,3100,null,null,2985,null,null,6227,null,null,4275,null,null,5203,null,null,4642,null,null,2611,null,null,1530,null,null,956,null,null,1708,null,null,5186,null,null,5199,null,null,2649,null,null,4311,null,null,3713,null,null,4383,null,null,2944,null,null,2291,null,null,2280,null,null,2937,null,null,1270,null,null,2314,null,null,1752,null,null,4416,null,null,2460,null,null,2563,null,null,2095,null,null,37
24588,2501,12479,1851,1874,769,341,323,506,323,1027,568,4210,804,2073,549,609,351,1528,620,2915,943,873,561,1358,748,684,264,880,742,267,357,532,681,81,105,1886,678,1834,679,507,430,785,485,542,225,52,93,0,155,0,155,52,93,149,142,99,136,41,56,9,18,3480,1171,1519,807,1192,639,769,414,12109,1822,1397,481,215,217,357,259,825,324,4588,1159,2536,1014,546,292,1506,657,2335,1124,765,540,1101,659,469,278,535,500,397,454,130,151,8,15,1548,702,1520,705,189,192,935,634,396,268,28,40,9,19,19,36,0,155,252,261,170,247,17,30,65,68,3789,1354,1228,714,1696,988,865,538,2501,null,null,1851,null,null,769,null,null,323,null,null,323,null,null,568,null,null,804,null,null,549,null,null,351,null,null,620,null,null,943,null,null,561,null,null,748,null,null,264,null,null,742,null,null,357,null,null,681,null,null,105,null,null,678,null,null,679,null,null,430,null,null,485,null,null,225,null,null,93,null,null,155,null,null,155,null,null,93,null,null,142,null,null,136,null,null,56,null,null,18,null,null,1171,null,null,807,null,null,639,null,null,414,null,null,1822,null,null,481,null,null,217,null,null,259,null,null,324,null,null,1159,null,null,1014,null,null,292,null,null,657,null,null,1124,null,null,540,null,null,659,null,null,278,null,null,500,null,null,454,null,null,151,null,null,15,null,null,702,null,null,705,null,null,192,null,null,634,null,null,268,null,null,40,null,null,19,null,null,36,null,null,155,null,null,261,null,null,247,null,null,30,null,null,68,null,null,1354,null,null,714,null,null,988,null,null,538,null,null,38
513592,13781,257411,8849,50882,3531,4676,1223,12149,2220,34057,2337,110763,3972,46784,4443,26818,2944,37161,2817,52002,4239,10445,2309,19870,2692,21687,2765,7234,1296,1227,536,1297,543,4710,1086,37730,4147,24305,3372,4016,1319,10568,2052,9721,1771,13425,3049,4060,1607,5499,1698,3866,1456,7038,1348,1142,676,2506,874,3390,973,43764,4778,13131,2843,17356,3141,13277,1890,256181,7846,60740,3715,4792,999,12461,2048,43487,2902,111152,4103,40881,3853,30526,2790,39745,2743,42009,3719,7127,1891,15781,2520,19101,2096,6791,1521,1339,766,955,469,4497,1037,24543,2915,15807,2039,1929,861,7020,1510,6858,1332,8736,1818,2081,948,4355,1231,2300,716,10675,1936,1778,907,3451,1377,5446,1154,42280,4237,10252,2301,17456,3077,14572,2095,13781,null,null,8849,null,null,3531,null,null,1223,null,null,2220,null,null,2337,null,null,3972,null,null,4443,null,null,2944,null,null,2817,null,null,4239,null,null,2309,null,null,2692,null,null,2765,null,null,1296,null,null,536,null,null,543,null,null,1086,null,null,4147,null,null,3372,null,null,1319,null,null,2052,null,null,1771,null,null,3049,null,null,1607,null,null,1698,null,null,1456,null,null,1348,null,null,676,null,null,874,null,null,973,null,null,4778,null,null,2843,null,null,3141,null,null,1890,null,null,7846,null,null,3715,null,null,999,null,null,2048,null,null,2902,null,null,4103,null,null,3853,null,null,2790,null,null,2743,null,null,3719,null,null,1891,null,null,2520,null,null,2096,null,null,1521,null,null,766,null,null,469,null,null,1037,null,null,2915,null,null,2039,null,null,861,null,null,1510,null,null,1332,null,null,1818,null,null,948,null,null,1231,null,null,716,null,null,1936,null,null,907,null,null,1377,null,null,1154,null,null,4237,null,null,2301,null,null,3077,null,null,2095,null,null,39
228414,5999,116530,3907,7092,1072,1070,368,1316,560,4706,949,28467,1570,9645,1160,5837,1067,12985,1263,73308,3107,11996,1612,29427,2832,31885,2217,2196,1045,618,456,633,611,945,394,68056,2901,60527,2843,8804,1474,23941,2460,27782,2220,7529,1634,1737,723,3515,1065,2277,612,3056,737,837,372,1338,546,881,381,7663,1412,2415,897,2544,871,2704,696,111884,3753,10362,1569,1693,1204,2319,772,6350,1098,34801,1915,9851,1598,8877,1447,16073,1752,59429,2794,10324,2055,25718,2573,23387,1910,2377,990,527,334,1108,765,742,473,53129,2589,46793,2276,7403,1841,20483,2179,18907,1766,6336,1582,1066,566,2911,948,2359,878,3923,944,1328,703,1216,429,1379,561,7292,1232,2717,996,1758,658,2817,923,5999,null,null,3907,null,null,1072,null,null,368,null,null,560,null,null,949,null,null,1570,null,null,1160,null,null,1067,null,null,1263,null,null,3107,null,null,1612,null,null,2832,null,null,2217,null,null,1045,null,null,456,null,null,611,null,null,394,null,null,2901,null,null,2843,null,null,1474,null,null,2460,null,null,2220,null,null,1634,null,null,723,null,null,1065,null,null,612,null,null,737,null,null,372,null,null,546,null,null,381,null,null,1412,null,null,897,null,null,871,null,null,696,null,null,3753,null,null,1569,null,null,1204,null,null,772,null,null,1098,null,null,1915,null,null,1598,null,null,1447,null,null,1752,null,null,2794,null,null,2055,null,null,2573,null,null,1910,null,null,990,null,null,334,null,null,765,null,null,473,null,null,2589,null,null,2276,null,null,1841,null,null,2179,null,null,1766,null,null,1582,null,null,566,null,null,948,null,null,878,null,null,944,null,null,703,null,null,429,null,null,561,null,null,1232,null,null,996,null,null,658,null,null,923,null,null,40
394217,10778,191571,6319,29121,3530,6978,2576,6257,1426,15886,2259,54706,3381,17192,2419,10174,1663,27340,2371,89289,4209,8678,1794,24596,3185,56015,4087,2137,841,308,292,798,463,1031,568,83350,4379,75659,4036,5886,1472,20625,2958,49148,3897,7691,2164,1436,1016,2548,1079,3707,1158,3802,1042,1048,551,625,331,2129,858,18455,2240,4362,1385,4223,1168,9870,1570,202646,6885,34319,3248,6534,2157,5840,1441,21945,2441,72198,4140,19657,3201,18390,2250,34151,2533,79876,4112,7333,1605,26336,3133,46207,3739,1722,747,69,121,258,239,1395,699,72896,3896,65346,4010,4651,1264,21674,2977,39021,3686,7550,1616,1138,718,2620,1111,3792,991,5258,1183,1475,626,1784,917,1999,547,16253,1926,2916,882,4240,1039,9097,1391,10778,null,null,6319,null,null,3530,null,null,2576,null,null,1426,null,null,2259,null,null,3381,null,null,2419,null,null,1663,null,null,2371,null,null,4209,null,null,1794,null,null,3185,null,null,4087,null,null,841,null,null,292,null,null,463,null,null,568,null,null,4379,null,null,4036,null,null,1472,null,null,2958,null,null,3897,null,null,2164,null,null,1016,null,null,1079,null,null,1158,null,null,1042,null,null,551,null,null,331,null,null,858,null,null,2240,null,null,1385,null,null,1168,null,null,1570,null,null,6885,null,null,3248,null,null,2157,null,null,1441,null,null,2441,null,null,4140,null,null,3201,null,null,2250,null,null,2533,null,null,4112,null,null,1605,null,null,3133,null,null,3739,null,null,747,null,null,121,null,null,239,null,null,699,null,null,3896,null,null,4010,null,null,1264,null,null,2977,null,null,3686,null,null,1616,null,null,718,null,null,1111,null,null,991,null,null,1183,null,null,626,null,null,917,null,null,547,null,null,1926,null,null,882,null,null,1039,null,null,1391,null,null,41
870913,19386,424504,11044,74029,4544,10529,1788,13619,2129,49881,3874,161439,4962,50698,4318,41215,3655,69526,3145,137163,6991,30712,4355,46153,4349,60298,4018,55314,4489,12645,2796,15987,2518,26682,3371,53028,3914,36088,3790,8143,2045,13135,2451,14810,2102,16940,2887,3130,1612,7390,1946,6420,1412,28821,3286,6794,1835,9641,2157,12386,1552,51873,5190,16115,3148,18888,2923,16870,2279,446409,13386,91584,5430,11138,2219,18308,3035,62138,3959,175376,4858,51206,3509,50397,3702,73773,3544,130977,7637,29357,4134,46806,5235,54814,3578,61090,5893,15235,2841,17527,3102,28328,3029,39392,3695,25073,3070,3812,964,12824,2400,8437,1858,14319,2597,2721,1356,6121,1529,5477,1402,30495,4033,7589,2260,10334,2136,12572,1612,48472,5002,13738,2742,16421,2701,18313,2348,19386,null,null,11044,null,null,4544,null,null,1788,null,null,2129,null,null,3874,null,null,4962,null,null,4318,null,null,3655,null,null,3145,null,null,6991,null,null,4355,null,null,4349,null,null,4018,null,null,4489,null,null,2796,null,null,2518,null,null,3371,null,null,3914,null,null,3790,null,null,2045,null,null,2451,null,null,2102,null,null,2887,null,null,1612,null,null,1946,null,null,1412,null,null,3286,null,null,1835,null,null,2157,null,null,1552,null,null,5190,null,null,3148,null,null,2923,null,null,2279,null,null,13386,null,null,5430,null,null,2219,null,null,3035,null,null,3959,null,null,4858,null,null,3509,null,null,3702,null,null,3544,null,null,7637,null,null,4134,null,null,5235,null,null,3578,null,null,5893,null,null,2841,null,null,3102,null,null,3029,null,null,3695,null,null,3070,null,null,964,null,null,2400,null,null,1858,null,null,2597,null,null,1356,null,null,1529,null,null,1402,null,null,4033,null,null,2260,null,null,2136,null,null,1612,null,null,5002,null,null,2742,null,null,2701,null,null,2348,null,null,42
148480,7235,73092,4368,17131,2172,1567,784,1689,815,13875,1920,13618,2005,6150,1750,1617,718,5851,935,30524,2780,7474,1782,9585,1578,13465,1994,15056,2590,5008,1558,3902,1257,6146,1339,8761,2000,1906,862,310,388,796,543,800,437,6855,1832,1015,652,3047,954,2793,1052,6707,1774,1141,701,1840,913,3726,1142,11819,1967,2083,827,2575,789,7161,1676,75388,4439,18876,2815,1184,754,1968,715,15724,2322,13362,1874,4238,1360,3125,1481,5999,1009,32141,2703,4821,1692,11269,2076,16051,1571,18356,2740,3828,1535,5571,1483,8957,1360,6998,1723,1742,770,39,68,1031,677,672,370,5256,1350,127,204,2278,986,2851,923,6787,1272,827,564,2389,897,3571,900,11009,1821,1633,624,2999,1077,6377,1223,7235,null,null,4368,null,null,2172,null,null,784,null,null,815,null,null,1920,null,null,2005,null,null,1750,null,null,718,null,null,935,null,null,2780,null,null,1782,null,null,1578,null,null,1994,null,null,2590,null,null,1558,null,null,1257,null,null,1339,null,null,2000,null,null,862,null,null,388,null,null,543,null,null,437,null,null,1832,null,null,652,null,null,954,null,null,1052,null,null,1774,null,null,701,null,null,913,null,null,1142,null,null,1967,null,null,827,null,null,789,null,null,1676,null,null,4439,null,null,2815,null,null,754,null,null,715,null,null,2322,null,null,1874,null,null,1360,null,null,1481,null,null,1009,null,null,2703,null,null,1692,null,null,2076,null,null,1571,null,null,2740,null,null,1535,null,null,1483,null,null,1360,null,null,1723,null,null,770,null,null,68,null,null,677,null,null,370,null,null,1350,null,null,204,null,null,986,null,null,923,null,null,1272,null,null,564,null,null,897,null,null,900,null,null,1821,null,null,624,null,null,1077,null,null,1223,null,null,44
237964,9054,118105,5031,20285,2298,3533,1152,3674,848,13078,1698,24047,2569,7720,2088,5122,1447,11205,1287,65780,3329,10838,3056,26805,2924,28137,2891,4995,1301,426,301,999,581,3570,1058,52917,3371,39942,3868,7013,2829,18103,2728,14826,2586,12975,2371,2363,1322,5569,1501,5043,1365,7868,1825,1036,585,2134,962,4698,1279,7993,1333,1711,646,2272,927,4010,819,119859,6043,24292,2597,4178,1182,4315,1127,15799,2210,33538,2813,9796,1782,6657,1578,17085,2045,53597,3768,8400,1717,23915,2813,21282,2520,4656,1292,1037,580,957,436,2662,989,38567,3264,27419,2895,3326,1238,14989,2473,9104,1604,11148,2097,2123,936,5136,1587,3889,1184,10374,1758,1914,756,2833,979,5627,1488,8432,1606,1839,776,2697,987,3896,951,9054,null,null,5031,null,null,2298,null,null,1152,null,null,848,null,null,1698,null,null,2569,null,null,2088,null,null,1447,null,null,1287,null,null,3329,null,null,3056,null,null,2924,null,null,2891,null,null,1301,null,null,301,null,null,581,null,null,1058,null,null,3371,null,null,3868,null,null,2829,null,null,2728,null,null,2586,null,null,2371,null,null,1322,null,null,1501,null,null,1365,null,null,1825,null,null,585,null,null,962,null,null,1279,null,null,1333,null,null,646,null,null,927,null,null,819,null,null,6043,null,null,2597,null,null,1182,null,null,1127,null,null,2210,null,null,2813,null,null,1782,null,null,1578,null,null,2045,null,null,3768,null,null,1717,null,null,2813,null,null,2520,null,null,1292,null,null,580,null,null,436,null,null,989,null,null,3264,null,null,2895,null,null,1238,null,null,2473,null,null,1604,null,null,2097,null,null,936,null,null,1587,null,null,1184,null,null,1758,null,null,756,null,null,979,null,null,1488,null,null,1606,null,null,776,null,null,987,null,null,951,null,null,45
30926,2591,15991,1815,1813,736,370,269,451,280,992,600,5174,1023,2703,908,1087,469,1384,391,5008,1210,1535,788,1663,672,1810,595,407,360,244,253,96,97,67,110,4070,1158,1984,1010,519,588,634,404,831,420,2086,714,569,485,933,539,584,274,531,397,203,207,0,157,328,335,3996,942,2024,695,1771,847,201,197,14935,1820,2415,805,274,218,1031,688,1110,416,5096,962,2891,945,1020,494,1185,456,2977,749,842,475,1048,476,1087,440,258,218,138,171,86,128,34,59,2189,608,1080,452,239,206,382,305,459,219,1109,506,174,143,519,366,416,309,530,397,291,306,61,105,178,237,4447,1267,2389,1340,1240,584,818,493,2591,null,null,1815,null,null,736,null,null,269,null,null,280,null,null,600,null,null,1023,null,null,908,null,null,469,null,null,391,null,null,1210,null,null,788,null,null,672,null,null,595,null,null,360,null,null,253,null,null,97,null,null,110,null,null,1158,null,null,1010,null,null,588,null,null,404,null,null,420,null,null,714,null,null,485,null,null,539,null,null,274,null,null,397,null,null,207,null,null,157,null,null,335,null,null,942,null,null,695,null,null,847,null,null,197,null,null,1820,null,null,805,null,null,218,null,null,688,null,null,416,null,null,962,null,null,945,null,null,494,null,null,456,null,null,749,null,null,475,null,null,476,null,null,440,null,null,218,null,null,171,null,null,128,null,null,59,null,null,608,null,null,452,null,null,206,null,null,305,null,null,219,null,null,506,null,null,143,null,null,366,null,null,309,null,null,397,null,null,306,null,null,105,null,null,237,null,null,1267,null,null,1340,null,null,584,null,null,493,null,null,46
320021,10897,162281,6768,14328,2014,2739,936,3512,900,8077,1464,45735,2522,16810,2467,10330,1562,18595,1850,84027,4567,15797,2397,39132,3680,29098,3011,4993,1732,758,527,1510,631,2725,1484,74198,4338,56722,3985,9137,2032,27745,3509,19840,2395,17476,2753,4512,1191,8471,1614,4493,1396,4836,1140,1390,569,1406,624,2040,812,18191,3083,5826,2115,5539,1373,6826,1513,157740,6494,21260,2812,3678,1442,4256,1345,13326,2010,52438,3237,17519,2201,14027,1949,20892,2131,65382,3686,13120,2599,28384,2592,23878,2630,5496,1641,1350,755,1134,547,3012,1283,53504,3913,38258,3354,5768,1639,19111,2498,13379,2021,15246,2914,4300,1740,6042,1520,4904,1451,6382,1382,1702,687,2097,696,2583,816,18660,2485,4988,1273,4653,1152,9019,1568,10897,null,null,6768,null,null,2014,null,null,936,null,null,900,null,null,1464,null,null,2522,null,null,2467,null,null,1562,null,null,1850,null,null,4567,null,null,2397,null,null,3680,null,null,3011,null,null,1732,null,null,527,null,null,631,null,null,1484,null,null,4338,null,null,3985,null,null,2032,null,null,3509,null,null,2395,null,null,2753,null,null,1191,null,null,1614,null,null,1396,null,null,1140,null,null,569,null,null,624,null,null,812,null,null,3083,null,null,2115,null,null,1373,null,null,1513,null,null,6494,null,null,2812,null,null,1442,null,null,1345,null,null,2010,null,null,3237,null,null,2201,null,null,1949,null,null,2131,null,null,3686,null,null,2599,null,null,2592,null,null,2630,null,null,1641,null,null,755,null,null,547,null,null,1283,null,null,3913,null,null,3354,null,null,1639,null,null,2498,null,null,2021,null,null,2914,null,null,1740,null,null,1520,null,null,1451,null,null,1382,null,null,687,null,null,696,null,null,816,null,null,2485,null,null,1273,null,null,1152,null,null,1568,null,null,47
4729920,40770,2377265,24414,88002,5342,24088,3588,18329,2319,45585,3110,477685,9534,136325,8234,118041,6474,223319,6944,1660597,20558,247716,11176,484907,12872,927974,15394,52756,5784,20378,4169,11441,2173,20937,3266,1540336,20629,1327056,21242,158126,9841,375747,12241,793183,14104,213280,11133,52752,4767,77028,6897,83500,4789,67505,7211,16460,3202,20691,4789,30354,3287,150981,8781,53800,6537,44867,4699,52314,4458,2352655,25185,104784,5777,22192,3472,20250,3114,62342,3659,522156,8078,149965,7576,139856,6578,232335,6847,1583597,21188,229630,12033,467412,14053,886555,14886,49601,5649,17711,4306,10202,2317,21688,3776,1456273,20249,1262002,20474,149097,8865,369205,13347,743700,15168,194271,11440,45255,5793,61722,4507,87294,6678,77723,6084,17567,3040,26283,4033,33873,3295,142118,9618,53617,6321,44510,4419,43991,3927,40770,null,null,24414,null,null,5342,null,null,3588,null,null,2319,null,null,3110,null,null,9534,null,null,8234,null,null,6474,null,null,6944,null,null,20558,null,null,11176,null,null,12872,null,null,15394,null,null,5784,null,null,4169,null,null,2173,null,null,3266,null,null,20629,null,null,21242,null,null,9841,null,null,12241,null,null,14104,null,null,11133,null,null,4767,null,null,6897,null,null,4789,null,null,7211,null,null,3202,null,null,4789,null,null,3287,null,null,8781,null,null,6537,null,null,4699,null,null,4458,null,null,25185,null,null,5777,null,null,3472,null,null,3114,null,null,3659,null,null,8078,null,null,7576,null,null,6578,null,null,6847,null,null,21188,null,null,12033,null,null,14053,null,null,14886,null,null,5649,null,null,4306,null,null,2317,null,null,3776,null,null,20249,null,null,20474,null,null,8865,null,null,13347,null,null,15168,null,null,11440,null,null,5793,null,null,4507,null,null,6678,null,null,6084,null,null,3040,null,null,4033,null,null,3295,null,null,9618,null,null,6321,null,null,4419,null,null,3927,null,null,48
252333,9896,125006,5815,10473,1555,2731,966,1549,687,6193,1080,25044,2244,10241,1662,6051,1694,8752,1132,77270,4502,12177,2869,27264,3444,37829,3147,1319,705,582,432,274,270,463,440,61412,4466,52819,4511,5800,1512,19194,3381,27825,2861,8593,2099,1582,781,2844,1164,4167,1170,14539,3031,4213,1984,4952,1191,5374,1458,12219,1971,3168,967,2984,1250,6067,1157,127327,5620,15580,1652,2157,790,2846,675,10577,1508,27976,2174,10768,1687,6988,1673,10220,1098,71433,3700,10058,2632,27952,2767,33423,2757,733,513,363,504,253,231,117,135,56688,3212,47822,3215,4431,1505,19822,2569,23569,2516,8866,2050,1077,609,3026,1135,4763,1289,14012,2739,4187,1855,4851,1175,4974,1448,12338,1901,2830,1325,3426,893,6082,1119,9896,null,null,5815,null,null,1555,null,null,966,null,null,687,null,null,1080,null,null,2244,null,null,1662,null,null,1694,null,null,1132,null,null,4502,null,null,2869,null,null,3444,null,null,3147,null,null,705,null,null,432,null,null,270,null,null,440,null,null,4466,null,null,4511,null,null,1512,null,null,3381,null,null,2861,null,null,2099,null,null,781,null,null,1164,null,null,1170,null,null,3031,null,null,1984,null,null,1191,null,null,1458,null,null,1971,null,null,967,null,null,1250,null,null,1157,null,null,5620,null,null,1652,null,null,790,null,null,675,null,null,1508,null,null,2174,null,null,1687,null,null,1673,null,null,1098,null,null,3700,null,null,2632,null,null,2767,null,null,2757,null,null,513,null,null,504,null,null,231,null,null,135,null,null,3212,null,null,3215,null,null,1505,null,null,2569,null,null,2516,null,null,2050,null,null,609,null,null,1135,null,null,1289,null,null,2739,null,null,1855,null,null,1175,null,null,1448,null,null,1901,null,null,1325,null,null,893,null,null,1119,null,null,49
