B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,B05008_001M,B05008_001EA,B05008_001MA,B05008_002M,B05008_002EA,B05008_002MA,B05008_003M,B05008_003EA,B05008_003MA,B05008_004M,B05008_004EA,B05008_004MA,B05008_005M,B05008_005EA,B05008_005MA,B05008_006M,B05008_006EA,B05008_006MA,B05008_007M,B05008_007EA,B05008_007MA,B05008_008M,B05008_008EA,B05008_008MA,B05008_009M,B05008_009EA,B05008_009MA,B05008_010M,B05008_010EA,B05008_010MA,B05008_011M,B05008_011EA,B05008_011MA,B05008_012M,B05008_012EA,B05008_012MA,B05008_013M,B05008_013EA,B05008_013MA,B05008_014M,B05008_014EA,B05008_014MA,B05008_015M,B05008_015EA,B05008_015MA,B05008_016M,B05008_016EA,B05008_016MA,B05008_017M,B05008_017EA,B05008_017MA,B05008_018M,B05008_018EA,B05008_018MA,B05008_019M,B05008_019EA,B05008_019MA,B05008_020M,B05008_020EA,B05008_020MA,B05008_021M,B05008_021EA,B05008_021MA,B05008_022M,B05008_022EA,B05008_022MA,B05008_023M,B05008_023EA,B05008_023MA,B05008_024M,B05008_024EA,B05008_024MA,B05008_025M,B05008_025EA,B05008_025MA,B05008_026M,B05008_026EA,B05008_026MA,B05008_027M,B05008_027EA,B05008_027MA,B05008_028M,B05008_028EA,B05008_028MA,B05008_029M,B05008_029EA,B05008_029MA,B05008_030M,B05008_030EA,B05008_030MA,B05008_031M,B05008_031EA,B05008_031MA,B05008_032M,B05008_032EA,B05008_032MA,B05008_033M,B05008_033EA,B05008_033MA,B05008_034M,B05008_034EA,B05008_034MA,B05008_035M,B05008_035EA,B05008_035MA,B05008_036M,B05008_036EA,B05008_036MA,B05008_037M,B05008_037EA,B05008_037MA,B05008_038M,B05008_038EA,B05008_038MA,B05008_039M,B05008_039EA,B05008_039MA,B05008_040M,B05008_040EA,B05008_040MA,B05008_041M,B05008_041EA,B05008_041MA,B05008_042M,B05008_042EA,B05008_042MA,B05008_043M,B05008_043EA,B05008_043MA,B05008_044M,B05008_044EA,B05008_044MA,B05008_045M,B05008_045EA,B05008_045MA,B05008_046M,B05008_046EA,B05008_046MA,B05008_047M,B05008_047EA,B05008_047MA,B05008_048M,B05008_048EA,B05008_048MA,B05008_049M,B05008_049EA,B05008_049MA,B05008_050M,B05008_050EA,B05008_050MA,B05008_051M,B05008_051EA,B05008_051MA,B05008_052M,B05008_052EA,B05008_052MA,B05008_053M,B05008_053EA,B05008_053MA,B05008_054M,B05008_054EA,B05008_054MA,B05008_055M,B05008_055EA,B05008_055MA,B05008_056M,B05008_056EA,B05008_056MA,B05008_057M,B05008_057EA,B05008_057MA,B05008_058M,B05008_058EA,B05008_058MA,B05008_059M,B05008_059EA,B05008_059MA,B05008_060M,B05008_060EA,B05008_060MA,B05008_061M,B05008_061EA,B05008_061MA,B05008_062M,B05008_062EA,B05008_062MA,B05008_063M,B05008_063EA,B05008_063MA,B05008_064M,B05008_064EA,B05008_064MA,B05008_065M,B05008_065EA,B05008_065MA,B05008_066M,B05008_066EA,B05008_066MA,B05008_067M,B05008_067EA,B05008_067MA,B05008_068M,B05008_068EA,B05008_068MA,B05008_069M,B05008_069EA,B05008_069MA,state
50768,3878,21408,2084,4671,903,392,185,707,362,3572,796,5484,1039,1936,945,1245,472,2303,573,2824,809,548,344,735,442,1541,746,1020,476,280,256,337,331,403,336,753,486,356,425,30,54,0,172,326,420,397,237,151,142,191,163,55,94,1051,565,87,118,207,283,757,459,8429,1355,2137,712,2107,742,4185,1023,29360,2886,5722,1067,740,512,690,345,4292,878,10130,1693,2412,1043,2789,995,4929,1000,2124,717,652,379,422,270,1050,436,672,445,237,260,24,15,411,337,603,413,0,172,0,172,0,172,0,172,603,413,120,126,281,219,202,223,849,425,295,237,117,130,437,321,11384,1972,3172,1234,2405,873,5807,1258,3878,null,null,2084,null,null,903,null,null,185,null,null,362,null,null,796,null,null,1039,null,null,945,null,null,472,null,null,573,null,null,809,null,null,344,null,null,442,null,null,746,null,null,476,null,null,256,null,null,331,null,null,336,null,null,486,null,null,425,null,null,54,null,null,172,null,null,420,null,null,237,null,null,142,null,null,163,null,null,94,null,null,565,null,null,118,null,null,283,null,null,459,null,null,1355,null,null,712,null,null,742,null,null,1023,null,null,2886,null,null,1067,null,null,512,null,null,345,null,null,878,null,null,1693,null,null,1043,null,null,995,null,null,1000,null,null,717,null,null,379,null,null,270,null,null,436,null,null,445,null,null,260,null,null,15,null,null,337,null,null,413,null,null,172,null,null,172,null,null,172,null,null,172,null,null,413,null,null,126,null,null,219,null,null,223,null,null,425,null,null,237,null,null,130,null,null,321,null,null,1972,null,null,1234,null,null,873,null,null,1258,null,null,23
921870,17626,451344,10904,35259,2951,5141,1449,8280,1439,21838,2216,141456,4954,29427,3297,36641,3619,75388,3135,190222,6567,34311,4572,74163,4535,81748,5006,34999,4045,4586,1312,10368,2241,20045,2643,126640,5193,21465,3160,3283,1414,9810,2321,8372,1642,105175,5761,22398,4018,44387,3700,38390,3319,28583,3271,4044,1171,9598,1777,14941,2075,84407,5807,19675,2811,31626,3484,33106,3424,470526,10446,50795,4223,7223,1358,10970,2009,32602,3227,161364,4989,33380,3342,46526,4101,81458,3506,174355,6024,32153,4228,62048,3965,80154,4487,39841,4605,5549,1584,11105,2164,23187,3137,98047,4352,15242,2370,1641,1140,6081,1572,7520,1667,82805,4638,18044,3230,34450,3605,30311,3053,36467,3652,6919,1936,10412,1628,19136,2255,84012,5454,22138,2872,31088,4114,30786,2982,17626,null,null,10904,null,null,2951,null,null,1449,null,null,1439,null,null,2216,null,null,4954,null,null,3297,null,null,3619,null,null,3135,null,null,6567,null,null,4572,null,null,4535,null,null,5006,null,null,4045,null,null,1312,null,null,2241,null,null,2643,null,null,5193,null,null,3160,null,null,1414,null,null,2321,null,null,1642,null,null,5761,null,null,4018,null,null,3700,null,null,3319,null,null,3271,null,null,1171,null,null,1777,null,null,2075,null,null,5807,null,null,2811,null,null,3484,null,null,3424,null,null,10446,null,null,4223,null,null,1358,null,null,2009,null,null,3227,null,null,4989,null,null,3342,null,null,4101,null,null,3506,null,null,6024,null,null,4228,null,null,3965,null,null,4487,null,null,4605,null,null,1584,null,null,2164,null,null,3137,null,null,4352,null,null,2370,null,null,1140,null,null,1572,null,null,1667,null,null,4638,null,null,3230,null,null,3605,null,null,3053,null,null,3652,null,null,1936,null,null,1628,null,null,2255,null,null,5454,null,null,2872,null,null,4114,null,null,2982,null,null,24
1123882,17519,538849,9178,107609,4687,14420,1885,18366,2154,74823,3933,163449,5284,52808,3681,38077,3600,72564,3381,202656,7169,46105,4088,67875,5193,88676,4522,79767,5076,19073,3098,21646,3139,39048,3010,58584,3767,8861,2169,1714,752,3143,1189,4004,1346,49723,3835,10811,2041,18865,2597,20047,2376,64305,5329,14507,2856,24221,3635,25577,2889,65135,4779,16154,2773,19574,2541,29407,3272,585033,11571,122719,5828,17771,2066,19153,2404,85795,4637,177339,4133,54287,4280,44133,3313,78919,3815,213551,8408,46804,5051,66495,5829,100252,5182,100413,5902,22694,4121,26425,3189,51294,3595,49342,4345,7235,1832,1438,829,2877,1218,2920,995,42107,4286,8405,2224,15049,2633,18653,2457,63796,5616,14267,2533,22144,3553,27385,3610,71424,4712,20417,3329,19372,2540,31635,3030,17519,null,null,9178,null,null,4687,null,null,1885,null,null,2154,null,null,3933,null,null,5284,null,null,3681,null,null,3600,null,null,3381,null,null,7169,null,null,4088,null,null,5193,null,null,4522,null,null,5076,null,null,3098,null,null,3139,null,null,3010,null,null,3767,null,null,2169,null,null,752,null,null,1189,null,null,1346,null,null,3835,null,null,2041,null,null,2597,null,null,2376,null,null,5329,null,null,2856,null,null,3635,null,null,2889,null,null,4779,null,null,2773,null,null,2541,null,null,3272,null,null,11571,null,null,5828,null,null,2066,null,null,2404,null,null,4637,null,null,4133,null,null,4280,null,null,3313,null,null,3815,null,null,8408,null,null,5051,null,null,5829,null,null,5182,null,null,5902,null,null,4121,null,null,3189,null,null,3595,null,null,4345,null,null,1832,null,null,829,null,null,1218,null,null,995,null,null,4286,null,null,2224,null,null,2633,null,null,2457,null,null,5616,null,null,2533,null,null,3553,null,null,3610,null,null,4712,null,null,3329,null,null,2540,null,null,3030,null,null,25
662279,12303,331836,8097,63615,4098,9427,1759,12140,1719,42048,3436,166439,5358,60431,4518,37033,2892,68975,3725,67820,4104,12617,2391,23169,2760,32034,2509,7912,1307,1475,764,1525,615,4912,935,53568,3894,45541,3501,7142,1985,16385,2122,22014,2082,8027,2400,2075,1052,3543,1411,2409,769,6340,1188,1925,773,1716,635,2699,736,33962,3266,7043,1371,8674,1846,18245,2001,330443,6852,69998,3718,10510,2513,13291,2086,46197,2759,171183,5291,55350,4497,44681,2783,71152,3202,58762,3671,11040,2120,19107,2087,28615,2428,7774,1433,720,550,1722,780,5332,1032,43305,3254,37453,3093,6546,1924,13068,1897,17839,2032,5852,1293,916,495,2834,876,2102,648,7683,1242,2858,950,1483,522,3342,751,30500,2799,5589,1210,7526,1434,17385,1657,12303,null,null,8097,null,null,4098,null,null,1759,null,null,1719,null,null,3436,null,null,5358,null,null,4518,null,null,2892,null,null,3725,null,null,4104,null,null,2391,null,null,2760,null,null,2509,null,null,1307,null,null,764,null,null,615,null,null,935,null,null,3894,null,null,3501,null,null,1985,null,null,2122,null,null,2082,null,null,2400,null,null,1052,null,null,1411,null,null,769,null,null,1188,null,null,773,null,null,635,null,null,736,null,null,3266,null,null,1371,null,null,1846,null,null,2001,null,null,6852,null,null,3718,null,null,2513,null,null,2086,null,null,2759,null,null,5291,null,null,4497,null,null,2783,null,null,3202,null,null,3671,null,null,2120,null,null,2087,null,null,2428,null,null,1433,null,null,550,null,null,780,null,null,1032,null,null,3254,null,null,3093,null,null,1924,null,null,1897,null,null,2032,null,null,1293,null,null,495,null,null,876,null,null,648,null,null,1242,null,null,950,null,null,522,null,null,751,null,null,2799,null,null,1210,null,null,1434,null,null,1657,null,null,26
452436,10122,225383,6279,21504,2385,2836,821,4627,1475,14041,1852,79944,3041,23706,2326,16312,1977,39926,2434,64772,3051,12541,2113,25690,2921,26541,2532,3982,1374,963,691,763,339,2256,913,50122,2916,36418,2827,4247,1087,16177,2544,15994,2073,13704,2247,4851,1404,5877,1401,2976,933,10668,2153,2480,1082,2873,901,5315,1183,59163,4135,19186,3161,22315,2934,17662,2137,227053,6196,24311,2359,2645,755,4901,1076,16765,1987,89181,3174,23911,2675,20272,2441,44998,2647,52102,2282,7806,1563,22309,2223,21987,1955,4399,1442,783,460,1957,893,1659,816,36875,2345,27425,2106,2018,667,12496,1518,12911,1713,9450,1516,2635,1204,4121,998,2694,746,10828,1880,2370,1069,3735,1081,4723,1053,61459,4212,18854,3354,26672,3324,15933,2238,10122,null,null,6279,null,null,2385,null,null,821,null,null,1475,null,null,1852,null,null,3041,null,null,2326,null,null,1977,null,null,2434,null,null,3051,null,null,2113,null,null,2921,null,null,2532,null,null,1374,null,null,691,null,null,339,null,null,913,null,null,2916,null,null,2827,null,null,1087,null,null,2544,null,null,2073,null,null,2247,null,null,1404,null,null,1401,null,null,933,null,null,2153,null,null,1082,null,null,901,null,null,1183,null,null,4135,null,null,3161,null,null,2934,null,null,2137,null,null,6196,null,null,2359,null,null,755,null,null,1076,null,null,1987,null,null,3174,null,null,2675,null,null,2441,null,null,2647,null,null,2282,null,null,1563,null,null,2223,null,null,1955,null,null,1442,null,null,460,null,null,893,null,null,816,null,null,2345,null,null,2106,null,null,667,null,null,1518,null,null,1713,null,null,1516,null,null,1204,null,null,998,null,null,746,null,null,1880,null,null,1069,null,null,1081,null,null,1053,null,null,4212,null,null,3354,null,null,3324,null,null,2238,null,null,27
58766,4477,28800,2944,2342,811,430,326,276,253,1636,656,8391,1522,2363,1040,2052,864,3976,937,16241,2079,4143,1201,5766,1567,6332,1253,1160,514,56,97,376,330,728,388,14055,2055,10964,1909,3015,947,3501,1166,4448,1244,3091,1050,801,502,1797,873,493,338,1026,563,271,334,92,152,663,474,1826,822,613,556,202,263,1011,526,29966,2860,2907,962,544,306,443,412,1920,768,11683,1633,2789,1157,3124,996,5770,1291,11889,1745,833,418,5107,1332,5949,1439,1382,797,46,77,658,589,678,468,9043,1495,6668,1525,383,288,2994,974,3291,1120,2375,901,182,205,1223,619,970,569,1464,715,222,166,232,272,1010,613,3487,1384,1461,1083,899,580,1127,519,4477,null,null,2944,null,null,811,null,null,326,null,null,253,null,null,656,null,null,1522,null,null,1040,null,null,864,null,null,937,null,null,2079,null,null,1201,null,null,1567,null,null,1253,null,null,514,null,null,97,null,null,330,null,null,388,null,null,2055,null,null,1909,null,null,947,null,null,1166,null,null,1244,null,null,1050,null,null,502,null,null,873,null,null,338,null,null,563,null,null,334,null,null,152,null,null,474,null,null,822,null,null,556,null,null,263,null,null,526,null,null,2860,null,null,962,null,null,306,null,null,412,null,null,768,null,null,1633,null,null,1157,null,null,996,null,null,1291,null,null,1745,null,null,418,null,null,1332,null,null,1439,null,null,797,null,null,77,null,null,589,null,null,468,null,null,1495,null,null,1525,null,null,288,null,null,974,null,null,1120,null,null,901,null,null,205,null,null,619,null,null,569,null,null,715,null,null,166,null,null,272,null,null,613,null,null,1384,null,null,1083,null,null,580,null,null,519,null,null,28
249202,9951,122047,6102,21084,2626,2364,847,5571,1243,13149,2121,48017,3215,16609,2706,11135,1735,20273,2222,38473,2844,5786,1266,14120,2197,18567,2062,4262,1189,1318,627,1496,722,1448,578,30072,3093,22664,2728,2676,873,7420,1610,12568,1763,7408,1556,935,482,3140,1059,3333,1100,4139,1389,857,547,2064,1037,1218,584,14473,2791,4726,1943,5542,1455,4205,1138,127155,5700,25090,2642,2669,977,5453,1449,16968,2297,50332,2701,16960,2153,12362,1707,21010,2385,35328,2342,5221,1353,14149,1883,15958,1643,3698,869,574,428,1724,777,1400,551,27740,2194,20409,2134,2587,1174,7740,1386,10082,1473,7331,1212,1230,598,3070,889,3031,846,3890,1066,830,407,1615,704,1445,595,16405,2820,5305,2046,7230,1666,3870,1042,9951,null,null,6102,null,null,2626,null,null,847,null,null,1243,null,null,2121,null,null,3215,null,null,2706,null,null,1735,null,null,2222,null,null,2844,null,null,1266,null,null,2197,null,null,2062,null,null,1189,null,null,627,null,null,722,null,null,578,null,null,3093,null,null,2728,null,null,873,null,null,1610,null,null,1763,null,null,1556,null,null,482,null,null,1059,null,null,1100,null,null,1389,null,null,547,null,null,1037,null,null,584,null,null,2791,null,null,1943,null,null,1455,null,null,1138,null,null,5700,null,null,2642,null,null,977,null,null,1449,null,null,2297,null,null,2701,null,null,2153,null,null,1707,null,null,2385,null,null,2342,null,null,1353,null,null,1883,null,null,1643,null,null,869,null,null,428,null,null,777,null,null,551,null,null,2194,null,null,2134,null,null,1174,null,null,1386,null,null,1473,null,null,1212,null,null,598,null,null,889,null,null,846,null,null,1066,null,null,407,null,null,704,null,null,595,null,null,2820,null,null,2046,null,null,1666,null,null,1042,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
134137,5301,68874,3432,3617,1183,733,624,772,450,2112,657,19377,1832,10874,1728,3759,924,4744,868,38767,2559,7121,2039,14751,2026,16895,2068,3679,1486,2264,1416,778,451,637,424,33295,2466,23700,2199,2370,789,8408,1589,12922,1937,9595,2023,1665,850,5076,1571,2854,825,1793,837,822,673,489,360,482,447,7113,1325,2710,717,2495,879,1908,756,65263,3650,4831,1012,922,441,330,282,3579,849,20411,1610,9740,1676,5377,1305,5294,714,34460,2790,5750,1370,14229,2116,14481,2080,2192,871,1049,478,690,544,453,322,29885,2850,22115,2505,2293,956,9506,1689,10316,1902,7770,2020,1581,715,3416,1459,2773,831,2383,668,827,425,617,295,939,477,5561,1243,2065,759,2663,857,833,358,5301,null,null,3432,null,null,1183,null,null,624,null,null,450,null,null,657,null,null,1832,null,null,1728,null,null,924,null,null,868,null,null,2559,null,null,2039,null,null,2026,null,null,2068,null,null,1486,null,null,1416,null,null,451,null,null,424,null,null,2466,null,null,2199,null,null,789,null,null,1589,null,null,1937,null,null,2023,null,null,850,null,null,1571,null,null,825,null,null,837,null,null,673,null,null,360,null,null,447,null,null,1325,null,null,717,null,null,879,null,null,756,null,null,3650,null,null,1012,null,null,441,null,null,282,null,null,849,null,null,1610,null,null,1676,null,null,1305,null,null,714,null,null,2790,null,null,1370,null,null,2116,null,null,2080,null,null,871,null,null,478,null,null,544,null,null,322,null,null,2850,null,null,2505,null,null,956,null,null,1689,null,null,1902,null,null,2020,null,null,715,null,null,1459,null,null,831,null,null,668,null,null,425,null,null,295,null,null,477,null,null,1243,null,null,759,null,null,857,null,null,358,null,null,31
586799,12084,274125,7339,17233,2101,2793,851,3060,1216,11380,1816,74362,4148,11249,2003,17722,2880,45391,2981,166769,4849,15495,2521,50565,4466,100709,4764,12531,2321,3093,1085,4815,1472,4623,1214,146272,5232,122493,5376,8040,2005,35322,3799,79131,4800,23779,2709,3058,1193,8637,1680,12084,2083,7966,1869,1304,910,1791,699,4871,1219,15761,2291,3707,1530,4851,1748,7203,1347,312674,7670,25164,2983,3782,1372,6075,1562,15307,1988,105415,3659,18989,2525,27821,2955,58605,3390,163436,5749,18459,2766,48306,4183,96671,5522,13013,2497,4649,1387,3375,1256,4989,1394,138856,5942,113119,5693,6973,1548,35454,3986,70692,4918,25737,3165,3166,1162,5969,1483,16602,2723,11567,2813,3671,1934,3508,1725,4388,1100,18659,2947,6518,1882,5876,1724,6265,1022,12084,null,null,7339,null,null,2101,null,null,851,null,null,1216,null,null,1816,null,null,4148,null,null,2003,null,null,2880,null,null,2981,null,null,4849,null,null,2521,null,null,4466,null,null,4764,null,null,2321,null,null,1085,null,null,1472,null,null,1214,null,null,5232,null,null,5376,null,null,2005,null,null,3799,null,null,4800,null,null,2709,null,null,1193,null,null,1680,null,null,2083,null,null,1869,null,null,910,null,null,699,null,null,1219,null,null,2291,null,null,1530,null,null,1748,null,null,1347,null,null,7670,null,null,2983,null,null,1372,null,null,1562,null,null,1988,null,null,3659,null,null,2525,null,null,2955,null,null,3390,null,null,5749,null,null,2766,null,null,4183,null,null,5522,null,null,2497,null,null,1387,null,null,1256,null,null,1394,null,null,5942,null,null,5693,null,null,1548,null,null,3986,null,null,4918,null,null,3165,null,null,1162,null,null,1483,null,null,2723,null,null,2813,null,null,1934,null,null,1725,null,null,1100,null,null,2947,null,null,1882,null,null,1724,null,null,1022,null,null,32
76309,4678,37978,2884,7916,1521,793,418,1368,565,5755,1315,14973,1622,5830,1833,2567,763,6576,1227,8106,1830,2810,1235,1762,831,3534,1004,2440,960,1144,732,276,293,1020,537,3200,1452,2374,1038,646,518,744,602,984,565,826,909,471,720,230,230,125,127,2466,967,549,512,512,403,1405,709,6983,1312,1715,874,1305,586,3963,1015,38331,2602,9394,1741,595,408,1931,822,6868,1392,13944,1258,5050,1315,4275,838,4619,836,6746,1272,1289,617,2262,849,3195,934,2271,1136,484,491,815,575,972,770,1873,679,1011,542,287,235,438,346,286,301,862,510,0,187,222,169,640,493,2602,861,518,398,787,398,1297,603,8247,1386,1782,909,1779,907,4686,1007,4678,null,null,2884,null,null,1521,null,null,418,null,null,565,null,null,1315,null,null,1622,null,null,1833,null,null,763,null,null,1227,null,null,1830,null,null,1235,null,null,831,null,null,1004,null,null,960,null,null,732,null,null,293,null,null,537,null,null,1452,null,null,1038,null,null,518,null,null,602,null,null,565,null,null,909,null,null,720,null,null,230,null,null,127,null,null,967,null,null,512,null,null,403,null,null,709,null,null,1312,null,null,874,null,null,586,null,null,1015,null,null,2602,null,null,1741,null,null,408,null,null,822,null,null,1392,null,null,1258,null,null,1315,null,null,838,null,null,836,null,null,1272,null,null,617,null,null,849,null,null,934,null,null,1136,null,null,491,null,null,575,null,null,770,null,null,679,null,null,542,null,null,235,null,null,346,null,null,301,null,null,510,null,null,187,null,null,169,null,null,493,null,null,861,null,null,398,null,null,398,null,null,603,null,null,1386,null,null,909,null,null,907,null,null,1007,null,null,33
2016085,22331,968837,12315,140889,5921,14358,2139,19612,2262,106919,4941,320273,5074,72546,4748,83697,4965,164030,4576,447701,10845,75960,5624,143440,7936,228301,7468,140841,6838,29009,3376,35714,2987,76118,4833,158244,9567,68251,6615,7624,2254,30638,4160,29989,3489,89993,7334,19870,3388,33138,3892,36985,3425,148616,8392,19457,3533,43950,4603,85209,5003,59974,4354,12992,2009,18665,2766,28317,2870,1047248,15042,163740,5787,16164,2085,23691,2600,123885,5177,348880,5939,81726,6739,95245,4533,171909,4622,477531,11429,85906,6589,148364,8638,243261,6275,186725,8901,37873,4812,46330,4542,102522,5377,130265,6934,54134,4604,5766,1519,26410,3483,21958,2809,76131,5685,16512,3067,25773,3072,33846,3135,160541,8054,25755,3525,49851,4909,84935,4902,57097,3847,13183,2530,17713,2406,26201,2232,22331,null,null,12315,null,null,5921,null,null,2139,null,null,2262,null,null,4941,null,null,5074,null,null,4748,null,null,4965,null,null,4576,null,null,10845,null,null,5624,null,null,7936,null,null,7468,null,null,6838,null,null,3376,null,null,2987,null,null,4833,null,null,9567,null,null,6615,null,null,2254,null,null,4160,null,null,3489,null,null,7334,null,null,3388,null,null,3892,null,null,3425,null,null,8392,null,null,3533,null,null,4603,null,null,5003,null,null,4354,null,null,2009,null,null,2766,null,null,2870,null,null,15042,null,null,5787,null,null,2085,null,null,2600,null,null,5177,null,null,5939,null,null,6739,null,null,4533,null,null,4622,null,null,11429,null,null,6589,null,null,8638,null,null,6275,null,null,8901,null,null,4812,null,null,4542,null,null,5377,null,null,6934,null,null,4604,null,null,1519,null,null,3483,null,null,2809,null,null,5685,null,null,3067,null,null,3072,null,null,3135,null,null,8054,null,null,3525,null,null,4909,null,null,4902,null,null,3847,null,null,2530,null,null,2406,null,null,2232,null,null,34
198406,8708,96312,5706,7446,1556,2270,952,1816,649,3360,1053,12185,1858,5528,2035,2282,773,4375,897,73080,5023,5384,1681,19708,3024,47988,4130,1217,583,0,195,167,258,1050,556,69285,4984,67723,5017,4792,1635,18496,2832,44435,4121,1562,733,209,244,379,372,974,528,2578,1022,383,345,666,545,1529,728,3601,1064,1429,833,535,324,1637,572,102094,5019,9521,1597,1556,878,1368,504,6597,1286,15113,1468,3875,1152,4063,836,7175,1171,74780,4652,7121,2116,18752,2380,48907,3841,927,591,97,159,322,358,508,429,71051,4744,69598,4620,6634,2116,17699,2480,45265,3614,1453,702,68,114,186,166,1199,669,2802,981,322,245,545,421,1935,808,2680,917,725,458,404,296,1551,564,8708,null,null,5706,null,null,1556,null,null,952,null,null,649,null,null,1053,null,null,1858,null,null,2035,null,null,773,null,null,897,null,null,5023,null,null,1681,null,null,3024,null,null,4130,null,null,583,null,null,195,null,null,258,null,null,556,null,null,4984,null,null,5017,null,null,1635,null,null,2832,null,null,4121,null,null,733,null,null,244,null,null,372,null,null,528,null,null,1022,null,null,345,null,null,545,null,null,728,null,null,1064,null,null,833,null,null,324,null,null,572,null,null,5019,null,null,1597,null,null,878,null,null,504,null,null,1286,null,null,1468,null,null,1152,null,null,836,null,null,1171,null,null,4652,null,null,2116,null,null,2380,null,null,3841,null,null,591,null,null,159,null,null,358,null,null,429,null,null,4744,null,null,4620,null,null,2116,null,null,2480,null,null,3614,null,null,702,null,null,114,null,null,166,null,null,669,null,null,981,null,null,245,null,null,421,null,null,808,null,null,917,null,null,458,null,null,296,null,null,564,null,null,35
