B28006_001E,B28006_001M,B28006_002E,B28006_002M,B28006_003E,B28006_003M,B28006_004E,B28006_004M,B28006_005E,B28006_005M,B28006_006E,B28006_006M,B28006_007E,B28006_007M,B28006_008E,B28006_008M,B28006_009E,B28006_009M,B28006_010E,B28006_010M,B28006_011E,B28006_011M,B28006_012E,B28006_012M,B28006_013E,B28006_013M,B28006_014E,B28006_014M,B28006_015E,B28006_015M,B28006_016E,B28006_016M,B28006_017E,B28006_017M,B28006_018E,B28006_018M,B28006_019E,B28006_019M,B28006_001M,B28006_001EA,B28006_001MA,B28006_002M,B28006_002EA,B28006_002MA,B28006_003M,B28006_003EA,B28006_003MA,B28006_004M,B28006_004EA,B28006_004MA,B28006_005M,B28006_005EA,B28006_005MA,B28006_006M,B28006_006EA,B28006_006MA,B28006_007M,B28006_007EA,B28006_007MA,B28006_008M,B28006_008EA,B28006_008MA,B28006_009M,B28006_009EA,B28006_009MA,B28006_010M,B28006_010EA,B28006_010MA,B28006_011M,B28006_011EA,B28006_011MA,B28006_012M,B28006_012EA,B28006_012MA,B28006_013M,B28006_013EA,B28006_013MA,B28006_014M,B28006_014EA,B28006_014MA,B28006_015M,B28006_015EA,B28006_015MA,B28006_016M,B28006_016EA,B28006_016MA,B28006_017M,B28006_017EA,B28006_017MA,B28006_018M,B28006_018EA,B28006_018MA,B28006_019M,B28006_019EA,B28006_019MA,state
14417922,8823,1763224,25253,1398029,25104,7275,1796,1142872,25636,247882,13145,365195,11966,8470720,32163,7794375,35876,39538,4370,6972304,35921,782533,21294,676345,19768,4183978,34388,4075242,35078,9896,1742,3856954,31884,208392,10491,108736,6916,8823,null,null,25253,null,null,25104,null,null,1796,null,null,25636,null,null,13145,null,null,11966,null,null,32163,null,null,35876,null,null,4370,null,null,35921,null,null,21294,null,null,19768,null,null,34388,null,null,35078,null,null,1742,null,null,31884,null,null,10491,null,null,6916,null,null,12
6646722,7112,880582,18973,670118,16850,3967,1444,543064,14487,123087,8194,210464,8865,3709737,24819,3368163,26668,13398,2531,3004179,27784,350586,15365,341574,12043,2056403,21567,2016455,20829,4215,1358,1928151,20606,84089,6225,39948,3447,7112,null,null,18973,null,null,16850,null,null,1444,null,null,14487,null,null,8194,null,null,8865,null,null,24819,null,null,26668,null,null,2531,null,null,27784,null,null,15365,null,null,12043,null,null,21567,null,null,20829,null,null,1358,null,null,20606,null,null,6225,null,null,3447,null,null,13
966406,1728,74861,5633,61025,4920,271,214,51947,4568,8807,2214,13836,2222,577514,8074,536634,9098,1225,709,484544,9875,50865,5083,40880,3875,314031,7211,306804,7030,782,329,291443,6919,14579,2142,7227,1456,1728,null,null,5633,null,null,4920,null,null,214,null,null,4568,null,null,2214,null,null,2222,null,null,8074,null,null,9098,null,null,709,null,null,9875,null,null,5083,null,null,3875,null,null,7211,null,null,7030,null,null,329,null,null,6919,null,null,2142,null,null,1456,null,null,15
1070854,2835,101107,5923,81954,5839,100,87,70366,5564,11488,2375,19153,2485,670636,10148,612866,10435,4751,1188,546227,11687,61888,6188,57770,4996,299111,8419,288979,7796,1414,629,271265,7617,16300,3245,10132,2375,2835,null,null,5923,null,null,5839,null,null,87,null,null,5564,null,null,2375,null,null,2485,null,null,10148,null,null,10435,null,null,1188,null,null,11687,null,null,6188,null,null,4996,null,null,8419,null,null,7796,null,null,629,null,null,7617,null,null,3245,null,null,2375,null,null,16
8479023,5155,912828,14816,711936,14169,2590,597,606583,13733,102763,6405,200892,7242,4644981,20977,4191429,22806,24771,2886,3818837,24488,347821,11990,453552,11107,2921214,19168,2854548,19198,7147,1204,2745244,19144,102157,6199,66666,4332,5155,null,null,14816,null,null,14169,null,null,597,null,null,13733,null,null,6405,null,null,7242,null,null,20977,null,null,22806,null,null,2886,null,null,24488,null,null,11990,null,null,11107,null,null,19168,null,null,19198,null,null,1204,null,null,19144,null,null,6199,null,null,4332,null,null,17
4295040,5491,485782,11781,360376,10380,2438,618,297409,10372,60529,4528,125406,6229,2692269,16909,2418900,18928,18401,2639,2175907,20370,224592,9612,273369,9558,1116989,15012,1090428,14968,2523,673,1041576,14776,46329,3425,26561,3306,5491,null,null,11781,null,null,10380,null,null,618,null,null,10372,null,null,4528,null,null,6229,null,null,16909,null,null,18928,null,null,2639,null,null,20370,null,null,9612,null,null,9558,null,null,15012,null,null,14968,null,null,673,null,null,14776,null,null,3425,null,null,3306,null,null,18
2041180,3709,164372,5140,121439,5133,1185,389,100260,4569,19994,2304,42933,3114,1287990,11088,1147574,11549,11993,1341,1037865,11249,97716,5948,140416,5873,588818,10667,573270,10542,2326,706,541939,10738,29005,2847,15548,1904,3709,null,null,5140,null,null,5133,null,null,389,null,null,4569,null,null,2304,null,null,3114,null,null,11088,null,null,11549,null,null,1341,null,null,11249,null,null,5948,null,null,5873,null,null,10667,null,null,10542,null,null,706,null,null,10738,null,null,2847,null,null,1904,null,null,19
1849651,4044,170214,6144,133695,5252,569,419,110736,4900,22390,3052,36519,3198,1063512,11463,949103,11826,6177,1326,846874,11958,96052,6592,114409,5277,615925,10518,599498,10595,1858,759,574340,10771,23300,2424,16427,2301,4044,null,null,6144,null,null,5252,null,null,419,null,null,4900,null,null,3052,null,null,3198,null,null,11463,null,null,11826,null,null,1326,null,null,11958,null,null,6592,null,null,5277,null,null,10518,null,null,10595,null,null,759,null,null,10771,null,null,2424,null,null,2301,null,null,20
2922683,3955,406280,10129,265176,9052,2379,682,218068,8361,44729,4420,141104,6380,1818083,11159,1607816,12867,8856,1534,1461195,14788,137765,8069,210267,7430,698320,12298,676746,11811,1879,804,647061,11628,27806,3031,21574,2289,3955,null,null,10129,null,null,9052,null,null,682,null,null,8361,null,null,4420,null,null,6380,null,null,11159,null,null,12867,null,null,1534,null,null,14788,null,null,8069,null,null,7430,null,null,12298,null,null,11811,null,null,804,null,null,11628,null,null,3031,null,null,2289,null,null,21
3026106,6159,454991,11251,312993,9855,803,535,249238,9166,62952,5188,141998,7693,1851560,17478,1618437,19006,7316,1836,1417047,20108,194074,9300,233123,10182,719555,13926,696121,13992,1788,705,658570,14011,35763,3777,23434,2871,6159,null,null,11251,null,null,9855,null,null,535,null,null,9166,null,null,5188,null,null,7693,null,null,17478,null,null,19006,null,null,1836,null,null,20108,null,null,9300,null,null,10182,null,null,13926,null,null,13992,null,null,705,null,null,14011,null,null,3777,null,null,2871,null,null,22
