B17025_001E,B17025_001M,B17025_002E,B17025_002M,B17025_003E,B17025_003M,B17025_004E,B17025_004M,B17025_005E,B17025_005M,B17025_006E,B17025_006M,B17025_007E,B17025_007M,B17025_008E,B17025_008M,B17025_009E,B17025_009M,B17025_010E,B17025_010M,B17025_011E,B17025_011M,B17025_012E,B17025_012M,B17025_013E,B17025_013M,B17025_014E,B17025_014M,B17025_015E,B17025_015M,B17025_001M,B17025_001EA,B17025_001MA,B17025_002M,B17025_002EA,B17025_002MA,B17025_003M,B17025_003EA,B17025_003MA,B17025_004M,B17025_004EA,B17025_004MA,B17025_005M,B17025_005EA,B17025_005MA,B17025_006M,B17025_006EA,B17025_006MA,B17025_007M,B17025_007EA,B17025_007MA,B17025_008M,B17025_008EA,B17025_008MA,B17025_009M,B17025_009EA,B17025_009MA,B17025_010M,B17025_010EA,B17025_010MA,B17025_011M,B17025_011EA,B17025_011MA,B17025_012M,B17025_012EA,B17025_012MA,B17025_013M,B17025_013EA,B17025_013MA,B17025_014M,B17025_014EA,B17025_014MA,B17025_015M,B17025_015EA,B17025_015MA,state
20191342,6143,2973512,48474,2248115,38493,2114123,36268,133992,8238,725397,25046,287132,10699,438265,20428,17217830,49000,13743780,50849,13120229,46742,623551,20182,3474050,35733,2032331,27818,1441719,30803,6143,null,null,48474,null,null,38493,null,null,36268,null,null,8238,null,null,25046,null,null,10699,null,null,20428,null,null,49000,null,null,50849,null,null,46742,null,null,20182,null,null,35733,null,null,27818,null,null,30803,null,null,12
10040201,4550,1603013,34382,1438580,31076,1419549,31178,19031,2964,164433,11632,41598,4481,122835,10386,8437188,35231,7581751,36765,7462257,37613,119494,8071,855437,21937,380534,16016,474903,16967,4550,null,null,34382,null,null,31076,null,null,31178,null,null,2964,null,null,11632,null,null,4481,null,null,10386,null,null,35231,null,null,36765,null,null,37613,null,null,8071,null,null,21937,null,null,16016,null,null,16967,null,null,13
1389442,1866,129569,10361,98093,8649,94125,8146,3968,1714,31476,4544,11954,1810,19522,3846,1259873,10635,1033527,13995,993268,13967,40259,4023,226346,11255,136055,6756,90291,8846,1866,null,null,10361,null,null,8649,null,null,8146,null,null,1714,null,null,4544,null,null,1810,null,null,3846,null,null,10635,null,null,13995,null,null,13967,null,null,4023,null,null,11255,null,null,6756,null,null,8846,null,null,15
1652592,1607,237445,15728,220300,15372,217873,15098,2427,1014,17145,3149,4068,1263,13077,2773,1415147,15868,1336350,15199,1324825,15431,11525,2485,78797,5802,33648,3865,45149,4416,1607,null,null,15728,null,null,15372,null,null,15098,null,null,1014,null,null,3149,null,null,1263,null,null,2773,null,null,15868,null,null,15199,null,null,15431,null,null,2485,null,null,5802,null,null,3865,null,null,4416,null,null,16
12502057,3937,1621508,35297,1389710,30065,1368066,29183,21644,3042,231798,11797,76653,6576,155145,8951,10880549,36190,9351427,38171,9236724,37428,114703,6129,1529122,22579,798901,15754,730221,17219,3937,null,null,35297,null,null,30065,null,null,29183,null,null,3042,null,null,11797,null,null,6576,null,null,8951,null,null,36190,null,null,38171,null,null,37428,null,null,6129,null,null,22579,null,null,15754,null,null,17219,null,null,17
6432804,3045,906077,22930,834137,21518,827436,21678,6701,1701,71940,6396,12484,2175,59456,6284,5526727,23631,5260366,24534,5223773,24462,36593,3921,266361,9127,124679,6524,141682,7383,3045,null,null,22930,null,null,21518,null,null,21678,null,null,1701,null,null,6396,null,null,2175,null,null,6284,null,null,23631,null,null,24534,null,null,24462,null,null,3921,null,null,9127,null,null,6524,null,null,7383,null,null,18
3031338,2083,356378,12582,328157,12147,325783,12092,2374,1189,28221,3897,6783,2000,21438,3565,2674960,12482,2547286,12833,2530082,12839,17204,2837,127674,6099,54311,4232,73363,5639,2083,null,null,12582,null,null,12147,null,null,12092,null,null,1189,null,null,3897,null,null,2000,null,null,3565,null,null,12482,null,null,12833,null,null,12839,null,null,2837,null,null,6099,null,null,4232,null,null,5639,null,null,19
2825864,1863,342544,14393,306773,12815,304252,12789,2521,724,35771,5031,5787,1494,29984,4583,2483320,14383,2317350,15503,2293667,15901,23683,2599,165970,7218,74283,5359,91687,4486,1863,null,null,14393,null,null,12815,null,null,12789,null,null,724,null,null,5031,null,null,1494,null,null,4583,null,null,14383,null,null,15503,null,null,15901,null,null,2599,null,null,7218,null,null,5359,null,null,4486,null,null,20
4298953,3416,794060,24195,758701,22174,753583,22049,5118,1489,35359,5990,7191,1862,28168,5297,3504893,23747,3387191,23256,3363233,23439,23958,2554,117702,5717,52725,4148,64977,4970,3416,null,null,24195,null,null,22174,null,null,22049,null,null,1489,null,null,5990,null,null,1862,null,null,5297,null,null,23747,null,null,23256,null,null,23439,null,null,2554,null,null,5717,null,null,4148,null,null,4970,null,null,21
4546017,4194,918187,25851,881150,25452,877853,25479,3297,1003,37037,4643,11097,1935,25940,4066,3627830,26966,3479088,27032,3454993,26898,24095,2918,148742,7489,68187,4241,80555,6702,4194,null,null,25851,null,null,25452,null,null,25479,null,null,1003,null,null,4643,null,null,1935,null,null,4066,null,null,26966,null,null,27032,null,null,26898,null,null,2918,null,null,7489,null,null,4241,null,null,6702,null,null,22
1295971,1363,161749,10063,152575,9384,150776,9447,1799,498,9174,2292,3908,1309,5266,2049,1134222,10123,1094317,9809,1080981,9642,13336,1810,39905,3583,23763,2393,16142,2727,1363,null,null,10063,null,null,9384,null,null,9447,null,null,498,null,null,2292,null,null,1309,null,null,2049,null,null,10123,null,null,9809,null,null,9642,null,null,1810,null,null,3583,null,null,2393,null,null,2727,null,null,23
5875026,3123,567715,17097,481489,15241,475244,14807,6245,1726,86226,6702,30347,3203,55879,5375,5307311,17951,4481636,23119,4396126,22482,85510,5319,825675,17093,434368,12530,391307,13378,3123,null,null,17097,null,null,15241,null,null,14807,null,null,1726,null,null,6702,null,null,3203,null,null,5375,null,null,17951,null,null,23119,null,null,22482,null,null,5319,null,null,17093,null,null,12530,null,null,13378,null,null,24
6574249,2698,686597,20435,529622,15684,479789,15015,49833,4325,156975,11912,56284,5102,100691,9553,5887652,20072,4948055,21554,4811826,21053,136229,8614,939597,16198,527032,13322,412565,14751,2698,null,null,20435,null,null,15684,null,null,15015,null,null,4325,null,null,11912,null,null,5102,null,null,9553,null,null,20072,null,null,21554,null,null,21053,null,null,8614,null,null,16198,null,null,13322,null,null,14751,null,null,25
9702321,3906,1451936,23392,1327021,21869,1309647,21554,17374,3266,124915,8339,47706,4169,77209,6901,8250385,24111,7725120,25597,7664965,25341,60155,4789,525265,12333,293022,8141,232243,9704,3906,null,null,23392,null,null,21869,null,null,21554,null,null,3266,null,null,8339,null,null,4169,null,null,6901,null,null,24111,null,null,25597,null,null,25341,null,null,4789,null,null,12333,null,null,8141,null,null,9704,null,null,26
5396363,2285,533276,15913,454471,13680,450386,13672,4085,1380,78805,6103,29670,3399,49135,5137,4863087,15643,4496572,15696,4462173,16636,34399,2878,366515,10810,197609,7986,168906,7269,2285,null,null,15913,null,null,13680,null,null,13672,null,null,1380,null,null,6103,null,null,3399,null,null,5137,null,null,15643,null,null,15696,null,null,16636,null,null,2878,null,null,10810,null,null,7986,null,null,7269,null,null,27
2892894,2014,602768,21320,592053,21078,588897,21087,3156,1177,10715,2249,2669,993,8046,2008,2290126,21685,2245931,20877,2230219,20684,15712,2815,44195,4042,20504,2556,23691,3365,2014,null,null,21320,null,null,21078,null,null,21087,null,null,1177,null,null,2249,null,null,993,null,null,2008,null,null,21685,null,null,20877,null,null,20684,null,null,2815,null,null,4042,null,null,2556,null,null,3365,null,null,28
5911040,3431,826954,22623,780654,21519,775317,21414,5337,1888,46300,5386,14678,2498,31622,4211,5084086,23216,4887662,25003,4850829,25099,36833,3563,196424,8487,101456,5879,94968,6490,3431,null,null,22623,null,null,21519,null,null,21414,null,null,1888,null,null,5386,null,null,2498,null,null,4211,null,null,23216,null,null,25003,null,null,25099,null,null,3563,null,null,8487,null,null,5879,null,null,6490,null,null,29
1018105,1144,135638,7800,131940,7813,130867,7792,1073,445,3698,1119,842,494,2856,954,882467,7756,864981,7488,857478,7626,7503,1346,17486,2226,10524,1779,6962,1481,1144,null,null,7800,null,null,7813,null,null,7792,null,null,445,null,null,1119,null,null,494,null,null,954,null,null,7756,null,null,7488,null,null,7626,null,null,1346,null,null,2226,null,null,1779,null,null,1481,null,null,30
1851069,1911,211453,10293,182727,8046,181627,7982,1100,458,28726,4762,3922,908,24804,4652,1639616,10559,1536873,9754,1523223,9828,13650,1792,102743,5932,40156,3944,62587,5244,1911,null,null,10293,null,null,8046,null,null,7982,null,null,458,null,null,4762,null,null,908,null,null,4652,null,null,10559,null,null,9754,null,null,9828,null,null,1792,null,null,5932,null,null,3944,null,null,5244,null,null,31
2896888,3250,399420,18626,315827,15689,308656,15405,7171,1939,83593,7300,22917,3364,60676,6560,2497468,18389,1997146,16341,1954500,16294,42646,3874,500322,12288,254767,9470,245555,10053,3250,null,null,18626,null,null,15689,null,null,15405,null,null,1939,null,null,7300,null,null,3364,null,null,6560,null,null,18389,null,null,16341,null,null,16294,null,null,3874,null,null,12288,null,null,9470,null,null,10053,null,null,32
1292255,1106,94289,7685,87188,7025,84810,6760,2378,1539,7101,2089,2781,1199,4320,1496,1197966,7678,1130888,8366,1116477,8284,14411,2144,67078,4102,36958,3030,30120,3871,1106,null,null,7685,null,null,7025,null,null,6760,null,null,1539,null,null,2089,null,null,1199,null,null,1496,null,null,7678,null,null,8366,null,null,8284,null,null,2144,null,null,4102,null,null,3030,null,null,3871,null,null,33
8769487,3021,915913,28791,668524,22261,626948,22226,41576,4609,247389,11885,93018,5981,154371,9502,7853574,29337,6101060,29045,5932592,27437,168468,8418,1752514,21791,1002895,14903,749619,20588,3021,null,null,28791,null,null,22261,null,null,22226,null,null,4609,null,null,11885,null,null,5981,null,null,9502,null,null,29337,null,null,29045,null,null,27437,null,null,8418,null,null,21791,null,null,14903,null,null,20588,null,null,34
