C27013_001E,C27013_001M,C27013_002E,C27013_002M,C27013_003E,C27013_003M,C27013_004E,C27013_004M,C27013_005E,C27013_005M,C27013_006E,C27013_006M,C27013_007E,C27013_007M,C27013_008E,C27013_008M,C27013_009E,C27013_009M,C27013_010E,C27013_010M,C27013_011E,C27013_011M,C27013_012E,C27013_012M,C27013_013E,C27013_013M,C27013_014E,C27013_014M,C27013_015E,C27013_015M,C27013_016E,C27013_016M,C27013_017E,C27013_017M,C27013_018E,C27013_018M,C27013_019E,C27013_019M,C27013_020E,C27013_020M,C27013_021E,C27013_021M,C27013_022E,C27013_022M,C27013_001M,C27013_001EA,C27013_001MA,C27013_002M,C27013_002EA,C27013_002MA,C27013_003M,C27013_003EA,C27013_003MA,C27013_004M,C27013_004EA,C27013_004MA,C27013_005M,C27013_005EA,C27013_005MA,C27013_006M,C27013_006EA,C27013_006MA,C27013_007M,C27013_007EA,C27013_007MA,C27013_008M,C27013_008EA,C27013_008MA,C27013_009M,C27013_009EA,C27013_009MA,C27013_010M,C27013_010EA,C27013_010MA,C27013_011M,C27013_011EA,C27013_011MA,C27013_012M,C27013_012EA,C27013_012MA,C27013_013M,C27013_013EA,C27013_013MA,C27013_014M,C27013_014EA,C27013_014MA,C27013_015M,C27013_015EA,C27013_015MA,C27013_016M,C27013_016EA,C27013_016MA,C27013_017M,C27013_017EA,C27013_017MA,C27013_018M,C27013_018EA,C27013_018MA,C27013_019M,C27013_019EA,C27013_019MA,C27013_020M,C27013_020EA,C27013_020MA,C27013_021M,C27013_021EA,C27013_021MA,C27013_022M,C27013_022EA,C27013_022MA,state
1062425,1118,430097,7035,411173,6999,363861,7648,47312,4011,18924,1724,15000,1467,3924,778,289930,6092,248722,5684,171437,4940,77285,4552,41208,3080,26162,2488,15046,1561,342398,6715,153047,6116,63234,3684,89813,5349,189351,3213,120633,3980,68718,3614,1118,null,null,7035,null,null,6999,null,null,7648,null,null,4011,null,null,1724,null,null,1467,null,null,778,null,null,6092,null,null,5684,null,null,4940,null,null,4552,null,null,3080,null,null,2488,null,null,1561,null,null,6715,null,null,6116,null,null,3684,null,null,5349,null,null,3213,null,null,3980,null,null,3614,null,null,23
4573947,2677,2244383,14727,2140656,13169,1894307,12420,246349,11254,103727,4486,88405,4091,15322,1695,1043350,13232,922620,11217,654161,11048,268459,9277,120730,4804,89516,4358,31214,2557,1286214,12829,658490,10242,364713,9476,293777,8933,627724,6064,425044,7973,202680,6389,2677,null,null,14727,null,null,13169,null,null,12420,null,null,11254,null,null,4486,null,null,4091,null,null,1695,null,null,13232,null,null,11217,null,null,11048,null,null,9277,null,null,4804,null,null,4358,null,null,2557,null,null,12829,null,null,10242,null,null,9476,null,null,8933,null,null,6064,null,null,7973,null,null,6389,null,null,24
5360773,1646,2407856,18839,2302849,18250,2043557,17893,259292,10668,105007,4235,86206,3507,18801,2199,1450116,16318,1280778,15848,922310,13376,358468,13433,169338,5076,122662,4055,46676,2796,1502801,17118,741075,14466,369701,9608,371374,11296,761726,6405,477901,7998,283825,8358,1646,null,null,18839,null,null,18250,null,null,17893,null,null,10668,null,null,4235,null,null,3507,null,null,2199,null,null,16318,null,null,15848,null,null,13376,null,null,13433,null,null,5076,null,null,4055,null,null,2796,null,null,17118,null,null,14466,null,null,9608,null,null,11296,null,null,6405,null,null,7998,null,null,8358,null,null,25
7630545,2134,3075102,17903,2975857,17604,2626340,17451,349517,10077,99245,3860,82432,3827,16813,1458,1931333,17137,1740255,15570,1173509,15226,566746,11015,191078,5141,140118,4230,50960,2564,2624110,17824,1343510,15160,665803,11139,677707,13524,1280600,6725,932887,9112,347713,7312,2134,null,null,17903,null,null,17604,null,null,17451,null,null,10077,null,null,3860,null,null,3827,null,null,1458,null,null,17137,null,null,15570,null,null,15226,null,null,11015,null,null,5141,null,null,4230,null,null,2564,null,null,17824,null,null,15160,null,null,11139,null,null,13524,null,null,6725,null,null,9112,null,null,7312,null,null,26
4176115,2247,2009111,12780,1945633,13064,1756063,13018,189570,7993,63478,3485,50965,3361,12513,1176,1109564,12849,982750,12239,709565,9761,273185,8286,126814,3615,89767,3563,37047,2551,1057440,9527,447281,8775,236562,6096,210719,7009,610159,4805,438388,6174,171771,5190,2247,null,null,12780,null,null,13064,null,null,13018,null,null,7993,null,null,3485,null,null,3361,null,null,1176,null,null,12849,null,null,12239,null,null,9761,null,null,8286,null,null,3615,null,null,3563,null,null,2551,null,null,9527,null,null,8775,null,null,6096,null,null,7009,null,null,4805,null,null,6174,null,null,5190,null,null,27
2203060,2627,900724,11783,863735,11724,744919,11362,118816,7087,36989,2619,27541,2418,9448,1561,441884,11351,398863,10766,247158,8660,151705,7195,43021,3034,26008,2626,17013,2029,860452,11431,503962,10564,200903,7080,303059,9039,356490,4447,181524,5512,174966,6075,2627,null,null,11783,null,null,11724,null,null,11362,null,null,7087,null,null,2619,null,null,2418,null,null,1561,null,null,11351,null,null,10766,null,null,8660,null,null,7195,null,null,3034,null,null,2626,null,null,2029,null,null,11431,null,null,10564,null,null,7080,null,null,9039,null,null,4447,null,null,5512,null,null,6075,null,null,28
4590728,3601,2053887,15608,1979594,15110,1781376,14561,198218,8666,74293,3990,53462,3359,20831,2279,1057343,14085,930344,13764,652128,12247,278216,8728,126999,4155,76716,3619,50283,3397,1479498,15347,743236,14165,368563,11101,374673,10100,736262,6019,434037,7789,302225,7128,3601,null,null,15608,null,null,15110,null,null,14561,null,null,8666,null,null,3990,null,null,3359,null,null,2279,null,null,14085,null,null,13764,null,null,12247,null,null,8728,null,null,4155,null,null,3619,null,null,3397,null,null,15347,null,null,14165,null,null,11101,null,null,10100,null,null,6019,null,null,7789,null,null,7128,null,null,29
799879,1851,332974,6373,318800,6138,276601,6844,42199,4079,14174,1384,9318,1055,4856,879,223409,5730,194974,5800,131318,5310,63656,4059,28435,1798,17884,1373,10551,1188,243496,4133,106659,3780,50961,3012,55698,3512,136837,2179,82118,3219,54719,2760,1851,null,null,6373,null,null,6138,null,null,6844,null,null,4079,null,null,1384,null,null,1055,null,null,879,null,null,5730,null,null,5800,null,null,5310,null,null,4059,null,null,1798,null,null,1373,null,null,1188,null,null,4133,null,null,3780,null,null,3012,null,null,3512,null,null,2179,null,null,3219,null,null,2760,null,null,30
1404965,1565,711023,7345,681476,7077,614532,7884,66944,4365,29547,1781,22196,1577,7351,1029,345424,7340,297798,6785,225391,6786,72407,4188,47626,2044,32533,1890,15093,1632,348518,5944,152517,5358,82003,4146,70514,4382,196001,2770,127301,3107,68700,2848,1565,null,null,7345,null,null,7077,null,null,7884,null,null,4365,null,null,1781,null,null,1577,null,null,1029,null,null,7340,null,null,6785,null,null,6786,null,null,4188,null,null,2044,null,null,1890,null,null,1632,null,null,5944,null,null,5358,null,null,4146,null,null,4382,null,null,2770,null,null,3107,null,null,2848,null,null,31
2229332,1250,963963,11120,924380,11062,767151,12142,157229,7256,39583,2888,29586,2564,9997,1632,515337,8771,469091,8356,292344,7780,176747,6690,46246,2572,25035,2038,21211,2125,750032,10683,398342,10052,187878,7181,210464,8385,351690,3559,176455,5394,175235,6107,1250,null,null,11120,null,null,11062,null,null,12142,null,null,7256,null,null,2888,null,null,2564,null,null,1632,null,null,8771,null,null,8356,null,null,7780,null,null,6690,null,null,2572,null,null,2038,null,null,2125,null,null,10683,null,null,10052,null,null,7181,null,null,8385,null,null,3559,null,null,5394,null,null,6107,null,null,32
1057057,1410,495894,7568,475921,7495,428792,7734,47129,3830,19973,1627,14993,1486,4980,916,278570,6572,238637,6071,179404,5134,59233,4564,39933,2764,29104,2759,10829,1543,282593,5985,124541,5554,65596,4192,58945,4291,158052,2960,107034,3768,51018,3418,1410,null,null,7568,null,null,7495,null,null,7734,null,null,3830,null,null,1627,null,null,1486,null,null,916,null,null,6572,null,null,6071,null,null,5134,null,null,4564,null,null,2764,null,null,2759,null,null,1543,null,null,5985,null,null,5554,null,null,4192,null,null,4291,null,null,2960,null,null,3768,null,null,3418,null,null,33
6857630,1472,3143591,23074,2995494,21797,2586871,23997,408623,13673,148097,4891,117485,4204,30612,2781,1574126,20935,1402793,20173,998190,17615,404603,10992,171333,5068,121130,4437,50203,3070,2139913,21179,1126829,18848,631001,11789,495828,13365,1013084,7098,602402,8031,410682,8405,1472,null,null,23074,null,null,21797,null,null,23997,null,null,13673,null,null,4891,null,null,4204,null,null,2781,null,null,20935,null,null,20173,null,null,17615,null,null,10992,null,null,5068,null,null,4437,null,null,3070,null,null,21179,null,null,18848,null,null,11789,null,null,13365,null,null,7098,null,null,8031,null,null,8405,null,null,34
1557403,2155,609722,10232,583848,9683,448130,9795,135718,8096,25874,2688,18315,2325,7559,1277,354672,10175,314937,9366,165040,7047,149897,7564,39735,2976,23786,2221,15949,2245,593009,10068,321963,9303,126129,5254,195834,8457,271046,3685,144132,4366,126914,4529,2155,null,null,10232,null,null,9683,null,null,9795,null,null,8096,null,null,2688,null,null,2325,null,null,1277,null,null,10175,null,null,9366,null,null,7047,null,null,7564,null,null,2976,null,null,2221,null,null,2245,null,null,10068,null,null,9303,null,null,5254,null,null,8457,null,null,3685,null,null,4366,null,null,4529,null,null,35
15334810,3374,6682909,29630,6399529,29130,5368596,27389,1030933,20084,283380,6645,221475,5976,61905,3636,3577655,26742,3221721,26513,2065421,21508,1156300,19691,355934,7317,238350,6647,117584,4918,5074246,25289,2778011,24366,1303494,17133,1474517,19076,2296235,8760,1258662,12093,1037573,12485,3374,null,null,29630,null,null,29130,null,null,27389,null,null,20084,null,null,6645,null,null,5976,null,null,3636,null,null,26742,null,null,26513,null,null,21508,null,null,19691,null,null,7317,null,null,6647,null,null,4918,null,null,25289,null,null,24366,null,null,17133,null,null,19076,null,null,8760,null,null,12093,null,null,12485,null,null,36
7665347,5417,3272609,20932,3161725,18333,2748397,20033,413328,13418,110884,5474,85471,5177,25413,2435,1758183,19737,1567940,19501,1053182,17967,514758,13074,190243,5511,122591,5042,67652,3416,2634555,18121,1409029,16246,696612,12874,712417,15432,1225526,7129,749005,10541,476521,10137,5417,null,null,20932,null,null,18333,null,null,20033,null,null,13418,null,null,5474,null,null,5177,null,null,2435,null,null,19737,null,null,19501,null,null,17967,null,null,13074,null,null,5511,null,null,5042,null,null,3416,null,null,18121,null,null,16246,null,null,12874,null,null,15432,null,null,7129,null,null,10541,null,null,10137,null,null,37
567356,1906,283202,5048,272972,4869,249814,5792,23158,2500,10230,1326,8474,1113,1756,576,155349,4677,135514,4628,105641,4463,29873,3250,19835,1450,14651,1223,5184,857,128805,3403,54970,2808,31442,2003,23528,2230,73835,1875,55655,1889,18180,1390,1906,null,null,5048,null,null,4869,null,null,5792,null,null,2500,null,null,1326,null,null,1113,null,null,576,null,null,4677,null,null,4628,null,null,4463,null,null,3250,null,null,1450,null,null,1223,null,null,857,null,null,3403,null,null,2808,null,null,2003,null,null,2230,null,null,1875,null,null,1889,null,null,1390,null,null,38
8833851,3089,3856407,19569,3712496,18445,3273849,19171,438647,10880,143911,5574,108749,4727,35162,2852,2148378,17578,1911704,16893,1268987,16453,642717,14860,236674,6035,151640,4406,85034,4078,2829066,18717,1394106,15537,638142,10814,755964,15483,1434960,8187,881278,9988,553682,9747,3089,null,null,19569,null,null,18445,null,null,19171,null,null,10880,null,null,5574,null,null,4727,null,null,2852,null,null,17578,null,null,16893,null,null,16453,null,null,14860,null,null,6035,null,null,4406,null,null,4078,null,null,18717,null,null,15537,null,null,10814,null,null,15483,null,null,8187,null,null,9988,null,null,9747,null,null,39
2885847,1867,1273058,10785,1216855,10868,1021732,10073,195123,7029,56203,2710,44334,2610,11869,1376,630055,9778,563357,8792,350032,7620,213325,6923,66698,3190,43111,3058,23587,1676,982734,10168,536464,9351,239941,5869,296523,6978,446270,4100,267530,4745,178740,4574,1867,null,null,10785,null,null,10868,null,null,10073,null,null,7029,null,null,2710,null,null,2610,null,null,1376,null,null,9778,null,null,8792,null,null,7620,null,null,6923,null,null,3190,null,null,3058,null,null,1676,null,null,10168,null,null,9351,null,null,5869,null,null,6978,null,null,4100,null,null,4745,null,null,4574,null,null,40
3187768,1977,1278571,13878,1229577,13485,1059735,13246,169842,7509,48994,3240,36324,2642,12670,1722,865670,15265,780971,14669,502343,13084,278628,10078,84699,4179,52545,3516,32154,2203,1043527,13401,498512,11979,247776,8610,250736,8818,545015,5663,341184,6604,203831,6247,1977,null,null,13878,null,null,13485,null,null,13246,null,null,7509,null,null,3240,null,null,2642,null,null,1722,null,null,15265,null,null,14669,null,null,13084,null,null,10078,null,null,4179,null,null,3516,null,null,2203,null,null,13401,null,null,11979,null,null,8610,null,null,8818,null,null,5663,null,null,6604,null,null,6247,null,null,41
9912721,2617,4286329,26498,4117590,25550,3718907,25784,398683,12558,168739,4363,135747,4242,32992,2165,2358116,19023,2082353,18078,1493392,13750,588961,14064,275763,7281,194402,6155,81361,3713,3268276,20687,1572487,19235,802866,11123,769621,17475,1695789,7524,1130102,11479,565687,11375,2617,null,null,26498,null,null,25550,null,null,25784,null,null,12558,null,null,4363,null,null,4242,null,null,2165,null,null,19023,null,null,18078,null,null,13750,null,null,14064,null,null,7281,null,null,6155,null,null,3713,null,null,20687,null,null,19235,null,null,11123,null,null,17475,null,null,7524,null,null,11479,null,null,11375,null,null,42
831991,870,353114,8473,338909,8133,301481,8303,37428,3614,14205,1438,11986,1354,2219,615,215231,7732,194033,7485,139879,6452,54154,4806,21198,2134,13970,1814,7228,1109,263646,7155,132534,6579,63055,4319,69479,4510,131112,2710,76498,3120,54614,3357,870,null,null,8473,null,null,8133,null,null,8303,null,null,3614,null,null,1438,null,null,1354,null,null,615,null,null,7732,null,null,7485,null,null,6452,null,null,4806,null,null,2134,null,null,1814,null,null,1109,null,null,7155,null,null,6579,null,null,4319,null,null,4510,null,null,2710,null,null,3120,null,null,3357,null,null,44
3763803,2666,1591728,17865,1524505,18056,1313350,17235,211155,10470,67223,3535,50444,3379,16779,1836,823390,16443,730121,15581,486371,12143,243750,9337,93269,4168,62001,3367,31268,2551,1348685,15905,696879,14271,330113,9754,366766,11622,651806,5698,394418,6953,257388,7187,2666,null,null,17865,null,null,18056,null,null,17235,null,null,10470,null,null,3535,null,null,3379,null,null,1836,null,null,16443,null,null,15581,null,null,12143,null,null,9337,null,null,4168,null,null,3367,null,null,2551,null,null,15905,null,null,14271,null,null,9754,null,null,11622,null,null,5698,null,null,6953,null,null,7187,null,null,45
635793,1395,312785,5287,297380,5099,269910,5216,27470,2880,15405,1405,11107,1228,4298,814,159551,5405,136280,4739,98144,4099,38136,2977,23271,1825,14936,1340,8335,1418,163457,4137,71259,3798,32123,2474,39136,3226,92198,2301,58198,2998,34000,2513,1395,null,null,5287,null,null,5099,null,null,5216,null,null,2880,null,null,1405,null,null,1228,null,null,814,null,null,5405,null,null,4739,null,null,4099,null,null,2977,null,null,1825,null,null,1340,null,null,1418,null,null,4137,null,null,3798,null,null,2474,null,null,3226,null,null,2301,null,null,2998,null,null,2513,null,null,46
5046012,3905,2171591,15099,2082445,14533,1793901,14616,288544,8452,89146,4780,66975,3677,22171,2402,1087208,14224,970951,12910,640598,14344,330353,10327,116257,5110,71693,3814,44564,3310,1787213,15026,976189,14898,445473,11487,530716,11351,811024,5624,460451,6684,350573,7059,3905,null,null,15099,null,null,14533,null,null,14616,null,null,8452,null,null,4780,null,null,3677,null,null,2402,null,null,14224,null,null,12910,null,null,14344,null,null,10327,null,null,5110,null,null,3814,null,null,3310,null,null,15026,null,null,14898,null,null,11487,null,null,11351,null,null,5624,null,null,6684,null,null,7059,null,null,47
20103990,5670,9496567,43730,9140158,41466,7389275,43998,1750883,29350,356409,9983,253960,8057,102449,5164,4437088,37103,4048395,34620,2496544,28270,1551851,23775,388693,9203,224159,6026,164534,7028,6170335,33880,3655330,32135,1742612,25083,1912718,30454,2515005,13078,1306395,17530,1208610,17058,5670,null,null,43730,null,null,41466,null,null,43998,null,null,29350,null,null,9983,null,null,8057,null,null,5164,null,null,37103,null,null,34620,null,null,28270,null,null,23775,null,null,9203,null,null,6026,null,null,7028,null,null,33880,null,null,32135,null,null,25083,null,null,30454,null,null,13078,null,null,17530,null,null,17058,null,null,48
2105796,1735,964260,10977,933580,10913,831138,10678,102442,6280,30680,2251,24026,2095,6654,1075,578736,9553,540054,9380,428094,9273,111960,5782,38682,2474,24129,1774,14553,1714,562800,9416,316202,9141,208718,7242,107484,6097,246598,3245,151035,3578,95563,3772,1735,null,null,10977,null,null,10913,null,null,10678,null,null,6280,null,null,2251,null,null,2095,null,null,1075,null,null,9553,null,null,9380,null,null,9273,null,null,5782,null,null,2474,null,null,1774,null,null,1714,null,null,9416,null,null,9141,null,null,7242,null,null,6097,null,null,3245,null,null,3578,null,null,3772,null,null,49
500271,1150,221291,4174,210544,3941,179561,4337,30983,3010,10747,1261,8290,1088,2457,682,134851,3531,115595,3692,77751,3502,37844,3230,19256,1526,13482,1311,5774,835,144129,3757,63323,3239,25745,2104,37578,3360,80806,1943,50608,2328,30198,2260,1150,null,null,4174,null,null,3941,null,null,4337,null,null,3010,null,null,1261,null,null,1088,null,null,682,null,null,3531,null,null,3692,null,null,3502,null,null,3230,null,null,1526,null,null,1311,null,null,835,null,null,3757,null,null,3239,null,null,2104,null,null,3360,null,null,1943,null,null,2328,null,null,2260,null,null,50
6334724,5160,2951518,18163,2831842,17464,2553195,20791,278647,12328,119676,4345,96568,4091,23108,2410,1491278,15970,1332670,15292,1001177,14019,331493,11308,158608,6027,112147,4422,46461,3346,1891928,14507,969496,15400,572703,12218,396793,11714,922432,6652,627080,9000,295352,7224,5160,null,null,18163,null,null,17464,null,null,20791,null,null,12328,null,null,4345,null,null,4091,null,null,2410,null,null,15970,null,null,15292,null,null,14019,null,null,11308,null,null,6027,null,null,4422,null,null,3346,null,null,14507,null,null,15400,null,null,12218,null,null,11714,null,null,6652,null,null,9000,null,null,7224,null,null,51
5556806,3785,2407473,17561,2318173,16927,2055407,17862,262766,9867,89300,4161,71550,3913,17750,1868,1428696,15322,1290560,15376,877420,12651,413140,10863,138136,4954,91308,4131,46828,3641,1720637,16176,888915,13329,480109,9338,408806,10385,831722,6730,533914,9076,297808,7571,3785,null,null,17561,null,null,16927,null,null,17862,null,null,9867,null,null,4161,null,null,3913,null,null,1868,null,null,15322,null,null,15376,null,null,12651,null,null,10863,null,null,4954,null,null,4131,null,null,3641,null,null,16176,null,null,13329,null,null,9338,null,null,10385,null,null,6730,null,null,9076,null,null,7571,null,null,53
1426782,1865,527178,8327,503034,8306,428932,8520,74102,4824,24144,2325,19052,2130,5092,1042,299377,7847,266926,7438,159641,6089,107285,5660,32451,2329,22364,2121,10087,1534,600227,9073,321484,8837,123464,5780,198020,8190,278743,3551,172809,4690,105934,4438,1865,null,null,8327,null,null,8306,null,null,8520,null,null,4824,null,null,2325,null,null,2130,null,null,1042,null,null,7847,null,null,7438,null,null,6089,null,null,5660,null,null,2329,null,null,2121,null,null,1534,null,null,9073,null,null,8837,null,null,5780,null,null,8190,null,null,3551,null,null,4690,null,null,4438,null,null,54
4423142,2302,2031055,15138,1973926,13952,1789974,15910,183952,7011,57129,3147,43037,2542,14092,1563,1150162,13889,1016665,12841,751481,10540,265184,7838,133497,3780,85653,3281,47844,2318,1241925,11109,531927,9625,285819,6638,246108,7337,709998,4576,457445,6068,252553,5826,2302,null,null,15138,null,null,13952,null,null,15910,null,null,7011,null,null,3147,null,null,2542,null,null,1563,null,null,13889,null,null,12841,null,null,10540,null,null,7838,null,null,3780,null,null,3281,null,null,2318,null,null,11109,null,null,9625,null,null,6638,null,null,7337,null,null,4576,null,null,6068,null,null,5826,null,null,55
435563,1773,199671,5666,190992,5593,167393,5307,23599,2499,8679,1017,6737,985,1942,617,114670,5559,102285,5393,70545,4417,31740,3450,12385,1443,7755,1034,4630,1025,121222,3948,57151,3639,33084,3063,24067,2580,64071,1706,41993,2443,22078,2038,1773,null,null,5666,null,null,5593,null,null,5307,null,null,2499,null,null,1017,null,null,985,null,null,617,null,null,5559,null,null,5393,null,null,4417,null,null,3450,null,null,1443,null,null,1034,null,null,1025,null,null,3948,null,null,3639,null,null,3063,null,null,2580,null,null,1706,null,null,2443,null,null,2038,null,null,56
