B08009_001E,B08009_001M,B08009_002E,B08009_002M,B08009_003E,B08009_003M,B08009_004E,B08009_004M,B08009_005E,B08009_005M,B08009_006E,B08009_006M,B08009_007E,B08009_007M,B08009_008E,B08009_008M,B08009_009E,B08009_009M,B08009_010E,B08009_010M,B08009_011E,B08009_011M,B08009_012E,B08009_012M,B08009_013E,B08009_013M,B08009_014E,B08009_014M,B08009_015E,B08009_015M,B08009_001M,B08009_001EA,B08009_001MA,B08009_002M,B08009_002EA,B08009_002MA,B08009_003M,B08009_003EA,B08009_003MA,B08009_004M,B08009_004EA,B08009_004MA,B08009_005M,B08009_005EA,B08009_005MA,B08009_006M,B08009_006EA,B08009_006MA,B08009_007M,B08009_007EA,B08009_007MA,B08009_008M,B08009_008EA,B08009_008MA,B08009_009M,B08009_009EA,B08009_009MA,B08009_010M,B08009_010EA,B08009_010MA,B08009_011M,B08009_011EA,B08009_011MA,B08009_012M,B08009_012EA,B08009_012MA,B08009_013M,B08009_013EA,B08009_013MA,B08009_014M,B08009_014EA,B08009_014MA,B08009_015M,B08009_015EA,B08009_015MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
644442,7930,644442,7930,204150,6921,440292,8175,0,172,327145,5690,327145,5690,100242,4317,226903,6117,0,172,317297,4708,317297,4708,103908,4926,213389,5681,0,172,7930,null,null,7930,null,null,6921,null,null,8175,null,null,172,null,null,5690,null,null,5690,null,null,4317,null,null,6117,null,null,172,null,null,4708,null,null,4708,null,null,4926,null,null,5681,null,null,172,null,null,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
3504937,19583,3504937,19583,1081523,15533,2423414,20585,0,203,1780052,13055,1780052,13055,513382,11206,1266670,13973,0,203,1724885,12412,1724885,12412,568141,9956,1156744,11870,0,203,19583,null,null,19583,null,null,15533,null,null,20585,null,null,203,null,null,13055,null,null,13055,null,null,11206,null,null,13973,null,null,203,null,null,12412,null,null,12412,null,null,9956,null,null,11870,null,null,203,null,null,25
4492590,20589,4492590,20589,1053954,15831,3438636,17956,0,168,2345707,13299,2345707,13299,523170,9939,1822537,12456,0,168,2146883,14384,2146883,14384,530784,10875,1616099,12846,0,168,20589,null,null,20589,null,null,15831,null,null,17956,null,null,168,null,null,13299,null,null,13299,null,null,9939,null,null,12456,null,null,168,null,null,14384,null,null,14384,null,null,10875,null,null,12846,null,null,168,null,null,26
2868581,11316,2868581,11316,878294,11934,1990287,12354,0,149,1495135,7807,1495135,7807,432255,7347,1062880,9073,0,149,1373446,8776,1373446,8776,446039,8716,927407,8539,0,149,11316,null,null,11316,null,null,11934,null,null,12354,null,null,149,null,null,7807,null,null,7807,null,null,7347,null,null,9073,null,null,149,null,null,8776,null,null,8776,null,null,8716,null,null,8539,null,null,149,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
705515,6959,705515,6959,220564,7119,484951,8132,0,187,367275,5189,367275,5189,109630,4768,257645,6102,0,187,338240,4883,338240,4883,110934,4928,227306,5561,0,187,6959,null,null,6959,null,null,7119,null,null,8132,null,null,187,null,null,5189,null,null,5189,null,null,4768,null,null,6102,null,null,187,null,null,4883,null,null,4883,null,null,4928,null,null,5561,null,null,187,null,null,33
4328133,21270,4328133,21270,882104,15082,3446029,20303,0,200,2292203,14308,2292203,14308,440622,11091,1851581,13366,0,200,2035930,13093,2035930,13093,441482,8699,1594448,13977,0,200,21270,null,null,21270,null,null,15082,null,null,20303,null,null,200,null,null,14308,null,null,14308,null,null,11091,null,null,13366,null,null,200,null,null,13093,null,null,13093,null,null,8699,null,null,13977,null,null,200,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
9291557,26473,9291557,26473,3750852,28024,5540705,28079,0,192,4827517,21186,4827517,21186,1853836,17390,2973681,21365,0,192,4464040,19376,4464040,19376,1897016,16925,2567024,20118,0,192,26473,null,null,26473,null,null,28024,null,null,28079,null,null,192,null,null,21186,null,null,21186,null,null,17390,null,null,21365,null,null,192,null,null,19376,null,null,19376,null,null,16925,null,null,20118,null,null,192,null,null,36
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
