C17001_001E,C17001_001M,C17001_002E,C17001_002M,C17001_003E,C17001_003M,C17001_004E,C17001_004M,C17001_005E,C17001_005M,C17001_006E,C17001_006M,C17001_007E,C17001_007M,C17001_008E,C17001_008M,C17001_009E,C17001_009M,C17001_010E,C17001_010M,C17001_011E,C17001_011M,C17001_012E,C17001_012M,C17001_013E,C17001_013M,C17001_014E,C17001_014M,C17001_015E,C17001_015M,C17001_016E,C17001_016M,C17001_017E,C17001_017M,C17001_018E,C17001_018M,C17001_019E,C17001_019M,C17001_001M,C17001_001EA,C17001_001MA,C17001_002M,C17001_002EA,C17001_002MA,C17001_003M,C17001_003EA,C17001_003MA,C17001_004M,C17001_004EA,C17001_004MA,C17001_005M,C17001_005EA,C17001_005MA,C17001_006M,C17001_006EA,C17001_006MA,C17001_007M,C17001_007EA,C17001_007MA,C17001_008M,C17001_008EA,C17001_008MA,C17001_009M,C17001_009EA,C17001_009MA,C17001_010M,C17001_010EA,C17001_010MA,C17001_011M,C17001_011EA,C17001_011MA,C17001_012M,C17001_012EA,C17001_012MA,C17001_013M,C17001_013EA,C17001_013MA,C17001_014M,C17001_014EA,C17001_014MA,C17001_015M,C17001_015EA,C17001_015MA,C17001_016M,C17001_016EA,C17001_016MA,C17001_017M,C17001_017EA,C17001_017MA,C17001_018M,C17001_018EA,C17001_018MA,C17001_019M,C17001_019EA,C17001_019MA,state
20191342,6143,2973512,48474,1329354,24853,437468,13701,732535,18007,159351,6703,1644158,31918,421243,15680,963890,20525,259025,7263,17217830,49000,8472150,25300,1646420,14255,5171767,17510,1653963,7257,8745680,33826,1575034,16694,5222239,22163,1948407,7591,6143,null,null,48474,null,null,24853,null,null,13701,null,null,18007,null,null,6703,null,null,31918,null,null,15680,null,null,20525,null,null,7263,null,null,49000,null,null,25300,null,null,14255,null,null,17510,null,null,7257,null,null,33826,null,null,16694,null,null,22163,null,null,7591,null,null,12
10040201,4550,1603013,34382,698527,16781,283881,11076,364486,10581,50160,3674,904486,20915,282124,11238,538781,13282,83581,4021,8437188,35231,4146654,18222,979310,12296,2637683,11006,529661,4275,4290534,23551,927482,13484,2696151,14424,666901,5285,4550,null,null,34382,null,null,16781,null,null,11076,null,null,10581,null,null,3674,null,null,20915,null,null,11238,null,null,13282,null,null,4021,null,null,35231,null,null,18222,null,null,12296,null,null,11006,null,null,4275,null,null,23551,null,null,13484,null,null,14424,null,null,5285,null,null,13
1389442,1866,129569,10361,57530,5306,14536,2556,33863,3247,9131,1601,72039,6405,15971,2367,43850,4275,12218,1665,1259873,10635,635126,5852,141371,2942,394527,3469,99228,1713,624747,6861,129237,2984,377353,4479,118157,1798,1866,null,null,10361,null,null,5306,null,null,2556,null,null,3247,null,null,1601,null,null,6405,null,null,2367,null,null,4275,null,null,1665,null,null,10635,null,null,5852,null,null,2942,null,null,3469,null,null,1713,null,null,6861,null,null,2984,null,null,4479,null,null,1798,null,null,15
1652592,1607,237445,15728,111162,7601,41322,4277,60310,4755,9530,1669,126283,9695,34944,4650,75566,5577,15773,2299,1415147,15868,711683,8440,180391,5156,421638,5063,109654,2177,703464,10119,174115,4931,411872,5896,117477,2244,1607,null,null,15728,null,null,7601,null,null,4277,null,null,4755,null,null,1669,null,null,9695,null,null,4650,null,null,5577,null,null,2299,null,null,15868,null,null,8440,null,null,5156,null,null,5063,null,null,2177,null,null,10119,null,null,4931,null,null,5896,null,null,2244,null,null,16
12502057,3937,1621508,35297,711436,19411,255136,10937,399178,11578,57122,3301,910072,20079,256543,9746,544507,12910,109022,4498,10880549,36190,5401889,20453,1215706,11611,3452795,12268,733388,3820,5478660,21576,1156402,11204,3413880,13797,908378,4968,3937,null,null,35297,null,null,19411,null,null,10937,null,null,11578,null,null,3301,null,null,20079,null,null,9746,null,null,12910,null,null,4498,null,null,36190,null,null,20453,null,null,11611,null,null,12268,null,null,3820,null,null,21576,null,null,11204,null,null,13797,null,null,4968,null,null,17
6432804,3045,906077,22930,400731,12755,159360,9033,216035,7551,25336,1837,505346,14033,141796,6751,315290,9624,48260,2975,5526727,23631,2755613,13670,632837,9287,1724601,8508,398175,2625,2771114,16538,610336,8355,1675271,10707,485507,3555,3045,null,null,22930,null,null,12755,null,null,9033,null,null,7551,null,null,1837,null,null,14033,null,null,6751,null,null,9624,null,null,2975,null,null,23631,null,null,13670,null,null,9287,null,null,8508,null,null,2625,null,null,16538,null,null,8355,null,null,10707,null,null,3555,null,null,18
3031338,2083,356378,12582,156197,7242,55071,4592,88894,4435,12232,1406,200181,7957,49961,4325,128639,5097,21581,1728,2674960,12482,1345433,6920,309544,4420,827264,4717,208625,2105,1329527,8624,296990,4967,783740,5606,248797,2109,2083,null,null,12582,null,null,7242,null,null,4592,null,null,4435,null,null,1406,null,null,7957,null,null,4325,null,null,5097,null,null,1728,null,null,12482,null,null,6920,null,null,4420,null,null,4717,null,null,2105,null,null,8624,null,null,4967,null,null,5606,null,null,2109,null,null,19
2825864,1863,342544,14393,154310,7929,49365,4928,93202,5369,11743,1284,188234,8480,49958,4422,116496,5317,21780,1776,2483320,14383,1245742,8115,312280,6153,755997,4915,177465,1804,1237578,9640,293010,5748,736189,5970,208379,2038,1863,null,null,14393,null,null,7929,null,null,4928,null,null,5369,null,null,1284,null,null,8480,null,null,4422,null,null,5317,null,null,1776,null,null,14383,null,null,8115,null,null,6153,null,null,4915,null,null,1804,null,null,9640,null,null,5748,null,null,5970,null,null,2038,null,null,20
4298953,3416,794060,24195,343504,12432,121849,6901,196946,8719,24709,2241,450556,14238,125931,6630,275180,8648,49445,3091,3504893,23747,1756059,13438,384478,6974,1100809,9520,270772,2762,1748834,14387,356994,6638,1071399,9190,320441,3404,3416,null,null,24195,null,null,12432,null,null,6901,null,null,8719,null,null,2241,null,null,14238,null,null,6630,null,null,8648,null,null,3091,null,null,23747,null,null,13438,null,null,6974,null,null,9520,null,null,2762,null,null,14387,null,null,6638,null,null,9190,null,null,3404,null,null,21
4546017,4194,918187,25851,398738,13630,163032,9067,205506,8308,30200,2335,519449,15419,150894,7720,313957,10416,54598,3189,3627830,26966,1801035,14707,398061,10340,1146410,8808,256564,2795,1826795,15817,384659,8528,1129472,10565,312664,3566,4194,null,null,25851,null,null,13630,null,null,9067,null,null,8308,null,null,2335,null,null,15419,null,null,7720,null,null,10416,null,null,3189,null,null,26966,null,null,14707,null,null,10340,null,null,8808,null,null,2795,null,null,15817,null,null,8528,null,null,10565,null,null,3566,null,null,22
1295971,1363,161749,10063,71563,5607,21391,3012,43414,3412,6758,1039,90186,6029,21362,2845,52960,3629,15864,1897,1134222,10123,560566,5808,105825,3022,348179,3647,106562,1567,573656,6514,99868,3398,353489,3931,120299,2097,1363,null,null,10063,null,null,5607,null,null,3012,null,null,3412,null,null,1039,null,null,6029,null,null,2845,null,null,3629,null,null,1897,null,null,10123,null,null,5808,null,null,3022,null,null,3647,null,null,1567,null,null,6514,null,null,3398,null,null,3931,null,null,2097,null,null,23
5875026,3123,567715,17097,251438,10164,87711,5509,138169,7084,25558,2307,316277,11435,81100,5480,190873,7334,44304,2857,5307311,17951,2582505,10463,591086,6092,1646533,7180,344886,2561,2724806,12595,566407,6260,1720966,8098,437433,2916,3123,null,null,17097,null,null,10164,null,null,5509,null,null,7084,null,null,2307,null,null,11435,null,null,5480,null,null,7334,null,null,2857,null,null,17951,null,null,10463,null,null,6092,null,null,7180,null,null,2561,null,null,12595,null,null,6260,null,null,8098,null,null,2916,null,null,24
6574249,2698,686597,20435,296508,12124,94950,6349,172774,7491,28784,2378,390089,11833,89793,4754,241067,8235,59229,3285,5887652,20072,2894260,12586,597051,6684,1874355,8243,422854,3059,2993392,12181,575486,5026,1892702,8781,525204,3177,2698,null,null,20435,null,null,12124,null,null,6349,null,null,7491,null,null,2378,null,null,11833,null,null,4754,null,null,8235,null,null,3285,null,null,20072,null,null,12586,null,null,6684,null,null,8243,null,null,3059,null,null,12181,null,null,5026,null,null,8781,null,null,3177,null,null,25
9702321,3906,1451936,23392,661185,13115,225568,6916,391321,9670,44296,2883,790751,14865,220235,7940,487364,9575,83152,4113,8250385,24111,4091529,13720,872240,7107,2561728,10578,657561,3482,4158856,15724,832113,8349,2540836,9752,785907,4518,3906,null,null,23392,null,null,13115,null,null,6916,null,null,9670,null,null,2883,null,null,14865,null,null,7940,null,null,9575,null,null,4113,null,null,24111,null,null,13720,null,null,7107,null,null,10578,null,null,3482,null,null,15724,null,null,8349,null,null,9752,null,null,4518,null,null,26
