C17003_001E,C17003_001M,C17003_002E,C17003_002M,C17003_003E,C17003_003M,C17003_004E,C17003_004M,C17003_005E,C17003_005M,C17003_006E,C17003_006M,C17003_007E,C17003_007M,C17003_008E,C17003_008M,C17003_009E,C17003_009M,C17003_010E,C17003_010M,C17003_011E,C17003_011M,C17003_001M,C17003_001EA,C17003_001MA,C17003_002M,C17003_002EA,C17003_002MA,C17003_003M,C17003_003EA,C17003_003MA,C17003_004M,C17003_004EA,C17003_004MA,C17003_005M,C17003_005EA,C17003_005MA,C17003_006M,C17003_006EA,C17003_006MA,C17003_007M,C17003_007EA,C17003_007MA,C17003_008M,C17003_008EA,C17003_008MA,C17003_009M,C17003_009EA,C17003_009MA,C17003_010M,C17003_010EA,C17003_010MA,C17003_011M,C17003_011EA,C17003_011MA,state
932193,2264,58358,5093,10717,1698,20349,2731,16286,2248,11006,2235,873835,5777,53585,3889,230136,6275,256821,6691,333293,8059,2264,null,null,5093,null,null,1698,null,null,2731,null,null,2248,null,null,2235,null,null,5777,null,null,3889,null,null,6275,null,null,6691,null,null,8059,null,null,33
6085726,2502,532272,14209,140792,7271,194850,8524,111256,6405,85374,4755,5553454,14017,499848,11374,1468376,20081,1297552,20598,2287678,19838,2502,null,null,14209,null,null,7271,null,null,8524,null,null,6405,null,null,4755,null,null,14017,null,null,11374,null,null,20081,null,null,20598,null,null,19838,null,null,34
1368586,3941,211043,7417,61526,4973,65813,4587,62314,4459,21390,2464,1157543,8132,134432,6514,296625,8596,370641,9121,355845,9124,3941,null,null,7417,null,null,4973,null,null,4587,null,null,4459,null,null,2464,null,null,8132,null,null,6514,null,null,8596,null,null,9121,null,null,9124,null,null,35
13453287,5051,1635497,23656,525053,11605,510833,12823,349643,10706,249968,8422,11817790,24469,1287730,19040,2977628,25999,2957621,27999,4594811,30851,5051,null,null,23656,null,null,11605,null,null,12823,null,null,10706,null,null,8422,null,null,24469,null,null,19040,null,null,25999,null,null,27999,null,null,30851,null,null,36
6774093,7287,823698,18492,237632,8981,261615,10939,235873,10626,88578,5617,5950395,18985,606477,13002,1475015,16077,1876673,18511,1992230,20767,7287,null,null,18492,null,null,8981,null,null,10939,null,null,10626,null,null,5617,null,null,18985,null,null,13002,null,null,16077,null,null,18511,null,null,20767,null,null,37
485898,2113,40143,3568,7852,1734,15748,2005,12507,2340,4036,1130,445755,3740,27236,2550,115033,4344,161546,5454,141940,4875,2113,null,null,3568,null,null,1734,null,null,2005,null,null,2340,null,null,1130,null,null,3740,null,null,2550,null,null,4344,null,null,5454,null,null,4875,null,null,38
7771713,4782,889494,17778,204143,7836,348208,10927,255015,8922,82128,4528,6882219,18319,545850,12007,2226706,21582,2024008,19131,2085655,20715,4782,null,null,17778,null,null,7836,null,null,10927,null,null,8922,null,null,4528,null,null,18319,null,null,12007,null,null,21582,null,null,19131,null,null,20715,null,null,39
2514061,3944,309602,7542,77856,4499,116322,4710,86873,4321,28551,2376,2204459,8536,221568,6086,660939,8590,705776,9513,616176,10405,3944,null,null,7542,null,null,4499,null,null,4710,null,null,4321,null,null,2376,null,null,8536,null,null,6086,null,null,8590,null,null,9513,null,null,10405,null,null,40
2825160,3565,304022,9779,63682,5792,85786,5029,107136,5081,47418,4031,2521138,10637,208020,8448,558386,12603,871135,13855,883597,12731,3565,null,null,9779,null,null,5792,null,null,5029,null,null,5081,null,null,4031,null,null,10637,null,null,8448,null,null,12603,null,null,13855,null,null,12731,null,null,41
8743255,4899,880957,16494,205917,8689,376079,10656,192632,7673,106329,4912,7862298,17740,628987,15629,2668724,24426,1937781,20101,2626806,20424,4899,null,null,16494,null,null,8689,null,null,10656,null,null,7673,null,null,4912,null,null,17740,null,null,15629,null,null,24426,null,null,20101,null,null,20424,null,null,42
721155,1364,74545,5669,19896,2469,25309,3556,18614,2688,10726,2030,646610,5529,60778,3807,173868,6823,174514,6909,237450,7421,1364,null,null,5669,null,null,2469,null,null,3556,null,null,2688,null,null,2030,null,null,5529,null,null,3807,null,null,6823,null,null,6909,null,null,7421,null,null,44
3331449,5034,390840,11994,117260,6341,136599,7301,102682,6737,34299,3172,2940609,13335,314319,11062,822122,14717,920055,14727,884113,16400,5034,null,null,11994,null,null,6341,null,null,7301,null,null,6737,null,null,3172,null,null,13335,null,null,11062,null,null,14717,null,null,14727,null,null,16400,null,null,45
553254,2124,57065,3544,13577,1775,20418,2375,15285,1961,7785,1607,496189,3880,33628,2625,138975,4981,169873,4711,153713,5269,2124,null,null,3544,null,null,1775,null,null,2375,null,null,1961,null,null,1607,null,null,3880,null,null,2625,null,null,4981,null,null,4711,null,null,5269,null,null,46
4453125,5145,556043,14597,153555,7402,221344,8883,128554,6574,52590,4809,3897082,15515,410501,11836,1216941,16682,1145156,16476,1124484,16156,5145,null,null,14597,null,null,7402,null,null,8883,null,null,6574,null,null,4809,null,null,15515,null,null,11836,null,null,16682,null,null,16476,null,null,16156,null,null,47
17424846,10930,2065641,35661,745605,19557,620195,18061,472853,14052,226988,8944,15359205,37817,2183412,32035,3716697,34999,4574519,34830,4884577,37463,10930,null,null,35661,null,null,19557,null,null,18061,null,null,14052,null,null,8944,null,null,37817,null,null,32035,null,null,34999,null,null,34830,null,null,37463,null,null,48
1764081,3195,136283,6605,25898,2997,39074,3512,46834,3711,24477,2587,1627798,6977,118954,5622,358332,9633,596327,10176,554185,10446,3195,null,null,6605,null,null,2997,null,null,3512,null,null,3711,null,null,2587,null,null,6977,null,null,5622,null,null,9633,null,null,10176,null,null,10446,null,null,49
434222,1356,40861,3053,7936,1436,13769,1555,12048,1769,7108,1208,393361,3331,25173,2544,113169,4414,102821,4303,152198,4790,1356,null,null,3053,null,null,1436,null,null,1555,null,null,1769,null,null,1208,null,null,3331,null,null,2544,null,null,4414,null,null,4303,null,null,4790,null,null,50
5623794,6638,484466,15849,128939,6970,161906,8808,122802,6326,70819,4911,5139328,16732,461760,12732,1173544,16499,1406668,19345,2097356,20597,6638,null,null,15849,null,null,6970,null,null,8808,null,null,6326,null,null,4911,null,null,16732,null,null,12732,null,null,16499,null,null,19345,null,null,20597,null,null,51
4942793,4390,460198,12820,96979,5868,134549,6887,154094,7432,74576,4325,4482595,13611,353019,11130,959142,15493,1496754,15975,1673680,16843,4390,null,null,12820,null,null,5868,null,null,6887,null,null,7432,null,null,4325,null,null,13611,null,null,11130,null,null,15493,null,null,15975,null,null,16843,null,null,53
1267061,2762,186958,8344,51730,3700,83598,4965,38998,3970,12632,2123,1080103,9251,122190,6493,418271,9428,285399,8088,254243,8662,2762,null,null,8344,null,null,3700,null,null,4965,null,null,3970,null,null,2123,null,null,9251,null,null,6493,null,null,9428,null,null,8088,null,null,8662,null,null,54
3873262,3760,346470,8622,70914,3868,127081,5206,107458,4925,41017,2928,3526792,8994,232470,7240,1068700,13380,1111537,12342,1114085,13183,3760,null,null,8622,null,null,3868,null,null,5206,null,null,4925,null,null,2928,null,null,8994,null,null,7240,null,null,13380,null,null,12342,null,null,13183,null,null,55
384371,2083,35527,3547,6080,1932,12791,2212,12559,1876,4097,1253,348844,4109,19481,2443,99100,4672,128729,5524,101534,4665,2083,null,null,3547,null,null,1932,null,null,2212,null,null,1876,null,null,1253,null,null,4109,null,null,2443,null,null,4672,null,null,5524,null,null,4665,null,null,56
2350348,3177,916537,16466,347736,11550,304776,9640,182315,7817,81710,5170,1433811,16523,221313,8569,345923,11962,350333,8645,516242,13640,3177,null,null,16466,null,null,11550,null,null,9640,null,null,7817,null,null,5170,null,null,16523,null,null,8569,null,null,11962,null,null,8645,null,null,13640,null,null,72
3238799,5547,437300,12922,133019,8243,157666,6974,109762,5185,36853,3007,2801499,14205,338352,10620,827583,12297,861539,13082,774025,14394,5547,null,null,12922,null,null,8243,null,null,6974,null,null,5185,null,null,3007,null,null,14205,null,null,10620,null,null,12297,null,null,13082,null,null,14394,null,null,01
470550,1802,36339,3280,6825,1368,15790,1866,10038,1838,3686,1041,434211,3466,25159,2043,114803,4734,157246,5888,137003,5241,1802,null,null,3280,null,null,1368,null,null,1866,null,null,1838,null,null,1041,null,null,3466,null,null,2043,null,null,4734,null,null,5888,null,null,5241,null,null,02
4547329,3331,581326,14956,164254,8684,170720,7354,173651,7835,72701,3966,3966003,15040,428250,10127,911258,16322,1370886,16352,1255609,16356,3331,null,null,14956,null,null,8684,null,null,7354,null,null,7835,null,null,3966,null,null,15040,null,null,10127,null,null,16322,null,null,16352,null,null,16356,null,null,04
1946763,4981,266058,10241,72813,5072,105522,5990,67627,4874,20096,2796,1680705,10767,195270,8082,556644,10494,506560,12006,422231,10572,4981,null,null,10241,null,null,5072,null,null,5990,null,null,4874,null,null,2796,null,null,10767,null,null,8082,null,null,10494,null,null,12006,null,null,10572,null,null,05
25974001,6308,3013388,36129,1035198,21351,773071,16819,765952,18516,439167,11482,22960613,36546,3479565,29243,4515288,36809,6777330,34570,8188430,37297,6308,null,null,36129,null,null,21351,null,null,16819,null,null,18516,null,null,11482,null,null,36546,null,null,29243,null,null,36809,null,null,34570,null,null,37297,null,null,06
3691894,4154,323905,9770,70069,5568,93879,4405,100791,5214,59166,4131,3367989,10784,240742,7116,701150,13532,996944,12698,1429153,14576,4154,null,null,9770,null,null,5568,null,null,4405,null,null,5214,null,null,4131,null,null,10784,null,null,7116,null,null,13532,null,null,12698,null,null,14576,null,null,08
2426959,2309,201299,9116,52955,5076,71858,4318,44432,4120,32054,3181,2225660,9120,171351,7432,587690,12034,549470,10057,917149,10714,2309,null,null,9116,null,null,5076,null,null,4318,null,null,4120,null,null,3181,null,null,9120,null,null,7432,null,null,12034,null,null,10057,null,null,10714,null,null,09
652767,1183,58777,4212,11589,1855,26723,2921,13719,1874,6746,1242,593990,4275,55147,4314,181983,7388,159154,6130,197706,6891,1183,null,null,4212,null,null,1855,null,null,2921,null,null,1874,null,null,1242,null,null,4275,null,null,4314,null,null,7388,null,null,6130,null,null,6891,null,null,10
474099,770,68919,5584,15751,2464,21269,2789,14861,2182,17038,2453,405180,5664,27704,3453,62348,4244,60402,3811,254726,5515,770,null,null,5584,null,null,2464,null,null,2789,null,null,2182,null,null,2453,null,null,5664,null,null,3453,null,null,4244,null,null,3811,null,null,5515,null,null,11
