B19113_001E,B19113_001M,B19113_001M,B19113_001EA,B19113_001MA,state
61289,377,377,null,null,12
65018,618,618,null,null,13
86768,1511,1511,null,null,15
63182,1468,1468,null,null,16
76950,630,630,null,null,17
66032,571,571,null,null,18
72351,954,954,null,null,19
70792,1067,1067,null,null,20
59023,1044,1044,null,null,21
57490,998,998,null,null,22
68277,1932,1932,null,null,23
95336,976,976,null,null,24
95207,1017,1017,null,null,25
67330,528,528,null,null,26
83344,991,991,null,null,27
52672,1093,1093,null,null,28
65058,683,683,null,null,29
66288,1333,1333,null,null,30
73488,1252,1252,null,null,31
65384,1229,1229,null,null,32
86696,1850,1850,null,null,33
94546,1124,1124,null,null,34
56802,1445,1445,null,null,35
77379,578,578,null,null,36
62289,524,524,null,null,37
79530,2144,2144,null,null,38
66722,434,434,null,null,39
61633,649,649,null,null,40
70929,984,984,null,null,41
72313,457,457,null,null,42
77940,2404,2404,null,null,44
61535,772,772,null,null,45
70853,1560,1560,null,null,46
60659,709,709,null,null,47
67025,467,467,null,null,48
74181,1212,1212,null,null,49
74805,2276,2276,null,null,50
83306,818,818,null,null,51
81234,792,792,null,null,53
56703,1030,1030,null,null,54
72891,693,693,null,null,55
73574,2463,2463,null,null,56
24212,475,475,null,null,72
59764,816,816,null,null,01
88604,2636,2636,null,null,02
63877,783,783,null,null,04
55484,780,780,null,null,05
77359,391,391,null,null,06
80761,727,727,null,null,08
94449,1492,1492,null,null,09
74251,3185,3185,null,null,10
98498,8129,8129,null,null,11
