B19065_001E,B19065_001M,B19065_001M,B19065_001EA,B19065_001MA,state
54421072900,312774046,312774046,null,null,12
19297883000,225420026,225420026,null,null,13
3016208200,77089970,77089970,null,null,15
3764794600,104752211,104752211,null,null,16
25739642100,199853585,199853585,null,null,17
15485910600,179841239,179841239,null,null,18
7297106400,99048119,99048119,null,null,19
6469110900,93554179,93554179,null,null,20
10337620900,125619418,125619418,null,null,21
8731629800,140953382,140953382,null,null,22
3434016000,73122916,73122916,null,null,23
11690884500,144937288,144937288,null,null,24
14365402200,157830112,157830112,null,null,25
26158865600,189482460,189482460,null,null,26
12208200000,121721248,121721248,null,null,27
6510514600,104629253,104629253,null,null,28
14534890200,152826951,152826951,null,null,29
2553610300,57069323,57069323,null,null,30
4117549900,77588255,77588255,null,null,31
5896124200,105203842,105203842,null,null,32
3498908300,84674516,84674516,null,null,33
19817270500,185047824,185047824,null,null,34
4562153800,79789076,79789076,null,null,35
42020276500,266032168,266032168,null,null,36
23292730400,196254173,196254173,null,null,37
1519221400,46011612,46011612,null,null,38
26266470700,207324681,207324681,null,null,39
8310342400,95122894,95122894,null,null,40
10224102100,137088172,137088172,null,null,41
33424109900,238539978,238539978,null,null,42
2423410200,73093181,73093181,null,null,44
12605207700,169828997,169828997,null,null,45
1738744900,52259432,52259432,null,null,46
15800995700,180448352,180448352,null,null,47
43773510600,335147760,335147760,null,null,48
4561194400,91298473,91298473,null,null,49
1681484500,46617577,46617577,null,null,50
17345285700,186516561,186516561,null,null,51
15793339600,178770885,178770885,null,null,53
5418862000,100507223,100507223,null,null,54
14380737800,142109665,142109665,null,null,55
1254195300,56614537,56614537,null,null,56
6751018000,99594646,99594646,null,null,72
11973119300,162409406,162409406,null,null,01
987689200,42394808,42394808,null,null,02
16787955900,200695260,200695260,null,null,04
7312051600,114196441,114196441,null,null,05
65007840000,366672790,366672790,null,null,06
9830033000,132451487,132451487,null,null,08
8459229700,129329478,129329478,null,null,09
2458964400,66675230,66675230,null,null,10
896470400,46911236,46911236,null,null,11
