B992708_001E,B992708_002E,B992708_003E,B992708_001EA,B992708_002EA,B992708_003EA,state
20294479,2899056,17395423,null,null,null,12
10120788,1169448,8951340,null,null,null,13
1378730,181554,1197176,null,null,null,15
1662867,199196,1463671,null,null,null,16
12620388,1451425,11168963,null,null,null,17
6534914,811596,5723318,null,null,null,18
3091437,381775,2709662,null,null,null,19
2850862,341679,2509183,null,null,null,20
4354380,515777,3838603,null,null,null,21
4577182,524992,4052190,null,null,null,22
1317148,146167,1170981,null,null,null,23
5918535,804335,5114200,null,null,null,24
6736017,981621,5754396,null,null,null,25
9818099,1240870,8577229,null,null,null,26
5462438,681568,4780870,null,null,null,27
2924168,301395,2622773,null,null,null,28
5977199,706028,5271171,null,null,null,29
1027510,137086,890424,null,null,null,30
1877654,235953,1641701,null,null,null,31
2905767,341009,2564758,null,null,null,32
1316467,159420,1157047,null,null,null,33
8837578,1090299,7747279,null,null,null,34
2046001,225096,1820905,null,null,null,35
19505596,2688040,16817556,null,null,null,36
9957830,1262460,8695370,null,null,null,37
741486,92285,649201,null,null,null,38
11439848,1320050,10119798,null,null,null,39
3845697,529630,3316067,null,null,null,40
4054353,550653,3503700,null,null,null,41
12579422,1668319,10911103,null,null,null,42
1040259,134178,906081,null,null,null,44
4861188,624804,4236384,null,null,null,45
848774,89584,759190,null,null,null,46
6546914,800007,5746907,null,null,null,47
27386023,2895314,24490709,null,null,null,48
3024767,313862,2710905,null,null,null,49
618622,71297,547325,null,null,null,50
8199576,1090262,7109314,null,null,null,51
7184110,899094,6285016,null,null,null,53
1802572,185682,1616890,null,null,null,54
5706681,684789,5021892,null,null,null,55
576027,69627,506400,null,null,null,56
3384148,217552,3166596,null,null,null,72
4782529,643521,4139008,null,null,null,01
718419,90891,627528,null,null,null,02
6824645,1062112,5762533,null,null,null,04
2934272,337528,2596744,null,null,null,05
38763815,5010116,33753699,null,null,null,06
5447760,717283,4730477,null,null,null,08
3525154,444464,3080690,null,null,null,09
937935,114320,823615,null,null,null,10
670985,98591,572394,null,null,null,11
