B25119_001E,B25119_001M,B25119_002E,B25119_002M,B25119_003E,B25119_003M,B25119_001M,B25119_001EA,B25119_001MA,B25119_002M,B25119_002EA,B25119_002MA,B25119_003M,B25119_003EA,B25119_003MA,state
50860,241,61337,400,36654,333,241,null,null,400,null,null,333,null,null,12
53559,710,69259,766,35879,575,710,null,null,766,null,null,575,null,null,13
74511,1776,93712,2544,55128,2040,1776,null,null,2544,null,null,2040,null,null,15
51807,963,63253,1495,32292,1569,963,null,null,1495,null,null,1569,null,null,16
60960,389,78043,677,36392,498,389,null,null,677,null,null,498,null,null,17
52314,371,65505,544,31129,386,371,null,null,544,null,null,386,null,null,18
56247,695,69659,961,31698,620,695,null,null,961,null,null,620,null,null,19
54935,893,69583,1250,34183,1296,893,null,null,1250,null,null,1296,null,null,20
46659,600,59340,1113,28357,942,600,null,null,1113,null,null,942,null,null,21
45146,776,59749,1019,26682,726,776,null,null,1019,null,null,726,null,null,22
53079,1379,64981,1723,30519,1417,1379,null,null,1723,null,null,1417,null,null,23
78945,737,98369,1124,49674,1296,737,null,null,1124,null,null,1296,null,null,24
75297,771,100033,1018,41370,980,771,null,null,1018,null,null,980,null,null,25
52492,402,64944,525,30769,385,402,null,null,525,null,null,385,null,null,26
65599,606,80599,570,36766,677,606,null,null,570,null,null,677,null,null,27
41754,556,51680,836,27266,1287,556,null,null,836,null,null,1287,null,null,28
51746,374,65048,686,32466,756,374,null,null,686,null,null,756,null,null,29
50027,1096,61357,1184,32564,1494,1096,null,null,1184,null,null,1494,null,null,30
56927,767,72714,1197,33318,1415,767,null,null,1197,null,null,1415,null,null,31
55180,901,70970,1038,39157,1453,901,null,null,1038,null,null,1453,null,null,32
70936,1422,85512,1737,43062,1993,1422,null,null,1737,null,null,1993,null,null,33
76126,701,100788,605,44561,1183,701,null,null,605,null,null,1183,null,null,34
46748,826,56206,1537,29972,1215,826,null,null,1537,null,null,1215,null,null,35
62909,631,86509,628,40937,370,631,null,null,628,null,null,370,null,null,36
50584,292,63454,692,32620,701,292,null,null,692,null,null,701,null,null,37
60656,1528,77599,2303,38596,2640,1528,null,null,2303,null,null,2640,null,null,38
52334,275,67108,464,31042,329,275,null,null,464,null,null,329,null,null,39
49176,625,62412,623,31364,542,625,null,null,623,null,null,542,null,null,40
57532,855,73654,1011,37322,852,855,null,null,1011,null,null,852,null,null,41
56907,360,70785,436,34357,653,360,null,null,436,null,null,653,null,null,42
60596,1591,84246,2856,33385,2910,1591,null,null,2856,null,null,2910,null,null,44
49501,601,60081,763,31643,609,601,null,null,763,null,null,609,null,null,45
54467,1289,69807,1570,31885,1044,1289,null,null,1570,null,null,1044,null,null,46
48547,675,60697,741,31613,532,675,null,null,741,null,null,532,null,null,47
56565,300,73060,551,38928,549,300,null,null,551,null,null,549,null,null,48
65977,955,78753,1398,41164,915,955,null,null,1398,null,null,915,null,null,49
57677,1672,69796,2134,32511,1875,1672,null,null,2134,null,null,1875,null,null,50
68114,748,84914,721,43971,1108,748,null,null,721,null,null,1108,null,null,51
67106,595,83401,943,45084,935,595,null,null,943,null,null,935,null,null,53
43385,1112,52827,1196,26032,896,1112,null,null,1196,null,null,896,null,null,54
56811,549,71883,591,33842,753,549,null,null,591,null,null,753,null,null,55
59882,2214,71339,1679,38828,2273,2214,null,null,1679,null,null,2273,null,null,56
20078,354,25164,425,11323,496,354,null,null,425,null,null,496,null,null,72
46257,677,57335,695,26983,700,677,null,null,695,null,null,700,null,null,01
76440,2230,93055,2664,53799,1864,2230,null,null,2664,null,null,1864,null,null,02
53558,634,65182,837,38544,890,634,null,null,837,null,null,890,null,null,04
44334,921,56052,795,28533,1103,921,null,null,795,null,null,1103,null,null,05
67739,356,91056,434,47237,347,356,null,null,434,null,null,347,null,null,06
65685,636,82148,711,42195,685,636,null,null,711,null,null,685,null,null,08
73433,1059,98163,1503,40029,1028,1059,null,null,1503,null,null,1028,null,null,09
61757,1492,74211,2504,37464,2824,1492,null,null,2504,null,null,2824,null,null,10
75506,3416,125475,5081,50823,1822,3416,null,null,5081,null,null,1822,null,null,11
