B25099_001E,B25099_001M,B25099_002E,B25099_002M,B25099_003E,B25099_003M,B25099_001M,B25099_001EA,B25099_001MA,B25099_002M,B25099_002EA,B25099_002MA,B25099_003M,B25099_003EA,B25099_003MA,state
61337,400,74005,738,46259,519,400,null,null,738,null,null,519,null,null,12
69259,766,81035,778,47346,886,766,null,null,778,null,null,886,null,null,13
93712,2544,106629,3994,69360,3666,2544,null,null,3994,null,null,3666,null,null,15
63253,1495,70991,1550,48473,1542,1495,null,null,1550,null,null,1542,null,null,16
78043,677,90533,615,55405,768,677,null,null,615,null,null,768,null,null,17
65505,544,75390,699,47469,1027,544,null,null,699,null,null,1027,null,null,18
69659,961,81234,1024,52055,947,961,null,null,1024,null,null,947,null,null,19
69583,1250,81296,975,51801,1251,1250,null,null,975,null,null,1251,null,null,20
59340,1113,73377,1236,40805,1041,1113,null,null,1236,null,null,1041,null,null,21
59749,1019,77908,1825,41926,806,1019,null,null,1825,null,null,806,null,null,22
64981,1723,77452,1817,45434,1720,1723,null,null,1817,null,null,1720,null,null,23
98369,1124,108107,1471,67277,1749,1124,null,null,1471,null,null,1749,null,null,24
100033,1018,113106,1518,65244,1516,1018,null,null,1518,null,null,1516,null,null,25
64944,525,78235,681,46695,597,525,null,null,681,null,null,597,null,null,26
80599,570,91862,795,55927,942,570,null,null,795,null,null,942,null,null,27
51680,836,68744,2108,37377,1139,836,null,null,2108,null,null,1139,null,null,28
65048,686,77479,1001,46272,794,686,null,null,1001,null,null,794,null,null,29
61357,1184,72303,2413,45169,1558,1184,null,null,2413,null,null,1558,null,null,30
72714,1197,85963,1674,53099,1663,1197,null,null,1674,null,null,1663,null,null,31
70970,1038,78642,1888,53356,2072,1038,null,null,1888,null,null,2072,null,null,32
85512,1737,99597,2206,58989,2577,1737,null,null,2206,null,null,2577,null,null,33
100788,605,115384,1078,67303,1288,605,null,null,1078,null,null,1288,null,null,34
56206,1537,68849,1831,42359,1468,1537,null,null,1831,null,null,1468,null,null,35
86509,628,101607,554,61843,729,628,null,null,554,null,null,729,null,null,36
63454,692,76171,731,43690,723,692,null,null,731,null,null,723,null,null,37
77599,2303,90238,2631,61516,2750,2303,null,null,2631,null,null,2750,null,null,38
67108,464,78868,823,48404,671,464,null,null,823,null,null,671,null,null,39
62412,623,76096,1141,45700,908,623,null,null,1141,null,null,908,null,null,40
73654,1011,85793,1242,49999,1303,1011,null,null,1242,null,null,1303,null,null,41
70785,436,86032,642,49239,618,436,null,null,642,null,null,618,null,null,42
84246,2856,94233,3816,62463,2813,2856,null,null,3816,null,null,2813,null,null,44
60081,763,72908,1337,42666,1093,763,null,null,1337,null,null,1093,null,null,45
69807,1570,81363,2053,53049,2342,1570,null,null,2053,null,null,2342,null,null,46
60697,741,72255,921,43849,981,741,null,null,921,null,null,981,null,null,47
73060,551,90109,793,52238,394,551,null,null,793,null,null,394,null,null,48
78753,1398,85961,1250,60380,1977,1398,null,null,1250,null,null,1977,null,null,49
69796,2134,81958,2271,50260,2651,2134,null,null,2271,null,null,2651,null,null,50
84914,721,98918,1051,55557,1338,721,null,null,1051,null,null,1338,null,null,51
83401,943,95645,1118,57396,1126,943,null,null,1118,null,null,1126,null,null,53
52827,1196,70639,1580,38815,1265,1196,null,null,1580,null,null,1265,null,null,54
71883,591,82406,760,51840,742,591,null,null,760,null,null,742,null,null,55
71339,1679,85234,3268,50778,3703,1679,null,null,3268,null,null,3703,null,null,56
25164,425,38010,1262,18589,499,425,null,null,1262,null,null,499,null,null,72
57335,695,73126,1450,40327,804,695,null,null,1450,null,null,804,null,null,01
93055,2664,106840,4607,66591,4123,2664,null,null,4607,null,null,4123,null,null,02
65182,837,77219,1101,45896,932,837,null,null,1101,null,null,932,null,null,04
56052,795,69016,1407,41208,1112,795,null,null,1407,null,null,1112,null,null,05
91056,434,103266,877,60280,437,434,null,null,877,null,null,437,null,null,06
82148,711,91592,987,57886,1516,711,null,null,987,null,null,1516,null,null,08
98163,1503,109821,1576,70436,2027,1503,null,null,1576,null,null,2027,null,null,09
74211,2504,85415,2483,53438,3275,2504,null,null,2483,null,null,3275,null,null,10
125475,5081,143414,4866,82037,7339,5081,null,null,4866,null,null,7339,null,null,11
