B14007F_001E,B14007F_001M,B14007F_002E,B14007F_002M,B14007F_003E,B14007F_003M,B14007F_004E,B14007F_004M,B14007F_005E,B14007F_005M,B14007F_006E,B14007F_006M,B14007F_007E,B14007F_007M,B14007F_008E,B14007F_008M,B14007F_009E,B14007F_009M,B14007F_010E,B14007F_010M,B14007F_011E,B14007F_011M,B14007F_012E,B14007F_012M,B14007F_013E,B14007F_013M,B14007F_014E,B14007F_014M,B14007F_015E,B14007F_015M,B14007F_016E,B14007F_016M,B14007F_017E,B14007F_017M,B14007F_018E,B14007F_018M,B14007F_019E,B14007F_019M,B14007F_001M,B14007F_001EA,B14007F_001MA,B14007F_002M,B14007F_002EA,B14007F_002MA,B14007F_003M,B14007F_003EA,B14007F_003MA,B14007F_004M,B14007F_004EA,B14007F_004MA,B14007F_005M,B14007F_005EA,B14007F_005MA,B14007F_006M,B14007F_006EA,B14007F_006MA,B14007F_007M,B14007F_007EA,B14007F_007MA,B14007F_008M,B14007F_008EA,B14007F_008MA,B14007F_009M,B14007F_009EA,B14007F_009MA,B14007F_010M,B14007F_010EA,B14007F_010MA,B14007F_011M,B14007F_011EA,B14007F_011MA,B14007F_012M,B14007F_012EA,B14007F_012MA,B14007F_013M,B14007F_013EA,B14007F_013MA,B14007F_014M,B14007F_014EA,B14007F_014MA,B14007F_015M,B14007F_015EA,B14007F_015MA,B14007F_016M,B14007F_016EA,B14007F_016MA,B14007F_017M,B14007F_017EA,B14007F_017MA,B14007F_018M,B14007F_018EA,B14007F_018MA,B14007F_019M,B14007F_019EA,B14007F_019MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
216998,11797,62335,4763,3270,1166,3371,1002,5184,1398,4036,1310,4622,1209,3720,1014,3797,1240,2978,891,3274,1295,3012,1049,3108,1029,2426,784,3297,904,2975,836,11883,2276,1382,632,154663,8964,11797,null,null,4763,null,null,1166,null,null,1002,null,null,1398,null,null,1310,null,null,1209,null,null,1014,null,null,1240,null,null,891,null,null,1295,null,null,1049,null,null,1029,null,null,784,null,null,904,null,null,836,null,null,2276,null,null,632,null,null,8964,null,null,24
274326,15385,87170,7658,4493,1440,4696,1181,3643,1276,5328,1500,4890,1294,5638,1664,3579,1004,4407,1356,5068,1558,5249,1476,4943,1362,3569,993,5083,1308,5374,1153,17392,2421,3818,1141,187156,10087,15385,null,null,7658,null,null,1440,null,null,1181,null,null,1276,null,null,1500,null,null,1294,null,null,1664,null,null,1004,null,null,1356,null,null,1558,null,null,1476,null,null,1362,null,null,993,null,null,1308,null,null,1153,null,null,2421,null,null,1141,null,null,10087,null,null,25
112587,8341,40746,4639,2983,829,2563,907,2090,712,3457,1017,1826,644,3124,1060,1656,585,1837,627,1671,584,1816,612,2417,857,2628,828,2473,786,2618,824,6696,1256,891,630,71841,5155,8341,null,null,4639,null,null,829,null,null,907,null,null,712,null,null,1017,null,null,644,null,null,1060,null,null,585,null,null,627,null,null,584,null,null,612,null,null,857,null,null,828,null,null,786,null,null,824,null,null,1256,null,null,630,null,null,5155,null,null,26
106826,6464,38552,3710,2192,764,1517,664,3460,980,2744,954,2864,928,3039,905,2736,863,2338,756,1805,740,3417,903,1512,604,1061,396,2233,685,2944,1057,3453,991,1237,611,68274,4376,6464,null,null,3710,null,null,764,null,null,664,null,null,980,null,null,954,null,null,928,null,null,905,null,null,863,null,null,756,null,null,740,null,null,903,null,null,604,null,null,396,null,null,685,null,null,1057,null,null,991,null,null,611,null,null,4376,null,null,27
28418,4034,9869,2090,177,167,653,531,569,442,224,165,1241,558,152,189,895,783,145,236,1308,596,376,364,684,456,1114,644,796,413,196,255,1214,780,125,209,18549,3113,4034,null,null,2090,null,null,167,null,null,531,null,null,442,null,null,165,null,null,558,null,null,189,null,null,783,null,null,236,null,null,596,null,null,364,null,null,456,null,null,644,null,null,413,null,null,255,null,null,780,null,null,209,null,null,3113,null,null,28
66299,5970,26206,3218,911,405,2105,795,1461,522,1474,735,1624,706,1369,716,1731,614,1746,733,1854,742,1567,561,1589,633,996,475,1868,750,2137,824,2994,1165,780,451,40093,3598,5970,null,null,3218,null,null,405,null,null,795,null,null,522,null,null,735,null,null,706,null,null,716,null,null,614,null,null,733,null,null,742,null,null,561,null,null,633,null,null,475,null,null,750,null,null,824,null,null,1165,null,null,451,null,null,3598,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
35507,5231,12226,2549,1403,744,692,345,1088,549,671,299,446,345,646,277,418,249,650,364,774,357,496,335,772,505,802,426,927,521,748,406,1505,689,188,167,23281,3631,5231,null,null,2549,null,null,744,null,null,345,null,null,549,null,null,299,null,null,345,null,null,277,null,null,249,null,null,364,null,null,357,null,null,335,null,null,505,null,null,426,null,null,521,null,null,406,null,null,689,null,null,167,null,null,3631,null,null,31
262227,13618,82289,6235,2600,917,3987,1031,4359,1147,4623,1219,5952,1162,4631,1144,6589,1677,3089,1047,6109,1239,6360,1503,5212,1330,4617,1132,5997,1257,4903,1129,12192,2309,1069,470,179938,9893,13618,null,null,6235,null,null,917,null,null,1031,null,null,1147,null,null,1219,null,null,1162,null,null,1144,null,null,1677,null,null,1047,null,null,1239,null,null,1503,null,null,1330,null,null,1132,null,null,1257,null,null,1129,null,null,2309,null,null,470,null,null,9893,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
518386,20091,163076,8206,15767,2673,10335,1943,9103,1746,10399,2101,12768,2403,8144,1559,9914,2000,9948,2078,7215,1648,7368,1397,6812,1309,7628,1577,8858,1773,7065,1375,28933,3098,2819,895,355310,14764,20091,null,null,8206,null,null,2673,null,null,1943,null,null,1746,null,null,2101,null,null,2403,null,null,1559,null,null,2000,null,null,2078,null,null,1648,null,null,1397,null,null,1309,null,null,1577,null,null,1773,null,null,1375,null,null,3098,null,null,895,null,null,14764,null,null,34
198294,10772,52572,5525,2704,846,2760,1151,2914,1157,2727,924,2774,809,1656,681,4148,1370,2246,977,3747,1265,3889,1293,2895,947,2407,1011,3204,1359,2994,1092,9900,1873,1607,731,145722,7587,10772,null,null,5525,null,null,846,null,null,1151,null,null,1157,null,null,924,null,null,809,null,null,681,null,null,1370,null,null,977,null,null,1265,null,null,1293,null,null,947,null,null,1011,null,null,1359,null,null,1092,null,null,1873,null,null,731,null,null,7587,null,null,35
1687078,33712,513409,14288,31571,3506,28571,2871,27709,3365,26196,2562,29753,3196,30435,3438,27339,3092,23529,2652,29027,3363,28213,3323,27147,2948,26491,2925,23710,3083,32413,2930,107746,6952,13559,2028,1173669,25068,33712,null,null,14288,null,null,3506,null,null,2871,null,null,3365,null,null,2562,null,null,3196,null,null,3438,null,null,3092,null,null,2652,null,null,3363,null,null,3323,null,null,2948,null,null,2925,null,null,3083,null,null,2930,null,null,6952,null,null,2028,null,null,25068,null,null,36
287617,14052,101532,6869,4497,1304,4951,1176,6432,1807,6731,1430,8353,1449,6229,1421,7183,1495,6063,1401,6826,1533,6927,1477,6289,1570,6886,1464,4878,1270,4828,1097,13189,2601,1270,640,186085,8996,14052,null,null,6869,null,null,1304,null,null,1176,null,null,1807,null,null,1430,null,null,1449,null,null,1421,null,null,1495,null,null,1401,null,null,1533,null,null,1477,null,null,1570,null,null,1464,null,null,1270,null,null,1097,null,null,2601,null,null,640,null,null,8996,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
101861,8202,34241,4174,2312,934,2545,995,1697,670,2204,942,2360,733,1995,698,1747,660,1781,716,1207,478,1800,587,1130,438,2510,806,3225,979,1565,558,5613,1437,550,327,67620,5409,8202,null,null,4174,null,null,934,null,null,995,null,null,670,null,null,942,null,null,733,null,null,698,null,null,660,null,null,716,null,null,478,null,null,587,null,null,438,null,null,806,null,null,979,null,null,558,null,null,1437,null,null,327,null,null,5409,null,null,39
101503,7156,34595,3810,2536,677,2442,739,2482,789,1699,606,2074,653,1975,599,1694,557,1936,667,2099,548,2010,568,2261,730,1298,439,1911,726,2644,811,5215,1315,319,250,66908,4724,7156,null,null,3810,null,null,677,null,null,739,null,null,789,null,null,606,null,null,653,null,null,599,null,null,557,null,null,667,null,null,548,null,null,568,null,null,730,null,null,439,null,null,726,null,null,811,null,null,1315,null,null,250,null,null,4724,null,null,40
116285,10086,40468,5388,1903,949,2027,737,2012,1092,2573,1082,2586,946,2325,1105,2114,825,2874,1072,2298,731,2057,866,2557,1011,2173,810,1771,716,2654,805,7713,1868,831,521,75817,6652,10086,null,null,5388,null,null,949,null,null,737,null,null,1092,null,null,1082,null,null,946,null,null,1105,null,null,825,null,null,1072,null,null,731,null,null,866,null,null,1011,null,null,810,null,null,716,null,null,805,null,null,1868,null,null,521,null,null,6652,null,null,41
247761,13008,82839,6683,3917,1442,4849,1081,3892,1110,6544,1445,4871,1373,5307,1338,5220,1305,3793,1139,5111,1352,4402,1230,4729,1324,5491,1338,4482,1323,6335,1335,11729,1870,2167,830,164922,8503,13008,null,null,6683,null,null,1442,null,null,1081,null,null,1110,null,null,1445,null,null,1373,null,null,1338,null,null,1305,null,null,1139,null,null,1352,null,null,1230,null,null,1324,null,null,1338,null,null,1323,null,null,1335,null,null,1870,null,null,830,null,null,8503,null,null,42
57829,5803,18026,2873,1026,635,1197,680,806,549,1139,618,1344,873,287,279,682,493,1304,713,606,459,501,417,1001,538,1475,638,614,557,1255,635,4497,1097,292,332,39803,3937,5803,null,null,2873,null,null,635,null,null,680,null,null,549,null,null,618,null,null,873,null,null,279,null,null,493,null,null,713,null,null,459,null,null,417,null,null,538,null,null,638,null,null,557,null,null,635,null,null,1097,null,null,332,null,null,3937,null,null,44
73155,9271,25976,4444,1263,658,1580,744,1274,532,1887,845,1988,929,1007,559,1435,633,1010,684,1230,667,2276,953,863,618,1852,842,346,250,2735,1208,4875,1349,355,348,47179,6001,9271,null,null,4444,null,null,658,null,null,744,null,null,532,null,null,845,null,null,929,null,null,559,null,null,633,null,null,684,null,null,667,null,null,953,null,null,618,null,null,842,null,null,250,null,null,1208,null,null,1349,null,null,348,null,null,6001,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
74012,6747,26360,3347,1880,749,1593,711,1744,603,2239,722,2624,763,1401,545,1727,751,1888,683,2104,721,1560,650,1336,601,835,458,1340,668,998,573,2164,800,927,618,47652,4662,6747,null,null,3347,null,null,749,null,null,711,null,null,603,null,null,722,null,null,763,null,null,545,null,null,751,null,null,683,null,null,721,null,null,650,null,null,601,null,null,458,null,null,668,null,null,573,null,null,800,null,null,618,null,null,4662,null,null,47
1545668,38008,479996,18069,26334,2954,27503,3657,28469,3261,28384,3710,29071,3431,29539,3431,26058,2547,29043,3389,27594,3427,30088,3355,28325,3641,26192,2896,26985,3103,25244,3231,82574,5792,8593,1846,1065672,25988,38008,null,null,18069,null,null,2954,null,null,3657,null,null,3261,null,null,3710,null,null,3431,null,null,3431,null,null,2547,null,null,3389,null,null,3427,null,null,3355,null,null,3641,null,null,2896,null,null,3103,null,null,3231,null,null,5792,null,null,1846,null,null,25988,null,null,48
155959,9441,55182,5350,2128,951,3897,1283,3805,1077,3196,859,5521,1404,4675,1218,2776,950,2402,880,3465,1016,3087,984,2524,794,3130,1047,3536,970,4017,1183,6220,1603,803,640,100777,5903,9441,null,null,5350,null,null,951,null,null,1283,null,null,1077,null,null,859,null,null,1404,null,null,1218,null,null,950,null,null,880,null,null,1016,null,null,984,null,null,794,null,null,1047,null,null,970,null,null,1183,null,null,1603,null,null,640,null,null,5903,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
217102,11369,65843,4921,1994,765,4287,1286,3130,1262,4734,1366,4100,1112,4669,1278,4046,1133,3707,1034,3961,1040,2551,931,2172,714,4683,1224,2940,1061,3784,917,13179,2083,1906,756,151259,8695,11369,null,null,4921,null,null,765,null,null,1286,null,null,1262,null,null,1366,null,null,1112,null,null,1278,null,null,1133,null,null,1034,null,null,1040,null,null,931,null,null,714,null,null,1224,null,null,1061,null,null,917,null,null,2083,null,null,756,null,null,8695,null,null,51
333247,13114,114703,7265,4785,1549,4982,1300,7110,1729,7319,1577,7020,1397,7759,1576,6416,1559,6725,1865,7742,1807,6200,1389,6762,1592,5859,1294,6157,1736,8255,2075,20072,3229,1540,647,218544,8853,13114,null,null,7265,null,null,1549,null,null,1300,null,null,1729,null,null,1577,null,null,1397,null,null,1576,null,null,1559,null,null,1865,null,null,1807,null,null,1389,null,null,1592,null,null,1294,null,null,1736,null,null,2075,null,null,3229,null,null,647,null,null,8853,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
118347,7382,42289,4117,2417,903,3222,936,2834,747,2449,959,2336,855,1880,798,3910,1060,1924,712,2547,915,2120,676,1721,637,2739,805,2407,884,2245,938,6611,1295,927,488,76058,4422,7382,null,null,4117,null,null,903,null,null,936,null,null,747,null,null,959,null,null,855,null,null,798,null,null,1060,null,null,712,null,null,915,null,null,676,null,null,637,null,null,805,null,null,884,null,null,938,null,null,1295,null,null,488,null,null,4422,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
560381,19125,157498,8111,9181,1763,5545,1193,9695,1873,8150,1873,6776,1375,5852,1298,7482,1563,8288,1709,9385,1610,8576,1412,8329,1211,8856,1701,7222,1478,8190,1477,39961,3550,6010,1560,402883,14668,19125,null,null,8111,null,null,1763,null,null,1193,null,null,1873,null,null,1873,null,null,1375,null,null,1298,null,null,1563,null,null,1709,null,null,1610,null,null,1412,null,null,1211,null,null,1701,null,null,1478,null,null,1477,null,null,3550,null,null,1560,null,null,14668,null,null,72
66486,6551,25360,3622,811,563,2674,1063,1486,626,1475,643,2266,713,1703,694,2092,914,736,463,1245,614,712,475,1400,702,2884,1186,1313,728,1604,702,2380,855,579,572,41126,4133,6551,null,null,3622,null,null,563,null,null,1063,null,null,626,null,null,643,null,null,713,null,null,694,null,null,914,null,null,463,null,null,614,null,null,475,null,null,702,null,null,1186,null,null,728,null,null,702,null,null,855,null,null,572,null,null,4133,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
558592,19333,178824,8511,6557,1456,7959,1679,9372,1757,10188,1785,11835,2329,9699,1512,9928,1716,9401,1686,8635,1668,10775,1679,13167,1927,11799,1730,9060,1296,12739,2248,34563,3837,3147,931,379768,13880,19333,null,null,8511,null,null,1456,null,null,1679,null,null,1757,null,null,1785,null,null,2329,null,null,1512,null,null,1716,null,null,1686,null,null,1668,null,null,1679,null,null,1927,null,null,1730,null,null,1296,null,null,2248,null,null,3837,null,null,931,null,null,13880,null,null,04
80851,6006,30360,3439,2301,983,1725,719,1711,856,1580,694,2058,791,1239,781,2194,1045,1654,889,2696,1152,1703,760,2248,759,1077,569,2018,776,1873,824,3998,1345,285,213,50491,3895,6006,null,null,3439,null,null,983,null,null,719,null,null,856,null,null,694,null,null,791,null,null,781,null,null,1045,null,null,889,null,null,1152,null,null,760,null,null,759,null,null,569,null,null,776,null,null,824,null,null,1345,null,null,213,null,null,3895,null,null,05
5386663,62444,1758551,30249,92049,5803,98245,5243,79762,4285,89287,5300,90561,5035,86674,5538,98425,5996,91459,4074,83342,4316,92434,5911,94482,5965,96069,5212,98829,5016,117338,5678,418263,12857,31332,2792,3628112,43114,62444,null,null,30249,null,null,5803,null,null,5243,null,null,4285,null,null,5300,null,null,5035,null,null,5538,null,null,5996,null,null,4074,null,null,4316,null,null,5911,null,null,5965,null,null,5212,null,null,5016,null,null,5678,null,null,12857,null,null,2792,null,null,43114,null,null,06
218092,12302,65580,6051,2739,916,3943,1052,3319,965,3883,1204,4144,979,3706,1203,3654,1075,3330,921,4036,1083,4165,1007,3665,1159,5502,1267,4527,1165,4507,1393,9257,1753,1203,761,152512,7951,12302,null,null,6051,null,null,916,null,null,1052,null,null,965,null,null,1204,null,null,979,null,null,1203,null,null,1075,null,null,921,null,null,1083,null,null,1007,null,null,1159,null,null,1267,null,null,1165,null,null,1393,null,null,1753,null,null,761,null,null,7951,null,null,08
163284,10521,50898,5076,2127,778,2771,970,3546,1235,1605,793,2736,954,3061,997,2681,1205,3850,1317,2962,1018,2496,913,2123,862,2719,1084,3930,1166,3552,1120,9285,1794,1454,641,112386,7247,10521,null,null,5076,null,null,778,null,null,970,null,null,1235,null,null,793,null,null,954,null,null,997,null,null,1205,null,null,1317,null,null,1018,null,null,913,null,null,862,null,null,1084,null,null,1166,null,null,1120,null,null,1794,null,null,641,null,null,7247,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
34428,4135,11938,1833,915,626,1134,603,642,517,820,553,1015,480,744,475,401,429,560,429,297,272,432,416,154,198,1130,547,762,585,667,523,1716,659,549,394,22490,3235,4135,null,null,1833,null,null,626,null,null,603,null,null,517,null,null,553,null,null,480,null,null,475,null,null,429,null,null,429,null,null,272,null,null,416,null,null,198,null,null,547,null,null,585,null,null,523,null,null,659,null,null,394,null,null,3235,null,null,11
