B08007_001E,B08007_001M,B08007_002E,B08007_002M,B08007_003E,B08007_003M,B08007_004E,B08007_004M,B08007_005E,B08007_005M,B08007_006E,B08007_006M,B08007_007E,B08007_007M,B08007_008E,B08007_008M,B08007_009E,B08007_009M,B08007_010E,B08007_010M,B08007_011E,B08007_011M,B08007_012E,B08007_012M,B08007_013E,B08007_013M,B08007_014E,B08007_014M,B08007_015E,B08007_015M,B08007_001M,B08007_001EA,B08007_001MA,B08007_002M,B08007_002EA,B08007_002MA,B08007_003M,B08007_003EA,B08007_003MA,B08007_004M,B08007_004EA,B08007_004MA,B08007_005M,B08007_005EA,B08007_005MA,B08007_006M,B08007_006EA,B08007_006MA,B08007_007M,B08007_007EA,B08007_007MA,B08007_008M,B08007_008EA,B08007_008MA,B08007_009M,B08007_009EA,B08007_009MA,B08007_010M,B08007_010EA,B08007_010MA,B08007_011M,B08007_011EA,B08007_011MA,B08007_012M,B08007_012EA,B08007_012MA,B08007_013M,B08007_013EA,B08007_013MA,B08007_014M,B08007_014EA,B08007_014MA,B08007_015M,B08007_015EA,B08007_015MA,state
9122419,34743,9011338,35685,7409877,34835,1601461,22486,111081,5866,4802633,23667,4726603,24256,3817013,24732,909590,15505,76030,4698,4319786,22613,4284735,23095,3592864,23216,691871,15288,35051,3113,34743,null,null,35685,null,null,34835,null,null,22486,null,null,5866,null,null,23667,null,null,24256,null,null,24732,null,null,15505,null,null,4698,null,null,22613,null,null,23095,null,null,23216,null,null,15288,null,null,3113,null,null,12
4681817,22733,4560511,23351,2746059,25363,1814452,19188,121306,6360,2449924,12930,2371230,12894,1379763,15577,991467,12137,78694,4558,2231893,18557,2189281,19012,1366296,19308,822985,15551,42612,3703,22733,null,null,23351,null,null,25363,null,null,19188,null,null,6360,null,null,12930,null,null,12894,null,null,15577,null,null,12137,null,null,4558,null,null,18557,null,null,19012,null,null,19308,null,null,15551,null,null,3703,null,null,13
708798,7430,706123,7344,703259,7182,2864,745,2675,883,384131,4725,382143,4751,380372,4708,1771,552,1988,842,324667,5223,323980,5271,322887,5293,1093,495,687,358,7430,null,null,7344,null,null,7182,null,null,745,null,null,883,null,null,4725,null,null,4751,null,null,4708,null,null,552,null,null,842,null,null,5223,null,null,5271,null,null,5293,null,null,495,null,null,358,null,null,15
753204,10015,713062,9652,596809,9664,116253,5276,40142,3193,413832,7187,386265,6976,319115,7297,67150,3589,27567,2647,339372,6465,326797,6488,277694,5916,49103,3541,12575,1644,10015,null,null,9652,null,null,9664,null,null,5276,null,null,3193,null,null,7187,null,null,6976,null,null,7297,null,null,3589,null,null,2647,null,null,6465,null,null,6488,null,null,5916,null,null,3541,null,null,1644,null,null,16
6129844,20914,5916157,21033,4503803,24209,1412354,15485,213687,6794,3211172,14187,3085390,14366,2275790,18131,809600,12900,125782,5219,2918672,16344,2830767,16486,2228013,16959,602754,10233,87905,3773,20914,null,null,21033,null,null,24209,null,null,15485,null,null,6794,null,null,14187,null,null,14366,null,null,18131,null,null,12900,null,null,5219,null,null,16344,null,null,16486,null,null,16959,null,null,10233,null,null,3773,null,null,17
3107122,14972,2936401,15800,2107450,18601,828951,14487,170721,6242,1629220,10623,1524109,11899,1049475,13175,474634,9982,105111,4812,1477902,12671,1412292,12631,1057975,13308,354317,7785,65610,3717,14972,null,null,15800,null,null,18601,null,null,14487,null,null,6242,null,null,10623,null,null,11899,null,null,13175,null,null,9982,null,null,4812,null,null,12671,null,null,12631,null,null,13308,null,null,7785,null,null,3717,null,null,18
1583507,9513,1511580,9143,1205693,9496,305887,7155,71927,3350,833706,6967,792146,6994,621960,7062,170186,4783,41560,2377,749801,7169,719434,6876,583733,7522,135701,5403,30367,2092,9513,null,null,9143,null,null,9496,null,null,7155,null,null,3350,null,null,6967,null,null,6994,null,null,7062,null,null,4783,null,null,2377,null,null,7169,null,null,6876,null,null,7522,null,null,5403,null,null,2092,null,null,19
1421443,10034,1320470,10423,1081873,10983,238597,6804,100973,3645,754403,6519,691862,6106,553509,6744,138353,4777,62541,2961,667040,7175,628608,7787,528364,7830,100244,4818,38432,2638,10034,null,null,10423,null,null,10983,null,null,6804,null,null,3645,null,null,6519,null,null,6106,null,null,6744,null,null,4777,null,null,2961,null,null,7175,null,null,7787,null,null,7830,null,null,4818,null,null,2638,null,null,20
1924064,14452,1792674,15416,1297814,16640,494860,10822,131390,5778,1004519,10461,926910,10639,648931,10562,277979,7543,77609,4552,919545,10597,865764,10935,648883,10489,216881,7017,53781,3672,14452,null,null,15416,null,null,16640,null,null,10822,null,null,5778,null,null,10461,null,null,10639,null,null,10562,null,null,7543,null,null,4552,null,null,10597,null,null,10935,null,null,10489,null,null,7017,null,null,3672,null,null,21
1999699,14146,1963744,14876,1390878,16840,572866,13171,35955,3291,1026786,10327,999576,10617,674563,11929,325013,8642,27210,3052,972913,9897,964168,9730,716315,11006,247853,8092,8745,1536,14146,null,null,14876,null,null,16840,null,null,13171,null,null,3291,null,null,10327,null,null,10617,null,null,11929,null,null,8642,null,null,3052,null,null,9897,null,null,9730,null,null,11006,null,null,8092,null,null,1536,null,null,22
