B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,B25072_001M,B25072_001EA,B25072_001MA,B25072_002M,B25072_002EA,B25072_002MA,B25072_003M,B25072_003EA,B25072_003MA,B25072_004M,B25072_004EA,B25072_004MA,B25072_005M,B25072_005EA,B25072_005MA,B25072_006M,B25072_006EA,B25072_006MA,B25072_007M,B25072_007EA,B25072_007MA,B25072_008M,B25072_008EA,B25072_008MA,B25072_009M,B25072_009EA,B25072_009MA,B25072_010M,B25072_010EA,B25072_010MA,B25072_011M,B25072_011EA,B25072_011MA,B25072_012M,B25072_012EA,B25072_012MA,B25072_013M,B25072_013EA,B25072_013MA,B25072_014M,B25072_014EA,B25072_014MA,B25072_015M,B25072_015EA,B25072_015MA,B25072_016M,B25072_016EA,B25072_016MA,B25072_017M,B25072_017EA,B25072_017MA,B25072_018M,B25072_018EA,B25072_018MA,B25072_019M,B25072_019EA,B25072_019MA,B25072_020M,B25072_020EA,B25072_020MA,B25072_021M,B25072_021EA,B25072_021MA,B25072_022M,B25072_022EA,B25072_022MA,B25072_023M,B25072_023EA,B25072_023MA,B25072_024M,B25072_024EA,B25072_024MA,B25072_025M,B25072_025EA,B25072_025MA,B25072_026M,B25072_026EA,B25072_026MA,B25072_027M,B25072_027EA,B25072_027MA,B25072_028M,B25072_028EA,B25072_028MA,B25072_029M,B25072_029EA,B25072_029MA,state
2716331,20401,187712,6472,20121,2120,19792,2206,18812,2083,15945,2264,94383,4877,18659,2543,639965,11031,123847,6323,92111,6155,73572,5202,59004,5038,258512,8393,32919,3118,1449972,17619,289493,11230,175201,7403,160782,7115,124248,6822,607448,11693,92800,5729,438682,11003,58926,3813,34060,3251,38414,2951,36720,2826,220143,8060,50419,3977,20401,null,null,6472,null,null,2120,null,null,2206,null,null,2083,null,null,2264,null,null,4877,null,null,2543,null,null,11031,null,null,6323,null,null,6155,null,null,5202,null,null,5038,null,null,8393,null,null,3118,null,null,17619,null,null,11230,null,null,7403,null,null,7115,null,null,6822,null,null,11693,null,null,5729,null,null,11003,null,null,3813,null,null,3251,null,null,2951,null,null,2826,null,null,8060,null,null,3977,null,null,12
1417529,16560,117978,6673,16640,2349,14149,2297,8821,1940,10352,1973,60338,5525,7678,1347,375324,10797,99749,6681,50941,4335,43425,4318,30941,3157,130076,6803,20192,2714,758058,13931,208229,9062,91825,5706,79404,5161,60994,5110,259270,10053,58336,4936,166169,5743,28290,2651,14321,2054,14926,1949,14121,1933,71617,4014,22894,2139,16560,null,null,6673,null,null,2349,null,null,2297,null,null,1940,null,null,1973,null,null,5525,null,null,1347,null,null,10797,null,null,6681,null,null,4335,null,null,4318,null,null,3157,null,null,6803,null,null,2714,null,null,13931,null,null,9062,null,null,5706,null,null,5161,null,null,5110,null,null,10053,null,null,4936,null,null,5743,null,null,2651,null,null,2054,null,null,1949,null,null,1933,null,null,4014,null,null,2139,null,null,13
195242,4348,11287,1591,798,586,406,264,1248,748,685,482,7274,1245,876,451,46208,2292,7632,1592,4927,937,5159,1324,2804,824,23575,2258,2111,809,106084,3914,25698,2645,11060,1827,11615,1757,8276,1247,42069,3164,7366,1357,31663,2068,5848,1060,2638,691,3166,696,3049,807,12736,1688,4226,969,4348,null,null,1591,null,null,586,null,null,264,null,null,748,null,null,482,null,null,1245,null,null,451,null,null,2292,null,null,1592,null,null,937,null,null,1324,null,null,824,null,null,2258,null,null,809,null,null,3914,null,null,2645,null,null,1827,null,null,1757,null,null,1247,null,null,3164,null,null,1357,null,null,2068,null,null,1060,null,null,691,null,null,696,null,null,807,null,null,1688,null,null,969,null,null,15
192655,5870,24386,2249,4616,1289,1689,554,2602,875,1980,739,12339,1784,1160,501,51980,3057,15893,1906,6983,1554,4807,1380,3873,1055,16206,2741,4218,1345,88716,5080,25442,3501,10627,1733,11366,1959,5908,1157,25636,3128,9737,1697,27573,2324,5107,1189,2184,744,2385,852,1726,605,11876,1370,4295,1209,5870,null,null,2249,null,null,1289,null,null,554,null,null,875,null,null,739,null,null,1784,null,null,501,null,null,3057,null,null,1906,null,null,1554,null,null,1380,null,null,1055,null,null,2741,null,null,1345,null,null,5080,null,null,3501,null,null,1733,null,null,1959,null,null,1157,null,null,3128,null,null,1697,null,null,2324,null,null,1189,null,null,744,null,null,852,null,null,605,null,null,1370,null,null,1209,null,null,16
1675188,17617,142484,4866,25457,2281,14178,1854,12761,1685,9624,1480,67130,4091,13334,2118,458297,9425,143025,5105,67347,4244,46399,3821,39052,3527,140610,6359,21864,2417,820917,12887,222773,8067,100094,5580,81434,5045,68864,4557,289146,7643,58606,3693,253490,7397,41740,3178,20638,2159,25947,2158,22601,2358,121352,5957,21212,2059,17617,null,null,4866,null,null,2281,null,null,1854,null,null,1685,null,null,1480,null,null,4091,null,null,2118,null,null,9425,null,null,5105,null,null,4244,null,null,3821,null,null,3527,null,null,6359,null,null,2417,null,null,12887,null,null,8067,null,null,5580,null,null,5045,null,null,4557,null,null,7643,null,null,3693,null,null,7397,null,null,3178,null,null,2159,null,null,2158,null,null,2358,null,null,5957,null,null,2059,null,null,17
801849,11165,98271,4677,20726,2280,9623,1620,8633,1895,7322,1454,45652,3287,6315,1303,211676,6327,63028,4229,29235,2461,24889,2834,16000,2709,65605,4371,12919,2078,379925,8663,111237,5122,44100,4092,40979,3466,30780,2460,117491,5100,35338,3419,111977,4305,21273,2117,10486,1438,12110,1459,11447,1867,45207,2904,11454,1446,11165,null,null,4677,null,null,2280,null,null,1620,null,null,1895,null,null,1454,null,null,3287,null,null,1303,null,null,6327,null,null,4229,null,null,2461,null,null,2834,null,null,2709,null,null,4371,null,null,2078,null,null,8663,null,null,5122,null,null,4092,null,null,3466,null,null,2460,null,null,5100,null,null,3419,null,null,4305,null,null,2117,null,null,1438,null,null,1459,null,null,1867,null,null,2904,null,null,1446,null,null,18
366497,6811,59790,3351,13175,1752,6367,1368,5482,1209,3995,1101,26506,2426,4265,1110,92111,3766,32065,2077,11351,1717,7858,1115,7287,1161,28021,2762,5529,1125,153057,5406,49714,3352,19684,1915,16626,1858,11004,1542,41081,2750,14948,1603,61539,3021,10658,1306,6968,1149,6180,929,5784,1013,24848,2269,7101,1049,6811,null,null,3351,null,null,1752,null,null,1368,null,null,1209,null,null,1101,null,null,2426,null,null,1110,null,null,3766,null,null,2077,null,null,1717,null,null,1115,null,null,1161,null,null,2762,null,null,1125,null,null,5406,null,null,3352,null,null,1915,null,null,1858,null,null,1542,null,null,2750,null,null,1603,null,null,3021,null,null,1306,null,null,1149,null,null,929,null,null,1013,null,null,2269,null,null,1049,null,null,19
381015,7352,53599,3052,11118,1762,5064,1253,5993,1484,4128,876,24324,2813,2972,1017,98885,4297,32038,2648,14570,2407,12108,1915,8238,1535,25793,2618,6138,1314,170464,5623,54879,3305,21599,2462,17644,1951,13345,2020,49734,3715,13263,1531,58067,2900,12501,1633,4990,823,6572,1242,5247,819,23860,2015,4897,887,7352,null,null,3052,null,null,1762,null,null,1253,null,null,1484,null,null,876,null,null,2813,null,null,1017,null,null,4297,null,null,2648,null,null,2407,null,null,1915,null,null,1535,null,null,2618,null,null,1314,null,null,5623,null,null,3305,null,null,2462,null,null,1951,null,null,2020,null,null,3715,null,null,1531,null,null,2900,null,null,1633,null,null,823,null,null,1242,null,null,819,null,null,2015,null,null,887,null,null,20
569531,9504,63069,3708,13144,2108,7555,1395,6626,1435,4216,1040,27698,3058,3830,952,142012,4798,42191,3097,19460,2409,14026,1659,10900,1847,41544,3356,13891,1701,285556,7387,83749,3927,32879,2891,27710,2367,19259,2577,89262,5375,32697,3133,78894,4377,13067,1588,6576,1241,10282,1437,7177,1430,28692,2540,13100,1494,9504,null,null,3708,null,null,2108,null,null,1395,null,null,1435,null,null,1040,null,null,3058,null,null,952,null,null,4798,null,null,3097,null,null,2409,null,null,1659,null,null,1847,null,null,3356,null,null,1701,null,null,7387,null,null,3927,null,null,2891,null,null,2367,null,null,2577,null,null,5375,null,null,3133,null,null,4377,null,null,1588,null,null,1241,null,null,1437,null,null,1430,null,null,2540,null,null,1494,null,null,21
615091,11467,56533,4010,6423,1291,5619,1179,3349,1065,3531,1086,29187,3145,8424,1579,164829,6829,39961,3607,16395,2349,16035,1970,13087,1866,64189,5063,15162,2188,311626,8562,69853,4838,30468,3412,29251,2838,22234,2474,120564,6090,39256,3412,82103,4311,12857,2133,5340,1102,7724,1292,7688,1428,31358,3138,17136,1657,11467,null,null,4010,null,null,1291,null,null,1179,null,null,1065,null,null,1086,null,null,3145,null,null,1579,null,null,6829,null,null,3607,null,null,2349,null,null,1970,null,null,1866,null,null,5063,null,null,2188,null,null,8562,null,null,4838,null,null,3412,null,null,2838,null,null,2474,null,null,6090,null,null,3412,null,null,4311,null,null,2133,null,null,1102,null,null,1292,null,null,1428,null,null,3138,null,null,1657,null,null,22
