B23003_001E,B23003_001M,B23003_002E,B23003_002M,B23003_003E,B23003_003M,B23003_004E,B23003_004M,B23003_005E,B23003_005M,B23003_006E,B23003_006M,B23003_007E,B23003_007M,B23003_008E,B23003_008M,B23003_009E,B23003_009M,B23003_010E,B23003_010M,B23003_011E,B23003_011M,B23003_012E,B23003_012M,B23003_013E,B23003_013M,B23003_014E,B23003_014M,B23003_015E,B23003_015M,B23003_016E,B23003_016M,B23003_017E,B23003_017M,B23003_018E,B23003_018M,B23003_019E,B23003_019M,B23003_020E,B23003_020M,B23003_021E,B23003_021M,B23003_022E,B23003_022M,B23003_023E,B23003_023M,B23003_024E,B23003_024M,B23003_025E,B23003_025M,B23003_026E,B23003_026M,B23003_027E,B23003_027M,B23003_028E,B23003_028M,B23003_029E,B23003_029M,B23003_030E,B23003_030M,B23003_001M,B23003_001EA,B23003_001MA,B23003_002M,B23003_002EA,B23003_002MA,B23003_003M,B23003_003EA,B23003_003MA,B23003_004M,B23003_004EA,B23003_004MA,B23003_005M,B23003_005EA,B23003_005MA,B23003_006M,B23003_006EA,B23003_006MA,B23003_007M,B23003_007EA,B23003_007MA,B23003_008M,B23003_008EA,B23003_008MA,B23003_009M,B23003_009EA,B23003_009MA,B23003_010M,B23003_010EA,B23003_010MA,B23003_011M,B23003_011EA,B23003_011MA,B23003_012M,B23003_012EA,B23003_012MA,B23003_013M,B23003_013EA,B23003_013MA,B23003_014M,B23003_014EA,B23003_014MA,B23003_015M,B23003_015EA,B23003_015MA,B23003_016M,B23003_016EA,B23003_016MA,B23003_017M,B23003_017EA,B23003_017MA,B23003_018M,B23003_018EA,B23003_018MA,B23003_019M,B23003_019EA,B23003_019MA,B23003_020M,B23003_020EA,B23003_020MA,B23003_021M,B23003_021EA,B23003_021MA,B23003_022M,B23003_022EA,B23003_022MA,B23003_023M,B23003_023EA,B23003_023MA,B23003_024M,B23003_024EA,B23003_024MA,B23003_025M,B23003_025EA,B23003_025MA,B23003_026M,B23003_026EA,B23003_026MA,B23003_027M,B23003_027EA,B23003_027MA,B23003_028M,B23003_028EA,B23003_028MA,B23003_029M,B23003_029EA,B23003_029MA,B23003_030M,B23003_030EA,B23003_030MA,state
392642,1953,116328,4089,25871,2424,20331,2298,13,23,20318,2298,19750,2350,568,360,5540,1278,22694,2331,16585,1872,15,25,16570,1872,16005,1906,565,323,6109,1124,67763,3273,55806,3150,10,17,55796,3152,54735,3180,1061,490,11957,1548,276314,4328,205291,4488,127,156,205164,4493,198547,4485,6617,1357,71023,2960,1953,null,null,4089,null,null,2424,null,null,2298,null,null,23,null,null,2298,null,null,2350,null,null,360,null,null,1278,null,null,2331,null,null,1872,null,null,25,null,null,1872,null,null,1906,null,null,323,null,null,1124,null,null,3273,null,null,3150,null,null,17,null,null,3152,null,null,3180,null,null,490,null,null,1548,null,null,4328,null,null,4488,null,null,156,null,null,4493,null,null,4485,null,null,1357,null,null,2960,null,null,23
1849213,3371,638758,8518,149933,6065,115738,4963,868,721,114870,5066,108485,4673,6385,1684,34195,2950,121944,5097,90176,4600,261,216,89915,4624,83663,4446,6252,1139,31768,2894,366881,7397,304043,6827,304,218,303739,6850,292688,6897,11051,1489,62838,3880,1210455,9340,939529,11508,2456,740,937073,11608,889647,11406,47426,3495,270926,7210,3371,null,null,8518,null,null,6065,null,null,4963,null,null,721,null,null,5066,null,null,4673,null,null,1684,null,null,2950,null,null,5097,null,null,4600,null,null,216,null,null,4624,null,null,4446,null,null,1139,null,null,2894,null,null,7397,null,null,6827,null,null,218,null,null,6850,null,null,6897,null,null,1489,null,null,3880,null,null,9340,null,null,11508,null,null,740,null,null,11608,null,null,11406,null,null,3495,null,null,7210,null,null,24
2059314,3919,685894,9954,170506,5741,132686,5036,87,144,132599,5031,126622,4939,5977,1458,37820,3267,111765,5816,80751,4552,0,203,80751,4552,75230,4125,5521,1302,31014,3152,403623,8788,331997,9134,0,203,331997,9134,317798,8544,14199,2249,71626,3811,1373420,10102,1083524,12099,468,338,1083056,12110,1038730,12312,44326,3659,289896,8870,3919,null,null,9954,null,null,5741,null,null,5036,null,null,144,null,null,5031,null,null,4939,null,null,1458,null,null,3267,null,null,5816,null,null,4552,null,null,203,null,null,4552,null,null,4125,null,null,1302,null,null,3152,null,null,8788,null,null,9134,null,null,203,null,null,9134,null,null,8544,null,null,2249,null,null,3811,null,null,10102,null,null,12099,null,null,338,null,null,12110,null,null,12312,null,null,3659,null,null,8870,null,null,25
2915582,4119,986018,11427,226185,6955,164655,5837,30,53,164625,5818,152927,5499,11698,1526,61530,3600,187016,5865,122984,5120,15,25,122969,5122,112953,4546,10016,1791,64032,3503,572817,10181,444893,8867,92,116,444801,8855,424907,8106,19894,2660,127924,5684,1929564,11709,1367057,12536,350,267,1366707,12548,1298765,12315,67942,4045,562507,8407,4119,null,null,11427,null,null,6955,null,null,5837,null,null,53,null,null,5818,null,null,5499,null,null,1526,null,null,3600,null,null,5865,null,null,5120,null,null,25,null,null,5122,null,null,4546,null,null,1791,null,null,3503,null,null,10181,null,null,8867,null,null,116,null,null,8855,null,null,8106,null,null,2660,null,null,5684,null,null,11709,null,null,12536,null,null,267,null,null,12548,null,null,12315,null,null,4045,null,null,8407,null,null,26
1597413,3431,587091,6966,141910,4287,115893,4299,0,149,115893,4299,112799,4235,3094,1009,26017,1919,118556,4126,89105,3785,79,110,89026,3779,85578,3837,3448,959,29451,2416,326625,5911,277292,5902,106,145,277186,5936,269040,5781,8146,1489,49333,3186,1010322,7150,815703,8280,79,131,815624,8300,791675,8352,23949,2262,194619,5412,3431,null,null,6966,null,null,4287,null,null,4299,null,null,149,null,null,4299,null,null,4235,null,null,1009,null,null,1919,null,null,4126,null,null,3785,null,null,110,null,null,3779,null,null,3837,null,null,959,null,null,2416,null,null,5911,null,null,5902,null,null,145,null,null,5936,null,null,5781,null,null,1489,null,null,3186,null,null,7150,null,null,8280,null,null,131,null,null,8300,null,null,8352,null,null,2262,null,null,5412,null,null,27
874870,5117,320011,7694,66326,4658,49468,3910,190,223,49278,3830,44257,3823,5021,1629,16858,2125,65719,4177,46564,3895,120,177,46444,3883,42724,3624,3720,1277,19155,2499,187966,6429,145264,5545,230,206,145034,5532,133765,5179,11269,2238,42702,3938,554859,8041,356581,9145,677,454,355904,9106,331152,9196,24752,2804,198278,6998,5117,null,null,7694,null,null,4658,null,null,3910,null,null,223,null,null,3830,null,null,3823,null,null,1629,null,null,2125,null,null,4177,null,null,3895,null,null,177,null,null,3883,null,null,3624,null,null,1277,null,null,2499,null,null,6429,null,null,5545,null,null,206,null,null,5532,null,null,5179,null,null,2238,null,null,3938,null,null,8041,null,null,9145,null,null,454,null,null,9106,null,null,9196,null,null,2804,null,null,6998,null,null,28
1767064,4422,629446,9807,141985,6693,103669,5319,44,73,103625,5328,98567,5365,5058,1031,38316,3678,128500,5791,92460,5540,0,187,92460,5540,87247,5152,5213,1389,36040,2876,358961,7484,292897,7404,118,137,292779,7419,281128,7304,11651,1843,66064,4377,1137618,10509,815945,11590,1065,603,814880,11609,779165,11373,35715,3583,321673,8688,4422,null,null,9807,null,null,6693,null,null,5319,null,null,73,null,null,5328,null,null,5365,null,null,1031,null,null,3678,null,null,5791,null,null,5540,null,null,187,null,null,5540,null,null,5152,null,null,1389,null,null,2876,null,null,7484,null,null,7404,null,null,137,null,null,7419,null,null,7304,null,null,1843,null,null,4377,null,null,10509,null,null,11590,null,null,603,null,null,11609,null,null,11373,null,null,3583,null,null,8688,null,null,29
292539,2228,98610,4095,21351,2358,15184,2155,0,168,15184,2155,14747,2080,437,346,6167,1136,22254,2156,15872,1928,0,168,15872,1928,15436,1947,436,208,6382,1249,55005,2703,44516,2592,0,168,44516,2592,42448,2704,2068,770,10489,1531,193929,4162,145687,4065,212,188,145475,4055,140168,3836,5307,1148,48242,3347,2228,null,null,4095,null,null,2358,null,null,2155,null,null,168,null,null,2155,null,null,2080,null,null,346,null,null,1136,null,null,2156,null,null,1928,null,null,168,null,null,1928,null,null,1947,null,null,208,null,null,1249,null,null,2703,null,null,2592,null,null,168,null,null,2592,null,null,2704,null,null,770,null,null,1531,null,null,4162,null,null,4065,null,null,188,null,null,4055,null,null,3836,null,null,1148,null,null,3347,null,null,30
533848,2376,211258,4304,51653,2985,42258,2674,118,102,42140,2659,40676,2712,1464,608,9395,1480,45315,3126,34261,2598,116,140,34145,2586,33439,2555,706,355,11054,1951,114290,3574,95317,3038,247,261,95070,3046,92847,3038,2223,682,18973,2310,322590,4307,257024,4641,511,302,256513,4662,249392,4644,7121,1210,65566,3619,2376,null,null,4304,null,null,2985,null,null,2674,null,null,102,null,null,2659,null,null,2712,null,null,608,null,null,1480,null,null,3126,null,null,2598,null,null,140,null,null,2586,null,null,2555,null,null,355,null,null,1951,null,null,3574,null,null,3038,null,null,261,null,null,3046,null,null,3038,null,null,682,null,null,2310,null,null,4307,null,null,4641,null,null,302,null,null,4662,null,null,4644,null,null,1210,null,null,3619,null,null,31
864505,2045,288198,7372,61722,4292,43864,3808,368,213,43496,3808,39328,3694,4168,1162,17858,2189,58835,3791,36740,3198,72,70,36668,3189,32926,3068,3742,1143,22095,2450,167641,6193,128217,6051,136,126,128081,6059,122667,6024,5414,1298,39424,3364,576307,7724,415160,8070,556,356,414604,7993,386680,8125,27924,2888,161147,6151,2045,null,null,7372,null,null,4292,null,null,3808,null,null,213,null,null,3808,null,null,3694,null,null,1162,null,null,2189,null,null,3791,null,null,3198,null,null,70,null,null,3189,null,null,3068,null,null,1143,null,null,2450,null,null,6193,null,null,6051,null,null,126,null,null,6059,null,null,6024,null,null,1298,null,null,3364,null,null,7724,null,null,8070,null,null,356,null,null,7993,null,null,8125,null,null,2888,null,null,6151,null,null,32
397749,1701,126465,4150,28505,2508,23243,2460,0,187,23243,2460,23102,2473,141,177,5262,1162,20410,1949,14135,1679,44,73,14091,1688,13641,1600,450,365,6275,1348,77550,3103,62593,3006,0,187,62593,3006,60769,2891,1824,703,14957,2027,271284,4152,212834,4537,0,187,212834,4537,206445,4340,6389,1667,58450,3890,1701,null,null,4150,null,null,2508,null,null,2460,null,null,187,null,null,2460,null,null,2473,null,null,177,null,null,1162,null,null,1949,null,null,1679,null,null,73,null,null,1688,null,null,1600,null,null,365,null,null,1348,null,null,3103,null,null,3006,null,null,187,null,null,3006,null,null,2891,null,null,703,null,null,2027,null,null,4152,null,null,4537,null,null,187,null,null,4537,null,null,4340,null,null,1667,null,null,3890,null,null,33
2688500,2770,965531,11410,213794,7176,152728,7098,337,275,152391,7075,141872,6896,10519,1809,61066,4238,186225,7439,127198,6285,30,50,127168,6280,119049,6016,8119,1450,59027,4308,565512,11134,438791,9817,314,315,438477,9827,417571,10047,20906,2058,126721,4975,1722969,11657,1296942,13520,321,214,1296621,13537,1220720,13356,75901,5042,426027,8989,2770,null,null,11410,null,null,7176,null,null,7098,null,null,275,null,null,7075,null,null,6896,null,null,1809,null,null,4238,null,null,7439,null,null,6285,null,null,50,null,null,6280,null,null,6016,null,null,1450,null,null,4308,null,null,11134,null,null,9817,null,null,315,null,null,9827,null,null,10047,null,null,2058,null,null,4975,null,null,11657,null,null,13520,null,null,214,null,null,13537,null,null,13356,null,null,5042,null,null,8989,null,null,34
591390,2611,201746,5198,43610,3485,29315,2976,362,257,28953,2991,27349,2845,1604,625,14295,2168,47169,3338,30116,2723,58,104,30058,2710,26822,2509,3236,1085,17053,2305,110967,4669,81680,4302,113,140,81567,4302,78145,4421,3422,831,29287,2869,389644,5304,265893,7002,379,294,265514,7021,249221,6997,16293,2184,123751,5548,2611,null,null,5198,null,null,3485,null,null,2976,null,null,257,null,null,2991,null,null,2845,null,null,625,null,null,2168,null,null,3338,null,null,2723,null,null,104,null,null,2710,null,null,2509,null,null,1085,null,null,2305,null,null,4669,null,null,4302,null,null,140,null,null,4302,null,null,4421,null,null,831,null,null,2869,null,null,5304,null,null,7002,null,null,294,null,null,7021,null,null,6997,null,null,2184,null,null,5548,null,null,35
6013959,6028,1936733,16108,450538,9085,321905,7373,334,240,321571,7351,302186,7578,19385,2438,128633,5801,374837,9419,242153,6426,97,117,242056,6427,225946,6296,16110,2255,132684,6472,1111358,15805,856064,14096,251,232,855813,14031,816665,13593,39148,3448,255294,9196,4077226,16877,3013124,19079,1023,466,3012101,19013,2854051,19108,158050,7229,1064102,15824,6028,null,null,16108,null,null,9085,null,null,7373,null,null,240,null,null,7351,null,null,7578,null,null,2438,null,null,5801,null,null,9419,null,null,6426,null,null,117,null,null,6427,null,null,6296,null,null,2255,null,null,6472,null,null,15805,null,null,14096,null,null,232,null,null,14031,null,null,13593,null,null,3448,null,null,9196,null,null,16877,null,null,19079,null,null,466,null,null,19013,null,null,19108,null,null,7229,null,null,15824,null,null,36
3037471,6793,1081432,12983,246302,7188,174463,6551,1271,641,173192,6541,160102,6479,13090,1937,71839,4320,203694,8123,132520,6416,697,546,131823,6403,122443,6205,9380,1961,71174,4874,631436,10360,494877,9573,865,461,494012,9577,466553,9588,27459,3206,136559,6473,1956039,13588,1377160,13305,2426,682,1374734,13361,1295269,12971,79465,4444,578879,11581,6793,null,null,12983,null,null,7188,null,null,6551,null,null,641,null,null,6541,null,null,6479,null,null,1937,null,null,4320,null,null,8123,null,null,6416,null,null,546,null,null,6403,null,null,6205,null,null,1961,null,null,4874,null,null,10360,null,null,9573,null,null,461,null,null,9577,null,null,9588,null,null,3206,null,null,6473,null,null,13588,null,null,13305,null,null,682,null,null,13361,null,null,12971,null,null,4444,null,null,11581,null,null,37
209535,2133,76500,3757,21634,2043,17333,2119,75,69,17258,2102,16478,2048,780,688,4301,1054,18016,2064,12684,1741,0,155,12684,1741,12380,1738,304,245,5332,1160,36850,2561,30963,2201,42,53,30921,2194,30099,2122,822,462,5887,1143,133035,3914,108622,4334,157,186,108465,4313,106535,4361,1930,606,24413,1772,2133,null,null,3757,null,null,2043,null,null,2119,null,null,69,null,null,2102,null,null,2048,null,null,688,null,null,1054,null,null,2064,null,null,1741,null,null,155,null,null,1741,null,null,1738,null,null,245,null,null,1160,null,null,2561,null,null,2201,null,null,53,null,null,2194,null,null,2122,null,null,462,null,null,1143,null,null,3914,null,null,4334,null,null,186,null,null,4313,null,null,4361,null,null,606,null,null,1772,null,null,38
3388926,4428,1183272,12626,271922,8097,202977,7873,530,422,202447,7957,189808,7797,12639,1989,68945,3747,233842,7280,160868,6721,236,251,160632,6751,148664,6480,11968,1816,72974,4485,677508,11501,540189,10629,0,189,540189,10629,519068,10089,21121,2546,137319,5896,2205654,12938,1604947,12272,569,265,1604378,12315,1530483,13585,73895,4948,600707,10000,4428,null,null,12626,null,null,8097,null,null,7873,null,null,422,null,null,7957,null,null,7797,null,null,1989,null,null,3747,null,null,7280,null,null,6721,null,null,251,null,null,6751,null,null,6480,null,null,1816,null,null,4485,null,null,11501,null,null,10629,null,null,189,null,null,10629,null,null,10089,null,null,2546,null,null,5896,null,null,12938,null,null,12272,null,null,265,null,null,12315,null,null,13585,null,null,4948,null,null,10000,null,null,39
1116076,3100,408453,5467,94246,4125,61887,3330,84,104,61803,3349,57640,3066,4163,918,32359,2448,86117,3326,54558,2943,136,137,54422,2962,50386,2806,4036,815,31559,2148,228090,4621,171726,4183,170,167,171556,4177,164573,4312,6983,1208,56364,3099,707623,6035,485153,8017,592,356,484561,7978,457562,7565,26999,2970,222470,5868,3100,null,null,5467,null,null,4125,null,null,3330,null,null,104,null,null,3349,null,null,3066,null,null,918,null,null,2448,null,null,3326,null,null,2943,null,null,137,null,null,2962,null,null,2806,null,null,815,null,null,2148,null,null,4621,null,null,4183,null,null,167,null,null,4177,null,null,4312,null,null,1208,null,null,3099,null,null,6035,null,null,8017,null,null,356,null,null,7978,null,null,7565,null,null,2970,null,null,5868,null,null,40
1203533,3078,392939,8294,90798,4660,63063,3785,50,85,63013,3788,60105,3851,2908,895,27735,2459,80311,4937,49034,3544,0,201,49034,3544,46222,3425,2812,934,31277,3178,221830,6744,172017,6283,151,173,171866,6253,165559,5993,6307,1318,49813,3496,810594,8593,588247,8560,241,292,588006,8501,557797,8244,30209,3247,222347,6584,3078,null,null,8294,null,null,4660,null,null,3785,null,null,85,null,null,3788,null,null,3851,null,null,895,null,null,2459,null,null,4937,null,null,3544,null,null,201,null,null,3544,null,null,3425,null,null,934,null,null,3178,null,null,6744,null,null,6283,null,null,173,null,null,6253,null,null,5993,null,null,1318,null,null,3496,null,null,8593,null,null,8560,null,null,292,null,null,8501,null,null,8244,null,null,3247,null,null,6584,null,null,41
3720283,4452,1229807,13352,281121,8353,211655,7252,360,367,211295,7330,199362,7343,11933,1685,69466,4168,238368,7474,162278,5812,51,64,162227,5814,150390,5560,11837,2108,76090,4122,710318,10919,567125,10957,137,120,566988,10959,540916,11294,26072,2491,143193,5899,2490476,14281,1831874,14375,640,423,1831234,14433,1745797,14289,85437,4964,658602,11796,4452,null,null,13352,null,null,8353,null,null,7252,null,null,367,null,null,7330,null,null,7343,null,null,1685,null,null,4168,null,null,7474,null,null,5812,null,null,64,null,null,5814,null,null,5560,null,null,2108,null,null,4122,null,null,10919,null,null,10957,null,null,120,null,null,10959,null,null,11294,null,null,2491,null,null,5899,null,null,14281,null,null,14375,null,null,423,null,null,14433,null,null,14289,null,null,4964,null,null,11796,null,null,42
