B25007_001E,B25007_001M,B25007_002E,B25007_002M,B25007_003E,B25007_003M,B25007_004E,B25007_004M,B25007_005E,B25007_005M,B25007_006E,B25007_006M,B25007_007E,B25007_007M,B25007_008E,B25007_008M,B25007_009E,B25007_009M,B25007_010E,B25007_010M,B25007_011E,B25007_011M,B25007_012E,B25007_012M,B25007_013E,B25007_013M,B25007_014E,B25007_014M,B25007_015E,B25007_015M,B25007_016E,B25007_016M,B25007_017E,B25007_017M,B25007_018E,B25007_018M,B25007_019E,B25007_019M,B25007_020E,B25007_020M,B25007_021E,B25007_021M,B25007_001M,B25007_001EA,B25007_001MA,B25007_002M,B25007_002EA,B25007_002MA,B25007_003M,B25007_003EA,B25007_003MA,B25007_004M,B25007_004EA,B25007_004MA,B25007_005M,B25007_005EA,B25007_005MA,B25007_006M,B25007_006EA,B25007_006MA,B25007_007M,B25007_007EA,B25007_007MA,B25007_008M,B25007_008EA,B25007_008MA,B25007_009M,B25007_009EA,B25007_009MA,B25007_010M,B25007_010EA,B25007_010MA,B25007_011M,B25007_011EA,B25007_011MA,B25007_012M,B25007_012EA,B25007_012MA,B25007_013M,B25007_013EA,B25007_013MA,B25007_014M,B25007_014EA,B25007_014MA,B25007_015M,B25007_015EA,B25007_015MA,B25007_016M,B25007_016EA,B25007_016MA,B25007_017M,B25007_017EA,B25007_017MA,B25007_018M,B25007_018EA,B25007_018MA,B25007_019M,B25007_019EA,B25007_019MA,B25007_020M,B25007_020EA,B25007_020MA,B25007_021M,B25007_021EA,B25007_021MA,state
7573456,23478,4857125,26450,26102,2319,310380,8860,578037,11781,908516,12006,550215,10367,544183,11270,1077817,9947,630336,9808,231539,7244,2716331,20401,187712,6472,639965,11031,575273,11282,493678,10676,208161,8333,172860,6900,244024,8667,118776,4902,75882,4297,23478,null,null,26450,null,null,2319,null,null,8860,null,null,11781,null,null,12006,null,null,10367,null,null,11270,null,null,9947,null,null,9808,null,null,7244,null,null,20401,null,null,6472,null,null,11031,null,null,11282,null,null,10676,null,null,8333,null,null,6900,null,null,8667,null,null,4902,null,null,4297,null,null,12
3686135,15528,2268606,20528,16505,2305,194433,7250,375916,8718,509727,10326,268974,6846,249882,6599,406469,6198,192741,4642,53959,2953,1417529,16560,117978,6673,375324,10797,329100,9067,247017,9004,98795,6264,83146,5133,103119,5157,43388,3364,19662,2197,15528,null,null,20528,null,null,2305,null,null,7250,null,null,8718,null,null,10326,null,null,6846,null,null,6599,null,null,6198,null,null,4642,null,null,2953,null,null,16560,null,null,6673,null,null,10797,null,null,9067,null,null,9004,null,null,6264,null,null,5133,null,null,5157,null,null,3364,null,null,2197,null,null,13
455868,4824,260626,4898,1459,558,15044,1762,31426,2413,45888,2994,31226,2207,35985,2238,56838,2304,28142,1859,14618,1601,195242,4348,11287,1591,46208,2292,41562,2219,35269,2699,16602,1852,12651,1804,17673,1827,8395,1310,5595,943,4824,null,null,4898,null,null,558,null,null,1762,null,null,2413,null,null,2994,null,null,2207,null,null,2238,null,null,2304,null,null,1859,null,null,1601,null,null,4348,null,null,1591,null,null,2292,null,null,2219,null,null,2699,null,null,1852,null,null,1804,null,null,1827,null,null,1310,null,null,943,null,null,15
610872,4143,418217,6970,4317,1062,44026,2979,69071,3959,78102,3118,45061,3167,47719,2681,78844,2364,38633,2062,12444,1361,192655,5870,24386,2249,51980,3057,38246,3380,29984,3035,10590,1612,9896,1536,14175,1776,7951,1299,5447,1248,4143,null,null,6970,null,null,1062,null,null,2979,null,null,3959,null,null,3118,null,null,3167,null,null,2681,null,null,2364,null,null,2062,null,null,1361,null,null,5870,null,null,2249,null,null,3057,null,null,3380,null,null,3035,null,null,1612,null,null,1536,null,null,1776,null,null,1299,null,null,1248,null,null,16
4822046,12932,3146858,18286,23414,2353,296840,6845,519035,8737,672598,8334,365006,7075,355609,7163,524496,6028,275891,5438,113969,4065,1675188,17617,142484,4866,458297,9425,339358,8371,260524,7311,117492,4675,103543,5000,134069,4655,74045,4422,45376,2698,12932,null,null,18286,null,null,2353,null,null,6845,null,null,8737,null,null,8334,null,null,7075,null,null,7163,null,null,6028,null,null,5438,null,null,4065,null,null,17617,null,null,4866,null,null,9425,null,null,8371,null,null,7311,null,null,4675,null,null,5000,null,null,4655,null,null,4422,null,null,2698,null,null,17
2533270,10440,1731421,12509,20926,2367,181250,5706,275859,4986,351356,5647,203456,5279,188217,4917,295201,4249,158856,4311,56300,2886,801849,11165,98271,4677,211676,6327,148056,5543,121574,5211,54891,3759,55404,3247,60197,3492,29285,2557,22495,2164,10440,null,null,12509,null,null,2367,null,null,5706,null,null,4986,null,null,5647,null,null,5279,null,null,4917,null,null,4249,null,null,4311,null,null,2886,null,null,11165,null,null,4677,null,null,6327,null,null,5543,null,null,5211,null,null,3759,null,null,3247,null,null,3492,null,null,2557,null,null,2164,null,null,18
1247932,7106,881435,7975,14029,1849,104803,3994,138507,3739,167857,3536,97746,3248,98324,3187,143250,2702,83758,2562,33161,1694,366497,6811,59790,3351,92111,3766,58804,3556,51136,3532,23154,1898,19963,1581,26256,2261,17238,1626,18045,1580,7106,null,null,7975,null,null,1849,null,null,3994,null,null,3739,null,null,3536,null,null,3248,null,null,3187,null,null,2702,null,null,2562,null,null,1694,null,null,6811,null,null,3351,null,null,3766,null,null,3556,null,null,3532,null,null,1898,null,null,1581,null,null,2261,null,null,1626,null,null,1580,null,null,19
1110407,6778,729392,8711,8684,1431,79947,3838,116519,3360,141943,3711,85510,3079,81631,2968,124465,2492,65049,2397,25644,1883,381015,7352,53599,3052,98885,4297,68548,3700,53665,4273,25606,2474,22645,2059,26725,2194,17683,1751,13659,1424,6778,null,null,8711,null,null,1431,null,null,3838,null,null,3360,null,null,3711,null,null,3079,null,null,2968,null,null,2492,null,null,2397,null,null,1883,null,null,7352,null,null,3052,null,null,4297,null,null,3700,null,null,4273,null,null,2474,null,null,2059,null,null,2194,null,null,1751,null,null,1424,null,null,20
1717706,9131,1148175,11051,11282,1449,108201,5004,175275,4976,230796,4536,130892,4072,134808,4425,210048,4272,108485,3594,38388,2434,569531,9504,63069,3708,142012,4798,107041,5129,97879,3852,45857,3016,34779,2846,46069,3410,22295,2274,10530,1555,9131,null,null,11051,null,null,1449,null,null,5004,null,null,4976,null,null,4536,null,null,4072,null,null,4425,null,null,4272,null,null,3594,null,null,2434,null,null,9504,null,null,3708,null,null,4798,null,null,5129,null,null,3852,null,null,3016,null,null,2846,null,null,3410,null,null,2274,null,null,1555,null,null,21
1720801,8997,1105710,12317,10231,1744,117620,5417,166112,4640,213543,6689,127502,4847,127938,4532,203118,3771,102012,3363,37634,2516,615091,11467,56533,4010,164829,6829,122720,5362,101568,4754,49563,3693,37775,3039,50516,3689,21385,1802,10202,1502,8997,null,null,12317,null,null,1744,null,null,5417,null,null,4640,null,null,6689,null,null,4847,null,null,4532,null,null,3771,null,null,3363,null,null,2516,null,null,11467,null,null,4010,null,null,6829,null,null,5362,null,null,4754,null,null,3693,null,null,3039,null,null,3689,null,null,1802,null,null,1502,null,null,22
531660,5774,382116,6101,2060,652,29832,2229,50640,2758,83803,2528,48420,2611,46575,2286,74214,2216,33770,1948,12802,1399,149544,5077,10761,1461,34368,2679,24350,2716,22464,2028,13292,1770,11425,1493,17507,1653,8071,1358,7306,1459,5774,null,null,6101,null,null,652,null,null,2229,null,null,2758,null,null,2528,null,null,2611,null,null,2286,null,null,2216,null,null,1948,null,null,1399,null,null,5077,null,null,1461,null,null,2679,null,null,2716,null,null,2028,null,null,1770,null,null,1493,null,null,1653,null,null,1358,null,null,1459,null,null,23
