B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,B14001_001M,B14001_001EA,B14001_001MA,B14001_002M,B14001_002EA,B14001_002MA,B14001_003M,B14001_003EA,B14001_003MA,B14001_004M,B14001_004EA,B14001_004MA,B14001_005M,B14001_005EA,B14001_005MA,B14001_006M,B14001_006EA,B14001_006MA,B14001_007M,B14001_007EA,B14001_007MA,B14001_008M,B14001_008EA,B14001_008MA,B14001_009M,B14001_009EA,B14001_009MA,B14001_010M,B14001_010EA,B14001_010MA,state
1295874,2030,293857,4755,18084,2191,15570,1903,56638,2815,55118,3183,63819,2298,70476,3174,14152,2003,1002017,4650,2030,null,null,4755,null,null,2191,null,null,1903,null,null,2815,null,null,3183,null,null,2298,null,null,3174,null,null,2003,null,null,4650,null,null,23
5802819,4827,1540625,11709,93322,3969,70421,4445,301667,7437,298780,7309,308860,5899,356897,9738,110678,4827,4262194,12108,4827,null,null,11709,null,null,3969,null,null,4445,null,null,7437,null,null,7309,null,null,5899,null,null,9738,null,null,4827,null,null,12108,null,null,24
6604293,4814,1737713,13563,109538,5372,77663,4431,295869,7190,320077,7923,349101,5343,445969,9300,139496,6526,4866580,13553,4814,null,null,13563,null,null,5372,null,null,4431,null,null,7190,null,null,7923,null,null,5343,null,null,9300,null,null,6526,null,null,13553,null,null,25
9589851,5401,2488397,13964,144413,5257,121028,5140,476222,7324,496766,8995,534098,5921,594533,10983,121337,4684,7101454,14120,5401,null,null,13964,null,null,5257,null,null,5140,null,null,7324,null,null,8995,null,null,5921,null,null,10983,null,null,4684,null,null,14120,null,null,26
5314323,4233,1392956,8070,93562,4347,71027,3071,286128,5756,287011,5615,292795,4284,299600,6475,62833,3349,3921367,7605,4233,null,null,8070,null,null,4347,null,null,3071,null,null,5756,null,null,5615,null,null,4284,null,null,6475,null,null,3349,null,null,7605,null,null,27
2873238,4999,781666,8669,45452,3215,43885,3670,171783,6554,162536,6001,166355,4810,162789,6244,28866,2669,2091572,8367,4999,null,null,8669,null,null,3215,null,null,3670,null,null,6554,null,null,6001,null,null,4810,null,null,6244,null,null,2669,null,null,8367,null,null,28
5873591,4026,1507305,11482,95054,4533,76558,4717,305719,6892,311460,7416,323125,5550,318559,8084,76830,4758,4366286,12040,4026,null,null,11482,null,null,4533,null,null,4717,null,null,6892,null,null,7416,null,null,5550,null,null,8084,null,null,4758,null,null,12040,null,null,29
1009075,1828,242914,4813,14701,1732,13292,1642,51896,2726,50744,2749,50892,2430,52220,3486,9169,1560,766161,4658,1828,null,null,4813,null,null,1732,null,null,1642,null,null,2726,null,null,2749,null,null,2430,null,null,3486,null,null,1560,null,null,4658,null,null,30
1827563,2603,505491,6482,32402,2202,26306,2267,104683,4292,104418,3139,102098,2392,109537,4802,26047,2544,1322072,6871,2603,null,null,6482,null,null,2202,null,null,2267,null,null,4292,null,null,3139,null,null,2392,null,null,4802,null,null,2544,null,null,6871,null,null,31
2834596,3496,700680,7743,36133,3592,35613,2957,148060,5399,153517,5164,158488,4547,139241,5808,29628,3042,2133916,7966,3496,null,null,7743,null,null,3592,null,null,2957,null,null,5399,null,null,5164,null,null,4547,null,null,5808,null,null,3042,null,null,7966,null,null,32
1296519,2198,307848,5228,16398,1855,14661,2027,57839,2692,60543,2955,65094,2461,74126,4078,19187,2214,988671,4957,2198,null,null,5228,null,null,1855,null,null,2027,null,null,2692,null,null,2955,null,null,2461,null,null,4078,null,null,2214,null,null,4957,null,null,33
8640545,6861,2239783,13490,168540,6243,113491,5900,435400,8944,450278,9687,475089,5967,472162,10813,124823,5950,6400762,14115,6861,null,null,13490,null,null,6243,null,null,5900,null,null,8944,null,null,9687,null,null,5967,null,null,10813,null,null,5950,null,null,14115,null,null,34
2006122,2602,539773,7866,27412,2722,26019,2567,112499,4171,110125,5200,113805,3781,122469,6060,27444,3138,1466349,7892,2602,null,null,7866,null,null,2722,null,null,2567,null,null,4171,null,null,5200,null,null,3781,null,null,6060,null,null,3138,null,null,7892,null,null,35
19059878,10210,4843659,17841,293971,9151,238285,7928,931590,13590,907433,12745,988375,8941,1175025,14548,308980,8024,14216219,15987,10210,null,null,17841,null,null,9151,null,null,7928,null,null,13590,null,null,12745,null,null,8941,null,null,14548,null,null,8024,null,null,15987,null,null,36
9790290,6203,2523926,17330,133211,6112,119125,5460,528880,9947,510991,9334,545590,8218,560939,12383,125190,6679,7266364,16395,6203,null,null,17330,null,null,6112,null,null,5460,null,null,9947,null,null,9334,null,null,8218,null,null,12383,null,null,6679,null,null,16395,null,null,37
723952,1695,181543,5131,10253,1311,9812,1323,37799,1994,35713,2159,31717,1588,46544,3866,9705,1561,542409,5343,1695,null,null,5131,null,null,1311,null,null,1323,null,null,1994,null,null,2159,null,null,1588,null,null,3866,null,null,1561,null,null,5343,null,null,38
11200305,6448,2830005,14525,164686,6189,138527,5135,571657,8742,582402,8783,616194,6976,614826,12124,141713,5152,8370300,14474,6448,null,null,14525,null,null,6189,null,null,5135,null,null,8742,null,null,8783,null,null,6976,null,null,12124,null,null,5152,null,null,14474,null,null,39
3765877,3533,1004589,8638,64323,3108,55363,3054,224052,4663,211273,5233,206405,3860,204557,5914,38616,3476,2761288,8199,3533,null,null,8638,null,null,3108,null,null,3054,null,null,4663,null,null,5233,null,null,3860,null,null,5914,null,null,3476,null,null,8199,null,null,40
3955721,4527,960446,11044,59080,3307,47645,4039,190990,5141,192242,4842,196608,4413,227042,8332,46839,4285,2995275,10629,4527,null,null,11044,null,null,3307,null,null,4039,null,null,5141,null,null,4842,null,null,4413,null,null,8332,null,null,4285,null,null,10629,null,null,41
12360468,5696,2975685,15762,184819,7136,139772,6265,583635,9836,601353,9900,629804,6991,659388,10337,176914,6996,9384783,15805,5696,null,null,15762,null,null,7136,null,null,6265,null,null,9836,null,null,9900,null,null,6991,null,null,10337,null,null,6996,null,null,15805,null,null,42
1025170,2164,264768,4729,15314,1995,9289,1697,42496,2862,49391,2764,52569,2437,79802,3280,15907,2646,760402,4395,2164,null,null,4729,null,null,1995,null,null,1697,null,null,2862,null,null,2764,null,null,2437,null,null,3280,null,null,2646,null,null,4395,null,null,44
4787590,4973,1209286,10789,63614,4002,70763,4661,251036,6795,251159,6862,253167,6019,267422,9256,52125,4437,3578304,11428,4973,null,null,10789,null,null,4002,null,null,4661,null,null,6795,null,null,6862,null,null,6019,null,null,9256,null,null,4437,null,null,11428,null,null,45
828912,2084,218239,3751,14308,1779,12853,1718,47408,2451,44347,2476,45515,2259,45375,2385,8433,1299,610673,3607,2084,null,null,3751,null,null,1779,null,null,1718,null,null,2451,null,null,2476,null,null,2259,null,null,2385,null,null,1299,null,null,3607,null,null,46
6412680,5735,1578309,11483,90286,5329,80594,4815,322272,7776,342310,7158,346212,6574,323679,8484,72956,5047,4834371,11120,5735,null,null,11483,null,null,5329,null,null,4815,null,null,7776,null,null,7158,null,null,6574,null,null,8484,null,null,5047,null,null,11120,null,null,47
26661365,12220,7603170,26459,455348,12026,398036,10960,1669632,19127,1628509,20919,1603737,14275,1525151,21369,322757,10571,19058195,29622,12220,null,null,26459,null,null,12026,null,null,10960,null,null,19127,null,null,20919,null,null,14275,null,null,21369,null,null,10571,null,null,29622,null,null,48
2900413,3242,973643,9103,59491,3699,54478,3405,212139,5210,197278,5636,200629,4168,211447,6442,38181,3466,1926770,8592,3242,null,null,9103,null,null,3699,null,null,3405,null,null,5210,null,null,5636,null,null,4168,null,null,6442,null,null,3466,null,null,8592,null,null,49
607520,1269,143386,2887,9905,1102,6784,1108,26825,1886,26783,1567,27361,1385,38920,2252,6808,1028,464134,2837,1269,null,null,2887,null,null,1102,null,null,1108,null,null,1886,null,null,1567,null,null,1385,null,null,2252,null,null,1028,null,null,2837,null,null,50
8116753,6349,2146237,14034,125494,5207,104673,5105,422751,8319,417362,8063,436168,7521,509829,11000,129960,5256,5970516,13830,6349,null,null,14034,null,null,5207,null,null,5105,null,null,8319,null,null,8063,null,null,7521,null,null,11000,null,null,5256,null,null,13830,null,null,51
7024743,4987,1744806,11960,110123,4934,81422,5069,374121,6513,349397,6811,362881,6578,380910,9718,85952,5408,5279937,12741,4987,null,null,11960,null,null,4934,null,null,5069,null,null,6513,null,null,6811,null,null,6578,null,null,9718,null,null,5408,null,null,12741,null,null,53
1769689,2850,394881,6305,19782,1997,21204,2239,82785,3513,84730,3811,82807,2928,86391,4595,17182,2443,1374808,6659,2850,null,null,6305,null,null,1997,null,null,2239,null,null,3513,null,null,3811,null,null,2928,null,null,4595,null,null,2443,null,null,6659,null,null,54
5576816,4295,1428041,9926,76105,3164,81391,4024,286638,6231,287823,6056,299941,4526,333730,8131,62413,3451,4148775,9670,4295,null,null,9926,null,null,3164,null,null,4024,null,null,6231,null,null,6056,null,null,4526,null,null,8131,null,null,3451,null,null,9670,null,null,55
562405,1703,151204,4267,8508,1526,8000,1249,35474,2478,30790,2537,28736,1925,32156,3011,7540,1646,411201,4321,1703,null,null,4267,null,null,1526,null,null,1249,null,null,2478,null,null,2537,null,null,1925,null,null,3011,null,null,1646,null,null,4321,null,null,56
3320331,3186,846874,8391,48916,3265,36227,3175,152987,6419,167236,5861,179748,5830,223897,6709,37863,3502,2473457,8128,3186,null,null,8391,null,null,3265,null,null,3175,null,null,6419,null,null,5861,null,null,5830,null,null,6709,null,null,3502,null,null,8128,null,null,72
4691088,4738,1186076,10683,64446,4666,63979,4687,249965,5848,240980,6958,256949,5681,260766,7705,48991,3422,3505012,10307,4738,null,null,10683,null,null,4666,null,null,4687,null,null,5848,null,null,6958,null,null,5681,null,null,7705,null,null,3422,null,null,10307,null,null,01
709834,1695,187359,4358,10070,1328,8488,1159,43544,2596,40244,2276,41622,2409,34811,3838,8580,1556,522475,4470,1695,null,null,4358,null,null,1328,null,null,1159,null,null,2596,null,null,2276,null,null,2409,null,null,3838,null,null,1556,null,null,4470,null,null,02
6680106,6328,1761534,12424,85986,4072,90003,4991,369162,8373,364468,7994,380417,4956,390943,10632,80555,5053,4918572,12580,6328,null,null,12424,null,null,4072,null,null,4991,null,null,8373,null,null,7994,null,null,4956,null,null,10632,null,null,5053,null,null,12580,null,null,04
2873456,3400,739490,8349,47061,3550,43117,4234,157750,5775,153826,5770,160153,4408,149413,5818,28170,3038,2133966,8136,3400,null,null,8349,null,null,3550,null,null,4234,null,null,5775,null,null,5770,null,null,4408,null,null,5818,null,null,3038,null,null,8136,null,null,05
37793454,14152,10490279,33462,604873,11375,534972,14023,1927600,20025,2039430,19458,2155646,14902,2702025,28301,525733,13154,27303175,35639,14152,null,null,33462,null,null,11375,null,null,14023,null,null,20025,null,null,19458,null,null,14902,null,null,28301,null,null,13154,null,null,35639,null,null,06
5339884,5125,1382107,12242,81262,5013,69262,4177,295597,6246,279243,6273,281381,4457,298676,9259,76686,4114,3957777,11757,5125,null,null,12242,null,null,5013,null,null,4177,null,null,6246,null,null,6273,null,null,4457,null,null,9259,null,null,4114,null,null,11757,null,null,08
3469051,3357,914755,9110,57620,3656,41218,2974,161664,4870,182290,5164,195934,4368,222904,6833,53125,3916,2554296,8700,3357,null,null,9110,null,null,3656,null,null,2974,null,null,4870,null,null,5164,null,null,4368,null,null,6833,null,null,3916,null,null,8700,null,null,09
919219,2013,227224,5599,14297,1963,12111,1605,42859,2400,47488,2606,47757,2228,50404,3744,12308,1755,691995,5441,2013,null,null,5599,null,null,1963,null,null,1605,null,null,2400,null,null,2606,null,null,2228,null,null,3744,null,null,1755,null,null,5441,null,null,10
654704,1876,168430,4464,14755,1565,7772,1557,27189,2004,20535,2230,24084,1953,45431,3000,28664,3422,486274,4650,1876,null,null,4464,null,null,1565,null,null,1557,null,null,2004,null,null,2230,null,null,1953,null,null,3000,null,null,3422,null,null,4650,null,null,11
