B11010_001E,B11010_001M,B11010_002E,B11010_002M,B11010_003E,B11010_003M,B11010_004E,B11010_004M,B11010_005E,B11010_005M,B11010_006E,B11010_006M,B11010_007E,B11010_007M,B11010_008E,B11010_008M,B11010_009E,B11010_009M,B11010_010E,B11010_010M,B11010_011E,B11010_011M,B11010_012E,B11010_012M,B11010_013E,B11010_013M,B11010_014E,B11010_014M,B11010_015E,B11010_015M,B11010_001M,B11010_001EA,B11010_001MA,B11010_002M,B11010_002EA,B11010_002MA,B11010_003M,B11010_003EA,B11010_003MA,B11010_004M,B11010_004EA,B11010_004MA,B11010_005M,B11010_005EA,B11010_005MA,B11010_006M,B11010_006EA,B11010_006MA,B11010_007M,B11010_007EA,B11010_007MA,B11010_008M,B11010_008EA,B11010_008MA,B11010_009M,B11010_009EA,B11010_009MA,B11010_010M,B11010_010EA,B11010_010MA,B11010_011M,B11010_011EA,B11010_011MA,B11010_012M,B11010_012EA,B11010_012MA,B11010_013M,B11010_013EA,B11010_013MA,B11010_014M,B11010_014EA,B11010_014MA,B11010_015M,B11010_015EA,B11010_015MA,state
2708995,23001,1238006,14130,944190,13990,628169,12967,316021,7838,293816,9980,246331,8824,47485,3192,1470989,17266,1240275,17535,587193,13776,653082,10138,230714,7712,190672,7114,40042,2845,23001,null,null,14130,null,null,13990,null,null,12967,null,null,7838,null,null,9980,null,null,8824,null,null,3192,null,null,17266,null,null,17535,null,null,13776,null,null,10138,null,null,7712,null,null,7114,null,null,2845,null,null,12
1207132,14964,551460,10867,435756,11280,334101,10798,101655,4162,115704,6038,106798,5961,8906,1415,655672,12459,566669,11518,334290,9079,232379,6666,89003,4685,80477,4712,8526,1374,14964,null,null,10867,null,null,11280,null,null,10798,null,null,4162,null,null,6038,null,null,5961,null,null,1415,null,null,12459,null,null,11518,null,null,9079,null,null,6666,null,null,4685,null,null,4712,null,null,1374,null,null,13
140363,5041,70104,3502,53139,3028,34973,2550,18166,1572,16965,2142,14936,2020,2029,723,70259,3354,58722,3192,30517,2501,28205,1933,11537,1711,9311,1647,2226,674,5041,null,null,3502,null,null,3028,null,null,2550,null,null,1572,null,null,2142,null,null,2020,null,null,723,null,null,3354,null,null,3192,null,null,2501,null,null,1933,null,null,1711,null,null,1647,null,null,674,null,null,15
199255,6420,94042,4638,73749,4312,52501,3639,21248,2387,20293,2517,18132,2316,2161,728,105213,5294,88507,4788,46737,4155,41770,2506,16706,2323,14694,2185,2012,675,6420,null,null,4638,null,null,4312,null,null,3639,null,null,2387,null,null,2517,null,null,2316,null,null,728,null,null,5294,null,null,4788,null,null,4155,null,null,2506,null,null,2323,null,null,2185,null,null,675,null,null,16
1721433,16439,793092,11906,631022,11296,472513,10049,158509,5311,162070,6174,146513,5760,15557,1878,928341,13732,794653,12919,421101,10995,373552,6660,133688,5493,120016,5326,13672,1125,16439,null,null,11906,null,null,11296,null,null,10049,null,null,5311,null,null,6174,null,null,5760,null,null,1878,null,null,13732,null,null,12919,null,null,10995,null,null,6660,null,null,5493,null,null,5326,null,null,1125,null,null,17
887512,11254,417123,7742,325498,7048,241923,6190,83575,3533,91625,4853,84256,4814,7369,1219,470389,8981,398538,8277,209828,6952,188710,4446,71851,4469,64142,4440,7709,1326,11254,null,null,7742,null,null,7048,null,null,6190,null,null,3533,null,null,4853,null,null,4814,null,null,1219,null,null,8981,null,null,8277,null,null,6952,null,null,4446,null,null,4469,null,null,4440,null,null,1326,null,null,18
452889,7182,215422,5208,166315,5166,122352,4960,43963,2275,49107,2981,46092,2947,3015,599,237467,5627,200736,5033,96160,4617,104576,3295,36731,2739,33801,2506,2930,646,7182,null,null,5208,null,null,5166,null,null,4960,null,null,2275,null,null,2981,null,null,2947,null,null,599,null,null,5627,null,null,5033,null,null,4617,null,null,3295,null,null,2739,null,null,2506,null,null,646,null,null,19
394402,8116,183244,6074,147980,5487,109813,4836,38167,2258,35264,3076,33061,3088,2203,567,211158,6219,180203,5634,94483,4363,85720,3102,30955,2851,29209,2611,1746,613,8116,null,null,6074,null,null,5487,null,null,4836,null,null,2258,null,null,3076,null,null,3088,null,null,567,null,null,6219,null,null,5634,null,null,4363,null,null,3102,null,null,2851,null,null,2611,null,null,613,null,null,20
596302,10780,279685,7714,223964,6718,164782,6143,59182,3428,55721,3654,50687,3586,5034,1037,316617,8033,270767,7587,141139,5651,129628,4276,45850,3441,41160,3446,4690,1033,10780,null,null,7714,null,null,6718,null,null,6143,null,null,3428,null,null,3654,null,null,3586,null,null,1037,null,null,8033,null,null,7587,null,null,5651,null,null,4276,null,null,3441,null,null,3446,null,null,1033,null,null,21
623089,10033,293234,7497,238053,7348,176495,6464,61558,3429,55181,3773,50243,3492,4938,987,329855,7972,282351,7957,157939,6515,124412,4669,47504,3167,43741,3071,3763,860,10033,null,null,7497,null,null,7348,null,null,6464,null,null,3429,null,null,3773,null,null,3492,null,null,987,null,null,7972,null,null,7957,null,null,6515,null,null,4669,null,null,3167,null,null,3071,null,null,860,null,null,22
202106,5429,89067,3701,67431,3382,46311,2818,21120,1913,21636,1914,18570,1912,3066,783,113039,4048,91895,3764,43937,2972,47958,2321,21144,2300,18608,2290,2536,595,5429,null,null,3701,null,null,3382,null,null,2818,null,null,1913,null,null,1914,null,null,1912,null,null,783,null,null,4048,null,null,3764,null,null,2972,null,null,2321,null,null,2300,null,null,2290,null,null,595,null,null,23
735704,9658,320690,7733,248928,6986,181113,6445,67815,3167,71762,4375,64242,4198,7520,1380,415014,6842,349300,6361,191314,5993,157986,3619,65714,3771,58152,3668,7562,1357,9658,null,null,7733,null,null,6986,null,null,6445,null,null,3167,null,null,4375,null,null,4198,null,null,1380,null,null,6842,null,null,6361,null,null,5993,null,null,3619,null,null,3771,null,null,3668,null,null,1357,null,null,24
945737,11435,424754,8758,317332,8087,223315,7307,94017,3824,107422,4383,98608,4053,8814,1183,520983,8132,428887,7464,219079,6638,209808,5315,92096,4336,80744,4062,11352,1446,11435,null,null,8758,null,null,8087,null,null,7307,null,null,3824,null,null,4383,null,null,4053,null,null,1183,null,null,8132,null,null,7464,null,null,6638,null,null,5315,null,null,4336,null,null,4062,null,null,1446,null,null,25
1407558,13507,671443,10170,528316,9284,384903,7986,143413,4050,143127,5838,130609,5562,12518,1427,736115,8913,626752,8627,321457,7012,305295,5870,109363,4257,97962,3994,11401,1384,13507,null,null,10170,null,null,9284,null,null,7986,null,null,4050,null,null,5838,null,null,5562,null,null,1427,null,null,8913,null,null,8627,null,null,7012,null,null,5870,null,null,4257,null,null,3994,null,null,1384,null,null,26
781621,9219,369408,6476,286432,5777,212957,5692,73475,3036,82976,4390,76893,4314,6083,798,412213,7208,341936,7066,178339,5656,163597,4106,70277,3773,63932,3524,6345,889,9219,null,null,6476,null,null,5777,null,null,5692,null,null,3036,null,null,4390,null,null,4314,null,null,798,null,null,7208,null,null,7066,null,null,5656,null,null,4106,null,null,3773,null,null,3524,null,null,889,null,null,27
