B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,B09001_001M,B09001_001EA,B09001_001MA,B09001_002M,B09001_002EA,B09001_002MA,B09001_003M,B09001_003EA,B09001_003MA,B09001_004M,B09001_004EA,B09001_004MA,B09001_005M,B09001_005EA,B09001_005MA,B09001_006M,B09001_006EA,B09001_006MA,B09001_007M,B09001_007EA,B09001_007MA,B09001_008M,B09001_008EA,B09001_008MA,B09001_009M,B09001_009EA,B09001_009MA,B09001_010M,B09001_010EA,B09001_010MA,state
1390064,3084,1384804,3228,219409,4026,152123,4629,71567,4549,233156,7357,235601,5481,236526,7114,236422,2300,5260,716,3084,null,null,3228,null,null,4026,null,null,4629,null,null,4549,null,null,7357,null,null,5481,null,null,7114,null,null,2300,null,null,716,null,null,29
228674,1696,227405,1697,33445,1828,27698,1661,13117,1433,36650,2490,40068,2028,38593,2006,37834,1228,1269,279,1696,null,null,1697,null,null,1828,null,null,1661,null,null,1433,null,null,2490,null,null,2028,null,null,2006,null,null,1228,null,null,279,null,null,30
474085,1247,472493,1256,79553,2603,52604,2688,26100,1638,81684,3703,80179,2971,77347,2526,75026,1018,1592,200,1247,null,null,1256,null,null,2603,null,null,2688,null,null,1638,null,null,3703,null,null,2971,null,null,2526,null,null,1018,null,null,200,null,null,31
677502,815,675977,836,105462,3496,77899,3474,34621,2997,113247,4829,117312,5122,114898,4829,112538,1169,1525,300,815,null,null,836,null,null,3496,null,null,3474,null,null,2997,null,null,4829,null,null,5122,null,null,4829,null,null,1169,null,null,300,null,null,32
259841,1149,259127,1197,38276,2198,26202,2074,14413,1688,43037,2493,45250,2500,43745,2585,48204,967,714,273,1149,null,null,1197,null,null,2198,null,null,2074,null,null,1688,null,null,2493,null,null,2500,null,null,2585,null,null,967,null,null,273,null,null,33
1984439,845,1979553,1064,303924,6861,216246,6923,111020,5566,328840,8318,331905,8070,338227,8138,349391,1135,4886,807,845,null,null,1064,null,null,6861,null,null,6923,null,null,5566,null,null,8318,null,null,8070,null,null,8138,null,null,1135,null,null,807,null,null,34
489514,1358,487713,1435,74893,2602,50233,2486,26678,2955,86050,4851,82925,4462,83437,4487,83497,1515,1801,434,1358,null,null,1435,null,null,2602,null,null,2486,null,null,2955,null,null,4851,null,null,4462,null,null,4487,null,null,1515,null,null,434,null,null,35
4179386,2412,4153616,3269,682326,10196,471494,9510,225318,7591,687622,10862,689575,11455,688625,11184,708656,2408,25770,2245,2412,null,null,3269,null,null,10196,null,null,9510,null,null,7591,null,null,10862,null,null,11455,null,null,11184,null,null,2408,null,null,2245,null,null,36
2296894,3700,2290861,3774,356498,6203,238006,6066,114268,5415,394438,9545,407492,9134,383723,8713,396436,3365,6033,882,3700,null,null,3774,null,null,6203,null,null,6066,null,null,5415,null,null,9545,null,null,9134,null,null,8713,null,null,3365,null,null,882,null,null,37
174595,1261,173849,1274,34001,1694,20897,1703,10695,1427,28034,1852,29130,2171,26349,2108,24743,1116,746,254,1261,null,null,1274,null,null,1694,null,null,1703,null,null,1427,null,null,1852,null,null,2171,null,null,2108,null,null,1116,null,null,254,null,null,38
2608971,2717,2604031,2724,413952,6478,278344,6670,133061,5782,432070,8928,430043,8353,456255,8871,460306,2933,4940,699,2717,null,null,2724,null,null,6478,null,null,6670,null,null,5782,null,null,8928,null,null,8353,null,null,8871,null,null,2933,null,null,699,null,null,39
961956,1308,959366,1326,157684,3533,106412,3409,53484,2695,165740,4582,164410,4879,156992,4963,154644,1533,2590,328,1308,null,null,1326,null,null,3533,null,null,3409,null,null,2695,null,null,4582,null,null,4879,null,null,4963,null,null,1533,null,null,328,null,null,40
868246,1742,865279,1875,137702,4539,96838,4097,46588,3551,146523,4900,144160,4626,146464,5565,147004,1850,2967,750,1742,null,null,1875,null,null,4539,null,null,4097,null,null,3551,null,null,4900,null,null,4626,null,null,5565,null,null,1850,null,null,750,null,null,41
2674845,2231,2663922,2228,423445,5624,285681,5531,143411,6438,439793,6868,451385,7115,452554,7892,467653,1912,10923,962,2231,null,null,2228,null,null,5624,null,null,5531,null,null,6438,null,null,6868,null,null,7115,null,null,7892,null,null,1912,null,null,962,null,null,42
208640,608,207806,697,31256,2164,22888,2093,11448,1883,29169,2298,34750,2382,40365,2858,37930,736,834,284,608,null,null,697,null,null,2164,null,null,2093,null,null,1883,null,null,2298,null,null,2382,null,null,2858,null,null,736,null,null,284,null,null,44
1099964,1515,1096675,1612,173439,4997,116472,4762,57673,4673,187822,6291,195235,6955,182746,6877,183288,2702,3289,498,1515,null,null,1612,null,null,4997,null,null,4762,null,null,4673,null,null,6291,null,null,6955,null,null,6877,null,null,2702,null,null,498,null,null,45
213901,1285,212742,1362,36542,2084,24350,1929,12936,1729,37317,2452,34383,1975,35076,2285,32138,1089,1159,479,1285,null,null,1362,null,null,2084,null,null,1929,null,null,1729,null,null,2452,null,null,1975,null,null,2285,null,null,1089,null,null,479,null,null,46
1503252,3130,1500270,3157,238413,5770,165654,5141,79663,5267,248846,6285,251013,5946,260573,7411,256108,2406,2982,513,3130,null,null,3157,null,null,5770,null,null,5141,null,null,5267,null,null,6285,null,null,5946,null,null,7411,null,null,2406,null,null,513,null,null,47
7291694,3776,7275916,3615,1200983,12222,805454,12523,386318,11844,1232305,18919,1250768,16859,1207834,17453,1192254,4156,15778,1558,3776,null,null,3615,null,null,12222,null,null,12523,null,null,11844,null,null,18919,null,null,16859,null,null,17453,null,null,4156,null,null,1558,null,null,48
921847,1148,918765,1145,150804,3242,102618,3110,51450,3408,161780,5474,157869,4669,149184,6089,145060,1401,3082,192,1148,null,null,1145,null,null,3242,null,null,3110,null,null,3408,null,null,5474,null,null,4669,null,null,6089,null,null,1401,null,null,192,null,null,49
118684,1002,118249,1020,17074,1269,13390,1139,5983,896,21034,1542,19783,1759,19948,1783,21037,500,435,128,1002,null,null,1020,null,null,1269,null,null,1139,null,null,896,null,null,1542,null,null,1759,null,null,1783,null,null,500,null,null,128,null,null,50
1867560,3041,1863541,3021,295055,6349,208698,5665,97740,4423,313805,8228,319453,8009,315305,6692,313485,3672,4019,510,3041,null,null,3021,null,null,6349,null,null,5665,null,null,4423,null,null,8228,null,null,8009,null,null,6692,null,null,3672,null,null,510,null,null,51
1629061,1890,1626757,1903,263257,4987,186685,4705,86661,4558,286698,6500,268873,6303,265895,6947,268688,2292,2304,307,1890,null,null,1903,null,null,4987,null,null,4705,null,null,4558,null,null,6500,null,null,6303,null,null,6947,null,null,2292,null,null,307,null,null,53
376883,1825,375537,1808,61413,2850,40248,2068,18747,1992,63706,3618,63496,3291,62941,3607,64986,1317,1346,243,1825,null,null,1808,null,null,2850,null,null,2068,null,null,1992,null,null,3618,null,null,3291,null,null,3607,null,null,1317,null,null,243,null,null,54
1284991,1993,1283467,2043,201893,4295,132198,4528,68868,3470,212954,5602,226166,5043,217415,5605,223973,1919,1524,302,1993,null,null,2043,null,null,4295,null,null,4528,null,null,3470,null,null,5602,null,null,5043,null,null,5605,null,null,1919,null,null,302,null,null,55
140860,1641,140269,1665,23071,1706,14758,1950,7911,1288,26389,2554,24804,2539,21902,2217,21434,1237,591,205,1641,null,null,1665,null,null,1706,null,null,1950,null,null,1288,null,null,2554,null,null,2539,null,null,2217,null,null,1237,null,null,205,null,null,56
695876,-555555555,694108,542,90976,3186,68777,2841,35442,2746,110484,4822,119269,5440,131545,5444,137615,1568,1768,542,-555555555,null,*****,542,null,null,3186,null,null,2841,null,null,2746,null,null,4822,null,null,5440,null,null,5444,null,null,1568,null,null,542,null,null,72
1099517,3370,1097221,3446,172212,4738,114431,4446,62452,4280,184044,6174,188171,6271,179341,5624,196570,3223,2296,505,3370,null,null,3446,null,null,4738,null,null,4446,null,null,4280,null,null,6174,null,null,6271,null,null,5624,null,null,3223,null,null,505,null,null,01
187296,588,186806,595,32058,1696,20410,1629,10200,1374,31380,2199,33103,2308,29832,2132,29823,1192,490,47,588,null,null,595,null,null,1696,null,null,1629,null,null,1374,null,null,2199,null,null,2308,null,null,2132,null,null,1192,null,null,47,null,null,02
1631422,1266,1628590,1277,250883,6327,185293,6534,83759,4811,275660,7460,281451,7053,274104,7457,277440,1217,2832,323,1266,null,null,1277,null,null,6327,null,null,6534,null,null,4811,null,null,7460,null,null,7053,null,null,7457,null,null,1217,null,null,323,null,null,04
707360,2248,704647,2280,114733,3388,73914,3501,36780,3721,123079,5561,119527,5327,118475,6041,118139,2743,2713,436,2248,null,null,2280,null,null,3388,null,null,3501,null,null,3721,null,null,5561,null,null,5327,null,null,6041,null,null,2743,null,null,436,null,null,05
9093249,2512,9073284,2819,1455543,14237,1025255,13869,499866,11433,1493491,18623,1564622,16366,1509597,17765,1524910,2909,19965,1617,2512,null,null,2819,null,null,14237,null,null,13869,null,null,11433,null,null,18623,null,null,16366,null,null,17765,null,null,2909,null,null,1617,null,null,06
1260512,1426,1257916,1503,200661,5125,134410,5135,66220,4543,221586,6363,214334,6246,211985,6897,208720,1435,2596,345,1426,null,null,1503,null,null,5125,null,null,5135,null,null,4543,null,null,6363,null,null,6246,null,null,6897,null,null,1435,null,null,345,null,null,08
752162,582,750763,693,107401,3357,77628,3436,37776,3012,121104,5178,131018,4442,134889,4861,140947,1037,1399,392,582,null,null,693,null,null,3357,null,null,3436,null,null,3012,null,null,5178,null,null,4442,null,null,4861,null,null,1037,null,null,392,null,null,09
204237,234,203603,298,32846,2013,22395,1823,9767,1605,35251,2277,33076,2492,35699,2461,34569,863,634,182,234,null,null,298,null,null,2013,null,null,1823,null,null,1605,null,null,2277,null,null,2492,null,null,2461,null,null,863,null,null,182,null,null,10
120782,182,120168,612,26466,1876,17080,1837,7798,1550,21219,1997,16220,1755,15968,2015,15417,394,614,559,182,null,null,612,null,null,1876,null,null,1837,null,null,1550,null,null,1997,null,null,1755,null,null,2015,null,null,394,null,null,559,null,null,11
