C19201_001E,C19201_001M,C19201_002E,C19201_002M,C19201_003E,C19201_003M,C19201_004E,C19201_004M,C19201_005E,C19201_005M,C19201_006E,C19201_006M,C19201_007E,C19201_007M,C19201_008E,C19201_008M,C19201_009E,C19201_009M,C19201_010E,C19201_010M,C19201_011E,C19201_011M,C19201_001M,C19201_001EA,C19201_001MA,C19201_002M,C19201_002EA,C19201_002MA,C19201_003M,C19201_003EA,C19201_003MA,C19201_004M,C19201_004EA,C19201_004MA,C19201_005M,C19201_005EA,C19201_005MA,C19201_006M,C19201_006EA,C19201_006MA,C19201_007M,C19201_007EA,C19201_007MA,C19201_008M,C19201_008EA,C19201_008MA,C19201_009M,C19201_009EA,C19201_009MA,C19201_010M,C19201_010EA,C19201_010MA,C19201_011M,C19201_011EA,C19201_011MA,state
1407558,13507,195248,6705,131398,5546,245320,6732,198409,5659,223060,5489,216140,6073,93309,4465,71373,3907,16888,1904,16413,1572,13507,null,null,6705,null,null,5546,null,null,6732,null,null,5659,null,null,5489,null,null,6073,null,null,4465,null,null,3907,null,null,1904,null,null,1572,null,null,26
781621,9219,74958,3148,67714,3215,122796,4922,95798,4242,127686,5210,139932,5411,69948,3836,54421,2878,14352,1726,14016,1529,9219,null,null,3148,null,null,3215,null,null,4922,null,null,4242,null,null,5210,null,null,5411,null,null,3836,null,null,2878,null,null,1726,null,null,1529,null,null,27
360526,8546,69081,4243,51476,4208,72766,4080,43035,3672,48217,3960,42680,3341,17384,2147,10048,1378,2983,1099,2856,769,8546,null,null,4243,null,null,4208,null,null,4080,null,null,3672,null,null,3960,null,null,3341,null,null,2147,null,null,1378,null,null,1099,null,null,769,null,null,28
844841,10759,112583,5741,79811,3831,147186,6284,122914,4364,136748,5533,134481,5051,57099,3298,36287,3031,9589,1789,8143,1421,10759,null,null,5741,null,null,3831,null,null,6284,null,null,4364,null,null,5533,null,null,5051,null,null,3298,null,null,3031,null,null,1789,null,null,1421,null,null,29
158676,4537,20336,1971,17960,2055,27454,2643,26320,2523,27230,2782,22856,2360,8030,1454,5367,1069,1483,583,1640,561,4537,null,null,1971,null,null,2055,null,null,2643,null,null,2523,null,null,2782,null,null,2360,null,null,1454,null,null,1069,null,null,583,null,null,561,null,null,30
271126,5915,34319,2622,25640,2212,44900,2782,41889,2825,47527,2858,41625,2901,17048,2119,11697,1577,3082,1002,3399,779,5915,null,null,2622,null,null,2212,null,null,2782,null,null,2825,null,null,2858,null,null,2901,null,null,2119,null,null,1577,null,null,1002,null,null,779,null,null,31
384190,7925,45479,3481,28287,2617,61832,4168,54427,3745,58443,3348,64197,3847,32931,2883,25750,2892,5504,1209,7340,1197,7925,null,null,3481,null,null,2617,null,null,4168,null,null,3745,null,null,3348,null,null,3847,null,null,2883,null,null,2892,null,null,1209,null,null,1197,null,null,32
177731,5207,16689,2340,12203,1698,25873,2498,25185,2102,27628,2505,33271,2769,16575,2142,13037,1877,3589,1035,3681,857,5207,null,null,2340,null,null,1698,null,null,2498,null,null,2102,null,null,2505,null,null,2769,null,null,2142,null,null,1877,null,null,1035,null,null,857,null,null,33
997369,13050,115906,4956,79334,4812,136384,5441,105517,5202,131592,5483,164566,6870,101776,4353,95619,4686,32259,2818,34416,2704,13050,null,null,4956,null,null,4812,null,null,5441,null,null,5202,null,null,5483,null,null,6870,null,null,4353,null,null,4686,null,null,2818,null,null,2704,null,null,34
277237,5882,42656,3582,32168,2571,49864,3618,33465,3155,39185,2930,37199,2238,19511,2127,16472,1718,3825,911,2892,781,5882,null,null,3582,null,null,2571,null,null,3618,null,null,3155,null,null,2930,null,null,2238,null,null,2127,null,null,1718,null,null,911,null,null,781,null,null,35
2667471,20755,369493,10512,220745,6754,355482,9451,278838,8331,327052,8952,413238,10428,249529,9101,245049,7868,95347,5236,112698,5819,20755,null,null,10512,null,null,6754,null,null,9451,null,null,8331,null,null,8952,null,null,10428,null,null,9101,null,null,7868,null,null,5236,null,null,5819,null,null,36
1339760,13827,182380,5653,151765,5409,220241,6511,185175,5872,207257,6515,201968,7248,87487,4815,66858,4286,17892,1947,18737,1918,13827,null,null,5653,null,null,5409,null,null,6511,null,null,5872,null,null,6515,null,null,7248,null,null,4815,null,null,4286,null,null,1947,null,null,1918,null,null,37
130230,4087,14536,1756,10782,1463,20449,2290,15930,2037,19701,2510,25287,2608,9800,1358,9096,1762,2011,720,2638,840,4087,null,null,1756,null,null,1463,null,null,2290,null,null,2037,null,null,2510,null,null,2608,null,null,1358,null,null,1762,null,null,720,null,null,840,null,null,38
1695008,14965,233915,7273,157245,6164,299848,8923,236370,7064,264880,7501,269657,6559,111454,4960,80014,4511,20316,2505,21309,2362,14965,null,null,7273,null,null,6164,null,null,8923,null,null,7064,null,null,7501,null,null,6559,null,null,4960,null,null,4511,null,null,2505,null,null,2362,null,null,39
507611,8382,77028,4107,57406,2916,91457,3855,73593,3531,76337,3445,71317,3460,29258,2623,20781,2056,5990,991,4444,915,8382,null,null,4107,null,null,2916,null,null,3855,null,null,3531,null,null,3445,null,null,3460,null,null,2623,null,null,2056,null,null,991,null,null,915,null,null,40
575929,10562,66443,3951,51768,3638,92582,4691,74883,4496,86495,4511,96195,4964,45491,3410,41133,3226,11705,1407,9234,1264,10562,null,null,3951,null,null,3638,null,null,4691,null,null,4496,null,null,4511,null,null,4964,null,null,3410,null,null,3226,null,null,1407,null,null,1264,null,null,41
1787208,14757,222327,8250,163996,4994,315544,7699,232963,6014,268057,7189,283441,7339,135761,5391,107955,5565,28730,2549,28434,2699,14757,null,null,8250,null,null,4994,null,null,7699,null,null,6014,null,null,7189,null,null,7339,null,null,5391,null,null,5565,null,null,2549,null,null,2699,null,null,42
160791,5503,22318,2682,16755,2202,22415,2283,18564,2269,22002,2622,25957,2568,13042,1956,12547,1586,4402,1042,2789,778,5503,null,null,2682,null,null,2202,null,null,2283,null,null,2269,null,null,2622,null,null,2568,null,null,1956,null,null,1586,null,null,1042,null,null,778,null,null,44
653192,11276,102289,4928,74597,4798,108707,5460,90915,4881,97473,5006,93950,4627,42890,3306,28344,2896,7152,1238,6875,1171,11276,null,null,4928,null,null,4798,null,null,5460,null,null,4881,null,null,5006,null,null,4627,null,null,3306,null,null,2896,null,null,1238,null,null,1171,null,null,45
124017,3356,13834,1713,11979,1593,20921,2048,19566,1568,23061,2288,19821,1890,7806,1224,4250,772,1154,491,1625,561,3356,null,null,1713,null,null,1593,null,null,2048,null,null,1568,null,null,2288,null,null,1890,null,null,1224,null,null,772,null,null,491,null,null,561,null,null,46
885727,11837,130373,5478,89810,4420,164016,6539,122925,5948,143319,6913,126490,5078,51053,3658,37192,3053,10427,1761,10122,1412,11837,null,null,5478,null,null,4420,null,null,6539,null,null,5948,null,null,6913,null,null,5078,null,null,3658,null,null,3053,null,null,1761,null,null,1412,null,null,47
2933397,24245,377336,10800,250185,8876,429309,11408,369905,11329,434758,10773,503907,11946,237161,8755,204573,8726,56241,4018,70022,4475,24245,null,null,10800,null,null,8876,null,null,11408,null,null,11329,null,null,10773,null,null,11946,null,null,8755,null,null,8726,null,null,4018,null,null,4475,null,null,48
232023,6814,24246,2505,18966,2242,35314,3170,29756,2506,37878,2933,41674,3278,19245,2382,16582,2248,4001,941,4361,1184,6814,null,null,2505,null,null,2242,null,null,3170,null,null,2506,null,null,2933,null,null,3278,null,null,2382,null,null,2248,null,null,941,null,null,1184,null,null,49
100430,3244,10214,1253,12029,1408,16924,1969,14009,1681,14644,1785,15917,1407,7629,961,5833,1113,1683,521,1548,478,3244,null,null,1253,null,null,1408,null,null,1969,null,null,1681,null,null,1785,null,null,1407,null,null,961,null,null,1113,null,null,521,null,null,478,null,null,50
1057643,14080,116989,5562,82919,4407,136935,6280,117387,6391,155039,6931,175830,6153,108517,5219,100420,4451,34895,3066,28712,2669,14080,null,null,5562,null,null,4407,null,null,6280,null,null,6391,null,null,6931,null,null,6153,null,null,5219,null,null,4451,null,null,3066,null,null,2669,null,null,51
984033,11731,104504,4875,72927,4198,127045,5780,115461,4821,145782,5202,172528,5710,98341,5021,88541,4868,30062,2502,28842,3166,11731,null,null,4875,null,null,4198,null,null,5780,null,null,4821,null,null,5202,null,null,5710,null,null,5021,null,null,4868,null,null,2502,null,null,3166,null,null,53
254729,6086,47084,3290,31860,2853,51069,3178,38956,2899,33261,2954,28071,2245,11869,1659,8398,1466,1609,628,2552,671,6086,null,null,3290,null,null,2853,null,null,3178,null,null,2899,null,null,2954,null,null,2245,null,null,1659,null,null,1466,null,null,628,null,null,671,null,null,54
866076,9602,90551,3735,81067,4367,147415,5253,122794,4612,144466,5325,149438,4912,63259,3870,43682,2763,11301,1376,12103,1366,9602,null,null,3735,null,null,4367,null,null,5253,null,null,4612,null,null,5325,null,null,4912,null,null,3870,null,null,2763,null,null,1376,null,null,1366,null,null,55
78095,3889,9132,1467,6881,1437,14443,2040,10372,1665,12717,1788,11857,1885,4657,1137,5253,1233,1894,782,889,456,3889,null,null,1467,null,null,1437,null,null,2040,null,null,1665,null,null,1788,null,null,1885,null,null,1137,null,null,1233,null,null,782,null,null,456,null,null,56
372106,8634,165877,5785,58899,3490,61746,3521,31602,2709,24658,2248,14588,1697,6759,1232,4807,1105,2089,799,1081,499,8634,null,null,5785,null,null,3490,null,null,3521,null,null,2709,null,null,2248,null,null,1697,null,null,1232,null,null,1105,null,null,799,null,null,499,null,null,72
644156,10818,114868,4830,80604,4816,118435,5648,86998,4808,90951,4701,83564,4427,34568,3342,23999,2456,5020,908,5149,1025,10818,null,null,4830,null,null,4816,null,null,5648,null,null,4808,null,null,4701,null,null,4427,null,null,3342,null,null,2456,null,null,908,null,null,1025,null,null,01
84366,4018,6006,1119,5359,1129,9642,1291,8799,1339,11175,1763,17481,2007,10467,1477,8719,1337,4199,1125,2519,693,4018,null,null,1119,null,null,1129,null,null,1291,null,null,1339,null,null,1763,null,null,2007,null,null,1477,null,null,1337,null,null,1125,null,null,693,null,null,02
870313,12408,116294,5791,76529,4796,130340,5099,113861,5251,135444,6152,139472,6275,70085,4054,53822,3362,17446,2059,17020,2166,12408,null,null,5791,null,null,4796,null,null,5099,null,null,5251,null,null,6152,null,null,6275,null,null,4054,null,null,3362,null,null,2059,null,null,2166,null,null,04
394801,9567,65660,4921,52823,3540,76600,4772,53168,3833,58396,4726,51178,3645,18508,2079,11610,1960,3282,1010,3576,933,9567,null,null,4921,null,null,3540,null,null,4772,null,null,3833,null,null,4726,null,null,3645,null,null,2079,null,null,1960,null,null,1010,null,null,933,null,null,05
4056417,24288,437494,9441,371869,9465,506272,10036,393048,9547,485225,10709,647678,12188,406827,9928,444841,11161,169184,6172,193979,7752,24288,null,null,9441,null,null,9465,null,null,10036,null,null,9547,null,null,10709,null,null,12188,null,null,9928,null,null,11161,null,null,6172,null,null,7752,null,null,06
761056,10030,79208,3427,57601,4330,105504,4382,86732,4233,114436,5902,143087,5467,72633,3997,62194,3519,20492,2178,19169,2020,10030,null,null,3427,null,null,4330,null,null,4382,null,null,4233,null,null,5902,null,null,5467,null,null,3997,null,null,3519,null,null,2178,null,null,2020,null,null,08
476669,8670,47077,3129,35997,2988,63615,3735,53706,3331,71774,4398,82777,4378,51922,3414,41601,3165,13742,1519,14458,1738,8670,null,null,3129,null,null,2988,null,null,3735,null,null,3331,null,null,4398,null,null,4378,null,null,3414,null,null,3165,null,null,1519,null,null,1738,null,null,09
118652,4707,13499,1904,8635,1289,15707,2220,17248,2092,18561,2115,20702,2330,11007,1620,9435,1595,1874,602,1984,560,4707,null,null,1904,null,null,1289,null,null,2220,null,null,2092,null,null,2115,null,null,2330,null,null,1620,null,null,1595,null,null,602,null,null,560,null,null,10
158509,4136,22111,2463,10461,1758,12733,1887,10529,1763,12139,1782,22781,2036,17281,1813,24793,2084,13080,1644,12601,1467,4136,null,null,2463,null,null,1758,null,null,1887,null,null,1763,null,null,1782,null,null,2036,null,null,1813,null,null,2084,null,null,1644,null,null,1467,null,null,11
