B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,B08008_001M,B08008_001EA,B08008_001MA,B08008_002M,B08008_002EA,B08008_002MA,B08008_003M,B08008_003EA,B08008_003MA,B08008_004M,B08008_004EA,B08008_004MA,B08008_005M,B08008_005EA,B08008_005MA,B08008_006M,B08008_006EA,B08008_006MA,B08008_007M,B08008_007EA,B08008_007MA,B08008_008M,B08008_008EA,B08008_008MA,B08008_009M,B08008_009EA,B08008_009MA,B08008_010M,B08008_010EA,B08008_010MA,B08008_011M,B08008_011EA,B08008_011MA,B08008_012M,B08008_012EA,B08008_012MA,B08008_013M,B08008_013EA,B08008_013MA,B08008_014M,B08008_014EA,B08008_014MA,B08008_015M,B08008_015EA,B08008_015MA,state
9122419,34743,7139320,35403,2335995,23678,4803325,32687,1983099,28825,4802633,23667,3749062,25343,1213312,14584,2535750,24278,1053571,18638,4319786,22613,3390258,20343,1122683,17119,2267575,21107,929528,18207,34743,null,null,35403,null,null,23678,null,null,32687,null,null,28825,null,null,23667,null,null,25343,null,null,14584,null,null,24278,null,null,18638,null,null,22613,null,null,20343,null,null,17119,null,null,21107,null,null,18207,null,null,12
4681817,22733,2230450,22873,913129,15131,1317321,18884,2451367,21868,2449924,12930,1143465,13128,452911,11152,690554,11534,1306459,12544,2231893,18557,1086985,14893,460218,10737,626767,13957,1144908,15283,22733,null,null,22873,null,null,15131,null,null,18884,null,null,21868,null,null,12930,null,null,13128,null,null,11152,null,null,11534,null,null,12544,null,null,18557,null,null,14893,null,null,10737,null,null,13957,null,null,15283,null,null,13
708798,7430,686550,8616,265727,7462,420823,8581,22248,3675,384131,4725,370659,5237,139911,5438,230748,5794,13472,2314,324667,5223,315891,5721,125816,4876,190075,5269,8776,2000,7430,null,null,8616,null,null,7462,null,null,8581,null,null,3675,null,null,4725,null,null,5237,null,null,5438,null,null,5794,null,null,2314,null,null,5223,null,null,5721,null,null,4876,null,null,5269,null,null,2000,null,null,15
753204,10015,547022,11498,283087,8156,263935,9092,206182,9364,413832,7187,296773,7016,144827,5572,151946,6036,117059,5972,339372,6465,250249,6561,138260,5097,111989,5235,89123,5505,10015,null,null,11498,null,null,8156,null,null,9092,null,null,9364,null,null,7187,null,null,7016,null,null,5572,null,null,6036,null,null,5972,null,null,6465,null,null,6561,null,null,5097,null,null,5235,null,null,5505,null,null,16
6129844,20914,5391980,25316,2099750,19629,3292230,24380,737864,13428,3211172,14187,2811012,16457,1033146,13530,1777866,15730,400160,8161,2918672,16344,2580968,17100,1066604,13470,1514364,15940,337704,7346,20914,null,null,25316,null,null,19629,null,null,24380,null,null,13428,null,null,14187,null,null,16457,null,null,13530,null,null,15730,null,null,8161,null,null,16344,null,null,17100,null,null,13470,null,null,15940,null,null,7346,null,null,17
3107122,14972,2136457,15441,1038177,14499,1098280,14533,970665,14670,1629220,10623,1097774,10707,497194,9310,600580,9284,531446,8327,1477902,12671,1038683,11377,540983,10062,497700,9242,439219,8759,14972,null,null,15441,null,null,14499,null,null,14533,null,null,14670,null,null,10623,null,null,10707,null,null,9310,null,null,9284,null,null,8327,null,null,12671,null,null,11377,null,null,10062,null,null,9242,null,null,8759,null,null,18
1583507,9513,1265596,12052,639635,10646,625961,12026,317911,8066,833706,6967,659049,7987,309237,6953,349812,7893,174657,4587,749801,7169,606547,7439,330398,7178,276149,7541,143254,4757,9513,null,null,12052,null,null,10646,null,null,12026,null,null,8066,null,null,6967,null,null,7987,null,null,6953,null,null,7893,null,null,4587,null,null,7169,null,null,7439,null,null,7178,null,null,7541,null,null,4757,null,null,19
1421443,10034,1193023,10309,641072,11649,551951,11427,228420,6666,754403,6519,627046,6882,313349,7112,313697,7523,127357,4145,667040,7175,565977,7301,327723,8331,238254,7119,101063,3834,10034,null,null,10309,null,null,11649,null,null,11427,null,null,6666,null,null,6519,null,null,6882,null,null,7112,null,null,7523,null,null,4145,null,null,7175,null,null,7301,null,null,8331,null,null,7119,null,null,3834,null,null,20
1924064,14452,1210047,12515,633863,11418,576184,10998,714017,12017,1004519,10461,620369,7854,312624,7078,307745,7619,384150,8643,919545,10597,589678,9548,321239,7926,268439,7022,329867,7188,14452,null,null,12515,null,null,11418,null,null,10998,null,null,12017,null,null,10461,null,null,7854,null,null,7078,null,null,7619,null,null,8643,null,null,10597,null,null,9548,null,null,7926,null,null,7022,null,null,7188,null,null,21
1999699,14146,1323810,15198,607310,12201,716500,12858,675889,14327,1026786,10327,668016,10168,286599,7651,381417,9307,358770,9412,972913,9897,655794,9514,320711,7877,335083,8020,317119,8598,14146,null,null,15198,null,null,12201,null,null,12858,null,null,14327,null,null,10327,null,null,10168,null,null,7651,null,null,9307,null,null,9412,null,null,9897,null,null,9514,null,null,7877,null,null,8020,null,null,8598,null,null,22
644442,7930,299779,7945,117766,5380,182013,7305,344663,8352,327145,5690,150254,5044,54189,3691,96065,4806,176891,5344,317297,4708,149525,4832,63577,3549,85948,4573,167772,4785,7930,null,null,7945,null,null,5380,null,null,7305,null,null,8352,null,null,5690,null,null,5044,null,null,3691,null,null,4806,null,null,5344,null,null,4708,null,null,4832,null,null,3549,null,null,4573,null,null,4785,null,null,23
3044986,14069,2523815,15591,536229,12211,1987586,16261,521171,11773,1555509,9710,1278886,10048,248779,8194,1030107,10402,276623,6921,1489477,12191,1244929,13180,287450,8670,957479,12408,244548,7380,14069,null,null,15591,null,null,12211,null,null,16261,null,null,11773,null,null,9710,null,null,10048,null,null,8194,null,null,10402,null,null,6921,null,null,12191,null,null,13180,null,null,8670,null,null,12408,null,null,7380,null,null,24
3504937,19583,2454435,18010,832162,14643,1622273,18417,1050502,14433,1780052,13055,1239689,10508,389813,9774,849876,11358,540363,9700,1724885,12412,1214746,12482,442349,9046,772397,11911,510139,8646,19583,null,null,18010,null,null,14643,null,null,18417,null,null,14433,null,null,13055,null,null,10508,null,null,9774,null,null,11358,null,null,9700,null,null,12412,null,null,12482,null,null,9046,null,null,11911,null,null,8646,null,null,25
4492590,20589,2465914,18471,735885,12567,1730029,16225,2026676,17367,2345707,13299,1269498,10328,354335,8278,915163,11088,1076209,11840,2146883,14384,1196416,12635,381550,8730,814866,9745,950467,10673,20589,null,null,18471,null,null,12567,null,null,16225,null,null,17367,null,null,13299,null,null,10328,null,null,8278,null,null,11088,null,null,11840,null,null,14384,null,null,12635,null,null,8730,null,null,9745,null,null,10673,null,null,26
2868581,11316,2404012,11703,819335,11836,1584677,10214,464569,10015,1495135,7807,1241924,7476,392378,7526,849546,8290,253211,5709,1373446,8776,1162088,8903,426957,8666,735131,7206,211358,5284,11316,null,null,11703,null,null,11836,null,null,10214,null,null,10015,null,null,7807,null,null,7476,null,null,7526,null,null,8290,null,null,5709,null,null,8776,null,null,8903,null,null,8666,null,null,7206,null,null,5284,null,null,27
1215225,13303,692309,12394,298876,9371,393433,11611,522916,10788,622294,8464,343018,8574,139683,6423,203335,7180,279276,7316,592931,10442,349291,7756,159193,6196,190098,7139,243640,7687,13303,null,null,12394,null,null,9371,null,null,11611,null,null,10788,null,null,8464,null,null,8574,null,null,6423,null,null,7180,null,null,7316,null,null,10442,null,null,7756,null,null,6196,null,null,7139,null,null,7687,null,null,28
2863373,17471,2043754,16690,835786,11943,1207968,15331,819619,13324,1485294,10777,1049272,10389,409147,8995,640125,10571,436022,8805,1378079,11306,994482,11580,426639,8648,567843,9845,383597,7613,17471,null,null,16690,null,null,11943,null,null,15331,null,null,13324,null,null,10777,null,null,10389,null,null,8995,null,null,10571,null,null,8805,null,null,11306,null,null,11580,null,null,8648,null,null,9845,null,null,7613,null,null,29
496311,5572,355894,6323,226742,6023,129152,5327,140417,5678,261573,4603,184423,3930,108898,4360,75525,3411,77150,3351,234738,3746,171471,4137,117844,4559,53627,3488,63267,3302,5572,null,null,6323,null,null,6023,null,null,5327,null,null,5678,null,null,4603,null,null,3930,null,null,4360,null,null,3411,null,null,3351,null,null,3746,null,null,4137,null,null,4559,null,null,3488,null,null,3302,null,null,30
