B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,B19101A_001M,B19101A_001EA,B19101A_001MA,B19101A_002M,B19101A_002EA,B19101A_002MA,B19101A_003M,B19101A_003EA,B19101A_003MA,B19101A_004M,B19101A_004EA,B19101A_004MA,B19101A_005M,B19101A_005EA,B19101A_005MA,B19101A_006M,B19101A_006EA,B19101A_006MA,B19101A_007M,B19101A_007EA,B19101A_007MA,B19101A_008M,B19101A_008EA,B19101A_008MA,B19101A_009M,B19101A_009EA,B19101A_009MA,B19101A_010M,B19101A_010EA,B19101A_010MA,B19101A_011M,B19101A_011EA,B19101A_011MA,B19101A_012M,B19101A_012EA,B19101A_012MA,B19101A_013M,B19101A_013EA,B19101A_013MA,B19101A_014M,B19101A_014EA,B19101A_014MA,B19101A_015M,B19101A_015EA,B19101A_015MA,B19101A_016M,B19101A_016EA,B19101A_016MA,B19101A_017M,B19101A_017EA,B19101A_017MA,state
2030438,12764,62214,3430,43761,3388,55668,3576,67828,4138,71476,3947,87643,3930,82718,3896,89131,4289,86898,4322,175715,5617,238982,6182,315357,7470,231368,6063,145038,5385,139326,4698,137315,4505,12764,null,null,3430,null,null,3388,null,null,3576,null,null,4138,null,null,3947,null,null,3930,null,null,3896,null,null,4289,null,null,4322,null,null,5617,null,null,6182,null,null,7470,null,null,6063,null,null,5385,null,null,4698,null,null,4505,null,null,26
1199232,8229,20488,1774,16235,1657,21124,1892,24263,1855,31718,2548,37468,2645,40701,2728,40220,2350,43514,2226,87263,3760,133841,4405,199246,5597,162896,5173,106741,3996,119061,4493,114453,4049,8229,null,null,1774,null,null,1657,null,null,1892,null,null,1855,null,null,2548,null,null,2645,null,null,2728,null,null,2350,null,null,2226,null,null,3760,null,null,4405,null,null,5597,null,null,5173,null,null,3996,null,null,4493,null,null,4049,null,null,27
456260,7205,18589,2290,13009,2154,13792,1900,18189,2334,19889,2549,21375,2352,18859,2157,23543,2798,20043,2522,41177,3115,50288,3760,72748,4376,48351,3604,26352,2220,27478,2640,22578,2008,7205,null,null,2290,null,null,2154,null,null,1900,null,null,2334,null,null,2549,null,null,2352,null,null,2157,null,null,2798,null,null,2522,null,null,3115,null,null,3760,null,null,4376,null,null,3604,null,null,2220,null,null,2640,null,null,2008,null,null,28
1302641,9768,40773,3040,35010,2898,36530,2771,48068,3533,50252,3323,59997,3723,57363,3173,59059,4032,59115,3026,112251,4687,155547,5429,205084,6126,144251,5445,80456,4381,81695,4097,77190,4188,9768,null,null,3040,null,null,2898,null,null,2771,null,null,3533,null,null,3323,null,null,3723,null,null,3173,null,null,4032,null,null,3026,null,null,4687,null,null,5429,null,null,6126,null,null,5445,null,null,4381,null,null,4097,null,null,4188,null,null,29
238649,4999,5790,1154,6433,1291,7188,1278,9184,1419,8956,1308,10713,1472,10446,1418,12262,1600,11195,1253,20006,2012,29974,2307,39806,2491,24979,2484,15033,1678,13299,1486,13385,1407,4999,null,null,1154,null,null,1291,null,null,1278,null,null,1419,null,null,1308,null,null,1472,null,null,1418,null,null,1600,null,null,1253,null,null,2012,null,null,2307,null,null,2491,null,null,2484,null,null,1678,null,null,1486,null,null,1407,null,null,30
432529,5228,10821,1454,6628,1125,8736,1442,12358,1688,14535,1828,17696,1768,16853,1911,16561,1794,18232,1734,35397,2272,54335,2962,74377,3447,56057,3175,31306,2298,32207,2375,26430,1750,5228,null,null,1454,null,null,1125,null,null,1442,null,null,1688,null,null,1828,null,null,1768,null,null,1911,null,null,1794,null,null,1734,null,null,2272,null,null,2962,null,null,3447,null,null,3175,null,null,2298,null,null,2375,null,null,1750,null,null,31
474418,7275,17129,2335,9215,1623,14155,1941,16401,2108,17661,1892,19627,2258,18405,2040,21694,2087,19475,2100,41636,2878,57248,3739,72884,3759,51905,3638,35513,2607,30430,2299,31040,2669,7275,null,null,2335,null,null,1623,null,null,1941,null,null,2108,null,null,1892,null,null,2258,null,null,2040,null,null,2087,null,null,2100,null,null,2878,null,null,3739,null,null,3759,null,null,3638,null,null,2607,null,null,2299,null,null,2669,null,null,32
327158,5521,4495,1120,4302,982,5761,1151,6990,1335,8499,1420,10376,1357,10229,1369,9769,1534,10713,1712,24259,2439,37329,2664,55457,3511,45721,2671,26312,2131,34358,2676,32588,2540,5521,null,null,1120,null,null,982,null,null,1151,null,null,1335,null,null,1420,null,null,1357,null,null,1369,null,null,1534,null,null,1712,null,null,2439,null,null,2664,null,null,3511,null,null,2671,null,null,2131,null,null,2676,null,null,2540,null,null,33
1559431,13444,34351,3053,25157,2714,33986,3287,33853,2921,39475,3280,39114,2804,42062,3323,43382,4044,42240,3134,89406,4720,132038,4586,205655,6423,192624,6187,143069,5107,198239,5452,264780,6807,13444,null,null,3053,null,null,2714,null,null,3287,null,null,2921,null,null,3280,null,null,2804,null,null,3323,null,null,4044,null,null,3134,null,null,4720,null,null,4586,null,null,6423,null,null,6187,null,null,5107,null,null,5452,null,null,6807,null,null,34
370295,7430,19909,2612,12512,2049,17169,2237,17771,1808,15862,2401,16956,1972,16117,1602,16987,2000,16109,2016,31057,2825,40537,3037,52880,3055,35742,3400,21940,2163,18882,1956,19865,2166,7430,null,null,2612,null,null,2049,null,null,2237,null,null,1808,null,null,2401,null,null,1972,null,null,1602,null,null,2000,null,null,2016,null,null,2825,null,null,3037,null,null,3055,null,null,3400,null,null,2163,null,null,1956,null,null,2166,null,null,35
3033575,17165,91535,5436,63984,3865,69831,3985,85803,4063,86618,4781,99991,4376,92848,3992,101180,4624,95213,4497,198083,6724,279863,7278,423614,8041,346546,7379,254977,7892,317373,8006,426116,8520,17165,null,null,5436,null,null,3865,null,null,3985,null,null,4063,null,null,4781,null,null,4376,null,null,3992,null,null,4624,null,null,4497,null,null,6724,null,null,7278,null,null,8041,null,null,7379,null,null,7892,null,null,8006,null,null,8520,null,null,36
1854790,15241,65090,3640,44988,3446,52572,3973,71730,4467,72628,4211,81113,3857,78783,3933,84871,4512,80553,3991,155876,6353,216629,7252,287035,8076,192241,5745,113997,5127,125638,4299,131046,4981,15241,null,null,3640,null,null,3446,null,null,3973,null,null,4467,null,null,4211,null,null,3857,null,null,3933,null,null,4512,null,null,3991,null,null,6353,null,null,7252,null,null,8076,null,null,5745,null,null,5127,null,null,4299,null,null,4981,null,null,37
166571,4163,2996,920,1877,781,3020,881,3738,807,4427,1204,6806,1223,5549,1102,5926,931,6777,1247,11306,1488,20305,1813,30516,2236,24579,2105,14720,1304,12373,1408,11656,1356,4163,null,null,920,null,null,781,null,null,881,null,null,807,null,null,1204,null,null,1223,null,null,1102,null,null,931,null,null,1247,null,null,1488,null,null,1813,null,null,2236,null,null,2105,null,null,1304,null,null,1408,null,null,1356,null,null,38
2485919,14388,81413,4542,62645,4534,68531,3657,79018,4145,82989,4323,105811,5206,97267,4492,112983,5126,106358,5275,220677,6464,299492,6887,399613,9355,277359,7579,176557,5786,162840,5241,152366,4933,14388,null,null,4542,null,null,4534,null,null,3657,null,null,4145,null,null,4323,null,null,5206,null,null,4492,null,null,5126,null,null,5275,null,null,6464,null,null,6887,null,null,9355,null,null,7579,null,null,5786,null,null,5241,null,null,4933,null,null,39
742619,6965,28442,2099,17919,1721,24649,2344,29992,2196,32509,2538,34472,2004,34358,2224,34648,2301,32687,2189,63410,3146,90323,3557,113021,4432,77652,3325,45448,2612,42416,2351,40673,2479,6965,null,null,2099,null,null,1721,null,null,2344,null,null,2196,null,null,2538,null,null,2004,null,null,2224,null,null,2301,null,null,2189,null,null,3146,null,null,3557,null,null,4432,null,null,3325,null,null,2612,null,null,2351,null,null,2479,null,null,40
874855,10845,27573,2934,18701,2302,24360,2511,30872,2918,36696,3226,36518,2705,34571,2874,36372,3435,39273,2728,68474,3687,100357,5353,135720,6069,100635,4769,58626,3453,64005,3339,62102,3126,10845,null,null,2934,null,null,2302,null,null,2511,null,null,2918,null,null,3226,null,null,2705,null,null,2874,null,null,3435,null,null,2728,null,null,3687,null,null,5353,null,null,6069,null,null,4769,null,null,3453,null,null,3339,null,null,3126,null,null,41
2671640,13735,71552,3843,50956,3408,58836,3665,83239,4196,91098,4096,104105,3825,104364,4437,108837,4550,101673,4161,220380,6021,311351,6895,417095,8721,315695,7050,210832,5786,212978,5752,208649,5425,13735,null,null,3843,null,null,3408,null,null,3665,null,null,4196,null,null,4096,null,null,3825,null,null,4437,null,null,4550,null,null,4161,null,null,6021,null,null,6895,null,null,8721,null,null,7050,null,null,5786,null,null,5752,null,null,5425,null,null,42
206277,5320,5538,1315,4964,1515,5345,1111,6449,1489,7088,1637,6995,1232,7458,1317,8658,1507,6948,1413,12521,1947,20430,2405,30773,2836,27317,2462,18702,2123,19471,1958,17620,1731,5320,null,null,1315,null,null,1515,null,null,1111,null,null,1489,null,null,1637,null,null,1232,null,null,1317,null,null,1507,null,null,1413,null,null,1947,null,null,2405,null,null,2836,null,null,2462,null,null,2123,null,null,1958,null,null,1731,null,null,44
880001,9640,29743,2638,17391,2210,23610,2668,28570,2616,34302,2811,40799,2931,36867,3065,39443,2945,41019,2976,74246,4242,103054,4953,137454,5168,100977,5318,56388,3240,59265,3369,56873,3753,9640,null,null,2638,null,null,2210,null,null,2668,null,null,2616,null,null,2811,null,null,2931,null,null,3065,null,null,2945,null,null,2976,null,null,4242,null,null,4953,null,null,5168,null,null,5318,null,null,3240,null,null,3369,null,null,3753,null,null,45
187761,3542,4513,831,2322,541,2875,676,4479,888,6880,1278,7695,1262,7164,1121,9359,1307,6869,1054,17203,1543,25258,1714,36979,2384,22638,1637,11508,1333,11616,1584,10403,1383,3542,null,null,831,null,null,541,null,null,676,null,null,888,null,null,1278,null,null,1262,null,null,1121,null,null,1307,null,null,1054,null,null,1543,null,null,1714,null,null,2384,null,null,1637,null,null,1333,null,null,1584,null,null,1383,null,null,46
1356067,11760,54125,4043,33534,2786,46381,3542,58315,4379,62729,3801,64321,4169,63972,4053,65628,4003,59607,3724,120285,4635,156814,6243,207123,5985,128910,5137,76301,4135,80542,4228,77480,3427,11760,null,null,4043,null,null,2786,null,null,3542,null,null,4379,null,null,3801,null,null,4169,null,null,4053,null,null,4003,null,null,3724,null,null,4635,null,null,6243,null,null,5985,null,null,5137,null,null,4135,null,null,4228,null,null,3427,null,null,47
5046504,20860,198372,7496,142344,6272,165972,7657,203536,7326,215550,8021,214984,8039,208899,7899,218331,9024,191999,6102,393129,10445,517662,12284,682820,12683,532190,11106,341790,9892,379676,10020,439250,8988,20860,null,null,7496,null,null,6272,null,null,7657,null,null,7326,null,null,8021,null,null,8039,null,null,7899,null,null,9024,null,null,6102,null,null,10445,null,null,12284,null,null,12683,null,null,11106,null,null,9892,null,null,10020,null,null,8988,null,null,48
633190,7199,15677,1889,9623,1530,13025,1850,14007,1848,15836,1670,24839,2449,21348,2014,27897,2526,25009,2274,55225,3513,83981,4174,108519,4746,81200,4247,47482,3107,47597,2861,41925,2973,7199,null,null,1889,null,null,1530,null,null,1850,null,null,1848,null,null,1670,null,null,2449,null,null,2014,null,null,2526,null,null,2274,null,null,3513,null,null,4174,null,null,4746,null,null,4247,null,null,3107,null,null,2861,null,null,2973,null,null,49
148588,3731,4424,894,4161,958,3435,917,4319,924,6165,1243,5127,834,5508,969,5011,877,5685,966,12222,1383,17634,1531,26126,1953,17814,1641,11162,1312,10113,1220,9682,1130,3731,null,null,894,null,null,958,null,null,917,null,null,924,null,null,1243,null,null,834,null,null,969,null,null,877,null,null,966,null,null,1383,null,null,1531,null,null,1953,null,null,1641,null,null,1312,null,null,1220,null,null,1130,null,null,50
1478146,13779,34689,3350,22555,2263,27981,2712,34412,3337,39159,3435,49989,3790,48608,2955,47684,3407,49432,3540,104667,4813,149149,5033,204914,6175,175083,4717,133050,5092,151968,4922,204806,5609,13779,null,null,3350,null,null,2263,null,null,2712,null,null,3337,null,null,3435,null,null,3790,null,null,2955,null,null,3407,null,null,3540,null,null,4813,null,null,5033,null,null,6175,null,null,4717,null,null,5092,null,null,4922,null,null,5609,null,null,51
1425315,11932,35910,2970,22381,2470,29060,2537,37048,2742,36076,2864,45688,3655,51564,3445,51292,3453,51759,3239,104800,4402,154089,6059,227010,6358,177921,6353,120367,4692,133885,4736,146465,4964,11932,null,null,2970,null,null,2470,null,null,2537,null,null,2742,null,null,2864,null,null,3655,null,null,3445,null,null,3453,null,null,3239,null,null,4402,null,null,6059,null,null,6358,null,null,6353,null,null,4692,null,null,4736,null,null,4964,null,null,53
444543,6312,25643,2634,15338,1919,18571,2077,23277,2055,23724,2045,21462,2041,22759,2349,23677,2314,18294,2154,41777,2998,51645,3496,62813,3380,40385,3241,21791,2060,19046,2213,14341,1552,6312,null,null,2634,null,null,1919,null,null,2077,null,null,2055,null,null,2045,null,null,2041,null,null,2349,null,null,2314,null,null,2154,null,null,2998,null,null,3496,null,null,3380,null,null,3241,null,null,2060,null,null,2213,null,null,1552,null,null,54
1301963,9313,29309,2137,21745,2044,30052,2597,39772,2744,40014,3021,51740,2388,50014,2815,54277,2857,52984,2955,111262,3582,156096,4641,236505,5861,163555,5011,99995,4325,88363,4051,76280,2914,9313,null,null,2137,null,null,2044,null,null,2597,null,null,2744,null,null,3021,null,null,2388,null,null,2815,null,null,2857,null,null,2955,null,null,3582,null,null,4641,null,null,5861,null,null,5011,null,null,4325,null,null,4051,null,null,2914,null,null,55
137379,3742,2728,674,2881,904,3427,1100,3824,866,4982,1157,5248,1021,6901,1574,6288,1067,5235,1298,10557,1398,17293,2047,22535,2303,19085,2229,10458,1444,8764,1240,7173,1254,3742,null,null,674,null,null,904,null,null,1100,null,null,866,null,null,1157,null,null,1021,null,null,1574,null,null,1067,null,null,1298,null,null,1398,null,null,2047,null,null,2303,null,null,2229,null,null,1444,null,null,1240,null,null,1254,null,null,56
563153,9551,117861,5977,53865,3790,56229,3469,52190,3064,40747,2755,36551,2941,30700,2878,27284,2716,19944,2209,32593,3248,33069,3045,28215,2741,13636,1505,6998,1339,6843,1225,6428,1326,9551,null,null,5977,null,null,3790,null,null,3469,null,null,3064,null,null,2755,null,null,2941,null,null,2878,null,null,2716,null,null,2209,null,null,3248,null,null,3045,null,null,2741,null,null,1505,null,null,1339,null,null,1225,null,null,1326,null,null,72
865288,9527,34177,2764,21417,2421,27685,3176,34043,2896,36804,2626,39327,3101,37818,3098,39055,3304,33446,2425,76453,4697,97793,4843,138018,5616,90155,4374,54553,3305,56575,3272,47969,3209,9527,null,null,2764,null,null,2421,null,null,3176,null,null,2896,null,null,2626,null,null,3101,null,null,3098,null,null,3304,null,null,2425,null,null,4697,null,null,4843,null,null,5616,null,null,4374,null,null,3305,null,null,3272,null,null,3209,null,null,01
117795,3819,1664,571,1248,561,1161,415,2637,734,2623,848,2503,782,2977,762,3557,789,3161,911,8500,1400,10859,1462,18648,2071,18470,2373,13053,1857,14541,1686,12193,1691,3819,null,null,571,null,null,561,null,null,415,null,null,734,null,null,848,null,null,782,null,null,762,null,null,789,null,null,911,null,null,1400,null,null,1462,null,null,2071,null,null,2373,null,null,1857,null,null,1686,null,null,1691,null,null,02
1315237,11142,54421,3921,34309,2978,34948,3061,50927,4183,51982,3685,55808,3253,58386,4412,59919,3388,55168,3705,116569,5151,145859,5813,196276,6656,135235,6701,86663,4907,89495,4039,89272,4962,11142,null,null,3921,null,null,2978,null,null,3061,null,null,4183,null,null,3685,null,null,3253,null,null,4412,null,null,3388,null,null,3705,null,null,5151,null,null,5813,null,null,6656,null,null,6701,null,null,4907,null,null,4039,null,null,4962,null,null,04
599291,7825,26024,2545,16225,2065,20293,2360,26829,2493,32375,3002,33537,2777,29092,2560,27272,2288,30563,2411,54831,3509,70324,4548,84709,4214,58153,3901,32734,2775,28903,2541,27427,2236,7825,null,null,2545,null,null,2065,null,null,2360,null,null,2493,null,null,3002,null,null,2777,null,null,2560,null,null,2288,null,null,2411,null,null,3509,null,null,4548,null,null,4214,null,null,3901,null,null,2775,null,null,2541,null,null,2236,null,null,05
5593742,23159,173433,5996,125564,6558,160997,6105,193610,7449,175611,7487,206691,6494,198961,7367,210669,8167,189560,6693,371164,9002,525336,11382,732617,12209,597467,10324,421595,10432,551982,11536,758485,11577,23159,null,null,5996,null,null,6558,null,null,6105,null,null,7449,null,null,7487,null,null,6494,null,null,7367,null,null,8167,null,null,6693,null,null,9002,null,null,11382,null,null,12209,null,null,10324,null,null,10432,null,null,11536,null,null,11577,null,null,06
1171190,9728,25442,2481,19637,2455,26565,2596,30672,2941,34782,3304,38878,2942,43215,3342,43630,3316,39730,2762,86997,4727,125486,5907,183809,5274,142015,5403,95124,4295,114602,4853,120606,4006,9728,null,null,2481,null,null,2455,null,null,2596,null,null,2941,null,null,3304,null,null,2942,null,null,3342,null,null,3316,null,null,2762,null,null,4727,null,null,5907,null,null,5274,null,null,5403,null,null,4295,null,null,4853,null,null,4006,null,null,08
700583,9248,17354,2458,8614,1456,11640,2026,14531,2022,14883,1867,19459,2082,17364,2127,19219,2158,17960,1866,37865,2805,60521,3695,95335,4268,86743,4335,73935,3725,83040,3962,122120,4700,9248,null,null,2458,null,null,1456,null,null,2026,null,null,2022,null,null,1867,null,null,2082,null,null,2127,null,null,2158,null,null,1866,null,null,2805,null,null,3695,null,null,4268,null,null,4335,null,null,3725,null,null,3962,null,null,4700,null,null,09
168772,4020,4648,1049,2199,734,2927,786,4758,1143,4588,1102,6459,1444,5300,1061,6330,1118,8059,1560,14638,1870,18122,1832,27038,2255,20264,2221,14959,1578,14313,1604,14170,1527,4020,null,null,1049,null,null,734,null,null,786,null,null,1143,null,null,1102,null,null,1444,null,null,1061,null,null,1118,null,null,1560,null,null,1870,null,null,1832,null,null,2255,null,null,2221,null,null,1578,null,null,1604,null,null,1527,null,null,10
48414,2414,492,337,41,70,218,243,415,275,169,161,266,208,170,155,391,275,541,495,669,323,1383,436,3457,1065,4516,909,4995,953,8297,1632,22394,1675,2414,null,null,337,null,null,70,null,null,243,null,null,275,null,null,161,null,null,208,null,null,155,null,null,275,null,null,495,null,null,323,null,null,436,null,null,1065,null,null,909,null,null,953,null,null,1632,null,null,1675,null,null,11
