B10052_001E,B10052_001M,B10052_002E,B10052_002M,B10052_003E,B10052_003M,B10052_004E,B10052_004M,B10052_005E,B10052_005M,B10052_006E,B10052_006M,B10052_007E,B10052_007M,B10052_008E,B10052_008M,B10052_009E,B10052_009M,B10052_010E,B10052_010M,B10052_011E,B10052_011M,B10052_001M,B10052_001EA,B10052_001MA,B10052_002M,B10052_002EA,B10052_002MA,B10052_003M,B10052_003EA,B10052_003MA,B10052_004M,B10052_004EA,B10052_004MA,B10052_005M,B10052_005EA,B10052_005MA,B10052_006M,B10052_006EA,B10052_006MA,B10052_007M,B10052_007EA,B10052_007MA,B10052_008M,B10052_008EA,B10052_008MA,B10052_009M,B10052_009EA,B10052_009MA,B10052_010M,B10052_010EA,B10052_010MA,B10052_011M,B10052_011EA,B10052_011MA,state
18529,2342,5501,1273,1619,585,681,383,938,415,3882,1127,13028,2070,5176,1388,2897,976,2279,757,7852,1643,2342,null,null,1273,null,null,585,null,null,383,null,null,415,null,null,1127,null,null,2070,null,null,1388,null,null,976,null,null,757,null,null,1643,null,null,23
141930,7371,32823,3387,10193,1756,5366,1494,4827,955,22630,3018,109107,6030,35843,4283,22056,3409,13787,2001,73264,4531,7371,null,null,3387,null,null,1756,null,null,1494,null,null,955,null,null,3018,null,null,6030,null,null,4283,null,null,3409,null,null,2001,null,null,4531,null,null,24
124446,7121,32828,3396,9339,1687,4595,1094,4744,1328,23489,2775,91618,6283,22634,2575,12916,2001,9718,1526,68984,5321,7121,null,null,3396,null,null,1687,null,null,1094,null,null,1328,null,null,2775,null,null,6283,null,null,2575,null,null,2001,null,null,1526,null,null,5321,null,null,25
173155,8154,50471,3642,17568,1953,7833,1298,9735,1458,32903,3065,122684,6379,45870,3410,29169,2887,16701,1906,76814,4864,8154,null,null,3642,null,null,1953,null,null,1298,null,null,1458,null,null,3065,null,null,6379,null,null,3410,null,null,2887,null,null,1906,null,null,4864,null,null,26
65256,3825,16444,2039,5192,1033,2381,723,2811,739,11252,1575,48812,3316,14446,1894,8911,1570,5535,1194,34366,2570,3825,null,null,2039,null,null,1033,null,null,723,null,null,739,null,null,1575,null,null,3316,null,null,1894,null,null,1570,null,null,1194,null,null,2570,null,null,27
87685,4655,26150,2814,12962,2000,7247,1641,5715,1113,13188,2218,61535,4054,33621,2696,22485,2259,11136,1675,27914,2940,4655,null,null,2814,null,null,2000,null,null,1641,null,null,1113,null,null,2218,null,null,4054,null,null,2696,null,null,2259,null,null,1675,null,null,2940,null,null,28
116601,6120,37204,2959,16793,1915,8216,1276,8577,1564,20411,2336,79397,5182,41029,4145,26827,3258,14202,2527,38368,3027,6120,null,null,2959,null,null,1915,null,null,1276,null,null,1564,null,null,2336,null,null,5182,null,null,4145,null,null,3258,null,null,2527,null,null,3027,null,null,29
14189,1897,3774,810,1609,508,1008,403,601,269,2165,644,10415,1609,5584,1214,2674,763,2910,789,4831,1099,1897,null,null,810,null,null,508,null,null,403,null,null,269,null,null,644,null,null,1609,null,null,1214,null,null,763,null,null,789,null,null,1099,null,null,30
26799,2725,6397,1151,2430,636,1024,441,1406,544,3967,944,20402,2684,6502,1334,4159,1153,2343,704,13900,2172,2725,null,null,1151,null,null,636,null,null,441,null,null,544,null,null,944,null,null,2684,null,null,1334,null,null,1153,null,null,704,null,null,2172,null,null,31
67783,5396,16533,2585,5685,1299,2743,869,2942,856,10848,2049,51250,4748,18206,3000,10365,2306,7841,1678,33044,3410,5396,null,null,2585,null,null,1299,null,null,869,null,null,856,null,null,2049,null,null,4748,null,null,3000,null,null,2306,null,null,1678,null,null,3410,null,null,32
22686,2933,7310,1691,2368,1046,989,547,1379,887,4942,1244,15376,2280,5615,1338,4035,1190,1580,592,9761,1727,2933,null,null,1691,null,null,1046,null,null,547,null,null,887,null,null,1244,null,null,2280,null,null,1338,null,null,1190,null,null,592,null,null,1727,null,null,33
190847,8276,45326,4214,11426,2307,5238,1427,6188,1704,33900,3510,145521,7422,34308,3644,18728,2723,15580,2173,111213,6230,8276,null,null,4214,null,null,2307,null,null,1427,null,null,1704,null,null,3510,null,null,7422,null,null,3644,null,null,2723,null,null,2173,null,null,6230,null,null,34
55807,4733,16279,2137,6826,1653,3508,1179,3318,1171,9453,1480,39528,3979,16655,2649,10587,2192,6068,1092,22873,3130,4733,null,null,2137,null,null,1653,null,null,1179,null,null,1171,null,null,1480,null,null,3979,null,null,2649,null,null,2192,null,null,1092,null,null,3130,null,null,35
454630,13176,108466,4516,26146,2540,11677,1889,14469,1820,82320,3973,346164,12129,98077,7279,53811,5085,44266,4062,248087,9978,13176,null,null,4516,null,null,2540,null,null,1889,null,null,1820,null,null,3973,null,null,12129,null,null,7279,null,null,5085,null,null,4062,null,null,9978,null,null,36
213951,9814,66176,5721,26044,3125,13203,2043,12841,2045,40132,4270,147775,7542,65544,5286,43896,4384,21648,2609,82231,5949,9814,null,null,5721,null,null,3125,null,null,2043,null,null,2045,null,null,4270,null,null,7542,null,null,5286,null,null,4384,null,null,2609,null,null,5949,null,null,37
6252,1343,1931,552,1046,451,502,288,544,295,885,403,4321,1069,2233,846,1662,683,571,332,2088,633,1343,null,null,552,null,null,451,null,null,288,null,null,295,null,null,403,null,null,1069,null,null,846,null,null,683,null,null,332,null,null,633,null,null,38
212993,7523,65152,3475,26348,2424,12596,1625,13752,2179,38804,2784,147841,6598,65096,4972,42498,3717,22598,2348,82745,4754,7523,null,null,3475,null,null,2424,null,null,1625,null,null,2179,null,null,2784,null,null,6598,null,null,4972,null,null,3717,null,null,2348,null,null,4754,null,null,39
88443,4496,27866,2125,14805,1580,7367,1071,7438,1010,13061,1443,60577,3624,31562,2545,20191,1996,11371,1427,29015,2361,4496,null,null,2125,null,null,1580,null,null,1071,null,null,1010,null,null,1443,null,null,3624,null,null,2545,null,null,1996,null,null,1427,null,null,2361,null,null,40
71533,5377,21341,3224,6301,1484,2512,736,3789,1259,15040,2357,50192,4187,14700,2074,7928,1552,6772,1418,35492,3784,5377,null,null,3224,null,null,1484,null,null,736,null,null,1259,null,null,2357,null,null,4187,null,null,2074,null,null,1552,null,null,1418,null,null,3784,null,null,41
239091,9128,72980,4856,24829,2647,14053,2033,10776,1717,48151,3583,166111,7676,57055,3830,35938,3542,21117,1869,109056,6361,9128,null,null,4856,null,null,2647,null,null,2033,null,null,1717,null,null,3583,null,null,7676,null,null,3830,null,null,3542,null,null,1869,null,null,6361,null,null,42
20917,2474,6195,1878,3201,1509,1621,967,1580,935,2994,868,14722,2016,3864,1168,2359,1014,1505,573,10858,1631,2474,null,null,1878,null,null,1509,null,null,967,null,null,935,null,null,868,null,null,2016,null,null,1168,null,null,1014,null,null,573,null,null,1631,null,null,44
119729,7238,37723,3702,15567,2011,7183,1446,8384,1354,22156,2711,82006,5736,35556,3584,20264,2908,15292,1860,46450,4987,7238,null,null,3702,null,null,2011,null,null,1446,null,null,1354,null,null,2711,null,null,5736,null,null,3584,null,null,2908,null,null,1860,null,null,4987,null,null,45
10916,1348,2878,626,1390,431,625,304,765,294,1488,462,8038,1203,3875,851,2415,614,1460,543,4163,912,1348,null,null,626,null,null,431,null,null,304,null,null,294,null,null,462,null,null,1203,null,null,851,null,null,614,null,null,543,null,null,912,null,null,46
153183,7542,49786,3584,21374,2429,10388,1602,10986,1858,28412,2537,103397,6087,50149,4323,31233,3172,18916,2463,53248,4076,7542,null,null,3584,null,null,2429,null,null,1602,null,null,1858,null,null,2537,null,null,6087,null,null,4323,null,null,3172,null,null,2463,null,null,4076,null,null,47
769462,18907,199453,8290,63465,3491,29085,2889,34380,2717,135988,7650,570009,16527,224038,9867,153236,7935,70802,5549,345971,14762,18907,null,null,8290,null,null,3491,null,null,2889,null,null,2717,null,null,7650,null,null,16527,null,null,9867,null,null,7935,null,null,5549,null,null,14762,null,null,48
63379,4578,15018,2010,4605,1072,1979,813,2626,669,10413,1724,48361,4151,14648,2452,8476,1858,6172,1535,33713,3341,4578,null,null,2010,null,null,1072,null,null,813,null,null,669,null,null,1724,null,null,4151,null,null,2452,null,null,1858,null,null,1535,null,null,3341,null,null,49
9327,1589,2793,899,811,435,317,244,494,310,1982,791,6534,1313,2196,782,1546,638,650,321,4338,1111,1589,null,null,899,null,null,435,null,null,244,null,null,310,null,null,791,null,null,1313,null,null,782,null,null,638,null,null,321,null,null,1111,null,null,50
199007,9085,50250,4134,18578,2415,8300,1421,10278,1658,31672,3406,148757,7697,53780,4422,31408,3312,22372,2853,94977,6410,9085,null,null,4134,null,null,2415,null,null,1421,null,null,1658,null,null,3406,null,null,7697,null,null,4422,null,null,3312,null,null,2853,null,null,6410,null,null,51
130500,6544,35870,2889,10633,1800,3844,1055,6789,1423,25237,2615,94630,5975,32613,3147,20426,2698,12187,2053,62017,4717,6544,null,null,2889,null,null,1800,null,null,1055,null,null,1423,null,null,2615,null,null,5975,null,null,3147,null,null,2698,null,null,2053,null,null,4717,null,null,53
46480,4542,16226,2435,8136,1628,3429,1007,4707,1145,8090,1863,30254,3493,16349,2446,10849,2094,5500,1343,13905,2465,4542,null,null,2435,null,null,1628,null,null,1007,null,null,1145,null,null,1863,null,null,3493,null,null,2446,null,null,2094,null,null,1343,null,null,2465,null,null,54
71144,4645,18038,2011,6317,1141,3515,870,2802,759,11721,1666,53106,3840,17798,2081,12742,1818,5056,1078,35308,3200,4645,null,null,2011,null,null,1141,null,null,870,null,null,759,null,null,1666,null,null,3840,null,null,2081,null,null,1818,null,null,1078,null,null,3200,null,null,55
10139,2392,3825,1332,1947,733,897,555,1050,451,1878,1112,6314,1580,2482,1004,1863,831,619,352,3832,1025,2392,null,null,1332,null,null,733,null,null,555,null,null,451,null,null,1112,null,null,1580,null,null,1004,null,null,831,null,null,352,null,null,1025,null,null,56
96568,5605,32787,3414,10842,1608,3641,1043,7201,1377,21945,2916,63781,3919,28251,2923,15849,2241,12402,1972,35530,3425,5605,null,null,3414,null,null,1608,null,null,1043,null,null,1377,null,null,2916,null,null,3919,null,null,2923,null,null,2241,null,null,1972,null,null,3425,null,null,72
118460,6036,38887,3701,17489,2028,9457,1850,8032,1074,21398,2919,79573,4970,42279,3616,28907,3394,13372,1856,37294,3127,6036,null,null,3701,null,null,2028,null,null,1850,null,null,1074,null,null,2919,null,null,4970,null,null,3616,null,null,3394,null,null,1856,null,null,3127,null,null,01
16460,2221,4643,848,1971,548,636,330,1335,420,2672,749,11817,1961,4903,1182,3250,1068,1653,489,6914,1603,2221,null,null,848,null,null,548,null,null,330,null,null,420,null,null,749,null,null,1961,null,null,1182,null,null,1068,null,null,489,null,null,1603,null,null,02
183310,9592,47733,4179,16060,2451,7396,1654,8664,1703,31673,3016,135577,8088,57732,5480,36965,4240,20767,2926,77845,5339,9592,null,null,4179,null,null,2451,null,null,1654,null,null,1703,null,null,3016,null,null,8088,null,null,5480,null,null,4240,null,null,2926,null,null,5339,null,null,04
77102,4990,26850,3176,13704,2201,8010,1855,5694,1163,13146,1930,50252,4206,28786,3171,19123,2542,9663,1571,21466,3030,4990,null,null,3176,null,null,2201,null,null,1855,null,null,1163,null,null,1930,null,null,4206,null,null,3171,null,null,2542,null,null,1571,null,null,3030,null,null,05
1151223,20943,269594,10962,51887,4023,21297,2903,30590,2879,217707,10234,881629,19519,197212,9867,116401,7307,80811,5206,684417,15809,20943,null,null,10962,null,null,4023,null,null,2903,null,null,2879,null,null,10234,null,null,19519,null,null,9867,null,null,7307,null,null,5206,null,null,15809,null,null,06
102834,6501,24087,2795,7847,1402,3753,868,4094,901,16240,2273,78747,5541,28023,2902,17487,2480,10536,1527,50724,4481,6501,null,null,2795,null,null,1402,null,null,868,null,null,901,null,null,2273,null,null,5541,null,null,2902,null,null,2480,null,null,1527,null,null,4481,null,null,08
58683,4331,14063,1739,4050,1043,2437,933,1613,663,10013,1340,44620,3547,11994,2181,7737,1714,4257,1120,32626,3125,4331,null,null,1739,null,null,1043,null,null,933,null,null,663,null,null,1340,null,null,3547,null,null,2181,null,null,1714,null,null,1120,null,null,3125,null,null,09
21940,3196,5067,1421,1327,799,512,343,815,717,3740,1167,16873,2831,5856,1462,3471,1153,2385,854,11017,2476,3196,null,null,1421,null,null,799,null,null,343,null,null,717,null,null,1167,null,null,2831,null,null,1462,null,null,1153,null,null,854,null,null,2476,null,null,10
9489,1524,2796,844,1243,676,560,398,683,514,1553,638,6693,1398,1111,532,567,335,544,381,5582,1294,1524,null,null,844,null,null,676,null,null,398,null,null,514,null,null,638,null,null,1398,null,null,532,null,null,335,null,null,381,null,null,1294,null,null,11
