B12501_001E,B12501_001M,B12501_002E,B12501_002M,B12501_003E,B12501_003M,B12501_004E,B12501_004M,B12501_005E,B12501_005M,B12501_006E,B12501_006M,B12501_007E,B12501_007M,B12501_008E,B12501_008M,B12501_009E,B12501_009M,B12501_010E,B12501_010M,B12501_011E,B12501_011M,B12501_001M,B12501_001EA,B12501_001MA,B12501_002M,B12501_002EA,B12501_002MA,B12501_003M,B12501_003EA,B12501_003MA,B12501_004M,B12501_004EA,B12501_004MA,B12501_005M,B12501_005EA,B12501_005MA,B12501_006M,B12501_006EA,B12501_006MA,B12501_007M,B12501_007EA,B12501_007MA,B12501_008M,B12501_008EA,B12501_008MA,B12501_009M,B12501_009EA,B12501_009MA,B12501_010M,B12501_010EA,B12501_010MA,B12501_011M,B12501_011EA,B12501_011MA,state
17195240,5550,8325278,5933,2929277,19817,5396001,19789,140597,7452,5255404,19902,8869962,5030,2541569,21512,6328393,20678,128836,7367,6199557,19526,5550,null,null,5933,null,null,19817,null,null,19789,null,null,7452,null,null,19902,null,null,5030,null,null,21512,null,null,20678,null,null,7367,null,null,19526,null,null,12
8232061,4501,3957018,5359,1458472,16645,2498546,16690,80280,6150,2418266,16161,4275043,5948,1344777,14673,2930266,14316,75814,5047,2854452,14880,4501,null,null,5359,null,null,16645,null,null,16690,null,null,6150,null,null,16161,null,null,5948,null,null,14673,null,null,14316,null,null,5047,null,null,14880,null,null,13
1168033,1222,583715,1510,223677,5630,360038,5609,12484,1793,347554,5774,584318,1217,170598,4641,413720,4484,11632,1645,402088,4338,1222,null,null,1510,null,null,5630,null,null,5609,null,null,1793,null,null,5774,null,null,1217,null,null,4641,null,null,4484,null,null,1645,null,null,4338,null,null,15
1320797,1891,655592,2247,201696,6339,453896,6201,12753,2117,441143,5788,665205,2447,162455,6087,502750,6337,13773,2214,488977,5578,1891,null,null,2247,null,null,6339,null,null,6201,null,null,2117,null,null,5788,null,null,2447,null,null,6087,null,null,6337,null,null,2214,null,null,5578,null,null,16
10394067,3072,5056969,4040,1940750,14617,3116219,14034,85551,4902,3030668,13759,5337098,4147,1747773,13976,3589325,13172,81248,4402,3508077,12960,3072,null,null,4040,null,null,14617,null,null,14034,null,null,4902,null,null,13759,null,null,4147,null,null,13976,null,null,13172,null,null,4402,null,null,12960,null,null,17
5331071,3783,2600798,4287,901195,10269,1699603,10292,51671,4308,1647932,10565,2730273,4074,778923,9235,1951350,9801,54557,4570,1896793,9918,3783,null,null,4287,null,null,10269,null,null,10292,null,null,4308,null,null,10565,null,null,4074,null,null,9235,null,null,9801,null,null,4570,null,null,9918,null,null,18
2529447,2234,1245027,3140,415556,7499,829471,6846,20132,1864,809339,6493,1284420,2575,337782,6183,946638,6583,20392,1915,926246,6213,2234,null,null,3140,null,null,7499,null,null,6846,null,null,1864,null,null,6493,null,null,2575,null,null,6183,null,null,6583,null,null,1915,null,null,6213,null,null,19
2310304,2733,1142169,3270,386511,7231,755658,7322,22911,2229,732747,7157,1168135,3002,308531,6833,859604,6401,22520,2570,837084,6321,2733,null,null,3270,null,null,7231,null,null,7322,null,null,2229,null,null,7157,null,null,3002,null,null,6833,null,null,6401,null,null,2570,null,null,6321,null,null,20
3600690,3442,1752576,4457,579303,8578,1173273,8329,33197,3051,1140076,8229,1848114,3452,488955,7772,1359159,7760,33408,2739,1325751,7554,3442,null,null,4457,null,null,8578,null,null,8329,null,null,3051,null,null,8229,null,null,3452,null,null,7772,null,null,7760,null,null,2739,null,null,7554,null,null,21
3751715,3855,1815491,4285,725764,9677,1089727,9435,26759,3009,1062968,9081,1936224,3795,641451,10549,1294773,10294,29134,3178,1265639,10170,3855,null,null,4285,null,null,9677,null,null,9435,null,null,3009,null,null,9081,null,null,3795,null,null,10549,null,null,10294,null,null,3178,null,null,10170,null,null,22
1123728,1151,544729,1571,177638,4869,367091,4688,6840,1328,360251,4639,578999,1344,149838,4326,429161,4448,8999,1661,420162,4285,1151,null,null,1571,null,null,4869,null,null,4688,null,null,1328,null,null,4639,null,null,1344,null,null,4326,null,null,4448,null,null,1661,null,null,4285,null,null,23
4902314,1692,2346134,2637,903101,10228,1443033,10037,41310,3295,1401723,10468,2556180,2429,850257,10994,1705923,10393,42786,2945,1663137,9903,1692,null,null,2637,null,null,10228,null,null,10037,null,null,3295,null,null,10468,null,null,2429,null,null,10994,null,null,10393,null,null,2945,null,null,9903,null,null,24
5683233,1618,2728402,1947,1099367,11323,1629035,11757,45224,3440,1583811,11705,2954831,1978,1029325,9925,1925506,10038,44540,3198,1880966,9647,1618,null,null,1947,null,null,11323,null,null,11757,null,null,3440,null,null,11705,null,null,1978,null,null,9925,null,null,10038,null,null,3198,null,null,9647,null,null,25
8138464,2733,3967891,2684,1449488,11964,2518403,12357,65284,3918,2453119,11709,4170573,2763,1269324,11733,2901249,11478,68218,3644,2833031,10470,2733,null,null,2684,null,null,11964,null,null,12357,null,null,3918,null,null,11709,null,null,2763,null,null,11733,null,null,11478,null,null,3644,null,null,10470,null,null,26
