B19126_001E,B19126_001M,B19126_002E,B19126_002M,B19126_003E,B19126_003M,B19126_004E,B19126_004M,B19126_005E,B19126_005M,B19126_006E,B19126_006M,B19126_007E,B19126_007M,B19126_008E,B19126_008M,B19126_009E,B19126_009M,B19126_010E,B19126_010M,B19126_011E,B19126_011M,B19126_001M,B19126_001EA,B19126_001MA,B19126_002M,B19126_002EA,B19126_002MA,B19126_003M,B19126_003EA,B19126_003MA,B19126_004M,B19126_004EA,B19126_004MA,B19126_005M,B19126_005EA,B19126_005MA,B19126_006M,B19126_006EA,B19126_006MA,B19126_007M,B19126_007EA,B19126_007MA,B19126_008M,B19126_008EA,B19126_008MA,B19126_009M,B19126_009EA,B19126_009MA,B19126_010M,B19126_010EA,B19126_010MA,B19126_011M,B19126_011EA,B19126_011MA,state
68277,1932,78736,1840,89342,3130,72001,1909,37552,3087,40495,4706,33983,5261,49950,8604,35770,3530,27967,2833,44601,4909,1932,null,null,1840,null,null,3130,null,null,1909,null,null,3087,null,null,4706,null,null,5261,null,null,8604,null,null,3530,null,null,2833,null,null,4909,null,null,23
95336,976,115074,1052,121849,1884,110428,1231,54913,1668,65385,2955,56576,6565,76185,5638,51057,1698,39503,2779,64601,2185,976,null,null,1052,null,null,1884,null,null,1231,null,null,1668,null,null,2955,null,null,6565,null,null,5638,null,null,1698,null,null,2779,null,null,2185,null,null,24
95207,1017,114814,1374,130036,2173,104196,1455,48895,1435,61647,2897,52076,2673,69233,5142,43919,1721,30875,1151,61500,1962,1017,null,null,1374,null,null,2173,null,null,1455,null,null,1435,null,null,2897,null,null,2673,null,null,5142,null,null,1721,null,null,1151,null,null,1962,null,null,25
67330,528,80908,486,90957,1139,76141,685,35865,574,45290,1623,38477,3152,51504,1643,32283,481,24272,837,44451,1022,528,null,null,486,null,null,1139,null,null,685,null,null,574,null,null,1623,null,null,3152,null,null,1643,null,null,481,null,null,837,null,null,1022,null,null,26
83344,991,95551,846,106353,1267,87568,1069,43383,1658,52373,2608,48127,2629,64539,4044,38147,1290,31059,879,53635,2752,991,null,null,846,null,null,1267,null,null,1069,null,null,1658,null,null,2608,null,null,2629,null,null,4044,null,null,1290,null,null,879,null,null,2752,null,null,27
52672,1093,69375,1551,76763,2039,65703,1603,28345,1546,40417,3166,32738,4278,47674,5654,25718,1526,19780,1543,33280,2511,1093,null,null,1551,null,null,2039,null,null,1603,null,null,1546,null,null,3166,null,null,4278,null,null,5654,null,null,1526,null,null,1543,null,null,2511,null,null,28
65058,683,77617,887,86782,1321,72350,951,35575,766,41187,1584,36184,2494,47345,2821,33133,1402,26443,1351,43512,1292,683,null,null,887,null,null,1321,null,null,951,null,null,766,null,null,1584,null,null,2494,null,null,2821,null,null,1402,null,null,1351,null,null,1292,null,null,29
66288,1333,74369,1949,84550,2938,69274,2315,37513,2168,44933,4167,40439,2370,52985,4580,33440,2912,24471,3075,40471,3248,1333,null,null,1949,null,null,2938,null,null,2315,null,null,2168,null,null,4167,null,null,2370,null,null,4580,null,null,2912,null,null,3075,null,null,3248,null,null,30
73488,1252,85180,1246,91085,1460,81280,1505,39471,2128,50073,2898,45755,2453,56227,5548,35639,1450,27849,2271,49344,3149,1252,null,null,1246,null,null,1460,null,null,1505,null,null,2128,null,null,2898,null,null,2453,null,null,5548,null,null,1450,null,null,2271,null,null,3149,null,null,31
65384,1229,76880,1094,77927,2299,76336,1366,41818,1599,51605,2901,44025,3615,59978,4444,36474,1439,26099,1411,51764,2412,1229,null,null,1094,null,null,2299,null,null,1366,null,null,1599,null,null,2901,null,null,3615,null,null,4444,null,null,1439,null,null,1411,null,null,2412,null,null,32
86696,1850,98088,2107,109790,3426,90916,2860,51532,1588,59837,8724,48998,5602,80129,8498,50007,4146,36541,3990,59191,7737,1850,null,null,2107,null,null,3426,null,null,2860,null,null,1588,null,null,8724,null,null,5602,null,null,8498,null,null,4146,null,null,3990,null,null,7737,null,null,33
94546,1124,112928,1165,122973,2360,105604,1277,49520,1371,62142,2873,47698,3888,75065,4274,45045,1366,31699,964,59773,1801,1124,null,null,1165,null,null,2360,null,null,1277,null,null,1371,null,null,2873,null,null,3888,null,null,4274,null,null,1366,null,null,964,null,null,1801,null,null,34
56802,1445,70739,1561,71826,3031,70210,2059,32300,1662,39542,3290,29942,3257,49267,5665,30238,1572,20763,1716,44608,2427,1445,null,null,1561,null,null,3031,null,null,2059,null,null,1662,null,null,3290,null,null,3257,null,null,5665,null,null,1572,null,null,1716,null,null,2427,null,null,35
77379,578,96170,682,102154,948,91871,785,43674,840,53984,2103,43755,2338,62298,1941,40294,627,28873,913,52739,1267,578,null,null,682,null,null,948,null,null,785,null,null,840,null,null,2103,null,null,2338,null,null,1941,null,null,627,null,null,913,null,null,1267,null,null,36
62289,524,76219,668,83793,1550,71705,846,32362,729,41336,1097,37691,2083,45387,1806,30171,606,24203,1066,38307,1181,524,null,null,668,null,null,1550,null,null,846,null,null,729,null,null,1097,null,null,2083,null,null,1806,null,null,606,null,null,1066,null,null,1181,null,null,37
79530,2144,88257,2139,98165,4102,81436,1865,36546,2506,48543,3291,40298,8032,60107,15186,32233,2465,26292,2259,52821,11321,2144,null,null,2139,null,null,4102,null,null,1865,null,null,2506,null,null,3291,null,null,8032,null,null,15186,null,null,2465,null,null,2259,null,null,11321,null,null,38
66722,434,81154,543,91432,968,75324,705,35164,652,46266,1470,40583,1533,54416,1706,31612,624,23528,1307,43437,1105,434,null,null,543,null,null,968,null,null,705,null,null,652,null,null,1470,null,null,1533,null,null,1706,null,null,624,null,null,1307,null,null,1105,null,null,39
61633,649,73745,924,76695,1566,71881,1369,33085,1284,44463,2759,39901,3265,50827,2007,28997,1383,21598,712,40109,1418,649,null,null,924,null,null,1566,null,null,1369,null,null,1284,null,null,2759,null,null,3265,null,null,2007,null,null,1383,null,null,712,null,null,1418,null,null,40
70929,984,81829,896,90089,2247,78305,1431,39717,1602,50466,2614,44460,2965,59000,4299,34417,2124,26672,2079,43948,1531,984,null,null,896,null,null,2247,null,null,1431,null,null,1602,null,null,2614,null,null,2965,null,null,4299,null,null,2124,null,null,2079,null,null,1531,null,null,41
72313,457,85904,623,96987,1085,80097,714,40205,622,50537,813,42442,2393,57586,2584,36058,651,27595,976,47669,1300,457,null,null,623,null,null,1085,null,null,714,null,null,622,null,null,813,null,null,2393,null,null,2584,null,null,651,null,null,976,null,null,1300,null,null,42
77940,2404,95621,2529,105095,5177,90214,2712,41745,2353,58592,5090,47036,11631,67132,10480,37528,4105,28079,3735,46954,5652,2404,null,null,2529,null,null,5177,null,null,2712,null,null,2353,null,null,5090,null,null,11631,null,null,10480,null,null,4105,null,null,3735,null,null,5652,null,null,44
61535,772,75978,984,82496,2082,72483,1312,32862,1181,41777,2666,35440,3307,50457,4023,31280,672,23959,1862,40315,1570,772,null,null,984,null,null,2082,null,null,1312,null,null,1181,null,null,2666,null,null,3307,null,null,4023,null,null,672,null,null,1862,null,null,1570,null,null,45
70853,1560,80563,1722,89063,2975,74089,2475,35476,1888,41610,2853,40337,2949,44505,5266,31927,1974,27586,3277,42610,3608,1560,null,null,1722,null,null,2975,null,null,2475,null,null,1888,null,null,2853,null,null,2949,null,null,5266,null,null,1974,null,null,3277,null,null,3608,null,null,46
60659,709,72877,999,78875,1883,69561,990,32303,889,40684,1511,34771,3127,45514,3703,30517,859,23179,967,39795,1465,709,null,null,999,null,null,1883,null,null,990,null,null,889,null,null,1511,null,null,3127,null,null,3703,null,null,859,null,null,967,null,null,1465,null,null,47
67025,467,82401,640,84558,1281,81119,739,37357,538,49892,1162,41016,886,57100,1645,33352,696,26431,554,44418,1115,467,null,null,640,null,null,1281,null,null,739,null,null,538,null,null,1162,null,null,886,null,null,1645,null,null,696,null,null,554,null,null,1115,null,null,48
74181,1212,81946,1073,84554,2340,79387,2270,45417,2076,55887,3109,48666,6200,66096,8719,40462,1863,30826,2274,54537,2152,1212,null,null,1073,null,null,2340,null,null,2270,null,null,2076,null,null,3109,null,null,6200,null,null,8719,null,null,1863,null,null,2274,null,null,2152,null,null,49
74805,2276,85031,2640,93856,4807,80486,2179,37905,3169,46844,5996,43579,8024,59554,14321,34467,3277,28471,2154,48018,8844,2276,null,null,2640,null,null,4807,null,null,2179,null,null,3169,null,null,5996,null,null,8024,null,null,14321,null,null,3277,null,null,2154,null,null,8844,null,null,50
83306,818,99540,918,108831,1706,93342,1089,43087,1188,52527,2835,45895,2467,59552,2926,40026,1177,31040,1192,51063,1577,818,null,null,918,null,null,1706,null,null,1089,null,null,1188,null,null,2835,null,null,2467,null,null,2926,null,null,1177,null,null,1192,null,null,1577,null,null,51
81234,792,93529,1264,100127,1439,89992,1322,43554,1400,55154,2363,48812,3360,62956,6295,39924,1553,30478,1285,51080,1907,792,null,null,1264,null,null,1439,null,null,1322,null,null,1400,null,null,2363,null,null,3360,null,null,6295,null,null,1553,null,null,1285,null,null,1907,null,null,53
56703,1030,67922,1322,76599,3140,64220,1811,29146,1656,34413,5649,30506,1936,41639,6500,27023,1270,20451,1347,37504,3154,1030,null,null,1322,null,null,3140,null,null,1811,null,null,1656,null,null,5649,null,null,1936,null,null,6500,null,null,1270,null,null,1347,null,null,3154,null,null,54
72891,693,83951,633,95429,1274,77334,746,38634,914,49424,2516,42178,2143,57440,2175,34323,1580,26803,1262,48345,1947,693,null,null,633,null,null,1274,null,null,746,null,null,914,null,null,2516,null,null,2143,null,null,2175,null,null,1580,null,null,1262,null,null,1947,null,null,55
73574,2463,83041,3007,91414,5054,77902,4172,45422,2827,61790,5459,57194,10592,66785,4821,38302,5916,29563,6811,47805,7864,2463,null,null,3007,null,null,5054,null,null,4172,null,null,2827,null,null,5459,null,null,10592,null,null,4821,null,null,5916,null,null,6811,null,null,7864,null,null,56
24212,475,31768,701,40469,1576,29100,769,15986,573,20565,1555,16539,1595,23683,1573,14680,676,8417,755,19629,786,475,null,null,701,null,null,1576,null,null,769,null,null,573,null,null,1555,null,null,1595,null,null,1573,null,null,676,null,null,755,null,null,786,null,null,72
59764,816,74165,1179,81609,1250,70094,903,30686,754,41095,2327,33816,5342,45772,4129,27609,1062,21756,1036,35022,1326,816,null,null,1179,null,null,1250,null,null,903,null,null,754,null,null,2327,null,null,5342,null,null,4129,null,null,1062,null,null,1036,null,null,1326,null,null,01
88604,2636,102909,2286,101315,5444,103734,2747,52877,3973,71493,10635,53094,9310,92044,25332,47557,3660,35928,5353,58634,6109,2636,null,null,2286,null,null,5444,null,null,2747,null,null,3973,null,null,10635,null,null,9310,null,null,25332,null,null,3660,null,null,5353,null,null,6109,null,null,02
63877,783,76533,850,80315,1598,74880,1065,38032,1108,46303,1515,39175,4900,52355,2271,35085,998,26503,1164,45381,1707,783,null,null,850,null,null,1598,null,null,1065,null,null,1108,null,null,1515,null,null,4900,null,null,2271,null,null,998,null,null,1164,null,null,1707,null,null,04
55484,780,67295,1110,74594,3185,63342,1141,30439,893,37798,2478,31660,2209,44487,2798,27806,1326,22026,935,36828,2268,780,null,null,1110,null,null,3185,null,null,1141,null,null,893,null,null,2478,null,null,2209,null,null,2798,null,null,1326,null,null,935,null,null,2268,null,null,05
77359,391,93776,575,94103,945,93547,783,45281,559,53708,1536,44107,2285,61626,1362,41422,530,30200,596,53870,914,391,null,null,575,null,null,945,null,null,783,null,null,559,null,null,1536,null,null,2285,null,null,1362,null,null,530,null,null,596,null,null,914,null,null,06
80761,727,91379,872,95757,1904,88371,1387,47007,1600,56336,2328,50120,3000,61145,3119,41997,1458,33945,2924,55602,2706,727,null,null,872,null,null,1904,null,null,1387,null,null,1600,null,null,2328,null,null,3000,null,null,3119,null,null,1458,null,null,2924,null,null,2706,null,null,08
94449,1492,113757,1586,125828,3227,107335,1765,46246,1424,60547,3938,50331,4978,66673,6105,41415,1433,29908,1785,59589,4197,1492,null,null,1586,null,null,3227,null,null,1765,null,null,1424,null,null,3938,null,null,4978,null,null,6105,null,null,1433,null,null,1785,null,null,4197,null,null,09
74251,3185,88558,2791,99298,5982,83627,3459,41624,1945,48224,5836,47624,8798,49360,15015,39913,2856,30406,4398,52511,6751,3185,null,null,2791,null,null,5982,null,null,3459,null,null,1945,null,null,5836,null,null,8798,null,null,15015,null,null,2856,null,null,4398,null,null,6751,null,null,10
98498,8129,157776,12169,170888,17090,152095,9995,38824,4953,57775,7977,36774,16533,68484,14003,34803,3665,29446,5017,46610,7003,8129,null,null,12169,null,null,17090,null,null,9995,null,null,4953,null,null,7977,null,null,16533,null,null,14003,null,null,3665,null,null,5017,null,null,7003,null,null,11
