C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,C23008_001M,C23008_001EA,C23008_001MA,C23008_002M,C23008_002EA,C23008_002MA,C23008_003M,C23008_003EA,C23008_003MA,C23008_004M,C23008_004EA,C23008_004MA,C23008_005M,C23008_005EA,C23008_005MA,C23008_006M,C23008_006EA,C23008_006MA,C23008_007M,C23008_007EA,C23008_007MA,C23008_008M,C23008_008EA,C23008_008MA,C23008_009M,C23008_009EA,C23008_009MA,C23008_010M,C23008_010EA,C23008_010MA,C23008_011M,C23008_011EA,C23008_011MA,C23008_012M,C23008_012EA,C23008_012MA,C23008_013M,C23008_013EA,C23008_013MA,C23008_014M,C23008_014EA,C23008_014MA,C23008_015M,C23008_015EA,C23008_015MA,C23008_016M,C23008_016EA,C23008_016MA,C23008_017M,C23008_017EA,C23008_017MA,C23008_018M,C23008_018EA,C23008_018MA,C23008_019M,C23008_019EA,C23008_019MA,state
3916874,10716,1287696,10980,760211,13150,439578,12413,273490,11944,29424,3918,17719,4010,527485,12965,423556,13028,103929,7890,2629178,12905,1597252,18226,1035424,17556,437205,15540,82060,5887,42563,5911,1031926,21097,866224,23823,165702,10858,10716,null,null,10980,null,null,13150,null,null,12413,null,null,11944,null,null,3918,null,null,4010,null,null,12965,null,null,13028,null,null,7890,null,null,12905,null,null,18226,null,null,17556,null,null,15540,null,null,5887,null,null,5911,null,null,21097,null,null,23823,null,null,10858,null,null,12
2370784,8688,745784,8143,439530,11104,251296,9980,168514,8398,15449,3150,4271,1467,306254,10086,243460,8872,62794,6071,1625000,10481,1002836,15199,651968,17498,292764,13530,41998,4919,16106,2902,622164,16913,517516,17337,104648,9196,8688,null,null,8143,null,null,11104,null,null,9980,null,null,8398,null,null,3150,null,null,1467,null,null,10086,null,null,8872,null,null,6071,null,null,10481,null,null,15199,null,null,17498,null,null,13530,null,null,4919,null,null,2902,null,null,16913,null,null,17337,null,null,9196,null,null,13
286037,3464,103327,2623,71172,3506,39967,3364,27999,3019,2137,715,1069,532,32155,3029,25700,2765,6455,1511,182710,3438,126832,4823,87347,5256,29049,3171,7015,1968,3421,1551,55878,4231,46852,4348,9026,2044,3464,null,null,2623,null,null,3506,null,null,3364,null,null,3019,null,null,715,null,null,532,null,null,3029,null,null,2765,null,null,1511,null,null,3438,null,null,4823,null,null,5256,null,null,3171,null,null,1968,null,null,1551,null,null,4231,null,null,4348,null,null,2044,null,null,15
421469,2724,133275,3252,97624,4178,47775,4019,46398,3650,2257,896,1194,500,35651,3883,26716,2993,8935,2231,288194,3667,213749,6431,126717,6766,75934,5568,8131,3419,2967,1015,74445,6318,61038,5907,13407,3074,2724,null,null,3252,null,null,4178,null,null,4019,null,null,3650,null,null,896,null,null,500,null,null,3883,null,null,2993,null,null,2231,null,null,3667,null,null,6431,null,null,6766,null,null,5568,null,null,3419,null,null,1015,null,null,6318,null,null,5907,null,null,3074,null,null,16
2805993,7004,894705,6534,592613,10524,376084,8366,194564,9304,17175,2480,4790,1192,302092,8722,250613,8527,51479,4144,1911288,8466,1258403,15162,845438,14498,347237,12738,49019,4298,16709,3062,652885,16278,554954,16088,97931,7741,7004,null,null,6534,null,null,10524,null,null,8366,null,null,9304,null,null,2480,null,null,1192,null,null,8722,null,null,8527,null,null,4144,null,null,8466,null,null,15162,null,null,14498,null,null,12738,null,null,4298,null,null,3062,null,null,16278,null,null,16088,null,null,7741,null,null,17
1489601,6338,481661,5904,312007,8055,179309,7497,117306,7414,10105,1813,5287,1246,169654,7986,135610,7578,34044,4419,1007940,7734,661368,10572,434470,11496,185289,8332,29030,3430,12579,2627,346572,10985,287965,10440,58607,5983,6338,null,null,5904,null,null,8055,null,null,7497,null,null,7414,null,null,1813,null,null,1246,null,null,7986,null,null,7578,null,null,4419,null,null,7734,null,null,10572,null,null,11496,null,null,8332,null,null,3430,null,null,2627,null,null,10985,null,null,10440,null,null,5983,null,null,18
695841,3386,229769,3608,158826,4574,109832,4565,42959,3635,3890,1324,2145,1180,70943,3992,57613,3600,13330,2345,466072,4353,330352,6409,250449,6878,64848,5222,10416,2308,4639,1477,135720,6452,117409,6029,18311,2623,3386,null,null,3608,null,null,4574,null,null,4565,null,null,3635,null,null,1324,null,null,1180,null,null,3992,null,null,3600,null,null,2345,null,null,4353,null,null,6409,null,null,6878,null,null,5222,null,null,2308,null,null,1477,null,null,6452,null,null,6029,null,null,2623,null,null,19
685239,4100,227350,3967,158771,5014,99596,4498,54405,3468,4244,1077,526,423,68579,4497,59020,4365,9559,1894,457889,4349,317097,8618,217224,7034,84155,6268,11809,2547,3909,1081,140792,7681,124890,7604,15902,2418,4100,null,null,3967,null,null,5014,null,null,4498,null,null,3468,null,null,1077,null,null,423,null,null,4497,null,null,4365,null,null,1894,null,null,4349,null,null,8618,null,null,7034,null,null,6268,null,null,2547,null,null,1081,null,null,7681,null,null,7604,null,null,2418,null,null,20
927917,6765,299112,4803,190396,5543,115520,5012,64467,4614,6083,1366,4326,1355,108716,5766,81894,5895,26822,3413,628805,7243,401712,9385,263750,9318,100694,6800,23747,2991,13521,2325,227093,7947,178072,6876,49021,4657,6765,null,null,4803,null,null,5543,null,null,5012,null,null,4614,null,null,1366,null,null,1355,null,null,5766,null,null,5895,null,null,3413,null,null,7243,null,null,9385,null,null,9318,null,null,6800,null,null,2991,null,null,2325,null,null,7947,null,null,6876,null,null,4657,null,null,21
1038911,7324,351708,5832,185260,7972,112022,6030,63062,5935,5642,2215,4534,1911,166448,8197,126456,7040,39992,5543,687203,8243,383369,13209,258329,10774,97099,7134,16541,3199,11400,2610,303834,11001,236576,9557,67258,6884,7324,null,null,5832,null,null,7972,null,null,6030,null,null,5935,null,null,2215,null,null,1911,null,null,8197,null,null,7040,null,null,5543,null,null,8243,null,null,13209,null,null,10774,null,null,7134,null,null,3199,null,null,2610,null,null,11001,null,null,9557,null,null,6884,null,null,22
