B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,B17012_001M,B17012_001EA,B17012_001MA,B17012_002M,B17012_002EA,B17012_002MA,B17012_003M,B17012_003EA,B17012_003MA,B17012_004M,B17012_004EA,B17012_004MA,B17012_005M,B17012_005EA,B17012_005MA,B17012_006M,B17012_006EA,B17012_006MA,B17012_007M,B17012_007EA,B17012_007MA,B17012_008M,B17012_008EA,B17012_008MA,B17012_009M,B17012_009EA,B17012_009MA,B17012_010M,B17012_010EA,B17012_010MA,B17012_011M,B17012_011EA,B17012_011MA,B17012_012M,B17012_012EA,B17012_012MA,B17012_013M,B17012_013EA,B17012_013MA,B17012_014M,B17012_014EA,B17012_014MA,B17012_015M,B17012_015EA,B17012_015MA,B17012_016M,B17012_016EA,B17012_016MA,B17012_017M,B17012_017EA,B17012_017MA,B17012_018M,B17012_018EA,B17012_018MA,B17012_019M,B17012_019EA,B17012_019MA,B17012_020M,B17012_020EA,B17012_020MA,B17012_021M,B17012_021EA,B17012_021MA,B17012_022M,B17012_022EA,B17012_022MA,B17012_023M,B17012_023EA,B17012_023MA,B17012_024M,B17012_024EA,B17012_024MA,B17012_025M,B17012_025EA,B17012_025MA,B17012_026M,B17012_026EA,B17012_026MA,B17012_027M,B17012_027EA,B17012_027MA,B17012_028M,B17012_028EA,B17012_028MA,B17012_029M,B17012_029EA,B17012_029MA,B17012_030M,B17012_030EA,B17012_030MA,B17012_031M,B17012_031EA,B17012_031MA,B17012_032M,B17012_032EA,B17012_032MA,B17012_033M,B17012_033EA,B17012_033MA,B17012_034M,B17012_034EA,B17012_034MA,B17012_035M,B17012_035EA,B17012_035MA,state
4864461,24241,509616,11766,212586,8397,106305,5243,68129,4804,33593,3427,4559,1219,297030,9329,50695,3961,15201,1844,28171,2753,6475,1542,848,625,246335,8534,45117,4045,141560,6853,52100,3803,7558,1417,4354845,24292,3301208,22640,2175387,17357,935582,16893,181358,6453,8881,1487,1053637,16811,314178,9800,166318,6058,132051,6451,14786,2494,1023,574,739459,13289,345189,10092,350882,10221,41670,3556,1718,905,24241,null,null,11766,null,null,8397,null,null,5243,null,null,4804,null,null,3427,null,null,1219,null,null,9329,null,null,3961,null,null,1844,null,null,2753,null,null,1542,null,null,625,null,null,8534,null,null,4045,null,null,6853,null,null,3803,null,null,1417,null,null,24292,null,null,22640,null,null,17357,null,null,16893,null,null,6453,null,null,1487,null,null,16811,null,null,9800,null,null,6058,null,null,6451,null,null,2494,null,null,574,null,null,13289,null,null,10092,null,null,10221,null,null,3556,null,null,905,null,null,12
2479003,18252,296261,9486,98369,5596,38888,3489,33105,3368,22890,2989,3486,985,197892,8132,31403,3648,10062,1915,14157,2276,6513,1852,671,524,166489,7280,23348,2373,96433,6034,39820,4331,6888,1924,2182742,17899,1649727,17956,936214,13670,580393,10110,123619,5548,9501,1935,533015,12699,143559,6820,67150,4993,67833,4768,8123,1782,453,298,389456,10800,164368,7113,199508,8584,23401,3480,2179,1224,18252,null,null,9486,null,null,5596,null,null,3489,null,null,3368,null,null,2989,null,null,985,null,null,8132,null,null,3648,null,null,1915,null,null,2276,null,null,1852,null,null,524,null,null,7280,null,null,2373,null,null,6034,null,null,4331,null,null,1924,null,null,17899,null,null,17956,null,null,13670,null,null,10110,null,null,5548,null,null,1935,null,null,12699,null,null,6820,null,null,4993,null,null,4768,null,null,1782,null,null,298,null,null,10800,null,null,7113,null,null,8584,null,null,3480,null,null,1224,null,null,13
315505,5105,18826,2161,9188,1635,4268,980,3442,1056,1217,620,261,251,9638,1405,1456,499,636,403,677,318,98,92,45,72,8182,1367,1244,572,4759,1059,1868,780,311,343,296679,5251,227048,4442,131049,4614,74631,3950,18525,2129,2843,820,69631,4306,24561,2657,11702,1820,10359,1794,1797,599,703,396,45070,3331,22947,2193,18244,2053,3630,1161,249,213,5105,null,null,2161,null,null,1635,null,null,980,null,null,1056,null,null,620,null,null,251,null,null,1405,null,null,499,null,null,403,null,null,318,null,null,92,null,null,72,null,null,1367,null,null,572,null,null,1059,null,null,780,null,null,343,null,null,5251,null,null,4442,null,null,4614,null,null,3950,null,null,2129,null,null,820,null,null,4306,null,null,2657,null,null,1820,null,null,1794,null,null,599,null,null,396,null,null,3331,null,null,2193,null,null,2053,null,null,1161,null,null,213,null,null,15
411617,7286,41274,3641,18995,2493,8343,1358,5330,1341,4394,1093,928,456,22279,2652,4329,1196,543,339,2754,1014,952,541,80,81,17950,2358,1943,731,10969,1676,3667,985,1371,805,370343,7745,309911,7489,186054,6459,84306,5353,34554,2685,4997,1187,60432,4200,23065,2770,9186,1718,11635,2279,2009,801,235,213,37367,2831,15866,1800,18128,2258,3275,1018,98,121,7286,null,null,3641,null,null,2493,null,null,1358,null,null,1341,null,null,1093,null,null,456,null,null,2652,null,null,1196,null,null,339,null,null,1014,null,null,541,null,null,81,null,null,2358,null,null,731,null,null,1676,null,null,985,null,null,805,null,null,7745,null,null,7489,null,null,6459,null,null,5353,null,null,2685,null,null,1187,null,null,4200,null,null,2770,null,null,1718,null,null,2279,null,null,801,null,null,213,null,null,2831,null,null,1800,null,null,2258,null,null,1018,null,null,121,null,null,16
3100613,17145,293044,9264,100093,4879,42342,3205,33992,2855,21078,2351,2681,839,192951,7560,30567,2824,7451,1274,16869,2358,5371,1172,876,523,162384,6885,27370,2582,91016,4881,37459,3114,6539,1428,2807569,16895,2166693,16751,1256303,12647,717135,11287,183201,5576,10054,1629,640876,13610,193591,7947,94964,4988,85640,5250,12259,1925,728,391,447285,9858,203690,7089,212015,7771,30270,2977,1310,669,17145,null,null,9264,null,null,4879,null,null,3205,null,null,2855,null,null,2351,null,null,839,null,null,7560,null,null,2824,null,null,1274,null,null,2358,null,null,1172,null,null,523,null,null,6885,null,null,2582,null,null,4881,null,null,3114,null,null,1428,null,null,16895,null,null,16751,null,null,12647,null,null,11287,null,null,5576,null,null,1629,null,null,13610,null,null,7947,null,null,4988,null,null,5250,null,null,1925,null,null,391,null,null,9858,null,null,7089,null,null,7771,null,null,2977,null,null,669,null,null,17
1645758,11176,157720,5867,55277,3038,20952,1952,18251,1838,12867,1735,3207,801,102443,5331,15008,2308,2480,808,9329,1540,2364,1262,835,483,87435,5238,9088,1618,53944,3943,21511,2306,2892,834,1488038,11737,1169978,10886,707495,8633,355977,7399,97080,4558,9426,1408,318060,8570,106359,4548,47573,3281,50844,3563,7312,1510,630,392,211701,7092,89078,4313,106496,5491,15662,2135,465,256,11176,null,null,5867,null,null,3038,null,null,1952,null,null,1838,null,null,1735,null,null,801,null,null,5331,null,null,2308,null,null,808,null,null,1540,null,null,1262,null,null,483,null,null,5238,null,null,1618,null,null,3943,null,null,2306,null,null,834,null,null,11737,null,null,10886,null,null,8633,null,null,7399,null,null,4558,null,null,1408,null,null,8570,null,null,4548,null,null,3281,null,null,3563,null,null,1510,null,null,392,null,null,7092,null,null,4313,null,null,5491,null,null,2135,null,null,256,null,null,18
795043,8419,60129,3265,20998,2375,9071,1307,5715,1184,4755,1222,1457,603,39131,2825,6280,1066,1534,473,3584,832,931,532,231,268,32851,2569,2409,680,21607,2167,7657,1164,1178,515,734914,8832,609995,7937,367550,6869,180336,5260,58509,3070,3600,760,124919,4495,43987,2954,16041,1930,23621,2261,4073,736,252,266,80932,4023,28295,2243,44917,3406,7382,1187,338,234,8419,null,null,3265,null,null,2375,null,null,1307,null,null,1184,null,null,1222,null,null,603,null,null,2825,null,null,1066,null,null,473,null,null,832,null,null,532,null,null,268,null,null,2569,null,null,680,null,null,2167,null,null,1164,null,null,515,null,null,8832,null,null,7937,null,null,6869,null,null,5260,null,null,3070,null,null,760,null,null,4495,null,null,2954,null,null,1930,null,null,2261,null,null,736,null,null,266,null,null,4023,null,null,2243,null,null,3406,null,null,1187,null,null,234,null,null,19
716005,8245,56464,3559,20734,1946,9133,1330,6277,1061,4818,1116,506,254,35730,2988,6011,1519,1664,828,3493,1012,831,449,23,42,29719,2531,4606,1111,18271,1993,5846,1051,996,593,659541,7653,535236,7871,315953,6186,168430,5018,47535,2681,3318,830,124305,4891,43449,2979,16679,2008,23940,2589,2666,833,164,182,80856,4034,30365,2266,42254,3202,7838,1367,399,340,8245,null,null,3559,null,null,1946,null,null,1330,null,null,1061,null,null,1116,null,null,254,null,null,2988,null,null,1519,null,null,828,null,null,1012,null,null,449,null,null,42,null,null,2531,null,null,1111,null,null,1993,null,null,1051,null,null,593,null,null,7653,null,null,7871,null,null,6186,null,null,5018,null,null,2681,null,null,830,null,null,4891,null,null,2979,null,null,2008,null,null,2589,null,null,833,null,null,182,null,null,4034,null,null,2266,null,null,3202,null,null,1367,null,null,340,null,null,20
1121404,10897,156782,6330,56164,3756,26584,2683,17183,1770,9419,1608,2978,866,100618,4974,16984,2193,4923,1069,8922,1572,2977,939,162,198,83634,4275,13240,1844,49263,3571,18497,2316,2634,1128,964622,12227,755905,11789,460655,8437,235960,6990,55258,3492,4032,869,208717,6421,66445,3535,29976,3005,33066,2964,3219,1115,184,199,142272,5746,64175,3767,71342,4370,6704,1300,51,88,10897,null,null,6330,null,null,3756,null,null,2683,null,null,1770,null,null,1608,null,null,866,null,null,4974,null,null,2193,null,null,1069,null,null,1572,null,null,939,null,null,198,null,null,4275,null,null,1844,null,null,3571,null,null,2316,null,null,1128,null,null,12227,null,null,11789,null,null,8437,null,null,6990,null,null,3492,null,null,869,null,null,6421,null,null,3535,null,null,3005,null,null,2964,null,null,1115,null,null,199,null,null,5746,null,null,3767,null,null,4370,null,null,1300,null,null,88,null,null,21
1097712,12285,168708,7561,46072,3731,22404,2134,14517,2056,7235,1743,1916,979,122636,6570,17939,2736,5967,1000,9991,2121,1929,946,52,86,104697,5572,15012,2255,59694,4542,26130,3278,3861,1216,929004,11536,689386,10219,412359,8102,220071,7188,54149,3922,2807,771,239618,9107,68658,4910,30969,2519,33559,3563,3623,1082,507,400,170960,6982,78735,5047,81645,5502,10181,1886,399,329,12285,null,null,7561,null,null,3731,null,null,2134,null,null,2056,null,null,1743,null,null,979,null,null,6570,null,null,2736,null,null,1000,null,null,2121,null,null,946,null,null,86,null,null,5572,null,null,2255,null,null,4542,null,null,3278,null,null,1216,null,null,11536,null,null,10219,null,null,8102,null,null,7188,null,null,3922,null,null,771,null,null,9107,null,null,4910,null,null,2519,null,null,3563,null,null,1082,null,null,400,null,null,6982,null,null,5047,null,null,5502,null,null,1886,null,null,329,null,null,22
