B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,B10051_001M,B10051_001EA,B10051_001MA,B10051_002M,B10051_002EA,B10051_002MA,B10051_003M,B10051_003EA,B10051_003MA,B10051_004M,B10051_004EA,B10051_004MA,B10051_005M,B10051_005EA,B10051_005MA,B10051_006M,B10051_006EA,B10051_006MA,B10051_007M,B10051_007EA,B10051_007MA,B10051_008M,B10051_008EA,B10051_008MA,B10051_009M,B10051_009EA,B10051_009MA,B10051_010M,B10051_010EA,B10051_010MA,B10051_011M,B10051_011EA,B10051_011MA,state
26799,2725,8932,1553,4004,1078,1750,696,2254,827,4928,1224,3433,1043,1495,549,17867,2227,10102,1723,7765,1325,2725,null,null,1553,null,null,1078,null,null,696,null,null,827,null,null,1224,null,null,1043,null,null,549,null,null,2227,null,null,1723,null,null,1325,null,null,31
67783,5396,23891,3390,7742,1742,2994,901,4748,1236,16149,2662,10114,2262,6035,1553,43892,3902,17810,2643,26082,3438,5396,null,null,3390,null,null,1742,null,null,901,null,null,1236,null,null,2662,null,null,2262,null,null,1553,null,null,3902,null,null,2643,null,null,3438,null,null,32
22686,2933,7983,1720,3491,1293,1896,808,1595,932,4492,1215,3128,1116,1364,648,14703,2167,6250,1657,8453,1352,2933,null,null,1720,null,null,1293,null,null,808,null,null,932,null,null,1215,null,null,1116,null,null,648,null,null,2167,null,null,1657,null,null,1352,null,null,33
190847,8276,45734,4270,11861,2327,5097,1475,6764,1568,33873,3304,18869,2473,15004,2430,145113,7038,44631,3690,100482,5683,8276,null,null,4270,null,null,2327,null,null,1475,null,null,1568,null,null,3304,null,null,2473,null,null,2430,null,null,7038,null,null,3690,null,null,5683,null,null,34
55849,4742,23481,3283,9505,1853,5372,1505,4133,1312,13976,2515,8723,2033,5253,1215,32368,3548,15166,2823,17202,2160,4742,null,null,3283,null,null,1853,null,null,1505,null,null,1312,null,null,2515,null,null,2033,null,null,1215,null,null,3548,null,null,2823,null,null,2160,null,null,35
454373,13156,124243,7667,31745,3318,15098,2617,16647,1778,92498,6653,50410,4819,42088,3692,330130,10761,120302,7282,209828,7624,13156,null,null,7667,null,null,3318,null,null,2617,null,null,1778,null,null,6653,null,null,4819,null,null,3692,null,null,10761,null,null,7282,null,null,7624,null,null,36
213829,9804,91528,6525,40004,4096,22781,3249,17223,2648,51524,4365,34258,3520,17266,2179,122301,7771,53712,5053,68589,5417,9804,null,null,6525,null,null,4096,null,null,3249,null,null,2648,null,null,4365,null,null,3520,null,null,2179,null,null,7771,null,null,5053,null,null,5417,null,null,37
6265,1345,3292,1023,1578,684,802,453,776,397,1714,673,1375,618,339,179,2973,811,1617,651,1356,524,1345,null,null,1023,null,null,684,null,null,453,null,null,397,null,null,673,null,null,618,null,null,179,null,null,811,null,null,651,null,null,524,null,null,38
212993,7523,91444,5419,39264,3416,21355,2511,17909,2142,52180,4219,33739,3290,18441,2366,121549,5659,54674,4108,66875,4719,7523,null,null,5419,null,null,3416,null,null,2511,null,null,2142,null,null,4219,null,null,3290,null,null,2366,null,null,5659,null,null,4108,null,null,4719,null,null,39
88443,4496,46367,3079,22653,2408,11496,1482,11157,1576,23714,2028,16062,1766,7652,1040,42076,2939,21429,2337,20647,1824,4496,null,null,3079,null,null,2408,null,null,1482,null,null,1576,null,null,2028,null,null,1766,null,null,1040,null,null,2939,null,null,2337,null,null,1824,null,null,40
71424,5376,21001,2762,7408,1628,2919,953,4489,1227,13593,2142,7521,1480,6072,1642,50423,4459,21115,3075,29308,3446,5376,null,null,2762,null,null,1628,null,null,953,null,null,1227,null,null,2142,null,null,1480,null,null,1642,null,null,4459,null,null,3075,null,null,3446,null,null,41
239086,9142,81884,4652,27972,2871,14820,2155,13152,1655,53912,4084,35171,3554,18741,2100,157202,7229,67038,4678,90164,4886,9142,null,null,4652,null,null,2871,null,null,2155,null,null,1655,null,null,4084,null,null,3554,null,null,2100,null,null,7229,null,null,4678,null,null,4886,null,null,42
20917,2474,7065,1857,2017,957,945,573,1072,680,5048,1573,3035,1218,2013,883,13852,1822,5264,1331,8588,1489,2474,null,null,1857,null,null,957,null,null,573,null,null,680,null,null,1573,null,null,1218,null,null,883,null,null,1822,null,null,1331,null,null,1489,null,null,44
119799,7240,51129,4376,21981,2981,9921,2124,12060,1839,29148,3342,17532,2642,11616,1694,68670,5900,32520,3651,36150,4448,7240,null,null,4376,null,null,2981,null,null,2124,null,null,1839,null,null,3342,null,null,2642,null,null,1694,null,null,5900,null,null,3651,null,null,4448,null,null,45
10955,1345,5265,959,2643,743,1367,466,1276,508,2622,619,1673,511,949,358,5690,1090,2714,842,2976,743,1345,null,null,959,null,null,743,null,null,466,null,null,508,null,null,619,null,null,511,null,null,358,null,null,1090,null,null,842,null,null,743,null,null,46
153183,7542,71523,5295,32823,4006,18121,2838,14702,2278,38700,3566,23500,2549,15200,2078,81660,5042,35269,3520,46391,3442,7542,null,null,5295,null,null,4006,null,null,2838,null,null,2278,null,null,3566,null,null,2549,null,null,2078,null,null,5042,null,null,3520,null,null,3442,null,null,47
769671,18881,287503,11358,89611,6022,48150,4715,41461,3596,197892,8970,134171,7106,63721,5342,482168,16917,223004,12151,259164,10997,18881,null,null,11358,null,null,6022,null,null,4715,null,null,3596,null,null,8970,null,null,7106,null,null,5342,null,null,16917,null,null,12151,null,null,10997,null,null,48
63379,4578,19253,2808,5785,1482,2466,965,3319,1004,13468,2167,7989,1838,5479,1239,44126,3820,21459,3014,22667,2519,4578,null,null,2808,null,null,1482,null,null,965,null,null,1004,null,null,2167,null,null,1838,null,null,1239,null,null,3820,null,null,3014,null,null,2519,null,null,49
9327,1589,3007,911,1898,731,1125,596,773,363,1109,543,738,434,371,254,6320,1263,3012,861,3308,880,1589,null,null,911,null,null,731,null,null,596,null,null,363,null,null,543,null,null,434,null,null,254,null,null,1263,null,null,861,null,null,880,null,null,50
199195,9109,72464,5455,27778,3288,11474,1869,16304,2450,44686,4228,28340,3320,16346,2252,126731,7102,56157,5082,70574,4828,9109,null,null,5455,null,null,3288,null,null,1869,null,null,2450,null,null,4228,null,null,3320,null,null,2252,null,null,7102,null,null,5082,null,null,4828,null,null,51
130582,6534,43246,3621,16587,2660,8221,1722,8366,1919,26659,2726,16049,2357,10610,1980,87336,5252,35416,3449,51920,4016,6534,null,null,3621,null,null,2660,null,null,1722,null,null,1919,null,null,2726,null,null,2357,null,null,1980,null,null,5252,null,null,3449,null,null,4016,null,null,53
46356,4559,24485,3193,10852,2232,5652,1568,5200,1334,13633,2060,8626,1729,5007,1314,21871,3385,10661,2724,11210,1702,4559,null,null,3193,null,null,2232,null,null,1568,null,null,1334,null,null,2060,null,null,1729,null,null,1314,null,null,3385,null,null,2724,null,null,1702,null,null,54
71144,4645,24115,2524,8335,1234,5260,1150,3075,673,15780,2243,10997,1896,4783,1115,47029,3781,23872,2795,23157,2089,4645,null,null,2524,null,null,1234,null,null,1150,null,null,673,null,null,2243,null,null,1896,null,null,1115,null,null,3781,null,null,2795,null,null,2089,null,null,55
10139,2392,4429,1509,3022,1461,1975,1148,1047,591,1407,512,785,373,622,372,5710,1654,1527,618,4183,1404,2392,null,null,1509,null,null,1461,null,null,1148,null,null,591,null,null,512,null,null,373,null,null,372,null,null,1654,null,null,618,null,null,1404,null,null,56
96568,5605,39093,3548,10359,2140,3575,944,6784,1741,28734,3032,15915,2251,12819,1911,57475,4692,24951,3391,32524,3486,5605,null,null,3548,null,null,2140,null,null,944,null,null,1741,null,null,3032,null,null,2251,null,null,1911,null,null,4692,null,null,3391,null,null,3486,null,null,72
118640,6024,59890,4291,24541,3056,12498,2438,12043,1467,35349,3715,25988,3566,9361,1759,58750,4195,26370,3057,32380,2887,6024,null,null,4291,null,null,3056,null,null,2438,null,null,1467,null,null,3715,null,null,3566,null,null,1759,null,null,4195,null,null,3057,null,null,2887,null,null,01
16460,2221,6874,1417,2303,732,995,405,1308,556,4571,1240,2891,1167,1680,486,9586,1913,3757,1284,5829,1192,2221,null,null,1417,null,null,732,null,null,405,null,null,556,null,null,1240,null,null,1167,null,null,486,null,null,1913,null,null,1284,null,null,1192,null,null,02
183183,9625,73870,6645,19658,2774,9261,1663,10397,1880,54212,5758,35178,4570,19034,3316,109313,5875,48064,4205,61249,4382,9625,null,null,6645,null,null,2774,null,null,1663,null,null,1880,null,null,5758,null,null,4570,null,null,3316,null,null,5875,null,null,4205,null,null,4382,null,null,04
77179,4993,42526,3550,19240,2726,10310,2300,8930,1723,23286,2992,16859,2786,6427,1141,34653,3405,17697,2669,16956,2386,4993,null,null,3550,null,null,2726,null,null,2300,null,null,1723,null,null,2992,null,null,2786,null,null,1141,null,null,3405,null,null,2669,null,null,2386,null,null,05
1150796,21078,249226,10478,59068,4765,25154,2743,33914,3547,190158,9614,112671,7351,77487,4915,901570,17973,369341,13288,532229,13115,21078,null,null,10478,null,null,4765,null,null,2743,null,null,3547,null,null,9614,null,null,7351,null,null,4915,null,null,17973,null,null,13288,null,null,13115,null,null,06
102873,6500,35909,3180,13466,1946,6850,1372,6616,1341,22443,2215,14429,1907,8014,1436,66964,5200,27803,3042,39161,4205,6500,null,null,3180,null,null,1946,null,null,1372,null,null,1341,null,null,2215,null,null,1907,null,null,1436,null,null,5200,null,null,3042,null,null,4205,null,null,08
58658,4335,16044,2732,5147,1328,2505,1000,2642,781,10897,2062,7669,1885,3228,1036,42614,3514,16348,2457,26266,2646,4335,null,null,2732,null,null,1328,null,null,1000,null,null,781,null,null,2062,null,null,1885,null,null,1036,null,null,3514,null,null,2457,null,null,2646,null,null,09
21940,3196,7183,1850,2346,1021,1187,860,1159,465,4837,1454,2796,926,2041,1097,14757,2534,4323,1186,10434,2090,3196,null,null,1850,null,null,1021,null,null,860,null,null,465,null,null,1454,null,null,926,null,null,1097,null,null,2534,null,null,1186,null,null,2090,null,null,10
9489,1524,2354,911,456,349,412,341,44,74,1898,827,715,408,1183,629,7135,1418,3572,906,3563,1036,1524,null,null,911,null,null,349,null,null,341,null,null,74,null,null,827,null,null,408,null,null,629,null,null,1418,null,null,906,null,null,1036,null,null,11
