B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,B24092_001M,B24092_001EA,B24092_001MA,B24092_002M,B24092_002EA,B24092_002MA,B24092_003M,B24092_003EA,B24092_003MA,B24092_004M,B24092_004EA,B24092_004MA,B24092_005M,B24092_005EA,B24092_005MA,B24092_006M,B24092_006EA,B24092_006MA,B24092_007M,B24092_007EA,B24092_007MA,B24092_008M,B24092_008EA,B24092_008MA,B24092_009M,B24092_009EA,B24092_009MA,B24092_010M,B24092_010EA,B24092_010MA,B24092_011M,B24092_011EA,B24092_011MA,B24092_012M,B24092_012EA,B24092_012MA,B24092_013M,B24092_013EA,B24092_013MA,B24092_014M,B24092_014EA,B24092_014MA,B24092_015M,B24092_015EA,B24092_015MA,B24092_016M,B24092_016EA,B24092_016MA,B24092_017M,B24092_017EA,B24092_017MA,B24092_018M,B24092_018EA,B24092_018MA,state
45581,865,45151,1686,43465,2372,60283,11372,49456,5917,42249,2536,50110,4928,55245,6892,42058,4566,35475,594,32480,1447,32472,1472,33083,8978,39473,2302,38011,2238,37215,2192,46898,5213,25613,3204,865,null,null,1686,null,null,2372,null,null,11372,null,null,5917,null,null,2536,null,null,4928,null,null,6892,null,null,4566,null,null,594,null,null,1447,null,null,1472,null,null,8978,null,null,2302,null,null,2238,null,null,2192,null,null,5213,null,null,3204,null,null,46
43761,1196,42401,765,41958,405,71045,6255,50874,1700,43765,2124,45629,2691,69705,3528,38249,4015,35936,310,33014,992,32709,877,47109,6968,40769,701,40016,1186,41157,893,51823,2906,30047,2773,1196,null,null,765,null,null,405,null,null,6255,null,null,1700,null,null,2124,null,null,2691,null,null,3528,null,null,4015,null,null,310,null,null,992,null,null,877,null,null,6968,null,null,701,null,null,1186,null,null,893,null,null,2906,null,null,2773,null,null,47
47655,550,47192,368,46373,371,72037,3160,50624,957,50328,494,50978,985,65824,1846,39580,3223,37724,511,35699,293,35462,298,50549,2340,43486,1685,45169,893,44343,1427,56805,2004,27074,1230,550,null,null,368,null,null,371,null,null,3160,null,null,957,null,null,494,null,null,985,null,null,1846,null,null,3223,null,null,511,null,null,293,null,null,298,null,null,2340,null,null,1685,null,null,893,null,null,1427,null,null,2004,null,null,1230,null,null,48
51193,423,50440,513,49106,1992,71979,7168,64873,6523,51967,1336,55652,3127,66348,4272,40596,6295,36059,575,32829,1175,32679,1054,40697,9206,42415,2972,40917,1543,43725,4146,50919,4098,19589,3555,423,null,null,513,null,null,1992,null,null,7168,null,null,6523,null,null,1336,null,null,3127,null,null,4272,null,null,6295,null,null,575,null,null,1175,null,null,1054,null,null,9206,null,null,2972,null,null,1543,null,null,4146,null,null,4098,null,null,3555,null,null,49
48100,1633,47125,1602,46499,1424,51694,3170,50768,4815,51503,1395,60360,5180,74821,7405,37216,5995,41131,857,37267,1349,36943,1162,48036,13136,46947,3455,42430,2277,50867,2278,72906,26651,28407,5802,1633,null,null,1602,null,null,1424,null,null,3170,null,null,4815,null,null,1395,null,null,5180,null,null,7405,null,null,5995,null,null,857,null,null,1349,null,null,1162,null,null,13136,null,null,3455,null,null,2277,null,null,2278,null,null,26651,null,null,5802,null,null,50
56540,622,52403,746,52074,430,69984,6337,61410,2759,51296,667,51198,1591,96997,2720,37237,2896,44964,718,40218,426,39986,664,52109,8047,51485,797,46126,617,46330,1408,85418,3117,28798,4033,622,null,null,746,null,null,430,null,null,6337,null,null,2759,null,null,667,null,null,1591,null,null,2720,null,null,2896,null,null,718,null,null,426,null,null,664,null,null,8047,null,null,797,null,null,617,null,null,1408,null,null,3117,null,null,4033,null,null,51
60242,396,58608,1710,57350,1153,71057,6509,58921,4655,69579,3349,60752,1659,66912,1960,47441,5231,45163,554,41295,370,41145,372,52313,7651,49021,1555,52376,1694,51770,772,57306,2883,33067,3929,396,null,null,1710,null,null,1153,null,null,6509,null,null,4655,null,null,3349,null,null,1659,null,null,1960,null,null,5231,null,null,554,null,null,370,null,null,372,null,null,7651,null,null,1555,null,null,1694,null,null,772,null,null,2883,null,null,3929,null,null,53
46229,1105,46200,1418,45862,1397,62047,16907,50186,4246,43266,2161,39028,3905,66013,5158,37159,4898,33315,1169,30476,688,30344,730,35000,11377,38409,4176,37724,2468,35900,1354,61386,4766,31362,2079,1105,null,null,1418,null,null,1397,null,null,16907,null,null,4246,null,null,2161,null,null,3905,null,null,5158,null,null,4898,null,null,1169,null,null,688,null,null,730,null,null,11377,null,null,4176,null,null,2468,null,null,1354,null,null,4766,null,null,2079,null,null,54
50460,251,50181,336,49974,667,57565,5176,54462,3004,55689,1861,53147,2627,60273,2112,36976,2103,39535,559,36554,331,36476,342,40987,1593,45342,1038,46318,1052,46532,1621,51225,2181,26890,1774,251,null,null,336,null,null,667,null,null,5176,null,null,3004,null,null,1861,null,null,2627,null,null,2112,null,null,2103,null,null,559,null,null,331,null,null,342,null,null,1593,null,null,1038,null,null,1052,null,null,1621,null,null,2181,null,null,1774,null,null,55
51485,1084,51956,1750,52075,2314,51030,5576,52118,5664,49625,3355,49785,5380,65792,13141,30728,15008,39613,2289,36249,1431,36260,1513,36065,8152,39588,4628,44826,7598,46987,2959,55559,25522,22335,3512,1084,null,null,1750,null,null,2314,null,null,5576,null,null,5664,null,null,3355,null,null,5380,null,null,13141,null,null,15008,null,null,2289,null,null,1431,null,null,1513,null,null,8152,null,null,4628,null,null,7598,null,null,2959,null,null,25522,null,null,3512,null,null,56
22866,691,21510,559,21143,567,35528,7486,26886,5508,19240,842,30190,1488,46289,6178,20279,4564,23478,493,21907,459,21721,468,36139,6915,23051,2067,21200,1103,28468,1105,32073,7495,19026,3269,691,null,null,559,null,null,567,null,null,7486,null,null,5508,null,null,842,null,null,1488,null,null,6178,null,null,4564,null,null,493,null,null,459,null,null,468,null,null,6915,null,null,2067,null,null,1103,null,null,1105,null,null,7495,null,null,3269,null,null,72
47127,722,46390,874,45497,901,61131,6259,47507,4341,42700,3280,53717,3951,75881,3050,31781,1211,35065,681,31369,379,31289,387,35392,4620,37041,1868,40189,1645,46264,1202,62491,3207,21090,2016,722,null,null,874,null,null,901,null,null,6259,null,null,4341,null,null,3280,null,null,3951,null,null,3050,null,null,1211,null,null,681,null,null,379,null,null,387,null,null,4620,null,null,1868,null,null,1645,null,null,1202,null,null,3207,null,null,2016,null,null,01
60426,1929,55339,3960,53748,3583,78264,9595,61356,7020,72086,6911,66854,6788,65871,6077,45035,9521,48283,2565,41472,2161,40995,2315,67366,15612,50788,4337,53347,4216,60763,3750,52344,10718,46209,12238,1929,null,null,3960,null,null,3583,null,null,9595,null,null,7020,null,null,6911,null,null,6788,null,null,6077,null,null,9521,null,null,2565,null,null,2161,null,null,2315,null,null,15612,null,null,4337,null,null,4216,null,null,3750,null,null,10718,null,null,12238,null,null,02
46695,525,46170,572,45347,601,62288,6289,50557,1797,51823,1529,47314,1848,60663,1512,32408,3016,38147,656,36334,484,36115,499,50198,5961,43834,2492,40819,736,41313,841,53788,4019,30261,3714,525,null,null,572,null,null,601,null,null,6289,null,null,1797,null,null,1529,null,null,1848,null,null,1512,null,null,3016,null,null,656,null,null,484,null,null,499,null,null,5961,null,null,2492,null,null,736,null,null,841,null,null,4019,null,null,3714,null,null,04
41138,493,40660,579,40165,753,61750,5494,50213,4438,37971,3156,42433,3736,60967,6012,36278,5342,32284,436,30751,477,30567,507,49156,9405,40313,2165,35028,2292,38955,2293,53351,4609,21902,3134,493,null,null,579,null,null,753,null,null,5494,null,null,4438,null,null,3156,null,null,3736,null,null,6012,null,null,5342,null,null,436,null,null,477,null,null,507,null,null,9405,null,null,2165,null,null,2292,null,null,2293,null,null,4609,null,null,3134,null,null,05
51621,150,50433,180,49497,524,75717,1728,58646,2913,72593,1828,72610,1721,67280,1524,39548,2349,45575,289,41456,232,41250,235,56329,6812,52801,1420,56019,783,56332,1101,60613,1189,31084,612,150,null,null,180,null,null,524,null,null,1728,null,null,2913,null,null,1828,null,null,1721,null,null,1524,null,null,2349,null,null,289,null,null,232,null,null,235,null,null,6812,null,null,1420,null,null,783,null,null,1101,null,null,1189,null,null,612,null,null,06
51619,338,51344,375,50794,404,69899,4864,55379,3342,55430,2542,52971,2451,70973,3058,40936,1080,43454,1175,41548,450,41256,459,51707,2245,49156,2763,45624,1080,48438,2079,61464,5555,32885,2983,338,null,null,375,null,null,404,null,null,4864,null,null,3342,null,null,2542,null,null,2451,null,null,3058,null,null,1080,null,null,1175,null,null,450,null,null,459,null,null,2245,null,null,2763,null,null,1080,null,null,2079,null,null,5555,null,null,2983,null,null,08
65028,1544,65014,1976,62940,2144,81592,5414,63242,3511,67780,2275,76403,3239,66067,6665,51213,1446,51042,475,47494,1315,47164,905,62320,15112,55677,1892,60211,1881,65763,2724,63189,8456,34462,3248,1544,null,null,1976,null,null,2144,null,null,5414,null,null,3511,null,null,2275,null,null,3239,null,null,6665,null,null,1446,null,null,475,null,null,1315,null,null,905,null,null,15112,null,null,1892,null,null,1881,null,null,2724,null,null,8456,null,null,3248,null,null,09
51044,940,49193,2946,48111,2982,62458,21412,65843,3594,60938,4657,49575,3688,66327,11268,51568,6932,41776,1052,39654,1800,39327,1872,45943,5404,47849,4273,51167,4404,47389,3566,72555,8102,21733,5375,940,null,null,2946,null,null,2982,null,null,21412,null,null,3594,null,null,4657,null,null,3688,null,null,11268,null,null,6932,null,null,1052,null,null,1800,null,null,1872,null,null,5404,null,null,4273,null,null,4404,null,null,3566,null,null,8102,null,null,5375,null,null,10
75693,3671,65859,3140,64943,5288,97161,10952,76016,5820,65912,11540,60417,7799,100714,1987,90680,40589,65060,2432,51506,3341,51181,2646,100268,76664,65639,2691,66630,7382,56532,4361,92676,4401,41107,32819,3671,null,null,3140,null,null,5288,null,null,10952,null,null,5820,null,null,11540,null,null,7799,null,null,1987,null,null,40589,null,null,2432,null,null,3341,null,null,2646,null,null,76664,null,null,2691,null,null,7382,null,null,4361,null,null,4401,null,null,32819,null,null,11
