B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,B08006_001M,B08006_001EA,B08006_001MA,B08006_002M,B08006_002EA,B08006_002MA,B08006_003M,B08006_003EA,B08006_003MA,B08006_004M,B08006_004EA,B08006_004MA,B08006_005M,B08006_005EA,B08006_005MA,B08006_006M,B08006_006EA,B08006_006MA,B08006_007M,B08006_007EA,B08006_007MA,B08006_008M,B08006_008EA,B08006_008MA,B08006_009M,B08006_009EA,B08006_009MA,B08006_010M,B08006_010EA,B08006_010MA,B08006_011M,B08006_011EA,B08006_011MA,B08006_012M,B08006_012EA,B08006_012MA,B08006_013M,B08006_013EA,B08006_013MA,B08006_014M,B08006_014EA,B08006_014MA,B08006_015M,B08006_015EA,B08006_015MA,B08006_016M,B08006_016EA,B08006_016MA,B08006_017M,B08006_017EA,B08006_017MA,B08006_018M,B08006_018EA,B08006_018MA,B08006_019M,B08006_019EA,B08006_019MA,B08006_020M,B08006_020EA,B08006_020MA,B08006_021M,B08006_021EA,B08006_021MA,B08006_022M,B08006_022EA,B08006_022MA,B08006_023M,B08006_023EA,B08006_023MA,B08006_024M,B08006_024EA,B08006_024MA,B08006_025M,B08006_025EA,B08006_025MA,B08006_026M,B08006_026EA,B08006_026MA,B08006_027M,B08006_027EA,B08006_027MA,B08006_028M,B08006_028EA,B08006_028MA,B08006_029M,B08006_029EA,B08006_029MA,B08006_030M,B08006_030EA,B08006_030MA,B08006_031M,B08006_031EA,B08006_031MA,B08006_032M,B08006_032EA,B08006_032MA,B08006_033M,B08006_033EA,B08006_033MA,B08006_034M,B08006_034EA,B08006_034MA,B08006_035M,B08006_035EA,B08006_035MA,B08006_036M,B08006_036EA,B08006_036MA,B08006_037M,B08006_037EA,B08006_037MA,B08006_038M,B08006_038EA,B08006_038MA,B08006_039M,B08006_039EA,B08006_039MA,B08006_040M,B08006_040EA,B08006_040MA,B08006_041M,B08006_041EA,B08006_041MA,B08006_042M,B08006_042EA,B08006_042MA,B08006_043M,B08006_043EA,B08006_043MA,B08006_044M,B08006_044EA,B08006_044MA,B08006_045M,B08006_045EA,B08006_045MA,B08006_046M,B08006_046EA,B08006_046MA,B08006_047M,B08006_047EA,B08006_047MA,B08006_048M,B08006_048EA,B08006_048MA,B08006_049M,B08006_049EA,B08006_049MA,B08006_050M,B08006_050EA,B08006_050MA,B08006_051M,B08006_051EA,B08006_051MA,state
644442,7930,568715,7280,511012,7721,57703,4689,46949,4013,6977,1524,3777,1192,4232,1194,3456,1131,141,123,210,192,15,25,410,189,2717,861,25820,2794,5707,1199,37251,2868,327145,5690,288437,5770,256892,6148,31545,3144,25480,2596,3110,1045,2955,1030,2316,868,2033,866,52,64,64,73,0,172,167,121,1795,685,13444,1660,2862,694,18291,2133,317297,4708,280278,4887,254120,5184,26158,2644,21469,2469,3867,1002,822,402,1916,612,1423,528,89,105,146,178,15,25,243,175,922,524,12376,1891,2845,1067,18960,2076,7930,null,null,7280,null,null,7721,null,null,4689,null,null,4013,null,null,1524,null,null,1192,null,null,1194,null,null,1131,null,null,123,null,null,192,null,null,25,null,null,189,null,null,861,null,null,2794,null,null,1199,null,null,2868,null,null,5690,null,null,5770,null,null,6148,null,null,3144,null,null,2596,null,null,1045,null,null,1030,null,null,868,null,null,866,null,null,64,null,null,73,null,null,172,null,null,121,null,null,685,null,null,1660,null,null,694,null,null,2133,null,null,4708,null,null,4887,null,null,5184,null,null,2644,null,null,2469,null,null,1002,null,null,402,null,null,612,null,null,528,null,null,105,null,null,178,null,null,25,null,null,175,null,null,524,null,null,1891,null,null,1067,null,null,2076,null,null,23
3044986,14069,2521676,17971,2247708,18093,273968,11235,209163,9117,37933,3880,26872,3361,258950,9111,120523,6939,1375,694,114055,5011,22427,2419,570,363,8738,1295,74847,4958,36366,3971,144409,5484,1555509,9710,1297676,11907,1152514,13410,145162,8101,109827,6353,19857,3029,15478,2230,122141,5454,53118,4144,700,517,55304,3649,12632,1752,387,311,7089,1138,40237,3643,21456,2933,66910,3921,1489477,12191,1224000,13130,1095194,12960,128806,5644,99336,4589,18076,2589,11394,2296,136809,6332,67405,4985,675,455,58751,3892,9795,1466,183,168,1649,599,34610,2826,14910,2247,77499,3486,14069,null,null,17971,null,null,18093,null,null,11235,null,null,9117,null,null,3880,null,null,3361,null,null,9111,null,null,6939,null,null,694,null,null,5011,null,null,2419,null,null,363,null,null,1295,null,null,4958,null,null,3971,null,null,5484,null,null,9710,null,null,11907,null,null,13410,null,null,8101,null,null,6353,null,null,3029,null,null,2230,null,null,5454,null,null,4144,null,null,517,null,null,3649,null,null,1752,null,null,311,null,null,1138,null,null,3643,null,null,2933,null,null,3921,null,null,12191,null,null,13130,null,null,12960,null,null,5644,null,null,4589,null,null,2589,null,null,2296,null,null,6332,null,null,4985,null,null,455,null,null,3892,null,null,1466,null,null,168,null,null,599,null,null,2826,null,null,2247,null,null,3486,null,null,24
3504937,19583,2724263,18526,2457107,17071,267156,9285,212567,9134,30511,3472,24078,2511,354611,11031,118903,6887,6691,1298,162722,7687,63139,4251,3156,813,30187,2830,168580,5847,47207,3628,180089,7217,1780052,13055,1392509,13333,1259641,12153,132868,6459,103568,6126,15940,2556,13360,1987,177062,7085,52019,4470,3125,847,84297,5398,35212,3146,2409,635,20499,2580,77468,3944,23805,2922,88709,4858,1724885,12412,1331754,10491,1197466,10224,134288,5620,108999,5331,14571,1843,10718,1657,177549,7080,66884,4778,3566,1021,78425,4546,27927,2663,747,327,9688,1402,91112,4966,23402,2330,91380,4274,19583,null,null,18526,null,null,17071,null,null,9285,null,null,9134,null,null,3472,null,null,2511,null,null,11031,null,null,6887,null,null,1298,null,null,7687,null,null,4251,null,null,813,null,null,2830,null,null,5847,null,null,3628,null,null,7217,null,null,13055,null,null,13333,null,null,12153,null,null,6459,null,null,6126,null,null,2556,null,null,1987,null,null,7085,null,null,4470,null,null,847,null,null,5398,null,null,3146,null,null,635,null,null,2580,null,null,3944,null,null,2922,null,null,4858,null,null,12412,null,null,10491,null,null,10224,null,null,5620,null,null,5331,null,null,1843,null,null,1657,null,null,7080,null,null,4778,null,null,1021,null,null,4546,null,null,2663,null,null,327,null,null,1402,null,null,4966,null,null,2330,null,null,4274,null,null,25
4492590,20589,4098749,18596,3700498,19489,398251,9788,313429,8563,52091,3829,32731,3614,64250,4525,61567,4577,634,450,932,472,441,302,676,330,20683,2074,94131,5185,34216,2653,180561,7063,2345707,13299,2138487,12885,1926979,14712,211508,7373,163365,6365,29417,3054,18726,2513,32607,3234,30990,3273,545,433,437,370,148,103,487,267,15058,1645,49716,3408,21142,1997,88697,4698,2146883,14384,1960262,13412,1773519,12949,186743,5412,150064,5016,22674,2173,14005,1922,31643,2842,30577,2852,89,104,495,312,293,277,189,185,5625,1096,44415,3123,13074,1687,91864,4640,20589,null,null,18596,null,null,19489,null,null,9788,null,null,8563,null,null,3829,null,null,3614,null,null,4525,null,null,4577,null,null,450,null,null,472,null,null,302,null,null,330,null,null,2074,null,null,5185,null,null,2653,null,null,7063,null,null,13299,null,null,12885,null,null,14712,null,null,7373,null,null,6365,null,null,3054,null,null,2513,null,null,3234,null,null,3273,null,null,433,null,null,370,null,null,103,null,null,267,null,null,1645,null,null,3408,null,null,1997,null,null,4698,null,null,14384,null,null,13412,null,null,12949,null,null,5412,null,null,5016,null,null,2173,null,null,1922,null,null,2842,null,null,2852,null,null,104,null,null,312,null,null,277,null,null,185,null,null,1096,null,null,3123,null,null,1687,null,null,4640,null,null,26
2868581,11316,2478950,11340,2232605,13337,246345,8194,194259,7257,29851,2949,22235,2058,103966,4963,93089,4803,3312,918,4050,846,3238,850,277,176,20194,2068,75145,3809,22895,2627,167431,5157,1495135,7807,1297290,8901,1171031,8846,126259,5249,99653,4945,14492,1779,12114,1422,52372,3659,46087,3466,1733,628,2241,776,2069,717,242,159,13909,1638,36536,2311,14693,1928,80335,3373,1373446,8776,1181660,8774,1061574,9354,120086,5009,94606,4324,15359,1888,10121,1247,51594,3011,47002,2880,1579,545,1809,491,1169,433,35,50,6285,1225,38609,2990,8202,1423,87096,3888,11316,null,null,11340,null,null,13337,null,null,8194,null,null,7257,null,null,2949,null,null,2058,null,null,4963,null,null,4803,null,null,918,null,null,846,null,null,850,null,null,176,null,null,2068,null,null,3809,null,null,2627,null,null,5157,null,null,7807,null,null,8901,null,null,8846,null,null,5249,null,null,4945,null,null,1779,null,null,1422,null,null,3659,null,null,3466,null,null,628,null,null,776,null,null,717,null,null,159,null,null,1638,null,null,2311,null,null,1928,null,null,3373,null,null,8776,null,null,8774,null,null,9354,null,null,5009,null,null,4324,null,null,1888,null,null,1247,null,null,3011,null,null,2880,null,null,545,null,null,491,null,null,433,null,null,50,null,null,1225,null,null,2990,null,null,1423,null,null,3888,null,null,27
1215225,13303,1147140,15131,1027773,14985,119367,6969,93057,6416,16518,2577,9792,2019,3700,873,3424,832,10,20,0,213,45,70,221,226,1235,784,16760,2378,19100,2905,27290,2754,622294,8464,582176,8955,519136,8792,63040,4694,48831,4178,8703,1943,5506,1599,1913,729,1796,685,0,213,0,213,0,213,117,189,1145,746,10079,1782,13355,2172,13626,2097,592931,10442,564964,11185,508637,10850,56327,4360,44226,3768,7815,1522,4286,1165,1787,632,1628,599,10,20,0,213,45,70,104,132,90,174,6681,1335,5745,1580,13664,1870,13303,null,null,15131,null,null,14985,null,null,6969,null,null,6416,null,null,2577,null,null,2019,null,null,873,null,null,832,null,null,20,null,null,213,null,null,70,null,null,226,null,null,784,null,null,2378,null,null,2905,null,null,2754,null,null,8464,null,null,8955,null,null,8792,null,null,4694,null,null,4178,null,null,1943,null,null,1599,null,null,729,null,null,685,null,null,213,null,null,213,null,null,213,null,null,189,null,null,746,null,null,1782,null,null,2172,null,null,2097,null,null,10442,null,null,11185,null,null,10850,null,null,4360,null,null,3768,null,null,1522,null,null,1165,null,null,632,null,null,599,null,null,20,null,null,213,null,null,70,null,null,132,null,null,174,null,null,1335,null,null,1580,null,null,1870,null,null,28
2863373,17471,2588592,17437,2340513,17274,248079,9212,203151,8492,24636,2584,20292,2676,41004,3799,37926,3687,295,199,2094,667,627,308,62,72,6767,1369,52536,4110,26377,2562,148097,6489,1485294,10777,1331875,10479,1203963,10316,127912,6087,107784,5749,10210,1672,9918,1693,20877,2461,19433,2452,285,193,773,336,324,200,62,72,4365,1033,31688,2769,17161,1899,79328,4520,1378079,11306,1256717,11860,1136550,11789,120167,5352,95367,4621,14426,1751,10374,1599,20127,2956,18493,2887,10,17,1321,584,303,265,0,187,2402,824,20848,2542,9216,1555,68769,4159,17471,null,null,17437,null,null,17274,null,null,9212,null,null,8492,null,null,2584,null,null,2676,null,null,3799,null,null,3687,null,null,199,null,null,667,null,null,308,null,null,72,null,null,1369,null,null,4110,null,null,2562,null,null,6489,null,null,10777,null,null,10479,null,null,10316,null,null,6087,null,null,5749,null,null,1672,null,null,1693,null,null,2461,null,null,2452,null,null,193,null,null,336,null,null,200,null,null,72,null,null,1033,null,null,2769,null,null,1899,null,null,4520,null,null,11306,null,null,11860,null,null,11789,null,null,5352,null,null,4621,null,null,1751,null,null,1599,null,null,2956,null,null,2887,null,null,17,null,null,584,null,null,265,null,null,187,null,null,824,null,null,2542,null,null,1555,null,null,4159,null,null,29
496311,5572,422483,6852,377028,6907,45455,3765,31526,3151,8139,1680,5790,1530,3352,976,3352,976,0,168,0,168,0,168,0,168,6136,1369,28169,2516,4590,1098,31581,2917,261573,4603,220108,4891,196621,5163,23487,2441,15830,1877,3573,977,4084,1320,1952,776,1952,776,0,168,0,168,0,168,0,168,3998,958,15587,1595,3091,807,16837,2026,234738,3746,202375,4699,180407,4525,21968,2355,15696,2078,4566,1320,1706,606,1400,607,1400,607,0,168,0,168,0,168,0,168,2138,755,12582,1754,1499,637,14744,1632,5572,null,null,6852,null,null,6907,null,null,3765,null,null,3151,null,null,1680,null,null,1530,null,null,976,null,null,976,null,null,168,null,null,168,null,null,168,null,null,168,null,null,1369,null,null,2516,null,null,1098,null,null,2917,null,null,4603,null,null,4891,null,null,5163,null,null,2441,null,null,1877,null,null,977,null,null,1320,null,null,776,null,null,776,null,null,168,null,null,168,null,null,168,null,null,168,null,null,958,null,null,1595,null,null,807,null,null,2026,null,null,3746,null,null,4699,null,null,4525,null,null,2355,null,null,2078,null,null,1320,null,null,606,null,null,607,null,null,607,null,null,168,null,null,168,null,null,168,null,null,168,null,null,755,null,null,1754,null,null,637,null,null,1632,null,null,30
974207,7682,886774,8676,799206,8689,87568,4926,65731,4429,11991,1641,9846,1728,5806,1169,5443,1112,15,27,93,155,0,159,255,224,5389,1276,23977,2053,9236,1447,43025,3288,515932,4630,467528,5269,422430,5324,45098,3373,34243,3087,5936,1288,4919,1167,2863,859,2602,816,0,159,93,155,0,159,168,154,3395,870,13732,1681,7019,1215,21395,2200,458275,5680,419246,5722,376776,5865,42470,2968,31488,2426,6055,1071,4927,982,2943,730,2841,722,15,27,0,159,0,159,87,101,1994,853,10245,1171,2217,612,21630,2115,7682,null,null,8676,null,null,8689,null,null,4926,null,null,4429,null,null,1641,null,null,1728,null,null,1169,null,null,1112,null,null,27,null,null,155,null,null,159,null,null,224,null,null,1276,null,null,2053,null,null,1447,null,null,3288,null,null,4630,null,null,5269,null,null,5324,null,null,3373,null,null,3087,null,null,1288,null,null,1167,null,null,859,null,null,816,null,null,159,null,null,155,null,null,159,null,null,154,null,null,870,null,null,1681,null,null,1215,null,null,2200,null,null,5680,null,null,5722,null,null,5865,null,null,2968,null,null,2426,null,null,1071,null,null,982,null,null,730,null,null,722,null,null,27,null,null,159,null,null,159,null,null,101,null,null,853,null,null,1171,null,null,612,null,null,2115,null,null,31
1356018,11498,1206069,11832,1068116,11663,137953,7003,107606,6387,17041,2618,13306,2167,46044,3908,45245,3794,0,210,537,391,121,142,141,160,5026,1374,22751,2217,18918,2585,57210,4456,733447,7537,648004,8038,574875,8532,73129,4794,55202,4353,9861,2172,8066,1364,25901,2863,25258,2675,0,210,441,362,121,142,81,134,4699,1346,14061,2109,11711,1795,29071,3095,622571,8208,558065,8301,493241,8368,64824,4436,52404,4196,7180,1212,5240,1354,20143,2695,19987,2706,0,210,96,116,0,210,60,89,327,248,8690,1451,7207,1568,28139,2876,11498,null,null,11832,null,null,11663,null,null,7003,null,null,6387,null,null,2618,null,null,2167,null,null,3908,null,null,3794,null,null,210,null,null,391,null,null,142,null,null,160,null,null,1374,null,null,2217,null,null,2585,null,null,4456,null,null,7537,null,null,8038,null,null,8532,null,null,4794,null,null,4353,null,null,2172,null,null,1364,null,null,2863,null,null,2675,null,null,210,null,null,362,null,null,142,null,null,134,null,null,1346,null,null,2109,null,null,1795,null,null,3095,null,null,8208,null,null,8301,null,null,8368,null,null,4436,null,null,4196,null,null,1212,null,null,1354,null,null,2695,null,null,2706,null,null,210,null,null,116,null,null,210,null,null,89,null,null,248,null,null,1451,null,null,1568,null,null,2876,null,null,32
705515,6959,623063,7393,562580,7300,60483,4404,48129,4023,8254,1806,4100,1065,6346,1605,5648,1532,12,22,77,89,561,354,48,56,1993,731,22011,2519,8004,1616,44098,3189,367275,5189,321919,5285,289134,5324,32785,3485,26396,3227,4278,1266,2111,704,3769,1260,3488,1216,0,187,15,27,266,210,0,187,1569,626,10791,1819,4977,1176,24250,2269,338240,4883,301144,5265,273446,5395,27698,2250,21733,2015,3976,936,1989,704,2577,757,2160,682,12,22,62,86,295,227,48,56,424,394,11220,1661,3027,921,19848,2100,6959,null,null,7393,null,null,7300,null,null,4404,null,null,4023,null,null,1806,null,null,1065,null,null,1605,null,null,1532,null,null,22,null,null,89,null,null,354,null,null,56,null,null,731,null,null,2519,null,null,1616,null,null,3189,null,null,5189,null,null,5285,null,null,5324,null,null,3485,null,null,3227,null,null,1266,null,null,704,null,null,1260,null,null,1216,null,null,187,null,null,27,null,null,210,null,null,187,null,null,626,null,null,1819,null,null,1176,null,null,2269,null,null,4883,null,null,5265,null,null,5395,null,null,2250,null,null,2015,null,null,936,null,null,704,null,null,757,null,null,682,null,null,22,null,null,86,null,null,227,null,null,56,null,null,394,null,null,1661,null,null,921,null,null,2100,null,null,33
4328133,21270,3428571,20905,3063948,21798,364623,9650,266327,8459,54640,4461,43656,4003,509502,10741,276952,9172,4518,1232,89306,4639,127901,6036,10825,1572,12420,2175,123553,6868,63483,5222,190604,6641,2292203,14308,1807812,14708,1610082,14875,197730,7266,142141,6097,31038,3376,24551,2434,278548,7922,141732,6876,2893,817,49894,3266,77729,4223,6300,1304,9462,2185,62335,5108,36635,4140,97411,5500,2035930,13093,1620759,13120,1453866,13162,166893,6093,124186,5405,23602,2552,19105,2598,230954,6934,135220,5638,1625,751,39412,2971,50172,3955,4525,914,2958,921,61218,4151,26848,2849,93193,4483,21270,null,null,20905,null,null,21798,null,null,9650,null,null,8459,null,null,4461,null,null,4003,null,null,10741,null,null,9172,null,null,1232,null,null,4639,null,null,6036,null,null,1572,null,null,2175,null,null,6868,null,null,5222,null,null,6641,null,null,14308,null,null,14708,null,null,14875,null,null,7266,null,null,6097,null,null,3376,null,null,2434,null,null,7922,null,null,6876,null,null,817,null,null,3266,null,null,4223,null,null,1304,null,null,2185,null,null,5108,null,null,4140,null,null,5500,null,null,13093,null,null,13120,null,null,13162,null,null,6093,null,null,5405,null,null,2552,null,null,2598,null,null,6934,null,null,5638,null,null,751,null,null,2971,null,null,3955,null,null,914,null,null,921,null,null,4151,null,null,2849,null,null,4483,null,null,34
877959,9029,785022,9441,702110,9176,82912,5401,60148,5115,14817,2434,7947,1559,12460,2085,10821,2045,99,135,256,219,1284,467,0,195,6307,1714,19839,3027,9640,1625,44691,4259,457742,5988,405483,6560,364539,6973,40944,3604,29895,3033,7129,1602,3920,1059,7379,1616,6322,1565,99,135,188,190,770,401,0,195,5047,1686,12470,2209,6547,1433,20816,2851,420217,6990,379539,6531,337571,6147,41968,3082,30253,3260,7688,1506,4027,1045,5081,1208,4499,1206,0,195,68,113,514,288,0,195,1260,453,7369,1385,3093,830,23875,2697,9029,null,null,9441,null,null,9176,null,null,5401,null,null,5115,null,null,2434,null,null,1559,null,null,2085,null,null,2045,null,null,135,null,null,219,null,null,467,null,null,195,null,null,1714,null,null,3027,null,null,1625,null,null,4259,null,null,5988,null,null,6560,null,null,6973,null,null,3604,null,null,3033,null,null,1602,null,null,1059,null,null,1616,null,null,1565,null,null,135,null,null,190,null,null,401,null,null,195,null,null,1686,null,null,2209,null,null,1433,null,null,2851,null,null,6990,null,null,6531,null,null,6147,null,null,3082,null,null,3260,null,null,1506,null,null,1045,null,null,1208,null,null,1206,null,null,195,null,null,113,null,null,288,null,null,195,null,null,453,null,null,1385,null,null,830,null,null,2697,null,null,35
9291557,26473,5494644,28282,4888039,27150,606605,15551,459966,14044,77858,4978,68781,4882,2636851,24680,536863,12357,9710,2170,1815976,21074,262260,8689,12042,2041,66595,4319,577983,13519,115271,6197,400213,12682,4827517,21186,2923042,20662,2605227,18192,317815,9632,236064,8326,43612,3729,38139,3171,1299587,17167,221503,8501,3599,1018,912272,14053,155998,6908,6215,1278,47936,3666,289610,9258,63758,4711,203584,8263,4464040,19376,2571602,19478,2282812,18919,288790,9698,223902,8073,34246,2724,30642,3303,1337264,16953,315360,8402,6111,1575,903704,14189,106262,4563,5827,1189,18659,2177,288373,9641,51513,3426,196629,7532,26473,null,null,28282,null,null,27150,null,null,15551,null,null,14044,null,null,4978,null,null,4882,null,null,24680,null,null,12357,null,null,2170,null,null,21074,null,null,8689,null,null,2041,null,null,4319,null,null,13519,null,null,6197,null,null,12682,null,null,21186,null,null,20662,null,null,18192,null,null,9632,null,null,8326,null,null,3729,null,null,3171,null,null,17167,null,null,8501,null,null,1018,null,null,14053,null,null,6908,null,null,1278,null,null,3666,null,null,9258,null,null,4711,null,null,8263,null,null,19376,null,null,19478,null,null,18919,null,null,9698,null,null,8073,null,null,2724,null,null,3303,null,null,16953,null,null,8402,null,null,1575,null,null,14189,null,null,4563,null,null,1189,null,null,2177,null,null,9641,null,null,3426,null,null,7532,null,null,36
4626006,20643,4186472,20106,3763121,20164,423351,11949,319940,11046,60716,5184,42695,4472,47899,4227,42539,3786,671,521,2894,1000,1440,733,355,246,9183,1707,79649,5125,52839,4340,249964,9336,2424296,13917,2182862,15329,1943973,14634,238889,8154,175899,7909,34723,4026,28267,3525,26039,2694,23121,2647,596,505,1444,739,821,578,57,97,6864,1472,49802,3895,34083,3344,124646,5936,2201710,17154,2003610,15538,1819148,15169,184462,7536,144041,6589,25993,2472,14428,2267,21860,2834,19418,2682,75,86,1450,708,619,376,298,227,2319,860,29847,2891,18756,2338,125318,5826,20643,null,null,20106,null,null,20164,null,null,11949,null,null,11046,null,null,5184,null,null,4472,null,null,4227,null,null,3786,null,null,521,null,null,1000,null,null,733,null,null,246,null,null,1707,null,null,5125,null,null,4340,null,null,9336,null,null,13917,null,null,15329,null,null,14634,null,null,8154,null,null,7909,null,null,4026,null,null,3525,null,null,2694,null,null,2647,null,null,505,null,null,739,null,null,578,null,null,97,null,null,1472,null,null,3895,null,null,3344,null,null,5936,null,null,17154,null,null,15538,null,null,15169,null,null,7536,null,null,6589,null,null,2472,null,null,2267,null,null,2834,null,null,2682,null,null,86,null,null,708,null,null,376,null,null,227,null,null,860,null,null,2891,null,null,2338,null,null,5826,null,null,37
406027,5000,365895,5207,325505,5607,40390,3464,28642,2802,7567,1491,4181,1343,2140,896,1820,890,46,57,62,84,174,254,38,41,2358,1020,11933,1845,2906,975,20795,1868,222541,3599,200490,3094,178731,3475,21759,2469,16414,2306,3219,872,2126,824,1289,502,1058,465,14,25,15,26,174,254,28,37,1495,512,6234,1179,1643,619,11390,1412,183486,3927,165405,4054,146774,4210,18631,1916,12228,1542,4348,1159,2055,847,851,556,762,545,32,54,47,77,0,155,10,18,863,756,5699,1163,1263,712,9405,1266,5000,null,null,5207,null,null,5607,null,null,3464,null,null,2802,null,null,1491,null,null,1343,null,null,896,null,null,890,null,null,57,null,null,84,null,null,254,null,null,41,null,null,1020,null,null,1845,null,null,975,null,null,1868,null,null,3599,null,null,3094,null,null,3475,null,null,2469,null,null,2306,null,null,872,null,null,824,null,null,502,null,null,465,null,null,25,null,null,26,null,null,254,null,null,37,null,null,512,null,null,1179,null,null,619,null,null,1412,null,null,3927,null,null,4054,null,null,4210,null,null,1916,null,null,1542,null,null,1159,null,null,847,null,null,556,null,null,545,null,null,54,null,null,77,null,null,155,null,null,18,null,null,756,null,null,1163,null,null,712,null,null,1266,null,null,38
5435982,22752,4922182,23899,4515268,26031,406914,12428,318233,11011,50145,4325,38536,4184,86890,4489,82506,4439,620,317,2757,777,615,334,392,255,16758,2056,127034,5341,48778,3877,234340,7750,2830189,16049,2555543,16777,2341929,17913,213614,8824,165229,7966,26126,3360,22259,3656,42052,3450,39218,3365,405,208,1813,629,410,274,206,189,11192,1611,70522,4467,31616,3138,119264,5816,2605793,15724,2366639,14912,2173339,15830,193300,6908,153004,5776,24019,2819,16277,2114,44838,2780,43288,2829,215,218,944,420,205,142,186,172,5566,1270,56512,3656,17162,2375,115076,4881,22752,null,null,23899,null,null,26031,null,null,12428,null,null,11011,null,null,4325,null,null,4184,null,null,4489,null,null,4439,null,null,317,null,null,777,null,null,334,null,null,255,null,null,2056,null,null,5341,null,null,3877,null,null,7750,null,null,16049,null,null,16777,null,null,17913,null,null,8824,null,null,7966,null,null,3360,null,null,3656,null,null,3450,null,null,3365,null,null,208,null,null,629,null,null,274,null,null,189,null,null,1611,null,null,4467,null,null,3138,null,null,5816,null,null,15724,null,null,14912,null,null,15830,null,null,6908,null,null,5776,null,null,2819,null,null,2114,null,null,2780,null,null,2829,null,null,218,null,null,420,null,null,142,null,null,172,null,null,1270,null,null,3656,null,null,2375,null,null,4881,null,null,39
1729489,10334,1592283,10987,1428164,11604,164119,5323,128628,5166,21352,2626,14139,1687,8662,1405,7628,1255,486,427,14,23,50,61,484,530,4772,1015,29496,2279,20215,2100,74061,3321,924532,6685,847958,7344,763199,7372,84759,3507,65752,3310,10863,1922,8144,1332,4152,1077,3827,1015,255,344,0,159,0,159,70,142,3181,904,16762,1841,13850,1881,38629,2820,804957,7497,744325,7811,664965,8156,79360,3202,62876,3239,10489,1505,5995,960,4510,1110,3801,881,231,233,14,23,50,61,414,525,1591,524,12734,1418,6365,948,35432,2201,10334,null,null,10987,null,null,11604,null,null,5323,null,null,5166,null,null,2626,null,null,1687,null,null,1405,null,null,1255,null,null,427,null,null,23,null,null,61,null,null,530,null,null,1015,null,null,2279,null,null,2100,null,null,3321,null,null,6685,null,null,7344,null,null,7372,null,null,3507,null,null,3310,null,null,1922,null,null,1332,null,null,1077,null,null,1015,null,null,344,null,null,159,null,null,159,null,null,142,null,null,904,null,null,1841,null,null,1881,null,null,2820,null,null,7497,null,null,7811,null,null,8156,null,null,3202,null,null,3239,null,null,1505,null,null,960,null,null,1110,null,null,881,null,null,233,null,null,23,null,null,61,null,null,525,null,null,524,null,null,1418,null,null,948,null,null,2201,null,null,40
1899356,13722,1559036,14220,1374404,13802,184632,7897,147941,7175,22502,2827,14189,2363,82729,4632,62421,4340,8250,1885,8888,1491,3170,809,0,201,42725,4218,68682,4349,20538,2029,125646,6755,1008901,9172,830089,10143,730108,10425,99981,5787,80667,5045,11268,1833,8046,1609,42585,3365,31498,2776,5242,1414,4426,1035,1419,497,0,201,28203,3280,36022,3379,13424,1909,58578,3554,890455,9893,728947,9309,644296,9971,84651,4589,67274,4232,11234,1847,6143,1424,40144,3281,30923,3215,3008,994,4462,1003,1751,601,0,201,14522,2057,32660,2676,7114,1441,67068,4571,13722,null,null,14220,null,null,13802,null,null,7897,null,null,7175,null,null,2827,null,null,2363,null,null,4632,null,null,4340,null,null,1885,null,null,1491,null,null,809,null,null,201,null,null,4218,null,null,4349,null,null,2029,null,null,6755,null,null,9172,null,null,10143,null,null,10425,null,null,5787,null,null,5045,null,null,1833,null,null,1609,null,null,3365,null,null,2776,null,null,1414,null,null,1035,null,null,497,null,null,201,null,null,3280,null,null,3379,null,null,1909,null,null,3554,null,null,9893,null,null,9309,null,null,9971,null,null,4589,null,null,4232,null,null,1847,null,null,1424,null,null,3281,null,null,3215,null,null,994,null,null,1003,null,null,601,null,null,201,null,null,2057,null,null,2676,null,null,1441,null,null,4571,null,null,41
