B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,B08006_001M,B08006_001EA,B08006_001MA,B08006_002M,B08006_002EA,B08006_002MA,B08006_003M,B08006_003EA,B08006_003MA,B08006_004M,B08006_004EA,B08006_004MA,B08006_005M,B08006_005EA,B08006_005MA,B08006_006M,B08006_006EA,B08006_006MA,B08006_007M,B08006_007EA,B08006_007MA,B08006_008M,B08006_008EA,B08006_008MA,B08006_009M,B08006_009EA,B08006_009MA,B08006_010M,B08006_010EA,B08006_010MA,B08006_011M,B08006_011EA,B08006_011MA,B08006_012M,B08006_012EA,B08006_012MA,B08006_013M,B08006_013EA,B08006_013MA,B08006_014M,B08006_014EA,B08006_014MA,B08006_015M,B08006_015EA,B08006_015MA,B08006_016M,B08006_016EA,B08006_016MA,B08006_017M,B08006_017EA,B08006_017MA,B08006_018M,B08006_018EA,B08006_018MA,B08006_019M,B08006_019EA,B08006_019MA,B08006_020M,B08006_020EA,B08006_020MA,B08006_021M,B08006_021EA,B08006_021MA,B08006_022M,B08006_022EA,B08006_022MA,B08006_023M,B08006_023EA,B08006_023MA,B08006_024M,B08006_024EA,B08006_024MA,B08006_025M,B08006_025EA,B08006_025MA,B08006_026M,B08006_026EA,B08006_026MA,B08006_027M,B08006_027EA,B08006_027MA,B08006_028M,B08006_028EA,B08006_028MA,B08006_029M,B08006_029EA,B08006_029MA,B08006_030M,B08006_030EA,B08006_030MA,B08006_031M,B08006_031EA,B08006_031MA,B08006_032M,B08006_032EA,B08006_032MA,B08006_033M,B08006_033EA,B08006_033MA,B08006_034M,B08006_034EA,B08006_034MA,B08006_035M,B08006_035EA,B08006_035MA,B08006_036M,B08006_036EA,B08006_036MA,B08006_037M,B08006_037EA,B08006_037MA,B08006_038M,B08006_038EA,B08006_038MA,B08006_039M,B08006_039EA,B08006_039MA,B08006_040M,B08006_040EA,B08006_040MA,B08006_041M,B08006_041EA,B08006_041MA,B08006_042M,B08006_042EA,B08006_042MA,B08006_043M,B08006_043EA,B08006_043MA,B08006_044M,B08006_044EA,B08006_044MA,B08006_045M,B08006_045EA,B08006_045MA,B08006_046M,B08006_046EA,B08006_046MA,B08006_047M,B08006_047EA,B08006_047MA,B08006_048M,B08006_048EA,B08006_048MA,B08006_049M,B08006_049EA,B08006_049MA,B08006_050M,B08006_050EA,B08006_050MA,B08006_051M,B08006_051EA,B08006_051MA,state
9122419,34743,8056559,34572,7221118,35892,835441,19368,634180,16561,121096,7148,80165,6161,187114,8988,167898,9230,1432,910,9835,1605,6527,1730,1422,632,56464,4791,137204,6375,137405,9221,547673,13777,4802633,23667,4219548,23408,3781634,26146,437914,13365,323250,11851,62932,5375,51732,4813,91839,6568,81641,6482,874,562,4577,885,3890,1412,857,495,42358,4585,81727,5234,88291,7275,278870,9965,4319786,22613,3837011,23333,3439484,22959,397527,11740,310930,10079,58164,4479,28433,2854,95275,6747,86257,6981,558,452,5258,1310,2637,1033,565,479,14106,2150,55477,4171,49114,4619,268803,8036,34743,null,null,34572,null,null,35892,null,null,19368,null,null,16561,null,null,7148,null,null,6161,null,null,8988,null,null,9230,null,null,910,null,null,1605,null,null,1730,null,null,632,null,null,4791,null,null,6375,null,null,9221,null,null,13777,null,null,23667,null,null,23408,null,null,26146,null,null,13365,null,null,11851,null,null,5375,null,null,4813,null,null,6568,null,null,6482,null,null,562,null,null,885,null,null,1412,null,null,495,null,null,4585,null,null,5234,null,null,7275,null,null,9965,null,null,22613,null,null,23333,null,null,22959,null,null,11740,null,null,10079,null,null,4479,null,null,2854,null,null,6747,null,null,6981,null,null,452,null,null,1310,null,null,1033,null,null,479,null,null,2150,null,null,4171,null,null,4619,null,null,8036,null,null,12
4681817,22733,4165601,24731,3714350,26166,451251,12068,337723,11894,65221,5363,48307,4680,100028,6674,71233,5711,791,596,24480,3145,3319,1230,205,170,12159,1935,72701,4248,67178,5865,264150,8448,2449924,12930,2170981,13555,1922736,14284,248245,8264,182822,7496,35553,4053,29870,3648,50599,4382,35260,3548,699,578,12835,2021,1750,908,55,91,8875,1446,44551,3409,40745,4534,134173,5805,2231893,18557,1994620,19799,1791614,20451,203006,8935,154901,8049,29668,3573,18437,2699,49429,4574,35973,4113,92,105,11645,2133,1569,611,150,141,3284,1218,28150,2722,26433,3380,129977,6392,22733,null,null,24731,null,null,26166,null,null,12068,null,null,11894,null,null,5363,null,null,4680,null,null,6674,null,null,5711,null,null,596,null,null,3145,null,null,1230,null,null,170,null,null,1935,null,null,4248,null,null,5865,null,null,8448,null,null,12930,null,null,13555,null,null,14284,null,null,8264,null,null,7496,null,null,4053,null,null,3648,null,null,4382,null,null,3548,null,null,578,null,null,2021,null,null,908,null,null,91,null,null,1446,null,null,3409,null,null,4534,null,null,5805,null,null,18557,null,null,19799,null,null,20451,null,null,8935,null,null,8049,null,null,3573,null,null,2699,null,null,4574,null,null,4113,null,null,105,null,null,2133,null,null,611,null,null,141,null,null,1218,null,null,2722,null,null,3380,null,null,6392,null,null,13
708798,7430,571036,8274,474495,9201,96541,5619,66963,4711,17317,2263,12261,2375,47808,4374,47525,4294,42,71,0,185,16,27,225,214,5184,1283,33401,3021,16422,2166,34947,3045,384131,4725,313476,5772,269069,6043,44407,3594,30798,2856,8466,1475,5143,1382,20664,2686,20553,2653,0,185,0,185,16,27,95,126,3820,1034,19375,1985,10359,1611,16437,1887,324667,5223,257560,5453,205426,5835,52134,3592,36165,3218,8851,1495,7118,1563,27144,2781,26972,2751,42,71,0,185,0,185,130,189,1364,496,14026,1834,6063,1280,18510,2133,7430,null,null,8274,null,null,9201,null,null,5619,null,null,4711,null,null,2263,null,null,2375,null,null,4374,null,null,4294,null,null,71,null,null,185,null,null,27,null,null,214,null,null,1283,null,null,3021,null,null,2166,null,null,3045,null,null,4725,null,null,5772,null,null,6043,null,null,3594,null,null,2856,null,null,1475,null,null,1382,null,null,2686,null,null,2653,null,null,185,null,null,185,null,null,27,null,null,126,null,null,1034,null,null,1985,null,null,1611,null,null,1887,null,null,5223,null,null,5453,null,null,5835,null,null,3592,null,null,3218,null,null,1495,null,null,1563,null,null,2781,null,null,2751,null,null,71,null,null,185,null,null,185,null,null,189,null,null,496,null,null,1834,null,null,1280,null,null,2133,null,null,15
753204,10015,669264,9949,597208,10219,72056,5488,54680,4553,9438,1951,7938,1630,4282,1004,3911,967,0,198,192,323,179,219,0,198,8826,1439,19709,2532,7008,1258,44115,4072,413832,7187,365790,6624,327470,7572,38320,3669,28974,2741,4453,1163,4893,1280,2831,880,2745,869,0,198,0,198,86,147,0,198,6001,1164,10272,1488,5449,1087,23489,2584,339372,6465,303474,7133,269738,6464,33736,3181,25706,2761,4985,1145,3045,1064,1451,450,1166,433,0,198,192,323,93,158,0,198,2825,864,9437,1713,1559,602,20626,2712,10015,null,null,9949,null,null,10219,null,null,5488,null,null,4553,null,null,1951,null,null,1630,null,null,1004,null,null,967,null,null,198,null,null,323,null,null,219,null,null,198,null,null,1439,null,null,2532,null,null,1258,null,null,4072,null,null,7187,null,null,6624,null,null,7572,null,null,3669,null,null,2741,null,null,1163,null,null,1280,null,null,880,null,null,869,null,null,198,null,null,198,null,null,147,null,null,198,null,null,1164,null,null,1488,null,null,1087,null,null,2584,null,null,6465,null,null,7133,null,null,6464,null,null,3181,null,null,2761,null,null,1145,null,null,1064,null,null,450,null,null,433,null,null,198,null,null,323,null,null,158,null,null,198,null,null,864,null,null,1713,null,null,602,null,null,2712,null,null,16
6129844,20914,4954917,21433,4483475,22299,471442,10723,358867,10092,71237,4998,41338,3683,573372,11437,231920,8042,3783,1146,192720,7635,144429,5375,520,357,42366,3678,184968,7362,72044,6232,302177,8806,3211172,14187,2614641,13777,2367029,15044,247612,7082,187616,6552,37204,3341,22792,2497,282080,8283,103032,5655,1652,606,96374,5132,80912,3597,110,110,30617,2598,93988,5072,38912,4036,150934,5882,2918672,16344,2340276,15615,2116446,16171,223830,7370,171251,6724,34033,2820,18546,2465,291292,7665,128888,6200,2131,933,96346,4848,63517,3945,410,328,11749,1720,90980,4895,33132,3911,151243,5851,20914,null,null,21433,null,null,22299,null,null,10723,null,null,10092,null,null,4998,null,null,3683,null,null,11437,null,null,8042,null,null,1146,null,null,7635,null,null,5375,null,null,357,null,null,3678,null,null,7362,null,null,6232,null,null,8806,null,null,14187,null,null,13777,null,null,15044,null,null,7082,null,null,6552,null,null,3341,null,null,2497,null,null,8283,null,null,5655,null,null,606,null,null,5132,null,null,3597,null,null,110,null,null,2598,null,null,5072,null,null,4036,null,null,5882,null,null,16344,null,null,15615,null,null,16171,null,null,7370,null,null,6724,null,null,2820,null,null,2465,null,null,7665,null,null,6200,null,null,933,null,null,4848,null,null,3945,null,null,328,null,null,1720,null,null,4895,null,null,3911,null,null,5851,null,null,17
3107122,14972,2850994,15610,2586064,18049,264930,10512,211375,8672,30841,3140,22714,2458,31443,2939,23914,2773,270,243,2575,1002,4305,943,379,340,12811,1917,66298,4176,27519,2890,118057,5258,1629220,10623,1492731,11024,1350392,11838,142339,6339,112430,5294,16516,2027,13393,1812,14174,2056,11278,1881,52,87,961,526,1555,512,328,338,9711,1740,37415,3276,18030,2115,57159,3441,1477902,12671,1358263,12227,1235672,12817,122591,6203,98945,5260,14325,1922,9321,1592,17269,2223,12636,2039,218,226,1614,860,2750,795,51,94,3100,897,28883,2689,9489,1440,60898,3949,14972,null,null,15610,null,null,18049,null,null,10512,null,null,8672,null,null,3140,null,null,2458,null,null,2939,null,null,2773,null,null,243,null,null,1002,null,null,943,null,null,340,null,null,1917,null,null,4176,null,null,2890,null,null,5258,null,null,10623,null,null,11024,null,null,11838,null,null,6339,null,null,5294,null,null,2027,null,null,1812,null,null,2056,null,null,1881,null,null,87,null,null,526,null,null,512,null,null,338,null,null,1740,null,null,3276,null,null,2115,null,null,3441,null,null,12671,null,null,12227,null,null,12817,null,null,6203,null,null,5260,null,null,1922,null,null,1592,null,null,2223,null,null,2039,null,null,226,null,null,860,null,null,795,null,null,94,null,null,897,null,null,2689,null,null,1440,null,null,3949,null,null,18
1583507,9513,1415840,10839,1286536,11530,129304,6291,99615,5427,17105,2103,12584,1669,17064,2551,16621,2512,49,81,77,117,0,159,317,165,7365,1365,54449,3015,13956,1758,74833,4404,833706,6967,745024,7476,678728,8498,66296,4160,51664,3522,8100,1400,6532,1197,9104,1764,8899,1715,0,159,0,159,0,159,205,154,5580,1254,28053,1867,9354,1374,36591,2869,749801,7169,670816,7873,607808,7141,63008,3910,47951,3172,9005,1430,6052,1213,7960,1421,7722,1405,49,81,77,117,0,159,112,163,1785,539,26396,2171,4602,1009,38242,2902,9513,null,null,10839,null,null,11530,null,null,6291,null,null,5427,null,null,2103,null,null,1669,null,null,2551,null,null,2512,null,null,81,null,null,117,null,null,159,null,null,165,null,null,1365,null,null,3015,null,null,1758,null,null,4404,null,null,6967,null,null,7476,null,null,8498,null,null,4160,null,null,3522,null,null,1400,null,null,1197,null,null,1764,null,null,1715,null,null,159,null,null,159,null,null,159,null,null,154,null,null,1254,null,null,1867,null,null,1374,null,null,2869,null,null,7169,null,null,7873,null,null,7141,null,null,3910,null,null,3172,null,null,1430,null,null,1213,null,null,1421,null,null,1405,null,null,81,null,null,117,null,null,159,null,null,163,null,null,539,null,null,2171,null,null,1009,null,null,2902,null,null,19
1421443,10034,1294493,10449,1168600,12292,125893,6388,97428,5117,17030,2307,11435,2132,7338,1417,7006,1430,60,82,97,112,54,94,121,110,6094,1329,35041,3004,14839,1798,63638,3365,754403,6519,686700,7176,621219,8292,65481,3946,50561,3238,9010,1646,5910,1577,3276,987,3018,958,36,63,97,112,54,94,71,88,4935,1123,19904,2303,8788,1313,30800,2348,667040,7175,607793,7392,547381,7997,60412,3974,46867,3119,8020,1458,5525,1290,4062,1005,3988,1007,24,47,0,174,0,174,50,84,1159,542,15137,1859,6051,1222,32838,2681,10034,null,null,10449,null,null,12292,null,null,6388,null,null,5117,null,null,2307,null,null,2132,null,null,1417,null,null,1430,null,null,82,null,null,112,null,null,94,null,null,110,null,null,1329,null,null,3004,null,null,1798,null,null,3365,null,null,6519,null,null,7176,null,null,8292,null,null,3946,null,null,3238,null,null,1646,null,null,1577,null,null,987,null,null,958,null,null,63,null,null,112,null,null,94,null,null,88,null,null,1123,null,null,2303,null,null,1313,null,null,2348,null,null,7175,null,null,7392,null,null,7997,null,null,3974,null,null,3119,null,null,1458,null,null,1290,null,null,1005,null,null,1007,null,null,47,null,null,174,null,null,174,null,null,84,null,null,542,null,null,1859,null,null,1222,null,null,2681,null,null,20
1924064,14452,1760568,13449,1582234,12284,178334,7556,143951,6731,21574,2597,12809,1900,20925,2954,20412,2931,54,70,264,272,195,243,0,190,4385,1112,41353,3046,25056,2511,71777,4785,1004519,10461,917217,9940,823183,8859,94034,5447,76905,4775,9428,1635,7701,1307,8815,1842,8669,1845,0,190,119,183,27,46,0,190,3935,1131,22093,2253,15591,2301,36868,3065,919545,10597,843351,10317,759051,9539,84300,3799,67046,3453,12146,1824,5108,1017,12110,1955,11743,1953,54,70,145,193,168,231,0,190,450,296,19260,2543,9465,1610,34909,3022,14452,null,null,13449,null,null,12284,null,null,7556,null,null,6731,null,null,2597,null,null,1900,null,null,2954,null,null,2931,null,null,70,null,null,272,null,null,243,null,null,190,null,null,1112,null,null,3046,null,null,2511,null,null,4785,null,null,10461,null,null,9940,null,null,8859,null,null,5447,null,null,4775,null,null,1635,null,null,1307,null,null,1842,null,null,1845,null,null,190,null,null,183,null,null,46,null,null,190,null,null,1131,null,null,2253,null,null,2301,null,null,3065,null,null,10597,null,null,10317,null,null,9539,null,null,3799,null,null,3453,null,null,1824,null,null,1017,null,null,1955,null,null,1953,null,null,70,null,null,193,null,null,231,null,null,190,null,null,296,null,null,2543,null,null,1610,null,null,3022,null,null,21
1999699,14146,1842229,15482,1657170,16034,185059,9400,140405,8309,29405,3803,15249,2446,25489,2733,23816,2613,1408,518,38,66,61,97,166,153,9914,1760,33167,3267,27092,3516,61808,4412,1026786,10327,939908,11565,843230,11842,96678,6056,73410,5914,14252,2756,9016,1679,12571,2150,11410,2002,902,413,38,66,61,97,160,154,6774,1681,18987,2576,18514,2708,30032,3147,972913,9897,902321,9962,813940,10493,88381,5343,66995,4683,15153,2427,6233,1434,12918,1974,12406,1942,506,304,0,208,0,208,6,11,3140,879,14180,1988,8578,1748,31776,3081,14146,null,null,15482,null,null,16034,null,null,9400,null,null,8309,null,null,3803,null,null,2446,null,null,2733,null,null,2613,null,null,518,null,null,66,null,null,97,null,null,153,null,null,1760,null,null,3267,null,null,3516,null,null,4412,null,null,10327,null,null,11565,null,null,11842,null,null,6056,null,null,5914,null,null,2756,null,null,1679,null,null,2150,null,null,2002,null,null,413,null,null,66,null,null,97,null,null,154,null,null,1681,null,null,2576,null,null,2708,null,null,3147,null,null,9897,null,null,9962,null,null,10493,null,null,5343,null,null,4683,null,null,2427,null,null,1434,null,null,1974,null,null,1942,null,null,304,null,null,208,null,null,208,null,null,11,null,null,879,null,null,1988,null,null,1748,null,null,3081,null,null,22
