C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,C17007_001M,C17007_001EA,C17007_001MA,C17007_002M,C17007_002EA,C17007_002MA,C17007_003M,C17007_003EA,C17007_003MA,C17007_004M,C17007_004EA,C17007_004MA,C17007_005M,C17007_005EA,C17007_005MA,C17007_006M,C17007_006EA,C17007_006MA,C17007_007M,C17007_007EA,C17007_007MA,state
4005809,33918,1018266,18731,436730,12359,581536,14209,2987543,28282,1468321,17062,1519222,18289,33918,null,null,18731,null,null,12359,null,null,14209,null,null,28282,null,null,17062,null,null,18289,null,null,36
1914085,23294,520258,13968,233874,9832,286384,9046,1393827,19869,681616,13162,712211,11433,23294,null,null,13968,null,null,9832,null,null,9046,null,null,19869,null,null,13162,null,null,11433,null,null,37
181411,6865,39739,3678,21471,2558,18268,2225,141672,6323,78822,4423,62850,3559,6865,null,null,3678,null,null,2558,null,null,2225,null,null,6323,null,null,4423,null,null,3559,null,null,38
2350738,20509,618716,13540,280682,8805,338034,9649,1732022,18201,872551,12571,859471,10537,20509,null,null,13540,null,null,8805,null,null,9649,null,null,18201,null,null,12571,null,null,10537,null,null,39
720534,12175,210436,6861,97943,4638,112493,4476,510098,10605,258391,7180,251707,6372,12175,null,null,6861,null,null,4638,null,null,4476,null,null,10605,null,null,7180,null,null,6372,null,null,40
932685,17369,244520,10070,109842,7444,134678,5587,688165,15307,341898,10526,346267,9264,17369,null,null,10070,null,null,7444,null,null,5587,null,null,15307,null,null,10526,null,null,9264,null,null,41
2521458,22833,617444,15222,270787,9745,346657,10507,1904014,16922,930128,12754,973886,12703,22833,null,null,15222,null,null,9745,null,null,10507,null,null,16922,null,null,12754,null,null,12703,null,null,42
227919,8797,53996,4999,24297,3279,29699,3712,173923,7806,88942,5420,84981,4446,8797,null,null,4999,null,null,3279,null,null,3712,null,null,7806,null,null,5420,null,null,4446,null,null,44
916222,15902,250009,7643,107600,5871,142409,5959,666213,15421,330358,10179,335855,9628,15902,null,null,7643,null,null,5871,null,null,5959,null,null,15421,null,null,10179,null,null,9628,null,null,45
177184,5522,44107,3811,18632,2218,25475,2946,133077,5259,70066,3963,63011,3224,5522,null,null,3811,null,null,2218,null,null,2946,null,null,5259,null,null,3963,null,null,3224,null,null,46
1238695,18197,340009,8775,149629,6981,190380,5192,898686,15699,446262,11416,452424,9342,18197,null,null,8775,null,null,6981,null,null,5192,null,null,15699,null,null,11416,null,null,9342,null,null,47
4326922,39678,1108477,20894,490508,13481,617969,14177,3218445,35894,1715023,24808,1503422,22244,39678,null,null,20894,null,null,13481,null,null,14177,null,null,35894,null,null,24808,null,null,22244,null,null,48
408033,13570,114768,8535,51176,5478,63592,5606,293265,11490,155458,8251,137807,5727,13570,null,null,8535,null,null,5478,null,null,5606,null,null,11490,null,null,8251,null,null,5727,null,null,49
149353,4830,35765,3044,16752,2233,19013,1946,113588,4121,52496,2861,61092,2718,4830,null,null,3044,null,null,2233,null,null,1946,null,null,4121,null,null,2861,null,null,2718,null,null,50
1559279,22641,356166,11450,154354,6550,201812,8627,1203113,18543,597300,12747,605813,11449,22641,null,null,11450,null,null,6550,null,null,8627,null,null,18543,null,null,12747,null,null,11449,null,null,51
1549526,21809,363836,10476,165207,8113,198629,7230,1185690,17952,616819,11913,568871,10329,21809,null,null,10476,null,null,8113,null,null,7230,null,null,17952,null,null,11913,null,null,10329,null,null,53
361907,9537,122609,6788,55510,4223,67099,5048,239298,7756,118973,5082,120325,5224,9537,null,null,6788,null,null,4223,null,null,5048,null,null,7756,null,null,5082,null,null,5224,null,null,54
1231483,15303,288492,7928,134586,5975,153906,6519,942991,14258,478252,9101,464739,8583,15303,null,null,7928,null,null,5975,null,null,6519,null,null,14258,null,null,9101,null,null,8583,null,null,55
116999,5253,32888,3338,15887,2390,17001,2149,84111,4991,46439,3070,37672,3415,5253,null,null,3338,null,null,2390,null,null,2149,null,null,4991,null,null,3070,null,null,3415,null,null,56
517160,10814,294348,7681,123044,4497,171304,5831,222812,7877,105029,4843,117783,5098,10814,null,null,7681,null,null,4497,null,null,5831,null,null,7877,null,null,4843,null,null,5098,null,null,72
843739,15126,260910,8943,115736,5358,145174,7252,582829,13876,285445,9221,297384,9062,15126,null,null,8943,null,null,5358,null,null,7252,null,null,13876,null,null,9221,null,null,9062,null,null,01
158281,7216,26887,2971,13291,1738,13596,2282,131394,6175,77345,4650,54049,3401,7216,null,null,2971,null,null,1738,null,null,2282,null,null,6175,null,null,4650,null,null,3401,null,null,02
1328715,21003,345384,11377,168708,6543,176676,8301,983331,16054,507532,11522,475799,8634,21003,null,null,11377,null,null,6543,null,null,8301,null,null,16054,null,null,11522,null,null,8634,null,null,04
540827,13556,166134,7827,75251,5416,90883,5662,374693,10767,189852,8037,184841,5812,13556,null,null,7827,null,null,5416,null,null,5662,null,null,10767,null,null,8037,null,null,5812,null,null,05
6929471,52097,1838134,24786,824391,17074,1013743,18171,5091337,44745,2669394,30840,2421943,26196,52097,null,null,24786,null,null,17074,null,null,18171,null,null,44745,null,null,30840,null,null,26196,null,null,06
1176095,19250,264196,9318,119948,5875,144248,6520,911899,17028,486048,11523,425851,8863,19250,null,null,9318,null,null,5875,null,null,6520,null,null,17028,null,null,11523,null,null,8863,null,null,08
682091,13788,137080,6549,65019,5229,72061,4225,545011,10642,265415,7398,279596,7151,13788,null,null,6549,null,null,5229,null,null,4225,null,null,10642,null,null,7398,null,null,7151,null,null,09
172466,6926,40595,3059,16805,2217,23790,2339,131871,6129,64686,3755,67185,4143,6926,null,null,3059,null,null,2217,null,null,2339,null,null,6129,null,null,3755,null,null,4143,null,null,10
248361,6031,56473,4606,27600,3183,28873,2970,191888,5573,91486,3979,100402,3722,6031,null,null,4606,null,null,3183,null,null,2970,null,null,5573,null,null,3979,null,null,3722,null,null,11
