C18107_001E,C18107_001M,C18107_002E,C18107_002M,C18107_003E,C18107_003M,C18107_004E,C18107_004M,C18107_005E,C18107_005M,C18107_006E,C18107_006M,C18107_007E,C18107_007M,C18107_008E,C18107_008M,C18107_009E,C18107_009M,C18107_010E,C18107_010M,C18107_011E,C18107_011M,C18107_012E,C18107_012M,C18107_013E,C18107_013M,C18107_014E,C18107_014M,C18107_015E,C18107_015M,C18107_001M,C18107_001EA,C18107_001MA,C18107_002M,C18107_002EA,C18107_002MA,C18107_003M,C18107_003EA,C18107_003MA,C18107_004M,C18107_004EA,C18107_004MA,C18107_005M,C18107_005EA,C18107_005MA,C18107_006M,C18107_006EA,C18107_006MA,C18107_007M,C18107_007EA,C18107_007MA,C18107_008M,C18107_008EA,C18107_008MA,C18107_009M,C18107_009EA,C18107_009MA,C18107_010M,C18107_010EA,C18107_010MA,C18107_011M,C18107_011EA,C18107_011MA,C18107_012M,C18107_012EA,C18107_012MA,C18107_013M,C18107_013EA,C18107_013MA,C18107_014M,C18107_014EA,C18107_014MA,C18107_015M,C18107_015EA,C18107_015MA,state
16158134,5598,7717514,6638,5904200,6573,220311,9786,5683889,12091,1813314,2918,182380,6778,1630934,7551,8440620,5663,6233188,6388,234523,8518,5998665,9980,2207432,3525,342046,8475,1865386,8451,5598,null,null,6638,null,null,6573,null,null,9786,null,null,12091,null,null,2918,null,null,6778,null,null,7551,null,null,5663,null,null,6388,null,null,8518,null,null,9980,null,null,3525,null,null,8475,null,null,8451,null,null,12
7614462,5045,3587801,6135,3007980,5944,117665,5588,2890315,8542,579821,2820,67127,3426,512694,4653,4026661,5262,3276179,5335,126037,6227,3150142,7758,750482,3112,131130,5305,619352,5309,5045,null,null,6135,null,null,5944,null,null,5588,null,null,8542,null,null,2820,null,null,3426,null,null,4653,null,null,5262,null,null,5335,null,null,6227,null,null,7758,null,null,3112,null,null,5305,null,null,5309,null,null,13
1071169,2692,518665,2507,410306,2522,11679,1535,398627,3055,108359,748,13920,2013,94439,2118,552504,1469,422129,1392,12225,1608,409904,2226,130375,608,25002,1992,105373,2098,2692,null,null,2507,null,null,2522,null,null,1535,null,null,3055,null,null,748,null,null,2013,null,null,2118,null,null,1469,null,null,1392,null,null,1608,null,null,2226,null,null,608,null,null,1992,null,null,2098,null,null,15
1227237,1476,602702,2380,483518,2283,16815,2485,466703,3202,119184,1381,11367,1644,107817,2307,624535,2270,491285,2261,21219,2569,470066,3035,133250,1310,18256,1762,114994,2115,1476,null,null,2380,null,null,2283,null,null,2485,null,null,3202,null,null,1381,null,null,1644,null,null,2307,null,null,2270,null,null,2261,null,null,2569,null,null,3035,null,null,1310,null,null,1762,null,null,2115,null,null,16
9700525,2700,4677942,3782,3887432,3538,123910,6619,3763522,7663,790510,2369,86638,3516,703872,4240,5022583,3975,4005183,3752,129769,5088,3875414,6029,1017400,3138,180063,5516,837337,6457,2700,null,null,3782,null,null,3538,null,null,6619,null,null,7663,null,null,2369,null,null,3516,null,null,4240,null,null,3975,null,null,3752,null,null,5088,null,null,6029,null,null,3138,null,null,5516,null,null,6457,null,null,17
4960989,3562,2397382,4200,1973871,3957,82400,4618,1891471,5895,423511,2113,46940,2381,376571,2950,2563607,3746,2029840,3460,90727,4988,1939113,5630,533767,2085,89229,3931,444538,4522,3562,null,null,4200,null,null,3957,null,null,4618,null,null,5895,null,null,2113,null,null,2381,null,null,2950,null,null,3746,null,null,3460,null,null,4988,null,null,5630,null,null,2085,null,null,3931,null,null,4522,null,null,18
2366440,1861,1159861,2675,939004,2421,26802,2534,912202,3412,220857,1607,21086,2049,199771,2449,1206579,2392,936201,2356,31047,2758,905154,3756,270378,1619,35322,2425,235056,2643,1861,null,null,2675,null,null,2421,null,null,2534,null,null,3412,null,null,1607,null,null,2049,null,null,2449,null,null,2392,null,null,2356,null,null,2758,null,null,3756,null,null,1619,null,null,2425,null,null,2643,null,null,19
2137760,2885,1042679,3256,853471,3148,29217,2940,824254,4403,189208,1418,17356,1813,171852,2077,1095081,2597,864922,2852,33998,2816,830924,3690,230159,1527,34685,2300,195474,2414,2885,null,null,3256,null,null,3148,null,null,2940,null,null,4403,null,null,1418,null,null,1813,null,null,2077,null,null,2597,null,null,2852,null,null,2816,null,null,3690,null,null,1527,null,null,2300,null,null,2414,null,null,20
3344394,3524,1604629,4312,1309148,4210,73183,4792,1235965,6448,295481,1543,41605,3200,253876,3591,1739765,3445,1369879,3380,84280,4634,1285599,5910,369886,1850,71500,3667,298386,3931,3524,null,null,4312,null,null,4210,null,null,4792,null,null,6448,null,null,1543,null,null,3200,null,null,3591,null,null,3445,null,null,3380,null,null,4634,null,null,5910,null,null,1850,null,null,3667,null,null,3931,null,null,21
3461725,2923,1637528,3425,1350764,3619,63050,4971,1287714,6267,286764,1890,35438,3234,251326,3545,1824197,3043,1456935,2875,68921,4785,1388014,5097,367262,1871,70445,4023,296817,4393,2923,null,null,3425,null,null,3619,null,null,4971,null,null,6267,null,null,1890,null,null,3234,null,null,3545,null,null,3043,null,null,2875,null,null,4785,null,null,5097,null,null,1871,null,null,4023,null,null,4393,null,null,22
