B19025G_001E,B19025G_001M,B19025G_001M,B19025G_001EA,B19025G_001MA,state
7783240100,583291221,583291221,null,null,12
3958433400,368277671,368277671,null,null,13
7313118100,433038981,433038981,null,null,15
656756900,161538791,161538791,null,null,16
5228084500,404752454,404752454,null,null,17
1543183600,205783688,205783688,null,null,18
607499400,87445914,87445914,null,null,19
1472400200,209102718,209102718,null,null,20
999346300,161787365,161787365,null,null,21
1449333500,275453217,275453217,null,null,22
601734700,256318099,256318099,null,null,23
4100906500,411254176,411254176,null,null,24
3911050500,431194140,431194140,null,null,25
4476756900,400685948,400685948,null,null,26
2332363100,248762997,248762997,null,null,27
325553300,79899479,79899479,null,null,28
1972367400,261786552,261786552,null,null,29
444576500,99432870,99432870,null,null,30
522836700,97528838,97528838,null,null,31
2200013400,210249322,210249322,null,null,32
450891300,113465280,113465280,null,null,33
4711466800,473246809,473246809,null,null,34
1183844000,205113841,205113841,null,null,35
12461176500,1055851524,1055851524,null,null,36
3552310900,324083004,324083004,null,null,37
480654000,125492885,125492885,null,null,38
3778938800,291214899,291214899,null,null,39
4903482700,293621506,293621506,null,null,40
3613246300,357956134,357956134,null,null,41
4158151500,366582502,366582502,null,null,42
409642200,111780060,111780060,null,null,44
1091148200,156977119,156977119,null,null,45
176882700,54675531,54675531,null,null,46
1872808100,284340433,284340433,null,null,47
13320112800,899587800,899587800,null,null,48
1252369300,187424548,187424548,null,null,49
148637300,45938990,45938990,null,null,50
6052314800,561370760,561370760,null,null,51
7550104300,548997595,548997595,null,null,53
319515900,73186966,73186966,null,null,54
1777276400,268495844,268495844,null,null,55
306013800,90094301,90094301,null,null,56
1522192400,148369542,148369542,null,null,72
1295954900,174757976,174757976,null,null,01
1090431000,166361068,166361068,null,null,02
4101049500,441899142,441899142,null,null,04
991043700,149241964,149241964,null,null,05
40328884900,1483801085,1483801085,null,null,06
3506479300,342296050,342296050,null,null,08
1944680300,294320772,294320772,null,null,09
343979400,98866595,98866595,null,null,10
729115300,156694906,156694906,null,null,11
