C17019_001E,C17019_001M,C17019_002E,C17019_002M,C17019_003E,C17019_003M,C17019_004E,C17019_004M,C17019_005E,C17019_005M,C17019_006E,C17019_006M,C17019_007E,C17019_007M,C17019_001M,C17019_001EA,C17019_001MA,C17019_002M,C17019_002EA,C17019_002MA,C17019_003M,C17019_003EA,C17019_003MA,C17019_004M,C17019_004EA,C17019_004MA,C17019_005M,C17019_005EA,C17019_005MA,C17019_006M,C17019_006EA,C17019_006MA,C17019_007M,C17019_007EA,C17019_007MA,state
1633661,12099,119222,5232,25488,2387,93734,4747,1514439,12232,1152703,9661,361736,9993,12099,null,null,5232,null,null,2387,null,null,4747,null,null,12232,null,null,9661,null,null,9993,null,null,25
2476595,14487,251751,5912,106677,3520,145074,5624,2224844,14012,1843503,13824,381341,9372,14487,null,null,5912,null,null,3520,null,null,5624,null,null,14012,null,null,13824,null,null,9372,null,null,26
1367104,9317,80100,3223,30127,2128,49973,2609,1287004,9285,1083810,9574,203194,7167,9317,null,null,3223,null,null,2128,null,null,2609,null,null,9285,null,null,9574,null,null,7167,null,null,27
730719,10889,120336,6510,51356,3743,68980,5214,610383,10106,476612,9262,133771,7103,10889,null,null,6510,null,null,3743,null,null,5214,null,null,10106,null,null,9262,null,null,7103,null,null,28
1527349,11298,149358,5465,53629,3404,95729,5295,1377991,12119,1085608,12623,292383,8925,11298,null,null,5465,null,null,3404,null,null,5295,null,null,12119,null,null,12623,null,null,8925,null,null,29
257449,5388,20634,2259,10269,1449,10365,1401,236815,4995,191964,4965,44851,3192,5388,null,null,2259,null,null,1449,null,null,1401,null,null,4995,null,null,4965,null,null,3192,null,null,30
476436,5393,35279,3116,9959,1326,25320,2648,441157,5177,349437,4908,91720,4110,5393,null,null,3116,null,null,1326,null,null,2648,null,null,5177,null,null,4908,null,null,4110,null,null,31
670968,8716,68432,4469,19092,1841,49340,3931,602536,8939,391416,7566,211120,7542,8716,null,null,4469,null,null,1841,null,null,3931,null,null,8939,null,null,7566,null,null,7542,null,null,32
342912,5731,13796,1974,5502,1158,8294,1583,329116,5686,268798,5261,60318,4063,5731,null,null,1974,null,null,1158,null,null,1583,null,null,5686,null,null,5261,null,null,4063,null,null,33
2197150,15175,166157,6870,39106,3009,127051,6396,2030993,14878,1489628,14224,541365,11187,15175,null,null,6870,null,null,3009,null,null,6396,null,null,14878,null,null,14224,null,null,11187,null,null,34
481127,7528,73619,4140,33026,2549,40593,3528,407508,7211,318966,6788,88542,4829,7528,null,null,4140,null,null,2549,null,null,3528,null,null,7211,null,null,6788,null,null,4829,null,null,35
4541583,22755,495440,10667,100389,4425,395051,9663,4046143,21981,2685479,19066,1360664,16041,22755,null,null,10667,null,null,4425,null,null,9663,null,null,21981,null,null,19066,null,null,16041,null,null,36
2542663,18509,285717,8541,96228,4349,189489,8006,2256946,18495,1706432,15714,550514,13289,18509,null,null,8541,null,null,4349,null,null,8006,null,null,18495,null,null,15714,null,null,13289,null,null,37
184904,4823,11802,1859,4372,1009,7430,1680,173102,4879,139092,3595,34010,3046,4823,null,null,1859,null,null,1009,null,null,1680,null,null,4879,null,null,3595,null,null,3046,null,null,38
2929661,16417,306876,9956,91875,4817,215001,8159,2622785,15165,2075449,15738,547336,9688,16417,null,null,9956,null,null,4817,null,null,8159,null,null,15165,null,null,15738,null,null,9688,null,null,39
961731,8307,110695,3985,40365,2475,70330,3302,851036,8243,651373,6940,199663,5601,8307,null,null,3985,null,null,2475,null,null,3302,null,null,8243,null,null,6940,null,null,5601,null,null,40
995749,11239,84674,5250,26404,2479,58270,4545,911075,10222,675050,9727,236025,8412,11239,null,null,5250,null,null,2479,null,null,4545,null,null,10222,null,null,9727,null,null,8412,null,null,41
3150563,15900,271489,7393,101676,4315,169813,6294,2879074,16305,2343574,15993,535500,10540,15900,null,null,7393,null,null,4315,null,null,6294,null,null,16305,null,null,15993,null,null,10540,null,null,42
247448,5295,22777,2508,5363,1193,17414,2296,224671,5361,165518,4913,59153,3651,5295,null,null,2508,null,null,1193,null,null,2296,null,null,5361,null,null,4913,null,null,3651,null,null,44
1224695,13377,132464,5943,51613,3606,80851,4598,1092231,13056,865649,12442,226582,7888,13377,null,null,5943,null,null,3606,null,null,4598,null,null,13056,null,null,12442,null,null,7888,null,null,45
209986,3966,17311,1573,5859,967,11452,1327,192675,3965,158323,3786,34352,2244,3966,null,null,1573,null,null,967,null,null,1327,null,null,3965,null,null,3786,null,null,2244,null,null,46
1670605,13670,193414,7149,64524,3785,128890,6439,1477191,13470,1138792,13399,338399,10177,13670,null,null,7149,null,null,3785,null,null,6439,null,null,13470,null,null,13399,null,null,10177,null,null,47
6602215,26303,795202,13310,298484,8974,496718,11268,5807013,28785,4233009,24123,1574004,20564,26303,null,null,13310,null,null,8974,null,null,11268,null,null,28785,null,null,24123,null,null,20564,null,null,48
711124,7895,51170,3459,17752,2065,33418,2829,659954,7820,520267,7398,139687,6060,7895,null,null,3459,null,null,2065,null,null,2829,null,null,7820,null,null,7398,null,null,6060,null,null,49
154421,3800,11826,1611,4961,848,6865,1337,142595,3595,119117,3205,23478,1881,3800,null,null,1611,null,null,848,null,null,1337,null,null,3595,null,null,3205,null,null,1881,null,null,50
2063049,16402,156560,6799,48452,3742,108108,5644,1906489,16860,1442105,16889,464384,9085,16402,null,null,6799,null,null,3742,null,null,5644,null,null,16860,null,null,16889,null,null,9085,null,null,51
1784043,12484,127482,5325,41848,2853,85634,4617,1656561,12643,1235831,11375,420730,10061,12484,null,null,5325,null,null,2853,null,null,4617,null,null,12643,null,null,11375,null,null,10061,null,null,53
467396,6711,60187,3948,26655,2763,33532,2999,407209,6986,341620,6885,65589,3945,6711,null,null,3948,null,null,2763,null,null,2999,null,null,6986,null,null,6885,null,null,3945,null,null,54
1460922,9966,112239,5484,36059,2393,76180,4682,1348683,10858,1092239,10140,256444,7390,9966,null,null,5484,null,null,2393,null,null,4682,null,null,10858,null,null,10140,null,null,7390,null,null,55
145524,4006,9154,1441,3933,912,5221,1182,136370,3906,109233,3592,27137,2626,4006,null,null,1441,null,null,912,null,null,1182,null,null,3906,null,null,3592,null,null,2626,null,null,56
836332,9750,329347,7759,168348,5156,160999,6266,506985,8881,423167,8551,83818,4142,9750,null,null,7759,null,null,5156,null,null,6266,null,null,8881,null,null,8551,null,null,4142,null,null,72
1208362,12930,153533,6747,59603,3877,93930,5433,1054829,12563,848016,11487,206813,8371,12930,null,null,6747,null,null,3877,null,null,5433,null,null,12563,null,null,11487,null,null,8371,null,null,01
164102,4083,11031,1425,4707,749,6324,1100,153071,3995,114034,2942,39037,2719,4083,null,null,1425,null,null,749,null,null,1100,null,null,3995,null,null,2942,null,null,2719,null,null,02
1648739,12489,196536,6247,78753,4639,117783,5000,1452203,12382,1061677,11963,390526,9814,12489,null,null,6247,null,null,4639,null,null,5000,null,null,12382,null,null,11963,null,null,9814,null,null,04
747917,9249,92514,4600,32166,2644,60348,3976,655403,8698,505340,8533,150063,6463,9249,null,null,4600,null,null,2644,null,null,3976,null,null,8698,null,null,8533,null,null,6463,null,null,05
8887761,26268,929253,15252,219410,7351,709843,13568,7958508,29205,5050303,25296,2908205,21992,26268,null,null,15252,null,null,7351,null,null,13568,null,null,29205,null,null,25296,null,null,21992,null,null,06
1347936,10110,94425,5097,32416,2494,62009,4094,1253511,11197,958045,9967,295466,9708,10110,null,null,5097,null,null,2494,null,null,4094,null,null,11197,null,null,9967,null,null,9708,null,null,08
880600,11466,60300,4330,13673,1867,46627,3647,820300,10426,634087,9339,186213,7347,11466,null,null,4330,null,null,1867,null,null,3647,null,null,10426,null,null,9339,null,null,7347,null,null,09
232433,5605,18768,2095,8072,1332,10696,1744,213665,5418,167428,4420,46237,3855,5605,null,null,2095,null,null,1332,null,null,1744,null,null,5418,null,null,4420,null,null,3855,null,null,10
122732,3407,16834,1966,1337,450,15497,1875,105898,3566,59838,2572,46060,2906,3407,null,null,1966,null,null,450,null,null,1875,null,null,3566,null,null,2572,null,null,2906,null,null,11
