B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,B19001D_001M,B19001D_001EA,B19001D_001MA,B19001D_002M,B19001D_002EA,B19001D_002MA,B19001D_003M,B19001D_003EA,B19001D_003MA,B19001D_004M,B19001D_004EA,B19001D_004MA,B19001D_005M,B19001D_005EA,B19001D_005MA,B19001D_006M,B19001D_006EA,B19001D_006MA,B19001D_007M,B19001D_007EA,B19001D_007MA,B19001D_008M,B19001D_008EA,B19001D_008MA,B19001D_009M,B19001D_009EA,B19001D_009MA,B19001D_010M,B19001D_010EA,B19001D_010MA,B19001D_011M,B19001D_011EA,B19001D_011MA,B19001D_012M,B19001D_012EA,B19001D_012MA,B19001D_013M,B19001D_013EA,B19001D_013MA,B19001D_014M,B19001D_014EA,B19001D_014MA,B19001D_015M,B19001D_015EA,B19001D_015MA,B19001D_016M,B19001D_016EA,B19001D_016MA,B19001D_017M,B19001D_017EA,B19001D_017MA,state
5209,902,676,272,270,237,42,70,0,172,82,138,506,369,137,179,391,396,101,132,519,350,286,230,184,185,1420,728,341,261,90,100,164,160,902,null,null,272,null,null,237,null,null,70,null,null,172,null,null,138,null,null,369,null,null,179,null,null,396,null,null,132,null,null,350,null,null,230,null,null,185,null,null,728,null,null,261,null,null,100,null,null,160,null,null,23
120317,3133,5173,968,3012,976,3248,1024,2046,572,2952,844,2931,888,2786,820,3428,937,3633,1069,5791,1163,10739,1774,15730,1894,12735,1407,9372,1399,16298,1863,20443,1775,3133,null,null,968,null,null,976,null,null,1024,null,null,572,null,null,844,null,null,888,null,null,820,null,null,937,null,null,1069,null,null,1163,null,null,1774,null,null,1894,null,null,1407,null,null,1399,null,null,1863,null,null,1775,null,null,24
136364,3396,13476,1736,5073,1365,2924,791,4710,936,3158,974,4044,1360,2797,692,2587,810,2935,795,7697,1545,9742,1470,15433,1744,14903,1864,10377,1440,14067,1764,22441,1947,3396,null,null,1736,null,null,1365,null,null,791,null,null,936,null,null,974,null,null,1360,null,null,692,null,null,810,null,null,795,null,null,1545,null,null,1470,null,null,1744,null,null,1864,null,null,1440,null,null,1764,null,null,1947,null,null,25
95420,2632,8215,1257,3820,864,3597,1045,3439,811,2389,667,3288,887,2128,686,2770,731,2663,801,5577,1270,7105,1370,15209,1647,9853,1241,6080,1093,8771,1334,10516,1286,2632,null,null,1257,null,null,864,null,null,1045,null,null,811,null,null,667,null,null,887,null,null,686,null,null,731,null,null,801,null,null,1270,null,null,1370,null,null,1647,null,null,1241,null,null,1093,null,null,1334,null,null,1286,null,null,26
70448,2307,3595,775,2966,1038,2517,795,2261,659,2042,616,2748,872,3084,772,2058,525,2690,782,5331,999,8431,1247,9243,1351,7592,1265,4654,953,5621,1323,5615,1095,2307,null,null,775,null,null,1038,null,null,795,null,null,659,null,null,616,null,null,872,null,null,772,null,null,525,null,null,782,null,null,999,null,null,1247,null,null,1351,null,null,1265,null,null,953,null,null,1323,null,null,1095,null,null,27
8744,1350,501,346,549,574,548,540,69,88,583,439,292,300,1065,640,146,208,33,63,1210,773,1219,616,1394,651,343,236,281,298,278,253,233,190,1350,null,null,346,null,null,574,null,null,540,null,null,88,null,null,439,null,null,300,null,null,640,null,null,208,null,null,63,null,null,773,null,null,616,null,null,651,null,null,236,null,null,298,null,null,253,null,null,190,null,null,28
37491,1815,3733,862,1806,834,1053,415,2558,1052,575,305,1465,587,1306,529,1788,691,1353,569,2515,679,3349,692,3646,768,3735,1198,2044,698,2777,749,3788,1045,1815,null,null,862,null,null,834,null,null,415,null,null,1052,null,null,305,null,null,587,null,null,529,null,null,691,null,null,569,null,null,679,null,null,692,null,null,768,null,null,1198,null,null,698,null,null,749,null,null,1045,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
12250,1355,2027,744,166,171,211,204,913,687,939,598,259,170,426,315,238,192,696,377,1170,489,1300,485,1255,502,1074,387,642,314,633,368,301,241,1355,null,null,744,null,null,171,null,null,204,null,null,687,null,null,598,null,null,170,null,null,315,null,null,192,null,null,377,null,null,489,null,null,485,null,null,502,null,null,387,null,null,314,null,null,368,null,null,241,null,null,31
78567,3080,3962,998,2560,791,3148,851,2893,801,3687,1026,3555,1013,3831,972,3199,758,2883,777,6582,1266,9714,1348,11284,1562,9290,1377,4580,933,3687,949,3712,1087,3080,null,null,998,null,null,791,null,null,851,null,null,801,null,null,1026,null,null,1013,null,null,972,null,null,758,null,null,777,null,null,1266,null,null,1348,null,null,1562,null,null,1377,null,null,933,null,null,949,null,null,1087,null,null,32
10532,1216,1180,791,283,251,158,245,115,121,884,731,630,464,452,283,267,251,168,147,414,284,965,544,1415,616,888,448,369,249,676,389,1668,690,1216,null,null,791,null,null,251,null,null,245,null,null,121,null,null,731,null,null,464,null,null,283,null,null,251,null,null,147,null,null,284,null,null,544,null,null,616,null,null,448,null,null,249,null,null,389,null,null,690,null,null,33
268445,3933,12918,1749,5083,1159,5016,1058,5830,1239,5860,1218,7039,1585,5347,1191,4116,1084,5601,1234,12848,1872,16818,1826,33300,2479,33297,2773,20843,2114,36160,2770,58369,3450,3933,null,null,1749,null,null,1159,null,null,1058,null,null,1239,null,null,1218,null,null,1585,null,null,1191,null,null,1084,null,null,1234,null,null,1872,null,null,1826,null,null,2479,null,null,2773,null,null,2114,null,null,2770,null,null,3450,null,null,34
9512,1372,712,429,250,237,585,354,214,181,297,208,413,280,356,350,272,239,908,586,761,353,1286,593,776,435,1060,463,371,286,614,385,637,370,1372,null,null,429,null,null,237,null,null,354,null,null,181,null,null,208,null,null,280,null,null,350,null,null,239,null,null,586,null,null,353,null,null,593,null,null,435,null,null,463,null,null,286,null,null,385,null,null,370,null,null,35
516925,6826,42456,3438,22047,2161,21938,2040,21818,2433,19087,2014,23260,2075,20167,2324,18826,2388,14511,2119,29185,2948,43897,3868,56150,2998,50410,3595,30552,2626,41767,3212,60854,3469,6826,null,null,3438,null,null,2161,null,null,2040,null,null,2433,null,null,2014,null,null,2075,null,null,2324,null,null,2388,null,null,2119,null,null,2948,null,null,3868,null,null,2998,null,null,3595,null,null,2626,null,null,3212,null,null,3469,null,null,36
83236,2989,4413,1169,1820,588,2385,925,2651,820,4357,1089,2933,903,2395,844,2523,815,2484,742,5919,1188,6448,1189,13120,1610,9553,1280,6572,1195,7596,1190,8067,1374,2989,null,null,1169,null,null,588,null,null,925,null,null,820,null,null,1089,null,null,903,null,null,844,null,null,815,null,null,742,null,null,1188,null,null,1189,null,null,1610,null,null,1280,null,null,1195,null,null,1190,null,null,1374,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
76712,2830,8033,1493,1544,534,1938,691,4041,994,3143,858,3022,908,1906,950,2235,731,2201,628,4769,1110,6629,1294,9821,1563,7850,1311,5061,1143,6326,1291,8193,1400,2830,null,null,1493,null,null,534,null,null,691,null,null,994,null,null,858,null,null,908,null,null,950,null,null,731,null,null,628,null,null,1110,null,null,1294,null,null,1563,null,null,1311,null,null,1143,null,null,1291,null,null,1400,null,null,39
24783,1563,2253,782,692,331,922,391,1059,378,1370,711,1242,540,924,470,1198,462,924,451,2309,724,2183,683,3057,689,2054,734,1475,585,1161,442,1960,614,1563,null,null,782,null,null,331,null,null,391,null,null,378,null,null,711,null,null,540,null,null,470,null,null,462,null,null,451,null,null,724,null,null,683,null,null,689,null,null,734,null,null,585,null,null,442,null,null,614,null,null,40
55741,2637,4685,1051,1668,614,2270,919,2263,735,1360,564,1880,847,1486,588,1951,793,1539,665,4020,982,5586,1096,5810,1156,5243,1172,2935,807,6059,1169,6986,1165,2637,null,null,1051,null,null,614,null,null,919,null,null,735,null,null,564,null,null,847,null,null,588,null,null,793,null,null,665,null,null,982,null,null,1096,null,null,1156,null,null,1172,null,null,807,null,null,1169,null,null,1165,null,null,41
128726,3903,11893,1537,3300,842,5223,1074,5355,1136,5559,1198,5072,1092,4425,1254,3860,1090,4638,1240,8823,1358,9470,1596,17674,2086,11657,1502,8343,1629,9697,1305,13737,1613,3903,null,null,1537,null,null,842,null,null,1074,null,null,1136,null,null,1198,null,null,1092,null,null,1254,null,null,1090,null,null,1240,null,null,1358,null,null,1596,null,null,2086,null,null,1502,null,null,1629,null,null,1305,null,null,1613,null,null,42
11671,1408,1357,687,457,314,159,213,157,263,172,196,141,150,277,242,202,216,0,208,755,442,1157,528,2859,1056,1507,652,1025,622,656,408,790,392,1408,null,null,687,null,null,314,null,null,213,null,null,263,null,null,196,null,null,150,null,null,242,null,null,216,null,null,208,null,null,442,null,null,528,null,null,1056,null,null,652,null,null,622,null,null,408,null,null,392,null,null,44
23506,2143,1771,720,420,302,1014,587,1142,651,1132,532,807,513,2061,868,707,417,935,520,1348,561,3222,1140,3193,856,2244,653,1116,561,1043,560,1351,560,2143,null,null,720,null,null,302,null,null,587,null,null,651,null,null,532,null,null,513,null,null,868,null,null,417,null,null,520,null,null,561,null,null,1140,null,null,856,null,null,653,null,null,561,null,null,560,null,null,560,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
34409,2118,1745,510,1259,598,2157,884,1520,730,999,507,1881,730,901,451,872,616,1154,590,2264,737,4562,1270,4329,955,2983,970,2821,991,2766,740,2196,607,2118,null,null,510,null,null,598,null,null,884,null,null,730,null,null,507,null,null,730,null,null,451,null,null,616,null,null,590,null,null,737,null,null,1270,null,null,955,null,null,970,null,null,991,null,null,740,null,null,607,null,null,47
409370,6909,22873,2665,12770,2069,11260,1644,17394,2595,11501,1771,15114,1914,12663,1775,12033,2267,11246,1853,24245,2611,36287,3840,49193,4285,45737,3463,34109,2814,41899,3494,51046,2810,6909,null,null,2665,null,null,2069,null,null,1644,null,null,2595,null,null,1771,null,null,1914,null,null,1775,null,null,2267,null,null,1853,null,null,2611,null,null,3840,null,null,4285,null,null,3463,null,null,2814,null,null,3494,null,null,2810,null,null,48
20999,1435,1721,593,363,232,1141,655,810,410,511,288,540,359,834,547,559,299,620,361,1891,655,2144,726,3441,910,2459,770,1604,621,1539,683,822,353,1435,null,null,593,null,null,232,null,null,655,null,null,410,null,null,288,null,null,359,null,null,547,null,null,299,null,null,361,null,null,655,null,null,726,null,null,910,null,null,770,null,null,621,null,null,683,null,null,353,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
160874,4344,7289,1260,3052,1058,3659,903,3334,776,4531,1001,4344,1089,3145,913,4907,1075,4466,1137,9139,1913,13424,1722,20287,2209,18087,2083,13211,1554,19471,1721,28528,2242,4344,null,null,1260,null,null,1058,null,null,903,null,null,776,null,null,1001,null,null,1089,null,null,913,null,null,1075,null,null,1137,null,null,1913,null,null,1722,null,null,2209,null,null,2083,null,null,1554,null,null,1721,null,null,2242,null,null,51
202803,4739,13312,1735,6515,1517,4891,1126,4980,1174,5154,1361,5581,1219,5628,1175,6743,1288,7007,1437,14739,1781,14456,2085,25759,2344,22600,2434,15882,1749,21358,2157,28198,2416,4739,null,null,1735,null,null,1517,null,null,1126,null,null,1174,null,null,1361,null,null,1219,null,null,1175,null,null,1288,null,null,1437,null,null,1781,null,null,2085,null,null,2344,null,null,2434,null,null,1749,null,null,2157,null,null,2416,null,null,53
5366,937,676,617,79,124,231,296,363,324,127,201,0,193,28,57,236,197,0,193,938,531,512,427,459,324,725,484,150,126,164,180,678,328,937,null,null,617,null,null,124,null,null,296,null,null,324,null,null,201,null,null,193,null,null,57,null,null,197,null,null,193,null,null,531,null,null,427,null,null,324,null,null,484,null,null,126,null,null,180,null,null,328,null,null,54
44661,1987,4379,1146,2088,574,1350,544,1703,665,1132,570,1896,584,1879,688,1234,609,1317,521,2634,797,4336,938,5239,1160,5191,1148,2769,729,3107,855,4407,774,1987,null,null,1146,null,null,574,null,null,544,null,null,665,null,null,570,null,null,584,null,null,688,null,null,609,null,null,521,null,null,797,null,null,938,null,null,1160,null,null,1148,null,null,729,null,null,855,null,null,774,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
20199,1614,1650,696,680,382,456,320,970,506,275,170,705,403,723,482,948,559,1332,712,2083,701,1854,550,2382,735,2609,775,517,338,974,622,2041,632,1614,null,null,696,null,null,382,null,null,320,null,null,506,null,null,170,null,null,403,null,null,482,null,null,559,null,null,712,null,null,701,null,null,550,null,null,735,null,null,775,null,null,338,null,null,622,null,null,632,null,null,01
11635,1220,148,182,509,373,414,265,479,349,309,192,349,282,428,400,245,222,415,339,704,374,1574,582,1549,600,1993,804,1000,493,771,434,748,282,1220,null,null,182,null,null,373,null,null,265,null,null,349,null,null,192,null,null,282,null,null,400,null,null,222,null,null,339,null,null,374,null,null,582,null,null,600,null,null,804,null,null,493,null,null,434,null,null,282,null,null,02
74314,2725,5967,1217,2248,693,2634,767,3385,1010,2495,696,1986,634,1926,715,2528,691,2930,874,4680,1002,9462,1686,10456,1319,6989,1161,4465,1031,5300,1187,6863,1256,2725,null,null,1217,null,null,693,null,null,767,null,null,1010,null,null,696,null,null,634,null,null,715,null,null,691,null,null,874,null,null,1002,null,null,1686,null,null,1319,null,null,1161,null,null,1031,null,null,1187,null,null,1256,null,null,04
12581,1451,1281,529,410,309,440,337,445,469,570,344,309,302,427,343,423,266,244,314,1368,588,1021,532,1900,717,1497,533,601,321,716,455,929,488,1451,null,null,529,null,null,309,null,null,337,null,null,469,null,null,344,null,null,302,null,null,343,null,null,266,null,null,314,null,null,588,null,null,532,null,null,717,null,null,533,null,null,321,null,null,455,null,null,488,null,null,05
1759596,11572,102745,4769,68948,3878,60520,3876,55890,3532,45718,2918,52178,3644,48568,3742,51448,3855,45865,3434,96146,5318,145161,5534,203627,6922,184983,5787,128909,5571,194667,6303,274223,7145,11572,null,null,4769,null,null,3878,null,null,3876,null,null,3532,null,null,2918,null,null,3644,null,null,3742,null,null,3855,null,null,3434,null,null,5318,null,null,5534,null,null,6922,null,null,5787,null,null,5571,null,null,6303,null,null,7145,null,null,06
55831,2263,3444,990,1706,632,1592,512,1812,695,2535,905,2521,796,2053,838,1705,570,2870,927,3410,1076,5868,1106,8375,1141,5606,1079,2969,818,4851,998,4514,1036,2263,null,null,990,null,null,632,null,null,512,null,null,695,null,null,905,null,null,796,null,null,838,null,null,570,null,null,927,null,null,1076,null,null,1106,null,null,1141,null,null,1079,null,null,818,null,null,998,null,null,1036,null,null,08
50370,2063,2132,786,1671,746,1628,733,1230,522,579,318,2004,843,1835,755,793,400,1451,587,3289,1020,3856,934,7521,1216,4627,965,3906,958,5177,1064,8671,1022,2063,null,null,786,null,null,746,null,null,733,null,null,522,null,null,318,null,null,843,null,null,755,null,null,400,null,null,587,null,null,1020,null,null,934,null,null,1216,null,null,965,null,null,958,null,null,1064,null,null,1022,null,null,09
12126,822,1167,520,248,212,491,358,549,331,61,77,158,175,346,345,419,327,169,152,823,450,851,396,2066,685,834,430,1022,462,1713,644,1209,470,822,null,null,520,null,null,212,null,null,358,null,null,331,null,null,77,null,null,175,null,null,345,null,null,327,null,null,152,null,null,450,null,null,396,null,null,685,null,null,430,null,null,462,null,null,644,null,null,470,null,null,10
11775,1052,1160,437,308,308,47,83,142,129,43,71,84,121,67,85,145,138,642,420,613,286,1680,638,987,374,1553,646,649,425,1630,555,2025,563,1052,null,null,437,null,null,308,null,null,83,null,null,129,null,null,71,null,null,121,null,null,85,null,null,138,null,null,420,null,null,286,null,null,638,null,null,374,null,null,646,null,null,425,null,null,555,null,null,563,null,null,11
