B24041_001E,B24041_001M,B24041_002E,B24041_002M,B24041_003E,B24041_003M,B24041_004E,B24041_004M,B24041_005E,B24041_005M,B24041_006E,B24041_006M,B24041_007E,B24041_007M,B24041_008E,B24041_008M,B24041_009E,B24041_009M,B24041_010E,B24041_010M,B24041_011E,B24041_011M,B24041_012E,B24041_012M,B24041_013E,B24041_013M,B24041_014E,B24041_014M,B24041_015E,B24041_015M,B24041_016E,B24041_016M,B24041_017E,B24041_017M,B24041_018E,B24041_018M,B24041_019E,B24041_019M,B24041_020E,B24041_020M,B24041_021E,B24041_021M,B24041_022E,B24041_022M,B24041_023E,B24041_023M,B24041_024E,B24041_024M,B24041_025E,B24041_025M,B24041_026E,B24041_026M,B24041_027E,B24041_027M,B24041_001M,B24041_001EA,B24041_001MA,B24041_002M,B24041_002EA,B24041_002MA,B24041_003M,B24041_003EA,B24041_003MA,B24041_004M,B24041_004EA,B24041_004MA,B24041_005M,B24041_005EA,B24041_005MA,B24041_006M,B24041_006EA,B24041_006MA,B24041_007M,B24041_007EA,B24041_007MA,B24041_008M,B24041_008EA,B24041_008MA,B24041_009M,B24041_009EA,B24041_009MA,B24041_010M,B24041_010EA,B24041_010MA,B24041_011M,B24041_011EA,B24041_011MA,B24041_012M,B24041_012EA,B24041_012MA,B24041_013M,B24041_013EA,B24041_013MA,B24041_014M,B24041_014EA,B24041_014MA,B24041_015M,B24041_015EA,B24041_015MA,B24041_016M,B24041_016EA,B24041_016MA,B24041_017M,B24041_017EA,B24041_017MA,B24041_018M,B24041_018EA,B24041_018MA,B24041_019M,B24041_019EA,B24041_019MA,B24041_020M,B24041_020EA,B24041_020MA,B24041_021M,B24041_021EA,B24041_021MA,B24041_022M,B24041_022EA,B24041_022MA,B24041_023M,B24041_023EA,B24041_023MA,B24041_024M,B24041_024EA,B24041_024MA,B24041_025M,B24041_025EA,B24041_025MA,B24041_026M,B24041_026EA,B24041_026MA,B24041_027M,B24041_027EA,B24041_027MA,state
39493,344,27770,3539,25646,2062,66476,12029,35824,589,45563,1114,43763,3288,31152,371,45622,959,41973,495,60001,4065,48233,3318,47815,1581,50931,672,41388,1123,43433,1780,61114,860,49097,13723,30329,577,41096,221,42141,332,40192,358,26914,432,32825,1722,25292,476,29947,1133,48403,1402,344,null,null,3539,null,null,2062,null,null,12029,null,null,589,null,null,1114,null,null,3288,null,null,371,null,null,959,null,null,495,null,null,4065,null,null,3318,null,null,1581,null,null,672,null,null,1123,null,null,1780,null,null,860,null,null,13723,null,null,577,null,null,221,null,null,332,null,null,358,null,null,432,null,null,1722,null,null,476,null,null,1133,null,null,1402,null,null,12
42128,223,31637,1712,30937,1374,42688,7495,35439,1411,41919,492,49927,3350,32246,653,49945,1439,47864,1939,57874,4812,61113,1798,55755,1615,60646,1962,46977,2471,55374,1446,71558,1574,77611,14761,34485,2833,42346,603,45661,873,40804,596,25325,889,36411,1702,23647,1083,33742,2528,48792,2238,223,null,null,1712,null,null,1374,null,null,7495,null,null,1411,null,null,492,null,null,3350,null,null,653,null,null,1439,null,null,1939,null,null,4812,null,null,1798,null,null,1615,null,null,1962,null,null,2471,null,null,1446,null,null,1574,null,null,14761,null,null,2833,null,null,603,null,null,873,null,null,596,null,null,889,null,null,1702,null,null,1083,null,null,2528,null,null,2238,null,null,13
45870,706,30300,5442,30300,5442,-666666666,-222222222,56644,5233,50796,3278,44200,3506,34109,1983,47841,3155,42741,5201,66898,9097,49919,7678,46971,2489,50209,3576,41914,3598,51458,1824,66776,6454,48472,9670,35682,3115,49323,1927,50117,1505,48089,2957,36050,1020,38571,3962,35764,1146,38489,4086,57296,3833,706,null,null,5442,null,null,5442,null,null,-222222222,-,**,5233,null,null,3278,null,null,3506,null,null,1983,null,null,3155,null,null,5201,null,null,9097,null,null,7678,null,null,2489,null,null,3576,null,null,3598,null,null,1824,null,null,6454,null,null,9670,null,null,3115,null,null,1927,null,null,1505,null,null,2957,null,null,1020,null,null,3962,null,null,1146,null,null,4086,null,null,3833,null,null,15
40538,525,35839,2745,34120,2615,50944,13568,41366,1846,42708,3865,41882,2515,31502,1253,48937,3219,47281,4593,60000,13861,45461,9588,47789,4838,49110,4599,40854,8042,45676,3665,61459,2960,56097,24805,30389,2984,39801,2114,40234,1692,39173,3286,24927,1851,33652,7994,23601,1857,31502,3577,51797,1852,525,null,null,2745,null,null,2615,null,null,13568,null,null,1846,null,null,3865,null,null,2515,null,null,1253,null,null,3219,null,null,4593,null,null,13861,null,null,9588,null,null,4838,null,null,4599,null,null,8042,null,null,3665,null,null,2960,null,null,24805,null,null,2984,null,null,2114,null,null,1692,null,null,3286,null,null,1851,null,null,7994,null,null,1857,null,null,3577,null,null,1852,null,null,16
49504,455,42969,3156,41170,858,69171,2307,52025,737,49892,1202,51269,958,35568,589,50981,621,48987,2161,77316,5375,61191,1691,62299,1087,66471,1639,50640,1449,61788,614,76846,1092,69358,10651,35014,1930,46960,507,51722,446,42268,412,30601,423,41033,765,27308,641,36683,787,67577,1549,455,null,null,3156,null,null,858,null,null,2307,null,null,737,null,null,1202,null,null,958,null,null,589,null,null,621,null,null,2161,null,null,5375,null,null,1691,null,null,1087,null,null,1639,null,null,1449,null,null,614,null,null,1092,null,null,10651,null,null,1930,null,null,507,null,null,446,null,null,412,null,null,423,null,null,765,null,null,641,null,null,787,null,null,1549,null,null,17
42038,193,40982,1068,37616,2807,65991,10065,46090,1378,47088,861,49045,3029,31730,517,50574,1003,47033,1751,68928,3658,47089,4453,48358,2638,50583,1506,41260,1980,47382,2528,60644,2059,55588,18726,32075,745,41686,366,45705,685,40057,1076,24550,1658,35289,2864,22135,654,36223,840,46408,1644,193,null,null,1068,null,null,2807,null,null,10065,null,null,1378,null,null,861,null,null,3029,null,null,517,null,null,1003,null,null,1751,null,null,3658,null,null,4453,null,null,2638,null,null,1506,null,null,1980,null,null,2528,null,null,2059,null,null,18726,null,null,745,null,null,366,null,null,685,null,null,1076,null,null,1658,null,null,2864,null,null,654,null,null,840,null,null,1644,null,null,18
43038,1025,41783,1049,41589,1025,50313,6489,45818,1254,45646,819,48707,3592,32018,723,51735,1335,48419,3479,66036,4764,46475,1439,51606,868,52304,1469,45914,3069,48961,2495,60408,2688,82099,21232,31955,3692,41835,555,50178,1448,38904,1384,26524,1449,36347,1476,22518,1769,36187,1381,58183,2868,1025,null,null,1049,null,null,1025,null,null,6489,null,null,1254,null,null,819,null,null,3592,null,null,723,null,null,1335,null,null,3479,null,null,4764,null,null,1439,null,null,868,null,null,1469,null,null,3069,null,null,2495,null,null,2688,null,null,21232,null,null,3692,null,null,555,null,null,1448,null,null,1384,null,null,1449,null,null,1476,null,null,1769,null,null,1381,null,null,2868,null,null,19
42114,298,41541,1221,40523,1997,51897,5996,42318,2617,45594,1611,48449,2449,32389,1112,52441,3108,51105,1053,66157,4879,54057,5139,50673,1774,51664,2188,42610,6487,51127,1419,65670,3833,70991,38749,31862,1024,41800,541,44389,2004,40270,1085,24431,1938,32096,5184,22454,1517,35111,4560,45935,1273,298,null,null,1221,null,null,1997,null,null,5996,null,null,2617,null,null,1611,null,null,2449,null,null,1112,null,null,3108,null,null,1053,null,null,4879,null,null,5139,null,null,1774,null,null,2188,null,null,6487,null,null,1419,null,null,3833,null,null,38749,null,null,1024,null,null,541,null,null,2004,null,null,1085,null,null,1938,null,null,5184,null,null,1517,null,null,4560,null,null,1273,null,null,20
41203,315,42001,2760,31949,4310,70055,14931,41580,920,45164,1212,45545,1990,30847,757,47497,2294,45454,2256,56447,9168,42153,3524,48621,2721,50978,1712,39720,5570,45390,1779,59407,4150,61389,22187,31349,989,41587,508,43071,1620,40713,730,25264,1557,31791,2129,22468,2159,31453,1004,44625,2487,315,null,null,2760,null,null,4310,null,null,14931,null,null,920,null,null,1212,null,null,1990,null,null,757,null,null,2294,null,null,2256,null,null,9168,null,null,3524,null,null,2721,null,null,1712,null,null,5570,null,null,1779,null,null,4150,null,null,22187,null,null,989,null,null,508,null,null,1620,null,null,730,null,null,1557,null,null,2129,null,null,2159,null,null,1004,null,null,2487,null,null,21
41319,293,54908,5636,27431,5801,67193,6593,42282,2871,56499,2576,49582,3331,30257,1414,52154,3039,51014,1409,65187,5821,41660,5784,43794,3314,45291,3707,42120,2681,48421,2776,58000,4251,60895,28389,32029,2736,40274,805,41639,564,37279,1231,25935,963,36279,2126,23214,1499,32380,2152,45438,1972,293,null,null,5636,null,null,5801,null,null,6593,null,null,2871,null,null,2576,null,null,3331,null,null,1414,null,null,3039,null,null,1409,null,null,5821,null,null,5784,null,null,3314,null,null,3707,null,null,2681,null,null,2776,null,null,4251,null,null,28389,null,null,2736,null,null,805,null,null,564,null,null,1231,null,null,963,null,null,2126,null,null,1499,null,null,2152,null,null,1972,null,null,22
