C23022_001E,C23022_001M,C23022_002E,C23022_002M,C23022_003E,C23022_003M,C23022_004E,C23022_004M,C23022_005E,C23022_005M,C23022_006E,C23022_006M,C23022_007E,C23022_007M,C23022_008E,C23022_008M,C23022_009E,C23022_009M,C23022_010E,C23022_010M,C23022_011E,C23022_011M,C23022_001M,C23022_001EA,C23022_001MA,C23022_002M,C23022_002EA,C23022_002MA,C23022_003M,C23022_003EA,C23022_003MA,C23022_004M,C23022_004EA,C23022_004MA,C23022_005M,C23022_005EA,C23022_005MA,C23022_006M,C23022_006EA,C23022_006MA,C23022_007M,C23022_007EA,C23022_007MA,C23022_008M,C23022_008EA,C23022_008MA,C23022_009M,C23022_009EA,C23022_009MA,C23022_010M,C23022_010EA,C23022_010MA,C23022_011M,C23022_011EA,C23022_011MA,state
12859412,9271,6358888,7559,4902227,20250,3518731,26196,1383496,21779,1456661,20428,6500524,7286,4520722,20149,2777658,20953,1743064,23149,1979802,19746,9271,null,null,7559,null,null,20250,null,null,26196,null,null,21779,null,null,20428,null,null,7286,null,null,20149,null,null,20953,null,null,23149,null,null,19746,null,null,12
6726277,8506,3293364,6846,2575512,12046,1864892,16167,710620,14949,717852,12674,3432913,7052,2409841,14992,1490238,18158,919603,16873,1023072,15592,8506,null,null,6846,null,null,12046,null,null,16167,null,null,14949,null,null,12674,null,null,7052,null,null,14992,null,null,18158,null,null,16873,null,null,15592,null,null,13
908780,2016,466388,1677,383537,4564,285386,5112,98151,4367,82851,4391,442392,1579,333545,4651,212991,4287,120554,4768,108847,4815,2016,null,null,1677,null,null,4564,null,null,5112,null,null,4367,null,null,4391,null,null,1579,null,null,4651,null,null,4287,null,null,4768,null,null,4815,null,null,15
1040437,2968,522212,2246,440679,6113,307486,6454,133193,4785,81533,5990,518225,2723,373360,5716,194638,6365,178722,6268,144865,5629,2968,null,null,2246,null,null,6113,null,null,6454,null,null,4785,null,null,5990,null,null,2723,null,null,5716,null,null,6365,null,null,6268,null,null,5629,null,null,16
8350156,7074,4155536,5026,3362668,12282,2403656,15810,959012,12963,792868,13215,4194620,5309,3094922,15016,1837850,16404,1257072,16878,1099698,14640,7074,null,null,5026,null,null,12282,null,null,15810,null,null,12963,null,null,13215,null,null,5309,null,null,15016,null,null,16404,null,null,16878,null,null,14640,null,null,17
4246158,5159,2117677,4774,1725162,9421,1232570,10389,492592,8512,392515,9284,2128481,4138,1576052,10316,913002,12927,663050,11205,552429,10451,5159,null,null,4774,null,null,9421,null,null,10389,null,null,8512,null,null,9284,null,null,4138,null,null,10316,null,null,12927,null,null,11205,null,null,10451,null,null,18
1975452,3174,998843,3130,869031,5185,622209,7733,246822,7116,129812,4937,976609,2956,789160,6761,470055,7135,319105,7329,187449,6433,3174,null,null,3130,null,null,5185,null,null,7733,null,null,7116,null,null,4937,null,null,2956,null,null,6761,null,null,7135,null,null,7329,null,null,6433,null,null,19
1835667,3993,927990,3537,786001,5435,566936,6117,219065,6528,141989,4936,907677,3587,703322,6278,420412,7271,282910,6789,204355,5794,3993,null,null,3537,null,null,5435,null,null,6117,null,null,6528,null,null,4936,null,null,3587,null,null,6278,null,null,7271,null,null,6789,null,null,5794,null,null,20
2854532,4650,1420421,4384,1078141,9453,762220,10713,315921,8724,342280,8542,1434111,4122,993131,9522,587679,11804,405452,9431,440980,9072,4650,null,null,4384,null,null,9453,null,null,10713,null,null,8724,null,null,8542,null,null,4122,null,null,9522,null,null,11804,null,null,9431,null,null,9072,null,null,21
3016621,5574,1491129,5012,1088444,9653,767288,8686,321156,8226,402685,10370,1525492,3795,1029168,8517,621969,10215,407199,9325,496324,8783,5574,null,null,5012,null,null,9653,null,null,8686,null,null,8226,null,null,10370,null,null,3795,null,null,8517,null,null,10215,null,null,9325,null,null,8783,null,null,22
