B19054_001E,B19054_001M,B19054_002E,B19054_002M,B19054_003E,B19054_003M,B19054_001M,B19054_001EA,B19054_001MA,B19054_002M,B19054_002EA,B19054_002MA,B19054_003M,B19054_003EA,B19054_003MA,state
7573456,23478,1594098,17606,5979358,24899,23478,null,null,17606,null,null,24899,null,null,12
3686135,15528,591961,11168,3094174,18055,15528,null,null,11168,null,null,18055,null,null,13
455868,4824,128593,4362,327275,5735,4824,null,null,4362,null,null,5735,null,null,15
610872,4143,131712,4452,479160,5635,4143,null,null,4452,null,null,5635,null,null,16
4822046,12932,1034025,13297,3788021,18319,12932,null,null,13297,null,null,18319,null,null,17
2533270,10440,466416,9234,2066854,12258,10440,null,null,9234,null,null,12258,null,null,18
1247932,7106,304179,6486,943753,8277,7106,null,null,6486,null,null,8277,null,null,19
1110407,6778,248866,4838,861541,7463,6778,null,null,4838,null,null,7463,null,null,20
1717706,9131,279320,7336,1438386,10833,9131,null,null,7336,null,null,10833,null,null,21
1720801,8997,272372,6989,1448429,10441,8997,null,null,6989,null,null,10441,null,null,22
531660,5774,127350,4701,404310,5988,5774,null,null,4701,null,null,5988,null,null,23
2194657,9484,500430,9164,1694227,13292,9484,null,null,9164,null,null,13292,null,null,24
2579398,8290,656626,10946,1922772,12570,8290,null,null,10946,null,null,12570,null,null,25
3884153,13696,818913,9331,3065240,14973,13696,null,null,9331,null,null,14973,null,null,26
2148725,7378,522295,7799,1626430,9708,7378,null,null,7799,null,null,9708,null,null,27
1091245,8803,137372,5289,953873,10111,8803,null,null,5289,null,null,10111,null,null,28
2372190,10844,466984,8462,1905206,11208,10844,null,null,8462,null,null,11208,null,null,29
416125,4426,116858,3965,299267,5529,4426,null,null,3965,null,null,5529,null,null,30
747562,4452,161388,4012,586174,5128,4452,null,null,4012,null,null,5128,null,null,31
1055158,6433,170596,5246,884562,7802,6433,null,null,5246,null,null,7802,null,null,32
520643,5191,129600,3941,391043,4780,5191,null,null,3941,null,null,4780,null,null,33
3194519,10274,779794,10407,2414725,13901,10274,null,null,10407,null,null,13901,null,null,34
758364,6296,133255,5131,625109,7014,6296,null,null,5131,null,null,7014,null,null,35
7209054,17665,1545892,18004,5663162,21874,17665,null,null,18004,null,null,21874,null,null,36
3882423,16063,741460,13539,3140963,17974,16063,null,null,13539,null,null,17974,null,null,37
315134,3356,78396,3098,236738,4287,3356,null,null,3098,null,null,4287,null,null,38
4624669,14929,919694,13056,3704975,19538,14929,null,null,13056,null,null,19538,null,null,39
1469342,7193,269855,4937,1199487,8672,7193,null,null,4937,null,null,8672,null,null,40
1571678,6691,385614,7882,1186064,9684,6691,null,null,7882,null,null,9684,null,null,41
4937771,13721,1165648,12949,3772123,14875,13721,null,null,12949,null,null,14875,null,null,42
408239,4139,93898,3503,314341,5459,4139,null,null,3503,null,null,5459,null,null,44
1877887,10574,333095,7759,1544792,11394,10574,null,null,7759,null,null,11394,null,null,45
334003,3659,78739,2982,255264,4386,3659,null,null,2982,null,null,4386,null,null,46
2556332,11690,443893,9721,2112439,13257,11690,null,null,9721,null,null,13257,null,null,47
9535612,20125,1573479,18409,7962133,19583,20125,null,null,18409,null,null,19583,null,null,48
943147,4975,196194,5387,746953,6243,4975,null,null,5387,null,null,6243,null,null,49
254851,2815,73778,2711,181073,3573,2815,null,null,2711,null,null,3573,null,null,50
3120692,13161,735898,11483,2384794,15252,13161,null,null,11483,null,null,15252,null,null,51
2768076,8506,699623,10439,2068453,13968,8506,null,null,10439,null,null,13968,null,null,53
722125,5656,125808,4913,596317,7608,5656,null,null,4913,null,null,7608,null,null,54
2326998,7745,586217,6778,1740781,9380,7745,null,null,6778,null,null,9380,null,null,55
223619,4088,56489,2730,167130,4152,4088,null,null,2730,null,null,4152,null,null,56
1208438,9900,50538,3875,1157900,9773,9900,null,null,3875,null,null,9773,null,null,72
1852518,12189,298006,6464,1554512,12340,12189,null,null,6464,null,null,12340,null,null,01
248468,2841,107570,3985,140898,4100,2841,null,null,3985,null,null,4100,null,null,02
2519052,11479,508676,9803,2010376,15036,11479,null,null,9803,null,null,15036,null,null,04
1142718,7341,191292,6012,951426,9234,7341,null,null,6012,null,null,9234,null,null,05
12944178,15703,2848931,20529,10095247,23506,15703,null,null,20529,null,null,23506,null,null,06
2108992,7767,508246,8471,1600746,9966,7767,null,null,8471,null,null,9966,null,null,08
1357269,7141,356290,6634,1000979,9698,7141,null,null,6634,null,null,9698,null,null,09
351085,3936,71515,3144,279570,4948,3936,null,null,3144,null,null,4948,null,null,10
281241,3152,69260,3277,211981,3978,3152,null,null,3277,null,null,3978,null,null,11
